,Australia & New Zealand,Australia,Iraq,The former Yugoslav Republic of Macedonia,Uruguay,Libya,Italy,Lebanon,Albania,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Morocco,Slovenia,El Salvador,Chile,Malta,Argentina,Spain,Syrian Arab Republic,Cyprus,"China, Taiwan Province of",Israel,Jordan,Afghanistan,Egypt,Greece,Azerbaijan,France,Croatia,Montenegro,Turkey,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Mexico,China,Kuwait,Algeria,Bosnia and Herzegovina,Portugal,Brazil
1961,9926.0,9926.0,,,,,18311.0,24074.0,9570.0,,,,9006.0,,6522.0,,10714.0,,,10375.0,13730.0,68602.0,20800.0,18020.0,16667.0,30586.0,,,449.0,,,17594.0,3500.0,,30000.0,40700.0,34982.0,14196.0,68602.0,,,,,
1962,9411.0,9411.0,,,,,13947.0,16000.0,13918.0,,,,9063.0,,6522.0,,10000.0,,,10911.0,3076.0,104719.0,9600.0,5745.0,18333.0,29313.0,,,2234.0,,,7266.0,3462.0,,30000.0,35892.0,41199.0,15753.0,104719.0,,,,,
1963,10105.0,10105.0,,,,,23349.0,21818.0,12952.0,,,,8696.0,,6522.0,,11333.0,,,8500.0,5916.0,97801.0,13000.0,6857.0,16667.0,28907.0,,,2548.0,,,15289.0,3446.0,,30000.0,35892.0,45003.0,15630.0,97801.0,,,,,
1964,14954.0,14954.0,,,,,15216.0,10483.0,20961.0,,,,8850.0,,6522.0,,10526.0,,,11145.0,3190.0,138377.0,19091.0,16942.0,18333.0,29511.0,,,1328.0,,,16366.0,3462.0,,30000.0,38879.0,42341.0,26121.0,138377.0,,,,,
1965,9540.0,9540.0,,,,,17961.0,18409.0,11952.0,,,,8903.0,,6522.0,,10556.0,,,5966.0,11365.0,85314.0,9545.0,5725.0,16667.0,29629.0,,,2040.0,,,9202.0,4268.0,,30000.0,34764.0,40463.0,27058.0,85314.0,,,,,
1966,15903.0,15903.0,,,,,14321.0,10894.0,12121.0,,,,8889.0,,6522.0,,10588.0,,,9877.0,8221.0,83168.0,9561.0,5003.0,18333.0,30226.0,,,2267.0,,,18932.0,3607.0,,30000.0,31197.0,53096.0,27076.0,83168.0,,,,,
1967,15244.0,15244.0,,,,,21422.0,25254.0,11074.0,,,,8941.0,,6522.0,,10625.0,,,7979.0,14418.0,90402.0,22273.0,17175.0,16667.0,29730.0,,,2573.0,,,11008.0,4046.0,,30000.0,36449.0,11624.0,25915.0,90402.0,,,,,
1968,16930.0,16930.0,,,,,15224.0,11981.0,10828.0,,,,8927.0,,6522.0,,10588.0,,,7862.0,7148.0,150196.0,8716.0,18962.0,20000.0,32000.0,,,3605.0,,,18484.0,3999.0,,30000.0,36080.0,71405.0,26529.0,150196.0,,,,,
1969,17745.0,17745.0,,,,,18966.0,16726.0,9451.0,,,,9143.0,,6522.0,,11333.0,,,8996.0,9037.0,123657.0,19720.0,15929.0,16667.0,32000.0,,,6505.0,,,6879.0,4061.0,,24000.0,29182.0,57476.0,27709.0,123657.0,,12225.0,,,
1970,14961.0,14961.0,,,,,16238.0,16403.0,5495.0,,,,8889.0,,6522.0,,6111.0,,,6862.0,3560.0,78631.0,6226.0,10767.0,20000.0,30435.0,,,1801.0,,,15011.0,4292.0,,30000.0,33176.0,42232.0,26491.0,78631.0,,13919.0,,,
1971,17354.0,17354.0,,,,,22591.0,19899.0,10298.0,,,,9036.0,,6667.0,,13571.0,,,9369.0,7120.0,84459.0,12136.0,6652.0,16667.0,29375.0,,,5608.0,,,7119.0,7521.0,,14750.0,37259.0,44509.0,29219.0,84459.0,,13417.0,,,
1972,17562.0,17562.0,,,,,13224.0,14133.0,10811.0,,,,8864.0,,6667.0,,5333.0,,,10796.0,9493.0,67910.0,26214.0,11013.0,20000.0,32000.0,,,2235.0,,,22152.0,2870.0,,27000.0,38316.0,19174.0,27968.0,67910.0,,11726.0,,,
1973,19254.0,19254.0,,,,,19978.0,10682.0,13317.0,,,,9096.0,,6471.0,,7857.0,,,4175.0,759.0,98684.0,4000.0,2927.0,16667.0,32000.0,,,5004.0,,,7102.0,5126.0,,26000.0,34119.0,54886.0,20252.0,98684.0,,7878.0,,,
1974,19392.0,19392.0,,,,,16103.0,28643.0,11750.0,,,,7428.0,,6575.0,,7000.0,,,11956.0,7595.0,87798.0,30505.0,12623.0,21667.0,32000.0,,,3910.0,,,17708.0,4621.0,,32000.0,36374.0,46028.0,13895.0,87798.0,,10402.0,,,
1975,16492.0,16492.0,,,,,23277.0,12500.0,13000.0,,,,9930.0,,6500.0,,6333.0,,,8566.0,12342.0,72190.0,4900.0,2176.0,16667.0,32000.0,,,5228.0,,,11572.0,6763.0,,26000.0,33979.0,51597.0,13637.0,72190.0,10000.0,11214.0,,,
1976,24185.0,24185.0,,,,,12038.0,18889.0,10000.0,,,,8941.0,,6512.0,,6429.0,,,10637.0,9434.0,88921.0,19364.0,8815.0,22267.0,28211.0,,,5424.0,,,22398.0,3300.0,,18750.0,34124.0,58246.0,17465.0,88921.0,10000.0,12006.0,,,
1977,13207.0,13207.0,,,,,24955.0,9259.0,11818.0,,,,9000.0,,6522.0,,12105.0,,,7690.0,7970.0,111039.0,7766.0,4526.0,22917.0,32726.0,,,3468.0,,,8108.0,4780.0,,22917.0,27700.0,29133.0,24978.0,111039.0,10000.0,6967.0,,,
1978,20954.0,20954.0,,,,,16664.0,30952.0,8837.0,,,,9091.0,,6522.0,,7727.0,,,12997.0,19366.0,87692.0,30837.0,17126.0,21172.0,33675.0,,,4928.0,,,22449.0,3088.0,,20000.0,26144.0,75950.0,53756.0,87692.0,10000.0,5164.0,,,
1979,21429.0,21429.0,,,,,18987.0,6522.0,7477.0,,,,9070.0,,6667.0,,7727.0,,,8122.0,19449.0,92545.0,6699.0,2107.0,11250.0,35951.0,,,5000.0,,,8776.0,3284.0,,15556.0,28247.0,37676.0,45488.0,92545.0,10000.0,8613.0,,,
1980,15370.0,15370.0,,,,,27996.0,25806.0,6198.0,,,,8900.0,,6667.0,,10714.0,,19498.0,15723.0,26491.0,81563.0,47368.0,16074.0,11700.0,19475.0,,,6040.0,,,27458.0,5477.0,,22222.0,21214.0,67311.0,43538.0,81563.0,10000.0,5761.0,,,
1981,10247.0,10247.0,,,,,24289.0,4839.0,5530.0,,,,8261.0,,6739.0,,10769.0,,7437.0,8063.0,18333.0,53115.0,19919.0,6455.0,8333.0,24241.0,,,4456.0,,,7895.0,2963.0,,34615.0,22702.0,29344.0,25942.0,53115.0,10000.0,12123.0,,,
1982,18587.0,18587.0,,,,,17152.0,24194.0,4060.0,,,,16671.0,,6702.0,,16667.0,,16316.0,17700.0,21940.0,107021.0,33037.0,13320.0,6400.0,33043.0,,,6950.0,,,26542.0,2138.0,,37906.0,31546.0,93856.0,32608.0,107021.0,10000.0,8100.0,,,
1983,8680.0,8680.0,,,,,33889.0,6452.0,10297.0,,,,9716.0,,6667.0,,17500.0,,6479.0,5617.0,4929.0,135957.0,28927.0,7987.0,3846.0,36000.0,,,8158.0,,,8002.0,5769.0,,21751.0,15979.0,38972.0,26207.0,135957.0,10000.0,7344.0,,,
1984,18438.0,18438.0,,,,,14843.0,16129.0,8333.0,,,,11399.0,,6735.0,,16667.0,,17289.0,11044.0,19084.0,135000.0,14686.0,16313.0,1401.0,31746.0,,,7408.0,,,16000.0,3626.0,,25102.0,7519.0,60088.0,26508.0,135000.0,12000.0,6327.0,,,
1985,19000.0,19000.0,17143.0,,23077.0,20645.0,28627.0,10000.0,7591.0,,,,12551.0,,6800.0,18941.0,16667.0,28174.0,9700.0,6256.0,18289.0,92211.0,34241.0,6616.0,5798.0,35714.0,26560.0,,4772.0,,,11866.0,3992.0,3531.0,18707.0,35846.0,65432.0,48661.0,92211.0,11667.0,9780.0,,6860.0,15250.0
1986,16050.0,16050.0,20000.0,,23077.0,19355.0,15817.0,15152.0,4068.0,,,,13267.0,,6800.0,17353.0,16667.0,30240.0,12394.0,13463.0,19084.0,73611.0,31020.0,9214.0,14448.0,33835.0,18540.0,,4617.0,,,19675.0,4302.0,3145.0,31090.0,21362.0,77392.0,28810.0,73611.0,12857.0,12247.0,,10482.0,8750.0
1987,9720.0,9720.0,25714.0,,23077.0,9667.0,30073.0,16752.0,8510.0,,,,16556.0,,6800.0,24706.0,17500.0,30708.0,18858.0,6832.0,12725.0,77629.0,20032.0,5367.0,6923.0,30021.0,18902.0,,7649.0,,,11392.0,3774.0,12053.0,16238.0,28711.0,47915.0,31388.0,77629.0,10000.0,10402.0,,8553.0,6000.0
1988,14925.0,14925.0,31429.0,,23077.0,10326.0,19438.0,9625.0,5258.0,,,,10455.0,,6800.0,15294.0,15000.0,30054.0,10927.0,14236.0,28571.0,65517.0,31275.0,19516.0,8231.0,33127.0,23649.0,,4650.0,,,20802.0,1992.0,6781.0,24377.0,17870.0,62259.0,22523.0,65517.0,12500.0,8867.0,,3812.0,2750.0
1989,13075.0,13075.0,34286.0,,23077.0,10833.0,26860.0,10798.0,6973.0,,,,18041.0,,6800.0,32941.0,15000.0,32917.0,14341.0,3337.0,14286.0,116361.0,15726.0,7056.0,6154.0,33434.0,24075.0,,7051.0,,,9439.0,4813.0,6104.0,19901.0,39528.0,92523.0,28513.0,116361.0,10000.0,5725.0,,9715.0,7250.0
