,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Ethiopia,Kenya,South Africa,Zambia,Botswana,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Chad,South Sudan,Spain,Central African Republic,India,Sri Lanka,Republic of Moldova,Argentina,Turkey,Angola,Ethiopia PDR,Saudi Arabia,Togo,Greece,Yemen,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Hungary,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",The former Yugoslav Republic of Macedonia,Guinea-Bissau,Rwanda,Portugal,Slovakia,Bhutan,Iraq,Czechia,United Republic of Tanzania,Burundi,Nepal,Libya,Bangladesh,Senegal,Uganda,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Czechoslovakia,Sierra Leone,Zimbabwe,Syrian Arab Republic,Malawi,"China, Taiwan Province of",Japan,Maldives,Afghanistan,Namibia,Sudan,Viet Nam,Mauritania,Russian Federation,Cameroon,Austria,Romania,Poland,Mexico,Guinea,Tajikistan,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1998,,830.0,228.0,228.0,3756.0,8951.0,1802.0,400.0,1433.0,119.0,1500.0,80268.0,740.0,5.0,11786.0,,4.0,487.0,358000.0,60.0,5.0,1334.0,81.0,1919.0,,160.0,930.0,0.0,2551.0,0.0,20.0,984.0,89648.0,27969.0,1000.0,,720.0,2633.0,2289.0,1860.0,46515.0,0.0,551.0,75.0,0.0,25.0,87.0,101.0,50.0,2937.0,90.0,5279.0,168.0,1465.0,30224.0,9400.0,569.0,150.0,46520.0,19256.0,24.0,24030.0,116.0,,148.0,2634.0,40.0,505.0,5.0,3.0,0.0,694.0,4962.0,,0.0,349.0,18000.0,2400.0,35.0,39.0,0.0,0.0,2739.0,5.0,706.0,1.0,75.0,5040.0,5000.0
1999,,451.0,253.0,253.0,4675.0,7220.0,1863.0,420.0,980.0,75.0,1081.0,77271.0,900.0,6.0,11876.0,,9.0,497.0,390000.0,60.0,4.0,1320.0,90.0,1972.0,,164.0,875.0,0.0,2583.0,0.0,17.0,1038.0,93024.0,32359.0,342.0,,660.0,2900.0,2712.0,2080.0,43750.0,0.0,560.0,75.0,0.0,28.0,74.0,101.0,50.0,3779.0,83.0,5269.0,156.0,521.0,25264.0,9600.0,664.0,90.0,43754.0,17079.0,24.0,17097.0,122.0,,120.0,1535.0,70.0,514.0,4.0,3.0,0.0,810.0,5134.0,,38.0,174.0,20000.0,2040.0,36.0,15.0,0.0,0.0,2934.0,6.0,715.0,1.0,135.0,5020.0,8000.0
2000,,407.0,234.0,234.0,5005.0,6936.0,2086.0,352.0,754.0,45.0,760.0,78479.0,1040.0,4.0,12733.0,,8.0,542.0,374589.0,60.0,2.0,1193.0,105.0,2333.0,,184.0,843.0,0.0,2699.0,375.0,15.0,1066.0,68064.0,34272.0,262.0,,727.0,2400.0,3090.0,1930.0,40187.0,0.0,687.0,83.0,0.0,13.0,78.0,101.0,50.0,3017.0,100.0,5198.0,150.0,503.0,24032.0,9725.0,693.0,100.0,40193.0,19844.0,17.0,29722.0,115.0,,288.0,1561.0,74.0,513.0,6.0,3.0,0.0,810.0,4660.0,,37.0,124.0,22000.0,2000.0,33.0,34.0,0.0,1.0,2950.0,10.0,725.0,1.0,138.0,4620.0,6500.0
2001,,404.0,260.0,260.0,4192.0,5629.0,2371.0,376.0,825.0,45.0,460.0,83648.0,1320.0,7.0,10604.0,,30.0,400.0,310662.0,50.0,2.0,828.0,110.0,2983.0,,173.0,838.0,0.0,2505.0,675.0,20.0,1082.0,71840.0,46728.0,146.0,,600.0,1100.0,3078.0,1980.0,39890.0,0.0,744.0,80.0,0.0,22.0,38.0,101.0,50.0,5382.0,92.0,5162.0,147.0,824.0,24587.0,9900.0,731.0,150.0,39895.0,20844.0,26.0,34412.0,111.0,,348.0,1411.0,72.0,514.0,6.0,3.0,0.0,750.0,3956.0,,38.0,144.0,23000.0,2004.0,54.0,46.0,0.0,8.0,3625.0,1.0,740.0,2.0,138.0,4660.0,3000.0
2002,,318.0,247.0,247.0,6472.0,6095.0,2165.0,372.0,900.0,45.0,800.0,86570.0,1820.0,15.0,10800.0,,30.0,338.0,404103.0,60.0,2.0,748.0,120.0,2429.0,,168.0,744.0,0.0,2066.0,1080.0,21.0,1102.0,72576.0,56667.0,397.0,,660.0,1300.0,3489.0,2066.0,35840.0,0.0,600.0,75.0,0.0,41.0,42.0,48.0,38.0,3028.0,95.0,5183.0,135.0,743.0,25724.0,10000.0,680.0,230.0,35847.0,21097.0,17.0,35000.0,125.0,,300.0,1090.0,102.0,581.0,7.0,3.0,0.0,591.0,5038.0,,38.0,52.0,33000.0,2080.0,52.0,76.0,42.0,13.0,4500.0,3.0,604.0,1.0,151.0,4620.0,5700.0
2003,,645.0,220.0,220.0,4120.0,6285.0,2264.0,345.0,885.0,105.0,680.0,84066.0,1100.0,8.0,9460.0,,10.0,400.0,356586.0,80.0,2.0,747.0,117.0,3527.0,,135.0,541.0,0.0,2484.0,825.0,28.0,1110.0,73920.0,43500.0,45.0,,720.0,1700.0,3909.0,1822.0,32046.0,0.0,578.0,75.0,0.0,45.0,36.0,108.0,41.0,5219.0,92.0,5172.0,126.0,713.0,20608.0,10300.0,671.0,200.0,32053.0,18081.0,19.0,20000.0,127.0,,450.0,2164.0,78.0,561.0,7.0,2.0,0.0,570.0,5088.0,,28.0,251.0,41000.0,2100.0,77.0,75.0,85.0,18.0,5500.0,1.0,624.0,1.0,184.0,4623.0,6000.0
2004,,393.0,159.0,159.0,5288.0,6700.0,1849.0,342.0,588.0,15.0,560.0,88409.0,1200.0,16.0,14729.0,,9.0,543.0,365382.0,50.0,2.0,415.0,108.0,3719.0,,105.0,565.0,0.0,2493.0,975.0,23.0,1119.0,74960.0,44526.0,300.0,,780.0,1800.0,4041.0,1850.0,29722.0,0.0,500.0,75.0,0.0,34.0,78.0,120.0,41.0,4248.0,75.0,5177.0,135.0,507.0,24023.0,10500.0,683.0,250.0,29729.0,19646.0,18.0,35000.0,122.0,,600.0,1715.0,84.0,618.0,7.0,2.0,0.0,810.0,4722.0,,32.0,212.0,20000.0,2120.0,79.0,90.0,99.0,9.0,6375.0,0.0,522.0,1.0,100.0,5066.0,2500.0
2005,,700.0,228.0,228.0,6048.0,7820.0,2754.0,238.0,963.0,105.0,1140.0,93449.0,1300.0,4.0,15123.0,,9.0,555.0,352560.0,63.0,2.0,461.0,108.0,3779.0,,99.0,724.0,0.0,2824.0,1575.0,23.0,1127.0,79536.0,44876.0,300.0,,660.0,1600.0,4080.0,2000.0,30030.0,0.0,520.0,75.0,0.0,74.0,98.0,101.0,50.0,3975.0,100.0,5233.0,162.0,410.0,22449.0,10725.0,592.0,200.0,30036.0,18354.0,18.0,35000.0,125.0,,750.0,2330.0,84.0,622.0,6.0,3.0,0.0,360.0,4916.0,,32.0,377.0,29000.0,2000.0,80.0,50.0,115.0,9.0,7125.0,0.0,540.0,2.0,87.0,4776.0,2400.0
2006,,1825.0,234.0,234.0,6372.0,7481.0,2562.0,271.0,664.0,89.0,1160.0,92553.0,1240.0,9.0,15000.0,,6.0,400.0,350865.0,60.0,2.0,575.0,104.0,2625.0,,86.0,719.0,0.0,2965.0,1875.0,14.0,1136.0,80896.0,47588.0,300.0,,720.0,950.0,3900.0,1627.0,29365.0,0.0,623.0,81.0,0.0,37.0,103.0,139.0,40.0,6000.0,105.0,5303.0,169.0,523.0,20607.0,10925.0,623.0,180.0,29370.0,17740.0,,13000.0,70.0,,570.0,2217.0,76.0,673.0,5.0,3.0,0.0,360.0,3896.0,,32.0,316.0,19000.0,2120.0,87.0,63.0,169.0,24.0,7750.0,1.0,564.0,4.0,72.0,4080.0,2200.0
2007,,1566.0,241.0,241.0,5636.0,7985.0,2000.0,301.0,523.0,170.0,2120.0,101083.0,1260.0,6.0,13950.0,,8.0,400.0,331173.0,60.0,2.0,629.0,109.0,1145.0,,77.0,793.0,0.0,2832.0,1575.0,13.0,1144.0,78464.0,47286.0,274.0,,780.0,900.0,4050.0,1822.0,28518.0,0.0,591.0,84.0,0.0,33.0,44.0,120.0,40.0,3210.0,100.0,5310.0,165.0,782.0,26509.0,5000.0,671.0,200.0,28524.0,23658.0,,13000.0,60.0,,750.0,1930.0,40.0,660.0,6.0,3.0,0.0,360.0,3724.0,,33.0,232.0,21400.0,2160.0,92.0,52.0,151.0,30.0,7875.0,1.0,1000.0,2.0,108.0,4132.0,2800.0
2008,,1229.0,260.0,260.0,5708.0,7380.0,2000.0,263.0,839.0,147.0,2180.0,97697.0,1260.0,3.0,15000.0,,14.0,400.0,330081.0,60.0,2.0,389.0,98.0,1922.0,,94.0,786.0,0.0,2442.0,1650.0,13.0,1153.0,60604.0,45613.0,183.0,,660.0,1000.0,4440.0,1867.0,27578.0,4.0,203.0,82.0,0.0,48.0,49.0,72.0,39.0,5978.0,102.0,5318.0,162.0,652.0,31550.0,4800.0,510.0,200.0,27582.0,18826.0,,13000.0,61.0,,810.0,3447.0,54.0,638.0,4.0,3.0,0.0,300.0,5155.0,,33.0,232.0,20000.0,2640.0,94.0,32.0,187.0,26.0,5500.0,2.0,1000.0,5.0,120.0,4100.0,2100.0
2009,,1111.0,247.0,247.0,6581.0,8162.0,2000.0,282.0,762.0,163.0,2180.0,108798.0,1280.0,5.0,20103.0,,13.0,340.0,353754.0,60.0,2.0,492.0,88.0,1770.0,,86.0,812.0,0.0,3455.0,1794.0,13.0,1161.0,69826.0,43877.0,180.0,,720.0,700.0,4500.0,1766.0,28305.0,3.0,300.0,89.0,0.0,18.0,41.0,77.0,40.0,5188.0,110.0,5369.0,162.0,717.0,30995.0,4175.0,477.0,210.0,28308.0,20428.0,,11000.0,57.0,,891.0,3567.0,28.0,718.0,4.0,3.0,0.0,150.0,5200.0,,33.0,225.0,20000.0,2700.0,60.0,118.0,297.0,29.0,5750.0,3.0,1000.0,4.0,129.0,4000.0,1700.0
2010,,1106.0,244.0,244.0,5500.0,8651.0,2225.0,280.0,589.0,118.0,2273.0,105783.0,1260.0,5.0,13771.0,,11.0,360.0,320400.0,70.0,2.0,551.0,80.0,3035.0,,77.0,807.0,0.0,3112.0,1759.0,12.0,1170.0,45233.0,68510.0,182.0,,641.0,930.0,3450.0,1787.0,26089.0,3.0,270.0,81.0,0.0,25.0,45.0,83.0,38.0,5285.0,112.0,5396.0,167.0,700.0,23394.0,4300.0,426.0,70.0,26093.0,17151.0,,12000.0,60.0,,990.0,3570.0,26.0,695.0,4.0,3.0,0.0,150.0,4900.0,,33.0,116.0,31800.0,2788.0,44.0,97.0,301.0,25.0,5250.0,4.0,761.0,4.0,105.0,4000.0,3000.0
2011,,1120.0,247.0,247.0,5532.0,8630.0,2366.0,270.0,439.0,107.0,1093.0,106427.0,1360.0,5.0,19961.0,,13.0,380.0,273000.0,55.0,2.0,626.0,90.0,3247.0,,71.0,627.0,0.0,3082.0,1800.0,12.0,1240.0,21251.0,56209.0,246.0,,660.0,970.0,3750.0,1725.0,25759.0,3.0,360.0,81.0,0.0,18.0,31.0,144.0,39.0,3906.0,110.0,5561.0,165.0,760.0,24524.0,4375.0,517.0,70.0,25763.0,19094.0,,16000.0,56.0,,1005.0,3600.0,26.0,677.0,5.0,3.0,0.0,150.0,4900.0,,34.0,209.0,18200.0,2840.0,40.0,160.0,558.0,26.0,7875.0,4.0,759.0,4.0,114.0,4200.0,2900.0
2012,,1100.0,228.0,228.0,5695.0,9093.0,3366.0,280.0,508.0,101.0,1120.0,104915.0,1400.0,4.0,16049.0,100.0,7.0,380.0,276000.0,60.0,2.0,620.0,77.0,1951.0,,66.0,556.0,0.0,3068.0,1800.0,14.0,1240.0,23763.0,43111.0,200.0,,672.0,1200.0,3900.0,1607.0,25049.0,3.0,370.0,81.0,0.0,17.0,20.0,156.0,39.0,5019.0,105.0,5487.0,168.0,800.0,22628.0,4375.0,411.0,75.0,25053.0,19906.0,,,58.0,,1020.0,3450.0,22.0,731.0,5.0,3.0,0.0,150.0,4600.0,16000.0,34.0,298.0,17900.0,2800.0,40.0,114.0,811.0,14.0,7950.0,5.0,780.0,3.0,105.0,4200.0,3000.0
2013,,1434.0,259.0,259.0,5640.0,9078.0,2777.0,261.0,517.0,101.0,1020.0,110374.0,1400.0,6.0,16548.0,100.0,10.0,358.0,267120.0,70.0,0.0,243.0,80.0,1943.0,,95.0,309.0,4.0,3075.0,1800.0,16.0,1386.0,25218.0,52303.0,100.0,,671.0,1200.0,3900.0,1620.0,27013.0,5.0,151.0,160.0,0.0,18.0,16.0,156.0,23.0,4270.0,97.0,5500.0,137.0,328.0,21480.0,4375.0,416.0,200.0,27017.0,17880.0,,,55.0,,1146.0,5974.0,42.0,756.0,4.0,3.0,0.0,150.0,3124.0,12000.0,21.0,159.0,19100.0,2794.0,55.0,114.0,910.0,5.0,5453.0,5.0,769.0,6.0,105.0,4200.0,3000.0
2014,,1434.0,259.0,259.0,5640.0,9078.0,2777.0,261.0,517.0,101.0,1020.0,110374.0,1400.0,6.0,16548.0,100.0,10.0,358.0,267120.0,70.0,0.0,243.0,80.0,1943.0,,95.0,309.0,4.0,3075.0,1800.0,16.0,1386.0,25218.0,52303.0,100.0,,671.0,1200.0,807.0,1620.0,27013.0,5.0,151.0,160.0,0.0,18.0,16.0,156.0,23.0,4270.0,97.0,5500.0,137.0,328.0,21480.0,4375.0,416.0,200.0,27017.0,17880.0,,,55.0,,1146.0,5974.0,42.0,756.0,4.0,3.0,0.0,150.0,3124.0,14000.0,21.0,159.0,19000.0,2794.0,55.0,114.0,910.0,5.0,5453.0,5.0,769.0,6.0,105.0,4200.0,2000.0
