,USSR,Cambodia,France,Australia & New Zealand,Australia,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Nigeria,Yemen,Romania,Lao People's Democratic Republic,Zambia,Botswana,Peru,South Africa,Togo,Tunisia,Equatorial Guinea,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,"Saint Helena, Ascension and Tristan da Cunha",Hungary,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Guinea-Bissau,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Estonia,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Afghanistan,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Somalia,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Viet Nam,Bosnia and Herzegovina,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,Montserrat,Guadeloupe,Sri Lanka,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1971,4226000.0,5580.0,41630.0,51705.0,35505.0,1968339.0,,534783.0,,105000.0,405000.0,21000.0,65877.0,6500.0,13000.0,1200.0,142040.0,35000.0,29000.0,350.0,1000.0,21779.0,4802378.0,301906.0,434000.0,20295.0,23000.0,70375.0,4300.0,238300.0,78445.0,135620.0,,9052200.0,650.0,10337.0,10245.0,153525.0,114600.0,373370.0,693715.0,430.0,12453.0,142500.0,221000.0,655784.0,,182.0,139200.0,27605.0,39500.0,19105.0,173900.0,16200.0,,77968.0,,22048.0,3600.0,250840.0,640840.0,29691.0,309160.0,,40.0,1945.0,5294000.0,33200.0,401.0,,333.0,,99045.0,7118.0,72903.0,,30.0,17500.0,,4642084.0,15.0,,162830.0,33900.0,44995.0,611478.0,9068.0,,54813.0,,1470.0,728881.0,6430.0,18318.0,12714.0,1042400.0,600.0,54322.0,,,,5309283.0,74056.0,,,508122.0,18100.0,5000.0,3253.0,982.0,54000.0,87239.0,,54160.0,2410.0,15283.0,33850.0,30.0,1250.0,,0.0,15000.0,0.0,,,0.0,,723.0,97064.0,27100.0,,,177.0,16600.0,170.0,,60700.0,,1000.0,45.0,300.0,1838.0,35867.0,,59432.0,202490.0,
1972,4197000.0,5300.0,34330.0,54300.0,40100.0,2021479.0,,540936.0,,105000.0,405000.0,27019.0,71100.0,6600.0,12000.0,1000.0,133110.0,92100.0,26000.0,0.0,1100.0,22000.0,4581071.0,275576.0,386000.0,12709.0,23000.0,80770.0,6600.0,263700.0,122631.0,138398.0,,8800500.0,650.0,17174.0,12130.0,172758.0,109600.0,405300.0,765847.0,560.0,8051.0,115500.0,226800.0,671467.0,,2.0,174300.0,27357.0,39500.0,17456.0,167100.0,14200.0,,78428.0,,18447.0,3580.0,238651.0,725512.0,23484.0,342900.0,,80.0,3710.0,5304000.0,57200.0,334.0,,260.0,,87679.0,6099.0,71600.0,,50.0,18000.0,,5254365.0,15.0,,151780.0,36700.0,45102.0,606010.0,8318.0,,57850.0,,1210.0,929642.0,6593.0,20359.0,9469.0,1124000.0,0.0,46988.0,,,,5316075.0,70058.0,,,512256.0,16900.0,5000.0,3637.0,1600.0,51600.0,102673.0,,50618.0,2350.0,12075.0,34770.0,30.0,1020.0,,,9000.0,0.0,,,0.0,,723.0,111586.0,27500.0,,,197.0,46000.0,150.0,0.0,66785.0,,1000.0,15.0,270.0,872.0,51403.0,,54399.0,263337.0,
1973,4175000.0,3600.0,33230.0,57810.0,43600.0,1857103.0,,504525.0,,105000.0,445000.0,32140.0,76900.0,6300.0,8000.0,1100.0,139770.0,92100.0,25000.0,,1100.0,23000.0,4685651.0,269026.0,364000.0,8890.0,23000.0,93660.0,12200.0,272000.0,92760.0,138308.0,,8873100.0,650.0,29591.0,12653.0,198540.0,88400.0,462750.0,682761.0,610.0,6647.0,139000.0,231600.0,694371.0,,,154400.0,31862.0,39500.0,17639.0,183260.0,14210.0,,70866.0,,16803.0,3580.0,200786.0,625084.0,20836.0,348700.0,,200.0,4383.0,5438000.0,81100.0,13.0,,400.0,,61176.0,4955.0,90670.0,,90.0,18600.0,,4844020.0,15.0,,169590.0,35818.0,49056.0,572482.0,8348.0,,54410.0,,1905.0,918797.0,5895.0,28630.0,3847.0,1112000.0,,54743.0,,,,5450275.0,66601.0,,,479261.0,17700.0,4600.0,6085.0,3000.0,74800.0,112396.0,,53625.0,1790.0,12275.0,34440.0,30.0,1020.0,,,5000.0,0.0,,,0.0,,723.0,150856.0,29500.0,,,201.0,68200.0,150.0,0.0,70353.0,,1000.0,10.0,270.0,1306.0,56485.0,,51371.0,276838.0,
1974,4268000.0,3400.0,38530.0,55910.0,41700.0,2044618.0,,500708.0,,106235.0,486000.0,32950.0,88500.0,4454.0,3961.0,1100.0,151140.0,98100.0,28000.0,,1100.0,23300.0,3978384.0,272156.0,339000.0,15209.0,23000.0,104127.0,14850.0,280400.0,102521.0,137327.0,,8685000.0,650.0,53299.0,11000.0,225208.0,87200.0,480100.0,843796.0,380.0,9066.0,148000.0,233000.0,634020.0,,,154300.0,30663.0,39500.0,14049.0,170750.0,14210.0,,69633.0,,15926.0,2580.0,205980.0,777272.0,19545.0,371500.0,,300.0,4461.0,5545000.0,93200.0,,,200.0,,64528.0,7388.0,105170.0,,85.0,35050.0,,5077358.0,15.0,,176100.0,26065.0,51594.0,588944.0,7076.0,,33131.0,,2020.0,606193.0,7088.0,38588.0,2198.0,503900.0,0.0,48474.0,,,,5558076.0,61520.0,,,511237.0,18800.0,5000.0,9286.0,1200.0,138000.0,167358.0,,54872.0,1110.0,13076.0,42560.0,30.0,970.0,,,4000.0,0.0,,,0.0,,723.0,184580.0,29800.0,,,178.0,55000.0,100.0,0.0,75368.0,,1000.0,5.0,230.0,1016.0,58178.0,,52197.0,264031.0,
1975,4310000.0,2600.0,48130.0,50710.0,38500.0,1863029.0,,359214.0,,128100.0,500000.0,24000.0,96400.0,2850.0,4100.0,1100.0,136670.0,56600.0,28000.0,,1100.0,23300.0,4289485.0,331962.0,339000.0,16409.0,23000.0,97324.0,16700.0,316900.0,62224.0,136423.0,,8518200.0,650.0,40664.0,20000.0,227779.0,90946.0,510570.0,674700.0,343.0,9291.0,92000.0,233600.0,592112.0,,,138300.0,32600.0,29500.0,9587.0,157700.0,12210.0,,89402.0,,14187.0,3580.0,208577.0,417533.0,15790.0,292300.0,,451.0,13204.0,5498000.0,100000.0,,,350.0,,73178.0,5126.0,112200.0,,100.0,38030.0,,3559565.0,18.0,,185269.0,26267.0,59716.0,393867.0,6919.0,,33000.0,,1391.0,531000.0,7381.0,37483.0,1951.0,571100.0,0.0,31015.0,,,,5511451.0,68005.0,,,490653.0,13000.0,5600.0,8210.0,858.0,112000.0,147993.0,,38639.0,1080.0,13451.0,41070.0,30.0,790.0,,,12000.0,0.0,,,0.0,,723.0,181180.0,28800.0,,,60.0,53540.0,100.0,0.0,89200.0,,1000.0,12.0,150.0,1721.0,58756.0,,37886.0,218737.0,
1976,4325000.0,5000.0,63130.0,42010.0,29800.0,1875680.0,,217046.0,,119300.0,526000.0,27000.0,103800.0,3520.0,6012.0,1100.0,100990.0,35600.0,35000.0,,1200.0,23500.0,3800646.0,315045.0,299000.0,12707.0,23000.0,84174.0,18800.0,313600.0,56453.0,128792.0,,8108500.0,650.0,40850.0,16000.0,231975.0,97631.0,419250.0,589165.0,419.0,8999.0,82000.0,239500.0,548210.0,,,149900.0,31990.0,23500.0,7859.0,150300.0,12210.0,,109894.0,,16027.0,4680.0,182085.0,425081.0,13617.0,297100.0,,928.0,12990.0,5504000.0,109900.0,13.0,,392.0,,60030.0,5337.0,84860.0,,102.0,38100.0,,4416475.0,18.0,,249961.0,25330.0,48305.0,489600.0,6560.0,,34000.0,,3923.0,670250.0,7941.0,43845.0,1395.0,497438.0,0.0,26142.0,,,,5515401.0,79225.0,,,412000.0,19600.0,5900.0,4600.0,806.0,128000.0,100503.0,,40766.0,470.0,11401.0,43410.0,30.0,740.0,,106.0,12000.0,0.0,,,0.0,,723.0,146420.0,32370.0,,,53.0,29665.0,100.0,0.0,63531.0,,1000.0,12.0,80.0,1977.0,65475.0,,39339.0,199249.0,
1977,4355000.0,7500.0,57325.0,47505.0,35300.0,1854402.0,,375102.0,,120850.0,704000.0,18300.0,99500.0,3570.0,10509.0,1100.0,112437.0,70700.0,18958.0,,1200.0,22000.0,4488836.0,281588.0,192000.0,7535.0,23000.0,88623.0,22000.0,402600.0,78089.0,126201.0,,9149500.0,650.0,41383.0,13000.0,205429.0,72417.0,523250.0,782909.0,356.0,9987.0,76000.0,238700.0,626851.0,,,182600.0,34589.0,25156.0,7136.0,143300.0,12205.0,,101175.0,,17772.0,4680.0,186822.0,594906.0,10836.0,318000.0,,2338.0,23917.0,5469700.0,200200.0,13.0,,450.0,,48556.0,5711.0,123527.0,,127.0,32365.0,,5372248.0,20.0,,256850.0,20917.0,51568.0,500089.0,7995.0,,33000.0,,14500.0,755935.0,14102.0,47109.0,559.0,405000.0,0.0,20379.0,,,,5480279.0,68767.0,,,422500.0,19300.0,5900.0,10245.0,693.0,128000.0,118485.0,,40500.0,130.0,10579.0,55130.0,30.0,740.0,,71.0,12000.0,0.0,,,0.0,,700.0,201600.0,38680.0,,,30.0,39800.0,100.0,0.0,54292.0,,1000.0,12.0,0.0,2099.0,64767.0,,28025.0,160712.0,
1978,4409000.0,5500.0,51323.0,53816.0,41600.0,1900465.0,,394161.0,,170000.0,635000.0,20700.0,101300.0,6240.0,21440.0,1100.0,118298.0,88700.0,16740.0,,1200.0,21500.0,4296338.0,267302.0,214000.0,9044.0,23000.0,108780.0,28800.0,351800.0,43739.0,116751.0,,9511000.0,650.0,37041.0,20000.0,209507.0,92102.0,611950.0,658700.0,353.0,8548.0,76000.0,241300.0,528824.0,,,159700.0,33213.0,28468.0,7242.0,146800.0,12216.0,,115769.0,,17174.0,3680.0,169218.0,515616.0,8913.0,281800.0,,1746.0,16187.0,5532600.0,284900.0,20.0,,0.0,,47220.0,5170.0,124563.0,,83.0,27340.0,,5018030.0,20.0,,251390.0,17129.0,55823.0,571626.0,8211.0,,40000.0,,11571.0,858140.0,5800.0,48299.0,472.0,677500.0,0.0,26223.0,,,,5542399.0,71714.0,,,470400.0,10000.0,10700.0,17760.0,903.0,112000.0,136644.0,,36500.0,150.0,9799.0,65680.0,30.0,510.0,,41.0,12000.0,0.0,,,0.0,,300.0,215880.0,38470.0,,,20.0,33000.0,118.0,0.0,52003.0,,1000.0,15.0,,3250.0,87549.0,,28275.0,189397.0,
1979,4303000.0,1800.0,52638.0,59956.0,49800.0,2091634.0,,384443.0,,133450.0,526000.0,17600.0,101600.0,9730.0,24146.0,1100.0,137419.0,107700.0,25509.0,,1200.0,21000.0,4012128.0,179773.0,164000.0,4727.0,23000.0,112293.0,22000.0,210000.0,46744.0,90750.0,,9430000.0,650.0,37056.0,18689.0,208620.0,103092.0,674250.0,619300.0,330.0,7288.0,71000.0,240300.0,535312.0,,,135100.0,33020.0,30476.0,8853.0,101600.0,10156.0,,121412.0,,15191.0,4780.0,154803.0,524597.0,6204.0,176200.0,,1204.0,12140.0,5170300.0,312500.0,20.0,,0.0,,56754.0,3603.0,124816.0,,29.0,31730.0,,5192408.0,20.0,,246490.0,15250.0,49465.0,498875.0,7775.0,,47000.0,,13000.0,780167.0,4035.0,30908.0,286.0,417000.0,0.0,30372.0,,,,5180230.0,82030.0,,,424700.0,9814.0,10700.0,13271.0,615.0,84000.0,98485.0,,34500.0,100.0,9930.0,62880.0,30.0,510.0,,40.0,12000.0,0.0,,,0.0,,100.0,177340.0,36200.0,,,13.0,34265.0,124.0,0.0,43385.0,,1000.0,15.0,,3410.0,107254.0,,26391.0,260601.0,
1980,4443600.0,500.0,52500.0,85008.0,75000.0,2120310.0,,368277.0,,207500.0,476000.0,12000.0,107300.0,7406.0,30300.0,1100.0,149378.0,129200.0,26306.0,,1400.0,20800.0,4074468.0,166485.0,176000.0,4230.0,23000.0,93786.0,32000.0,242600.0,62763.0,85628.0,,9248800.0,650.0,36467.0,22800.0,282066.0,86056.0,572700.0,681000.0,191.0,7257.0,10500.0,266500.0,555771.0,,,142400.0,31822.0,28350.0,9514.0,98700.0,10008.0,,104952.0,,11422.0,6480.0,140945.0,501454.0,4527.0,123000.0,,1953.0,10117.0,5508000.0,258300.0,13.0,1000.0,,,65300.0,4058.0,124402.0,,30.0,26100.0,,5347800.0,20.0,,257230.0,13700.0,38420.0,519890.0,6490.0,,57000.0,,8447.0,653225.0,4540.0,29913.0,0.0,312400.0,0.0,24937.0,,,,5517506.0,74948.0,,,411200.0,14819.0,16000.0,12730.0,87.0,45000.0,91421.0,,32500.0,100.0,9506.0,62190.0,30.0,280.0,,,12000.0,0.0,,,0.0,,100.0,48323.0,38252.0,,,25.0,24035.0,120.0,0.0,41075.0,,1000.0,12.0,,1135.0,122983.0,,21938.0,237867.0,
1981,4241000.0,900.0,48300.0,91600.0,83600.0,2226142.0,,388440.0,,161000.0,446000.0,21300.0,111300.0,7500.0,36460.0,1100.0,158079.0,124700.0,29444.0,,1400.0,20900.0,3923554.0,133899.0,216000.0,2097.0,23500.0,68263.0,32400.0,244600.0,72609.0,54870.0,,9338000.0,650.0,40928.0,20000.0,287271.0,62788.0,285450.0,661600.0,132.0,6352.0,16000.0,267500.0,520276.0,,,131700.0,28323.0,30850.0,5728.0,89700.0,8000.0,,81863.0,,9524.0,7580.0,143433.0,495741.0,5006.0,199350.0,,2565.0,9000.0,5754000.0,244076.0,9.0,1500.0,,,63520.0,2905.0,103620.0,,50.0,31418.0,,5601300.0,30.0,,249680.0,10300.0,40180.0,471413.0,6713.0,,51959.0,,9000.0,597132.0,3109.0,31997.0,0.0,121300.0,,18182.0,,,,5759985.0,65240.0,,,391500.0,12900.0,15800.0,7832.0,16.0,73000.0,126554.0,,37500.0,100.0,5985.0,60710.0,30.0,280.0,,,12000.0,0.0,,,0.0,,100.0,97756.0,39240.0,,,48.0,14350.0,120.0,0.0,25540.0,,1000.0,30.0,,1080.0,126310.0,,24477.0,284322.0,
1982,4320000.0,1400.0,47000.0,111500.0,103500.0,2274263.0,,365046.0,,148000.0,430000.0,23400.0,106000.0,7468.0,23870.0,1100.0,133532.0,116700.0,23480.0,,1600.0,19900.0,4032859.0,137734.0,166000.0,1677.0,25000.0,63120.0,39000.0,121300.0,49652.0,69470.0,,8999200.0,650.0,32725.0,13000.0,297873.0,45765.0,402750.0,601500.0,167.0,7678.0,19000.0,267521.0,465578.0,,,138600.0,28027.0,30850.0,4702.0,176800.0,8000.0,,100668.0,,9280.0,7580.0,158779.0,304833.0,5198.0,197902.0,,2760.0,9000.0,6313000.0,246100.0,4.0,1500.0,,,54800.0,3179.0,80060.0,,30.0,30164.0,,3939100.0,30.0,,221500.0,11325.0,43485.0,471255.0,6150.0,,35320.0,,5000.0,605479.0,1778.0,42018.0,0.0,150300.0,,26826.0,,,,6318907.0,71970.0,,,408318.0,12150.0,15800.0,8023.0,11.0,66700.0,110514.0,,30500.0,100.0,5907.0,55680.0,32.0,140.0,,,12000.0,0.0,,,0.0,,100.0,96506.0,44820.0,,,55.0,8300.0,120.0,0.0,19096.0,,1000.0,20.0,,849.0,124609.0,,23890.0,235127.0,
1983,4389000.0,2100.0,45000.0,102500.0,96500.0,2232031.0,,363042.0,,152000.0,406000.0,23400.0,109500.0,7592.0,33140.0,1100.0,86566.0,114700.0,26000.0,,1600.0,17600.0,3294263.0,175760.0,130000.0,3848.0,25000.0,59680.0,43600.0,98200.0,39709.0,73010.0,,8875800.0,650.0,20595.0,15000.0,295239.0,50085.0,346850.0,610500.0,80.0,7313.0,17000.0,268610.0,438185.0,,,174500.0,30715.0,31500.0,4276.0,181800.0,6000.0,,107259.0,,9972.0,7780.0,175700.0,339857.0,6409.0,183870.0,,1235.0,8000.0,6513250.0,262600.0,,1500.0,,,71270.0,3000.0,60550.0,,50.0,34416.0,,2973460.0,30.0,,187940.0,11500.0,46065.0,548024.0,4846.0,,30400.0,,3551.0,608215.0,572.0,33353.0,0.0,169600.0,,39673.0,,,,6518999.0,76213.0,,,423020.0,12385.0,15900.0,4510.0,9.0,68000.0,134476.0,,33097.0,100.0,5749.0,57250.0,32.0,140.0,,,12000.0,0.0,,,0.0,,100.0,94105.0,54100.0,,,30.0,8360.0,120.0,0.0,27765.0,,1078.0,20.0,,540.0,128385.0,,23601.0,254017.0,
1984,4540700.0,1770.0,47650.0,143400.0,137400.0,2251971.0,,262732.0,,186000.0,406000.0,21600.0,119200.0,7620.0,51990.0,1100.0,100509.0,108700.0,30000.0,,1700.0,16000.0,3515265.0,141937.0,115000.0,4627.0,26000.0,45347.0,32800.0,158810.0,60496.0,80603.0,,8610600.0,650.0,33922.0,16000.0,285420.0,46164.0,473150.0,765900.0,300.0,9662.0,15700.0,270175.0,433400.0,,,207000.0,29541.0,31000.0,3350.0,180900.0,6000.0,,122354.0,,9779.0,7034.0,178500.0,401481.0,6283.0,211660.0,,3232.0,8000.0,7458200.0,294000.0,,1500.0,,,73496.0,4112.0,56800.0,,50.0,34490.0,,4200000.0,30.0,,186136.0,7225.0,49835.0,537820.0,6498.0,,23666.0,,3200.0,702074.0,689.0,46337.0,0.0,199400.0,,56491.0,,,,7463816.0,82300.0,,,427641.0,11300.0,16000.0,7633.0,33.0,68000.0,181655.0,,51559.0,100.0,5616.0,62200.0,34.0,41.0,,,12000.0,0.0,,,0.0,,100.0,121092.0,50100.0,,,0.0,5801.0,120.0,0.0,31723.0,,1234.0,19.0,,114.0,136353.0,,23289.0,253340.0,
1985,4465000.0,2900.0,59450.0,189100.0,183100.0,2373189.0,,354110.0,,225000.0,221000.0,8000.0,128700.0,6030.0,45839.0,1100.0,159420.0,117200.0,43562.0,,1700.0,15000.0,3991382.0,147368.0,28000.0,5509.0,28000.0,45824.0,48500.0,213980.0,64269.0,85238.0,,9128600.0,650.0,33113.0,16000.0,322005.0,44794.0,450450.0,662900.0,1000.0,10610.0,11700.0,271788.0,472380.0,,,236000.0,28759.0,31000.0,2664.0,156700.0,6000.0,,148727.0,,10693.0,6730.0,170200.0,308048.0,6587.0,186215.0,,4603.0,2000.0,6413000.0,385900.0,,1500.0,,,89712.0,4368.0,62900.0,,50.0,34234.0,,4139600.0,50.0,,182129.0,9400.0,59279.0,529003.0,6596.0,,27200.0,,2617.0,952790.0,644.0,38849.0,0.0,160000.0,,83613.0,,,,6418734.0,94625.0,,,418400.0,14470.0,16000.0,7261.0,131.0,75000.0,218158.0,,61324.0,100.0,5734.0,64620.0,34.0,29.0,,,12000.0,0.0,,,0.0,,100.0,118810.0,51160.0,,,0.0,10213.0,120.0,0.0,50653.0,,1340.0,19.0,,3.0,145825.0,,25628.0,279755.0,
1986,4572000.0,4500.0,48300.0,181000.0,177000.0,2513274.0,,298425.0,,187000.0,286000.0,21600.0,114500.0,4654.0,52000.0,1100.0,167473.0,137200.0,68824.0,,1700.0,15000.0,3552078.0,124080.0,57500.0,9421.0,29000.0,35717.0,56500.0,207475.0,81963.0,87460.0,,8112200.0,650.0,41813.0,18000.0,343278.0,38658.0,342200.0,588000.0,900.0,7639.0,11700.0,272142.0,463240.0,,,227000.0,24808.0,19700.0,1667.0,136800.0,4000.0,,154812.0,,9983.0,6280.0,144300.0,285957.0,7537.0,187974.0,,2214.0,8116.0,5139000.0,384600.0,,1500.0,,,94640.0,3000.0,67990.0,,40.0,28519.0,,3427000.0,60.0,,139639.0,16575.0,70050.0,538112.0,6664.0,,47190.0,,2138.0,1081495.0,702.0,25482.0,0.0,180000.0,,102708.0,,,,5144877.0,126850.0,,,335223.0,15850.0,16000.0,4135.0,440.0,69300.0,188143.0,,52410.0,100.0,5877.0,47770.0,35.0,28.0,,,12000.0,0.0,,,0.0,,100.0,90560.0,55900.0,,,0.0,11802.0,120.0,0.0,54011.0,,2261.0,20.0,,15.0,153054.0,,23650.0,246038.0,
1987,4618000.0,6200.0,52900.0,160000.0,156000.0,2576283.0,,252459.0,,135000.0,321000.0,21600.0,112800.0,5329.0,38157.0,1100.0,121547.0,171200.0,61408.0,,1700.0,14000.0,2340940.0,147730.0,117500.0,12000.0,31000.0,23555.0,57000.0,193540.0,81773.0,59605.0,,7498900.0,650.0,44647.0,13000.0,284887.0,30630.0,276650.0,589200.0,900.0,9835.0,11700.0,274103.0,428380.0,,,218700.0,23367.0,15400.0,1431.0,116800.0,4000.0,,152526.0,,11220.0,8200.0,128703.0,310486.0,4674.0,192014.0,,1165.0,8467.0,5835000.0,284400.0,,1500.0,,,95183.0,4000.0,31240.0,,40.0,26545.0,,4059000.0,75.0,,150717.0,17475.0,49629.0,567282.0,6760.0,,19840.0,,2117.0,792831.0,527.0,28878.0,0.0,140000.0,,68836.0,,,,5839172.0,170268.0,,,347826.0,17240.0,16200.0,4008.0,170.0,40000.0,245112.0,,35004.0,100.0,4172.0,42420.0,35.0,31.0,,,15700.0,0.0,,,0.0,,100.0,63260.0,62075.0,,,0.0,7900.0,120.0,0.0,55281.0,,3104.0,20.0,,15.0,159296.0,,20302.0,202052.0,
1988,4380000.0,3600.0,56800.0,248600.0,244600.0,2626202.0,,243188.0,,81000.0,361000.0,9642.0,113100.0,7054.0,77935.0,1100.0,135362.0,193200.0,67705.0,228.0,1700.0,15000.0,2900071.0,199400.0,140500.0,7000.0,31000.0,24275.0,55000.0,248970.0,135629.0,74471.0,,8340000.0,650.0,47287.0,27000.0,256473.0,33916.0,495700.0,743400.0,850.0,10649.0,11700.0,259060.0,445180.0,,,260000.0,24487.0,23400.0,1693.0,82900.0,4000.0,,192335.0,,7195.0,8960.0,171026.0,358224.0,1603.0,191684.0,,2697.0,9080.0,6303000.0,402600.0,,3153.0,,,112185.0,4451.0,41050.0,,40.0,18887.0,,4835000.0,90.0,,138641.0,12150.0,54598.0,471868.0,7532.0,,14450.0,,2117.0,536616.0,537.0,38558.0,0.0,98900.0,,97623.0,0.0,,,6307056.0,170008.0,,,330183.0,19700.0,16200.0,4396.0,185.0,45000.0,273737.0,,44142.0,100.0,4056.0,48260.0,37.0,35.0,,0.0,12000.0,0.0,,,0.0,,100.0,63430.0,46840.0,,,0.0,9950.0,130.0,0.0,62095.0,,3606.0,20.0,,5.0,180391.0,,16398.0,192110.0,
1989,4322850.0,2180.0,59130.0,198100.0,194100.0,2606291.0,,227121.0,,98600.0,354000.0,15778.0,123200.0,7639.0,89251.0,1100.0,172630.0,183700.0,81289.0,270.0,1800.0,12000.0,2430266.0,184794.0,117500.0,10000.0,31000.0,23750.0,35000.0,207670.0,67911.0,41310.0,,8676900.0,650.0,49827.0,36152.0,237294.0,36411.0,505100.0,729200.0,750.0,11486.0,11700.0,258060.0,441544.0,,,275000.0,25990.0,23400.0,1411.0,91900.0,4000.0,,191090.0,,3905.0,9560.0,158000.0,245453.0,2785.0,227863.0,,4048.0,10616.0,5773100.0,438300.0,,1395.0,,,89185.0,5176.0,40705.0,,40.0,30158.0,,3860600.0,90.0,,130329.0,17125.0,57360.0,412490.0,7149.0,,13554.0,,1840.0,571586.0,569.0,24183.0,0.0,106000.0,,91429.0,0.0,,,5776659.0,162169.0,,,332283.0,16970.0,16200.0,4193.0,200.0,55000.0,249621.0,,48241.0,100.0,3559.0,35110.0,37.0,35.0,,0.0,8000.0,0.0,,,0.0,,100.0,44520.0,39300.0,,,0.0,2500.0,130.0,0.0,70543.0,,3894.0,20.0,,11.0,213375.0,,14098.0,204735.0,
1990,4011907.0,2500.0,61057.0,243622.0,239800.0,2668538.0,,244147.0,,99082.0,576107.0,10363.0,38400.0,7346.0,64036.0,1269.0,138520.0,131097.0,80000.0,700.0,1993.0,12000.0,2184046.0,206470.0,75521.0,11560.0,32000.0,21506.0,43500.0,216116.0,84005.0,48096.0,,8528400.0,605.0,50563.0,27433.0,225831.0,30282.0,548568.0,643753.0,750.0,11722.0,11882.0,261389.0,431757.0,,0.0,259000.0,25402.0,22418.0,1255.0,82000.0,3822.0,,208653.0,,3156.0,8722.0,156400.0,286810.0,1410.0,221118.0,,3678.0,14408.0,6089667.0,508500.0,0.0,2458.0,0.0,,93986.0,5535.0,39620.0,,40.0,23863.0,0.0,4748000.0,97.0,,122906.0,19050.0,64031.0,447790.0,6608.0,,14500.0,,1683.0,582200.0,577.0,43341.0,0.0,69000.0,0.0,122793.0,-1.0,,,6092898.0,166274.0,,,294896.0,20000.0,16622.0,1741.0,161.0,28000.0,230351.0,,49070.0,99.0,3231.0,32029.0,39.0,35.0,,-1.0,8000.0,170.0,,,-1.0,,111.0,39020.0,31073.0,,,0.0,3896.0,130.0,-1.0,79103.0,,5376.0,22.0,0.0,1.0,201390.0,,12318.0,173040.0,
1991,3671600.0,1600.0,42411.0,282042.0,279000.0,2840996.0,,238510.0,,94000.0,644000.0,9445.0,25200.0,8497.0,74020.0,948.0,117800.0,98500.0,78100.0,872.0,1800.0,2000.0,2163770.0,283410.0,84500.0,12000.0,34000.0,18237.0,36000.0,279256.0,78642.0,43869.0,,8838400.0,719.0,50010.0,27000.0,226217.0,9746.0,542400.0,601716.0,650.0,9675.0,11700.0,265970.0,377095.0,,1734.0,235000.0,17286.0,21365.0,855.0,82100.0,3042.0,,217949.0,,5295.0,7938.0,170439.0,315165.0,1059.0,205201.0,,2718.0,20228.0,6999117.0,414691.0,0.0,3265.0,0.0,,90039.0,4500.0,36698.0,,25.0,34163.0,0.0,5245000.0,84.0,,129645.0,7875.0,45935.0,563290.0,7189.0,,15800.0,,1480.0,608743.0,800.0,44164.0,8000.0,134000.0,0.0,151317.0,-1.0,,,7002022.0,242700.0,,,183995.0,14400.0,19578.0,1683.0,100.0,60000.0,263680.0,,59191.0,114.0,2905.0,13139.0,41.0,0.0,,-1.0,8000.0,270.0,,,-1.0,,100.0,48570.0,36000.0,,,0.0,16725.0,130.0,-1.0,62712.0,,9528.0,23.0,0.0,0.0,198516.0,,17617.0,170290.0,
