,Kenya,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Uzbekistan,New Caledonia,Rwanda,Bahamas,Yugoslav SFR,Guatemala,French Polynesia,Algeria,Niue,Senegal,Madagascar,Tajikistan,Namibia,Haiti,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,United Arab Emirates,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Saint Vincent and the Grenadines,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Mauritius,Argentina,France,Martinique,Micronesia,"China, mainland",Russian Federation,Mali,Thailand,Paraguay,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Puerto Rico,Zambia,Malaysia,Cuba,Malta,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Republic of Korea,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Portugal,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Kuwait,Nigeria,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Bahrain,Morocco,Bhutan,Suriname,Congo,Qatar,Gabon,USSR,Ecuador,Honduras,Jordan,Israel,Mexico,Viet Nam,Panama,Ireland,Côte d'Ivoire,Nicaragua,Albania,Jamaica,Trinidad and Tobago,Italy,Saint Lucia,Polynesia,Montserrat,Sierra Leone,Samoa,Australia,Central African Republic,Ghana,Oman,Angola,Guyana,Swaziland,Turkey
1971,3570.0,24388.0,7900.0,-1.0,-1.0,1200.0,14032.0,2640.0,252502.0,4250.0,25059.0,28000.0,0.0,-1.0,31000.0,0.0,1850.0,43550.0,0.0,9640.0,4647.0,240.0,30.0,-1.0,0.0,0.0,0.0,0.0,9300.0,38.0,68800.0,0.0,1000.0,6950.0,-1.0,0.0,0.0,33650.0,80.0,1350.0,0.0,30.0,200.0,8669.0,0.0,0.0,-1.0,63203.0,-1.0,0.0,133538.0,0.0,5800.0,2050.0,9871.0,12397.0,117.0,-1,0.0,10000.0,-1.0,-1.0,-1.0,33200.0,0.0,0.0,1120.0,130.0,-1,109150.0,-1.0,3900.0,55500.0,0.0,0.0,11300.0,26773.0,-1.0,-1.0,0.0,650.0,6940.0,0.0,0.0,0.0,-1.0,5000.0,2200.0,492.0,43900.0,7098.0,192340.0,2970.0,0.0,0.0,30013.0,14450.0,0.0,169930.0,1299.0,3723.0,20710.0,477650.0,61100.0,9400.0,-1.0,2270.0,4.0,450000.0,-1.0,258.0,4050.0,0.0,0.0,7500.0,-1.0,155300.0,0.0,55.0,0.0,5150.0,1762.0,850.0,-1.0,120.0,8000.0,16731.0,4000.0,1810.0,40700.0,215755.0,15000.0,0.0,-1,4215.0,9400.0,0.0,10600.0,5900.0,150244.0,0.0,1890.0,-1,0.0,160.0,23760.0,0.0,23500.0,3560.0,14000.0,2763.0,11200.0,40745.0
1972,3570.0,26069.0,7400.0,-1.0,-1.0,1200.0,13396.0,3827.0,276475.0,4550.0,24985.0,15000.0,0.0,-1.0,27000.0,0.0,1850.0,45150.0,0.0,10140.0,4241.0,250.0,15.0,-1.0,0.0,0.0,0.0,0.0,10000.0,45.0,69620.0,0.0,1000.0,7800.0,-1.0,0.0,0.0,34000.0,80.0,1368.0,0.0,15.0,210.0,8551.0,0.0,0.0,-1.0,65239.0,-1.0,0.0,142619.0,0.0,5900.0,2280.0,10502.0,11739.0,86.0,-1,0.0,10700.0,-1.0,-1.0,-1.0,33800.0,0.0,0.0,2296.0,130.0,-1,116550.0,-1.0,3900.0,55500.0,0.0,0.0,11900.0,26480.0,-1.0,-1.0,0.0,650.0,5450.0,0.0,0.0,0.0,-1.0,4000.0,2300.0,745.0,44400.0,8302.0,196480.0,3060.0,0.0,0.0,31146.0,13053.0,0.0,172959.0,1315.0,3754.0,21290.0,474520.0,66200.0,9400.0,-1.0,2280.0,5.0,450000.0,-1.0,262.0,4150.0,0.0,0.0,7800.0,-1.0,156500.0,0.0,60.0,0.0,5300.0,1821.0,850.0,-1.0,120.0,8000.0,17302.0,4568.0,1320.0,39700.0,217411.0,15500.0,0.0,-1,5647.0,10000.0,0.0,11330.0,6000.0,155453.0,0.0,2150.0,-1,0.0,160.0,23670.0,0.0,18500.0,3000.0,14500.0,2782.0,11500.0,40692.0
1973,3620.0,29632.0,8900.0,-1.0,-1.0,1210.0,13294.0,4064.0,490002.0,4550.0,25128.0,14000.0,0.0,-1.0,34000.0,0.0,1850.0,45750.0,0.0,10440.0,5171.0,250.0,20.0,-1.0,0.0,0.0,0.0,0.0,10700.0,37.0,67750.0,0.0,2000.0,7835.0,-1.0,0.0,0.0,34360.0,80.0,1355.0,0.0,20.0,230.0,7650.0,0.0,0.0,-1.0,65670.0,-1.0,0.0,146182.0,0.0,6100.0,1730.0,11553.0,10837.0,87.0,-1,0.0,12195.0,-1.0,-1.0,-1.0,33600.0,0.0,0.0,2302.0,130.0,-1,116550.0,-1.0,4000.0,55500.0,0.0,0.0,12400.0,27301.0,-1.0,-1.0,0.0,700.0,5050.0,0.0,0.0,0.0,-1.0,4000.0,2300.0,960.0,48800.0,9468.0,198910.0,3120.0,0.0,0.0,25647.0,14946.0,0.0,197298.0,1538.0,3735.0,21880.0,480920.0,71400.0,9600.0,-1.0,2280.0,6.0,450000.0,-1.0,295.0,4150.0,0.0,0.0,8000.0,-1.0,155500.0,0.0,65.0,0.0,5400.0,1846.0,850.0,-1.0,120.0,8000.0,20695.0,4600.0,1799.0,43300.0,232715.0,16000.0,0.0,-1,6650.0,10000.0,0.0,6100.0,6009.0,157338.0,0.0,2367.0,-1,0.0,160.0,23590.0,0.0,24100.0,3000.0,14500.0,2795.0,11500.0,43178.0
1974,4120.0,31769.0,8900.0,-1.0,-1.0,1220.0,12543.0,4312.0,396869.0,4700.0,24834.0,12000.0,0.0,-1.0,33400.0,0.0,1850.0,46450.0,0.0,10640.0,5305.0,260.0,10.0,-1.0,0.0,0.0,0.0,0.0,11500.0,37.0,67750.0,0.0,2600.0,10970.0,-1.0,0.0,0.0,34710.0,80.0,2341.0,0.0,10.0,240.0,8107.0,0.0,0.0,-1.0,69458.0,-1.0,0.0,155419.0,0.0,6300.0,2320.0,10510.0,11200.0,78.0,-1,0.0,12100.0,-1.0,-1.0,-1.0,34300.0,0.0,0.0,2487.0,170.0,-1,123650.0,-1.0,4000.0,55500.0,0.0,0.0,13200.0,27959.0,-1.0,-1.0,0.0,700.0,4600.0,0.0,0.0,0.0,-1.0,4000.0,2300.0,967.0,52800.0,10145.0,198350.0,3170.0,0.0,0.0,26882.0,14946.0,0.0,202247.0,1574.0,3845.0,22141.0,485050.0,76500.0,10100.0,-1.0,2280.0,6.0,450000.0,-1.0,315.0,4150.0,0.0,0.0,8000.0,-1.0,157500.0,0.0,65.0,0.0,5500.0,1825.0,900.0,-1.0,140.0,9000.0,22764.0,4600.0,3364.0,43400.0,228570.0,17000.0,0.0,-1,7210.0,10000.0,0.0,7700.0,5936.0,160449.0,0.0,2384.0,-1,0.0,160.0,23260.0,0.0,28100.0,2800.0,14500.0,1295.0,11500.0,45143.0
1975,4320.0,33014.0,8500.0,-1.0,-1.0,1230.0,13512.0,4618.0,456411.0,4200.0,24368.0,10000.0,0.0,-1.0,29700.0,0.0,1900.0,47650.0,0.0,10740.0,5496.0,260.0,40.0,-1.0,0.0,0.0,0.0,0.0,12200.0,45.0,67050.0,0.0,3200.0,9575.0,-1.0,0.0,0.0,35060.0,90.0,3558.0,0.0,40.0,250.0,8535.0,0.0,0.0,-1.0,71077.0,-1.0,0.0,156664.0,0.0,7000.0,2310.0,10010.0,10670.0,78.0,-1,0.0,11915.0,-1.0,-1.0,-1.0,33300.0,0.0,0.0,2237.0,170.0,-1,123650.0,-1.0,4000.0,56500.0,0.0,0.0,13800.0,26429.0,-1.0,-1.0,0.0,700.0,4870.0,0.0,0.0,0.0,-1.0,3920.0,2400.0,677.0,63100.0,9258.0,195880.0,3180.0,0.0,0.0,27504.0,4320.0,0.0,213946.0,1588.0,4047.0,22517.0,486380.0,82600.0,10400.0,-1.0,2300.0,7.0,450000.0,-1.0,485.0,4150.0,0.0,0.0,8000.0,-1.0,155000.0,0.0,68.0,0.0,5650.0,2023.0,900.0,-1.0,140.0,9600.0,25338.0,4850.0,2106.0,40400.0,237272.0,18300.0,0.0,-1,7222.0,10000.0,0.0,8000.0,5936.0,162493.0,0.0,2112.0,-1,0.0,160.0,22780.0,0.0,28100.0,2800.0,13500.0,1376.0,11500.0,48871.0
1976,4320.0,33785.0,8500.0,-1.0,-1.0,1240.0,15397.0,4721.0,478670.0,4350.0,24517.0,9000.0,0.0,-1.0,32000.0,0.0,1900.0,48450.0,0.0,10410.0,5722.0,270.0,30.0,-1.0,0.0,0.0,0.0,0.0,12000.0,47.0,69930.0,0.0,3400.0,12875.0,-1.0,0.0,0.0,35400.0,100.0,3450.0,0.0,30.0,270.0,8691.0,0.0,0.0,-1.0,77794.0,-1.0,0.0,157535.0,0.0,10700.0,3130.0,9710.0,10780.0,77.0,-1,0.0,11930.0,-1.0,-1.0,-1.0,33700.0,0.0,0.0,2787.0,170.0,-1,123750.0,-1.0,4100.0,64500.0,0.0,0.0,14900.0,26154.0,-1.0,-1.0,0.0,750.0,4550.0,0.0,0.0,0.0,-1.0,3899.0,2400.0,750.0,67600.0,9902.0,192180.0,3180.0,0.0,0.0,26937.0,4397.0,0.0,215947.0,1847.0,3930.0,23335.0,480240.0,85000.0,10500.0,-1.0,2300.0,7.0,450000.0,-1.0,500.0,4250.0,0.0,0.0,8500.0,-1.0,160000.0,0.0,70.0,0.0,5800.0,1980.0,900.0,-1.0,140.0,10000.0,29546.0,5500.0,2655.0,40650.0,220639.0,18600.0,0.0,-1,7802.0,10500.0,0.0,8000.0,6000.0,164647.0,0.0,2197.0,-1,0.0,160.0,22670.0,0.0,13000.0,2500.0,14000.0,1300.0,11500.0,50649.0
1977,4550.0,34260.0,8600.0,-1.0,50.0,1250.0,14948.0,4921.0,478060.0,4110.0,24541.0,7000.0,0.0,-1.0,32517.0,0.0,1900.0,48600.0,0.0,10930.0,5656.0,270.0,8.0,-1.0,0.0,0.0,0.0,0.0,13500.0,49.0,66200.0,0.0,3600.0,13650.0,-1.0,0.0,0.0,34450.0,110.0,4188.0,0.0,8.0,289.0,8697.0,0.0,0.0,-1.0,80567.0,-1.0,0.0,163260.0,0.0,10700.0,4250.0,9110.0,11100.0,68.0,-1,0.0,12085.0,50.0,-1.0,-1.0,33800.0,0.0,0.0,2845.0,210.0,-1,129000.0,-1.0,4100.0,64525.0,0.0,0.0,15400.0,26087.0,-1.0,-1.0,0.0,750.0,4350.0,0.0,0.0,0.0,-1.0,4480.0,2500.0,748.0,79800.0,10388.0,187690.0,3180.0,0.0,0.0,29550.0,4433.0,0.0,200637.0,1781.0,3100.0,23715.0,472373.0,87900.0,9600.0,-1.0,2400.0,7.0,450000.0,-1.0,450.0,4250.0,0.0,0.0,8800.0,-1.0,145000.0,0.0,75.0,0.0,5900.0,2000.0,900.0,36.0,160.0,10000.0,35471.0,6000.0,2942.0,39710.0,232159.0,18600.0,0.0,-1,7810.0,11000.0,0.0,7080.0,5600.0,166686.0,0.0,2207.0,-1,0.0,160.0,22760.0,0.0,8000.0,3000.0,14500.0,1500.0,11500.0,52444.0
1978,5065.0,33549.0,8600.0,-1.0,50.0,1250.0,15875.0,5505.0,512319.0,3900.0,24825.0,7000.0,0.0,-1.0,31000.0,0.0,1900.0,48500.0,0.0,10730.0,5599.0,280.0,25.0,-1.0,0.0,0.0,0.0,0.0,14000.0,30.0,58600.0,0.0,3700.0,14870.0,-1.0,0.0,0.0,35098.0,120.0,3861.0,0.0,25.0,426.0,8120.0,0.0,0.0,-1.0,82127.0,-1.0,0.0,169549.0,0.0,10800.0,3170.0,8110.0,11250.0,69.0,-1,0.0,11700.0,95.0,-1.0,-1.0,34500.0,0.0,0.0,2823.0,210.0,-1,136000.0,-1.0,4100.0,64525.0,0.0,0.0,16900.0,25945.0,-1.0,-1.0,0.0,800.0,4690.0,0.0,0.0,0.0,-1.0,4895.0,2500.0,678.0,72200.0,10321.0,183920.0,3160.0,0.0,0.0,29283.0,4990.0,0.0,196863.0,1845.0,3250.0,24207.0,464166.0,83200.0,9500.0,-1.0,2400.0,7.0,450000.0,-1.0,420.0,4250.0,0.0,0.0,9000.0,-1.0,147000.0,0.0,78.0,0.0,6100.0,1570.0,950.0,37.0,160.0,11000.0,32419.0,6500.0,2634.0,39850.0,230778.0,19500.0,0.0,-1,7810.0,11500.0,0.0,7660.0,5250.0,167989.0,0.0,2118.0,-1,0.0,160.0,22980.0,0.0,8000.0,3000.0,14000.0,1500.0,12000.0,53389.0
1979,5173.0,33049.0,9100.0,-1.0,50.0,1250.0,15888.0,6360.0,534253.0,4400.0,25096.0,7000.0,0.0,-1.0,26977.0,0.0,1900.0,48650.0,0.0,10925.0,5770.0,280.0,15.0,-1.0,0.0,0.0,0.0,0.0,14500.0,35.0,59580.0,0.0,3700.0,8325.0,-1.0,0.0,0.0,35529.0,120.0,4193.0,0.0,15.0,800.0,7390.0,0.0,0.0,-1.0,79750.0,-1.0,0.0,236849.0,0.0,12275.0,4290.0,7610.0,10950.0,69.0,-1,0.0,11358.0,180.0,-1.0,-1.0,34700.0,0.0,0.0,2391.0,240.0,-1,203800.0,-1.0,4100.0,64525.0,0.0,4.0,18300.0,26248.0,3140.0,-1.0,0.0,800.0,4700.0,0.0,0.0,0.0,-1.0,4475.0,2500.0,583.0,86800.0,10967.0,180660.0,3060.0,0.0,0.0,30732.0,5097.0,0.0,187396.0,1936.0,2350.0,24632.0,459602.0,78200.0,9300.0,-1.0,2400.0,7.0,550000.0,-1.0,370.0,4250.0,0.0,0.0,9000.0,-1.0,146000.0,0.0,79.0,0.0,6150.0,1897.0,950.0,87.0,160.0,10000.0,32664.0,7000.0,3097.0,39050.0,237146.0,20000.0,0.0,-1,7570.0,11200.0,0.0,5700.0,4950.0,168622.0,0.0,2028.0,-1,0.0,160.0,23160.0,0.0,6900.0,2071.0,14000.0,1400.0,12500.0,54672.0
1980,5173.0,32696.0,8900.0,-1.0,50.0,1250.0,15537.0,7578.0,633065.0,5300.0,25853.0,7000.0,0.0,-1.0,44893.0,0.0,1900.0,48700.0,0.0,11025.0,5863.0,300.0,25.0,-1.0,15.0,0.0,0.0,0.0,8670.0,22.0,57040.0,0.0,3800.0,8585.0,-1.0,0.0,0.0,35350.0,120.0,5031.0,0.0,10.0,1382.0,7334.0,0.0,0.0,-1.0,82979.0,-1.0,0.0,269446.0,0.0,12400.0,5380.0,6985.0,11150.0,55.0,-1,0.0,11200.0,270.0,-1.0,-1.0,35050.0,0.0,126580.0,2301.0,270.0,-1,236750.0,-1.0,4200.0,66525.0,0.0,4.0,20315.0,27404.0,3288.0,-1.0,0.0,850.0,4800.0,0.0,0.0,0.0,-1.0,4895.0,2500.0,576.0,94500.0,12205.0,176090.0,3060.0,0.0,0.0,29037.0,5231.0,0.0,193135.0,2003.0,5215.0,21497.0,464648.0,77900.0,9200.0,-1.0,2400.0,7.0,550000.0,-1.0,370.0,4300.0,0.0,0.0,9200.0,-1.0,150000.0,0.0,79.0,0.0,6200.0,1931.0,950.0,96.0,180.0,12000.0,34635.0,7500.0,3464.0,38600.0,247262.0,20100.0,0.0,-1,7037.0,11000.0,0.0,7900.0,5136.0,169711.0,0.0,2008.0,-1,0.0,160.0,23850.0,0.0,29700.0,2071.0,14000.0,1400.0,12000.0,53661.0
1981,5350.0,34002.0,9200.0,-1.0,50.0,1250.0,15431.0,7942.0,635505.0,5800.0,27556.0,7000.0,0.0,-1.0,55073.0,0.0,1900.0,48900.0,0.0,11335.0,5955.0,300.0,45.0,-1.0,15.0,0.0,0.0,0.0,8350.0,21.0,48220.0,0.0,3900.0,8849.0,-1.0,0.0,0.0,35702.0,120.0,3071.0,0.0,30.0,1250.0,7260.0,0.0,0.0,-1.0,83132.0,-1.0,0.0,284202.0,0.0,13310.0,8120.0,8011.0,11150.0,61.0,-1,0.0,11200.0,355.0,-1.0,-1.0,35250.0,0.0,128200.0,2759.0,90.0,-1,250200.0,-1.0,4200.0,70075.0,0.0,4.0,20695.0,27323.0,2989.0,-1.0,0.0,850.0,4700.0,0.0,0.0,0.0,-1.0,4900.0,2500.0,546.0,118000.0,12579.0,171500.0,3000.0,0.0,0.0,32621.0,5378.0,0.0,197378.0,2526.0,5350.0,22521.0,459266.0,78800.0,9600.0,-1.0,2400.0,7.0,550000.0,-1.0,329.0,4300.0,0.0,0.0,9300.0,-1.0,160000.0,0.0,80.0,0.0,6200.0,2155.0,900.0,111.0,180.0,12500.0,34997.0,8000.0,3978.0,40455.0,260201.0,21000.0,0.0,-1,7137.0,11200.0,0.0,6410.0,4930.0,170109.0,0.0,1967.0,-1,0.0,150.0,25030.0,0.0,29200.0,2034.0,13900.0,1500.0,12000.0,57198.0
1982,5820.0,33281.0,9200.0,-1.0,100.0,1300.0,15523.0,9036.0,653752.0,6150.0,28502.0,7000.0,0.0,-1.0,40000.0,0.0,1950.0,49600.0,1100.0,11380.0,6194.0,300.0,60.0,-1.0,40.0,0.0,0.0,0.0,8400.0,18.0,43260.0,0.0,4000.0,8914.0,-1.0,0.0,0.0,36058.0,130.0,1447.0,0.0,20.0,895.0,7137.0,0.0,0.0,-1.0,88348.0,-1.0,0.0,326381.0,0.0,12812.0,7500.0,8511.0,11150.0,57.0,-1,0.0,11080.0,440.0,-1.0,-1.0,33150.0,0.0,125650.0,2913.0,330.0,-1,293100.0,-1.0,4200.0,78235.0,0.0,4.0,20870.0,27937.0,3091.0,-1.0,0.0,850.0,4080.0,0.0,0.0,0.0,-1.0,4900.0,2500.0,526.0,124700.0,13632.0,165500.0,2880.0,0.0,0.0,32701.0,5619.0,0.0,198324.0,2802.0,5450.0,22542.0,452918.0,79670.0,9800.0,-1.0,2400.0,5.0,550000.0,-1.0,297.0,4400.0,0.0,0.0,8000.0,-1.0,165000.0,0.0,83.0,0.0,6500.0,1771.0,900.0,154.0,180.0,12600.0,34950.0,8500.0,4515.0,38510.0,276023.0,21500.0,0.0,-1,7237.0,11300.0,0.0,6600.0,4525.0,170609.0,0.0,1994.0,-1,0.0,150.0,25700.0,0.0,26200.0,2034.0,13900.0,1500.0,11300.0,57599.0
1983,5860.0,32456.0,9700.0,-1.0,100.0,1310.0,15682.0,9300.0,693682.0,6980.0,29206.0,7000.0,0.0,-1.0,64696.0,0.0,1950.0,49700.0,1600.0,11630.0,6672.0,310.0,80.0,-1.0,70.0,0.0,0.0,0.0,8400.0,17.0,37150.0,0.0,4000.0,9065.0,-1.0,0.0,0.0,36411.0,130.0,1462.0,0.0,10.0,1129.0,6790.0,0.0,0.0,-1.0,89989.0,-1.0,0.0,354056.0,0.0,13162.0,6030.0,8910.0,11175.0,56.0,-1,0.0,11140.0,530.0,-1.0,-1.0,33150.0,0.0,124000.0,2913.0,240.0,-1,321600.0,-1.0,4300.0,76692.0,0.0,4.0,21055.0,27546.0,3091.0,-1.0,0.0,900.0,3850.0,0.0,0.0,0.0,-1.0,4895.0,2500.0,168.0,136200.0,14838.0,160400.0,2760.0,0.0,0.0,32001.0,5952.0,0.0,198462.0,2826.0,3200.0,22570.0,442677.0,74793.0,9900.0,-1.0,2500.0,3.0,570000.0,-1.0,347.0,4400.0,0.0,0.0,7900.0,-1.0,180300.0,0.0,84.0,0.0,6800.0,1755.0,850.0,161.0,190.0,14100.0,34815.0,9000.0,3901.0,35015.0,291358.0,22500.0,0.0,-1,7273.0,11500.0,0.0,6730.0,4710.0,172210.0,0.0,1635.0,-1,0.0,140.0,26380.0,0.0,21200.0,2034.0,13900.0,1500.0,11700.0,60963.0
1984,5850.0,32702.0,9700.0,-1.0,160.0,1310.0,14664.0,10900.0,706417.0,7460.0,29705.0,7200.0,0.0,-1.0,67753.0,0.0,1950.0,51000.0,2200.0,11630.0,6871.0,320.0,50.0,-1.0,15.0,0.0,0.0,0.0,8400.0,16.0,41720.0,0.0,4000.0,9290.0,-1.0,0.0,0.0,36780.0,130.0,1752.0,0.0,35.0,1233.0,6820.0,0.0,0.0,-1.0,95220.0,-1.0,0.0,397302.0,0.0,13416.0,6490.0,8710.0,11250.0,59.0,-1,0.0,11380.0,650.0,-1.0,-1.0,32150.0,12.0,125030.0,2315.0,400.0,-1,364600.0,-1.0,4300.0,62077.0,0.0,4.0,22481.0,30388.0,3103.0,-1.0,0.0,900.0,3900.0,0.0,0.0,0.0,-1.0,4970.0,2500.0,136.0,144200.0,15450.0,156080.0,2650.0,0.0,0.0,32056.0,6287.0,0.0,207085.0,3015.0,4000.0,22586.0,408003.0,89314.0,10100.0,-1.0,2600.0,3.0,570000.0,-1.0,481.0,4550.0,0.0,0.0,7600.0,-1.0,173100.0,0.0,84.0,0.0,7849.0,1982.0,850.0,173.0,200.0,19300.0,31398.0,9500.0,2982.0,36480.0,249322.0,23500.0,0.0,-1,7550.0,12700.0,0.0,6500.0,4720.0,175281.0,0.0,1602.0,-1,0.0,140.0,26690.0,0.0,20000.0,2034.0,13900.0,1500.0,11700.0,61447.0
1985,5885.0,33516.0,9200.0,-1.0,160.0,1310.0,17151.0,12355.0,741841.0,7640.0,30852.0,7200.0,0.0,-1.0,72529.0,0.0,1950.0,54435.0,19700.0,12135.0,7417.0,330.0,85.0,-1.0,15.0,0.0,30.0,950.0,8600.0,19.0,35480.0,40.0,4500.0,9350.0,-1.0,0.0,12550.0,37147.0,130.0,2002.0,2765.0,70.0,1390.0,6990.0,465.0,16320.0,-1.0,98137.0,-1.0,230.0,549516.0,257.0,13670.0,6820.0,9410.0,12420.0,60.0,-1,0.0,11555.0,775.0,-1.0,-1.0,35740.0,12.0,129550.0,1956.0,487.0,-1,516000.0,-1.0,4300.0,76803.0,20500.0,4.0,22407.0,29337.0,3193.0,-1.0,1480.0,900.0,3670.0,86100.0,140.0,6680.0,-1.0,8005.0,2500.0,116.0,149700.0,15988.0,151700.0,2580.0,38000.0,2700.0,37711.0,6623.0,50.0,216053.0,3092.0,4100.0,22636.0,363895.0,99712.0,11100.0,-1.0,2700.0,1.0,570000.0,-1.0,326.0,4550.0,8995.0,0.0,7500.0,-1.0,172100.0,375.0,85.0,58950.0,6000.0,2151.0,850.0,166.0,200.0,19000.0,28108.0,12000.0,5301.0,35990.0,218708.0,24000.0,3000.0,-1,7925.0,12900.0,3000.0,9700.0,2870.0,176486.0,192.0,1615.0,-1,13000.0,130.0,27760.0,4960.0,17000.0,2034.0,13900.0,1600.0,11750.0,61149.0
1986,6170.0,34046.0,9200.0,-1.0,160.0,1310.0,17133.0,14750.0,783032.0,7640.0,29772.0,7200.0,0.0,-1.0,83000.0,0.0,1950.0,55255.0,20800.0,12135.0,7432.0,330.0,85.0,-1.0,15.0,0.0,30.0,1750.0,8800.0,25.0,36970.0,40.0,4500.0,12330.0,-1.0,0.0,12550.0,37500.0,130.0,2081.0,2915.0,70.0,1359.0,8441.0,430.0,17120.0,-1.0,109875.0,-1.0,235.0,706046.0,257.0,17640.0,6500.0,9720.0,12930.0,60.0,-1,0.0,11725.0,900.0,-1.0,-1.0,35740.0,15.0,120970.0,1842.0,523.0,-1,672000.0,-1.0,4500.0,80425.0,20500.0,4.0,22543.0,31503.0,3584.0,-1.0,1335.0,900.0,3470.0,88800.0,140.0,6690.0,-1.0,8075.0,2500.0,81.0,153500.0,17123.0,147040.0,2520.0,42260.0,2700.0,38264.0,6823.0,50.0,222562.0,2692.0,4600.0,24463.0,331299.0,120847.0,12100.0,-1.0,3000.0,2.0,570000.0,-1.0,674.0,4550.0,9005.0,0.0,7300.0,-1.0,170500.0,445.0,85.0,69950.0,6500.0,2165.0,800.0,158.0,200.0,17700.0,20728.0,12400.0,5394.0,35990.0,226204.0,24000.0,3000.0,-1,7909.0,13200.0,3000.0,9940.0,2770.0,176051.0,192.0,1586.0,-1,13000.0,130.0,27080.0,4960.0,17000.0,2050.0,13900.0,1800.0,11750.0,62222.0
1987,6265.0,38338.0,9200.0,-1.0,160.0,1310.0,18025.0,16535.0,806238.0,7640.0,31344.0,7200.0,0.0,-1.0,79000.0,0.0,1950.0,55810.0,21300.0,12135.0,7447.0,330.0,85.0,-1.0,15.0,0.0,30.0,1950.0,9143.0,20.0,38360.0,45.0,4500.0,13150.0,-1.0,0.0,12550.0,38000.0,130.0,3602.0,3950.0,70.0,1377.0,8349.0,430.0,17520.0,-1.0,112825.0,-1.0,270.0,902338.0,257.0,18200.0,7010.0,9880.0,14646.0,59.0,-1,0.0,11825.0,1030.0,-1.0,-1.0,39790.0,15.0,119548.0,1832.0,503.0,-1,864000.0,-1.0,4500.0,79078.0,20200.0,4.0,22922.0,34937.0,3695.0,-1.0,1335.0,900.0,3770.0,97200.0,140.0,6760.0,-1.0,8355.0,2500.0,63.0,158900.0,18661.0,142700.0,2170.0,40750.0,2700.0,39059.0,7023.0,50.0,233204.0,2714.0,6200.0,25256.0,333524.0,132539.0,12600.0,-1.0,4700.0,3.0,570000.0,-1.0,690.0,4550.0,9010.0,0.0,7000.0,-1.0,180500.0,495.0,86.0,69950.0,8000.0,2078.0,800.0,170.0,200.0,17700.0,19496.0,12880.0,5593.0,33600.0,265718.0,25700.0,3000.0,-1,7809.0,13400.0,3000.0,11200.0,2770.0,175816.0,192.0,1558.0,-1,13000.0,120.0,28630.0,4960.0,17000.0,2100.0,13900.0,1600.0,11750.0,65440.0
1988,6300.0,40214.0,9200.0,-1.0,160.0,1310.0,18303.0,18185.0,888425.0,7640.0,31326.0,7200.0,0.0,-1.0,72429.0,0.0,1950.0,57893.0,21800.0,12670.0,7681.0,330.0,85.0,-1.0,15.0,0.0,45.0,1950.0,9180.0,34.0,38960.0,45.0,4600.0,13220.0,-1.0,0.0,12550.0,38000.0,130.0,3938.0,4050.0,70.0,1483.0,8484.0,430.0,17120.0,-1.0,116203.0,-1.0,325.0,970214.0,287.0,18700.0,7780.0,9725.0,15100.0,54.0,-1,0.0,12030.0,1155.0,-1.0,-1.0,44990.0,22.0,113650.0,1532.0,450.0,-1,930000.0,-1.0,4500.0,84446.0,17700.0,4.0,23010.0,36919.0,4883.0,-1.0,1335.0,900.0,3730.0,99800.0,140.0,6480.0,-1.0,8415.0,2500.0,61.0,170200.0,18887.0,137420.0,2260.0,39250.0,2700.0,41215.0,7230.0,60.0,238572.0,2686.0,5150.0,25480.0,336444.0,148811.0,13100.0,-1.0,5800.0,4.0,570000.0,-1.0,718.0,4550.0,9035.0,0.0,6535.0,-1.0,194000.0,540.0,87.0,69950.0,8000.0,2084.0,800.0,177.0,200.0,18000.0,20213.0,13640.0,5635.0,32540.0,255596.0,25700.0,3000.0,-1,6752.0,13600.0,3000.0,11860.0,2770.0,175802.0,192.0,1560.0,-1,13000.0,110.0,28640.0,4960.0,17000.0,2400.0,13900.0,1100.0,11750.0,68744.0
