,Lebanon,Senegal,Togo,Finland,Cuba,Ghana,Kenya,Cameroon,Laos,Bangladesh,Benin,Jamaica,Romania,Dominica,Mongolia,Bulgaria,Paraguay,Moldova,Sweden,South Africa,Cambodia,Hong Kong,Lesotho,Trinidad and Tobago,Mali,United States,Tajikistan,Turkmenistan,Gabon,Cabo Verde,Central African Republic,Iran,Fiji,Lithuania,Taiwan,Cyprus,Angola,Gambia,Sudan (former),Slovakia,Oman,Djibouti,Suriname,Liberia,Croatia,Vietnam,Saudi Arabia,Denmark,Timor,Ecuador,Bahamas,South Korea,Australia,Sao Tome and Principe,Antigua and Barbuda,Myanmar,Belize,Spain,Guyana,Slovenia,Serbia,Iraq,Brazil,Sri Lanka,United Arab Emirates,Honduras,Thailand,Rwanda,Congo,Mauritania,Netherlands,Bermuda,Tanzania,Bosnia and Herzegovina,Sierra Leone,Uruguay,Egypt,Israel,Morocco,Kyrgyzstan,Azerbaijan,Dominican Republic,Burma,Netherlands Antilles,New Zealand,Uzbekistan,Philippines,Montenegro,Ethiopia,Panama,Latvia,Saint Kitts and Nevis,Norway,Afghanistan,Haiti,Kiribati,Albania,Pakistan,El Salvador,Belgium,Switzerland,Germany,Zambia,Yugoslavia,Indonesia,Georgia,China,Sudan,USSR,Iceland,Poland,Nigeria,Malta,India,Austria,Kuwait,Macao,Botswana,Cote d'Ivoire,Ukraine,Mexico,Tunisia,Serbia and Montenegro,Saint Lucia,Niger,Mauritius,Solomon Islands,Chad,Malawi,Yemen,Saint Vincent and the Grenadines,France,Nepal,Bolivia,Vanuatu,Namibia,Greece,Maldives,Czech Republic,Kazakhstan,Algeria,Belarus,Ireland,Nicaragua,Madagascar,Brunei,United Kingdom,Malaysia,French Polynesia,Costa Rica,Barbados,Peru,Guatemala,Turkey,Swaziland,Jordan,Hungary,Burkina Faso,Colombia,Uganda,Japan,Luxembourg,Argentina,Italy,Zimbabwe,New Caledonia,Chile,Grenada,Czechoslovakia,Estonia,North Korea,Macedonia,Mozambique,Venezuela,Guinea-Bissau,Canada,Russia,Portugal,Armenia,Guinea,Samoa
1992,85.41,61.74,45.33,97.9,56.27,45.46,53.4,50.82,48.33,44.85,51.85,68.11,85.27,76.46,71.99,86.52,73.75,71.11,98.68,74.04,46.69,94.72,66.24,60.31,67.57,109.99,56.08,75.1,74.39,65.41,41.41,81.23,67.48,100.08,86.44,88.82,33.94,53.9,63.34,,67.69,36.35,62.71,41.16,59.5,44.8,74.0,104.16,55.76,51.82,73.49,82.62,104.26,51.03,85.77,42.42,66.12,107.69,66.76,75.17,,55.08,68.3,48.18,103.97,55.59,54.75,46.35,49.14,77.2,98.61,100.61,54.06,68.31,42.36,85.41,84.72,113.4,79.1,81.26,69.39,47.14,,88.42,94.57,79.47,51.41,,45.93,63.01,109.26,66.16,97.87,54.72,42.34,66.19,85.19,58.45,60.3,107.14,99.38,93.57,51.47,,51.64,58.56,65.76,,,114.2,102.13,51.21,99.97,56.77,103.95,64.78,80.33,68.25,54.78,93.9,79.72,85.71,87.94,81.96,58.49,71.28,50.69,55.74,49.14,56.41,61.31,115.34,55.99,52.67,59.37,57.31,112.48,85.43,,92.03,76.48,96.55,112.86,44.24,50.75,77.98,93.37,71.09,89.32,65.56,82.31,54.04,58.46,108.54,58.7,72.99,93.83,68.83,57.3,50.43,96.83,,97.92,110.79,49.1,77.36,72.94,66.59,87.37,103.08,68.05,68.67,30.12,62.31,46.32,95.94,91.58,104.16,63.58,53.71,68.87
1993,86.11,64.13,48.79,91.97,50.38,47.58,53.06,48.31,48.32,42.92,51.26,72.02,90.13,76.41,68.74,87.69,73.53,67.06,100.6,75.16,46.64,93.62,66.38,57.92,66.76,110.46,53.26,73.91,78.01,62.55,41.94,83.62,72.93,91.24,89.44,86.51,33.38,52.05,65.66,79.0,66.21,38.42,63.37,36.56,57.5,47.6,70.03,105.42,55.69,52.59,71.72,84.51,103.01,50.34,78.14,43.4,66.0,108.24,70.6,86.62,,52.81,69.55,47.06,106.07,54.94,54.22,45.72,47.73,75.91,102.94,99.05,53.47,73.03,41.59,84.29,85.46,113.32,77.05,77.93,67.43,48.67,,90.72,100.1,78.29,50.27,,42.33,62.48,106.44,63.85,98.68,56.83,41.64,68.21,88.74,59.44,58.79,106.88,96.93,89.78,50.76,,52.35,57.14,70.08,,,116.14,100.78,53.47,97.54,55.5,102.52,76.46,79.18,64.34,53.54,89.2,80.12,85.83,85.96,84.89,58.42,70.96,49.84,50.78,50.91,57.04,63.93,114.07,54.34,53.55,58.05,53.83,112.07,90.97,92.75,91.09,78.04,99.15,109.79,46.72,50.53,81.05,93.25,71.64,91.35,67.44,81.95,56.12,59.27,107.28,58.32,72.0,89.02,70.98,58.86,49.47,97.26,,100.95,107.71,47.85,74.42,74.83,66.19,,96.86,66.73,66.88,31.07,59.76,46.63,95.81,91.41,106.57,58.53,52.47,65.99
1994,85.59,58.88,50.55,94.92,54.24,46.82,59.64,49.23,49.4,43.46,51.33,69.91,89.61,80.12,69.61,85.32,75.95,65.02,100.15,73.69,46.42,97.9,66.82,57.26,64.71,113.15,52.4,73.12,74.14,56.59,41.79,81.97,71.36,93.32,89.58,86.0,35.64,51.82,67.92,82.7,67.52,37.91,60.25,35.67,59.67,49.37,70.74,104.37,54.17,54.73,78.19,84.55,105.46,51.16,77.14,43.25,65.21,109.14,69.57,90.99,,49.28,72.41,48.76,112.08,57.57,56.56,45.83,43.56,77.96,101.09,98.16,53.28,79.56,45.16,88.98,88.48,116.42,81.6,77.69,62.92,49.41,,88.59,94.28,80.01,52.62,,42.98,61.88,101.57,64.45,102.07,54.84,41.34,64.72,94.08,61.52,59.17,104.15,96.57,91.94,52.51,,54.42,58.2,73.43,,,124.28,97.3,53.58,95.69,55.47,104.88,91.57,79.65,67.45,51.36,86.16,80.59,83.54,81.04,86.82,59.65,71.22,50.03,59.72,50.32,55.73,61.33,112.66,57.02,52.19,58.95,53.35,113.09,96.96,88.36,91.81,76.24,96.15,106.46,43.79,48.06,94.31,93.89,73.29,92.28,69.4,82.88,59.69,60.09,108.55,58.22,70.89,86.22,70.36,61.38,48.94,97.8,,100.93,108.08,46.74,79.06,75.61,65.66,,97.13,64.89,74.72,30.78,58.61,46.49,99.55,90.39,108.33,61.59,52.95,66.34
1995,86.44,59.7,48.4,97.7,52.82,46.82,59.44,49.54,49.32,43.96,51.85,72.37,93.91,85.75,75.11,87.12,76.61,65.9,96.11,73.33,46.84,103.84,62.94,60.79,67.85,111.67,50.52,75.29,77.09,56.13,42.84,78.75,70.52,92.52,91.1,88.9,35.13,50.86,69.31,74.2,66.51,39.68,59.69,38.66,64.49,48.63,78.67,108.27,54.14,53.35,77.73,86.43,107.76,49.42,74.65,44.26,65.72,107.7,70.71,95.91,,46.74,74.15,51.23,109.59,58.68,57.22,44.95,40.93,73.49,110.21,96.32,53.98,79.74,45.34,83.46,89.91,115.59,77.9,79.89,62.14,49.24,,92.52,105.92,76.67,52.48,,44.52,60.29,97.12,70.06,100.24,52.96,40.57,69.05,89.77,60.61,60.11,103.23,94.43,91.89,53.31,,55.84,72.74,75.81,,,119.36,98.38,56.31,103.87,56.48,100.54,99.9,79.94,68.88,52.3,83.74,79.84,85.71,87.94,85.43,58.33,72.07,51.22,54.37,51.48,55.35,62.69,115.01,56.5,55.31,59.06,54.13,113.34,86.56,93.14,89.75,75.7,94.95,106.84,42.96,47.83,88.69,92.82,75.85,94.01,72.99,82.62,61.26,58.16,109.28,57.71,72.42,81.37,70.03,63.68,47.79,97.95,,99.7,107.48,45.95,74.18,77.47,65.31,,98.74,59.28,71.11,36.88,61.08,46.72,97.96,89.11,107.61,61.64,50.39,65.7
1996,87.81,57.85,51.76,99.1,54.95,49.17,59.14,50.02,50.32,44.2,52.18,70.77,93.17,84.91,75.4,83.22,76.56,64.93,97.27,72.17,43.33,100.23,65.12,59.74,65.8,111.7,46.86,72.73,77.44,58.35,45.43,82.33,68.09,102.43,92.62,84.67,37.02,53.09,69.16,78.07,67.31,39.33,58.84,38.88,63.93,48.49,81.27,105.73,51.45,56.69,76.74,84.75,105.69,50.85,74.78,44.38,65.05,109.55,71.58,99.97,,46.29,78.62,50.83,109.03,60.15,60.12,42.23,39.36,76.24,109.25,91.85,53.11,83.28,46.74,87.41,91.31,114.38,83.46,82.12,62.6,47.64,,88.12,97.72,74.12,52.17,,47.16,61.92,86.08,72.4,104.91,54.25,42.34,69.7,94.47,62.04,60.55,101.83,93.48,94.2,52.05,,55.63,73.4,77.54,,,109.44,98.69,57.13,106.26,56.29,103.21,102.41,76.95,69.93,52.61,81.84,79.69,87.14,89.66,83.32,59.81,71.82,54.4,54.81,52.97,54.63,63.72,114.76,56.5,53.13,61.97,55.87,113.03,85.61,95.59,90.39,75.26,96.76,109.67,44.52,47.59,93.62,94.9,76.0,93.25,67.89,82.22,62.76,58.43,105.86,56.56,69.23,78.03,69.62,64.89,43.79,97.59,,100.3,110.45,47.18,81.45,78.01,65.2,,97.61,58.46,68.59,37.09,59.64,44.72,98.69,84.59,109.24,63.29,49.98,68.52
1997,96.67,57.5,53.43,101.55,56.96,50.92,58.25,51.18,50.7,44.82,53.04,72.73,95.64,83.57,77.51,82.36,80.49,66.52,99.56,72.98,42.84,101.09,66.48,57.57,66.71,112.28,47.11,73.56,76.37,60.45,42.18,83.64,70.55,96.92,97.44,84.42,38.58,54.76,69.23,76.96,69.17,41.46,59.26,40.11,63.34,48.44,82.13,104.3,52.99,59.39,83.57,84.92,103.99,48.46,74.6,46.47,67.69,108.59,76.47,97.99,,45.85,76.69,51.86,103.91,59.33,58.83,41.31,39.6,74.88,104.41,94.4,52.77,89.99,48.13,84.83,92.95,114.55,83.0,86.9,60.18,46.76,,90.21,97.49,72.92,53.1,,48.03,60.47,84.15,66.49,103.73,56.82,42.06,68.0,89.03,61.97,60.57,102.31,93.35,89.63,50.27,,53.71,77.35,79.4,,,114.42,97.12,57.72,107.77,56.24,100.08,102.51,72.77,66.08,53.06,80.55,81.4,87.63,88.63,85.63,58.15,72.92,57.91,57.91,52.87,54.75,64.23,115.57,57.72,54.0,61.76,57.36,113.38,89.41,93.31,91.65,72.98,95.67,111.55,45.49,48.11,89.41,97.38,77.59,91.63,70.3,83.37,64.88,56.06,102.19,59.66,70.97,82.97,67.08,64.63,44.08,95.34,,100.98,110.11,46.92,79.87,78.24,64.2,,90.69,58.79,71.74,37.56,59.28,43.05,100.54,88.76,106.38,64.89,49.8,64.38
1998,92.01,57.61,49.71,102.9,60.52,50.51,59.59,52.46,51.07,45.3,54.08,72.31,97.49,83.15,80.88,89.86,76.95,67.44,99.97,72.39,44.37,98.43,67.11,61.97,68.56,112.91,48.86,74.3,78.82,60.93,44.95,82.01,72.23,100.76,92.88,86.52,37.22,51.45,69.07,78.24,74.38,43.13,58.29,40.15,62.56,51.65,82.19,107.87,50.86,56.86,82.43,81.65,101.34,48.76,72.5,46.72,67.6,114.21,79.31,96.0,,47.32,76.96,51.15,107.26,59.74,59.03,40.38,42.38,78.47,106.66,89.02,54.33,88.66,47.54,84.45,92.96,114.44,83.61,79.11,63.33,47.8,,93.26,93.94,70.03,52.28,,47.94,65.29,80.38,67.07,105.47,57.78,44.38,70.15,88.42,61.47,59.1,103.61,95.1,94.41,49.78,,52.54,77.08,80.82,,,118.77,99.34,59.16,109.38,56.16,103.98,103.48,69.86,61.7,52.55,81.51,82.11,89.53,87.54,83.46,62.84,73.08,56.55,62.61,53.37,56.74,64.17,117.27,56.99,52.12,63.31,55.61,112.12,95.55,96.91,87.09,78.69,95.3,114.54,49.31,47.1,88.9,98.71,74.86,94.7,68.85,81.01,60.95,56.96,105.85,58.53,69.81,81.89,68.04,63.75,48.69,94.32,,102.53,113.01,47.36,79.41,77.7,64.98,,89.57,57.43,72.38,37.88,62.42,42.03,103.29,88.45,112.88,66.31,49.54,68.11
1999,92.78,59.98,50.02,101.09,67.89,51.28,58.76,54.33,52.5,49.73,53.58,73.51,96.29,86.63,84.48,88.93,78.39,66.15,102.34,72.92,49.25,97.05,68.53,62.05,69.78,114.8,50.49,76.8,78.71,62.33,43.67,83.07,71.79,99.73,94.96,87.1,37.7,58.04,70.21,75.72,80.64,45.71,57.06,40.0,66.57,53.9,85.5,103.46,50.6,57.84,85.67,89.46,101.28,48.99,72.2,47.14,68.05,112.73,81.04,103.52,,49.62,79.29,54.56,113.06,59.74,58.44,39.9,41.03,73.93,104.89,83.47,54.21,83.8,45.81,87.04,93.64,113.8,83.12,82.98,64.98,44.84,,97.77,93.24,68.4,53.17,,48.8,61.01,79.69,68.95,105.31,56.12,43.48,69.49,92.76,61.96,59.37,105.92,92.76,93.85,49.06,,52.74,78.63,81.05,,,125.18,99.7,59.5,110.84,57.03,105.49,102.41,69.46,64.22,52.83,79.11,83.72,90.66,82.83,88.23,63.53,74.99,52.89,61.89,55.7,57.84,67.38,116.85,57.57,55.21,63.48,63.01,116.24,101.6,91.4,87.96,79.07,91.98,117.31,52.93,46.95,85.54,99.17,76.76,92.17,71.63,85.46,60.94,55.33,105.68,58.55,70.5,83.7,69.36,62.41,49.06,94.56,,105.47,114.75,46.59,79.38,76.94,61.15,,90.16,57.49,72.2,36.43,61.38,42.78,107.1,86.78,114.29,66.5,50.74,72.21
2000,92.02,61.34,51.32,101.17,69.67,51.51,57.68,55.0,56.04,48.46,55.26,70.59,94.86,91.48,81.63,85.79,72.93,67.72,101.92,76.35,51.39,100.67,68.85,65.39,68.13,114.29,49.83,79.46,78.66,63.86,46.33,82.27,72.92,104.83,94.47,85.13,39.47,59.1,71.35,71.61,71.96,48.44,57.13,39.45,66.69,54.84,83.8,99.86,50.92,57.84,92.69,87.18,101.3,51.08,70.88,50.26,71.3,112.25,79.9,102.34,,52.11,79.42,51.94,107.17,59.7,59.44,43.16,43.15,73.64,107.25,86.6,52.82,77.41,43.16,86.91,94.69,120.27,81.56,83.09,67.17,47.54,,102.74,87.89,66.54,53.95,,50.84,62.41,76.96,76.86,105.11,52.57,42.95,69.69,90.39,61.7,64.46,96.58,95.85,94.46,46.8,,52.65,74.22,83.97,,,123.65,99.81,58.88,109.34,56.61,106.03,104.3,71.3,65.18,50.96,80.26,86.1,90.07,76.94,88.71,67.87,78.56,52.15,63.24,56.39,57.53,67.76,117.45,57.33,56.16,63.32,67.66,120.78,98.0,90.29,88.47,75.87,86.75,116.33,52.08,46.68,83.36,98.79,76.38,92.93,74.24,80.57,64.94,54.85,105.32,61.44,72.55,91.15,68.96,63.38,48.75,96.43,99.16,104.79,113.93,46.18,77.96,78.58,59.75,,88.97,61.15,70.95,36.46,62.99,44.16,106.07,85.27,112.79,65.33,51.27,75.95
2001,91.78,54.4,50.14,102.25,72.08,52.89,56.4,56.94,56.72,49.76,53.95,73.98,98.77,90.46,77.32,84.36,75.23,68.94,103.9,76.08,55.17,98.17,69.59,68.05,68.38,112.78,49.08,81.59,77.61,62.2,47.05,82.68,74.99,104.34,90.72,85.26,40.25,58.0,73.49,71.01,78.65,48.62,56.31,34.61,72.34,56.63,82.7,107.62,52.31,56.86,92.7,87.49,100.78,50.47,69.09,51.82,74.93,112.82,75.69,99.98,,53.31,79.74,53.09,105.78,60.72,57.53,45.51,44.46,77.2,108.78,84.83,53.51,79.59,44.78,91.95,94.8,123.41,84.86,84.56,68.95,47.21,,101.41,90.28,66.06,54.76,,52.59,66.36,78.22,76.41,105.55,49.67,41.68,72.91,92.83,59.28,67.67,100.83,94.74,97.86,46.74,,52.42,74.46,83.6,,,121.38,99.62,58.28,108.11,56.14,106.89,106.29,74.24,68.04,51.82,81.72,87.67,90.59,74.79,83.65,70.4,79.86,49.97,64.81,56.8,56.88,65.25,119.08,57.5,55.54,62.84,67.41,115.32,101.81,92.84,88.12,77.35,88.46,120.47,56.89,45.36,88.98,100.71,74.82,95.36,70.54,85.02,64.02,57.93,103.22,60.21,73.54,88.8,68.99,63.74,50.61,96.67,107.49,101.28,113.66,48.55,82.53,79.6,63.25,,87.26,58.87,68.11,35.44,67.72,44.63,105.05,86.82,114.52,65.25,51.28,77.29
2002,91.32,52.04,48.95,102.13,70.19,54.78,57.85,56.12,59.46,50.91,59.35,73.54,104.06,89.91,74.51,81.87,81.37,71.0,107.7,74.87,54.78,97.11,70.5,71.25,68.83,114.37,49.38,84.17,72.62,61.76,48.05,81.44,74.4,108.2,91.11,84.75,42.98,58.68,75.01,73.61,77.33,49.76,56.32,33.93,76.18,58.18,81.79,107.32,54.76,54.95,92.97,88.86,104.81,52.18,69.11,53.64,77.59,115.4,76.9,98.63,,55.37,81.33,53.06,114.48,61.86,58.44,47.91,44.8,79.68,102.0,84.15,55.24,82.81,46.92,86.43,95.68,126.43,87.12,84.23,70.88,49.57,,94.65,90.71,67.8,54.92,,53.39,66.82,81.26,77.91,105.61,53.35,41.44,70.91,97.92,58.21,71.73,100.64,93.77,99.0,46.36,,53.28,79.43,84.39,,,127.84,100.59,58.94,110.33,54.34,106.05,97.15,77.5,66.38,52.13,84.88,87.9,88.31,77.14,89.67,67.64,81.96,52.85,62.36,56.03,58.98,76.75,118.87,57.62,56.63,62.97,62.88,113.87,103.5,92.97,88.67,79.91,86.31,116.64,57.46,45.01,91.27,101.9,76.12,97.18,70.13,85.41,62.97,61.38,103.43,65.14,73.87,89.11,70.88,63.42,51.68,94.39,106.31,90.42,113.12,46.66,81.2,81.07,71.21,,92.37,62.11,75.04,38.82,61.33,44.0,105.25,88.71,112.3,66.3,51.4,77.3
2003,87.8,55.29,49.93,104.3,76.93,55.14,56.02,57.25,59.65,51.21,56.73,74.22,106.37,87.8,73.14,78.55,76.33,68.87,108.19,75.7,54.57,98.9,70.47,69.68,71.12,114.56,49.34,86.81,73.87,63.9,46.7,82.2,75.35,107.98,90.52,80.14,43.28,59.87,75.44,73.75,78.83,50.93,55.22,33.64,75.65,61.32,81.44,103.36,56.06,54.85,87.0,89.22,109.64,57.38,70.19,56.32,78.65,113.76,80.26,100.11,,54.66,84.42,54.28,116.27,63.2,58.1,47.26,47.08,82.39,97.67,78.17,52.13,81.25,46.85,81.05,95.86,124.29,88.2,86.93,73.1,43.89,,94.79,91.84,71.04,54.99,,54.32,67.32,85.83,75.38,103.73,54.54,42.96,71.94,95.79,59.7,69.66,99.47,93.7,97.95,48.23,,53.46,83.37,84.97,,,129.47,101.03,59.26,111.99,54.32,102.09,104.16,81.42,61.22,53.2,83.95,87.37,89.97,74.5,89.3,72.06,83.09,52.13,63.67,56.41,58.53,77.76,116.25,59.31,57.25,63.92,64.87,117.79,87.66,92.99,91.2,82.16,85.38,116.87,57.68,46.07,90.6,103.08,75.73,97.49,70.59,85.74,63.4,60.18,102.71,66.96,82.33,87.27,75.86,63.1,54.08,94.38,108.07,92.55,111.69,47.86,82.08,83.69,71.36,,90.52,59.42,71.55,40.25,63.96,42.48,104.01,90.01,110.45,70.15,52.35,78.37
2004,86.57,56.82,50.29,105.31,75.72,58.2,56.4,58.46,59.87,52.42,58.87,76.12,106.61,86.84,74.66,80.13,71.9,72.01,108.34,77.92,52.86,104.97,71.05,71.37,71.5,115.48,49.06,88.38,78.0,67.87,47.61,83.24,76.03,116.77,88.35,80.56,42.96,57.75,73.55,71.26,75.13,50.47,56.06,34.99,75.24,63.5,81.64,105.56,53.82,55.9,81.8,86.96,101.5,57.55,69.84,59.61,77.74,110.73,77.04,99.31,,55.13,83.76,54.79,109.36,63.38,58.52,47.07,48.82,77.26,105.06,74.51,54.05,89.01,49.03,79.35,93.43,128.82,90.06,86.35,75.24,46.1,,91.79,93.37,72.32,56.36,,54.1,63.8,86.04,77.04,104.5,55.24,42.52,71.13,95.27,59.14,69.78,99.25,92.76,96.73,46.3,,54.05,83.61,86.05,,,127.3,99.1,60.54,111.97,54.0,100.49,108.83,84.87,62.5,54.11,87.88,87.32,89.82,77.59,89.96,74.29,85.34,53.22,62.76,56.14,54.89,79.25,114.1,60.73,55.63,64.16,63.62,117.27,84.97,96.08,89.59,83.44,87.21,116.96,59.16,46.27,90.28,103.21,77.93,99.22,70.33,83.57,62.72,59.84,103.02,73.86,78.65,90.57,74.97,61.81,52.59,91.78,108.11,91.76,111.96,49.5,81.13,84.82,73.56,,84.91,60.27,75.3,40.39,64.34,43.0,104.82,90.67,113.12,75.06,52.38,75.98
2005,84.92,57.04,52.51,105.97,77.82,58.66,61.01,61.14,61.48,52.07,57.78,76.03,108.59,85.94,72.9,77.82,69.48,75.78,108.02,78.93,57.1,110.48,71.8,71.62,73.45,115.09,50.58,89.44,80.73,68.25,48.06,84.39,76.68,120.0,87.7,78.53,44.62,57.21,74.01,74.12,74.34,55.52,57.37,36.17,78.13,65.05,83.72,115.63,52.37,55.73,81.48,87.62,104.91,57.6,83.4,61.59,76.39,108.7,76.91,98.09,,54.21,83.08,52.74,101.7,65.59,60.53,48.47,40.11,79.03,105.05,78.45,54.42,87.6,50.54,79.48,95.85,128.93,88.73,87.42,81.91,51.55,,93.93,92.19,73.94,56.98,,56.8,67.78,85.76,73.15,105.39,53.51,43.04,75.04,98.24,59.82,69.88,99.26,91.92,96.96,51.05,,53.62,85.56,87.07,,,129.34,98.71,62.16,110.15,53.66,102.69,117.12,87.13,59.63,55.45,89.02,87.06,91.17,75.81,89.52,74.98,83.97,53.5,62.89,56.51,56.05,80.89,111.29,62.09,57.97,64.69,63.78,114.54,99.21,99.33,89.99,84.11,89.1,113.03,60.27,48.03,86.45,103.57,78.76,98.84,70.75,89.67,66.12,59.79,103.29,68.15,79.03,90.59,73.13,62.24,53.79,92.39,110.05,96.09,111.36,49.58,81.42,85.87,77.6,,92.99,59.19,72.41,40.12,63.49,43.48,102.11,94.2,113.05,77.37,51.54,78.5
2006,83.75,58.11,52.57,108.12,80.34,61.17,60.76,62.56,60.7,51.86,58.14,77.08,108.92,87.97,72.68,79.75,70.63,74.62,107.69,79.73,61.33,109.37,73.83,72.33,73.86,114.58,51.6,88.93,81.87,67.77,49.43,83.03,77.26,118.88,87.79,76.29,45.88,57.65,75.21,73.85,75.62,59.99,58.86,34.1,80.49,64.69,83.58,112.93,54.13,57.58,84.3,90.23,104.6,57.98,81.77,65.87,73.21,110.17,72.13,98.18,77.92,54.77,84.39,54.0,103.32,64.81,60.68,50.01,44.49,76.09,108.6,83.27,55.29,86.62,51.51,80.22,98.43,130.06,92.53,80.07,86.7,54.78,,92.34,93.92,75.27,58.42,101.08,56.48,68.31,90.76,74.67,105.0,53.46,43.48,73.08,97.63,60.55,70.9,100.12,92.23,99.18,46.81,,54.99,75.82,87.24,,,134.74,98.72,63.3,111.14,55.91,101.46,112.37,89.0,57.24,55.55,89.08,88.02,89.64,,85.54,75.44,83.14,54.17,62.65,59.04,55.81,81.38,110.98,61.22,60.64,65.41,63.05,113.64,82.33,95.26,92.55,83.73,90.99,114.19,62.84,48.36,86.43,104.08,79.11,96.98,72.98,87.04,67.76,61.75,103.02,61.21,80.14,90.4,75.26,63.83,50.77,90.16,109.84,98.26,110.88,51.37,81.24,87.73,77.94,,93.64,57.87,73.12,43.45,64.21,43.38,103.53,95.28,113.5,80.89,52.49,75.75
2007,83.39,58.24,52.94,110.48,81.35,59.55,59.34,63.47,61.1,53.77,60.06,80.13,108.71,92.14,75.9,76.13,68.51,71.71,107.05,81.04,61.39,112.07,72.8,72.65,76.59,114.85,51.14,93.91,80.51,70.53,50.49,84.41,73.93,126.15,90.36,80.9,47.9,60.89,75.15,71.25,80.56,62.71,59.87,35.34,81.54,68.83,85.04,110.58,54.41,58.16,83.45,91.05,108.33,58.13,83.69,68.29,72.66,111.24,73.59,98.26,78.44,56.9,85.27,56.28,106.22,66.35,59.37,52.75,44.11,79.49,106.02,84.86,56.77,88.47,50.14,84.27,100.3,127.54,89.5,80.8,87.76,55.68,,90.86,94.42,73.43,59.7,106.1,56.68,72.32,93.18,73.39,107.13,56.0,45.47,71.72,97.28,62.52,69.83,101.18,94.02,102.49,45.41,,56.1,77.63,89.3,,,138.17,99.59,64.43,114.8,57.99,103.67,115.31,92.29,57.35,55.01,88.57,88.65,92.59,,85.7,77.21,86.71,54.6,60.89,60.88,56.82,84.41,110.6,62.1,63.28,68.24,64.2,115.11,94.83,95.06,93.66,83.21,92.01,111.61,63.83,48.71,83.37,104.45,79.7,101.84,74.47,90.53,69.47,61.62,102.67,59.69,81.05,87.25,76.37,64.05,50.45,90.65,108.71,98.83,110.73,51.84,83.79,85.6,74.02,,97.08,57.14,78.53,43.47,70.4,43.61,104.39,98.52,117.27,82.22,52.3,77.93
2008,83.5,60.51,53.54,111.77,89.93,63.53,57.87,65.53,60.04,52.16,62.77,76.38,110.58,91.56,79.26,80.01,64.87,72.07,108.93,81.18,60.95,117.96,72.12,72.46,77.71,112.89,51.66,92.73,78.19,70.75,51.26,81.72,75.44,127.1,89.9,81.82,51.32,62.9,75.57,73.43,85.99,61.97,59.06,37.08,82.62,71.0,82.61,109.26,54.95,60.04,83.14,93.13,106.45,57.43,85.29,72.11,69.29,108.08,74.12,101.66,80.57,57.55,88.58,54.79,106.29,68.04,57.68,53.29,44.17,79.13,108.0,90.09,53.46,90.86,53.61,89.43,100.12,128.22,90.41,81.75,89.07,54.74,,91.17,94.14,76.69,59.52,110.36,58.88,73.31,96.02,75.41,109.85,56.96,45.39,69.12,101.95,62.27,71.71,98.38,93.42,101.28,47.84,,56.6,79.78,91.98,,,134.23,97.96,63.65,112.39,58.35,101.78,110.27,92.02,59.88,56.28,91.41,88.19,91.81,,84.17,79.96,84.54,54.34,61.43,61.41,55.94,86.04,112.58,62.95,63.4,68.9,64.11,111.93,94.07,93.79,94.68,83.45,90.86,112.3,63.49,47.48,85.09,102.88,75.78,99.12,75.33,86.79,69.78,60.22,100.53,56.28,83.15,86.46,78.32,64.81,53.94,89.13,108.17,99.35,110.59,50.71,80.74,85.52,73.93,,100.68,56.72,76.27,43.8,78.75,44.28,104.7,99.56,114.15,87.6,53.55,79.81
2009,82.81,61.12,54.68,109.87,87.0,64.28,59.96,67.41,63.05,55.23,63.27,76.43,109.1,90.22,81.92,80.48,64.48,68.29,107.66,80.38,62.38,124.65,73.18,74.47,80.26,110.9,52.2,92.71,79.18,70.85,52.15,85.03,71.89,127.02,88.27,79.22,51.49,62.4,73.92,72.53,87.12,62.04,60.9,36.94,84.17,73.69,82.93,103.86,54.8,59.29,87.52,91.87,103.33,58.06,83.44,75.77,69.89,108.02,73.93,101.93,79.39,61.83,88.54,56.21,103.8,64.03,58.18,55.64,47.15,78.85,110.69,90.22,55.11,90.19,54.29,87.88,99.36,124.77,91.8,84.56,89.37,55.94,,93.42,91.98,77.95,60.82,109.79,60.35,72.96,96.81,75.65,109.67,57.79,47.1,72.43,101.91,63.74,71.44,96.11,94.64,102.56,49.92,,57.94,75.17,92.72,,,134.35,100.66,64.02,109.52,57.68,102.36,113.52,89.45,64.19,57.19,87.42,86.87,95.77,,84.08,78.48,89.72,54.68,61.25,60.45,58.33,86.82,111.19,64.13,62.95,68.34,60.41,113.27,101.17,92.58,94.95,86.53,91.56,111.61,64.13,47.54,83.89,102.09,78.53,98.59,76.08,86.01,71.37,63.26,100.72,56.74,81.99,85.1,79.73,61.54,54.7,87.06,108.09,98.37,112.01,52.7,84.06,82.1,74.99,,98.68,56.38,79.18,43.65,78.99,43.55,103.14,99.62,114.17,84.58,55.05,79.29
