,Kenya,Mozambique,Burkina Faso,Philippines,Syrian Arab Republic,Viet Nam,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Papua New Guinea,Eritrea,New Caledonia,Australia & New Zealand,Barbados,Mongolia,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Latvia,Luxembourg,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Comoros,Azerbaijan,Central African Republic,Mauritania,China,Uzbekistan,Libya,Trinidad and Tobago,Lebanon,Kyrgyzstan,Guinea-Bissau,Saint Lucia,Estonia,Saint Vincent and the Grenadines,Hungary,Portugal,Togo,Poland,"China, mainland",Russian Federation,Mali,Timor-Leste,Thailand,Ukraine,Saint Kitts and Nevis,Peru,Yemen,Cameroon,United Kingdom,Germany,Armenia,Zambia,South Sudan,Namibia,Benin,Denmark,Pakistan,Spain,Afghanistan,Australia,The former Yugoslav Republic of Macedonia,Cyprus,Bahrain,Bulgaria,Bangladesh,Democratic Republic of the Congo,Sudan,Morocco,Nigeria,Egypt,Czechia,Ethiopia PDR,Ghana,India,Guadeloupe,Austria,Niger,Czechoslovakia,Bhutan,USSR,Gabon,Romania,Jordan,Israel,Mexico,Suriname,Tunisia,Côte d'Ivoire,Albania,Slovakia,Solomon Islands,France,Italy,Sierra Leone,Réunion,Panama,Lithuania,Sudan (former),Gambia,Turkey,Swaziland,Belgium-Luxembourg
1981,4343.0,3250.0,10235.0,13333.0,13967.0,5354.0,7500.0,3500.0,5000.0,-1.0,5294.0,6000.0,5000.0,12938.0,5000.0,8657.0,10131.0,6342.0,5000.0,-1.0,7500.0,-1.0,12188.0,4167.0,-1.0,-1.0,-1.0,4545.0,9991.0,-1.0,-1.0,-1.0,6154.0,6000.0,18571.0,4650.0,6202.0,2000.0,4697.0,12500.0,-1.0,6667.0,4301.0,-1.0,-1.0,-1.0,7778.0,11429.0,-1.0,9619.0,22000.0,-1.0,9167.0,19459.0,-1.0,6000.0,12964.0,-1.0,-1.0,6250.0,-1.0,8687.0,-1.0,10000.0,7430.0,10824.0,6250.0,26250.0,24699.0,-1.0,2919.0,-1.0,9538.0,4416.0,30919.0,6122.0,4629.0,9911.0,-1.0,-1.0,7638.0,10000.0,-1.0,6400.0,7048.0,-1.0,6727.0,4609.0,18316.0,-1.0,5833.0,965.0,3512.0,5433.0,-1.0,7273.0,10278.0,6000.0,6873.0,5370.0,3636.0,6071.0,9870.0,-1.0,10000.0,5500.0,6667.0,4375.0,-1.0,8462.0,14286.0,-1.0,5769.0,7143.0,-1.0,-1.0,10741.0,2667.0,10390.0,8709.0,30656.0
1982,6545.0,2800.0,10353.0,13489.0,13333.0,5615.0,7500.0,3509.0,5000.0,-1.0,5294.0,6000.0,5000.0,12804.0,5000.0,10176.0,10091.0,6341.0,5000.0,-1.0,7333.0,-1.0,12308.0,6667.0,-1.0,-1.0,-1.0,5000.0,9289.0,-1.0,-1.0,-1.0,6154.0,6000.0,18611.0,4750.0,5000.0,2467.0,5000.0,10000.0,-1.0,8197.0,3495.0,-1.0,-1.0,-1.0,7808.0,11500.0,-1.0,9714.0,20000.0,-1.0,9600.0,16414.0,-1.0,6000.0,16736.0,-1.0,-1.0,6250.0,-1.0,8647.0,-1.0,10000.0,8029.0,10902.0,6250.0,30000.0,26161.0,-1.0,2930.0,-1.0,9692.0,4667.0,38149.0,6532.0,6525.0,9707.0,-1.0,-1.0,8750.0,10000.0,-1.0,6400.0,7037.0,-1.0,4444.0,4661.0,14331.0,-1.0,5833.0,879.0,3213.0,5015.0,-1.0,5000.0,10400.0,5993.0,7692.0,5357.0,9211.0,6552.0,10036.0,-1.0,8780.0,5500.0,6667.0,4125.0,-1.0,8718.0,14286.0,-1.0,5769.0,7143.0,-1.0,-1.0,10000.0,2667.0,12031.0,4140.0,30375.0
1983,8311.0,3137.0,9889.0,12313.0,11429.0,5769.0,7500.0,3488.0,5000.0,-1.0,6667.0,6000.0,5082.0,13908.0,5000.0,8542.0,9975.0,6683.0,5000.0,-1.0,7333.0,-1.0,12462.0,10000.0,-1.0,-1.0,-1.0,5000.0,9801.0,-1.0,-1.0,-1.0,6154.0,5000.0,18611.0,4850.0,5112.0,2200.0,5323.0,10000.0,-1.0,8065.0,2000.0,-1.0,-1.0,-1.0,7838.0,11511.0,-1.0,9810.0,20000.0,-1.0,9615.0,14345.0,-1.0,6000.0,17374.0,-1.0,-1.0,6250.0,-1.0,8674.0,-1.0,10000.0,7464.0,5721.0,6250.0,30370.0,25557.0,-1.0,3410.0,-1.0,9846.0,2850.0,40000.0,6200.0,6268.0,9282.0,-1.0,-1.0,7422.0,10000.0,-1.0,6800.0,7009.0,-1.0,6896.0,4167.0,14851.0,-1.0,5984.0,927.0,3701.0,5100.0,-1.0,5200.0,10318.0,6024.0,11471.0,5536.0,3011.0,-1.0,9900.0,-1.0,9722.0,5714.0,6667.0,4375.0,-1.0,10000.0,14286.0,-1.0,5769.0,7143.0,-1.0,-1.0,9091.0,2667.0,9090.0,2510.0,30800.0
1984,4500.0,3154.0,10000.0,12812.0,15000.0,5923.0,7500.0,3509.0,5000.0,-1.0,5128.0,6000.0,5203.0,13100.0,5000.0,8749.0,10371.0,6772.0,5000.0,-1.0,5000.0,-1.0,12576.0,6000.0,60870.0,-1.0,-1.0,5000.0,10415.0,-1.0,-1.0,-1.0,6923.0,4333.0,18378.0,5000.0,5319.0,2828.0,5667.0,8714.0,-1.0,8730.0,2857.0,-1.0,-1.0,-1.0,7867.0,11538.0,-1.0,9905.0,20000.0,-1.0,9615.0,20629.0,-1.0,6000.0,21639.0,-1.0,-1.0,6061.0,-1.0,8170.0,-1.0,10000.0,8011.0,16685.0,6250.0,35000.0,27021.0,-1.0,7151.0,-1.0,10000.0,7011.0,40000.0,6345.0,8481.0,9436.0,-1.0,-1.0,9259.0,10000.0,-1.0,7036.0,6957.0,-1.0,7538.0,4167.0,16534.0,-1.0,5000.0,1014.0,4384.0,5267.0,-1.0,4333.0,10260.0,8621.0,12794.0,5517.0,3125.0,-1.0,10550.0,-1.0,9756.0,5714.0,6667.0,4375.0,-1.0,10256.0,14286.0,-1.0,5769.0,7143.0,-1.0,-1.0,11000.0,2667.0,9289.0,9286.0,31100.0
1985,3694.0,3111.0,10149.0,10846.0,15714.0,6818.0,7636.0,3390.0,5188.0,-1.0,5128.0,5972.0,5242.0,12588.0,5000.0,9284.0,10811.0,6808.0,5000.0,-1.0,3636.0,-1.0,12576.0,10000.0,60000.0,-1.0,-1.0,5000.0,9677.0,-1.0,-1.0,-1.0,7231.0,4667.0,18378.0,5100.0,5319.0,2093.0,6034.0,8571.0,-1.0,9375.0,3243.0,-1.0,-1.0,-1.0,7895.0,11538.0,-1.0,10000.0,25000.0,-1.0,10000.0,20541.0,-1.0,6000.0,18098.0,-1.0,-1.0,6250.0,-1.0,10165.0,-1.0,10000.0,8000.0,13857.0,6250.0,34483.0,34345.0,-1.0,6643.0,-1.0,9692.0,5906.0,41896.0,6314.0,10067.0,9885.0,-1.0,-1.0,10617.0,10000.0,-1.0,7399.0,6923.0,-1.0,7461.0,4167.0,16534.0,-1.0,5000.0,1000.0,3766.0,5310.0,-1.0,5000.0,10259.0,6136.0,17358.0,5667.0,6002.0,-1.0,10000.0,-1.0,9600.0,5474.0,6667.0,4375.0,-1.0,10500.0,25000.0,-1.0,5865.0,7059.0,-1.0,-1.0,9091.0,2733.0,10366.0,8333.0,30500.0
1986,6750.0,3071.0,9946.0,11550.0,18333.0,6343.0,7636.0,3333.0,5177.0,-1.0,5200.0,6027.0,5500.0,11588.0,5208.0,9731.0,11068.0,6763.0,5000.0,-1.0,3333.0,-1.0,12576.0,8108.0,60000.0,-1.0,-1.0,5000.0,9714.0,-1.0,-1.0,-1.0,7692.0,4667.0,18421.0,5950.0,4975.0,2942.0,6429.0,9459.0,-1.0,9231.0,3243.0,-1.0,-1.0,-1.0,7922.0,11481.0,-1.0,10143.0,25000.0,-1.0,10000.0,13528.0,-1.0,7267.0,19709.0,-1.0,-1.0,6190.0,-1.0,10256.0,-1.0,10000.0,8000.0,17284.0,6250.0,41290.0,30712.0,-1.0,5180.0,-1.0,10000.0,5056.0,40188.0,6731.0,7659.0,9392.0,-1.0,-1.0,8108.0,6667.0,-1.0,7142.0,7175.0,-1.0,8224.0,4167.0,19279.0,-1.0,5372.0,948.0,4074.0,7036.0,-1.0,5583.0,10410.0,6222.0,10278.0,5833.0,5714.0,-1.0,10000.0,-1.0,5072.0,5118.0,6667.0,4375.0,-1.0,10750.0,33333.0,-1.0,5962.0,7273.0,-1.0,-1.0,9167.0,2667.0,10410.0,8333.0,30000.0
1987,4076.0,3143.0,9776.0,10682.0,17143.0,5882.0,7636.0,3871.0,5334.0,-1.0,5200.0,6081.0,5500.0,15823.0,5400.0,9026.0,11338.0,6897.0,5122.0,-1.0,3077.0,-1.0,12537.0,7500.0,58911.0,-1.0,-1.0,5000.0,9559.0,-1.0,-1.0,-1.0,7692.0,4667.0,18421.0,4500.0,5263.0,2816.0,6852.0,8718.0,-1.0,9420.0,3684.0,-1.0,-1.0,-1.0,7922.0,11852.0,-1.0,9773.0,25000.0,-1.0,10000.0,14783.0,-1.0,5262.0,22037.0,-1.0,-1.0,6000.0,-1.0,10294.0,-1.0,10000.0,8000.0,15989.0,6250.0,32600.0,29104.0,-1.0,6537.0,-1.0,10000.0,6052.0,26198.0,6533.0,7797.0,9641.0,-1.0,-1.0,8721.0,6667.0,-1.0,7384.0,7105.0,-1.0,6741.0,4167.0,20772.0,-1.0,4915.0,1092.0,4107.0,7115.0,-1.0,5000.0,10417.0,7170.0,11429.0,6000.0,7209.0,-1.0,10000.0,-1.0,5375.0,4444.0,6667.0,4375.0,-1.0,11000.0,33333.0,-1.0,6226.0,7273.0,-1.0,-1.0,8333.0,2667.0,12127.0,8333.0,30556.0
1988,3249.0,3158.0,10115.0,10591.0,16579.0,6159.0,7636.0,3448.0,4977.0,-1.0,5143.0,6133.0,5500.0,13462.0,5577.0,6959.0,11545.0,7010.0,5238.0,-1.0,2714.0,-1.0,12537.0,7500.0,61872.0,-1.0,-1.0,5000.0,9692.0,-1.0,-1.0,-1.0,7692.0,4667.0,18462.0,3950.0,5262.0,2818.0,7308.0,8605.0,-1.0,9420.0,3684.0,-1.0,-1.0,-1.0,7922.0,12132.0,-1.0,9909.0,22000.0,-1.0,10000.0,15301.0,-1.0,4648.0,20190.0,-1.0,-1.0,6000.0,-1.0,10156.0,-1.0,10000.0,8065.0,7057.0,6250.0,39037.0,34553.0,-1.0,6219.0,-1.0,10308.0,6427.0,36625.0,7143.0,9127.0,9143.0,-1.0,-1.0,8882.0,7500.0,-1.0,7783.0,7345.0,-1.0,8511.0,4167.0,20390.0,-1.0,5000.0,1355.0,3909.0,7115.0,-1.0,5000.0,10417.0,7853.0,9063.0,6167.0,5772.0,-1.0,9000.0,-1.0,5103.0,4444.0,6667.0,4375.0,-1.0,11250.0,38462.0,-1.0,6296.0,8000.0,-1.0,-1.0,8672.0,2667.0,11216.0,8333.0,31600.0
1989,3613.0,3228.0,9969.0,11258.0,16667.0,6692.0,7636.0,3710.0,5371.0,-1.0,5143.0,6316.0,5500.0,13462.0,5660.0,5706.0,11907.0,6913.0,5000.0,-1.0,2466.0,-1.0,12537.0,7500.0,63223.0,-1.0,-1.0,5000.0,9692.0,-1.0,-1.0,-1.0,8571.0,5484.0,18462.0,3950.0,4483.0,2465.0,7800.0,8393.0,-1.0,9375.0,3846.0,-1.0,-1.0,-1.0,7922.0,12143.0,-1.0,9778.0,22000.0,-1.0,10000.0,14787.0,-1.0,7700.0,19487.0,-1.0,-1.0,6250.0,-1.0,10169.0,-1.0,10000.0,8065.0,12820.0,6250.0,34865.0,33722.0,-1.0,8572.0,-1.0,10870.0,6244.0,37772.0,8042.0,7605.0,8286.0,-1.0,-1.0,6569.0,8000.0,-1.0,6701.0,7203.0,-1.0,7571.0,4167.0,23810.0,-1.0,5164.0,1117.0,4247.0,5306.0,-1.0,5455.0,16555.0,8000.0,9500.0,6333.0,8166.0,-1.0,9000.0,-1.0,7273.0,6242.0,6667.0,4375.0,-1.0,11500.0,38462.0,-1.0,6364.0,8000.0,3620.0,-1.0,7692.0,2667.0,8791.0,8889.0,34975.0
1990,3052.0,3181.0,9850.0,11246.0,16962.0,6855.0,8750.0,3273.0,5732.0,-1.0,5147.0,6410.0,4920.0,11770.0,5741.0,10443.0,11725.0,6971.0,5000.0,-1.0,2667.0,-1.0,12647.0,7500.0,62083.0,8333.0,-1.0,6619.0,9839.0,-1.0,-1.0,-1.0,7819.0,5625.0,18250.0,4481.0,6671.0,1609.0,8333.0,8412.0,-1.0,9373.0,3893.0,-1.0,-1.0,-1.0,10313.0,11667.0,-1.0,9830.0,24783.0,-1.0,10000.0,11843.0,-1.0,3977.0,23149.0,-1.0,-1.0,6000.0,-1.0,10189.0,-1.0,10000.0,6437.0,13106.0,6364.0,33750.0,33174.0,-1.0,5414.0,-1.0,10959.0,6102.0,48025.0,7954.0,7649.0,9861.0,-1.0,-1.0,6061.0,8333.0,-1.0,6972.0,7202.0,-1.0,6529.0,4162.0,23810.0,-1.0,5280.0,953.0,3312.0,6000.0,-1.0,3765.0,23190.0,6940.0,13667.0,6319.0,9455.0,-1.0,8219.0,-1.0,6747.0,6446.0,6081.0,4286.0,-1.0,11180.0,40000.0,-1.0,6429.0,8333.0,3744.0,-1.0,8709.0,2432.0,10381.0,7237.0,29890.0
1991,2700.0,2629.0,9902.0,11254.0,17500.0,6889.0,9041.0,3333.0,5718.0,-1.0,5033.0,6267.0,5000.0,10276.0,5818.0,15853.0,11419.0,7602.0,4986.0,-1.0,4155.0,-1.0,12647.0,5000.0,65714.0,8000.0,-1.0,4753.0,10000.0,-1.0,-1.0,-1.0,8279.0,5758.0,18312.0,4455.0,12040.0,1437.0,9468.0,8333.0,-1.0,9474.0,3980.0,-1.0,-1.0,-1.0,6000.0,11852.0,-1.0,9200.0,20000.0,-1.0,10000.0,27370.0,-1.0,5604.0,25895.0,-1.0,-1.0,6000.0,-1.0,10196.0,-1.0,10000.0,8681.0,11036.0,7545.0,27719.0,34532.0,-1.0,4880.0,-1.0,11067.0,5726.0,45879.0,7656.0,6763.0,9667.0,-1.0,-1.0,4464.0,8750.0,-1.0,7235.0,7195.0,-1.0,8582.0,3496.0,20833.0,-1.0,5859.0,1000.0,7096.0,6660.0,-1.0,3614.0,21957.0,4862.0,14423.0,5224.0,7375.0,-1.0,9475.0,-1.0,6667.0,9552.0,6697.0,4250.0,-1.0,12207.0,40000.0,-1.0,6429.0,8335.0,4162.0,-1.0,8746.0,2361.0,11119.0,9375.0,44471.0
1992,2601.0,2154.0,9927.0,11122.0,17778.0,7011.0,9095.0,3125.0,5429.0,-1.0,5045.0,6316.0,5000.0,10489.0,4444.0,9681.0,11792.0,7784.0,5000.0,-1.0,4493.0,-1.0,12537.0,4615.0,65714.0,8108.0,-1.0,4623.0,10000.0,8060.0,-1.0,-1.0,8308.0,4688.0,18395.0,4722.0,13907.0,1321.0,9477.0,8150.0,13125.0,9500.0,4000.0,12000.0,-1.0,-1.0,4720.0,11957.0,-1.0,5869.0,20562.0,-1.0,10000.0,16420.0,-1.0,6661.0,13029.0,12000.0,7755.0,6000.0,-1.0,10102.0,-1.0,10000.0,8125.0,14434.0,7633.0,34713.0,33000.0,-1.0,5298.0,-1.0,10563.0,5882.0,25509.0,8000.0,5309.0,9459.0,-1.0,6667.0,10992.0,8889.0,-1.0,7499.0,7200.0,-1.0,5278.0,3540.0,19647.0,-1.0,5354.0,1000.0,1896.0,6609.0,-1.0,3580.0,20128.0,4869.0,-1.0,5131.0,6978.0,-1.0,9521.0,20000.0,7333.0,8243.0,6719.0,3864.0,-1.0,12330.0,41192.0,-1.0,6000.0,8421.0,4266.0,11120.0,8986.0,2367.0,10322.0,9286.0,44521.0
1993,1875.0,2715.0,10000.0,11516.0,18000.0,7121.0,9156.0,3200.0,5288.0,5759.0,5077.0,6364.0,5000.0,10703.0,5600.0,14315.0,11324.0,7532.0,5000.0,5135.0,4820.0,-1.0,12537.0,6000.0,65714.0,8000.0,-1.0,4493.0,9948.0,5297.0,-1.0,-1.0,8336.0,5118.0,18537.0,4350.0,9806.0,796.0,8822.0,8072.0,11176.0,9545.0,3956.0,32500.0,-1.0,-1.0,5115.0,12143.0,-1.0,6000.0,20649.0,-1.0,10000.0,7724.0,-1.0,5180.0,26397.0,32500.0,8260.0,6000.0,-1.0,10204.0,-1.0,10000.0,10000.0,14607.0,7720.0,37717.0,33000.0,-1.0,6114.0,-1.0,10959.0,5714.0,38113.0,8400.0,7337.0,9604.0,-1.0,6667.0,13333.0,9000.0,-1.0,7022.0,7304.0,-1.0,6451.0,3584.0,18333.0,24321.0,-1.0,1000.0,4746.0,7561.0,-1.0,3667.0,-1.0,4877.0,-1.0,5037.0,11250.0,-1.0,9369.0,16494.0,7368.0,8000.0,6741.0,3846.0,18182.0,12381.0,41173.0,-1.0,5729.0,8750.0,4464.0,16000.0,9000.0,2373.0,10869.0,9577.0,44570.0
1994,3626.0,2896.0,10000.0,9972.0,17742.0,7190.0,9224.0,3111.0,5428.0,5764.0,5111.0,6410.0,5000.0,10916.0,5882.0,11860.0,9597.0,7769.0,5000.0,6042.0,5132.0,-1.0,12537.0,5000.0,68061.0,8065.0,-1.0,4363.0,10000.0,6096.0,-1.0,-1.0,8365.0,5455.0,18496.0,4225.0,13028.0,650.0,9085.0,7917.0,17500.0,9524.0,3964.0,16000.0,-1.0,-1.0,5348.0,12414.0,-1.0,6566.0,22000.0,-1.0,10000.0,8333.0,-1.0,3518.0,17705.0,16000.0,7463.0,6000.0,-1.0,10140.0,-1.0,10000.0,10719.0,14862.0,7808.0,30680.0,33000.0,-1.0,4768.0,-1.0,11067.0,5769.0,36000.0,9069.0,5631.0,9666.0,-1.0,6737.0,12261.0,9091.0,-1.0,7621.0,7692.0,-1.0,7841.0,3628.0,18256.0,15868.0,-1.0,1000.0,5917.0,7561.0,-1.0,3648.0,-1.0,4884.0,-1.0,4943.0,12000.0,-1.0,9270.0,20000.0,7389.0,8095.0,6763.0,3562.0,17826.0,12174.0,41155.0,-1.0,5636.0,8543.0,5000.0,23750.0,8904.0,2379.0,10607.0,9641.0,44620.0
1995,3351.0,3671.0,10000.0,8852.0,17783.0,7390.0,9231.0,4000.0,5681.0,5288.0,5090.0,6875.0,5000.0,11130.0,5821.0,9697.0,11967.0,7707.0,5016.0,6923.0,6000.0,-1.0,12537.0,6004.0,65714.0,8000.0,-1.0,4233.0,10000.0,6331.0,-1.0,-1.0,8394.0,4375.0,18554.0,4000.0,11111.0,644.0,8494.0,8432.0,12000.0,9545.0,3973.0,20000.0,-1.0,-1.0,5382.0,12667.0,-1.0,6216.0,20640.0,-1.0,10000.0,12500.0,-1.0,3611.0,23062.0,20000.0,12500.0,6000.0,-1.0,10163.0,-1.0,10000.0,11417.0,14263.0,7896.0,26452.0,32000.0,-1.0,5728.0,-1.0,11111.0,6482.0,34000.0,8994.0,2457.0,9746.0,-1.0,6667.0,12296.0,8779.0,-1.0,6796.0,7857.0,-1.0,4701.0,3671.0,18955.0,20270.0,-1.0,1000.0,6580.0,6634.0,-1.0,3660.0,-1.0,4892.0,-1.0,4850.0,12857.0,-1.0,9286.0,10000.0,7273.0,8103.0,6785.0,3252.0,17917.0,12000.0,41136.0,-1.0,6227.0,8510.0,3945.0,20833.0,8684.0,2385.0,10000.0,9709.0,44773.0
1996,2893.0,3760.0,10000.0,8691.0,17920.0,7407.0,9401.0,4032.0,5699.0,6317.0,5000.0,6735.0,5180.0,11343.0,5846.0,8923.0,11284.0,7709.0,5000.0,6279.0,5671.0,-1.0,12537.0,6445.0,65829.0,8046.0,-1.0,4103.0,10000.0,8444.0,-1.0,-1.0,8422.0,4543.0,18571.0,4221.0,10000.0,594.0,7857.0,7964.0,14444.0,9546.0,3983.0,20122.0,-1.0,-1.0,5380.0,22857.0,-1.0,6000.0,20000.0,-1.0,10000.0,7857.0,-1.0,7920.0,24189.0,20122.0,25000.0,6000.0,-1.0,10213.0,-1.0,10000.0,12086.0,14155.0,7984.0,31431.0,25000.0,-1.0,5615.0,-1.0,11111.0,6946.0,35000.0,9243.0,7746.0,9841.0,-1.0,6667.0,12807.0,8732.0,-1.0,7562.0,7200.0,-1.0,6846.0,3715.0,17925.0,20010.0,-1.0,1000.0,5611.0,38333.0,-1.0,3669.0,-1.0,4899.0,-1.0,4756.0,7059.0,-1.0,9231.0,12173.0,7586.0,8128.0,6806.0,1802.0,17917.0,12316.0,41118.0,-1.0,6667.0,8000.0,5444.0,40909.0,8333.0,2391.0,10000.0,9793.0,44881.0
1997,2055.0,3887.0,10000.0,7741.0,17692.0,7328.0,9630.0,4667.0,6040.0,5496.0,5000.0,6793.0,5000.0,11557.0,5815.0,10364.0,11576.0,7660.0,5031.0,6939.0,5841.0,-1.0,12537.0,7500.0,65714.0,7979.0,-1.0,3973.0,10000.0,8963.0,-1.0,-1.0,8451.0,4846.0,18588.0,4262.0,8000.0,714.0,8031.0,8182.0,10000.0,9565.0,3990.0,20000.0,-1.0,-1.0,5368.0,20000.0,-1.0,6285.0,20528.0,-1.0,10000.0,4375.0,-1.0,7690.0,23500.0,20000.0,11250.0,6034.0,-1.0,10194.0,-1.0,10000.0,12921.0,13989.0,8072.0,38382.0,24464.0,-1.0,4467.0,-1.0,11429.0,7111.0,38333.0,9524.0,6126.0,9943.0,-1.0,7102.0,12381.0,8670.0,-1.0,7778.0,6667.0,-1.0,6944.0,3759.0,20323.0,18845.0,-1.0,1000.0,6600.0,38333.0,-1.0,3653.0,-1.0,4907.0,-1.0,4663.0,9167.0,-1.0,9091.0,10000.0,7872.0,8129.0,6828.0,2564.0,17826.0,12308.0,40000.0,-1.0,6615.0,8479.0,5395.0,23320.0,8500.0,2424.0,11082.0,10000.0,45000.0
1998,2450.0,3607.0,10004.0,7662.0,18182.0,7426.0,9534.0,5043.0,5961.0,4780.0,5129.0,6867.0,5387.0,11770.0,5857.0,10870.0,10989.0,8277.0,5000.0,7059.0,5979.0,-1.0,12537.0,7354.0,66667.0,8095.0,-1.0,3903.0,10000.0,8100.0,-1.0,-1.0,8449.0,5023.0,18605.0,4303.0,12944.0,1090.0,7806.0,8000.0,10000.0,9575.0,3986.0,21909.0,-1.0,-1.0,5440.0,20000.0,-1.0,6279.0,20448.0,-1.0,10000.0,7500.0,-1.0,6017.0,18398.0,21909.0,6667.0,6064.0,-1.0,10204.0,-1.0,10000.0,13403.0,15409.0,8159.0,34138.0,-1.0,-1.0,4643.0,-1.0,11219.0,7066.0,33333.0,9270.0,6983.0,10044.0,-1.0,7342.0,8387.0,8597.0,-1.0,8087.0,6087.0,-1.0,6580.0,3803.0,20313.0,18281.0,-1.0,980.0,5363.0,26000.0,-1.0,3652.0,-1.0,4914.0,-1.0,4569.0,8000.0,-1.0,9561.0,10000.0,8089.0,8142.0,6850.0,2756.0,20000.0,12565.0,41080.0,-1.0,6620.0,8508.0,4013.0,16762.0,8457.0,2433.0,10601.0,10000.0,44936.0
1999,4399.0,5000.0,10015.0,7838.0,17429.0,7377.0,9638.0,5500.0,6712.0,5662.0,5000.0,7778.0,5636.0,11984.0,5899.0,12979.0,11534.0,7916.0,5000.0,6667.0,6110.0,-1.0,12520.0,7656.0,66667.0,7917.0,-1.0,3846.0,10000.0,8133.0,-1.0,-1.0,8438.0,5361.0,18222.0,4167.0,8438.0,1454.0,7600.0,8051.0,8333.0,9583.0,3980.0,16667.0,7500.0,-1.0,5303.0,18000.0,-1.0,6216.0,20165.0,-1.0,10000.0,6250.0,-1.0,7305.0,23892.0,16667.0,5217.0,6093.0,-1.0,10196.0,-1.0,10016.0,14240.0,15437.0,8247.0,34783.0,23508.0,-1.0,4688.0,-1.0,11188.0,10053.0,22000.0,8785.0,3007.0,10190.0,-1.0,7500.0,10000.0,8516.0,-1.0,7876.0,6000.0,-1.0,4875.0,3847.0,20303.0,16122.0,-1.0,1000.0,6222.0,26000.0,-1.0,3658.0,-1.0,4922.0,-1.0,4475.0,8750.0,-1.0,9663.0,11305.0,8363.0,8154.0,6816.0,2920.0,19627.0,12963.0,41063.0,-1.0,6667.0,8548.0,3690.0,10825.0,8272.0,2462.0,10079.0,10000.0,44953.0
2000,3383.0,5000.0,10000.0,7922.0,17370.0,7407.0,9650.0,6502.0,7521.0,6638.0,5185.0,6852.0,6364.0,12197.0,5962.0,10964.0,11167.0,7807.0,5000.0,6695.0,6667.0,-1.0,12520.0,7920.0,66667.0,7846.0,-1.0,3789.0,10000.0,5300.0,-1.0,-1.0,8462.0,5491.0,18605.0,4399.0,7712.0,1853.0,9245.0,8051.0,5000.0,9607.0,3983.0,17742.0,11538.0,-1.0,4963.0,110000.0,-1.0,6253.0,20497.0,-1.0,10057.0,6250.0,-1.0,8108.0,20548.0,17742.0,7500.0,6000.0,-1.0,10182.0,-1.0,10000.0,14583.0,15236.0,8335.0,37500.0,22938.0,-1.0,4571.0,-1.0,11017.0,8789.0,32500.0,9219.0,7650.0,10315.0,-1.0,7938.0,10806.0,8430.0,-1.0,8220.0,5932.0,-1.0,8077.0,3891.0,20304.0,16333.0,-1.0,979.0,6444.0,21730.0,-1.0,3649.0,-1.0,4929.0,-1.0,4382.0,4690.0,-1.0,9769.0,10000.0,8750.0,7955.0,6735.0,3061.0,19583.0,12808.0,40000.0,-1.0,6833.0,8596.0,4783.0,17195.0,8537.0,2500.0,9823.0,10000.0,-1.0
2001,3551.0,5122.0,10039.0,7671.0,17703.0,7308.0,9857.0,7583.0,7725.0,5923.0,5224.0,6737.0,5984.0,12411.0,5981.0,10255.0,12940.0,7721.0,5000.0,6783.0,6326.0,-1.0,12520.0,8800.0,63636.0,8100.0,-1.0,3733.0,10194.0,9201.0,-1.0,-1.0,8571.0,5910.0,18222.0,4460.0,7107.0,2362.0,7623.0,7750.0,5000.0,9624.0,3985.0,17143.0,11667.0,-1.0,4677.0,120000.0,-1.0,6238.0,20515.0,-1.0,10000.0,7222.0,-1.0,6595.0,21900.0,17143.0,7500.0,6000.0,-1.0,10251.0,-1.0,10040.0,14400.0,14814.0,8423.0,34899.0,22417.0,-1.0,4658.0,-1.0,11153.0,7201.0,36000.0,8539.0,5215.0,10401.0,-1.0,8319.0,10000.0,8343.0,-1.0,8254.0,5691.0,-1.0,5764.0,3934.0,20319.0,17021.0,-1.0,985.0,7879.0,17909.0,-1.0,3642.0,-1.0,4936.0,-1.0,4465.0,11863.0,-1.0,9879.0,10933.0,8750.0,8179.0,6692.0,3245.0,19200.0,13103.0,41043.0,-1.0,6250.0,8651.0,5935.0,13778.0,8659.0,2462.0,8835.0,9981.0,-1.0
