,Australia & New Zealand,USSR,France,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lebanon,Tajikistan,Suriname,Togo,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Iceland,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,Haiti,Republic of Korea,Egypt,New Zealand,Sudan,India,United Arab Emirates,Congo,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Bermuda,Bhutan,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Senegal,United Republic of Tanzania,Philippines,Belgium,Singapore,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Germany,Syrian Arab Republic,Sweden,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),American Samoa,Latvia,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Mongolia,Polynesia,Croatia,Bulgaria,Montenegro,Occupied Palestinian Territory
1982,248931.0,262075.0,245727.0,205000.0,,252069.0,85150.0,134130.0,,152000.0,,,,58647.0,44651.0,388839.0,,150000.0,,74627.0,,134146.0,,,161620.0,284615.0,,82353.0,170612.0,267516.0,250000.0,176250.0,,328267.0,119538.0,156754.0,,110000.0,208145.0,175308.0,96842.0,393067.0,,153571.0,,,,177778.0,210518.0,297713.0,,57143.0,680219.0,253481.0,241446.0,,141791.0,227511.0,,,126667.0,125714.0,,226794.0,160979.0,,,200000.0,255259.0,218045.0,101667.0,234545.0,261286.0,122007.0,,,120690.0,287864.0,195000.0,,248106.0,435797.0,244522.0,166667.0,,,244091.0,319840.0,107900.0,153846.0,93962.0,,100000.0,,105394.0,,,,,,77273.0,79503.0,192047.0,106923.0,,364636.0,266573.0,488224.0,,210956.0,280000.0,,,,133333.0,161219.0,186429.0,81517.0,58696.0,,215000.0,109091.0,45285.0,161068.0,223567.0,200000.0,408897.0,,328626.0,629555.0,74964.0,,,,320269.0,,273864.0,15909.0,,215625.0,,46657.0,,175000.0,97970.0,66000.0,230518.0,,,,200000.0,415000.0,300000.0,157959.0,,101667.0,,425414.0,,
1983,253510.0,257668.0,232182.0,201000.0,,265667.0,101450.0,97607.0,,160000.0,,,,61111.0,43404.0,387203.0,,150000.0,,69608.0,,130952.0,,,160000.0,266667.0,,83333.0,159459.0,282430.0,269554.0,125000.0,,310476.0,126396.0,173322.0,,110946.0,220611.0,192114.0,83000.0,415796.0,,151724.0,,,,177647.0,207208.0,251055.0,,56429.0,695184.0,240602.0,226119.0,,141844.0,327360.0,,,127222.0,132353.0,,272655.0,156915.0,,,200000.0,240140.0,211111.0,81250.0,231556.0,265306.0,120565.0,,,123077.0,268043.0,222152.0,,226456.0,409975.0,204143.0,160000.0,,,205467.0,301542.0,100100.0,144444.0,93849.0,,100000.0,,104288.0,,,,,,76786.0,79419.0,181969.0,91613.0,,305805.0,249143.0,523394.0,,204491.0,308952.0,,,,133333.0,84127.0,200000.0,92875.0,58696.0,,248758.0,111111.0,48815.0,154586.0,210366.0,200000.0,390724.0,,460000.0,477372.0,88826.0,,,,292435.0,,250510.0,15821.0,,208824.0,,44947.0,,181609.0,91036.0,80000.0,232861.0,,,,225000.0,405000.0,272941.0,202827.0,,81250.0,,430309.0,,
1984,266390.0,268116.0,232091.0,201667.0,,273251.0,120900.0,137953.0,,160000.0,,,,61905.0,86800.0,537571.0,,150000.0,,96667.0,,130612.0,,,166667.0,285714.0,,80000.0,182984.0,284863.0,262621.0,131250.0,,306122.0,126437.0,181892.0,,140511.0,355278.0,194690.0,59333.0,315596.0,,151724.0,,,,177576.0,207324.0,364623.0,,57778.0,689742.0,254422.0,250000.0,,141892.0,339076.0,,,128611.0,143950.0,,291004.0,156460.0,,,200000.0,248264.0,210714.0,67000.0,226087.0,276437.0,129004.0,,,117647.0,265957.0,201818.0,,227850.0,447552.0,194889.0,159091.0,,,205300.0,349049.0,134079.0,168000.0,93684.0,,100000.0,,104679.0,,,,,,75652.0,81904.0,168523.0,125217.0,,365473.0,265750.0,581242.0,,205351.0,257506.0,,,,133333.0,288131.0,136364.0,90000.0,58696.0,,269973.0,113043.0,77034.0,164595.0,270290.0,200000.0,405513.0,,460000.0,468715.0,87928.0,,,,254648.0,,262281.0,15970.0,,214286.0,,118022.0,,185227.0,79447.0,75000.0,231395.0,,,,337500.0,413333.0,279444.0,208284.0,,67000.0,,377370.0,,
1985,264117.0,253165.0,226491.0,201071.0,,286088.0,169412.0,135722.0,,160000.0,,,,66667.0,85926.0,538623.0,,169231.0,,101493.0,,128571.0,,,174242.0,268966.0,,80000.0,196484.0,317842.0,267823.0,136875.0,,312500.0,121959.0,174885.0,,159234.0,294719.0,206000.0,65000.0,300000.0,,151724.0,,,,173571.0,201278.0,314203.0,,57037.0,649345.0,252252.0,221429.0,,141892.0,344321.0,,,123438.0,189106.0,,264375.0,111244.0,,,200000.0,251403.0,206780.0,76333.0,218542.0,257009.0,148607.0,,,120000.0,282292.0,199444.0,,234998.0,442979.0,226813.0,166667.0,,,209059.0,302410.0,136914.0,134615.0,96774.0,,100000.0,,106588.0,,,,,,75862.0,84454.0,178439.0,128235.0,,379355.0,220128.0,584055.0,,202930.0,260362.0,,,,133333.0,251864.0,180000.0,101449.0,58696.0,,261671.0,113043.0,59693.0,168724.0,182716.0,200000.0,401966.0,,362823.0,445579.0,107294.0,,,,306267.0,,267411.0,15882.0,,216216.0,,118000.0,,185227.0,90565.0,120000.0,230285.0,,,,333429.0,436667.0,293333.0,214312.0,,76333.0,,285403.0,,
1986,281634.0,236145.0,260909.0,203125.0,,286931.0,178214.0,138502.0,,168000.0,,,,75000.0,87419.0,372305.0,,142857.0,,67955.0,,112500.0,,,178237.0,265625.0,,80000.0,166402.0,305465.0,261719.0,140556.0,,305263.0,121857.0,124863.0,,118670.0,331524.0,215152.0,55556.0,243964.0,,150000.0,,,,183333.0,200338.0,298156.0,,57692.0,680401.0,259398.0,262500.0,,141935.0,204945.0,,,117188.0,166092.0,,312915.0,115020.0,,,200000.0,245534.0,210000.0,81833.0,190909.0,279503.0,143605.0,,,127273.0,336364.0,197967.0,,245074.0,444393.0,194429.0,156250.0,,,213357.0,275662.0,144651.0,136774.0,110714.0,,100000.0,,107081.0,,,,,,75424.0,85510.0,190296.0,128354.0,,382103.0,231897.0,562458.0,,206030.0,259721.0,,,,133333.0,198106.0,200000.0,114286.0,58696.0,,315000.0,113043.0,81935.0,169431.0,245783.0,198636.0,423435.0,,407143.0,324745.0,107345.0,,,,163016.0,,265854.0,15797.0,,225000.0,,118000.0,,185227.0,86696.0,100714.0,232406.0,,,,348571.0,433333.0,187667.0,204928.0,,81833.0,,301531.0,,
1987,288078.0,197314.0,255963.0,204737.0,,290473.0,176857.0,130603.0,,157143.0,,,,60000.0,91633.0,342773.0,,142502.0,,200211.0,,145238.0,,,167919.0,235294.0,,80000.0,97362.0,321614.0,86667.0,144444.0,,305263.0,116544.0,149100.0,270588.0,107904.0,336011.0,225862.0,58125.0,215349.0,,148387.0,,,,176923.0,219176.0,309917.0,,56154.0,628176.0,285053.0,281407.0,,141935.0,375608.0,,,123333.0,167857.0,,303605.0,112479.0,,,200000.0,241469.0,215232.0,110500.0,192727.0,261194.0,154144.0,,,123077.0,283696.0,219167.0,,189941.0,484807.0,203385.0,170000.0,,,198000.0,258233.0,129315.0,89333.0,150000.0,,100000.0,,109325.0,,,,,,75000.0,84477.0,191723.0,128052.0,,347814.0,224468.0,416279.0,,211221.0,177145.0,,,,133858.0,246320.0,200000.0,125000.0,56522.0,,310526.0,113043.0,82331.0,174806.0,302614.0,198290.0,417302.0,,358542.0,208377.0,109143.0,,,,169650.0,,230603.0,15714.0,,215000.0,,118060.0,,181481.0,92000.0,102941.0,231128.0,,,,400000.0,407668.0,203960.0,187493.0,,110500.0,,283328.0,,
1988,347256.0,230952.0,254455.0,204000.0,,364335.0,190536.0,128954.0,,178571.0,,,,53333.0,80000.0,338736.0,,152390.0,,233973.0,,144186.0,,,189795.0,222222.0,,80000.0,135699.0,232348.0,73250.0,140000.0,,319588.0,123292.0,155694.0,260000.0,178809.0,301288.0,233187.0,61667.0,236098.0,,151613.0,,,,175000.0,207816.0,300793.0,,56000.0,590703.0,280830.0,303922.0,,144220.0,367006.0,,,112000.0,167857.0,,338707.0,125007.0,,,214286.0,250419.0,219355.0,134667.0,173818.0,327103.0,154112.0,,,120000.0,295699.0,95238.0,,168954.0,512128.0,226769.0,200000.0,,,190000.0,355385.0,106000.0,87619.0,147826.0,,100000.0,,109078.0,,,,,,75000.0,86424.0,183726.0,130506.0,,376446.0,253854.0,621418.0,,215826.0,242058.0,,,,133766.0,309161.0,194289.0,166667.0,53333.0,,310526.0,112500.0,80637.0,176269.0,344444.0,198257.0,400418.0,,353571.0,249666.0,109714.0,,,,178228.0,,240909.0,15634.0,,225000.0,,106875.0,,175000.0,93296.0,99444.0,226717.0,,,,481667.0,400942.0,380198.0,202857.0,,134667.0,,298473.0,,
1989,321561.0,221635.0,259222.0,204828.0,,319829.0,169471.0,127046.0,,178571.0,196000.0,,,64000.0,71228.0,388186.0,,155192.0,,218454.0,,147727.0,,,199647.0,223684.0,,80000.0,75897.0,253601.0,23684.0,146000.0,,350000.0,132916.0,93333.0,258929.0,193508.0,309455.0,241655.0,63889.0,253889.0,,154839.0,,,,208333.0,211111.0,324420.0,,56667.0,641242.0,250138.0,326198.0,,141518.0,517188.0,,,118400.0,160000.0,,343397.0,118675.0,,,216216.0,248424.0,224762.0,114400.0,171345.0,345455.0,147829.0,,,125000.0,364557.0,98853.0,,115238.0,494903.0,252000.0,223333.0,,,187833.0,325355.0,106000.0,73109.0,147917.0,,100000.0,,142174.0,,,,,,74959.0,79981.0,185888.0,129167.0,,372587.0,150869.0,610452.0,,220821.0,271316.0,,,,133944.0,446049.0,300000.0,207000.0,74286.0,,289474.0,108000.0,79787.0,173075.0,397638.0,180069.0,414727.0,,353571.0,227818.0,110286.0,,,,178850.0,,223106.0,15556.0,,232500.0,,91778.0,,187500.0,89091.0,101053.0,231006.0,,,,466087.0,376445.0,330500.0,186647.0,,114400.0,,368808.0,,
1990,318379.0,233459.0,235821.0,202353.0,,308784.0,142526.0,120483.0,,180000.0,141622.0,,,63025.0,92800.0,203074.0,,192678.0,,222551.0,,116279.0,180769.0,90909.0,194091.0,250000.0,,80816.0,83097.0,284071.0,409302.0,153684.0,,347368.0,133559.0,131600.0,203770.0,205172.0,335426.0,243004.0,60000.0,228235.0,,153125.0,,,,230769.0,227780.0,292549.0,,56522.0,684004.0,277092.0,343474.0,,141375.0,593156.0,,,120000.0,158065.0,,293775.0,120592.0,214286.0,,217105.0,255183.0,236000.0,113725.0,178571.0,307692.0,132895.0,,,122222.0,343421.0,111111.0,110000.0,142857.0,501270.0,226667.0,253571.0,,,200556.0,321678.0,97167.0,134545.0,149020.0,35057.0,107444.0,110000.0,135871.0,,,,,,75000.0,80851.0,186949.0,135161.0,,383244.0,207200.0,590813.0,,231988.0,239615.0,,,,162426.0,306034.0,300000.0,193200.0,84564.0,100000.0,460000.0,111621.0,80896.0,175385.0,350136.0,240088.0,400000.0,,365230.0,216825.0,116538.0,,,,160791.0,,220359.0,15479.0,280000.0,172727.0,,82500.0,,225000.0,89869.0,101000.0,225277.0,,,,468444.0,345034.0,229008.0,178648.0,,113725.0,,284790.0,,
1991,329792.0,224211.0,238665.0,202143.0,,322163.0,142050.0,129419.0,,181497.0,147407.0,,150000.0,52174.0,90341.0,220520.0,,222051.0,,244000.0,,109962.0,189474.0,90909.0,185862.0,202381.0,,88991.0,260886.0,279267.0,409091.0,168000.0,,209812.0,126574.0,80314.0,170588.0,185012.0,335176.0,232994.0,58092.0,221818.0,,152434.0,,,,266667.0,253378.0,288197.0,,57273.0,615413.0,279540.0,350000.0,,156792.0,613288.0,,,84615.0,131868.0,,317700.0,128915.0,211957.0,,215190.0,247326.0,244743.0,117833.0,179082.0,307407.0,135700.0,,,120000.0,289787.0,101045.0,100000.0,148571.0,509638.0,226667.0,233333.0,,,204462.0,308172.0,98334.0,116923.0,150000.0,29038.0,100000.0,115944.0,155599.0,,,,,,75200.0,86667.0,199588.0,150000.0,,459187.0,218030.0,540189.0,,240395.0,255243.0,,,,185967.0,329779.0,300000.0,174965.0,85000.0,103471.0,443750.0,107692.0,88052.0,175862.0,309694.0,240115.0,395239.0,,309118.0,232137.0,146807.0,,,,158492.0,,202907.0,15541.0,260714.0,172414.0,,90182.0,,212500.0,95195.0,98696.0,232775.0,,,,300000.0,373135.0,255431.0,160058.0,,117833.0,,242092.0,,
1992,292567.0,,248430.0,202250.0,,304593.0,142118.0,132235.0,,181488.0,288929.0,,149704.0,55577.0,91889.0,204289.0,,226640.0,213333.0,225814.0,,118182.0,201622.0,90909.0,184444.0,191597.0,262716.0,89277.0,166089.0,193640.0,404255.0,223569.0,,206824.0,141358.0,99753.0,171053.0,219335.0,245874.0,228896.0,59091.0,238974.0,,151515.0,127295.0,,161752.0,300000.0,252895.0,185473.0,,57143.0,550826.0,277484.0,265455.0,,201841.0,501237.0,,112162.0,150000.0,132303.0,192500.0,358668.0,,214395.0,163077.0,219377.0,243424.0,250696.0,118403.0,179954.0,296154.0,128274.0,,131765.0,123810.0,371071.0,67687.0,108333.0,166818.0,431909.0,217600.0,248391.0,,104615.0,199900.0,304114.0,98439.0,175000.0,148000.0,27222.0,102735.0,120674.0,149558.0,,,,,,75397.0,83948.0,195629.0,149318.0,,467664.0,212812.0,508505.0,261619.0,246536.0,250024.0,143594.0,158434.0,,143228.0,285540.0,300000.0,170592.0,83871.0,104800.0,473333.0,104000.0,104873.0,180750.0,356487.0,194615.0,412135.0,186111.0,340000.0,215303.0,115745.0,,,63333.0,176270.0,145556.0,190286.0,15333.0,300000.0,186667.0,74545.0,87400.0,196552.0,209858.0,100844.0,98077.0,235619.0,,405405.0,132352.0,360000.0,358937.0,231840.0,139635.0,47619.0,118403.0,88343.0,240821.0,,
1993,301779.0,,246911.0,205000.0,90909.0,321530.0,142857.0,132637.0,,187500.0,291563.0,116667.0,138546.0,56667.0,91889.0,240650.0,,222222.0,238333.0,221053.0,150000.0,85714.0,209048.0,90909.0,188125.0,185545.0,308543.0,89564.0,173403.0,199252.0,414663.0,241000.0,,188889.0,159756.0,87491.0,183036.0,210089.0,353000.0,235100.0,56078.0,262857.0,,,138716.0,90909.0,152271.0,371097.0,230127.0,,211986.0,58000.0,661928.0,281735.0,253668.0,,156087.0,535652.0,,106552.0,150000.0,134037.0,197500.0,376639.0,,216864.0,187500.0,219532.0,245614.0,235808.0,150000.0,181034.0,288889.0,127390.0,,159574.0,121739.0,341517.0,68139.0,104286.0,181686.0,475195.0,203448.0,261538.0,,86957.0,192600.0,288369.0,98541.0,176923.0,150000.0,53676.0,100000.0,126087.0,149561.0,,,,,273716.0,75591.0,85409.0,191548.0,150000.0,,509480.0,195616.0,429706.0,268539.0,233586.0,212465.0,117674.0,239535.0,,133929.0,223285.0,300000.0,166575.0,93333.0,113636.0,446667.0,120000.0,95435.0,184993.0,406284.0,163703.0,404498.0,217010.0,405070.0,204136.0,110795.0,,,67846.0,169672.0,147500.0,233644.0,15789.0,260000.0,177778.0,75000.0,93375.0,193103.0,207571.0,101315.0,100000.0,252650.0,,485294.0,163205.0,376429.0,349617.0,110000.0,117031.0,92000.0,150000.0,93268.0,181299.0,,
1994,299444.0,,227837.0,204167.0,89209.0,335766.0,142136.0,146710.0,135956.0,181488.0,255102.0,112500.0,132932.0,56250.0,100000.0,220350.0,,251502.0,206429.0,230660.0,160000.0,116667.0,210500.0,92308.0,196923.0,174419.0,366208.0,89851.0,143727.0,193205.0,408333.0,226667.0,,185714.0,166429.0,73765.0,207547.0,210539.0,292556.0,233000.0,54844.0,229307.0,,,194576.0,89209.0,152333.0,418802.0,259359.0,,203551.0,57895.0,611829.0,281083.0,228119.0,,177727.0,515996.0,,113750.0,150000.0,135854.0,201667.0,357927.0,,219370.0,171000.0,232297.0,243036.0,240385.0,105000.0,183333.0,285714.0,116433.0,,123711.0,120000.0,332747.0,118483.0,100000.0,161013.0,438425.0,210000.0,268333.0,,87143.0,213500.0,304799.0,98641.0,176000.0,167500.0,34970.0,100000.0,127660.0,141731.0,,,,,319007.0,75781.0,88602.0,195799.0,149592.0,,481919.0,210586.0,426230.0,262921.0,238831.0,249628.0,115417.0,190909.0,,133613.0,243396.0,300000.0,166667.0,87879.0,106295.0,446667.0,120000.0,79406.0,197673.0,445838.0,167197.0,403840.0,200952.0,234742.0,193770.0,113748.0,,,166667.0,182813.0,117778.0,208190.0,16053.0,270370.0,172727.0,83069.0,77879.0,157773.0,206073.0,103468.0,101600.0,276598.0,,406250.0,129420.0,363548.0,339813.0,90000.0,114941.0,86667.0,105000.0,109002.0,188749.0,,
1995,296523.0,,225020.0,206500.0,86667.0,319676.0,137680.0,148102.0,140667.0,181380.0,135600.0,104719.0,153869.0,65000.0,133333.0,235641.0,,258621.0,207143.0,212366.0,154571.0,107143.0,230769.0,91954.0,220750.0,196970.0,390474.0,90138.0,141296.0,207882.0,408000.0,402667.0,,180000.0,173599.0,118421.0,207547.0,203990.0,335839.0,232759.0,50000.0,197398.0,,,101710.0,86667.0,160835.0,380102.0,237625.0,,195989.0,58824.0,591834.0,274823.0,250000.0,,191573.0,398953.0,,125561.0,150000.0,137780.0,155911.0,318009.0,,221922.0,144068.0,214844.0,255747.0,245268.0,106000.0,184615.0,333333.0,132256.0,,214225.0,123077.0,360759.0,116683.0,111111.0,154665.0,558577.0,199730.0,261538.0,,70000.0,219294.0,301624.0,98738.0,176923.0,169313.0,14745.0,100000.0,129835.0,152408.0,,,,,321650.0,75385.0,93758.0,197043.0,150427.0,,509793.0,262424.0,468504.0,257831.0,243820.0,185306.0,136800.0,212000.0,,156667.0,243373.0,250000.0,166667.0,90625.0,106497.0,433333.0,90000.0,91139.0,203975.0,513585.0,164619.0,424000.0,181818.0,234742.0,258855.0,117978.0,,,153846.0,179828.0,168333.0,220836.0,16104.0,264706.0,188000.0,74237.0,73559.0,155867.0,204911.0,103200.0,102000.0,287490.0,,390625.0,129011.0,364571.0,351731.0,93462.0,114104.0,73600.0,106000.0,131947.0,167983.0,,
1996,283978.0,,228840.0,204906.0,83333.0,305708.0,138787.0,152941.0,142573.0,193333.0,188182.0,101119.0,146519.0,60000.0,150000.0,253424.0,,259783.0,180000.0,222340.0,153749.0,115385.0,223077.0,100000.0,202000.0,187500.0,350701.0,90425.0,196906.0,196862.0,424843.0,638667.0,,420000.0,173043.0,119699.0,194583.0,189731.0,383239.0,233793.0,53074.0,227949.0,,,122370.0,83333.0,155398.0,252016.0,231687.0,,215030.0,57500.0,605757.0,279679.0,242308.0,,205111.0,391793.0,162875.0,120714.0,135639.0,139839.0,197685.0,369495.0,,224525.0,122014.0,218021.0,290328.0,227994.0,104667.0,185714.0,331034.0,138069.0,,195631.0,122222.0,313143.0,118929.0,116667.0,229415.0,485407.0,213962.0,174615.0,,78333.0,207143.0,283951.0,98831.0,175000.0,169678.0,30278.0,100000.0,132073.0,123268.0,,,,,373498.0,73069.0,96600.0,194253.0,150484.0,,535056.0,263277.0,440239.0,251923.0,228617.0,187611.0,127407.0,200775.0,,194175.0,367696.0,270000.0,175000.0,89105.0,106510.0,461962.0,98603.0,93881.0,249601.0,303955.0,143136.0,421685.0,202429.0,277273.0,272128.0,108333.0,,,128571.0,233333.0,184566.0,223382.0,16234.0,271875.0,183333.0,72889.0,72486.0,173358.0,203421.0,103200.0,100000.0,290049.0,,234483.0,128614.0,354634.0,342260.0,89423.0,123748.0,72727.0,104667.0,139883.0,158503.0,,326881.0
1997,306749.0,,241837.0,205000.0,80000.0,306696.0,137300.0,150547.0,142529.0,179872.0,96364.0,95000.0,135832.0,54545.0,160000.0,225143.0,,474100.0,159231.0,218462.0,152614.0,100000.0,238462.0,100000.0,214286.0,191600.0,371976.0,90712.0,237948.0,188981.0,610436.0,451111.0,,206727.0,151616.0,156536.0,189936.0,169663.0,365519.0,229392.0,52388.0,234861.0,,,129423.0,80000.0,161351.0,195059.0,207778.0,,187406.0,59192.0,602825.0,286993.0,306865.0,,218352.0,362442.0,149310.0,93128.0,133613.0,142277.0,199750.0,363007.0,,227190.0,113456.0,241869.0,283541.0,218667.0,126500.0,186667.0,326667.0,138974.0,,202941.0,127362.0,337849.0,118845.0,100000.0,183990.0,396186.0,242857.0,176923.0,,102500.0,222207.0,289251.0,98923.0,164000.0,170732.0,15781.0,112216.0,134783.0,121989.0,,,,,342877.0,72039.0,103258.0,199124.0,150000.0,,528860.0,256971.0,430279.0,267857.0,219351.0,231813.0,146154.0,195556.0,,167500.0,366939.0,271003.0,190476.0,93939.0,106455.0,465627.0,100784.0,91409.0,244223.0,303867.0,143750.0,423274.0,159679.0,277273.0,239172.0,114401.0,,9834.0,160194.0,253137.0,184568.0,238610.0,16026.0,309091.0,177778.0,83333.0,80000.0,194447.0,199677.0,112500.0,99801.0,274501.0,,137778.0,153737.0,348448.0,423530.0,83337.0,111779.0,76667.0,126500.0,149066.0,183261.0,,293083.0
1998,330848.0,,227451.0,204375.0,84324.0,309088.0,149071.0,151895.0,150878.0,178600.0,132500.0,90909.0,134413.0,56250.0,166667.0,224017.0,,433846.0,140000.0,221111.0,151242.0,115385.0,240000.0,104046.0,200000.0,192308.0,365030.0,90999.0,273917.0,213208.0,331573.0,418000.0,,194446.0,150394.0,182446.0,190929.0,169856.0,396057.0,222500.0,51875.0,190789.0,,,118243.0,84324.0,184090.0,192678.0,211236.0,,263808.0,60000.0,582953.0,292000.0,375000.0,,231304.0,361998.0,147384.0,127059.0,131330.0,144998.0,160640.0,342846.0,,210526.0,114707.0,229708.0,264127.0,202353.0,103882.0,184932.0,366667.0,135411.0,,226184.0,128571.0,334118.0,115152.0,107143.0,162698.0,464744.0,56463.0,173209.0,,111600.0,241818.0,385734.0,99039.0,161538.0,169048.0,35743.0,115385.0,135466.0,113970.0,,,,,349414.0,70932.0,102525.0,193715.0,154857.0,,516141.0,221148.0,430279.0,270000.0,203225.0,190163.0,134444.0,225500.0,,205926.0,256944.0,269992.0,307603.0,91667.0,106267.0,463636.0,100000.0,90130.0,238441.0,459751.0,142857.0,391667.0,170875.0,277273.0,228877.0,120219.0,,9808.0,64000.0,234737.0,130500.0,175994.0,15385.0,258065.0,178947.0,135105.0,91667.0,186118.0,197986.0,103030.0,99676.0,281636.0,67241.0,147585.0,144388.0,442857.0,503541.0,81095.0,134426.0,78500.0,94561.0,140234.0,169258.0,,310170.0
1999,352476.0,,225243.0,205000.0,93333.0,354105.0,144769.0,153122.0,151179.0,164286.0,196000.0,100000.0,134476.0,50000.0,171429.0,228198.0,,383125.0,133529.0,235200.0,148279.0,120000.0,250000.0,111087.0,208466.0,194165.0,399787.0,91285.0,270620.0,199242.0,362454.0,328800.0,,177240.0,185239.0,194074.0,256765.0,171964.0,360703.0,222311.0,51377.0,313470.0,,,125278.0,93333.0,198408.0,195833.0,212360.0,,264767.0,60502.0,554501.0,290534.0,350000.0,,234167.0,384556.0,145679.0,91382.0,128914.0,147761.0,159564.0,333966.0,,234593.0,171497.0,230246.0,293402.0,188889.0,111684.0,186667.0,329032.0,135532.0,,199333.0,125588.0,334713.0,114583.0,102941.0,160093.0,446956.0,223000.0,189513.0,,139524.0,255500.0,418782.0,100000.0,160000.0,163636.0,34286.0,120000.0,136842.0,114537.0,,,220000.0,,350203.0,69750.0,101491.0,202485.0,149800.0,,580112.0,199734.0,442953.0,276974.0,191967.0,212171.0,117500.0,247940.0,,223142.0,223379.0,270947.0,309411.0,92105.0,104348.0,301818.0,100000.0,96364.0,321044.0,329054.0,146000.0,419540.0,176403.0,291912.0,184421.0,108696.0,,9845.0,78000.0,228684.0,158230.0,207747.0,14557.0,268966.0,176190.0,148503.0,181818.0,223425.0,195821.0,102963.0,99560.0,275094.0,66667.0,186591.0,122592.0,441167.0,604224.0,90745.0,135829.0,82778.0,100880.0,148457.0,176872.0,,281452.0
2000,382793.0,,244521.0,144815.0,87463.0,383546.0,152560.0,153804.0,154126.0,175973.0,249324.0,97279.0,140714.0,56000.0,175000.0,185291.0,,277946.0,139037.0,210000.0,146607.0,106364.0,247692.0,121391.0,210472.0,190909.0,349601.0,91572.0,289209.0,198135.0,367138.0,344783.0,,166833.0,167378.0,56847.0,185227.0,156268.0,392290.0,220350.0,50000.0,,,,161813.0,87463.0,199913.0,192307.0,216484.0,,132550.0,60000.0,591482.0,284810.0,381356.0,,228780.0,72894.0,134444.0,73206.0,126491.0,142188.0,173291.0,303842.0,,239297.0,178687.0,236503.0,304118.0,333333.0,112245.0,185714.0,327586.0,140162.0,83333.0,220526.0,125713.0,317178.0,117417.0,108000.0,251501.0,455179.0,218140.0,182874.0,,166364.0,256727.0,410647.0,99125.0,226667.0,160870.0,35000.0,127780.0,137018.0,114150.0,469293.0,,220000.0,290000.0,356543.0,68495.0,98844.0,194515.0,150373.0,,570422.0,209971.0,491351.0,292958.0,333117.0,229177.0,115345.0,167175.0,190000.0,299216.0,222551.0,271493.0,311475.0,84375.0,106693.0,570000.0,114286.0,91255.0,320455.0,235149.0,148083.0,416946.0,161290.0,249364.0,182645.0,133811.0,333333.0,10000.0,80645.0,226408.0,144157.0,256469.0,14375.0,291304.0,177778.0,96280.0,210526.0,200529.0,193402.0,102941.0,99598.0,270256.0,62857.0,189827.0,127552.0,491852.0,616190.0,90168.0,139843.0,79000.0,99248.0,115740.0,173154.0,,321096.0
