,Kenya,"China, Taiwan Province of",Mozambique,Belize,Seychelles,Brazil,Philippines,Martinique,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Zimbabwe,Republic of Korea,Melanesia,Papua New Guinea,Cuba,Rwanda,Australia & New Zealand,Guatemala,French Polynesia,Mauritius,Madagascar,Saint Lucia,Haiti,Guinea,Israel,Dominica,Fiji,Sri Lanka,Central African Republic,Sudan (former),China,Colombia,Brunei Darussalam,Guinea-Bissau,Suriname,Portugal,Togo,Micronesia,"China, mainland",Nicaragua,Uganda,Costa Rica,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Cameroon,Malaysia,Grenada,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Japan,Australia,Venezuela (Bolivarian Republic of),Antigua and Barbuda,Guyana,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Nigeria,French Guiana,Argentina,Cambodia,Timor-Leste,Paraguay,India,Guadeloupe,Ethiopia PDR,Congo,Gabon,Ecuador,Honduras,Puerto Rico,Mexico,Viet Nam,Côte d'Ivoire,Jamaica,Trinidad and Tobago,South Africa,Polynesia,Panama,Samoa,Réunion,Sudan,Ghana,Angola,Swaziland,Guam
1987,608696.0,339009.0,73684.0,-1.0,161111.0,320953.0,206425.0,446500.0,106667.0,76471.0,-1.0,-1.0,78431.0,60870.0,90909.0,251959.0,131969.0,198113.0,538465.0,-1.0,378360.0,293616.0,193000.0,161111.0,58627.0,-1.0,109091.0,31250.0,-1.0,-1.0,75243.0,101248.0,47000.0,47000.0,255384.0,414545.0,86667.0,16667.0,151818.0,84250.0,76923.0,515000.0,228889.0,160000.0,80000.0,148500.0,-1.0,89762.0,150790.0,85000.0,225915.0,-1.0,189513.0,-1.0,128143.0,93750.0,90000.0,195477.0,378360.0,175737.0,131250.0,151923.0,429735.0,106373.0,254902.0,238677.0,73684.0,49615.0,180000.0,95000.0,-1.0,251657.0,126593.0,175429.0,75000.0,39231.0,61286.0,161425.0,142500.0,401234.0,428201.0,111714.0,454356.0,145177.0,114286.0,242573.0,216842.0,197385.0,312500.0,90000.0,-1.0,36364.0,116667.0,501367.0,515000.0
1988,546571.0,366764.0,69048.0,-1.0,166667.0,333184.0,195098.0,382444.0,93333.0,77647.0,-1.0,-1.0,72443.0,60870.0,90909.0,298264.0,145314.0,200000.0,518833.0,-1.0,389007.0,293616.0,243600.0,172353.0,58941.0,-1.0,104545.0,30000.0,-1.0,-1.0,102329.0,90337.0,49000.0,46939.0,272036.0,416667.0,88889.0,20000.0,148800.0,79059.0,76923.0,494000.0,242576.0,160000.0,66667.0,170455.0,-1.0,89919.0,151286.0,85000.0,249374.0,-1.0,191457.0,-1.0,120252.0,240000.0,70000.0,192935.0,389007.0,183098.0,114545.0,180000.0,427021.0,110984.0,266471.0,249272.0,73684.0,50000.0,180000.0,86957.0,-1.0,131261.0,158177.0,167864.0,100000.0,40000.0,62300.0,216724.0,145000.0,496724.0,434730.0,111176.0,435373.0,159338.0,117857.0,335416.0,228732.0,196154.0,312500.0,90000.0,-1.0,37500.0,116667.0,546946.0,494000.0
1989,473951.0,384948.0,71429.0,81732.0,172222.0,334259.0,193323.0,340727.0,100000.0,80000.0,-1.0,-1.0,65742.0,60870.0,90909.0,290557.0,209071.0,209091.0,497048.0,-1.0,378251.0,295408.0,243300.0,154000.0,59207.0,-1.0,100000.0,32000.0,-1.0,-1.0,209040.0,100998.0,48571.0,45000.0,264947.0,417910.0,85882.0,25000.0,108000.0,84059.0,76923.0,-1.0,232252.0,157692.0,77778.0,700000.0,-1.0,89081.0,179594.0,85000.0,285000.0,-1.0,203704.0,-1.0,121674.0,277778.0,56250.0,202222.0,378251.0,184257.0,118182.0,149333.0,397732.0,115601.0,268113.0,257650.0,74848.0,50000.0,180000.0,95652.0,-1.0,156352.0,145361.0,169464.0,100000.0,40000.0,62200.0,213033.0,143768.0,621191.0,521057.0,102744.0,448700.0,170351.0,121429.0,266325.0,229371.0,351550.0,302013.0,90000.0,-1.0,41667.0,113333.0,583409.0,-1.0
1990,375000.0,384890.0,53745.0,31569.0,200000.0,332830.0,348490.0,400167.0,103459.0,59973.0,157143.0,-1.0,79616.0,64940.0,63333.0,375103.0,127104.0,207018.0,511628.0,-1.0,355876.0,290610.0,242857.0,155747.0,58941.0,-1.0,112970.0,32000.0,136364.0,-1.0,55370.0,96845.0,49977.0,35000.0,267159.0,439941.0,81818.0,25714.0,110870.0,75000.0,81667.0,-1.0,231275.0,161538.0,80000.0,700000.0,-1.0,93023.0,123218.0,136772.0,234685.0,-1.0,51217.0,-1.0,129454.0,296491.0,33333.0,183333.0,355876.0,183161.0,125000.0,138182.0,417304.0,117876.0,264706.0,250327.0,76300.0,48684.0,195531.0,100000.0,-1.0,156507.0,161394.0,221905.0,79630.0,43196.0,57798.0,204225.0,151630.0,740696.0,519739.0,120344.0,447198.0,169365.0,137043.0,249849.0,223595.0,420800.0,270333.0,90000.0,-1.0,44000.0,104609.0,519599.0,-1.0
1991,371212.0,378609.0,57104.0,125119.0,187500.0,331525.0,345850.0,502536.0,101815.0,82759.0,161864.0,-1.0,90306.0,63144.0,71854.0,425000.0,153313.0,210715.0,215575.0,-1.0,354326.0,292518.0,273261.0,159140.0,58941.0,-1.0,99035.0,30000.0,126481.0,-1.0,59914.0,94154.0,51402.0,42727.0,275125.0,573225.0,86250.0,27027.0,120000.0,90909.0,78932.0,-1.0,238457.0,157407.0,75000.0,700000.0,-1.0,94938.0,153920.0,90244.0,266490.0,-1.0,65583.0,-1.0,128333.0,280000.0,30000.0,178659.0,354326.0,178078.0,130769.0,131497.0,437826.0,108292.0,268024.0,242266.0,75836.0,87500.0,195473.0,102086.0,-1.0,170724.0,120666.0,159273.0,0.0,40000.0,64150.0,111640.0,150496.0,737792.0,457932.0,110272.0,447936.0,161502.0,130962.0,232053.0,244624.0,478850.0,271998.0,90000.0,-1.0,46154.0,115715.0,536364.0,-1.0
1992,495150.0,396077.0,50000.0,189897.0,187500.0,331263.0,394723.0,570000.0,100958.0,82353.0,145455.0,-1.0,177180.0,62810.0,72158.0,466667.0,156610.0,211864.0,91338.0,-1.0,395873.0,289887.0,227600.0,200000.0,58713.0,-1.0,99041.0,35000.0,125369.0,-1.0,47215.0,116086.0,51818.0,41739.0,259776.0,561950.0,89045.0,26501.0,102727.0,99130.0,79362.0,-1.0,220841.0,153571.0,80000.0,700000.0,-1.0,110164.0,152548.0,93618.0,266173.0,-1.0,53133.0,-1.0,155844.0,320283.0,115107.0,200000.0,395873.0,175233.0,133333.0,146667.0,470708.0,106384.0,269302.0,242870.0,75787.0,121429.0,195182.0,102041.0,-1.0,199399.0,150546.0,165660.0,0.0,37494.0,64252.0,133966.0,151318.0,738471.0,352384.0,76165.0,435484.0,198685.0,129654.0,270920.0,235700.0,386925.0,274566.0,90000.0,-1.0,45615.0,115605.0,473427.0,-1.0
1993,556903.0,434718.0,62447.0,190574.0,187500.0,315182.0,400217.0,577788.0,100100.0,82759.0,152656.0,-1.0,229725.0,62475.0,72462.0,458333.0,139900.0,216667.0,50000.0,-1.0,416548.0,300120.0,207935.0,238118.0,58488.0,-1.0,99047.0,35002.0,124308.0,-1.0,23586.0,105078.0,52669.0,34783.0,300275.0,525342.0,89932.0,26690.0,100000.0,100000.0,80000.0,-1.0,252638.0,151724.0,75000.0,700000.0,-1.0,112852.0,145713.0,95238.0,242649.0,-1.0,50602.0,-1.0,164835.0,334961.0,200000.0,193478.0,416548.0,148900.0,132079.0,127724.0,377146.0,107422.0,266853.0,259315.0,75734.0,186667.0,194891.0,104000.0,63636.0,199484.0,168248.0,208416.0,-1.0,37053.0,64355.0,100270.0,149581.0,413766.0,352534.0,88123.0,426005.0,245478.0,128345.0,247221.0,229165.0,375492.0,269831.0,84763.0,-1.0,50000.0,115495.0,444444.0,-1.0
1994,475000.0,389430.0,66108.0,89080.0,171429.0,328260.0,398273.0,540179.0,96859.0,83109.0,289157.0,-1.0,172132.0,62141.0,72553.0,444444.0,146436.0,215385.0,52830.0,-1.0,429223.0,305541.0,185333.0,264422.0,58662.0,-1.0,99053.0,40420.0,123141.0,-1.0,31816.0,113822.0,53391.0,40833.0,273289.0,528743.0,90743.0,26856.0,117968.0,100970.0,78898.0,-1.0,236595.0,150000.0,77778.0,703252.0,-1.0,114836.0,168750.0,97674.0,271669.0,-1.0,207548.0,-1.0,162341.0,346446.0,200000.0,190840.0,429223.0,228364.0,128838.0,125146.0,366894.0,107667.0,266375.0,238527.0,75675.0,120000.0,194600.0,105385.0,67045.0,162954.0,144286.0,185455.0,-1.0,36424.0,64457.0,102318.0,150877.0,619945.0,370290.0,80452.0,413288.0,213757.0,127037.0,203854.0,225485.0,414417.0,269231.0,78125.0,-1.0,54545.0,115385.0,258312.0,-1.0
1995,618159.0,406115.0,71105.0,90909.0,208333.0,321368.0,395928.0,527000.0,96405.0,83821.0,325843.0,-1.0,138669.0,61806.0,72338.0,471897.0,155435.0,210075.0,55366.0,-1.0,431608.0,298583.0,176474.0,262438.0,58728.0,-1.0,99059.0,40168.0,83333.0,-1.0,62050.0,140516.0,54348.0,39167.0,271484.0,595385.0,92857.0,27003.0,122517.0,103031.0,78655.0,-1.0,234525.0,148387.0,80000.0,700000.0,-1.0,118842.0,180772.0,107471.0,278657.0,-1.0,129478.0,-1.0,154857.0,341818.0,200000.0,294591.0,431608.0,188631.0,123766.0,123662.0,388820.0,107652.0,265186.0,230704.0,75614.0,184490.0,195594.0,107407.0,225455.0,109562.0,132500.0,154963.0,-1.0,35556.0,64560.0,114466.0,150000.0,174876.0,424743.0,70248.0,419256.0,219182.0,125729.0,245007.0,223086.0,466098.0,266667.0,78125.0,-1.0,57143.0,115275.0,205077.0,-1.0
1996,537013.0,431946.0,76190.0,97818.0,216667.0,249979.0,387479.0,450000.0,96970.0,84511.0,153333.0,-1.0,169375.0,61471.0,71429.0,410000.0,156608.0,213235.0,41282.0,-1.0,452776.0,281226.0,181580.0,283143.0,58824.0,-1.0,97996.0,39394.0,132000.0,-1.0,74075.0,129270.0,54506.0,38417.0,248679.0,616436.0,91808.0,27137.0,136765.0,105792.0,78429.0,-1.0,207143.0,150000.0,81818.0,700000.0,-1.0,122705.0,160300.0,106667.0,326056.0,-1.0,64558.0,-1.0,171429.0,431307.0,200000.0,273654.0,452776.0,188628.0,116401.0,144000.0,389370.0,107663.0,248595.0,238382.0,75860.0,184490.0,195113.0,107143.0,138889.0,111064.0,146341.0,194366.0,-1.0,36000.0,64662.0,117155.0,150000.0,172118.0,391945.0,70687.0,468576.0,222562.0,124420.0,231243.0,233025.0,452800.0,275642.0,78106.0,-1.0,58333.0,115164.0,317733.0,-1.0
1997,295512.0,446254.0,77273.0,106690.0,225000.0,300539.0,376506.0,429787.0,97059.0,85047.0,174194.0,-1.0,687908.0,61137.0,72340.0,399231.0,154874.0,201923.0,42937.0,-1.0,460948.0,273371.0,178710.0,202468.0,58621.0,-1.0,98325.0,39352.0,128571.0,-1.0,84971.0,126844.0,55000.0,38382.0,225373.0,581031.0,93333.0,27261.0,150000.0,109050.0,76923.0,-1.0,175763.0,148387.0,85714.0,700020.0,-1.0,96486.0,169263.0,146411.0,341471.0,-1.0,178508.0,-1.0,226771.0,467759.0,184503.0,250000.0,460948.0,189890.0,110095.0,111983.0,363925.0,107840.0,254615.0,245979.0,75455.0,166531.0,194444.0,105972.0,70500.0,132112.0,145182.0,186479.0,-1.0,35294.0,64336.0,107679.0,151111.0,195361.0,430021.0,77209.0,455556.0,218993.0,123112.0,236364.0,233297.0,346982.0,282727.0,82500.0,-1.0,55048.0,115848.0,458641.0,-1.0
1998,517564.0,438359.0,78261.0,51278.0,233333.0,303616.0,366859.0,430000.0,97143.0,85292.0,180678.0,-1.0,623605.0,60802.0,69231.0,376471.0,154674.0,200000.0,57761.0,-1.0,445344.0,275621.0,168111.0,192368.0,58780.0,-1.0,105484.0,39921.0,133333.0,-1.0,77969.0,95197.0,54000.0,39200.0,258259.0,201152.0,90862.0,27385.0,141667.0,112596.0,78202.0,-1.0,214975.0,148387.0,83333.0,700000.0,-1.0,96135.0,148376.0,179471.0,316623.0,-1.0,207657.0,-1.0,116883.0,353596.0,171122.0,247104.0,445344.0,205048.0,103626.0,30000.0,354329.0,107729.0,254596.0,218169.0,74522.0,184490.0,195052.0,106667.0,86543.0,129573.0,134286.0,238319.0,-1.0,34811.0,64477.0,155358.0,196220.0,330769.0,417809.0,84583.0,427948.0,223470.0,122177.0,195717.0,233654.0,378740.0,290516.0,80000.0,-1.0,55401.0,114181.0,473684.0,-1.0
1999,488600.0,474728.0,79167.0,121240.0,250000.0,328678.0,361927.0,430000.0,97143.0,85227.0,174000.0,5000.0,441600.0,60468.0,75000.0,508000.0,181195.0,202598.0,69939.0,-1.0,465732.0,277052.0,185400.0,169000.0,59091.0,-1.0,99496.0,40070.0,140000.0,-1.0,120450.0,82075.0,53170.0,38077.0,260048.0,413107.0,89933.0,27506.0,140000.0,115667.0,78223.0,-1.0,220654.0,148387.0,85366.0,866635.0,-1.0,110484.0,147490.0,236854.0,302245.0,-1.0,269721.0,-1.0,194800.0,444168.0,134784.0,248521.0,465732.0,201910.0,99513.0,83996.0,375728.0,106112.0,250000.0,239092.0,75464.0,184490.0,195177.0,103226.0,55000.0,129761.0,135580.0,244737.0,-1.0,35196.0,63636.0,118391.0,184211.0,516604.0,436468.0,70608.0,484615.0,223349.0,120669.0,188489.0,241967.0,381708.0,297865.0,81524.0,-1.0,56376.0,114286.0,476190.0,-1.0
2000,463626.0,449560.0,68421.0,125114.0,241667.0,331703.0,362958.0,424490.0,94595.0,85795.0,165049.0,342857.0,570916.0,60133.0,71429.0,413939.0,190787.0,200000.0,97537.0,91954.0,494441.0,274148.0,184757.0,432405.0,58621.0,-1.0,105429.0,40288.0,133333.0,140000.0,156667.0,90261.0,52473.0,37037.0,229270.0,399751.0,88889.0,27630.0,144000.0,119051.0,78362.0,-1.0,190337.0,146875.0,85052.0,722500.0,-1.0,123606.0,128338.0,239558.0,342642.0,-1.0,109247.0,-1.0,201286.0,430057.0,113506.0,228571.0,494441.0,205838.0,96875.0,90857.0,383365.0,104446.0,254612.0,230159.0,75746.0,187168.0,196875.0,103226.0,71429.0,114636.0,145714.0,200702.0,-1.0,35044.0,63933.0,130862.0,182051.0,304608.0,433545.0,79836.0,310583.0,222245.0,118966.0,177690.0,243679.0,371785.0,307692.0,80192.0,-1.0,60000.0,125806.0,328000.0,-1.0
2001,438134.0,451441.0,69195.0,133421.0,260000.0,342672.0,364886.0,374392.0,88095.0,87823.0,175472.0,337500.0,621819.0,60309.0,74115.0,332500.0,190865.0,200000.0,103278.0,90909.0,437680.0,273011.0,182240.0,364606.0,58465.0,-1.0,90323.0,40476.0,124700.0,140000.0,145188.0,105818.0,51736.0,36429.0,181571.0,408298.0,90000.0,27745.0,150000.0,125602.0,77419.0,-1.0,143266.0,138462.0,83789.0,729114.0,-1.0,123188.0,137758.0,241883.0,338612.0,-1.0,165332.0,-1.0,207143.0,421749.0,92042.0,252822.0,437680.0,204588.0,98087.0,93274.0,360243.0,107269.0,254276.0,226151.0,76039.0,187988.0,194389.0,103226.0,100000.0,118704.0,152500.0,163636.0,-1.0,35252.0,63912.0,123000.0,230556.0,262486.0,442091.0,75867.0,348976.0,209498.0,116667.0,152473.0,243132.0,526817.0,304271.0,75306.0,-1.0,59840.0,125000.0,307692.0,-1.0
2002,469840.0,457149.0,69244.0,96616.0,250000.0,351702.0,364574.0,367102.0,95238.0,91176.0,163636.0,311111.0,614997.0,59909.0,73397.0,330313.0,189632.0,200000.0,115240.0,92308.0,402727.0,275739.0,179034.0,230964.0,58407.0,-1.0,99200.0,39985.0,135294.0,140000.0,127765.0,106083.0,50398.0,37609.0,190425.0,412233.0,90148.0,27864.0,126087.0,126972.0,78898.0,-1.0,147208.0,139394.0,83680.0,640000.0,-1.0,120095.0,136594.0,141695.0,310621.0,-1.0,166253.0,-1.0,193333.0,442347.0,63998.0,277899.0,402727.0,212219.0,100313.0,95947.0,375551.0,108020.0,254608.0,218815.0,76638.0,181000.0,193939.0,103704.0,100000.0,207229.0,147500.0,193424.0,-1.0,35043.0,63893.0,179387.0,390000.0,242755.0,432866.0,90728.0,350002.0,209694.0,117836.0,135762.0,240689.0,584794.0,306667.0,61905.0,-1.0,62059.0,117276.0,457143.0,-1.0
2003,335606.0,453475.0,67647.0,151091.0,295000.0,372507.0,356241.0,372644.0,97561.0,111765.0,178571.0,322222.0,949634.0,60000.0,76081.0,333333.0,186623.0,200078.0,99151.0,92857.0,400394.0,218164.0,174724.0,362063.0,58356.0,-1.0,96154.0,40742.0,123148.0,140000.0,123750.0,101159.0,49859.0,37768.0,203229.0,415783.0,90092.0,27500.0,150000.0,128142.0,79300.0,-1.0,156249.0,141176.0,83738.0,598500.0,-1.0,119839.0,138047.0,141854.0,320000.0,-1.0,150736.0,-1.0,81429.0,571251.0,50000.0,241071.0,400394.0,212280.0,102778.0,98073.0,420318.0,108285.0,254603.0,233287.0,76406.0,192793.0,193468.0,103998.0,100000.0,173365.0,145556.0,159722.0,-1.0,35028.0,63893.0,141815.0,425719.0,323228.0,412977.0,114731.0,348984.0,221135.0,118750.0,123708.0,240622.0,718664.0,306782.0,64160.0,-1.0,64406.0,115972.0,441710.0,-1.0
2004,444444.0,441756.0,67184.0,130120.0,285000.0,374550.0,364819.0,366000.0,98810.0,150515.0,142368.0,290000.0,620992.0,59506.0,76855.0,356498.0,192147.0,199784.0,151267.0,93333.0,414478.0,303402.0,170913.0,327737.0,58376.0,113333.0,97222.0,41154.0,115625.0,150000.0,162520.0,111137.0,49141.0,37846.0,206382.0,407037.0,90000.0,28624.0,148206.0,128442.0,79701.0,-1.0,158481.0,156667.0,83348.0,598500.0,125000.0,109280.0,141384.0,142006.0,330000.0,-1.0,128336.0,-1.0,157746.0,511630.0,50000.0,259594.0,414478.0,198602.0,105000.0,97004.0,379359.0,126501.0,254611.0,236054.0,76417.0,196678.0,195276.0,104209.0,100000.0,148672.0,152559.0,194915.0,-1.0,34963.0,63913.0,132849.0,430000.0,323171.0,424932.0,120610.0,350006.0,213840.0,120000.0,126488.0,237430.0,721312.0,312500.0,75223.0,-1.0,69680.0,114500.0,392909.0,-1.0
2005,265028.0,412135.0,61538.0,136424.0,267500.0,371028.0,363348.0,378692.0,97619.0,188889.0,142368.0,53000.0,928611.0,59220.0,77625.0,357324.0,187174.0,200000.0,96520.0,93750.0,379365.0,259200.0,173840.0,364552.0,58263.0,138235.0,97436.0,41569.0,119469.0,150000.0,130919.0,111141.0,47898.0,37844.0,207288.0,395985.0,89503.0,29148.0,149480.0,127554.0,81081.0,-1.0,164835.0,148485.0,83660.0,598500.0,125000.0,111860.0,153654.0,239768.0,330097.0,80000.0,102791.0,-1.0,155618.0,587122.0,52147.0,234763.0,379365.0,202178.0,107005.0,96636.0,339433.0,126982.0,254611.0,222312.0,76395.0,202152.0,191517.0,104768.0,100000.0,145000.0,154457.0,230000.0,-1.0,36667.0,63937.0,180370.0,538658.0,323460.0,361705.0,129834.0,349989.0,213358.0,118421.0,138937.0,235823.0,506977.0,307906.0,79660.0,-1.0,66667.0,111111.0,356072.0,-1.0
2006,276308.0,449103.0,74286.0,141980.0,250000.0,383070.0,368159.0,342625.0,97674.0,190476.0,142368.0,54167.0,668187.0,60000.0,86667.0,361124.0,168877.0,191429.0,112660.0,91429.0,308622.0,255685.0,180267.0,315568.0,58757.0,123333.0,101089.0,41154.0,118022.0,166667.0,97121.0,115262.0,47325.0,37841.0,215491.0,399914.0,89231.0,27500.0,134400.0,125000.0,80160.0,-1.0,167425.0,149254.0,84211.0,858321.0,144444.0,113591.0,166724.0,228658.0,282375.0,110000.0,91599.0,-1.0,157868.0,596535.0,51953.0,242630.0,308622.0,190275.0,108942.0,103380.0,303202.0,148436.0,254586.0,267508.0,76496.0,209653.0,188235.0,105000.0,100000.0,145628.0,153228.0,158333.0,-1.0,35714.0,63967.0,177966.0,544444.0,312000.0,428758.0,128919.0,349966.0,222987.0,111881.0,136572.0,255620.0,415042.0,306667.0,80000.0,-1.0,60000.0,115385.0,304348.0,-1.0
2007,300655.0,419285.0,81395.0,186557.0,225000.0,372641.0,373571.0,332000.0,98837.0,204167.0,142368.0,51609.0,736175.0,58017.0,78520.0,362441.0,176101.0,200000.0,87349.0,91892.0,320865.0,241713.0,185419.0,313627.0,59444.0,122500.0,97826.0,41538.0,110400.0,157143.0,82214.0,111506.0,46852.0,37839.0,208205.0,397198.0,88882.0,26923.0,150000.0,120000.0,80181.0,-1.0,164562.0,150000.0,85714.0,549410.0,120000.0,115553.0,148407.0,370038.0,268430.0,105000.0,135322.0,-1.0,157944.0,545976.0,50000.0,237443.0,320865.0,196183.0,110766.0,97290.0,301754.0,140460.0,256260.0,298074.0,76596.0,207754.0,183333.0,105000.0,100000.0,146000.0,156552.0,230000.0,-1.0,36190.0,62500.0,177419.0,335018.0,309091.0,421618.0,128947.0,349996.0,224312.0,105515.0,129103.0,250867.0,507157.0,294600.0,88895.0,-1.0,59130.0,111721.0,314248.0,-1.0
2008,436152.0,425949.0,80000.0,132361.0,200000.0,389280.0,379279.0,346741.0,129165.0,223077.0,142368.0,352000.0,1004227.0,57060.0,78179.0,370886.0,183052.0,200000.0,92450.0,92851.0,324000.0,241673.0,182276.0,280395.0,58739.0,126000.0,102984.0,41132.0,116333.0,162500.0,117651.0,105202.0,46426.0,37836.0,216471.0,408052.0,88605.0,31553.0,120000.0,120000.0,81081.0,-1.0,174838.0,148571.0,85294.0,497949.0,138000.0,114513.0,181143.0,364724.0,289424.0,80000.0,104501.0,-1.0,157967.0,437775.0,48392.0,237081.0,324000.0,215067.0,112600.0,92813.0,313043.0,131938.0,254607.0,244658.0,75000.0,205882.0,186273.0,102500.0,124353.0,108427.0,155625.0,230000.0,-1.0,36364.0,64867.0,170481.0,324149.0,356474.0,420546.0,128831.0,428592.0,223637.0,95238.0,125905.0,233846.0,474419.0,284374.0,78261.0,-1.0,86852.0,99460.0,317351.0,-1.0
2009,266415.0,432563.0,68182.0,199492.0,250000.0,366673.0,373748.0,359985.0,121432.0,222222.0,141773.0,350924.0,1235585.0,55172.0,77827.0,367505.0,171852.0,200000.0,122997.0,367000.0,327339.0,244606.0,180089.0,327675.0,58506.0,110000.0,103885.0,41538.0,109000.0,137500.0,92462.0,103661.0,45806.0,37834.0,231010.0,408678.0,88335.0,33096.0,150000.0,138046.0,81282.0,-1.0,193425.0,152778.0,73529.0,486514.0,134694.0,119736.0,199776.0,365127.0,268247.0,140000.0,144396.0,-1.0,157967.0,523124.0,45980.0,232930.0,327339.0,214901.0,114409.0,87481.0,344828.0,145182.0,254616.0,209017.0,80000.0,205248.0,186243.0,104762.0,117778.0,108431.0,159643.0,233333.0,-1.0,36055.0,65734.0,172164.0,280974.0,375152.0,440588.0,139105.0,428581.0,207658.0,106667.0,128118.0,224255.0,516759.0,266667.0,80000.0,-1.0,50000.0,112981.0,312500.0,-1.0
2010,327909.0,465461.0,64339.0,162243.0,166667.0,376978.0,370511.0,412500.0,134317.0,228571.0,142274.0,348739.0,1158426.0,55000.0,76957.0,392857.0,167272.0,190476.0,103003.0,294147.0,362397.0,272109.0,184217.0,263266.0,58333.0,119469.0,92593.0,41736.0,117000.0,137500.0,96937.0,106915.0,45741.0,37831.0,233678.0,393019.0,88069.0,34717.0,212500.0,168577.0,80000.0,-1.0,195636.0,150700.0,80000.0,513941.0,134787.0,108213.0,217758.0,359917.0,313316.0,115907.0,179025.0,-1.0,174862.0,532401.0,43333.0,245938.0,362397.0,214330.0,116199.0,93791.0,323655.0,146393.0,254632.0,210691.0,82631.0,206224.0,186166.0,105099.0,127273.0,117128.0,150903.0,212580.0,-1.0,36128.0,66603.0,177857.0,374296.0,387597.0,422637.0,147267.0,571290.0,186136.0,100000.0,130954.0,225106.0,485441.0,263371.0,94615.0,-1.0,52632.0,121079.0,311765.0,-1.0
2011,195468.0,485681.0,63529.0,154947.0,190000.0,378588.0,384352.0,263158.0,153185.0,227586.0,121655.0,365854.0,1248987.0,55172.0,76958.0,365517.0,171170.0,195570.0,131479.0,318161.0,340102.0,265896.0,183891.0,289708.0,57253.0,120680.0,120370.0,41994.0,108000.0,137500.0,104789.0,85024.0,45841.0,37829.0,226635.0,394575.0,87805.0,36409.0,175000.0,198272.0,80952.0,-1.0,192107.0,150635.0,85714.0,548666.0,134167.0,107582.0,262215.0,348801.0,207299.0,114581.0,235763.0,-1.0,330514.0,795556.0,43333.0,184058.0,340102.0,207700.0,117976.0,43141.0,308772.0,145838.0,251609.0,250762.0,82337.0,209000.0,186093.0,104479.0,126047.0,113638.0,158989.0,211344.0,-1.0,36389.0,67470.0,177273.0,394452.0,492308.0,429536.0,157890.0,633882.0,179847.0,77758.0,128225.0,234034.0,441709.0,285059.0,95455.0,-1.0,561224.0,118656.0,319320.0,-1.0
2012,192324.0,478773.0,63529.0,136552.0,200000.0,388782.0,410222.0,228571.0,134095.0,230000.0,139444.0,333333.0,1048420.0,56667.0,76471.0,366667.0,189169.0,200000.0,162000.0,407143.0,385652.0,279062.0,184542.0,286410.0,55862.0,120913.0,120000.0,41788.0,97333.0,142969.0,100523.0,83781.0,45882.0,-1.0,229438.0,378797.0,86154.0,46512.0,176842.0,208871.0,79545.0,-1.0,198015.0,150000.0,88571.0,608487.0,133077.0,117311.0,275801.0,355019.0,240077.0,113536.0,373185.0,37500.0,271429.0,573578.0,36667.0,192025.0,385652.0,212644.0,120000.0,53246.0,300000.0,130218.0,248485.0,242124.0,79614.0,209000.0,186111.0,104440.0,137500.0,107349.0,147059.0,200000.0,-1.0,36501.0,69444.0,178605.0,425710.0,523077.0,429171.0,162821.0,593967.0,183786.0,51042.0,144932.0,232334.0,438784.0,281355.0,93617.0,45455.0,600000.0,77964.0,320000.0,-1.0
2013,192172.0,477553.0,63095.0,187971.0,189406.0,392986.0,404636.0,216667.0,128918.0,232934.0,133426.0,325000.0,1173830.0,55455.0,76471.0,266667.0,164114.0,196375.0,105232.0,352258.0,508391.0,269170.0,186957.0,261590.0,55172.0,120843.0,123636.0,41856.0,106500.0,146026.0,99606.0,84719.0,45676.0,-1.0,228817.0,443784.0,87325.0,39219.0,216000.0,197458.0,79766.0,-1.0,198052.0,150755.0,85762.0,596696.0,135385.0,109811.0,297138.0,365110.0,230957.0,115411.0,476086.0,35000.0,169109.0,534111.0,36000.0,211897.0,508391.0,203121.0,121518.0,94046.0,286667.0,131790.0,253750.0,242509.0,80118.0,209000.0,184877.0,104460.0,141667.0,120000.0,149619.0,200000.0,-1.0,36612.0,68750.0,181207.0,412042.0,489510.0,432267.0,167863.0,575070.0,185362.0,18299.0,128406.0,235094.0,436684.0,279093.0,70833.0,45000.0,618000.0,108779.0,322943.0,-1.0
