,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Croatia,United Kingdom,India,Armenia,Ethiopia,Brazil,Nepal,Austria,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Cyprus,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Germany,Belgium,Turkmenistan,Uruguay,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Kazakhstan,Chile,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1980,-1.0,250.0,-1.0,41.0,-1.0,-1,-1.0,269300.0,-1.0,-1.0,244.0,6500.0,-1.0,127.0,441800.0,196300.0,-1.0,19000.0,1600.0,-1.0,4700.0,-1.0,-1.0,716.0,10419.0,33000.0,3000.0,6264.0,-1.0,-1,-1.0,743000.0,-1.0,0.0,-1.0,-1,48373.0,11383.0,27207.0,-1.0,-1.0,4446.0,196000.0,44000.0,-1.0,0.0,34047.0,-1,80000.0,3457.0,-1.0,-1.0,1.0,9.0,-1.0,-1.0,-1,11057.0,-1.0,800.0,7419.0,30448.0,-1.0,28750.0,80000.0,-1.0,2500.0,3000.0,1300.0,5588.0
1981,-1.0,250.0,-1.0,118.0,-1.0,-1,-1.0,423000.0,-1.0,-1.0,24397.0,6500.0,-1.0,100.0,467000.0,185148.0,-1.0,18500.0,400.0,-1.0,3500.0,-1.0,-1.0,1375.0,9033.0,35000.0,3000.0,6508.0,-1.0,-1,-1.0,585000.0,-1.0,-1.0,-1.0,-1,21438.0,13670.0,25808.0,-1.0,-1.0,2702.0,195000.0,38400.0,-1.0,11.0,26840.0,-1,85000.0,3500.0,-1.0,-1.0,1.0,20.0,-1.0,-1.0,-1,10935.0,-1.0,800.0,6033.0,22000.0,-1.0,23535.0,85000.0,-1.0,2150.0,3000.0,1020.0,4955.0
1982,-1.0,250.0,-1.0,75.0,-1.0,-1,-1.0,482500.0,-1.0,-1.0,14007.0,8500.0,-1.0,12.0,751900.0,261070.0,-1.0,18000.0,300.0,-1.0,4000.0,-1.0,-1.0,642.0,5377.0,35000.0,3000.0,5904.0,-1.0,-1,-1.0,600000.0,-1.0,-1.0,-1.0,-1,11025.0,15053.0,36256.0,-1.0,-1.0,698.0,262000.0,43300.0,-1.0,-1.0,18175.0,-1,95000.0,3600.0,-1.0,-1.0,1.0,22.0,-1.0,-1.0,-1,7223.0,-1.0,800.0,2477.0,32000.0,-1.0,15124.0,95000.0,-1.0,1290.0,2900.0,620.0,6680.0
1983,-1.0,250.0,-1.0,67.0,-1.0,-1,-1.0,375400.0,-1.0,-1.0,15130.0,11500.0,-1.0,91.0,443900.0,175300.0,-1.0,17500.0,200.0,-1.0,4423.0,-1.0,-1.0,437.0,5203.0,40000.0,3000.0,5059.0,-1.0,-1,-1.0,730000.0,-1.0,-1.0,-1.0,-1,4695.0,14984.0,35522.0,-1.0,-1.0,1008.0,259000.0,22900.0,-1.0,-1.0,20557.0,-1,93000.0,3700.0,-1.0,-1.0,1.0,12.0,-1.0,-1.0,-1,7575.0,-1.0,890.0,4323.0,23000.0,-1.0,17033.0,93000.0,-1.0,1900.0,880.0,340.0,5997.0
1984,-1.0,250.0,-1.0,59.0,-1.0,-1,3000.0,444000.0,-1.0,-1.0,19847.0,17000.0,-1.0,50.0,693500.0,178400.0,-1.0,17000.0,300.0,-1.0,5742.0,-1.0,-1.0,1276.0,6298.0,40813.0,3000.0,4986.0,-1.0,-1,-1.0,660000.0,-1.0,-1.0,-1.0,-1,7400.0,12273.0,33877.0,-1.0,-1.0,708.0,225000.0,34600.0,16.0,2.0,36000.0,-1,95000.0,3800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,8329.0,-1.0,890.0,5698.0,25800.0,-1.0,18637.0,95000.0,-1.0,5000.0,600.0,300.0,8019.0
1985,-1.0,400.0,-1.0,-1.0,-1.0,-1,4000.0,389000.0,-1.0,-1.0,16706.0,13000.0,-1.0,154.0,897000.0,211000.0,-1.0,16500.0,300.0,-1.0,6510.0,-1.0,-1.0,969.0,12339.0,36906.0,3000.0,5170.0,-1.0,-1,-1.0,500000.0,-1.0,-1.0,-1.0,-1,8157.0,15154.0,38271.0,-1.0,-1.0,444.0,169000.0,35800.0,13.0,-1.0,21000.0,-1,108000.0,3800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,8939.0,-1.0,900.0,12089.0,40520.0,-1.0,18302.0,108000.0,-1.0,5000.0,250.0,380.0,8276.0
1986,-1.0,600.0,-1.0,-1.0,-1.0,-1,8000.0,376200.0,-1.0,-1.0,18395.0,20000.0,-1.0,50.0,1026300.0,293000.0,-1.0,16000.0,300.0,-1.0,4810.0,-1.0,-1.0,673.0,7391.0,37208.0,3000.0,5622.0,-1.0,-1,-1.0,460000.0,-1.0,-1.0,-1.0,-1,6807.0,11593.0,36053.0,-1.0,-1.0,430.0,199000.0,38700.0,13.0,10.0,30000.0,-1,128000.0,3900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,15129.0,-1.0,900.0,7141.0,27060.0,-1.0,15529.0,128000.0,-1.0,4000.0,250.0,462.0,6188.0
1987,-1.0,700.0,-1.0,-1.0,-1.0,-1,11000.0,316600.0,-1.0,-1.0,11902.0,20000.0,-1.0,60.0,729000.0,189000.0,-1.0,15500.0,300.0,-1.0,6000.0,-1.0,-1.0,664.0,7981.0,42547.0,1031.0,5340.0,-1.0,-1,-1.0,622000.0,-1.0,-1.0,-1.0,-1,5630.0,9580.0,29000.0,-1.0,-1.0,147.0,228000.0,49700.0,11.0,-1.0,24000.0,-1,444179.0,4000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,20099.0,-1.0,900.0,7781.0,33610.0,-1.0,11288.0,444179.0,-1.0,4000.0,200.0,286.0,6688.0
1988,-1.0,800.0,-1.0,-1.0,-1.0,-1,29000.0,393300.0,-1.0,-1.0,17000.0,20000.0,-1.0,70.0,372900.0,41000.0,-1.0,15000.0,310.0,-1.0,5000.0,-1.0,-1.0,513.0,3200.0,43216.0,1817.0,4624.0,-1.0,-1,-1.0,535000.0,-1.0,-1.0,-1.0,-1,2915.0,12371.0,23027.0,-1.0,-1.0,6.0,220000.0,48900.0,10.0,-1.0,29000.0,-1,521718.0,4100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,10551.0,-1.0,900.0,3000.0,37890.0,-1.0,11878.0,521718.0,-1.0,3350.0,200.0,320.0,7880.0
1989,-1.0,900.0,-1.0,-1.0,-1.0,-1,34000.0,360800.0,-1.0,-1.0,19000.0,16500.0,-1.0,60.0,497900.0,30860.0,-1.0,14500.0,320.0,-1.0,7000.0,-1.0,-1.0,517.0,3766.0,46791.0,3000.0,4779.0,-1.0,-1,-1.0,416000.0,-1.0,-1.0,-1.0,-1,5000.0,15671.0,18920.0,-1.0,-1.0,258.0,227000.0,48900.0,15.0,-1.0,28000.0,-1,399630.0,4200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,11009.0,-1.0,900.0,3466.0,31413.0,-1.0,12413.0,399630.0,-1.0,2700.0,300.0,390.0,8155.0
1990,-1.0,1000.0,-1.0,0.0,-1.0,-1,70000.0,325600.0,-1.0,-1.0,20000.0,14000.0,-1.0,80.0,889000.0,96800.0,-1.0,14000.0,350.0,0.0,9300.0,0.0,-1.0,858.0,2034.0,48085.0,700.0,4465.0,0.0,-1,-1.0,514200.0,-1.0,4000.0,-1.0,-1,3382.0,16387.0,33997.0,0.0,-1.0,396.0,197000.0,28000.0,7.0,14.0,21000.0,-1,535122.0,4300.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,9827.0,-1.0,1100.0,1750.0,36410.0,-1.0,10845.0,535122.0,-1.0,1570.0,284.0,480.0,8792.0
1991,-1.0,1100.0,-1.0,0.0,-1.0,-1,160900.0,332000.0,-1.0,-1.0,20000.0,11800.0,-1.0,90.0,635000.0,157480.0,-1.0,13500.0,250.0,0.0,11800.0,0.0,-1.0,533.0,4502.0,54540.0,243.0,4126.0,0.0,-1,-1.0,456800.0,-1.0,12000.0,-1.0,-1,6002.0,13477.0,34000.0,0.0,-1.0,24.0,140000.0,22800.0,9.0,583.0,28000.0,-1,510000.0,4400.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,12852.0,-1.0,949.0,4102.0,26655.0,-1.0,4852.0,510000.0,-1.0,1440.0,400.0,1104.0,7450.0
1992,200.0,900.0,-1.0,0.0,23800.0,-1,225000.0,292000.0,60.0,-1.0,20000.0,10372.0,-1.0,695.0,337000.0,83500.0,-1.0,14065.0,300.0,0.0,4437.0,0.0,-1.0,61.0,5851.0,49480.0,250.0,4365.0,0.0,-1,-1.0,342900.0,49662.0,70000.0,-1.0,-1,6000.0,5600.0,35000.0,0.0,-1.0,20.0,-1.0,17900.0,31.0,0.0,21000.0,-1,500000.0,4135.0,1700.0,620.0,-1.0,0.0,-1.0,-1.0,-1,4714.0,10800.0,955.0,5351.0,18795.0,3100.0,1967.0,500000.0,50000.0,758.0,500.0,1010.0,5428.0
1993,167.0,956.0,-1.0,0.0,22700.0,-1,193000.0,278000.0,-1.0,35000.0,12000.0,9400.0,-1.0,304.0,627400.0,88400.0,-1.0,16136.0,310.0,0.0,6000.0,-1.0,350.0,0.0,4451.0,49115.0,375.0,4102.0,-1.0,-1,-1.0,176500.0,34000.0,30000.0,-1.0,-1,2400.0,-1.0,-1.0,-1.0,-1.0,28.0,-1.0,28000.0,30.0,0.0,22000.0,-1,440000.0,4500.0,1500.0,100.0,-1.0,-1.0,3113.0,4020.0,-1,1198.0,3900.0,962.0,3851.0,22210.0,1200.0,1987.0,440000.0,58000.0,488.0,600.0,825.0,7467.0
1994,151.0,953.0,-1.0,0.0,23100.0,-1,94000.0,330000.0,-1.0,45000.0,11000.0,9705.0,-1.0,313.0,960100.0,74200.0,-1.0,13905.0,300.0,0.0,7000.0,-1.0,670.0,0.0,9500.0,48320.0,392.0,3901.0,-1.0,-1,-1.0,112560.0,22000.0,27000.0,-1.0,-1,2125.0,-1.0,-1.0,-1.0,-1.0,80.0,-1.0,6500.0,18.0,22.0,23000.0,-1,511400.0,4700.0,1300.0,300.0,-1.0,-1.0,2601.0,2677.0,-1,2200.0,2300.0,968.0,8800.0,31140.0,3500.0,3393.0,511400.0,54100.0,650.0,700.0,832.0,8997.0
1995,200.0,948.0,-1.0,0.0,28900.0,-1,81000.0,322600.0,-1.0,56838.0,8000.0,10400.0,-1.0,1219.0,1105000.0,56160.0,-1.0,13510.0,289.0,0.0,6000.0,-1.0,500.0,10.0,6700.0,48655.0,415.0,4151.0,-1.0,-1,-1.0,152182.0,25000.0,46000.0,-1.0,-1,1211.0,-1.0,-1.0,5400.0,-1.0,60.0,-1.0,4744.0,24.0,6963.0,22514.0,-1,363846.0,4485.0,900.0,400.0,-1.0,-1.0,3326.0,2700.0,-1,1300.0,1800.0,974.0,5900.0,32756.0,6500.0,6193.0,363846.0,68690.0,390.0,800.0,4412.0,10900.0
1996,36.0,949.0,-1.0,0.0,22800.0,-1,87000.0,291900.0,-1.0,121999.0,7000.0,8500.0,-1.0,2027.0,851000.0,40690.0,-1.0,13144.0,290.0,0.0,5700.0,-1.0,621.0,1.0,16018.0,46000.0,383.0,4609.0,-1.0,-1,-1.0,152660.0,10000.0,74000.0,-1.0,-1,3000.0,-1.0,-1.0,9900.0,-1.0,40.0,-1.0,4517.0,29.0,7000.0,23000.0,-1,553364.0,4509.0,500.0,400.0,-1.0,-1.0,1668.0,2800.0,-1,866.0,900.0,980.0,15100.0,28464.0,3200.0,2690.0,553364.0,58990.0,228.0,918.0,1200.0,11880.0
1997,98.0,946.0,-1.0,191.0,14300.0,-1,106000.0,308600.0,-1.0,66346.0,7000.0,8004.0,-1.0,3037.0,895400.0,61470.0,-1.0,12954.0,300.0,0.0,4600.0,-1.0,400.0,2.0,8000.0,50195.0,188.0,4591.0,-1.0,-1,-1.0,71707.0,5000.0,116000.0,-1.0,-1,3000.0,-1.0,-1.0,12200.0,-1.0,20.0,-1.0,4758.0,30.0,7900.0,24000.0,-1,393202.0,4539.0,1000.0,360.0,-1.0,-1.0,1620.0,2800.0,-1,424.0,700.0,986.0,7000.0,31395.0,2900.0,1593.0,393202.0,23400.0,228.0,1000.0,2000.0,12406.0
1998,21.0,944.0,-1.0,390.0,12000.0,-1,143000.0,237400.0,-1.0,44023.0,6000.0,7000.0,-1.0,1645.0,1080900.0,170400.0,-1.0,10899.0,310.0,0.0,3200.0,-1.0,350.0,18.0,9800.0,50425.0,558.0,4531.0,-1.0,-1,-1.0,75148.0,5000.0,194000.0,-1.0,-1,2000.0,-1.0,-1.0,6400.0,-1.0,24.0,-1.0,3019.0,32.0,30228.0,27000.0,-1,523429.0,4571.0,500.0,700.0,-1.0,-1.0,700.0,2103.0,-1,1185.0,780.0,972.0,8800.0,28402.0,2700.0,1111.0,523429.0,33540.0,185.0,1000.0,2000.0,10174.0
1999,59.0,942.0,-1.0,464.0,12600.0,-1,302000.0,264900.0,-1.0,35278.0,6000.0,6500.0,-1.0,5066.0,935000.0,200150.0,-1.0,10205.0,300.0,0.0,4600.0,-1.0,305.0,30.0,11000.0,46000.0,400.0,4940.0,-1.0,-1,-1.0,85673.0,4000.0,160000.0,-1.0,-1,3000.0,-1.0,-1.0,32500.0,-1.0,65.0,-1.0,2800.0,32.0,24000.0,30000.0,-1,404000.0,4602.0,1000.0,580.0,-1.0,-1.0,3590.0,7642.0,-1,1800.0,1200.0,978.0,10000.0,33923.0,3700.0,1314.0,404000.0,23700.0,227.0,1000.0,2000.0,12420.0
