,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Croatia,United Kingdom,India,Armenia,Ethiopia,Brazil,Nepal,Austria,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Cyprus,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Germany,Belgium,Turkmenistan,Uruguay,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Kazakhstan,Chile,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1961,-1.0,450.0,-1.0,-1.0,-1.0,-1,-1.0,398000.0,-1.0,-1.0,27771.0,6000.0,-1.0,1657.0,367800.0,563340.0,162.0,17000.0,4848.0,91.0,19161.0,3340.0,-1.0,3330.0,18381.0,10160.0,7000.0,3050.0,4000.0,-1,-1.0,750000.0,-1.0,8715.0,-1.0,-1,66869.0,13464.0,51000.0,3140.0,-1.0,14966.0,440000.0,12000.0,-1.0,4933.0,11617.0,-1,20000.0,2000.0,-1.0,-1.0,840.0,80.0,-1.0,-1.0,-1,4982.0,-1.0,6000.0,12791.0,46100.0,-1.0,61000.0,20000.0,-1.0,18000.0,5590.0,5850.0,17319.0
1962,-1.0,730.0,-1.0,-1.0,-1.0,-1,-1.0,463000.0,-1.0,-1.0,43620.0,6500.0,-1.0,679.0,408067.0,818670.0,129.0,18000.0,6600.0,102.0,26625.0,3490.0,-1.0,1900.0,34106.0,10160.0,7000.0,2030.0,5000.0,-1,-1.0,818000.0,-1.0,10062.0,-1.0,-1,95759.0,14474.0,52000.0,2530.0,-1.0,14955.0,480000.0,11700.0,-1.0,5584.0,11083.0,-1,22000.0,2000.0,-1.0,-1.0,500.0,70.0,-1.0,-1.0,-1,3397.0,-1.0,5600.0,26130.0,50674.0,-1.0,65000.0,22000.0,-1.0,19000.0,7976.0,5090.0,21242.0
1963,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,430000.0,-1.0,-1.0,20374.0,7000.0,-1.0,476.0,536368.0,788470.0,98.0,18000.0,6200.0,108.0,23002.0,2950.0,-1.0,2426.0,41041.0,11176.0,7000.0,4060.0,5000.0,-1,-1.0,838600.0,-1.0,6681.0,-1.0,-1,84443.0,15008.0,53000.0,2440.0,-1.0,13699.0,420000.0,18000.0,-1.0,4151.0,10740.0,-1,23000.0,2000.0,-1.0,-1.0,370.0,70.0,-1.0,-1.0,-1,5902.0,-1.0,4300.0,29990.0,53435.0,-1.0,61000.0,23000.0,-1.0,18000.0,11051.0,4700.0,20352.0
1964,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,378700.0,-1.0,-1.0,53707.0,7000.0,-1.0,431.0,515767.0,619810.0,76.0,18000.0,6820.0,81.0,35491.0,1650.0,-1.0,3503.0,58423.0,9144.0,7000.0,3050.0,6000.0,-1,-1.0,771000.0,-1.0,4423.0,-1.0,-1,62079.0,18140.0,54100.0,3020.0,-1.0,14095.0,400000.0,23800.0,-1.0,1724.0,14095.0,-1,24000.0,1500.0,-1.0,-1.0,390.0,92.0,-1.0,-1.0,-1,3928.0,-1.0,3500.0,47348.0,50098.0,-1.0,55000.0,24000.0,-1.0,17500.0,11075.0,4450.0,25082.0
1965,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,494000.0,-1.0,-1.0,42144.0,7500.0,-1.0,248.0,741100.0,899250.0,56.0,19000.0,12136.0,51.0,22119.0,2040.0,-1.0,2801.0,12374.0,9144.0,7000.0,4060.0,7000.0,-1,-1.0,815000.0,-1.0,6361.0,-1.0,-1,71315.0,12764.0,55400.0,2070.0,-1.0,16652.0,449000.0,34943.0,-1.0,1022.0,10279.0,-1,25000.0,2100.0,-1.0,-1.0,300.0,105.0,-1.0,-1.0,-1,7631.0,-1.0,3500.0,6161.0,27799.0,-1.0,77000.0,25000.0,-1.0,14000.0,6213.0,3930.0,16282.0
1966,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,331000.0,-1.0,-1.0,36446.0,8000.0,-1.0,175.0,559330.0,594129.0,38.0,20000.0,12120.0,41.0,19500.0,650.0,-1.0,5002.0,18472.0,9100.0,7000.0,3050.0,5000.0,-1,-1.0,570000.0,-1.0,6424.0,-1.0,-1,38062.0,9469.0,55400.0,150.0,-1.0,17391.0,607000.0,37600.0,-1.0,2480.0,8990.0,-1,25000.0,2200.0,-1.0,-1.0,200.0,99.0,-1.0,-1.0,-1,9226.0,-1.0,1370.0,13965.0,39084.0,-1.0,72000.0,25000.0,-1.0,11000.0,4507.0,3080.0,13427.0
1967,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,259900.0,-1.0,-1.0,28342.0,8500.0,-1.0,127.0,238211.0,508934.0,43.0,20000.0,12670.0,51.0,11358.0,380.0,-1.0,5448.0,17350.0,9100.0,4000.0,3050.0,1600.0,-1,-1.0,577000.0,-1.0,6783.0,-1.0,-1,40403.0,13215.0,56500.0,-1.0,-1.0,14470.0,519000.0,39400.0,-1.0,2990.0,9219.0,-1,26000.0,2100.0,-1.0,-1.0,100.0,128.0,-1.0,-1.0,-1,13825.0,-1.0,1400.0,10650.0,33276.0,-1.0,73000.0,26000.0,-1.0,12000.0,6700.0,3290.0,9390.0
1968,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,438000.0,-1.0,-1.0,28233.0,9000.0,-1.0,31.0,499536.0,685395.0,14.0,20500.0,11939.0,30.0,10104.0,200.0,-1.0,2952.0,25578.0,7100.0,5000.0,4060.0,2645.0,-1,-1.0,585000.0,-1.0,4730.0,-1.0,-1,26838.0,13750.0,58200.0,-1.0,-1.0,11772.0,485000.0,30245.0,-1.0,3504.0,15000.0,-1,28000.0,1530.0,-1.0,-1.0,220.0,122.0,-1.0,-1.0,-1,10139.0,-1.0,760.0,19809.0,17376.0,-1.0,65000.0,28000.0,-1.0,12000.0,5769.0,1220.0,9067.0
1969,-1.0,240.0,-1.0,4.0,-1.0,-1,-1.0,329200.0,-1.0,-1.0,30730.0,9500.0,-1.0,165.0,712447.0,887232.0,13.0,21000.0,11511.0,-1.0,12115.0,0.0,-1.0,2775.0,46839.0,7100.0,6000.0,3050.0,2850.0,-1,-1.0,510000.0,-1.0,4965.0,-1.0,-1,56458.0,19003.0,60100.0,-1.0,-1.0,12266.0,451000.0,37487.0,-1.0,657.0,17000.0,-1,30000.0,1650.0,-1.0,-1.0,100.0,115.0,-1.0,-1.0,-1,12874.0,-1.0,660.0,36678.0,27479.0,-1.0,57000.0,30000.0,-1.0,12000.0,10161.0,1091.0,10282.0
1970,-1.0,240.0,-1.0,47.0,-1.0,-1,-1.0,469300.0,-1.0,-1.0,22370.0,10000.0,-1.0,196.0,1218384.0,747196.0,10.0,20000.0,14190.0,-1.0,7000.0,-1.0,-1.0,3115.0,42785.0,7100.0,6000.0,3050.0,8300.0,-1,-1.0,775000.0,-1.0,4513.0,-1.0,-1,89551.0,12131.0,62100.0,-1.0,-1.0,40266.0,471000.0,42294.0,-1.0,206.0,10000.0,-1,32000.0,880.0,-1.0,-1.0,100.0,52.0,-1.0,-1.0,-1,13928.0,-1.0,1000.0,30785.0,23978.0,-1.0,65000.0,32000.0,-1.0,6700.0,12000.0,920.0,4913.0
1971,-1.0,240.0,-1.0,22.0,-1.0,-1,-1.0,473800.0,-1.0,-1.0,15201.0,11000.0,-1.0,115.0,568652.0,462247.0,8.0,16000.0,6068.0,102.0,10000.0,-1.0,-1.0,3752.0,22229.0,7500.0,3000.0,3383.0,2360.0,-1,-1.0,800000.0,-1.0,4917.0,-1.0,-1,41933.0,14086.0,64400.0,-1.0,-1.0,40369.0,464000.0,58000.0,-1.0,141.0,11000.0,-1,34000.0,900.0,-1.0,-1.0,100.0,70.0,-1.0,-1.0,-1,32309.0,-1.0,1000.0,10229.0,21290.0,-1.0,75000.0,34000.0,-1.0,7000.0,12000.0,994.0,8844.0
1972,-1.0,240.0,-1.0,28.0,-1.0,-1,-1.0,529500.0,-1.0,-1.0,10091.0,11500.0,-1.0,54.0,447489.0,352642.0,6.0,19400.0,3775.0,81.0,7000.0,-1.0,-1.0,2442.0,22688.0,9000.0,3000.0,4129.0,8790.0,-1,-1.0,315600.0,-1.0,3729.0,-1.0,-1,42512.0,10618.0,66800.0,-1.0,-1.0,10177.0,413000.0,50700.0,-1.0,921.0,17000.0,-1,36000.0,2500.0,-1.0,-1.0,30.0,93.0,-1.0,-1.0,-1,22049.0,-1.0,1000.0,10688.0,19510.0,-1.0,64000.0,36000.0,-1.0,6000.0,12000.0,1700.0,5797.0
1973,-1.0,240.0,-1.0,30.0,-1.0,-1,-1.0,428100.0,-1.0,-1.0,12590.0,11000.0,-1.0,61.0,492779.0,416780.0,-1.0,21700.0,936.0,-1.0,5946.0,-1.0,-1.0,1982.0,26324.0,14000.0,3000.0,5000.0,1360.0,-1,-1.0,330000.0,-1.0,1668.0,-1.0,-1,29482.0,13613.0,46300.0,-1.0,-1.0,15079.0,407000.0,44600.0,-1.0,847.0,20000.0,-1,37000.0,2300.0,-1.0,-1.0,30.0,77.0,-1.0,-1.0,-1,17111.0,-1.0,1000.0,14324.0,19540.0,-1.0,51000.0,37000.0,-1.0,5690.0,12000.0,1102.0,5118.0
1974,-1.0,240.0,-1.0,31.0,-1.0,-1,-1.0,503900.0,-1.0,-1.0,7653.0,11000.0,-1.0,146.0,350534.0,357722.0,-1.0,22800.0,850.0,-1.0,9604.0,-1.0,-1.0,1717.0,39249.0,18000.0,3000.0,5146.0,2860.0,-1,-1.0,297000.0,-1.0,869.0,-1.0,-1,26272.0,10478.0,18890.0,-1.0,-1.0,6830.0,298000.0,39500.0,-1.0,836.0,23000.0,-1,37000.0,1376.0,-1.0,-1.0,40.0,72.0,-1.0,-1.0,-1,19523.0,-1.0,1000.0,33049.0,22600.0,-1.0,40000.0,37000.0,-1.0,7500.0,6200.0,1230.0,7074.0
1975,-1.0,250.0,-1.0,44.0,-1.0,-1,-1.0,563800.0,-1.0,-1.0,5099.0,9000.0,-1.0,146.0,444518.0,395062.0,-1.0,22800.0,1300.0,-1.0,4613.0,-1.0,-1.0,1669.0,26072.0,23000.0,3000.0,4386.0,1780.0,-1,-1.0,380700.0,-1.0,854.0,-1.0,-1,39292.0,11021.0,30930.0,-1.0,-1.0,27302.0,347000.0,44800.0,-1.0,1163.0,27000.0,-1,38000.0,2168.0,-1.0,-1.0,20.0,24.0,-1.0,-1.0,-1,18188.0,-1.0,1000.0,12172.0,42000.0,-1.0,36548.0,38000.0,-1.0,7700.0,13900.0,1760.0,6321.0
1976,-1.0,250.0,-1.0,36.0,-1.0,-1,-1.0,597800.0,-1.0,-1.0,5251.0,9000.0,-1.0,110.0,276871.0,192540.0,-1.0,22000.0,703.0,-1.0,5000.0,-1.0,-1.0,1344.0,26259.0,25000.0,3000.0,4458.0,350.0,-1,-1.0,377000.0,-1.0,608.0,-1.0,-1,61651.0,10118.0,18480.0,-1.0,-1.0,13264.0,337000.0,50300.0,-1.0,1364.0,24178.0,-1,40000.0,1777.0,-1.0,-1.0,10.0,10.0,-1.0,-1.0,-1,17111.0,-1.0,1000.0,16439.0,35000.0,-1.0,48549.0,40000.0,-1.0,6900.0,9820.0,4020.0,7758.0
1977,-1.0,250.0,-1.0,31.0,-1.0,-1,-1.0,418800.0,-1.0,-1.0,7055.0,8500.0,-1.0,36.0,652800.0,362726.0,-1.0,20500.0,152.0,-1.0,7000.0,-1.0,-1.0,702.0,36692.0,28000.0,3000.0,4360.0,150.0,-1,-1.0,695000.0,-1.0,206.0,-1.0,-1,46398.0,14894.0,15240.0,-1.0,-1.0,19966.0,290000.0,41700.0,-1.0,984.0,29569.0,-1,40000.0,2958.0,-1.0,-1.0,22.0,10.0,-1.0,-1.0,-1,9486.0,-1.0,800.0,27892.0,43032.0,-1.0,37943.0,40000.0,-1.0,6000.0,8800.0,5860.0,7290.0
1978,-1.0,250.0,-1.0,27.0,-1.0,-1,-1.0,526800.0,-1.0,-1.0,5495.0,8500.0,-1.0,30.0,571523.0,218804.0,-1.0,20000.0,854.0,-1.0,7000.0,-1.0,-1.0,1007.0,24090.0,31000.0,3000.0,5603.0,0.0,-1,-1.0,920000.0,-1.0,45.0,-1.0,-1,39833.0,15982.0,18110.0,-1.0,-1.0,14504.0,250000.0,61400.0,-1.0,1100.0,31183.0,-1,50000.0,3731.0,-1.0,-1.0,5.0,9.0,-1.0,-1.0,-1,12410.0,-1.0,800.0,12890.0,32344.0,-1.0,51430.0,50000.0,-1.0,2900.0,11200.0,1890.0,7095.0
1979,-1.0,250.0,-1.0,31.0,-1.0,-1,-1.0,535100.0,-1.0,-1.0,13229.0,7000.0,-1.0,40.0,815372.0,305168.0,-1.0,19500.0,2000.0,-1.0,4300.0,-1.0,-1.0,497.0,21353.0,33000.0,3000.0,6655.0,0.0,-1,-1.0,600000.0,-1.0,159.0,-1.0,-1,31212.0,14774.0,21183.0,-1.0,-1.0,6051.0,254000.0,47400.0,-1.0,543.0,34476.0,-1,70000.0,2909.0,-1.0,-1.0,2.0,6.0,-1.0,-1.0,-1,8639.0,-1.0,800.0,14353.0,35692.0,-1.0,35317.0,70000.0,-1.0,3350.0,7000.0,1130.0,5976.0
