,USSR,France,Bahrain,Fiji,Australia,Panama,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Guyana,United States of America,Romania,Serbia,Zambia,Nigeria,Botswana,Somalia,Mali,Tunisia,Albania,Brazil,Mozambique,Niger,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Canada,Colombia,Spain,Tajikistan,Bahamas,Malta,Jamaica,Cabo Verde,Indonesia,Poland,Chad,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Egypt,New Zealand,Sudan,India,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Switzerland,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Sri Lanka,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Austria,Bermuda,Bhutan,Turkmenistan,Philippines,Iraq,Libya,Yemen,United Republic of Tanzania,Belgium,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Uganda,Benin,Sweden,Montserrat,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Belarus,Denmark,Argentina,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Serbia and Montenegro,Bosnia and Herzegovina,Barbados,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Myanmar,Brunei Darussalam,Latvia,Ukraine,Kuwait,South Africa,Guadeloupe,Ireland,Guam,Venezuela (Bolivarian Republic of),Mongolia,Croatia,Bulgaria,Montenegro,Occupied Palestinian Territory
1961,800000.0,240100.0,300.0,,59259.0,1600.0,102600.0,,4910.0,,1219.0,-1.0,1072014.0,153100.0,,9000.0,350000.0,600.0,-1.0,3190.0,10000.0,-1.0,192639.0,803.0,25985.0,59259.0,12000.0,,4500.0,100680.0,70069.0,120000.0,826600.0,,500.0,2537.0,36.0,500.0,180000.0,207900.0,10000.0,410000.0,3.0,24600.0,18000.0,,,,74672.0,103500.0,2000.0,27676.0,543000.0,-1.0,,1200000.0,-1.0,25000.0,12900.0,36283.0,63952.0,137000.0,-1.0,100000.0,,25000.0,4200000.0,1500.0,2845.0,36593.0,57660.0,-1.0,,561.0,215424.0,9000.0,,-1.0,6000.0,14994.0,48.0,-1.0,,17884.0,35934.0,4000.0,,13000.0,,,,1821.0,136500.0,369500.0,,5000.0,71086.0,8950.0,180.0,15500.0,10.0,,4209079.0,10900.0,,,10000.0,28000.0,7250.0,123090.0,1404.0,13006.0,822.0,,6300.0,62900.0,9079.0,27750.0,-1.0,643600.0,1.0,,15200.0,182500.0,41300.0,-1.0,15000.0,,47449.0,,600.0,3500.0,5000.0,80000.0,,,60.0,,20.0,88000.0,26200.0,8900.0,46930.0,,,,200.0,66000.0,,7000.0,20.0,23271.0,-1.0,,72597.0,,-1.0
1962,498300.0,223740.0,300.0,,59259.0,1500.0,109700.0,,5499.0,,1524.0,-1.0,1170852.0,164200.0,,10000.0,350000.0,600.0,-1.0,3260.0,9800.0,-1.0,226620.0,1000.0,23987.0,59259.0,12500.0,,4600.0,127528.0,102401.0,125000.0,811000.0,,600.0,2537.0,36.0,500.0,190000.0,175100.0,10000.0,430000.0,3.0,18870.0,18000.0,,,,94470.0,106807.0,2050.0,21842.0,600662.0,-1.0,,1230000.0,-1.0,41000.0,13300.0,38887.0,83761.0,144000.0,-1.0,100000.0,,25808.0,4110000.0,2500.0,2743.0,38386.0,68760.0,-1.0,,705.0,209494.0,9200.0,,-1.0,13984.0,16411.0,38.0,-1.0,,19990.0,48795.0,5000.0,,14000.0,,,,1916.0,130600.0,395400.0,,5000.0,67975.0,7000.0,204.0,13800.0,10.0,,4118034.0,7700.0,,,5590.0,47000.0,9000.0,111270.0,1441.0,13000.0,1524.0,,6500.0,63000.0,8034.0,27650.0,-1.0,718200.0,1.0,,16300.0,194100.0,49700.0,-1.0,15000.0,,56188.0,,900.0,4000.0,5200.0,85000.0,,,80.0,,28.0,74400.0,26400.0,11000.0,69293.0,,,,300.0,74000.0,,7000.0,28.0,19379.0,-1.0,,63385.0,,-1.0
1963,473300.0,230900.0,350.0,,69314.0,1700.0,130000.0,,6311.0,,2840.0,-1.0,1170715.0,235900.0,,11000.0,350000.0,600.0,-1.0,3330.0,8300.0,-1.0,194754.0,1000.0,23476.0,69314.0,13000.0,,5000.0,150626.0,114243.0,130000.0,873800.0,,700.0,3142.0,5.0,700.0,200000.0,272400.0,10000.0,500000.0,5.0,19680.0,19000.0,,,,103546.0,149029.0,2100.0,14793.0,694705.0,-1.0,,1260000.0,-1.0,33000.0,14400.0,36096.0,96030.0,202000.0,-1.0,120000.0,,24000.0,3670000.0,2000.0,2540.0,29216.0,90720.0,-1.0,,1505.0,193311.0,9800.0,,-1.0,11578.0,23941.0,60.0,-1.0,,15200.0,52110.0,2500.0,,14078.0,,,,2099.0,140300.0,427500.0,,5000.0,70381.0,7500.0,288.0,14900.0,10.0,,3689960.0,7600.0,,,8750.0,35200.0,9435.0,140100.0,1324.0,13000.0,1393.0,,6700.0,63000.0,19960.0,29050.0,-1.0,621500.0,1.0,,17863.0,207100.0,36600.0,-1.0,15000.0,,73358.0,,801.0,3900.0,5300.0,90000.0,,,90.0,,21.0,95400.0,26400.0,13600.0,96435.0,,,,300.0,76000.0,,8000.0,21.0,21828.0,-1.0,,60737.0,,-1.0
1964,499200.0,208840.0,350.0,,60229.0,1700.0,156500.0,,6574.0,,784.0,-1.0,1147220.0,248300.0,,11000.0,350000.0,635.0,-1.0,3400.0,10000.0,-1.0,241119.0,1000.0,23500.0,60229.0,13000.0,,4700.0,131508.0,94842.0,140000.0,772430.0,,800.0,3027.0,17.0,700.0,210000.0,340200.0,10000.0,510000.0,8.0,29800.0,20000.0,,,,111171.0,144908.0,2150.0,24328.0,675083.0,-1.0,,1290000.0,-1.0,24000.0,16348.0,33923.0,101501.0,205000.0,-1.0,110000.0,,22000.0,3230000.0,2000.0,1727.0,27202.0,124010.0,-1.0,,676.0,217883.0,11200.0,,-1.0,7977.0,20106.0,60.0,-1.0,,13199.0,67679.0,2100.0,,17810.0,,,,2397.0,132100.0,412500.0,,5000.0,75239.0,6500.0,400.0,11600.0,10.0,,3292976.0,9000.0,,,9720.0,67000.0,12015.0,104100.0,1499.0,13955.0,1242.0,,6900.0,68230.0,62976.0,27750.0,-1.0,994000.0,1.0,,21638.0,206800.0,33700.0,-1.0,15000.0,,78236.0,,586.0,4200.0,5400.0,93000.0,,,90.0,,6.0,75900.0,27500.0,14100.0,79409.0,,,,400.0,76000.0,,7000.0,6.0,33452.0,-1.0,,160864.0,,-1.0
1965,599200.0,198670.0,400.0,,70820.0,1500.0,184900.0,,7000.0,,2015.0,-1.0,1274860.0,234796.0,,12000.0,350000.0,544.0,-1.0,3460.0,16800.0,-1.0,225496.0,1000.0,42290.0,70820.0,13000.0,,5300.0,144043.0,125999.0,145000.0,781258.0,,900.0,2438.0,89.0,700.0,220000.0,323000.0,10000.0,450000.0,10.0,25230.0,21000.0,,,,97104.0,117853.0,2200.0,42446.0,690820.0,-1.0,,1320000.0,-1.0,25875.0,13832.0,32044.0,102754.0,189000.0,-1.0,120000.0,,19033.0,3400000.0,1500.0,2428.0,31956.0,101945.0,-1.0,,4703.0,195970.0,11200.0,,-1.0,5802.0,20388.0,60.0,-1.0,,15186.0,83571.0,8444.0,,18416.0,,,,2670.0,145200.0,439000.0,,5000.0,96697.0,8800.0,601.0,11500.0,10.0,,3419292.0,6400.0,,,11149.0,73710.0,9793.0,140400.0,1189.0,13000.0,1951.0,,7100.0,34696.0,19292.0,27900.0,-1.0,861196.0,1.0,,17043.0,208900.0,36700.0,-1.0,21500.0,,85348.0,,971.0,4200.0,5500.0,95000.0,,,110.0,,23.0,80000.0,30700.0,15050.0,84126.0,,,,500.0,83000.0,,7000.0,23.0,34900.0,-1.0,,67715.0,,-1.0
1966,800000.0,203780.0,400.0,,59057.0,1700.0,202200.0,,8436.0,,2032.0,-1.0,1122545.0,313600.0,,13000.0,350000.0,1451.0,-1.0,3530.0,15400.0,-1.0,277270.0,2800.0,35941.0,59057.0,13500.0,,5700.0,161653.0,85373.0,150000.0,768100.0,,1000.0,4165.0,41.0,800.0,140000.0,314600.0,10000.0,470000.0,12.0,24350.0,22000.0,,,,108240.0,143804.0,2250.0,52590.0,724000.0,-1.0,,1350000.0,-1.0,32364.0,17914.0,32206.0,107952.0,204000.0,-1.0,154000.0,,19612.0,3350000.0,4800.0,3353.0,31888.0,113773.0,-1.0,,1911.0,190633.0,12600.0,,-1.0,10863.0,17819.0,97.0,-1.0,,16380.0,82314.0,8887.0,,17843.0,,,,2556.0,150400.0,435000.0,,5000.0,80212.0,10000.0,1100.0,9200.0,10.0,,3368614.0,6600.0,,,17998.0,52833.0,11300.0,156000.0,1012.0,12000.0,2000.0,,7300.0,40698.0,18614.0,28750.0,-1.0,1034000.0,1.0,,17783.0,208900.0,47300.0,-1.0,29500.0,,87482.0,,926.0,4300.0,5500.0,97000.0,,,110.0,,11.0,50800.0,32000.0,17000.0,50995.0,,,,500.0,76000.0,,7000.0,11.0,34303.0,-1.0,,121655.0,,-1.0
1967,795700.0,194850.0,500.0,,85821.0,1900.0,199100.0,,8458.0,,3098.0,-1.0,1297766.0,248400.0,,14000.0,350000.0,435.0,-1.0,3590.0,28200.0,-1.0,250208.0,3000.0,44100.0,85821.0,14000.0,,5400.0,174250.0,89374.0,160000.0,968930.0,,1060.0,3657.0,39.0,800.0,150000.0,303700.0,10000.0,550000.0,17.0,25115.0,22500.0,,,,120286.0,142120.0,2300.0,59547.0,615000.0,-1.0,,1629000.0,-1.0,43978.0,16800.0,44000.0,160504.0,216000.0,-1.0,178000.0,,15341.0,3400000.0,4000.0,3048.0,38425.0,125617.0,-1.0,,718.0,261099.0,13400.0,,-1.0,15477.0,18446.0,54.0,-1.0,,15639.0,90010.0,10311.0,,26279.0,,,,2789.0,198100.0,479000.0,,8500.0,88513.0,10000.0,1500.0,4700.0,10.0,,3422440.0,7500.0,,,28540.0,63000.0,5250.0,104000.0,1104.0,13000.0,2000.0,,7500.0,38752.0,22440.0,30450.0,-1.0,940700.0,1.0,,21141.0,197000.0,42300.0,-1.0,15000.0,,97947.0,,1500.0,4200.0,5500.0,99000.0,,,120.0,,10.0,87219.0,35200.0,18000.0,77750.0,,,,700.0,83000.0,,7000.0,10.0,30409.0,-1.0,,110036.0,,-1.0
1968,795500.0,208170.0,500.0,,59425.0,5200.0,212300.0,,17199.0,,3500.0,-1.0,1306611.0,147660.0,,14000.0,350000.0,708.0,-1.0,3660.0,21000.0,-1.0,272577.0,3507.0,38709.0,59425.0,15000.0,,6700.0,168839.0,113401.0,170000.0,966800.0,,1100.0,6361.0,30.0,700.0,97500.0,346900.0,10000.0,525000.0,20.0,22600.0,24000.0,,,,105775.0,180677.0,2350.0,68214.0,472000.0,-1.0,,1700000.0,-1.0,37811.0,17100.0,50100.0,170590.0,203000.0,-1.0,187000.0,,17000.0,3700000.0,2500.0,2540.0,34922.0,127164.0,-1.0,,1296.0,266000.0,12700.0,,-1.0,18197.0,25861.0,60.0,-1.0,,15073.0,91028.0,11741.0,,26026.0,,,,3282.0,198100.0,463300.0,,8000.0,77166.0,11000.0,1700.0,6200.0,10.0,,3725603.0,7200.0,,,18180.0,70000.0,520.0,80600.0,1145.0,13000.0,2000.0,,7800.0,29825.0,25603.0,23800.0,-1.0,1029900.0,1.0,,24859.0,217000.0,61600.0,-1.0,15000.0,,119589.0,,1578.0,4500.0,5500.0,101000.0,,,150.0,,11.0,61769.0,34500.0,17100.0,74416.0,,,,1000.0,96000.0,,9000.0,11.0,33172.0,-1.0,,38662.0,,-1.0
1969,847000.0,196000.0,600.0,,87528.0,5900.0,213371.0,,15000.0,,3600.0,-1.0,1282266.0,207600.0,,15000.0,350000.0,735.0,-1.0,3730.0,20300.0,-1.0,275147.0,2767.0,27447.0,87528.0,15500.0,,7200.0,153626.0,92966.0,180000.0,934200.0,,1150.0,4746.0,210.0,500.0,160000.0,314700.0,10000.0,585000.0,24.0,20000.0,25000.0,,,,111340.0,151197.0,2400.0,98867.0,587000.0,-1.0,,1750000.0,-1.0,29977.0,17000.0,47823.0,135127.0,211999.0,-1.0,267000.0,,17000.0,3850000.0,4145.0,2032.0,34581.0,129605.0,-1.0,,1968.0,283991.0,13700.0,,-1.0,18536.0,24684.0,54.0,-1.0,,15365.0,81758.0,21354.0,,40458.0,,,,2824.0,185900.0,467800.0,,7000.0,56251.0,11000.0,1900.0,3300.0,5.0,,3881190.0,5300.0,,,24000.0,80000.0,1274.0,90000.0,1188.0,14000.0,2100.0,,8165.0,38072.0,31190.0,35550.0,-1.0,1105500.0,2.0,,16131.0,224000.0,78300.0,-1.0,15000.0,,116744.0,,2270.0,4700.0,5500.0,104000.0,,,181.0,,20.0,62400.0,33500.0,18470.0,91329.0,,,,1200.0,110000.0,,9000.0,20.0,24162.0,-1.0,,69759.0,,-1.0
1970,982100.0,188080.0,650.0,,85528.0,3504.0,243800.0,,14750.0,,3700.0,-1.0,1393570.0,222694.0,,16000.0,350000.0,590.0,-1.0,3800.0,11700.0,-1.0,284603.0,3000.0,30700.0,85528.0,16000.0,,7800.0,146183.0,100552.0,200000.0,889700.0,,1190.0,3686.0,29.0,400.0,229800.0,364700.0,10000.0,680000.0,27.0,19400.0,25500.0,,,,156217.0,149479.0,2450.0,83387.0,455000.0,-1.0,,1800000.0,-1.0,35603.0,18000.0,65279.0,138650.0,266332.0,-1.0,244000.0,,17000.0,2705000.0,4215.0,2235.0,38218.0,159146.0,-1.0,,4203.0,338846.0,14600.0,,-1.0,5683.0,21815.0,71.0,-1.0,,30699.0,71567.0,24006.0,,49141.0,,,,2484.0,181900.0,479800.0,,12000.0,102310.0,12000.0,1900.0,3960.0,2.0,,2725632.0,5300.0,,,50000.0,80000.0,1700.0,120000.0,1232.0,16938.0,2100.0,,8165.0,37848.0,20632.0,47200.0,-1.0,973100.0,78.0,,24493.0,212700.0,95700.0,-1.0,15000.0,,144279.0,,2003.0,4500.0,5500.0,107000.0,,,543.0,,14.0,80346.0,37000.0,18800.0,114204.0,,,,1500.0,113000.0,,8000.0,14.0,38854.0,-1.0,,129980.0,,-1.0
