,Burundi,"China, Hong Kong SAR","China, Taiwan Province of",Mozambique,Belize,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Pacific Islands Trust Territory,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Senegal,Madagascar,Tajikistan,Haiti,Ukraine,Guinea,Saudi Arabia,Fiji,Chad,Sri Lanka,Uruguay,Azerbaijan,Egypt,Mauritania,Réunion,China,Uzbekistan,Colombia,Brunei Darussalam,Micronesia (Federated States of),Chile,Guinea-Bissau,Kazakhstan,South Africa,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Micronesia,Kenya,"China, mainland",Russian Federation,Nicaragua,Uganda,Thailand,Paraguay,Bolivia (Plurinational State of),Peru,Angola,Cameroon,Zambia,Malaysia,Comoros,Armenia,Dominican Republic,South Sudan,Benin,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Spain,New Zealand,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Cuba,Kyrgyzstan,French Guiana,Argentina,Cambodia,Timor-Leste,Costa Rica,Democratic People's Republic of Korea,India,El Salvador,Niger,Morocco,Bhutan,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Puerto Rico,Mexico,Viet Nam,Suriname,Côte d'Ivoire,Mali,Albania,Turkmenistan,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Central African Republic,Sierra Leone,Australia,Panama,Ghana,Sudan (former),Gambia,Nigeria,Swaziland,Republic of Moldova,Turkey
1998,13700.0,0.0,357700.0,181000.0,5220.0,5458500.0,45904.0,3170042.0,-1.0,3062200.0,617538.0,654500.0,1514210.0,7000.0,11730200.0,-1.0,161900.0,25948.0,200.0,10119838.0,41854.0,8658.0,328.0,4144.0,27020.0,141200.0,-1.0,13592.0,345.0,45405.0,1203000.0,16400.0,51171.0,21000.0,610670.0,0.0,8000.0,80322.0,767000.0,169901.0,2502.0,517832.0,25100.0,39.0,31571500.0,148400.0,402781.0,411.0,83.0,26702.0,60089.0,73400.0,1304.0,0.0,-1.0,2829.0,18420.0,42397.0,83.0,8639.0,31213800.0,135900.0,83573.0,64000.0,9511520.0,20860.0,142063.0,269080.0,5000.0,15000.0,9065.0,674404.0,14684.0,-1,111123.0,-1,17079.0,2423600.0,1801000.0,180000.0,128000.0,4468.0,151845.0,112700.0,-1,129417.0,3266.0,1318075.0,614963.0,480340.0,-1.0,496.0,193919.0,5500.0,8971.0,211705.0,1962566.0,13826.0,56014.0,580000.0,44802300.0,10325.0,20000.0,3700.0,26585.0,1375.0,1056483.0,456.0,-1.0,1726.0,325329.0,10900.0,0.0,101560.0,7362700.0,50135.0,383152.0,326433.0,-1.0,20000.0,16.0,330.0,3000.0,222705.0,13000.0,284770.0,141200.0,88230.0,130400.0,3780.0,14000.0,2044000.0,15.0,-1,60000.0
1999,18000.0,0.0,353100.0,186086.0,4604.0,6210787.0,37951.0,3999839.0,-1.0,3813270.0,717577.0,379100.0,1550990.0,7500.0,11963204.0,-1.0,153700.0,22371.0,225.0,10712955.0,45779.0,7332.0,351.0,4919.0,25307.0,151700.0,-1.0,14700.0,345.0,95844.0,1207500.0,19000.0,60000.0,21900.0,637565.0,0.0,6261.0,90856.0,870800.0,208089.0,3629.0,655210.0,21790.0,39.0,31637100.0,164200.0,455176.0,380.0,84.0,14696.0,68000.0,71000.0,1239.0,0.0,-1.0,2258.0,18100.0,38139.0,84.0,13229.0,31284000.0,162300.0,56226.0,68000.0,9969920.0,27770.0,181230.0,312736.0,5200.0,20387.0,16121.0,692389.0,14479.0,-1,124983.0,-1,17561.0,2515400.0,1788000.0,140000.0,130000.0,4196.0,148971.0,112100.0,-1,147012.0,1417.0,1421271.0,587150.0,463576.0,-1.0,350.0,171088.0,6100.0,7622.0,289200.0,2079442.0,12679.0,64665.0,580000.0,45160000.0,10920.0,15078.0,7700.0,25093.0,1819.0,1066200.0,472.0,-1.0,1561.0,366130.0,5696.0,0.0,82583.0,7653600.0,48460.0,341976.0,325107.0,-1.0,30000.0,29.0,720.0,2000.0,220795.0,14000.0,213054.0,151700.0,77960.0,105300.0,9240.0,14600.0,2191000.0,30.0,-1,65000.0
2000,17000.0,0.0,339600.0,184196.0,3623.0,6302492.0,40150.0,4038080.0,-1.0,3655290.0,719370.0,415600.0,1560044.0,8200.0,11793000.0,-1.0,143500.0,20000.0,250.0,10801214.0,43523.0,6618.0,372.0,4266.0,23859.0,133300.0,-1.0,14700.0,353.0,86252.0,1209300.0,21630.0,52000.0,25200.0,665638.0,0.0,5273.0,89568.0,832000.0,189402.0,4463.0,659217.0,17983.0,40.0,30301490.0,131800.0,472759.0,460.0,86.0,25768.0,74650.0,72100.0,1285.0,0.0,-1.0,3222.0,19870.0,32413.0,86.0,13882.0,29961890.0,167600.0,92818.0,72000.0,9891200.0,26252.0,156312.0,287113.0,4293.0,20354.0,12297.0,698700.0,13357.0,-1,120071.0,-1,23323.0,2376600.0,1770000.0,130000.0,100000.0,3862.0,138202.0,117045.0,-1,116022.0,3571.0,1229853.0,534331.0,447417.0,-1.0,1000.0,200110.0,6229.0,8778.0,189050.0,1903159.0,17000.0,68357.0,535000.0,44712000.0,8155.0,22000.0,5600.0,26000.0,1859.0,1072363.0,500.0,-1.0,1400.0,338652.0,3168.0,0.0,84069.0,7666300.0,41995.0,341466.0,352739.0,-1.0,70000.0,13.0,973.0,2800.0,220348.0,15500.0,183214.0,133300.0,85612.0,115200.0,5460.0,15400.0,2199000.0,50.0,-1,58000.0
2001,19000.0,0.0,331619.0,174233.0,4021.0,6412537.0,58456.0,4065440.0,-1.0,3142640.0,746775.0,405860.0,1516980.0,8364.0,11500000.0,-1.0,130000.0,21100.0,272.0,10661000.0,50146.0,6848.0,400.0,5090.0,24936.0,177000.0,-1.0,15050.0,359.0,87230.0,1212650.0,15240.0,51200.0,18852.0,601091.0,0.0,6000.0,87168.0,765040.0,153676.0,3787.0,563021.0,12992.0,42.0,29144019.0,39500.0,474205.0,480.0,87.0,28550.0,68920.0,69200.0,1400.0,0.0,-1.0,2339.0,19180.0,32110.0,87.0,13200.0,28812400.0,142300.0,84082.0,76000.0,10125424.0,26680.0,146108.0,302800.0,3894.0,20505.0,9270.0,673600.0,14295.0,-1,147430.0,-1,26504.0,2114200.0,1706000.0,121000.0,100000.0,1500.0,154203.0,115594.0,-1,124515.0,3897.0,1341143.0,514791.0,431821.0,-1.0,670.0,183855.0,5545.0,8296.0,151870.0,1980295.0,35000.0,56967.0,572000.0,44900000.0,6257.0,27716.0,7500.0,23000.0,1930.0,1083125.0,495.0,-1.0,1200.0,348886.0,3193.0,0.0,53232.0,7492700.0,50780.0,340756.0,468239.0,-1.0,35000.0,24.0,448.0,2800.0,217622.0,17000.0,300000.0,177000.0,122452.0,136039.0,6160.0,14000.0,2117000.0,22.0,-1,59000.0
2002,19200.0,0.0,306800.0,100000.0,4774.0,6381000.0,46871.0,4046318.0,-1.0,3145870.0,738104.0,565600.0,1544660.0,7700.0,11521166.0,-1.0,120000.0,22500.0,261.0,10771000.0,56029.0,6215.0,422.0,6423.0,25216.0,144000.0,-1.0,16030.0,327.0,76025.0,1216020.0,17600.0,53500.0,18900.0,629703.0,0.0,5300.0,103803.0,819590.0,160234.0,3576.0,650286.0,16975.0,44.0,28508800.0,64400.0,429790.0,510.0,88.0,27980.0,68000.0,65733.0,1262.0,0.0,-1.0,2103.0,18490.0,32017.0,88.0,13000.0,28202000.0,130100.0,92128.0,80000.0,9653534.0,27026.0,129884.0,316807.0,3705.0,40000.0,10500.0,678500.0,14498.0,-1,150374.0,-1,29759.0,2225000.0,1688000.0,135000.0,100000.0,1870.0,134294.0,113468.0,-1,107700.0,4166.0,1297840.0,611000.0,416464.0,-1.0,2000.0,197945.0,6651.0,8264.0,124010.0,1994645.0,35000.0,47893.0,582857.0,41176100.0,4900.0,23853.0,6400.0,18708.0,2004.0,1053186.0,503.0,-1.0,500.0,369798.0,3725.0,0.0,50457.0,7504300.0,40050.0,340447.0,360415.0,-1.0,42000.0,11.0,493.0,3000.0,218676.0,18400.0,420000.0,144000.0,127560.0,122810.0,4762.0,10000.0,2185000.0,15.0,-1,60000.0
2003,19500.0,0.0,272124.0,120000.0,4534.0,6527975.0,47755.0,4006421.0,-1.0,3180860.0,756317.0,620800.0,1544660.0,7200.0,11477357.0,-1.0,120000.0,23300.0,290.0,10725040.0,54393.0,7528.0,421.0,7607.0,25659.0,45837.0,-1.0,14500.0,351.0,87814.0,1219400.0,17170.0,54300.0,22400.0,659677.0,0.0,6500.0,95000.0,911440.0,153400.0,3327.0,633570.0,21100.0,46.0,26780124.0,121000.0,498023.0,690.0,89.0,28230.0,65000.0,83500.0,1331.0,0.0,-1.0,2560.0,19040.0,28594.0,89.0,10781.0,26508000.0,143000.0,92972.0,86000.0,10163878.0,30303.0,141175.0,313856.0,7867.0,39743.0,11000.0,671800.0,14715.0,-1,131350.0,-1,23412.0,2460600.0,1665000.0,145000.0,29500.0,3065.0,137404.0,117500.0,-1,129200.0,5633.0,1212860.0,615283.0,416927.0,-1.0,2000.0,204600.0,6100.0,6009.0,132890.0,2242036.0,43550.0,54044.0,584000.0,42592500.0,3320.0,18710.0,3400.0,19633.0,1700.0,1016030.0,508.0,-1.0,105.0,357564.0,7557.0,0.0,60000.0,7452200.0,52425.0,339939.0,405641.0,-1.0,42000.0,13.0,607.0,1900.0,218675.0,14500.0,440000.0,45837.0,133880.0,117000.0,8000.0,11350.0,2210000.0,35.0,-1,65000.0
2004,19600.0,0.0,237015.0,95000.0,3136.0,6532815.0,49513.0,4126645.0,-1.0,3733148.0,770320.0,613130.0,1559436.0,6500.0,11922974.0,-1.0,120000.0,23693.0,268.0,10248102.0,42568.0,7321.0,421.0,12167.0,25587.0,66396.0,-1.0,14500.0,341.0,81486.0,1238000.0,14130.0,51200.0,21300.0,691077.0,0.0,6100.0,93848.0,719690.0,186465.0,2573.0,645670.0,18200.0,49.0,28615715.0,66110.0,519736.0,757.0,89.0,24900.0,65000.0,76300.0,1284.0,0.0,-1.0,2814.0,20160.0,32276.0,89.0,13223.0,28378700.0,125000.0,73644.0,93000.0,9992868.0,31000.0,152193.0,286468.0,11222.0,40236.0,12500.0,680700.0,14946.0,-1,134188.0,-1,24754.0,2519600.0,1701000.0,195000.0,88000.0,2840.0,198780.0,122632.0,-1,115700.0,5669.0,1345590.0,611453.0,417391.0,-1.0,3000.0,157826.0,6104.0,8862.0,169178.0,2109050.0,23000.0,62115.0,583000.0,41906700.0,3992.0,23383.0,4400.0,18852.0,1800.0,1001159.0,511.0,-1.0,1239.0,421548.0,5459.0,0.0,62400.0,7445300.0,49020.0,340956.0,451000.0,-1.0,50000.0,7.0,800.0,1800.0,229722.0,16000.0,540000.0,66396.0,130100.0,119392.0,7560.0,16000.0,2348000.0,36.0,-1,70000.0
2005,19900.0,0.0,269000.0,67000.0,3650.0,7384000.0,52563.0,4070421.0,-1.0,3915855.0,736020.0,701990.0,1541729.0,6241.0,11839060.0,-1.0,120000.0,23100.0,267.0,10524067.0,48993.0,7819.0,419.0,13922.0,21938.0,51216.0,-1.0,14498.0,318.0,97779.0,1250000.0,19000.0,51800.0,21400.0,723973.0,0.0,6400.0,109824.0,915260.0,184000.0,2314.0,613300.0,18500.0,51.0,29116400.0,52480.0,456005.0,975.0,88.0,25030.0,65000.0,84900.0,1268.0,0.0,-1.0,2665.0,17850.0,32983.0,88.0,15940.0,28847400.0,136700.0,95667.0,102000.0,10224967.0,33500.0,188382.0,357883.0,12397.0,45000.0,10368.0,676200.0,15000.0,-1,153386.0,-1,28904.0,2621400.0,1706000.0,160000.0,107000.0,2385.0,215979.0,119150.0,-1,106700.0,4501.0,1361380.0,628105.0,417854.0,-1.0,2871.0,127197.0,5782.0,8930.0,158938.0,2414500.0,40000.0,55249.0,583400.0,43659800.0,3603.0,15110.0,6300.0,25276.0,1900.0,979717.0,514.0,-1.0,3394.0,377300.0,5633.0,0.0,57479.0,7329200.0,45563.0,353169.0,414023.0,-1.0,55000.0,1.0,1000.0,2000.0,224015.0,23000.0,650000.0,51216.0,109500.0,120000.0,5880.0,17873.0,2494000.0,36.0,-1,85000.0
2006,20500.0,0.0,263190.0,105000.0,2912.0,8074000.0,44200.0,4159930.0,-1.0,2970918.0,742905.0,633770.0,1549447.0,6421.0,11786430.0,-1.0,130000.0,23227.0,250.0,10579000.0,52031.0,6887.0,417.0,14034.0,25400.0,99000.0,-1.0,12360.0,299.0,85037.0,1260660.0,15450.0,53000.0,21600.0,758434.0,0.0,5500.0,80839.0,910493.0,177300.0,1200.0,670470.0,15725.0,53.0,29557840.0,60660.0,429911.0,1095.0,88.0,27980.0,65000.0,87600.0,1254.0,0.0,-1.0,2412.0,17130.0,30723.0,88.0,23106.0,29294650.0,156200.0,87812.0,113000.0,10165155.0,42000.0,168399.0,343691.0,7744.0,50000.0,14358.0,645000.0,17000.0,-1,152313.0,-1,26901.0,2581200.0,1688000.0,160000.0,125750.0,2524.0,226829.0,106535.0,-1,102100.0,4539.0,1141630.0,630562.0,418318.0,-1.0,2784.0,142829.0,6315.0,8838.0,169025.0,2516415.0,45000.0,48878.0,583400.0,43810000.0,4194.0,21136.0,5000.0,26406.0,1850.0,955229.0,517.0,-1.0,5583.0,357558.0,5276.0,0.0,70470.0,7324800.0,44232.0,370000.0,412484.0,-1.0,56000.0,1.0,970.0,1881.0,226077.0,25000.0,742000.0,99000.0,95670.0,125000.0,7083.0,18347.0,2725000.0,37.0,-1,99100.0
2007,21000.0,0.0,260116.0,105000.0,3712.0,8011000.0,40534.0,4272889.0,-1.0,2890930.0,727863.0,557981.0,1439525.0,6100.0,12147637.0,-1.0,160000.0,25589.0,271.0,10575000.0,58091.0,6910.0,415.0,15005.0,26900.0,20000.0,-1.0,9083.0,277.0,80312.0,1272030.0,16970.0,57800.0,20000.0,788771.0,0.0,5562.0,85196.0,816713.0,145400.0,1055.0,704054.0,17400.0,54.0,29179116.0,55000.0,431898.0,1355.0,90.0,21765.0,70087.0,87400.0,1314.0,0.0,-1.0,2617.0,17273.0,32774.0,90.0,16457.0,28919000.0,157000.0,68352.0,119000.0,10668905.0,42000.0,170005.0,337639.0,9012.0,68268.0,12110.0,673242.0,14000.0,-1,155675.0,-1,27324.0,2515400.0,1673000.0,170000.0,124250.0,2504.0,208825.0,101565.0,-1,105900.0,6454.0,1112088.0,615910.0,418781.0,-1.0,2600.0,136099.0,6116.0,3721.0,164635.0,2566000.0,40000.0,47252.0,583400.0,43910000.0,4225.0,22435.0,4500.0,27524.0,1900.0,950250.0,456.0,-1.0,8088.0,398151.0,9243.0,0.0,70949.0,7207400.0,42087.0,356396.0,391869.0,-1.0,49000.0,22.0,933.0,2182.0,232500.0,25063.0,432356.0,20000.0,99500.0,108930.0,6250.0,16608.0,2451000.0,37.0,-1,93799.0
2008,22000.0,0.0,252292.0,218000.0,3389.0,8077720.0,80106.0,4459980.0,-1.0,2850678.0,786265.0,887660.0,1549262.0,34827.0,12309155.0,-1.0,190000.0,31000.0,278.0,11279150.0,63124.0,6590.0,413.0,18455.0,26300.0,2200.0,-1.0,7686.0,255.0,125329.0,1283560.0,10261.0,53000.0,19800.0,794535.0,0.0,5077.0,110854.0,1052993.0,168377.0,1337.0,745092.0,17250.0,56.0,29493392.0,35000.0,493554.0,1300.0,89.0,20960.0,82197.0,75500.0,1183.0,37.0,-1.0,2534.0,19362.0,36492.0,89.0,16734.0,29241100.0,160400.0,71169.0,128000.0,10683549.0,33870.0,155401.0,379783.0,16551.0,72012.0,17367.0,656602.0,17000.0,-1,161288.0,-1,33295.0,2962600.0,1627000.0,190000.0,84750.0,2586.0,263000.0,96100.0,-1,119800.0,5042.0,1204357.0,526921.0,419245.0,-1.0,2017.0,155514.0,6200.0,2917.0,182460.0,2613363.0,45635.0,54053.0,570390.0,45537400.0,4437.0,17747.0,6400.0,19356.0,2100.0,935766.0,536.0,-1.0,9917.0,354841.0,9544.0,0.0,50286.0,7400200.0,43654.0,366730.0,482552.0,-1.0,50000.0,30.0,1100.0,2182.0,224200.0,25314.0,475592.0,2200.0,104648.0,132800.0,6722.0,34000.0,2382000.0,38.0,-1,99493.0
2009,24000.0,0.0,254590.0,182000.0,4579.0,8058264.0,92243.0,4532300.0,-1.0,2872036.0,818561.0,805630.0,1555940.0,47739.0,12883576.0,-1.0,247580.0,29000.0,285.0,11353532.0,63967.0,5565.0,412.0,14433.0,28500.0,8000.0,-1.0,8385.0,234.0,139388.0,1295186.0,14559.0,57500.0,24500.0,871576.0,0.0,4053.0,124708.0,942410.0,160700.0,1722.0,575467.0,13428.0,57.0,29881590.0,35000.0,528138.0,1731.0,90.0,23680.0,89305.0,86700.0,1198.0,68.0,-1.0,2712.0,24180.0,45702.0,90.0,21829.0,29627000.0,177500.0,73755.0,86000.0,11141447.0,50000.0,186804.0,404614.0,23707.0,49012.0,25582.0,674928.0,17500.0,-1,182012.0,-1,40856.0,2883100.0,1624000.0,200000.0,54925.0,3120.0,250000.0,119300.0,-1,124800.0,6521.0,1255750.0,535813.0,419709.0,-1.0,1100.0,215751.0,6268.0,3299.0,193800.0,2674603.0,38998.0,63329.0,569000.0,41918300.0,5823.0,14052.0,7800.0,23718.0,2300.0,924471.0,548.0,-1.0,13346.0,394813.0,9090.0,0.0,54230.0,7437200.0,54492.0,377365.0,659880.0,-1.0,56000.0,37.0,1100.0,1953.0,238500.0,26073.0,499111.0,8000.0,106778.0,162360.0,6303.0,73000.0,1836880.0,38.0,-1,96441.0
2010,29430.0,0.0,243862.0,226593.0,4698.0,8011587.0,133737.0,4354161.0,-1.0,2722459.0,855114.0,1136290.0,1481289.0,29866.0,13253450.0,-1.0,251230.0,34000.0,292.0,11529000.0,59098.0,4722.0,421.0,12975.0,29100.0,18900.0,-1.0,9164.0,218.0,147208.0,1307043.0,14854.0,60765.0,29300.0,1465953.0,0.0,3042.0,138740.0,1060360.0,161900.0,1640.0,459525.0,25702.0,58.0,30117262.0,36000.0,482297.0,1848.0,92.0,24527.0,100510.0,94000.0,1186.0,83.0,-1.0,2000.0,21200.0,47403.0,92.0,20181.0,29873400.0,200900.0,88314.0,87000.0,11932320.0,59476.0,194237.0,388659.0,23905.0,139976.0,30788.0,677884.0,19000.0,-1,186265.0,-1,47058.0,2365300.0,1628000.0,208000.0,47974.0,4125.0,187705.0,122184.0,-1,131400.0,11700.0,1462950.0,563517.0,420174.0,-1.0,1650.0,176429.0,6334.0,2854.0,215670.0,2776507.0,36548.0,66415.0,570000.0,42862400.0,4916.0,20055.0,7400.0,22815.0,2417.0,892074.0,560.0,-1.0,12403.0,393137.0,7364.0,0.0,41748.0,7489400.0,53553.0,394868.0,471800.0,-1.0,63621.0,56.0,1259.0,1982.0,247700.0,16700.0,549022.0,18900.0,112856.0,181228.0,6400.0,86150.0,2432630.0,39.0,-1,98966.0
2011,33950.0,0.0,254255.0,238778.0,4455.0,7566780.0,136268.0,4536642.0,-1.0,2752891.0,817250.0,1119324.0,1496476.0,30649.0,13203643.0,-1.0,244666.0,32400.0,299.0,11528000.0,61559.0,4859.0,419.0,14592.0,31436.0,75783.0,-1.0,9805.0,213.0,109177.0,1135477.0,13212.0,60323.0,29600.0,1549895.0,0.0,3176.0,120791.0,1091050.0,196000.0,1764.0,593185.0,31010.0,59.0,30311295.0,22941.0,507709.0,1604.0,93.0,25121.0,93637.0,93300.0,1177.0,120.0,-1.0,2800.0,21800.0,44713.0,93.0,28034.0,30057040.0,207200.0,100377.0,90000.0,11649506.0,78606.0,178273.0,359612.0,26038.0,129296.0,27490.0,687516.0,21000.0,-1,174738.0,-1,55797.0,2571200.0,1576000.0,210000.0,65745.0,4500.0,170662.0,122368.0,-1,140400.0,11791.0,1059063.0,529998.0,421343.0,-1.0,1200.0,208046.0,6289.0,1450.0,257445.0,2968529.0,35561.0,81116.0,571000.0,44010000.0,4671.0,8729.0,2540.0,24313.0,1979.0,853823.0,572.0,-1.0,12671.0,329957.0,8522.0,0.0,34037.0,7655440.0,56930.0,379694.0,830408.0,-1.0,75072.0,55.0,1263.0,2335.0,246500.0,25000.0,603924.0,75783.0,105250.0,197480.0,6720.0,42026.0,2269410.0,40.0,-1,99400.0
2012,30711.0,0.0,260763.0,363392.0,2711.0,6908000.0,136864.0,4689960.0,-1.0,2413288.0,933767.0,799361.0,1531493.0,41811.0,13445524.0,-1.0,224176.0,30795.0,310.0,11423000.0,60132.0,3621.0,420.0,14701.0,31174.0,103115.0,-1.0,10780.0,180.0,117729.0,1199650.0,13177.0,60186.0,25800.0,1599034.0,0.0,1878.0,145560.0,1066620.0,181371.0,1685.0,620285.0,37000.0,60.0,30557763.0,75880.0,482198.0,1797.0,90.0,23991.0,114089.0,93050.0,1100.0,309.0,-1.0,2960.0,20700.0,96231.0,90.0,29630.0,30297000.0,191600.0,110892.0,92000.0,11956781.0,80000.0,157502.0,390919.0,27902.0,127886.0,26265.0,684545.0,22000.0,-1,160903.0,-1,65730.0,2308800.0,1581000.0,205000.0,79471.0,4656.0,209493.0,112819.0,-1,143400.0,9873.0,1084154.0,570000.0,415993.0,7560.0,1100.0,202708.0,7160.0,1450.0,235372.0,3007545.0,41884.0,56525.0,563000.0,42754000.0,4428.0,5300.0,9150.0,21146.0,1968.0,849172.0,620.0,-1.0,11304.0,371170.0,8999.0,0.0,31795.0,7761314.0,51379.0,664208.0,617109.0,-1.0,86103.0,61.0,1323.0,2420.0,235052.0,14000.0,717872.0,103115.0,98380.0,189529.0,-1.0,63592.0,2863815.0,40.0,-1,119720.0
2013,21670.0,0.0,270165.0,300000.0,3926.0,6872400.0,138852.0,4746091.0,-1.0,2353152.0,891190.0,928273.0,1420570.0,33820.0,13835252.0,-1.0,206226.0,29176.0,310.0,11372000.0,65275.0,4325.0,421.0,17568.0,30177.0,113638.0,-1.0,10850.0,180.0,108547.0,909492.0,11719.0,58808.0,24200.0,1642687.0,0.0,2494.0,217769.0,1188000.0,172500.0,2119.0,597099.0,40900.0,60.0,30581915.0,44470.0,520337.0,1280.0,95.0,21000.0,135000.0,89400.0,1150.0,304.0,-1.0,2640.0,20508.0,92239.0,95.0,31349.0,30311750.0,188981.0,90819.0,93000.0,11684315.0,97999.0,166299.0,395651.0,29510.0,166734.0,38520.0,671679.0,22500.0,-1,160370.0,-1,68259.0,2789169.0,1599000.0,205000.0,95808.0,4660.0,214930.0,112146.0,-1,164800.0,10214.0,999180.0,564997.0,403445.0,7562.0,1338.0,197823.0,7904.0,1500.0,232700.0,2968834.0,27998.0,66398.0,547000.0,44135950.0,5884.0,21572.0,5000.0,21287.0,1974.0,832625.0,620.0,-1.0,11579.0,396770.0,8094.0,0.0,33137.0,7902813.0,58274.0,791691.0,604745.0,-1.0,95736.0,10.0,1410.0,2507.0,216019.0,19966.0,671422.0,113638.0,93050.0,215905.0,-1.0,66380.0,2931400.0,40.0,-1,110590.0
2014,23730.0,0.0,271051.0,376500.0,3511.0,6790000.0,144261.0,4739672.0,-1.0,2340878.0,957836.0,957218.0,1486951.0,46832.0,13797307.0,-1.0,179332.0,30720.0,316.0,11319490.0,65761.0,4239.0,422.0,23770.0,28754.0,76692.0,-1.0,11182.0,180.0,134973.0,961831.0,11107.0,56631.0,10200.0,1519826.0,0.0,2307.0,193717.0,881000.0,167400.0,1087.0,573704.0,57104.0,60.0,30571921.0,46000.0,461273.0,1448.0,92.0,22398.0,85000.0,95277.0,1153.0,412.0,-1.0,2400.0,16681.0,83892.0,92.0,28390.0,30300870.0,195552.0,88712.0,95000.0,10664923.0,120000.0,183172.0,381368.0,30068.0,189477.0,33207.0,689732.0,23797.0,-1,163157.0,-1,74586.0,2890646.0,1575000.0,220000.0,78949.0,5174.0,226597.0,110419.0,-1,185389.0,11043.0,1186960.0,529000.0,405074.0,15618.0,515.0,171572.0,8062.0,1750.0,243200.0,2856001.0,28482.0,56646.0,525000.0,43855000.0,7099.0,25678.0,4407.0,20359.0,1983.0,815506.0,600.0,-1.0,12719.0,354136.0,7960.0,0.0,40642.0,7816476.0,62211.0,845580.0,684184.0,0.0,99819.0,6.0,1509.0,3320.0,219500.0,21959.0,588537.0,76692.0,78220.0,224000.0,-1.0,66286.0,3095800.0,40.0,-1,110880.0
