,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Cook Islands,Guadeloupe,Tokelau,Faroe Islands,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
2005,,256990.0,81481.0,77584.0,96612.0,49901.0,186161.0,73211.0,133743.0,75625.0,96095.0,88044.0,70083.0,34809.0,167061.0,140695.0,,142181.0,38516.0,283767.0,125947.0,184000.0,414265.0,65759.0,156301.0,153692.0,105440.0,84801.0,,95630.0,243565.0,89975.0,144771.0,184248.0,,39673.0,,165406.0,258776.0,75852.0,206237.0,,85103.0,254693.0,30919.0,106306.0,311070.0,245781.0,150137.0,72980.0,110905.0,134156.0,29878.0,201041.0,,212019.0,97648.0,58333.0,95049.0,73367.0,50652.0,108326.0,157629.0,84089.0,142966.0,419798.0,51232.0,145942.0,121033.0,35058.0,322794.0,147903.0,164498.0,197843.0,238024.0,394100.0,259520.0,115805.0,216267.0,157672.0,353766.0,153548.0,78373.0,177299.0,150000.0,387690.0,47233.0,100965.0,197372.0,126845.0,108613.0,120987.0,121412.0,123604.0,158642.0,129909.0,219702.0,106472.0,132858.0,140165.0,263572.0,122139.0,29798.0,50183.0,361040.0,343854.0,104837.0,176397.0,170946.0,101061.0,78089.0,89797.0,262593.0,95022.0,55895.0,91475.0,196227.0,187273.0,58687.0,45363.0,153495.0,103312.0,111778.0,229486.0,267954.0,,51851.0,37178.0,38079.0,58909.0,148869.0,176293.0,105378.0,47667.0,,150802.0,79932.0,176085.0,422227.0,235791.0,78951.0,97763.0,89931.0,94115.0,113644.0,428135.0,113908.0,419307.0,181658.0,120033.0,196803.0,76266.0,80153.0,434423.0,209715.0,71600.0,164104.0,131035.0,89662.0,231107.0,69157.0,158431.0,48120.0,65593.0,50837.0,317911.0,280835.0,139107.0,114228.0,94054.0,248627.0,346780.0,82455.0,32736.0,185541.0,181688.0,68859.0,115619.0,74652.0,237043.0,354944.0,145919.0,50482.0,150370.0,57638.0,343985.0,273416.0,38719.0,37017.0,240708.0,222413.0,85478.0,435153.0,153215.0,96878.0,284211.0,132073.0,148523.0,265035.0,63512.0,56380.0,39377.0,49510.0,257284.0,65861.0,272895.0,23112.0,59190.0,96368.0,148106.0,78303.0,72105.0,144638.0,156448.0,,128388.0,66536.0
2006,,205607.0,81818.0,78390.0,92156.0,49926.0,142711.0,74141.0,136038.0,76104.0,96216.0,87915.0,67236.0,36403.0,170745.0,144942.0,110181.0,139623.0,40062.0,321821.0,126990.0,200000.0,394755.0,66245.0,168220.0,153171.0,109462.0,101716.0,,101958.0,242031.0,74673.0,140859.0,198377.0,,42194.0,,203809.0,249942.0,77977.0,217677.0,,85391.0,257472.0,31263.0,108424.0,276011.0,295000.0,153850.0,70134.0,100915.0,142771.0,34811.0,213330.0,,206674.0,110110.0,55556.0,92196.0,73525.0,50579.0,119004.0,195440.0,87505.0,139362.0,365680.0,51140.0,122151.0,126545.0,36297.0,298109.0,208800.0,163418.0,217328.0,225000.0,352642.0,200034.0,152733.0,220689.0,143104.0,306190.0,145818.0,77886.0,191956.0,150000.0,323649.0,45617.0,100154.0,214031.0,126876.0,73991.0,79083.0,130207.0,146586.0,154640.0,133591.0,222102.0,104263.0,132896.0,140293.0,268993.0,127682.0,30068.0,130000.0,364046.0,353061.0,123944.0,138937.0,209144.0,111899.0,77712.0,91868.0,262593.0,102918.0,54374.0,95628.0,198508.0,187333.0,58622.0,66156.0,148136.0,106250.0,108112.0,180760.0,286208.0,,50795.0,37314.0,37793.0,56687.0,152288.0,150394.0,67400.0,47784.0,,133394.0,79831.0,185508.0,401909.0,225705.0,77847.0,104267.0,91511.0,93167.0,114170.0,385452.0,115060.0,424205.0,171184.0,121373.0,196716.0,71613.0,81691.0,400488.0,200176.0,72700.0,164612.0,141860.0,89535.0,272042.0,71570.0,176444.0,49364.0,69591.0,51698.0,276454.0,230525.0,139828.0,77385.0,103333.0,244121.0,332922.0,77702.0,33157.0,194141.0,171266.0,91057.0,,69205.0,262429.0,303198.0,135250.0,51227.0,154716.0,58204.0,298641.0,262135.0,42857.0,41455.0,220306.0,226029.0,84009.0,415887.0,149497.0,98136.0,283737.0,139043.0,156062.0,278467.0,62903.0,51269.0,39097.0,51400.0,249543.0,67337.0,272895.0,23397.0,59963.0,97491.0,148529.0,76591.0,72114.0,163810.0,157758.0,130448.0,133199.0,62683.0
2007,,256996.0,81901.0,67746.0,78238.0,48049.0,150754.0,72535.0,132157.0,76940.0,95873.0,86036.0,71359.0,37111.0,188902.0,146097.0,91336.0,135200.0,40103.0,314574.0,135295.0,182584.0,437688.0,76049.0,161882.0,153846.0,56328.0,99887.0,,103089.0,235025.0,63445.0,131087.0,204859.0,,39965.0,,200003.0,221693.0,80606.0,183427.0,,85227.0,270144.0,30000.0,114238.0,276629.0,247310.0,155794.0,61423.0,93783.0,148807.0,36046.0,203387.0,,222222.0,110027.0,60122.0,92435.0,73519.0,56153.0,115189.0,193333.0,107649.0,144505.0,423470.0,51358.0,159330.0,132296.0,34637.0,299894.0,189950.0,184719.0,150549.0,202086.0,385647.0,255922.0,169056.0,189927.0,161893.0,363299.0,127501.0,77037.0,211948.0,150400.0,417233.0,44496.0,100169.0,227358.0,128675.0,108113.0,109110.0,128992.0,142566.0,156619.0,136613.0,227233.0,104464.0,132934.0,140000.0,275237.0,134873.0,28819.0,255231.0,375049.0,355095.0,126782.0,187728.0,227212.0,101157.0,77088.0,97211.0,262593.0,140254.0,54398.0,99567.0,218368.0,222788.0,61818.0,54417.0,153108.0,107143.0,106034.0,228469.0,286914.0,,48872.0,37743.0,37936.0,57655.0,154739.0,214617.0,68832.0,48342.0,,172256.0,79615.0,153055.0,454397.0,223217.0,78956.0,90441.0,93267.0,77448.0,110569.0,469491.0,116146.0,425354.0,173441.0,121745.0,178685.0,68227.0,91142.0,437884.0,197299.0,67600.0,166071.0,136211.0,86857.0,229386.0,74966.0,179580.0,49169.0,69275.0,55793.0,318469.0,257150.0,149920.0,56336.0,100000.0,255870.0,340991.0,78304.0,33439.0,212113.0,173494.0,69217.0,,62439.0,247346.0,274908.0,122115.0,50910.0,158947.0,59472.0,294931.0,281195.0,43227.0,44631.0,261550.0,225114.0,85367.0,401926.0,154570.0,96281.0,284232.0,141477.0,111732.0,278415.0,60551.0,45447.0,38468.0,52737.0,267150.0,68445.0,276471.0,23394.0,60602.0,100662.0,145143.0,73108.0,72968.0,170730.0,133197.0,104916.0,131439.0,69920.0
2008,,261221.0,82727.0,64410.0,57331.0,48594.0,178842.0,60714.0,135299.0,76512.0,95874.0,86487.0,69902.0,38162.0,193878.0,148058.0,103921.0,130175.0,40845.0,312066.0,136007.0,175562.0,428264.0,85081.0,160640.0,152660.0,86741.0,109652.0,,132431.0,249332.0,55945.0,140996.0,252896.0,,39858.0,,205372.0,269012.0,81900.0,199185.0,,85865.0,265194.0,32769.0,119360.0,317175.0,225546.0,144354.0,80874.0,106066.0,140422.0,42934.0,203648.0,,221156.0,107057.0,60050.0,91841.0,73728.0,63484.0,119182.0,193333.0,135656.0,160415.0,437606.0,51599.0,178148.0,124739.0,40420.0,316379.0,196396.0,189096.0,170415.0,271429.0,416339.0,255911.0,167124.0,236393.0,171883.0,324790.0,146754.0,76389.0,220735.0,140000.0,427745.0,43139.0,100713.0,208210.0,114667.0,80921.0,148017.0,137560.0,149194.0,128701.0,144191.0,228976.0,122545.0,132972.0,140746.0,273519.0,135705.0,29546.0,197700.0,378267.0,363002.0,92052.0,164856.0,210959.0,111854.0,74952.0,93923.0,262593.0,167575.0,55221.0,103433.0,237053.0,219096.0,57817.0,49475.0,150803.0,108333.0,91061.0,220275.0,260257.0,,48116.0,37904.0,42390.0,54322.0,166771.0,190607.0,73013.0,48888.0,,142221.0,77375.0,138583.0,417335.0,233538.0,78930.0,100234.0,97365.0,118061.0,112949.0,460711.0,117939.0,424547.0,176445.0,120673.0,204696.0,70513.0,106789.0,455741.0,203627.0,71002.0,166379.0,140485.0,89271.0,278679.0,76606.0,105689.0,49748.0,62701.0,52436.0,360199.0,258346.0,141271.0,83759.0,100000.0,227091.0,309917.0,57154.0,32008.0,234288.0,176494.0,76531.0,,64035.0,243934.0,239238.0,127794.0,52833.0,157047.0,57831.0,331993.0,275498.0,43044.0,37889.0,261686.0,222294.0,85892.0,416597.0,156429.0,87586.0,326471.0,146366.0,148348.0,283904.0,60762.0,50815.0,38496.0,54687.0,272517.0,64510.0,276471.0,23469.0,59141.0,103521.0,144280.0,71919.0,71066.0,170369.0,163091.0,131181.0,138728.0,70915.0
2009,,286098.0,82883.0,58089.0,71724.0,47631.0,153660.0,64014.0,136051.0,76516.0,95946.0,85356.0,70623.0,39191.0,219780.0,145215.0,114915.0,124140.0,38336.0,313126.0,132059.0,133427.0,448287.0,87296.0,171066.0,152574.0,92813.0,111801.0,,134469.0,251423.0,50941.0,149105.0,252886.0,,44788.0,,198345.0,251082.0,82443.0,202435.0,,88161.0,266738.0,33927.0,125726.0,318212.0,226603.0,161809.0,92911.0,112701.0,145301.0,41073.0,206823.0,,220850.0,103923.0,60171.0,91379.0,72716.0,42485.0,121139.0,194458.0,129359.0,130608.0,440557.0,51136.0,175133.0,142304.0,43195.0,325627.0,209413.0,185496.0,201782.0,143843.0,415861.0,224806.0,181238.0,250764.0,185992.0,321822.0,130502.0,74859.0,186040.0,140000.0,465002.0,37149.0,101788.0,215880.0,129249.0,120444.0,142167.0,142659.0,144321.0,143374.0,146867.0,229897.0,123545.0,133010.0,141084.0,253895.0,137505.0,30573.0,164173.0,380763.0,356266.0,91233.0,197533.0,224935.0,109532.0,74287.0,90648.0,253571.0,119888.0,52797.0,107073.0,231535.0,230198.0,57265.0,49747.0,167238.0,110000.0,120370.0,229773.0,315433.0,,47623.0,38028.0,46988.0,47203.0,171783.0,191018.0,63325.0,48577.0,,152935.0,79086.0,175335.0,455262.0,222554.0,79059.0,94666.0,96135.0,67902.0,113160.0,447083.0,121931.0,443992.0,173227.0,120420.0,202139.0,68064.0,101574.0,463376.0,207970.0,63634.0,159649.0,153812.0,89106.0,241836.0,78410.0,113307.0,49849.0,53305.0,54673.0,331854.0,262209.0,142031.0,98227.0,110000.0,247911.0,280078.0,57156.0,32394.0,242755.0,173286.0,91874.0,,72535.0,195027.0,312382.0,124910.0,52476.0,159993.0,57640.0,324947.0,260527.0,47216.0,35798.0,266192.0,228249.0,86251.0,444167.0,149950.0,91564.0,284100.0,146511.0,163544.0,308151.0,55180.0,45932.0,38246.0,55335.0,272103.0,77815.0,282501.0,23421.0,75078.0,113737.0,142991.0,62516.0,71097.0,193036.0,165508.0,150946.0,139298.0,79693.0
2010,,261548.0,82077.0,54660.0,67861.0,48266.0,144837.0,65770.0,135056.0,77459.0,96290.0,85889.0,69442.0,40209.0,231111.0,146686.0,115730.0,118596.0,37290.0,316055.0,126606.0,175000.0,457310.0,81974.0,168188.0,146160.0,102114.0,121584.0,,137307.0,260575.0,50105.0,155110.0,252214.0,,48154.0,,198760.0,217319.0,88649.0,195130.0,,89059.0,292161.0,35085.0,136305.0,301218.0,194042.0,142955.0,106557.0,104566.0,142160.0,35098.0,215435.0,,218178.0,108968.0,59105.0,88809.0,72081.0,52044.0,123505.0,193880.0,135611.0,176725.0,399761.0,52111.0,160797.0,121530.0,46021.0,358331.0,201344.0,170146.0,209979.0,221698.0,352675.0,237649.0,180770.0,270526.0,114455.0,334202.0,139511.0,76069.0,213518.0,120000.0,386978.0,43049.0,102708.0,192112.0,130863.0,110531.0,130301.0,100235.0,155462.0,146180.0,140475.0,227847.0,112459.0,133133.0,141443.0,260267.0,136324.0,31443.0,152149.0,374370.0,348714.0,90212.0,216263.0,186887.0,112204.0,73391.0,112692.0,266357.0,221879.0,53069.0,110378.0,239308.0,225595.0,56768.0,84443.0,167960.0,116800.0,130183.0,229892.0,291896.0,,46307.0,36920.0,50975.0,65503.0,183557.0,178586.0,69123.0,48493.0,,174315.0,79511.0,119538.0,421566.0,207566.0,78728.0,103685.0,96579.0,80930.0,113296.0,422676.0,121832.0,429184.0,177573.0,119493.0,209194.0,75569.0,101480.0,435980.0,203202.0,62132.0,165000.0,132960.0,88881.0,251662.0,80055.0,157177.0,49846.0,56208.0,54365.0,317577.0,245461.0,152267.0,94895.0,92000.0,249250.0,344000.0,54743.0,32633.0,239448.0,177638.0,72071.0,,73528.0,282112.0,301761.0,139600.0,53074.0,159644.0,55359.0,305703.0,240772.0,46419.0,37049.0,262420.0,228480.0,85482.0,438841.0,144945.0,90246.0,210880.0,151403.0,127350.0,323257.0,58671.0,43662.0,38015.0,56678.0,271873.0,68438.0,276761.0,23223.0,78792.0,114943.0,141190.0,62011.0,70114.0,163115.0,181957.0,145740.0,132481.0,81321.0
2011,,275943.0,80645.0,53345.0,58759.0,48950.0,153740.0,61320.0,134396.0,77796.0,96536.0,85710.0,72502.0,41739.0,242211.0,153974.0,113747.0,117822.0,36146.0,295863.0,128185.0,139961.0,449005.0,93446.0,171334.0,138469.0,120058.0,131139.0,,121461.0,248330.0,52802.0,141647.0,266003.0,,50119.0,,203255.0,285714.0,84922.0,202335.0,,89695.0,276470.0,36239.0,139818.0,319681.0,282834.0,167181.0,113512.0,111158.0,141046.0,38982.0,227988.0,,215716.0,110831.0,59065.0,92297.0,72696.0,59517.0,124815.0,189247.0,154855.0,175794.0,457565.0,53401.0,168013.0,160648.0,48737.0,300656.0,213712.0,194426.0,307395.0,269886.0,389423.0,238936.0,185830.0,292806.0,209420.0,332564.0,132408.0,76186.0,209564.0,100000.0,457778.0,43791.0,103418.0,204628.0,136901.0,135594.0,155889.0,148377.0,151653.0,133991.0,140046.0,231889.0,110579.0,133225.0,141836.0,277742.0,134290.0,32180.0,162935.0,375121.0,348791.0,78972.0,210837.0,191553.0,109073.0,72854.0,95042.0,276766.0,228841.0,54144.0,113247.0,235049.0,198140.0,56372.0,86848.0,161402.0,119713.0,128363.0,233894.0,305151.0,,47327.0,36765.0,50568.0,57704.0,185482.0,204662.0,93326.0,48405.0,,178222.0,78500.0,121158.0,468991.0,195681.0,78818.0,81152.0,98563.0,89604.0,113465.0,501412.0,126992.0,423994.0,183150.0,116548.0,234152.0,74013.0,103183.0,460550.0,206209.0,71893.0,164706.0,164154.0,88580.0,229141.0,83320.0,137820.0,50526.0,56829.0,54221.0,309906.0,304473.0,125000.0,91259.0,180000.0,248827.0,342308.0,50437.0,32658.0,254138.0,183220.0,99708.0,,74569.0,296323.0,367856.0,127489.0,53028.0,162543.0,52853.0,357127.0,252948.0,46485.0,35463.0,266399.0,220078.0,85948.0,432192.0,143973.0,90624.0,259100.0,159038.0,165083.0,322556.0,59048.0,46253.0,37788.0,55634.0,258456.0,69981.0,270424.0,23327.0,79283.0,115860.0,139067.0,63188.0,70010.0,153960.0,143395.0,165223.0,168039.0,80742.0
2012,,236522.0,82258.0,90662.0,59187.0,49681.0,165176.0,61944.0,137519.0,78995.0,97030.0,85608.0,52790.0,42340.0,250538.0,145245.0,111073.0,105759.0,35268.0,310155.0,121202.0,192079.0,449752.0,87389.0,172474.0,141261.0,74849.0,146207.0,,93324.0,253233.0,46092.0,128731.0,199988.0,,53855.0,67999.0,189418.0,218385.0,83838.0,205260.0,,91669.0,279398.0,38532.0,144332.0,325809.0,182467.0,165903.0,129201.0,81533.0,169605.0,38442.0,223623.0,,219649.0,116186.0,59518.0,94636.0,74234.0,54757.0,124418.0,189474.0,139712.0,185893.0,447570.0,54492.0,191099.0,141920.0,52889.0,369437.0,219598.0,207151.0,258547.0,181041.0,421316.0,233126.0,196125.0,304291.0,185432.0,324333.0,120790.0,76056.0,208131.0,109524.0,411034.0,44760.0,102041.0,214345.0,131384.0,98054.0,170776.0,134410.0,145923.0,97685.0,137734.0,226164.0,106239.0,133333.0,142857.0,277281.0,139078.0,33413.0,167888.0,398372.0,379854.0,92119.0,180964.0,217373.0,118989.0,95842.0,106368.0,275303.0,221416.0,55601.0,116471.0,237444.0,194060.0,54575.0,82041.0,187923.0,130000.0,117284.0,209641.0,302421.0,17158.0,39631.0,37224.0,50118.0,63053.0,195593.0,243751.0,101095.0,49091.0,,182175.0,79112.0,239540.0,411129.0,198260.0,78853.0,69114.0,98735.0,97901.0,110673.0,454233.0,136049.0,435628.0,183911.0,120987.0,228610.0,80393.0,91338.0,451734.0,204226.0,72241.0,164286.0,107623.0,88889.0,240527.0,85503.0,134713.0,51716.0,47978.0,53823.0,343333.0,294943.0,125000.0,92886.0,120000.0,254254.0,257778.0,40604.0,31515.0,270940.0,183973.0,76325.0,,,279589.0,234470.0,142394.0,54287.0,161034.0,49668.0,305237.0,260699.0,48309.0,32553.0,271869.0,216907.0,85051.0,305570.0,146740.0,82663.0,300000.0,160453.0,150616.0,278602.0,54972.0,45479.0,36107.0,56194.0,263078.0,63570.0,268235.0,22981.0,153351.0,119239.0,137500.0,63393.0,69045.0,147848.0,101502.0,117901.0,161001.0,80018.0
2013,,281312.0,82540.0,85769.0,58096.0,50188.0,139192.0,61582.0,137198.0,79311.0,95146.0,85026.0,46605.0,42128.0,260110.0,150100.0,151129.0,126416.0,34859.0,325123.0,124822.0,120000.0,444089.0,92835.0,169502.0,134576.0,100704.0,123601.0,,127199.0,256547.0,41113.0,139459.0,208060.0,,68033.0,69119.0,192903.0,232630.0,83476.0,196853.0,,91122.0,289954.0,38333.0,156324.0,337563.0,227955.0,181520.0,131510.0,104987.0,174171.0,36033.0,217744.0,,209167.0,115353.0,59447.0,92172.0,75266.0,53855.0,125220.0,196667.0,133327.0,188221.0,398258.0,55206.0,179674.0,141589.0,55333.0,331856.0,226738.0,215290.0,230545.0,180629.0,415732.0,260504.0,199075.0,303218.0,183199.0,322631.0,114833.0,77241.0,193536.0,131960.0,325935.0,44740.0,98812.0,215884.0,124988.0,114517.0,148606.0,144644.0,160417.0,157869.0,144329.0,225293.0,110029.0,133333.0,145455.0,266286.0,130286.0,33044.0,168291.0,398852.0,383527.0,102085.0,210726.0,216507.0,146853.0,102676.0,119881.0,279234.0,258977.0,55160.0,116374.0,251396.0,232698.0,56232.0,70726.0,215747.0,136000.0,125978.0,177520.0,299369.0,17208.0,34753.0,38080.0,49799.0,54500.0,203744.0,210624.0,76239.0,48208.0,,193558.0,79484.0,155512.0,431560.0,212937.0,78582.0,63983.0,100207.0,96109.0,112903.0,454642.0,132570.0,442245.0,185026.0,119867.0,232421.0,74668.0,99857.0,422075.0,203663.0,69166.0,173611.0,158462.0,86689.0,251702.0,91641.0,170599.0,52687.0,73804.0,54074.0,292333.0,231179.0,122222.0,88904.0,122907.0,252347.0,383178.0,41237.0,33266.0,283099.0,185077.0,85247.0,,,361091.0,303332.0,136462.0,53412.0,165456.0,49537.0,286303.0,261952.0,50803.0,32293.0,271227.0,215567.0,90511.0,408993.0,151999.0,87626.0,303030.0,162654.0,146254.0,315907.0,57033.0,46535.0,40018.0,55182.0,262545.0,63891.0,267429.0,23054.0,96536.0,124939.0,132353.0,62460.0,70691.0,158785.0,146080.0,149004.0,159664.0,80952.0
2014,,272864.0,82364.0,79302.0,58925.0,49269.0,134651.0,58762.0,134933.0,79034.0,95751.0,84250.0,50193.0,42360.0,250000.0,156968.0,113883.0,111907.0,34738.0,330296.0,138429.0,138333.0,438932.0,96501.0,169025.0,155573.0,117805.0,122294.0,,99338.0,260662.0,37229.0,149372.0,244500.0,,57232.0,69673.0,173552.0,270462.0,86336.0,180603.0,,90239.0,296763.0,37808.0,157563.0,345420.0,234545.0,184249.0,120424.0,87903.0,188111.0,37985.0,225980.0,,210503.0,136587.0,59375.0,91750.0,76063.0,59261.0,126041.0,201279.0,152094.0,188874.0,474154.0,55522.0,189000.0,140845.0,54515.0,342240.0,245873.0,232366.0,213991.0,179414.0,431194.0,255100.0,213743.0,299247.0,196394.0,329441.0,109371.0,76040.0,203925.0,136054.0,444229.0,43533.0,102265.0,219959.0,128614.0,118791.0,171612.0,149902.0,160626.0,168011.0,144946.0,233960.0,111949.0,133275.0,143041.0,270938.0,133198.0,33276.0,168765.0,407399.0,396888.0,96101.0,179049.0,220703.0,123879.0,115392.0,106928.0,283165.0,255677.0,53453.0,118058.0,240199.0,204698.0,56882.0,82463.0,222161.0,128653.0,124304.0,238755.0,332425.0,14750.0,36530.0,38077.0,49755.0,86321.0,210674.0,277661.0,86011.0,48180.0,,183281.0,79625.0,166632.0,479779.0,217354.0,78648.0,72101.0,101424.0,69436.0,115017.0,540003.0,134945.0,445617.0,184384.0,118996.0,235873.0,74227.0,98357.0,456602.0,205847.0,77724.0,169037.0,173659.0,86735.0,289753.0,98375.0,156264.0,52778.0,77707.0,54337.0,312442.0,290726.0,90259.0,95768.0,127619.0,260560.0,403158.0,40483.0,33072.0,306934.0,184451.0,51384.0,,,305611.0,319430.0,129776.0,53796.0,167406.0,49317.0,350748.0,265676.0,50686.0,33867.0,272118.0,214218.0,87098.0,419220.0,132881.0,88333.0,269610.0,168989.0,152920.0,324401.0,55748.0,45556.0,37348.0,55406.0,266316.0,65896.0,675355.0,23303.0,98931.0,125151.0,130911.0,61296.0,69342.0,156011.0,129986.0,147799.0,176447.0,81747.0
