,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Cook Islands,Guadeloupe,Tokelau,Faroe Islands,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1993,,213516.0,79349.0,71839.0,26951.0,151584.0,105619.0,103811.0,130965.0,74373.0,91549.0,85654.0,78250.0,28309.0,98446.0,121968.0,,184769.0,41172.0,265498.0,127620.0,111250.0,408219.0,92722.0,161017.0,82523.0,102165.0,67528.0,499376.0,44492.0,182880.0,63423.0,83856.0,203680.0,,38279.0,,82687.0,133100.0,63788.0,176871.0,,58238.0,208448.0,29767.0,108887.0,375096.0,246210.0,96200.0,42861.0,85079.0,138915.0,35138.0,176295.0,,225000.0,88803.0,80000.0,94781.0,63257.0,80032.0,76385.0,85822.0,160591.0,103919.0,392311.0,47506.0,145006.0,93897.0,33020.0,,60124.0,134416.0,144407.0,213491.0,386777.0,203905.0,50653.0,111215.0,181463.0,306107.0,70832.0,78099.0,155461.0,166912.0,461828.0,51386.0,121975.0,188752.0,140474.0,117820.0,145414.0,106123.0,140141.0,140628.0,99212.0,233333.0,102033.0,131517.0,138438.0,163372.0,85669.0,33381.0,149000.0,313921.0,288690.0,69136.0,132348.0,140282.0,110151.0,71382.0,83517.0,56577.0,87729.0,58160.0,76504.0,120492.0,121263.0,56690.0,42488.0,105563.0,86957.0,118242.0,125740.0,183640.0,,58473.0,39339.0,57743.0,63003.0,117710.0,206004.0,53523.0,48859.0,,126432.0,74683.0,109849.0,357299.0,219724.0,76499.0,105613.0,65604.0,102589.0,138041.0,,82662.0,352717.0,170370.0,123883.0,155338.0,71531.0,73269.0,437663.0,145015.0,35434.0,150000.0,148950.0,,239400.0,68989.0,174739.0,47442.0,68398.0,39616.0,,233019.0,161979.0,33262.0,100000.0,224702.0,263426.0,62336.0,38000.0,106157.0,170380.0,56689.0,59512.0,52103.0,156030.0,228948.0,86200.0,45546.0,115902.0,53954.0,284925.0,242538.0,46568.0,49444.0,215281.0,184224.0,83333.0,415790.0,80105.0,123496.0,261905.0,73881.0,88430.0,242346.0,52514.0,46055.0,48068.0,40460.0,173979.0,66788.0,222222.0,18708.0,54047.0,91896.0,147884.0,53585.0,103084.0,78435.0,91559.0,,136956.0,64735.0
1994,,198795.0,79186.0,71709.0,29376.0,113461.0,95225.0,104533.0,132421.0,72655.0,100000.0,86171.0,70033.0,28568.0,81404.0,132216.0,,193625.0,40425.0,276644.0,125652.0,139300.0,419788.0,86813.0,163255.0,82045.0,75521.0,69231.0,446339.0,60007.0,189468.0,71605.0,98443.0,199601.0,,36277.0,,90089.0,127672.0,66497.0,170494.0,,65161.0,213016.0,29808.0,103970.0,322178.0,181143.0,95739.0,32182.0,70055.0,145552.0,33247.0,178967.0,,239412.0,80263.0,23077.0,94508.0,63699.0,80859.0,79613.0,116667.0,165416.0,105959.0,329499.0,48277.0,129963.0,92109.0,32751.0,,55349.0,131195.0,152013.0,228571.0,348378.0,234262.0,53054.0,95078.0,96690.0,355956.0,91000.0,78571.0,118235.0,165942.0,368605.0,50702.0,119936.0,172702.0,136896.0,123708.0,94112.0,101373.0,117318.0,140586.0,102099.0,214996.0,75678.0,131648.0,138591.0,188163.0,94255.0,33162.0,143000.0,318306.0,292044.0,69449.0,139958.0,137998.0,63952.0,72161.0,83961.0,203736.0,80659.0,56725.0,77320.0,111667.0,118128.0,56819.0,37790.0,106223.0,68824.0,110870.0,125740.0,192019.0,,62397.0,36898.0,50522.0,69845.0,112067.0,135853.0,51432.0,48645.0,,140959.0,72876.0,110485.0,331091.0,202266.0,75731.0,105739.0,75115.0,101609.0,123324.0,,88592.0,368141.0,162932.0,123792.0,171505.0,71120.0,73324.0,414503.0,149447.0,27406.0,155556.0,118364.0,,254800.0,70391.0,166360.0,47079.0,65615.0,27102.0,,160557.0,160213.0,28117.0,98182.0,233808.0,300000.0,54683.0,37953.0,107000.0,162958.0,52970.0,74690.0,53705.0,176210.0,391703.0,92772.0,45884.0,90906.0,52952.0,199650.0,267878.0,46804.0,39441.0,212873.0,208390.0,84000.0,399956.0,83500.0,119657.0,277500.0,69808.0,87956.0,228942.0,52018.0,51657.0,47287.0,42497.0,194847.0,67679.0,342466.0,20000.0,49590.0,88524.0,148073.0,54505.0,93479.0,84888.0,105070.0,,105449.0,65283.0
1995,,221053.0,79406.0,72740.0,76149.0,59061.0,96558.0,104700.0,133784.0,72826.0,100000.0,89861.0,67652.0,28668.0,111323.0,131433.0,,172175.0,39848.0,265973.0,129193.0,91550.0,432463.0,83570.0,170173.0,88417.0,67639.0,83490.0,423819.0,52439.0,196769.0,79664.0,110987.0,201978.0,,37048.0,,89217.0,157750.0,64140.0,204769.0,,55761.0,215469.0,29854.0,108598.0,306791.0,236845.0,84594.0,44010.0,71179.0,150232.0,32372.0,184899.0,,239412.0,74132.0,52500.0,95187.0,65817.0,72778.0,79320.0,165267.0,126943.0,107415.0,314058.0,49482.0,114701.0,90188.0,32255.0,,60014.0,131196.0,150422.0,230000.0,339644.0,238695.0,44472.0,136768.0,113559.0,341007.0,120924.0,79324.0,131090.0,166187.0,366860.0,51001.0,118098.0,191400.0,135604.0,152284.0,127992.0,120027.0,137059.0,141490.0,111778.0,207200.0,50697.0,131780.0,138742.0,194757.0,85740.0,33236.0,155000.0,328085.0,296250.0,72764.0,146376.0,130361.0,80298.0,74615.0,85218.0,188483.0,81332.0,55266.0,77778.0,279000.0,125157.0,57341.0,43080.0,114319.0,85333.0,103571.0,189910.0,189923.0,,61951.0,36339.0,49452.0,61074.0,113040.0,163505.0,51632.0,48113.0,,145590.0,75722.0,112416.0,339477.0,224846.0,78617.0,101126.0,77465.0,100478.0,121044.0,,93037.0,351478.0,170917.0,122556.0,168944.0,70475.0,75688.0,410056.0,145759.0,40612.0,156186.0,123608.0,91925.0,222400.0,68449.0,160385.0,47181.0,64721.0,34102.0,,171002.0,158486.0,38776.0,91667.0,232934.0,275893.0,55354.0,40000.0,95926.0,170940.0,57757.0,85739.0,54975.0,166189.0,254943.0,100116.0,44878.0,98531.0,54339.0,267949.0,266718.0,48128.0,40801.0,216122.0,234809.0,84615.0,374503.0,97188.0,118586.0,280000.0,68583.0,85559.0,237474.0,53968.0,53920.0,46619.0,43400.0,203353.0,66320.0,389629.0,20220.0,58561.0,89026.0,148263.0,54626.0,87202.0,104158.0,116617.0,,96233.0,65503.0
1996,,220029.0,79421.0,64886.0,108482.0,59061.0,88871.0,98941.0,134211.0,72005.0,100000.0,89364.0,66263.0,28300.0,106138.0,119182.0,,172243.0,39904.0,277298.0,128255.0,124589.0,430494.0,88783.0,172024.0,87747.0,56610.0,66381.0,456909.0,49744.0,196701.0,84225.0,111325.0,201957.0,,37106.0,,88305.0,212007.0,58725.0,197349.0,,57577.0,219167.0,29905.0,105193.0,328115.0,249864.0,88346.0,44106.0,84512.0,149236.0,31995.0,191461.0,,207059.0,66667.0,60348.0,99092.0,64641.0,72831.0,79004.0,187273.0,134593.0,108493.0,403749.0,49207.0,137471.0,92552.0,32079.0,254973.0,51906.0,129626.0,137472.0,256000.0,367500.0,241439.0,63676.0,134629.0,190208.0,451738.0,109531.0,80198.0,151328.0,166429.0,487219.0,51422.0,116249.0,189188.0,128385.0,121532.0,163152.0,113860.0,119469.0,135585.0,113863.0,191982.0,91733.0,131911.0,138893.0,211716.0,91850.0,32980.0,125000.0,336558.0,311575.0,72135.0,143886.0,141720.0,95507.0,75800.0,84504.0,209902.0,79181.0,54175.0,77936.0,107700.0,150131.0,57820.0,48308.0,117377.0,67500.0,111803.0,193000.0,211377.0,,59120.0,36635.0,49174.0,60278.0,118586.0,202826.0,51716.0,49243.0,,139954.0,76293.0,111024.0,357086.0,223435.0,78969.0,100969.0,80179.0,104984.0,121164.0,,97710.0,379928.0,179758.0,123584.0,171997.0,74404.0,79164.0,436811.0,147998.0,45595.0,157196.0,139763.0,90462.0,231243.0,68149.0,177576.0,47314.0,65740.0,38409.0,,208597.0,156796.0,31232.0,104000.0,224648.0,301646.0,45476.0,38571.0,115937.0,179776.0,64299.0,77265.0,54521.0,190228.0,214831.0,103207.0,45958.0,114302.0,54159.0,291997.0,251528.0,49064.0,40732.0,206906.0,204951.0,85185.0,407441.0,101359.0,118194.0,221569.0,66923.0,88205.0,235689.0,55134.0,52602.0,45243.0,43457.0,207536.0,65400.0,390754.0,20573.0,51554.0,89854.0,148453.0,57926.0,91805.0,101625.0,79847.0,,118859.0,68988.0
1997,,227139.0,79167.0,69280.0,70695.0,59061.0,83435.0,79663.0,133333.0,72471.0,100000.0,89465.0,77044.0,29413.0,109874.0,129259.0,,160600.0,40824.0,274227.0,124763.0,106963.0,423423.0,84493.0,160595.0,99009.0,63213.0,82881.0,522291.0,45821.0,173596.0,86344.0,117064.0,192464.0,,38381.0,,84437.0,179341.0,61248.0,147973.0,,56189.0,208104.0,29961.0,106663.0,339011.0,117970.0,84000.0,39376.0,90133.0,127143.0,30420.0,191259.0,,230233.0,100000.0,57064.0,97036.0,64422.0,67364.0,83600.0,173261.0,138516.0,108014.0,397497.0,50209.0,135948.0,103313.0,31819.0,249527.0,60980.0,109362.0,162750.0,269953.0,396154.0,220061.0,74486.0,141042.0,155179.0,316285.0,156909.0,80517.0,99173.0,167857.0,459163.0,52112.0,114329.0,208929.0,127191.0,120890.0,150974.0,111394.0,125652.0,140460.0,115980.0,170420.0,108262.0,132042.0,139043.0,224973.0,98453.0,33070.0,160000.0,335746.0,312313.0,78506.0,125928.0,146991.0,73571.0,76695.0,84349.0,201296.0,66425.0,52819.0,77670.0,100289.0,141675.0,58258.0,54358.0,133282.0,116667.0,104762.0,204781.0,216268.0,,56328.0,37794.0,41057.0,85223.0,116878.0,159025.0,61909.0,48447.0,,124153.0,75207.0,118000.0,393529.0,228271.0,79222.0,108494.0,81052.0,104556.0,121672.0,,95861.0,376221.0,162980.0,121930.0,189509.0,78559.0,80466.0,443191.0,149954.0,42726.0,159574.0,125728.0,90386.0,262300.0,69161.0,154474.0,48273.0,65871.0,36886.0,,193000.0,155142.0,27287.0,101429.0,222425.0,259341.0,49029.0,32000.0,120156.0,163028.0,53684.0,92696.0,62696.0,178727.0,220240.0,132859.0,46149.0,120636.0,54533.0,288325.0,263301.0,47581.0,41059.0,221240.0,235797.0,85714.0,429656.0,82722.0,117243.0,228571.0,79706.0,109929.0,241673.0,57175.0,55116.0,46611.0,43237.0,209415.0,64747.0,390545.0,21154.0,45087.0,83631.0,148644.0,78099.0,79461.0,98123.0,104537.0,,105875.0,68344.0
1998,,180091.0,79624.0,68173.0,95534.0,59061.0,78594.0,69166.0,131011.0,73201.0,100000.0,89878.0,71761.0,30126.0,127212.0,125842.0,,178502.0,39680.0,276833.0,120478.0,121543.0,337122.0,80110.0,162625.0,84612.0,60090.0,80276.0,413430.0,56605.0,180428.0,86667.0,133830.0,202849.0,,38660.0,,74178.0,218042.0,64182.0,221971.0,,51394.0,210842.0,29647.0,102572.0,355757.0,185788.0,76676.0,40194.0,84192.0,140999.0,32320.0,183418.0,,224922.0,99998.0,44667.0,97076.0,63672.0,54321.0,79348.0,180000.0,148041.0,109602.0,393980.0,50402.0,118028.0,105392.0,31599.0,273657.0,62915.0,134409.0,139017.0,202563.0,404433.0,200110.0,79554.0,160256.0,143288.0,385081.0,152063.0,81636.0,108971.0,167857.0,403866.0,51271.0,112452.0,171587.0,125762.0,106323.0,135671.0,97102.0,137850.0,136807.0,131541.0,190486.0,97521.0,132173.0,139191.0,246144.0,98738.0,33494.0,159807.0,325650.0,321609.0,98913.0,143191.0,149029.0,89213.0,77517.0,84461.0,189373.0,65966.0,52814.0,75455.0,104926.0,101637.0,58656.0,56063.0,136190.0,76923.0,109870.0,212682.0,233694.0,,55610.0,37650.0,41081.0,80872.0,117107.0,200375.0,59702.0,48448.0,,97147.0,76759.0,130931.0,369085.0,228777.0,79637.0,96237.0,80880.0,116778.0,123095.0,,93727.0,371741.0,179384.0,122390.0,159256.0,78099.0,79616.0,414881.0,148100.0,39881.0,160000.0,127024.0,90308.0,268047.0,66101.0,155263.0,48086.0,67019.0,39234.0,,209262.0,153522.0,53404.0,103333.0,242863.0,260541.0,60042.0,37500.0,126399.0,179389.0,54907.0,85431.0,58582.0,190320.0,219636.0,136008.0,47122.0,130657.0,54784.0,283064.0,262134.0,45695.0,38528.0,226403.0,258984.0,84483.0,391347.0,95307.0,115738.0,250000.0,69693.0,119582.0,258597.0,51821.0,48186.0,69008.0,42843.0,208031.0,63955.0,273208.0,21307.0,46338.0,81744.0,148855.0,76691.0,82436.0,102378.0,94041.0,,101804.0,68333.0
1999,,244923.0,79813.0,75840.0,112410.0,59061.0,97321.0,72998.0,130318.0,74221.0,100000.0,89696.0,70808.0,30267.0,142018.0,134771.0,,164112.0,39739.0,272508.0,127219.0,128757.0,397692.0,69132.0,167444.0,83595.0,49579.0,72824.0,451365.0,60712.0,250876.0,86280.0,125936.0,198781.0,,38822.0,,130197.0,212423.0,68520.0,200372.0,,65149.0,209295.0,29608.0,107971.0,301953.0,243363.0,107532.0,38280.0,89746.0,149722.0,31341.0,205936.0,,222714.0,80329.0,56200.0,98026.0,66308.0,64455.0,86410.0,249910.0,128352.0,109921.0,389359.0,50374.0,158782.0,106661.0,31444.0,303828.0,113046.0,129563.0,162830.0,203444.0,395507.0,190404.0,83210.0,153532.0,143285.0,367747.0,178641.0,81481.0,113328.0,167857.0,352256.0,51811.0,110615.0,228737.0,126551.0,130003.0,141049.0,97139.0,164103.0,146288.0,141706.0,198516.0,116814.0,132304.0,139337.0,240965.0,98327.0,32421.0,100095.0,338626.0,320386.0,94209.0,165743.0,154632.0,89770.0,78037.0,80813.0,194667.0,80521.0,49631.0,75617.0,117128.0,140583.0,59011.0,59157.0,157119.0,89569.0,87830.0,197358.0,246477.0,,56156.0,36904.0,49355.0,77898.0,117665.0,157170.0,71071.0,47581.0,,129807.0,77839.0,134552.0,389736.0,231627.0,79463.0,85944.0,88367.0,115729.0,118874.0,,104222.0,388271.0,175417.0,119629.0,177787.0,76516.0,91625.0,462833.0,123435.0,64169.0,163462.0,144578.0,90228.0,256094.0,68305.0,164972.0,49672.0,69367.0,39903.0,,195801.0,151936.0,53519.0,93333.0,239469.0,319429.0,78507.0,35000.0,135629.0,175462.0,56810.0,81604.0,55513.0,182907.0,258973.0,139499.0,47029.0,149513.0,55651.0,307045.0,253664.0,45408.0,50510.0,232646.0,211890.0,84880.0,401515.0,103786.0,110667.0,300000.0,74009.0,141398.0,272709.0,60889.0,48488.0,38272.0,43553.0,223392.0,63030.0,271622.0,21617.0,50360.0,82611.0,149044.0,78637.0,72193.0,109779.0,108475.0,,82026.0,67764.0
2000,,243851.0,79592.0,70187.0,102341.0,56677.0,70680.0,80714.0,132471.0,74732.0,100000.0,89589.0,64840.0,30825.0,141228.0,137082.0,,172485.0,41286.0,286821.0,110570.0,144537.0,397252.0,82072.0,158664.0,158786.0,50553.0,74727.0,,77140.0,262035.0,90472.0,124516.0,207374.0,,38919.0,,138236.0,184736.0,78892.0,212781.0,,58572.0,216629.0,30000.0,106910.0,297876.0,181515.0,106386.0,68068.0,65466.0,127384.0,32297.0,202300.0,,212922.0,82016.0,59333.0,96184.0,66149.0,47573.0,89838.0,200000.0,139738.0,116546.0,449909.0,50575.0,145634.0,107073.0,31383.0,302913.0,81379.0,84866.0,163157.0,196125.0,424863.0,213248.0,134755.0,166143.0,154743.0,344309.0,238095.0,80959.0,131888.0,167857.0,424452.0,52049.0,108789.0,212069.0,123725.0,88911.0,163916.0,105230.0,140097.0,131017.0,130893.0,174248.0,109206.0,132436.0,139482.0,259323.0,91519.0,30188.0,103360.0,311234.0,285181.0,99125.0,168828.0,168050.0,93961.0,79415.0,76224.0,181350.0,69219.0,42698.0,76019.0,119046.0,130767.0,58517.0,59171.0,213826.0,91644.0,102370.0,207950.0,258167.0,,54860.0,37486.0,38765.0,47355.0,119344.0,193762.0,84027.0,48074.0,,152654.0,78490.0,129461.0,395591.0,230336.0,79344.0,86093.0,88454.0,110672.0,116444.0,444058.0,105592.0,409714.0,174535.0,120053.0,191401.0,76918.0,90479.0,456548.0,128373.0,72592.0,164151.0,122738.0,90145.0,206270.0,68206.0,140645.0,49210.0,68265.0,52521.0,282630.0,213300.0,150382.0,56601.0,86667.0,248616.0,337037.0,76582.0,34444.0,140057.0,174573.0,71985.0,66100.0,63334.0,179995.0,264293.0,114090.0,48937.0,151543.0,56723.0,292627.0,262921.0,40785.0,42964.0,238350.0,231866.0,85106.0,399759.0,89358.0,109087.0,261032.0,75272.0,137690.0,261935.0,62650.0,54197.0,38170.0,43745.0,237105.0,62331.0,271997.0,22140.0,59359.0,84294.0,150350.0,79397.0,79039.0,84883.0,75262.0,,121632.0,67979.0
2001,,244267.0,81000.0,86884.0,94356.0,52471.0,86902.0,77792.0,134043.0,75651.0,89071.0,88928.0,73371.0,31303.0,148818.0,138346.0,,165733.0,40736.0,253251.0,119247.0,142075.0,419103.0,84133.0,166622.0,157525.0,90210.0,65507.0,,85581.0,240917.0,91873.0,133077.0,205082.0,,39996.0,,128406.0,250499.0,80324.0,213451.0,,59219.0,199689.0,29921.0,106541.0,286946.0,212737.0,132895.0,64933.0,87995.0,136166.0,33254.0,193456.0,,222778.0,83742.0,66667.0,97685.0,67418.0,47287.0,94569.0,195000.0,129764.0,123951.0,422433.0,50659.0,111670.0,109627.0,31441.0,299082.0,85651.0,114586.0,189570.0,142114.0,403828.0,216010.0,151893.0,147018.0,123397.0,347680.0,232889.0,80909.0,122132.0,167857.0,375725.0,51306.0,106982.0,201576.0,120354.0,115597.0,102868.0,108716.0,154930.0,141758.0,132803.0,210131.0,106498.0,132567.0,139624.0,256479.0,99314.0,27542.0,110048.0,347290.0,325672.0,114329.0,164249.0,174729.0,107945.0,80008.0,79385.0,224971.0,69752.0,40916.0,76667.0,132600.0,176141.0,58683.0,71825.0,185448.0,91139.0,121674.0,190468.0,258990.0,,55094.0,37788.0,35389.0,75345.0,123657.0,162270.0,93764.0,47855.0,,155249.0,79128.0,140146.0,374626.0,234362.0,79125.0,85280.0,88867.0,115619.0,115332.0,412267.0,104338.0,385493.0,174086.0,120140.0,190135.0,77733.0,73202.0,434106.0,165111.0,72462.0,162963.0,144456.0,90057.0,257303.0,65868.0,163947.0,48899.0,69595.0,52516.0,310218.0,208818.0,148858.0,58281.0,80000.0,248807.0,334266.0,80077.0,33844.0,146535.0,174113.0,63777.0,108495.0,54403.0,187202.0,269245.0,126388.0,47848.0,158221.0,56964.0,300394.0,270234.0,39802.0,40329.0,241003.0,240474.0,84590.0,402970.0,109794.0,115200.0,326170.0,96642.0,135448.0,249961.0,61899.0,56113.0,38655.0,42381.0,236556.0,63056.0,412565.0,22581.0,64791.0,86244.0,149481.0,79313.0,76346.0,102106.0,123921.0,,108079.0,68305.0
2002,,261779.0,81174.0,82154.0,101320.0,48507.0,76912.0,75573.0,134222.0,76227.0,93968.0,87900.0,64621.0,31933.0,153868.0,141291.0,,166009.0,41069.0,275315.0,123939.0,110000.0,444981.0,72052.0,166471.0,158078.0,72206.0,50707.0,,96963.0,228648.0,92392.0,129887.0,194004.0,,39544.0,,151775.0,221222.0,78072.0,212937.0,,63748.0,226265.0,30019.0,107897.0,287905.0,258560.0,139270.0,73059.0,93282.0,145016.0,34447.0,207401.0,,206098.0,86771.0,56000.0,96819.0,63678.0,62697.0,100115.0,195000.0,120820.0,121166.0,404527.0,50873.0,143358.0,96951.0,31576.0,294401.0,61834.0,122814.0,209777.0,239028.0,399066.0,234947.0,137801.0,183723.0,185857.0,328178.0,208166.0,78370.0,134922.0,164286.0,391023.0,51303.0,105255.0,206575.0,119534.0,113615.0,154365.0,102782.0,140399.0,163124.0,130673.0,217712.0,108204.0,132698.0,139764.0,269742.0,102621.0,27628.0,189739.0,372786.0,351261.0,119921.0,162830.0,170046.0,89988.0,81224.0,78350.0,202949.0,85080.0,50535.0,79114.0,158022.0,175751.0,58816.0,57568.0,177835.0,96029.0,98844.0,233322.0,277879.0,,54174.0,37655.0,38142.0,72618.0,126760.0,193231.0,94763.0,47846.0,,131599.0,80068.0,145051.0,423804.0,249461.0,79051.0,87293.0,88522.0,117510.0,113290.0,471475.0,109753.0,391474.0,184826.0,121229.0,196910.0,78150.0,65395.0,445686.0,169028.0,83865.0,162832.0,143984.0,89964.0,257937.0,65675.0,170047.0,48949.0,71882.0,51195.0,299182.0,235729.0,148745.0,61119.0,75000.0,238765.0,336759.0,79915.0,33656.0,158937.0,184858.0,57755.0,101277.0,64717.0,231198.0,300782.0,118585.0,48217.0,237869.0,56986.0,303832.0,280381.0,40107.0,38185.0,241540.0,217488.0,85384.0,440886.0,121145.0,108078.0,309080.0,107435.0,125078.0,262594.0,62440.0,57372.0,38242.0,44112.0,235333.0,63160.0,249500.0,22923.0,71526.0,88756.0,148810.0,79267.0,74312.0,113892.0,120894.0,,104374.0,68377.0
2003,,215122.0,81379.0,75945.0,95869.0,48589.0,93270.0,76771.0,137660.0,76396.0,95582.0,88424.0,66319.0,32657.0,151301.0,139015.0,,158254.0,40080.0,292024.0,131222.0,88625.0,434326.0,72669.0,168231.0,156676.0,78698.0,93425.0,,83557.0,232293.0,93008.0,123802.0,206882.0,,40356.0,,147749.0,185869.0,87548.0,196606.0,,87970.0,243033.0,30238.0,108213.0,280648.0,231217.0,139045.0,70166.0,70863.0,148759.0,34191.0,213753.0,,205600.0,90196.0,59259.0,93869.0,54664.0,44751.0,100279.0,195451.0,141084.0,131799.0,345177.0,51398.0,135348.0,123021.0,33373.0,292426.0,109922.0,157194.0,192832.0,201976.0,391191.0,217280.0,142435.0,212037.0,152677.0,260031.0,195556.0,79208.0,164350.0,166667.0,337310.0,49734.0,102339.0,195893.0,119565.0,116563.0,154402.0,115737.0,139013.0,157501.0,130589.0,215099.0,108594.0,132783.0,139901.0,239710.0,100810.0,26136.0,179798.0,368354.0,347109.0,97495.0,166698.0,191840.0,80722.0,81852.0,91411.0,262741.0,84868.0,54044.0,81629.0,182134.0,184366.0,59191.0,57713.0,164993.0,98119.0,110772.0,157509.0,262194.0,,52060.0,38332.0,37402.0,62293.0,139512.0,179316.0,109622.0,46027.0,,143933.0,80239.0,158020.0,403625.0,223134.0,79022.0,91455.0,89817.0,106205.0,113691.0,425318.0,112503.0,395819.0,180476.0,121053.0,177304.0,78519.0,62344.0,407753.0,176984.0,87397.0,163207.0,140036.0,89870.0,251620.0,65388.0,170146.0,48540.0,68366.0,50311.0,294205.0,189681.0,149465.0,57131.0,80000.0,216496.0,343803.0,79787.0,33445.0,169593.0,180523.0,88081.0,81410.0,67334.0,217069.0,322349.0,139006.0,48017.0,157200.0,57137.0,265287.0,274295.0,40607.0,39813.0,250446.0,230957.0,85895.0,408138.0,129604.0,106769.0,282295.0,115894.0,132798.0,271766.0,63083.0,59763.0,35496.0,46227.0,253191.0,63355.0,273469.0,22872.0,64580.0,85817.0,148995.0,80263.0,69725.0,59440.0,151312.0,,116283.0,67482.0
2004,,226886.0,82692.0,87214.0,100632.0,49216.0,92764.0,76499.0,136249.0,76815.0,95720.0,88746.0,69067.0,33397.0,149346.0,140855.0,,139960.0,39790.0,304861.0,129678.0,160000.0,423453.0,67551.0,162036.0,155912.0,91920.0,88327.0,,100354.0,260589.0,91433.0,142143.0,207897.0,,40594.0,,169109.0,253210.0,89548.0,198412.0,,86902.0,242162.0,30577.0,107620.0,309147.0,243742.0,134481.0,62942.0,103295.0,156013.0,34199.0,206018.0,,227629.0,94436.0,60000.0,96470.0,55197.0,42771.0,105242.0,195000.0,142985.0,137902.0,441756.0,51327.0,128507.0,128049.0,34097.0,292038.0,133233.0,161509.0,189750.0,207118.0,397415.0,255441.0,139822.0,203585.0,157637.0,354689.0,184445.0,79675.0,195459.0,176471.0,394976.0,48647.0,102257.0,176838.0,117293.0,113481.0,128802.0,114742.0,154959.0,174365.0,129487.0,222143.0,77171.0,132820.0,140035.0,272709.0,116173.0,28553.0,179913.0,377094.0,361839.0,90523.0,173466.0,201644.0,124293.0,81342.0,113479.0,262593.0,80290.0,55628.0,84608.0,183006.0,180702.0,59105.0,61647.0,158053.0,101010.0,111409.0,250988.0,269867.0,,52075.0,36899.0,37636.0,60695.0,145261.0,196266.0,90826.0,45882.0,,106140.0,81145.0,163523.0,454162.0,236829.0,78989.0,96344.0,89829.0,96028.0,113801.0,483955.0,112515.0,420120.0,187159.0,119555.0,190742.0,77119.0,59370.0,456832.0,198368.0,79372.0,163682.0,166540.0,89772.0,279430.0,66937.0,162581.0,48720.0,68452.0,50738.0,350299.0,239561.0,147611.0,71195.0,80000.0,249740.0,415188.0,79881.0,34444.0,171793.0,187184.0,65477.0,109872.0,70465.0,240589.0,365455.0,129999.0,50230.0,159938.0,57439.0,316117.0,277707.0,40311.0,38619.0,248917.0,231246.0,84992.0,424781.0,141416.0,93054.0,276786.0,123286.0,162193.0,268125.0,63168.0,58489.0,35805.0,47577.0,241242.0,64525.0,272895.0,22984.0,64239.0,97509.0,148734.0,77861.0,70440.0,153997.0,186855.0,,133386.0,67214.0
