,Slovakia,Eritrea,USSR,Australia & New Zealand,Australia,Iraq,Mexico,The former Yugoslav Republic of Macedonia,Ethiopia,Czechia,Republic of Moldova,Italy,Morocco,Germany,Croatia,Albania,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Serbia,Slovenia,Malta,Spain,Lebanon,Cyprus,Austria,Israel,Poland,Turkey,Belarus,Ethiopia PDR,Egypt,Greece,Czechoslovakia,Bosnia and Herzegovina,Hungary,Jordan,Russian Federation,Syrian Arab Republic,Tunisia,Yugoslav SFR,Kazakhstan,Latvia,Sweden,Algeria,Lithuania,Bulgaria,Ukraine
1972,,,1133000.0,600.0,600.0,973.0,-1.0,,,,,13386.0,28800.0,10354.0,,6600.0,-1.0,,,,,380.0,77700.0,6294.0,10034.0,325.0,805.0,29000.0,167500.0,,38000.0,420.0,17800.0,3693.0,,17848.0,7185.0,,63500.0,-1.0,19200.0,,,2228.0,2490.0,,3781.0,
1973,,,1101000.0,800.0,800.0,623.0,-1.0,,,,,11305.0,41000.0,8540.0,,6500.0,-1.0,,,,,421.0,64000.0,12000.0,14047.0,435.0,1950.0,26000.0,156500.0,,40000.0,420.0,18570.0,2780.0,,12000.0,8133.0,,69200.0,-1.0,16500.0,,,5948.0,2750.0,,2437.0,
1974,,,994000.0,950.0,950.0,645.0,-1.0,,,,,10926.0,38100.0,7660.0,,6500.0,-1.0,,,,,428.0,77000.0,7259.0,12040.0,375.0,2820.0,30000.0,163000.0,,32000.0,420.0,20100.0,3103.0,,13500.0,7933.0,,69100.0,-1.0,14800.0,,,5201.0,2210.0,,1939.0,
1975,,,1074000.0,805.0,805.0,429.0,-1.0,,,,,10448.0,46400.0,8026.0,,6800.0,-1.0,,,,,387.0,69200.0,7000.0,4147.0,0.0,1950.0,26133.0,162000.0,,29400.0,420.0,19300.0,2558.0,,7750.0,4448.0,,57100.0,-1.0,15400.0,,,4369.0,2140.0,,1429.0,
1976,,,820000.0,630.0,630.0,461.0,-1.0,,,,,9977.0,56500.0,8098.0,,7000.0,-1.0,,,,,354.0,63400.0,7000.0,4247.0,,2170.0,18735.0,158000.0,,31500.0,420.0,16100.0,1849.0,,5163.0,4835.0,,82500.0,-1.0,14180.0,,,4257.0,1980.0,,1200.0,
1977,,,879000.0,608.0,608.0,806.0,-1.0,,,,,8580.0,26700.0,9400.0,,7300.0,-1.0,,,,,376.0,46800.0,7000.0,4916.0,,2400.0,18438.0,166000.0,,50200.0,420.0,15300.0,2026.0,,5386.0,4478.0,,82500.0,-1.0,13840.0,,,5221.0,2180.0,,823.0,
1978,,,800000.0,397.0,397.0,1500.0,-1.0,,,,,8556.0,20000.0,8500.0,,7500.0,-1.0,,,,,352.0,44000.0,5000.0,3077.0,,840.0,15813.0,153500.0,,49300.0,500.0,13600.0,2033.0,,5025.0,4560.0,,77941.0,-1.0,11850.0,,,6467.0,2410.0,,944.0,
1979,,,589000.0,475.0,475.0,1500.0,-1.0,,,,,8162.0,17700.0,8200.0,,7400.0,-1.0,,,,,329.0,41200.0,4000.0,2275.0,,940.0,15348.0,148000.0,,57500.0,500.0,14100.0,2089.0,,7443.0,4419.0,,54970.0,-1.0,11580.0,,,8437.0,3750.0,,1587.0,
1980,,,499000.0,492.0,492.0,1500.0,10021.0,,,,,7983.0,25000.0,8200.0,,7400.0,-1.0,,,,,284.0,42800.0,3000.0,2221.0,,1781.0,12670.0,144500.0,,74930.0,500.0,13000.0,1736.0,,4923.0,2405.0,,63176.0,-1.0,10900.0,,,8400.0,4310.0,,743.0,
1981,,,590000.0,567.0,567.0,1500.0,10844.0,,,,,7259.0,22000.0,8400.0,,6000.0,-1.0,,,,,293.0,42000.0,3000.0,1953.0,,1100.0,16870.0,147000.0,,37390.0,500.0,12400.0,1528.0,,6364.0,3331.0,,56352.0,-1.0,11100.0,,,10500.0,3000.0,,969.0,
1982,,,551000.0,1666.0,1666.0,1600.0,10553.0,,,,,6989.0,30100.0,9098.0,,6000.0,-1.0,,,,,282.0,41400.0,2700.0,2060.0,,800.0,14502.0,183350.0,,32290.0,500.0,8600.0,1419.0,,6498.0,3430.0,,42392.0,60.0,10000.0,,,16300.0,2800.0,,1238.0,
1983,,,712000.0,417.0,417.0,1600.0,7151.0,,,,,6955.0,20100.0,8992.0,,5800.0,-1.0,,,,,294.0,41200.0,2900.0,2227.0,,2000.0,17477.0,206700.0,,32310.0,500.0,8200.0,1701.0,,5640.0,3700.0,,59700.0,100.0,9182.0,,,27900.0,4390.0,,1142.0,
1984,,,828000.0,600.0,600.0,1500.0,-1.0,,,,,7085.0,22800.0,9654.0,,5700.0,-1.0,,,,,300.0,35528.0,3000.0,2475.0,,1477.0,13151.0,214497.0,,27700.0,500.0,9400.0,1725.0,,4309.0,3667.0,,45600.0,140.0,8368.0,,,41200.0,4450.0,,937.0,
1985,,,821000.0,674.0,674.0,1500.0,7540.0,,,,,6981.0,25900.0,9446.0,,5700.0,-1.0,,,,,300.0,36877.0,3100.0,1645.0,,2219.0,10119.0,229907.0,,41470.0,500.0,9100.0,1636.0,,4246.0,3573.0,,54676.0,200.0,9157.0,,,38800.0,2010.0,,1327.0,
1986,,,917000.0,4249.0,4249.0,1550.0,5536.0,,,,,7011.0,19300.0,9723.0,,5700.0,-1.0,,,,,300.0,38700.0,3250.0,709.0,,1900.0,9596.0,230946.0,,65460.0,550.0,10100.0,1893.0,,3701.0,1383.0,,43725.0,300.0,9696.0,,,34905.0,940.0,,1450.0,
1987,,,851000.0,3013.0,3013.0,1500.0,8784.0,,,,,5865.0,27200.0,9211.0,,6000.0,-1.0,,,,,300.0,38854.0,3400.0,903.0,,2000.0,8600.0,241981.0,,41060.0,550.0,11500.0,1838.0,,2039.0,1538.0,,50882.0,400.0,9598.0,,,50608.0,670.0,,1024.0,
1988,,,737000.0,5147.0,5147.0,1550.0,7489.0,,,,,5924.0,25400.0,8804.0,,6200.0,-1.0,,,,,300.0,38400.0,3600.0,744.0,,2000.0,9131.0,256820.0,,61420.0,560.0,8600.0,1705.0,,2880.0,1458.0,,62343.0,300.0,10305.0,,,38884.0,3420.0,,1634.0,
1989,,,800000.0,9482.0,9482.0,1600.0,7045.0,,,,,5909.0,24300.0,10435.0,,6200.0,-1.0,,,,,300.0,43400.0,3800.0,468.0,,1900.0,8828.0,264000.0,,58650.0,570.0,8000.0,1948.0,,3000.0,1413.0,,45800.0,300.0,10300.0,,,37771.0,510.0,,2370.0,
1990,,,730000.0,10368.0,10368.0,1700.0,6726.0,,,,,5768.0,20100.0,7300.0,,5800.0,-1.0,,,,,280.0,52500.0,3950.0,438.0,0.0,2076.0,7300.0,269115.0,,50190.0,580.0,8500.0,2252.0,,1410.0,2061.0,,43000.0,340.0,10838.0,,,32000.0,450.0,,2215.0,
1991,,,602000.0,36190.0,36190.0,1500.0,8203.0,,,,,5442.0,20200.0,3000.0,,5200.0,-1.0,,,,,266.0,59200.0,4070.0,282.0,0.0,1000.0,7600.0,264689.0,,65080.0,600.0,7500.0,2822.0,,1400.0,2066.0,,32300.0,357.0,10500.0,,,18597.0,190.0,,1526.0,
1992,,,,76941.0,76941.0,1700.0,5636.0,4444.0,,,800.0,6032.0,20800.0,1000.0,871.0,5600.0,-1.0,3528.0,,,127.0,250.0,51200.0,4178.0,360.0,0.0,-1.0,8000.0,267660.0,-1.0,75750.0,615.0,6000.0,2280.0,829.0,2000.0,981.0,292800.0,44500.0,338.0,,,1200.0,19300.0,250.0,13900.0,0.0,98000.0
1993,1560.0,6000.0,,36000.0,36000.0,1750.0,7886.0,4609.0,72510.0,257.0,600.0,5882.0,17500.0,500.0,706.0,5400.0,-1.0,3913.0,,,0.0,261.0,38854.0,4200.0,428.0,-1.0,-1.0,5000.0,280462.0,-1.0,,620.0,6000.0,,700.0,1633.0,475.0,281570.0,36000.0,360.0,,,300.0,19773.0,290.0,6000.0,-1.0,77000.0
1994,1350.0,8000.0,,23000.0,23000.0,1770.0,7729.0,4318.0,89670.0,300.0,600.0,5727.0,23000.0,200.0,741.0,5500.0,-1.0,3819.0,-1.0,,-1.0,261.0,69700.0,4210.0,222.0,-1.0,-1.0,3600.0,274600.0,-1.0,,600.0,5400.0,,600.0,1000.0,816.0,254800.0,33200.0,295.0,,,500.0,20000.0,510.0,6572.0,-1.0,76000.0
1995,1161.0,10000.0,,34000.0,34000.0,1750.0,6887.0,4147.0,85330.0,260.0,574.0,6532.0,17300.0,0.0,720.0,4540.0,-1.0,5433.0,-1.0,,-1.0,260.0,169000.0,4230.0,242.0,-1.0,-1.0,3000.0,279200.0,-1.0,,620.0,5500.0,,500.0,0.0,1234.0,305000.0,37300.0,273.0,,-1.0,300.0,8546.0,360.0,6835.0,-1.0,86000.0
1996,1015.0,12000.0,,40000.0,40000.0,1720.0,9210.0,4098.0,76680.0,340.0,589.0,6500.0,18600.0,-1.0,744.0,5285.0,3486.0,7518.0,-1.0,,-1.0,261.0,332100.0,4241.0,76.0,-1.0,-1.0,3000.0,268000.0,-1.0,,625.0,5400.0,,462.0,-1.0,1126.0,306000.0,25993.0,255.0,,-1.0,600.0,-1.0,690.0,8000.0,-1.0,79000.0
1997,842.0,9000.0,,40000.0,40000.0,1750.0,7192.0,4723.0,81970.0,312.0,531.0,6179.0,21300.0,-1.0,753.0,5325.0,2910.0,6947.0,-1.0,,-1.0,262.0,274600.0,4250.0,76.0,-1.0,-1.0,3000.0,260100.0,-1.0,,650.0,5631.0,,218.0,-1.0,1415.0,235000.0,32739.0,238.0,,-1.0,1000.0,-1.0,340.0,11261.0,-1.0,31000.0
1998,500.0,11000.0,,41000.0,41000.0,1800.0,8387.0,4290.0,93000.0,285.0,853.0,6368.0,21700.0,-1.0,752.0,5800.0,2758.0,7094.0,-1.0,,-1.0,263.0,191200.0,4300.0,72.0,-1.0,-1.0,3000.0,241000.0,-1.0,,675.0,5953.0,,265.0,-1.0,1925.0,262000.0,52600.0,224.0,,,1500.0,-1.0,540.0,4500.0,-1.0,50000.0
1999,583.0,10000.0,,62000.0,62000.0,1582.0,8793.0,3747.0,95050.0,200.0,472.0,6503.0,21400.0,-1.0,720.0,6000.0,1250.0,6343.0,-1.0,,-1.0,263.0,192900.0,4350.0,72.0,-1.0,-1.0,3000.0,237500.0,-1.0,,680.0,6133.0,,250.0,-1.0,2988.0,254000.0,31006.0,211.0,,,1500.0,-1.0,620.0,3500.0,-1.0,72000.0
2000,568.0,8749.0,,39000.0,39000.0,1600.0,9329.0,3543.0,110580.0,180.0,600.0,6800.0,19200.0,-1.0,720.0,6200.0,2001.0,6601.0,-1.0,,-1.0,292.0,163300.0,4400.0,72.0,-1.0,-1.0,3000.0,228850.0,-1.0,,720.0,6000.0,,400.0,-1.0,1235.0,220000.0,36308.0,200.0,,,500.0,-1.0,270.0,3000.0,-1.0,54000.0
2001,600.0,8562.0,,60000.0,60000.0,1704.0,9342.0,3200.0,114060.0,221.0,1300.0,7000.0,16700.0,-1.0,700.0,6000.0,1841.0,7131.0,-1.0,,-1.0,276.0,153100.0,4500.0,71.0,-1.0,-1.0,2100.0,242900.0,-1.0,,704.0,6100.0,,601.0,-1.0,933.0,204000.0,47800.0,189.0,,,600.0,-1.0,60.0,3700.0,1500.0,50100.0
2002,800.0,9260.0,,40000.0,40000.0,1800.0,7394.0,3300.0,83522.0,215.0,1700.0,6225.0,19900.0,-1.0,716.0,5690.0,1887.0,7426.0,-1.0,,-1.0,272.0,168200.0,4400.0,72.0,-1.0,-1.0,1300.0,237077.0,-1.0,,716.0,6000.0,,626.0,-1.0,1354.0,225000.0,44400.0,180.0,,,310.0,-1.0,40.0,3500.0,1300.0,63700.0
2003,600.0,8244.0,,64762.0,64762.0,1689.0,8876.0,3000.0,83000.0,209.0,1700.0,6584.0,18500.0,-1.0,730.0,5408.0,1876.0,7421.0,-1.0,,-1.0,269.0,166600.0,4350.0,73.0,591.0,-1.0,608.0,253000.0,51108.0,,733.0,6200.0,,642.0,28.0,233.0,277900.0,36600.0,171.0,,,300.0,-1.0,30.0,2200.0,900.0,65000.0
2004,200.0,7904.0,,23267.0,23267.0,1667.0,7851.0,3400.0,82713.0,236.0,1200.0,6891.0,17300.0,-1.0,734.0,5663.0,2353.0,7411.0,-1.0,,-1.0,265.0,144529.0,3800.0,82.0,768.0,-1.0,683.0,101650.0,46943.0,,730.0,6250.0,,503.0,149.0,1626.0,326000.0,31700.0,162.0,,,300.0,-1.0,25.0,1400.0,713.0,48000.0
2005,196.0,10500.0,,31984.0,31984.0,1700.0,7802.0,3100.0,112425.0,252.0,800.0,7191.0,16400.0,-1.0,753.0,5704.0,2291.0,7697.0,-1.0,,-1.0,261.0,142100.0,3500.0,85.0,1071.0,-1.0,2674.0,102000.0,39755.0,,735.0,6472.0,,449.0,55.0,1323.0,258800.0,34300.0,154.0,,,100.0,-1.0,215.0,2600.0,775.0,40600.0
2006,59.0,4535.0,,20000.0,20000.0,1643.0,8670.0,3000.0,123462.0,150.0,387.0,7200.0,13900.0,-1.0,750.0,5800.0,1778.0,,,7947.0,-1.0,280.0,47795.0,3100.0,92.0,958.0,-1.0,899.0,142941.0,32747.0,,755.0,8415.0,,369.0,45.0,1837.0,292900.0,35000.0,147.0,,,100.0,-1.0,206.0,1900.0,307.0,24600.0
2007,76.0,2828.0,,25000.0,25000.0,1627.0,8125.0,2281.0,124954.0,120.0,251.0,7000.0,11550.0,-1.0,700.0,6000.0,1769.0,,,8132.0,-1.0,240.0,34592.0,2700.0,94.0,1105.0,-1.0,2559.0,111933.0,17371.0,,758.0,8554.0,,535.0,27.0,562.0,204500.0,30900.0,140.0,,,100.0,-1.0,140.0,1900.0,416.0,26700.0
2008,50.0,229.0,,31802.0,31802.0,1599.0,8266.0,2548.0,147172.0,126.0,300.0,7334.0,14800.0,-1.0,678.0,5878.0,1619.0,,,8426.0,-1.0,250.0,22500.0,1900.0,135.0,1099.0,-1.0,1759.0,107088.0,16734.0,,750.0,7800.0,,392.0,18.0,1654.0,205400.0,27250.0,133.0,,,100.0,-1.0,161.0,900.0,244.0,17800.0
2009,230.0,3691.0,,23399.0,23399.0,1600.0,8089.0,2958.0,135658.0,117.0,200.0,7500.0,14700.0,-1.0,664.0,5853.0,1600.0,,,8734.0,-1.0,245.0,47300.0,1000.0,127.0,1593.0,-1.0,3022.0,122543.0,21493.0,,800.0,7800.0,,406.0,26.0,1163.0,52700.0,18213.0,127.0,,,100.0,-1.0,165.0,900.0,311.0,26600.0
2010,194.0,4044.0,,34000.0,34000.0,1481.0,8637.0,2902.0,131044.0,110.0,128.0,7559.0,10900.0,-1.0,700.0,5600.0,476.0,,,8808.0,-1.0,243.0,48013.0,583.0,76.0,2107.0,-1.0,5383.0,95570.0,18730.0,,750.0,7331.0,,355.0,65.0,2489.0,54900.0,17572.0,120.0,,,30.0,-1.0,181.0,2100.0,300.0,28100.0
2011,233.0,3870.0,,45233.0,45233.0,1381.0,8272.0,2437.0,179866.0,95.0,149.0,7558.0,10600.0,-1.0,700.0,6000.0,1025.0,,,8986.0,-1.0,255.0,64231.0,600.0,67.0,1451.0,-1.0,2782.0,82316.0,21272.0,,729.0,7276.0,,412.0,0.0,1488.0,81400.0,15070.0,117.0,,,10.0,-1.0,173.0,2000.0,226.0,21300.0
2012,354.0,3000.0,,36000.0,36000.0,1200.0,7761.0,2316.0,205374.0,80.0,184.0,7559.0,9900.0,-1.0,0.0,6400.0,1151.0,,,8797.0,-1.0,220.0,100187.0,500.0,69.0,1230.0,-1.0,3650.0,98900.0,26319.0,,700.0,7163.0,,434.0,9.0,900.0,92300.0,15667.0,115.0,,,18.0,-1.0,166.0,2100.0,152.0,16700.0
2013,140.0,3100.0,,34800.0,34800.0,1300.0,8032.0,2204.0,169441.0,80.0,143.0,7586.0,2100.0,-1.0,0.0,6400.0,1064.0,,,8358.0,-1.0,200.0,72200.0,505.0,69.0,1431.0,-1.0,3568.0,90000.0,26726.0,,700.0,7190.0,,613.0,28.0,2773.0,75463.0,11316.0,115.0,,,44.0,-1.0,159.0,2100.0,550.0,10500.0
2014,125.0,3188.0,,30500.0,30500.0,1228.0,9705.0,2086.0,136884.0,70.0,128.0,7613.0,4200.0,-1.0,0.0,6279.0,983.0,,,8614.0,-1.0,217.0,122000.0,520.0,69.0,2067.0,-1.0,6935.0,55318.0,30273.0,,750.0,7656.0,,463.0,36.0,1967.0,76495.0,11486.0,108.0,,,39.0,-1.0,151.0,2000.0,46.0,11500.0
