,India,Kenya,Peru,"China, Taiwan Province of",Serbia and Montenegro,Croatia,Cameroon,Serbia,Israel,Armenia,Syrian Arab Republic,Nepal,Uzbekistan,Yugoslav SFR,Canada,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Zimbabwe,Iraq,Cyprus,South Africa,Japan,New Zealand,Yemen,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Pakistan,Czechoslovakia,Madagascar,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Georgia,Germany,Slovenia,Austria,Turkmenistan,Morocco,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Malta,Libya,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Kazakhstan,Chile,Australia,France,Jordan,Republic of Moldova,Poland,"China, mainland",Russian Federation,Italy,Turkey
2003,28217.0,62217.0,34000.0,61747.0,78866.0,31458.0,45439.0,-1.0,36590.0,13235.0,81318.0,66410.0,43158.0,-1.0,58095.0,57440.0,106882.0,70104.0,21283.0,56361.0,36866.0,118181.0,48516.0,76271.0,18596.0,21897.0,65696.0,122633.0,87692.0,65198.0,74283.0,-1.0,89768.0,16988.0,11957.0,112502.0,108333.0,12133.0,34906.0,84516.0,452156.0,123529.0,77862.0,51168.0,44103.0,-1.0,111817.0,88620.0,69535.0,104378.0,23662.0,44924.0,28369.0,104977.0,49713.0,41325.0,83364.0,24336.0,50842.0,19080.0,25000.0,41844.0,49597.0,31780.0,110403.0,63684.0,80388.0,64155.0,32668.0,28967.0,29474.0,36698.0,69289.0,87930.0
2004,28197.0,61022.0,31818.0,71646.0,72222.0,31265.0,44762.0,-1.0,58217.0,10588.0,57786.0,67500.0,62308.0,-1.0,62500.0,81382.0,156235.0,68750.0,21191.0,58537.0,57376.0,138526.0,65665.0,66339.0,18594.0,22645.0,49347.0,130705.0,36222.0,45415.0,74141.0,-1.0,89484.0,18125.0,20811.0,111670.0,99300.0,10000.0,92264.0,243548.0,355440.0,120000.0,68054.0,119274.0,46850.0,-1.0,59539.0,45772.0,61177.0,96904.0,23867.0,53745.0,28723.0,100000.0,50000.0,51429.0,84117.0,14018.0,45397.0,22522.0,35755.0,40000.0,60633.0,47097.0,95833.0,45105.0,108892.0,74671.0,31613.0,28424.0,39500.0,34231.0,137242.0,60870.0
2005,28177.0,59849.0,30000.0,60659.0,59274.0,30249.0,45821.0,-1.0,84142.0,18868.0,49147.0,67500.0,70833.0,-1.0,98598.0,84686.0,129214.0,61346.0,21111.0,48267.0,59862.0,96378.0,69101.0,75524.0,18648.0,14470.0,43873.0,115554.0,55799.0,63394.0,68287.0,-1.0,88780.0,15000.0,17808.0,110631.0,95152.0,9927.0,40755.0,120323.0,287061.0,103704.0,86333.0,85731.0,45704.0,-1.0,126259.0,99453.0,71259.0,97333.0,22696.0,48962.0,29379.0,107500.0,50287.0,50000.0,83163.0,11106.0,49688.0,10038.0,25392.0,41026.0,44058.0,50000.0,95652.0,40689.0,126973.0,85239.0,27974.0,21498.0,40909.0,37895.0,134474.0,149000.0
2006,28157.0,58689.0,31290.0,67455.0,-1.0,27800.0,45964.0,62466.0,80963.0,22807.0,70667.0,67500.0,68156.0,-1.0,65039.0,89025.0,125260.0,62267.0,21031.0,34545.0,54411.0,119484.0,66500.0,74000.0,20587.0,19376.0,31723.0,64446.0,73617.0,61040.0,60678.0,-1.0,89286.0,25610.0,22603.0,109565.0,29167.0,9273.0,56604.0,213548.0,533962.0,120000.0,110162.0,105504.0,48736.0,-1.0,133634.0,93214.0,86431.0,138081.0,27900.0,43420.0,31461.0,96000.0,50567.0,50000.0,81667.0,15085.0,45961.0,18804.0,23348.0,41250.0,79278.0,58059.0,95238.0,28200.0,128245.0,87948.0,19635.0,16309.0,29167.0,20526.0,125364.0,90535.0
2007,28137.0,57536.0,30000.0,56808.0,-1.0,24300.0,46119.0,64090.0,80247.0,19088.0,82507.0,67500.0,63889.0,-1.0,77304.0,88050.0,145302.0,72500.0,20000.0,32644.0,59527.0,100711.0,68914.0,76586.0,21391.0,11717.0,36944.0,156417.0,86667.0,37458.0,76847.0,-1.0,86667.0,16316.0,20267.0,106250.0,58526.0,10000.0,56364.0,172500.0,289324.0,137500.0,92791.0,99149.0,42774.0,-1.0,83183.0,90327.0,48546.0,157636.0,23040.0,38573.0,30000.0,100000.0,50849.0,100000.0,77952.0,12697.0,50023.0,38671.0,19640.0,38889.0,41046.0,49700.0,95796.0,33447.0,89171.0,55468.0,30364.0,6569.0,29231.0,43333.0,131575.0,106836.0
2008,28117.0,56383.0,29900.0,55240.0,-1.0,29298.0,46468.0,63717.0,90927.0,10206.0,74191.0,67500.0,80303.0,-1.0,56458.0,92650.0,146038.0,73445.0,20000.0,37384.0,46126.0,100364.0,69540.0,75556.0,21494.0,18510.0,34605.0,146953.0,102596.0,52485.0,76709.0,-1.0,86347.0,26000.0,35294.0,104865.0,94574.0,17500.0,42696.0,96071.0,311524.0,139130.0,101203.0,85121.0,45179.0,-1.0,109604.0,94729.0,57931.0,162183.0,22351.0,37989.0,32317.0,104000.0,51267.0,120690.0,77153.0,17107.0,50000.0,21518.0,24374.0,43362.0,54748.0,26870.0,100281.0,31221.0,67276.0,72695.0,33005.0,24557.0,30000.0,52273.0,118303.0,129409.0
2009,28097.0,55222.0,30667.0,63805.0,-1.0,35335.0,46942.0,69238.0,100273.0,10328.0,72929.0,63043.0,85882.0,-1.0,92222.0,90619.0,122127.0,73439.0,20613.0,38818.0,34142.0,93188.0,67368.0,75117.0,21679.0,10511.0,32201.0,124698.0,88527.0,59441.0,64204.0,-1.0,85742.0,20816.0,27500.0,108292.0,79783.0,13333.0,41632.0,192500.0,477691.0,128846.0,119327.0,141256.0,42862.0,-1.0,126063.0,84228.0,49527.0,171125.0,21540.0,40221.0,37975.0,87500.0,51771.0,128333.0,100439.0,17240.0,49153.0,35357.0,21053.0,47059.0,69126.0,57609.0,102165.0,28403.0,136083.0,67227.0,32496.0,28797.0,28667.0,54545.0,119293.0,117858.0
2010,28077.0,54048.0,29059.0,77346.0,-1.0,29847.0,45333.0,65531.0,108005.0,9676.0,45242.0,59925.0,91549.0,-1.0,68889.0,88610.0,102400.0,80000.0,20557.0,39023.0,39440.0,105042.0,54675.0,75364.0,20846.0,16142.0,29648.0,122471.0,116473.0,53366.0,64144.0,-1.0,85000.0,21000.0,26250.0,108025.0,83913.0,11064.0,42281.0,141765.0,228507.0,127976.0,110203.0,118868.0,39003.0,-1.0,90924.0,77488.0,42936.0,148540.0,21323.0,43484.0,39339.0,83333.0,50588.0,126971.0,80675.0,16678.0,46578.0,10215.0,24787.0,46559.0,63148.0,49320.0,102321.0,25826.0,103654.0,75679.0,23708.0,20252.0,29249.0,46364.0,129403.0,79619.0
2011,28058.0,52854.0,27202.0,73844.0,-1.0,44133.0,48973.0,65312.0,124852.0,63777.0,55230.0,59571.0,97765.0,-1.0,43163.0,86931.0,163191.0,88161.0,20501.0,43829.0,34478.0,108076.0,64398.0,75126.0,20730.0,17845.0,24304.0,122969.0,139891.0,74893.0,63920.0,-1.0,84728.0,23810.0,28205.0,108329.0,128925.0,10117.0,42723.0,185676.0,402478.0,139344.0,127248.0,140269.0,34939.0,-1.0,132489.0,73514.0,46388.0,154703.0,23250.0,42840.0,40879.0,107500.0,53535.0,130000.0,82692.0,16234.0,44893.0,18981.0,26846.0,47415.0,57515.0,39903.0,102441.0,20918.0,111600.0,86847.0,41440.0,23783.0,31359.0,54545.0,134285.0,113264.0
2012,28038.0,50000.0,27505.0,71113.0,-1.0,25417.0,56667.0,45263.0,189236.0,92672.0,52170.0,62092.0,109551.0,-1.0,60000.0,88058.0,177021.0,100000.0,20909.0,46304.0,35517.0,109182.0,54878.0,74613.0,21200.0,39689.0,24223.0,120089.0,173978.0,56845.0,64820.0,-1.0,84848.0,28037.0,32568.0,108632.0,67634.0,10633.0,43164.0,174615.0,145702.0,136360.0,100127.0,126340.0,37667.0,-1.0,116309.0,92017.0,63701.0,161208.0,17183.0,39401.0,42730.0,68000.0,59302.0,147176.0,80821.0,15774.0,46737.0,7969.0,26271.0,50000.0,24954.0,54943.0,102561.0,20751.0,137677.0,88407.0,25379.0,20613.0,30617.0,51818.0,128816.0,131029.0
2013,28018.0,46667.0,26882.0,75556.0,-1.0,30278.0,51756.0,56073.0,143505.0,100134.0,47367.0,65534.0,113312.0,-1.0,60843.0,89185.0,169077.0,99944.0,20909.0,50531.0,37455.0,109028.0,76358.0,73796.0,21388.0,77523.0,23004.0,126026.0,170385.0,68194.0,62156.0,-1.0,81818.0,28036.0,32530.0,108936.0,145129.0,10683.0,43606.0,98864.0,465001.0,138029.0,81881.0,119587.0,55955.0,-1.0,99824.0,89332.0,64806.0,145995.0,17467.0,39213.0,41608.0,85000.0,55813.0,139683.0,54470.0,18543.0,46289.0,33239.0,26425.0,48113.0,48401.0,50900.0,102680.0,19379.0,104960.0,89179.0,49347.0,29324.0,30458.0,56364.0,104369.0,69586.0
2014,27998.0,48441.0,26259.0,81553.0,-1.0,20927.0,49965.0,56055.0,112360.0,4619.0,23223.0,66521.0,123389.0,-1.0,105694.0,90312.0,173750.0,99944.0,20216.0,50573.0,34771.0,108874.0,68765.0,72979.0,21577.0,65516.0,20916.0,134451.0,170819.0,56217.0,63267.0,-1.0,82093.0,28448.0,32941.0,109240.0,75906.0,10732.0,44047.0,131961.0,327246.0,139699.0,73039.0,150014.0,50939.0,-1.0,146143.0,80007.0,73950.0,154674.0,16100.0,40321.0,43939.0,68000.0,54896.0,129375.0,52075.0,22486.0,45841.0,19133.0,26580.0,47913.0,50525.0,53298.0,102800.0,16501.0,145082.0,88559.0,29370.0,28989.0,30322.0,54386.0,116634.0,23596.0
