,Kenya,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,Mongolia,New Caledonia,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,Slovenia,United Arab Emirates,Senegal,Madagascar,Tajikistan,Latvia,Algeria,Luxembourg,Guinea,Israel,Dominica,Belgium,Turkmenistan,Switzerland,Sri Lanka,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Argentina,Hungary,France,Togo,Micronesia,Poland,"China, mainland",Russian Federation,Mali,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Denmark,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Cyprus,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Czechoslovakia,Nigeria,Republic of Moldova,Czechia,Bhutan,Cambodia,Kiribati,Costa Rica,Georgia,India,Guadeloupe,Austria,Bahrain,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Honduras,Jordan,Viet Nam,Tunisia,Côte d'Ivoire,Angola,Albania,Slovakia,Solomon Islands,Yemen,Trinidad and Tobago,Italy,Australia,Thailand,Ghana,Gambia,Turkey,Swaziland,Guam,Belgium-Luxembourg
1971,20200.0,-1.0,-1.0,0.0,0.0,7581.0,12484.0,96296.0,130209.0,0.0,-1.0,0.0,860.0,1340.0,66590.0,0.0,-1,40.0,3200.0,3000.0,0.0,-1,59534.0,343.0,41350.0,202000.0,-1.0,0.0,-1.0,210.0,2400.0,2500.0,-1.0,-1.0,2070.0,-1.0,0.0,2860.0,0.0,-1.0,-1.0,6000.0,3100.0,-1.0,2000.0,-1.0,253100.0,-1.0,0.0,3560.0,5469.0,-1.0,0.0,3000.0,2500.0,-1.0,-1.0,0.0,6671.0,21964.0,73200.0,-1.0,285.0,0.0,253100.0,-1.0,1000.0,-1.0,10500.0,1995.0,5400.0,-1.0,10.0,-1.0,3600.0,14150.0,-1.0,798.0,1750.0,550.0,0.0,29500.0,49900.0,14200.0,4181.0,-1.0,4547.0,247476.0,86.0,0.0,25591.0,373845.0,83840.0,13050.0,25000.0,-1.0,-1.0,0.0,1800.0,135.0,-1.0,-1.0,138223.0,-1.0,7801.0,230.0,11020.0,25000.0,6939.0,24765.0,47000.0,31700.0,-1.0,1227.0,4500.0,13016.0,3400.0,1300.0,4000.0,-1.0,200.0,-1.0,-1,371304.0,257.0,1600.0,0.0,0.0,350225.0,0.0,150.0,-1.0
1972,12976.0,-1.0,-1.0,0.0,0.0,8225.0,19804.0,105749.0,129459.0,0.0,-1.0,0.0,910.0,1300.0,70520.0,0.0,-1,50.0,3300.0,3100.0,0.0,-1,77564.0,360.0,34418.0,200000.0,-1.0,0.0,-1.0,210.0,2500.0,2600.0,-1.0,-1.0,3747.0,-1.0,0.0,4200.0,0.0,-1.0,-1.0,5500.0,2790.0,-1.0,2000.0,-1.0,258200.0,-1.0,0.0,4515.0,6974.0,-1.0,0.0,2000.0,2500.0,-1.0,-1.0,0.0,5900.0,19495.0,77540.0,-1.0,305.0,0.0,258200.0,-1.0,1000.0,-1.0,11400.0,1529.0,5500.0,-1.0,12.0,-1.0,3700.0,7850.0,-1.0,793.0,1750.0,600.0,0.0,30400.0,55800.0,17400.0,3710.0,-1.0,4547.0,339440.0,122.0,0.0,25860.0,317696.0,103100.0,11573.0,25000.0,-1.0,-1.0,0.0,1800.0,135.0,-1.0,-1.0,144000.0,15.0,6067.0,230.0,15530.0,28000.0,7012.0,21002.0,41000.0,25900.0,-1.0,992.0,4500.0,15018.0,3380.0,1300.0,4000.0,-1.0,200.0,-1.0,-1,347425.0,238.0,1700.0,0.0,0.0,407200.0,0.0,170.0,-1.0
1973,16184.0,-1.0,-1.0,0.0,0.0,6659.0,15332.0,90845.0,149080.0,0.0,-1.0,0.0,930.0,1350.0,78845.0,0.0,-1,50.0,3400.0,3200.0,0.0,-1,80904.0,288.0,58689.0,240000.0,-1.0,0.0,-1.0,230.0,2400.0,2700.0,-1.0,-1.0,4142.0,-1.0,0.0,3450.0,0.0,-1.0,-1.0,7500.0,5160.0,-1.0,2000.0,-1.0,271000.0,-1.0,0.0,4850.0,6703.0,-1.0,0.0,2000.0,2500.0,-1.0,-1.0,0.0,5840.0,25065.0,91520.0,-1.0,320.0,0.0,271000.0,-1.0,1000.0,-1.0,7500.0,1737.0,5700.0,-1.0,10.0,-1.0,3300.0,17900.0,-1.0,787.0,1800.0,650.0,0.0,34500.0,63100.0,16500.0,3750.0,-1.0,1447.0,314735.0,130.0,0.0,31664.0,422115.0,95350.0,25973.0,25000.0,-1.0,-1.0,0.0,2000.0,135.0,-1.0,-1.0,143266.0,65.0,12804.0,230.0,17540.0,31000.0,7056.0,25385.0,53000.0,28300.0,-1.0,210.0,4500.0,20022.0,3224.0,1400.0,4000.0,-1.0,200.0,-1.0,-1,300083.0,158.0,2100.0,0.0,0.0,441300.0,0.0,185.0,-1.0
1974,16970.0,-1.0,-1.0,0.0,0.0,6514.0,15787.0,71268.0,125804.0,0.0,-1.0,0.0,945.0,1550.0,74822.0,0.0,-1,60.0,3500.0,3300.0,0.0,-1,58971.0,256.0,36307.0,213400.0,-1.0,0.0,-1.0,230.0,2300.0,2800.0,-1.0,-1.0,4567.0,-1.0,0.0,4400.0,0.0,-1.0,-1.0,3000.0,4970.0,-1.0,2000.0,-1.0,269500.0,-1.0,0.0,3345.0,7236.0,-1.0,0.0,4585.0,2500.0,-1.0,-1.0,0.0,7930.0,22041.0,62610.0,-1.0,335.0,0.0,269500.0,-1.0,1000.0,-1.0,10700.0,1749.0,5900.0,-1.0,10.0,-1.0,10000.0,7950.0,-1.0,800.0,1850.0,727.0,0.0,43100.0,59000.0,17500.0,3900.0,-1.0,3962.0,402215.0,130.0,0.0,24583.0,389180.0,103800.0,9281.0,25000.0,-1.0,-1.0,0.0,2000.0,135.0,-1.0,-1.0,144951.0,65.0,8009.0,250.0,17730.0,33000.0,6563.0,26996.0,47000.0,26100.0,-1.0,855.0,4500.0,22727.0,3350.0,1400.0,4000.0,-1.0,200.0,-1.0,-1,352888.0,126.0,2500.0,0.0,0.0,458200.0,0.0,200.0,-1.0
1975,22600.0,-1.0,-1.0,0.0,0.0,7155.0,26149.0,72868.0,120040.0,0.0,-1.0,9122.0,960.0,1500.0,87177.0,0.0,-1,80.0,3600.0,3400.0,0.0,-1,51360.0,368.0,33016.0,188000.0,-1.0,0.0,-1.0,240.0,2500.0,2900.0,-1.0,-1.0,4996.0,-1.0,0.0,5000.0,0.0,-1.0,-1.0,7000.0,4330.0,-1.0,2000.0,-1.0,254500.0,-1.0,0.0,4236.0,7010.0,-1.0,0.0,4840.0,2500.0,-1.0,-1.0,0.0,8106.0,26211.0,70021.0,-1.0,343.0,0.0,254500.0,-1.0,1000.0,-1.0,11800.0,1782.0,6000.0,-1.0,10.0,-1.0,11200.0,14000.0,-1.0,810.0,1702.0,345.0,0.0,38600.0,59800.0,15800.0,3850.0,-1.0,3556.0,315576.0,130.0,0.0,28237.0,457128.0,85850.0,20864.0,25000.0,-1.0,-1.0,0.0,2000.0,135.0,-1.0,-1.0,159254.0,53.0,11236.0,260.0,19920.0,36000.0,10363.0,25968.0,53000.0,25533.0,-1.0,598.0,4500.0,24225.0,3450.0,1400.0,4000.0,-1.0,200.0,-1.0,-1,336218.0,238.0,2800.0,0.0,0.0,549400.0,0.0,208.0,-1.0
1976,29000.0,-1.0,-1.0,0.0,0.0,9994.0,19328.0,98694.0,87937.0,0.0,-1.0,7176.0,1000.0,1800.0,82516.0,0.0,-1,100.0,3700.0,3500.0,0.0,-1,61233.0,530.0,37411.0,122000.0,-1.0,0.0,-1.0,250.0,2200.0,3000.0,-1.0,-1.0,8208.0,-1.0,0.0,5500.0,0.0,-1.0,-1.0,8000.0,4950.0,-1.0,2000.0,-1.0,256300.0,-1.0,0.0,5387.0,7130.0,-1.0,0.0,5100.0,2500.0,-1.0,-1.0,0.0,8840.0,24743.0,100534.0,-1.0,240.0,0.0,256300.0,-1.0,1000.0,-1.0,14750.0,1681.0,6100.0,-1.0,10.0,-1.0,12000.0,9867.0,-1.0,820.0,1702.0,410.0,0.0,39200.0,56200.0,19100.0,4060.0,-1.0,4338.0,397456.0,130.0,0.0,32887.0,439983.0,107400.0,9691.0,25000.0,-1.0,-1.0,0.0,2000.0,140.0,-1.0,-1.0,177536.0,53.0,4241.0,260.0,21130.0,34000.0,11471.0,21869.0,58000.0,29967.0,-1.0,582.0,5900.0,23724.0,3350.0,1400.0,4000.0,-1.0,200.0,-1.0,-1,337453.0,400.0,2900.0,0.0,0.0,463200.0,0.0,100.0,-1.0
1977,36000.0,-1.0,-1.0,0.0,0.0,11126.0,32584.0,114893.0,97685.0,0.0,-1.0,7370.0,1000.0,1800.0,71445.0,0.0,-1,150.0,3800.0,3600.0,0.0,-1,50652.0,610.0,20973.0,91500.0,-1.0,0.0,-1.0,287.0,2500.0,3100.0,-1.0,-1.0,4666.0,-1.0,0.0,5900.0,0.0,-1.0,-1.0,3500.0,5440.0,-1.0,2000.0,-1.0,260800.0,-1.0,0.0,4690.0,7450.0,-1.0,0.0,5500.0,3000.0,-1.0,-1.0,0.0,9400.0,18216.0,70000.0,-1.0,250.0,0.0,260800.0,-1.0,1000.0,-1.0,11900.0,1754.0,6300.0,-1.0,10.0,-1.0,11400.0,7465.0,-1.0,850.0,1702.0,1060.0,0.0,41700.0,59100.0,19000.0,4270.0,-1.0,4623.0,220744.0,130.0,0.0,25820.0,529522.0,91000.0,8963.0,25000.0,-1.0,-1.0,0.0,2000.0,140.0,-1.0,-1.0,174457.0,52.0,3742.0,270.0,23220.0,38000.0,40043.0,21611.0,66000.0,30603.0,-1.0,1533.0,5900.0,26025.0,3500.0,1500.0,4500.0,-1.0,200.0,-1.0,-1,367933.0,480.0,3900.0,0.0,0.0,552500.0,0.0,110.0,-1.0
1978,37000.0,-1.0,-1.0,0.0,100.0,9460.0,30630.0,118330.0,72878.0,0.0,-1.0,8799.0,1050.0,1800.0,86741.0,0.0,-1,200.0,3900.0,3700.0,0.0,-1,56532.0,1226.0,21120.0,61000.0,-1.0,0.0,-1.0,288.0,2500.0,3400.0,-1.0,-1.0,3192.0,-1.0,0.0,6100.0,0.0,-1.0,-1.0,6000.0,8010.0,-1.0,2000.0,-1.0,293700.0,-1.0,0.0,5275.0,7350.0,-1.0,0.0,5600.0,3000.0,-1.0,-1.0,0.0,10410.0,18183.0,83550.0,-1.0,260.0,0.0,293700.0,-1.0,1000.0,-1.0,11350.0,1751.0,6500.0,-1.0,10.0,-1.0,9800.0,10340.0,-1.0,850.0,2042.0,1300.0,0.0,40300.0,60600.0,22600.0,4480.0,-1.0,4768.0,352058.0,50.0,0.0,32548.0,411497.0,142700.0,11476.0,25000.0,-1.0,-1.0,0.0,1500.0,140.0,-1.0,-1.0,186323.0,52.0,6935.0,270.0,25320.0,40000.0,60297.0,28358.0,60000.0,30428.0,-1.0,458.0,5900.0,35027.0,3530.0,1200.0,4500.0,-1.0,200.0,-1.0,-1,399142.0,1176.0,5250.0,0.0,0.0,517600.0,0.0,120.0,-1.0
1979,19290.0,-1.0,-1.0,0.0,200.0,8371.0,27730.0,109254.0,61628.0,0.0,-1.0,9764.0,1100.0,1800.0,73590.0,50.0,-1,300.0,4000.0,3800.0,0.0,-1,35444.0,1642.0,20994.0,66000.0,34.0,0.0,-1.0,297.0,2500.0,3300.0,-1.0,-1.0,3631.0,-1.0,0.0,5700.0,0.0,-1.0,-1.0,7000.0,8850.0,-1.0,2000.0,-1.0,267300.0,-1.0,0.0,5500.0,7250.0,-1.0,0.0,5995.0,3000.0,-1.0,-1.0,0.0,10960.0,19384.0,89665.0,-1.0,270.0,0.0,267300.0,-1.0,1000.0,-1.0,8700.0,1779.0,6800.0,-1.0,8.0,-1.0,5800.0,10847.0,-1.0,860.0,2208.0,1020.0,0.0,41640.0,65300.0,19600.0,4690.0,-1.0,2847.0,287390.0,55.0,0.0,25032.0,591388.0,67750.0,14026.0,25000.0,-1.0,-1.0,0.0,1300.0,140.0,5.0,-1.0,188817.0,27.0,10082.0,280.0,30420.0,43000.0,83097.0,31902.0,60000.0,43576.0,-1.0,921.0,5900.0,30026.0,3585.0,1200.0,4550.0,-1.0,200.0,-1.0,-1,313754.0,1587.0,8800.0,0.0,0.0,542700.0,0.0,130.0,-1.0
1980,16200.0,-1.0,-1.0,0.0,200.0,6745.0,28565.0,116563.0,46016.0,0.0,-1.0,9074.0,1100.0,1800.0,89214.0,70.0,-1,400.0,4200.0,4000.0,0.0,-1,36202.0,4836.0,32707.0,71100.0,54.0,0.0,-1.0,220.0,2500.0,3400.0,-1.0,-1.0,3900.0,-1.0,0.0,4500.0,0.0,-1.0,-1.0,5000.0,8260.0,-1.0,2000.0,-1.0,290500.0,-1.0,0.0,5275.0,7650.0,-1.0,0.0,6400.0,3500.0,-1.0,-1.0,0.0,11590.0,19833.0,60928.0,-1.0,280.0,0.0,290500.0,-1.0,1716.0,-1.0,9380.0,5001.0,7300.0,-1.0,8.0,-1.0,5200.0,14299.0,-1.0,870.0,2208.0,1086.0,0.0,43079.0,47000.0,20100.0,4900.0,-1.0,3580.0,295166.0,132.0,0.0,22976.0,543224.0,85500.0,19855.0,25000.0,-1.0,-1.0,0.0,900.0,140.0,22.0,-1.0,198266.0,12.0,11122.0,280.0,35540.0,45000.0,86631.0,25225.0,65000.0,34300.0,-1.0,754.0,6600.0,37050.0,3650.0,1200.0,4550.0,-1.0,200.0,-1.0,-1,365520.0,4704.0,11500.0,0.0,0.0,470600.0,0.0,140.0,-1.0
1981,15400.0,-1.0,-1.0,0.0,700.0,6711.0,27272.0,112132.0,68700.0,0.0,-1.0,11444.0,1150.0,1800.0,126595.0,100.0,-1,600.0,4300.0,4100.0,0.0,-1,35220.0,5798.0,37535.0,71100.0,61.0,0.0,-1.0,219.0,2500.0,3600.0,-1.0,-1.0,7930.0,-1.0,0.0,4400.0,0.0,-1.0,-1.0,1000.0,8090.0,-1.0,3000.0,-1.0,269600.0,-1.0,0.0,7500.0,7050.0,-1.0,0.0,6980.0,5000.0,-1.0,-1.0,0.0,6160.0,16665.0,45800.0,-1.0,295.0,0.0,269600.0,-1.0,1027.0,-1.0,10412.0,4552.0,7800.0,-1.0,8.0,-1.0,1800.0,3608.0,-1.0,880.0,2208.0,1154.0,0.0,41411.0,59100.0,17400.0,4900.0,-1.0,3855.0,370255.0,0.0,0.0,25855.0,696451.0,182840.0,9745.0,25000.0,-1.0,-1.0,0.0,600.0,145.0,68.0,-1.0,202250.0,12.0,2365.0,280.0,65040.0,50000.0,64757.0,35747.0,80000.0,34108.0,-1.0,523.0,7500.0,35062.0,4250.0,1200.0,5000.0,-1.0,200.0,65.0,-1,514174.0,5798.0,13600.0,0.0,0.0,588800.0,0.0,150.0,-1.0
1982,12484.0,-1.0,-1.0,0.0,400.0,7091.0,30051.0,118362.0,48000.0,0.0,-1.0,16830.0,1200.0,1800.0,101353.0,100.0,-1,800.0,4400.0,4200.0,0.0,-1,43737.0,4855.0,45588.0,61000.0,503.0,0.0,-1.0,326.0,2500.0,3820.0,-1.0,-1.0,6637.0,-1.0,0.0,4170.0,0.0,-1.0,-1.0,9000.0,8090.0,-1.0,3000.0,-1.0,260800.0,-1.0,0.0,12933.0,6590.0,-1.0,0.0,7415.0,5000.0,-1.0,-1.0,0.0,8080.0,19362.0,67000.0,-1.0,295.0,0.0,260800.0,-1.0,1272.0,-1.0,11000.0,5602.0,8100.0,-1.0,8.0,-1.0,700.0,17195.0,-1.0,900.0,2208.0,3000.0,0.0,44457.0,51500.0,20900.0,4950.0,-1.0,2493.0,372505.0,-1.0,0.0,28386.0,622072.0,175854.0,18781.0,25000.0,-1.0,-1.0,0.0,750.0,145.0,210.0,-1.0,215760.0,12.0,12380.0,290.0,62640.0,55000.0,68449.0,30465.0,70500.0,43947.0,-1.0,527.0,11200.0,30060.0,4450.0,1200.0,5000.0,-1.0,200.0,68.0,-1,347026.0,4855.0,18800.0,0.0,0.0,446800.0,0.0,150.0,-1.0
1983,9500.0,-1.0,-1.0,0.0,700.0,5557.0,50000.0,142178.0,38070.0,0.0,-1.0,18047.0,1300.0,1850.0,113858.0,100.0,-1,1000.0,4500.0,4300.0,0.0,-1,49112.0,5344.0,46941.0,35600.0,587.0,0.0,-1.0,300.0,2500.0,3810.0,-1.0,-1.0,7093.0,-1.0,0.0,3700.0,0.0,-1.0,-1.0,5000.0,4140.0,-1.0,3000.0,-1.0,271700.0,-1.0,0.0,14440.0,7050.0,-1.0,0.0,7630.0,5000.0,-1.0,-1.0,0.0,6500.0,18945.0,48200.0,-1.0,295.0,0.0,271700.0,-1.0,1100.0,-1.0,13000.0,5535.0,9000.0,-1.0,8.0,-1.0,4600.0,10766.0,-1.0,910.0,2226.0,1200.0,0.0,49031.0,53500.0,19100.0,5000.0,-1.0,4106.0,238885.0,-1.0,0.0,27779.0,518920.0,205643.0,24484.0,25000.0,-1.0,-1.0,0.0,800.0,145.0,400.0,-1.0,221440.0,24.0,11587.0,290.0,21010.0,57000.0,74145.0,36549.0,77500.0,50130.0,-1.0,575.0,21300.0,37070.0,5360.0,1200.0,5000.0,-1.0,200.0,68.0,-1,379156.0,5344.0,17500.0,0.0,0.0,641600.0,0.0,150.0,-1.0
1984,17000.0,-1.0,-1.0,0.0,500.0,5458.0,53400.0,116134.0,43200.0,0.0,-1.0,48657.0,1300.0,1900.0,106311.0,150.0,-1,1200.0,4550.0,4350.0,0.0,-1,43316.0,6683.0,36849.0,20300.0,944.0,0.0,-1.0,230.0,2500.0,3910.0,-1.0,-1.0,7476.0,-1.0,0.0,5500.0,0.0,-1.0,-1.0,9000.0,4110.0,-1.0,3100.0,-1.0,272100.0,-1.0,0.0,10162.0,8100.0,-1.0,0.0,8110.0,12000.0,-1.0,-1.0,500.0,6300.0,18453.0,43300.0,-1.0,295.0,0.0,272100.0,-1.0,1210.0,-1.0,11500.0,5990.0,8800.0,-1.0,8.0,-1.0,7500.0,12734.0,-1.0,910.0,2195.0,1300.0,0.0,51097.0,54300.0,21600.0,4900.0,-1.0,4035.0,293976.0,-1.0,0.0,28232.0,795540.0,188456.0,18854.0,25000.0,-1.0,-1.0,0.0,840.0,145.0,750.0,-1.0,225870.0,24.0,9994.0,290.0,39960.0,59000.0,71150.0,35642.0,85300.0,43004.0,-1.0,378.0,41400.0,42100.0,5350.0,1200.0,5000.0,-1.0,200.0,73.0,-1,266662.0,6683.0,22000.0,0.0,0.0,525500.0,0.0,150.0,-1.0
1985,11000.0,-1.0,-1.0,0.0,645.0,6159.0,60643.0,161589.0,37950.0,0.0,-1.0,77933.0,1350.0,1900.0,107447.0,200.0,-1,1300.0,4700.0,4500.0,0.0,-1,42657.0,8016.0,28681.0,25000.0,1188.0,0.0,-1.0,200.0,2500.0,4010.0,-1.0,-1.0,9951.0,-1.0,2100.0,3300.0,0.0,-1.0,-1.0,5000.0,9500.0,-1.0,3150.0,-1.0,267615.0,-1.0,0.0,15000.0,9200.0,-1.0,0.0,8360.0,13000.0,-1.0,-1.0,500.0,7700.0,14596.0,47800.0,-1.0,295.0,0.0,267615.0,-1.0,1065.0,-1.0,36000.0,6015.0,9500.0,-1.0,28.0,-1.0,6000.0,9000.0,-1.0,910.0,2162.0,1200.0,0.0,51918.0,48200.0,21300.0,5000.0,-1.0,1960.0,362400.0,-1.0,0.0,30056.0,715210.0,198359.0,11315.0,25200.0,-1.0,-1.0,0.0,900.0,145.0,500.0,-1.0,236330.0,24.0,6869.0,300.0,32560.0,60000.0,77215.0,35955.0,97000.0,39200.0,-1.0,1510.0,61500.0,51130.0,8650.0,1200.0,4500.0,-1.0,200.0,75.0,-1,303683.0,8016.0,21500.0,0.0,0.0,422500.0,0.0,150.0,-1.0
1986,12700.0,-1.0,-1.0,0.0,694.0,6931.0,80500.0,157921.0,24500.0,0.0,-1.0,51367.0,1370.0,2000.0,102725.0,200.0,-1,1400.0,4700.0,4500.0,0.0,-1,37426.0,9037.0,34045.0,30000.0,1815.0,0.0,-1.0,178.0,2500.0,4510.0,-1.0,-1.0,8060.0,-1.0,2450.0,5200.0,0.0,-1.0,-1.0,8000.0,8941.0,-1.0,3500.0,-1.0,298410.0,-1.0,0.0,22500.0,10470.0,-1.0,0.0,7850.0,15000.0,-1.0,-1.0,500.0,7800.0,14960.0,48990.0,-1.0,262.0,0.0,298410.0,-1.0,1103.0,-1.0,46366.0,6144.0,8800.0,-1.0,68.0,-1.0,4965.0,13100.0,-1.0,920.0,2208.0,1200.0,0.0,52974.0,53700.0,21700.0,5150.0,-1.0,3297.0,283963.0,-1.0,0.0,31585.0,544020.0,217762.0,17739.0,25600.0,-1.0,-1.0,0.0,1000.0,150.0,650.0,-1.0,252480.0,24.0,9947.0,305.0,37130.0,61000.0,62994.0,46950.0,109500.0,31000.0,150.0,549.0,82000.0,42155.0,11150.0,1200.0,4500.0,-1.0,200.0,86.0,-1,324803.0,9037.0,27000.0,0.0,0.0,550700.0,0.0,112.0,-1.0
1987,11000.0,-1.0,-1.0,0.0,734.0,8050.0,38975.0,112840.0,23890.0,0.0,-1.0,51820.0,1400.0,2000.0,74945.0,200.0,-1,1500.0,4800.0,4600.0,0.0,-1,44818.0,7587.0,32671.0,35000.0,7815.0,0.0,-1.0,209.0,2500.0,4610.0,-1.0,-1.0,8253.0,-1.0,2450.0,3800.0,0.0,-1.0,-1.0,3000.0,9184.0,-1.0,4000.0,-1.0,332539.0,-1.0,0.0,33070.0,11720.0,-1.0,0.0,6950.0,18000.0,-1.0,-1.0,500.0,8600.0,11604.0,49400.0,193.0,264.0,0.0,332539.0,-1.0,1069.0,-1.0,43777.0,5601.0,9200.0,-1.0,98.0,-1.0,7176.0,6100.0,-1.0,920.0,1895.0,1200.0,0.0,53117.0,48200.0,19100.0,4750.0,-1.0,1763.0,326780.0,-1.0,0.0,31918.0,896980.0,214905.0,11518.0,25200.0,-1.0,-1.0,0.0,1200.0,150.0,900.0,-1.0,268580.0,24.0,5273.0,307.0,33080.0,61000.0,63439.0,40932.0,118100.0,28400.0,200.0,1133.0,101800.0,46185.0,10150.0,1200.0,4500.0,-1.0,200.0,100.0,-1,329484.0,7587.0,27000.0,700.0,0.0,543600.0,0.0,114.0,-1.0
1988,15400.0,-1.0,-1.0,0.0,2323.0,8914.0,56600.0,159336.0,27970.0,0.0,-1.0,47579.0,1420.0,2000.0,114060.0,350.0,-1,1700.0,4900.0,4700.0,0.0,-1,34698.0,8836.0,27308.0,45000.0,8414.0,0.0,-1.0,218.0,3500.0,5010.0,-1.0,-1.0,9676.0,-1.0,2100.0,4700.0,0.0,-1.0,-1.0,5580.0,10892.0,-1.0,4500.0,-1.0,350574.0,-1.0,0.0,33070.0,12975.0,-1.0,0.0,9350.0,18000.0,-1.0,-1.0,1000.0,8000.0,10414.0,45502.0,200.0,264.0,0.0,350574.0,-1.0,1000.0,-1.0,43080.0,5121.0,11300.0,-1.0,128.0,-1.0,9860.0,14200.0,-1.0,920.0,1858.0,1200.0,0.0,53558.0,42700.0,19300.0,4870.0,-1.0,2095.0,239339.0,-1.0,0.0,31169.0,854400.0,232907.0,13830.0,25200.0,-1.0,-1.0,0.0,1200.0,150.0,1200.0,-1.0,280260.0,10.0,8729.0,310.0,38580.0,62000.0,84591.0,37683.0,123800.0,24800.0,300.0,1164.0,82000.0,30205.0,8150.0,1200.0,4300.0,-1.0,200.0,98.0,-1,317260.0,8836.0,26500.0,700.0,0.0,661400.0,0.0,114.0,-1.0
1989,15000.0,-1.0,-1.0,0.0,2345.0,6677.0,59100.0,163747.0,24960.0,0.0,-1.0,56487.0,1000.0,2000.0,113807.0,400.0,-1,1800.0,5000.0,4800.0,0.0,-1,52359.0,11766.0,43443.0,50225.0,10160.0,0.0,-1.0,224.0,4000.0,5410.0,-1.0,-1.0,12438.0,-1.0,2100.0,4200.0,0.0,-1.0,-1.0,3720.0,9771.0,-1.0,5000.0,-1.0,330700.0,-1.0,0.0,33070.0,14950.0,-1.0,0.0,9150.0,30000.0,-1.0,-1.0,1000.0,7920.0,10344.0,46900.0,356.0,264.0,0.0,330700.0,-1.0,1000.0,-1.0,44936.0,9088.0,11700.0,-1.0,158.0,-1.0,13546.0,11800.0,-1.0,930.0,2024.0,1800.0,0.0,53872.0,39500.0,16100.0,4990.0,-1.0,2262.0,389089.0,-1.0,0.0,37694.0,744890.0,265082.0,17385.0,25200.0,-1.0,-1.0,0.0,1300.0,150.0,1000.0,-1.0,291330.0,10.0,7557.0,315.0,57150.0,63000.0,86277.0,32370.0,131500.0,24400.0,344.0,1193.0,102200.0,35430.0,14150.0,1200.0,4400.0,-1.0,200.0,80.0,-1,295747.0,11766.0,24000.0,700.0,0.0,822600.0,0.0,114.0,-1.0
1990,9300.0,-1.0,-1.0,-1.0,1824.0,100674.0,33100.0,161914.0,22860.0,2800.0,-1.0,65483.0,1039.0,2185.0,97400.0,750.0,-1,1700.0,5131.0,4900.0,-1.0,-1,51345.0,12838.0,37050.0,22524.0,12288.0,10.0,-1.0,233.0,3231.0,5556.0,-1.0,-1.0,11733.0,-1.0,2017.0,4735.0,-1.0,-1.0,-1.0,1495.0,9000.0,-1.0,5700.0,-1.0,334751.0,-1.0,-1.0,33070.0,17125.0,-1.0,-1.0,10590.0,30000.0,-1.0,-1.0,2000.0,8251.0,9998.0,45936.0,587.0,305.0,250.0,334751.0,-1.0,1093.0,-1.0,36708.0,9047.0,12800.0,-1.0,200.0,-1.0,10000.0,12200.0,-1.0,930.0,2098.0,3656.0,-1.0,54778.0,40200.0,17600.0,5150.0,-1.0,2160.0,307113.0,-1.0,-1.0,29567.0,895530.0,282162.0,16299.0,36000.0,-1.0,-1.0,-1.0,1400.0,173.0,2150.0,-1.0,305590.0,13.0,12348.0,320.0,59354.0,52513.0,92770.0,41658.0,139500.0,26000.0,1500.0,1260.0,142500.0,52850.0,12434.0,816.0,4000.0,-1.0,231.0,120.0,-1,271127.0,12838.0,26850.0,699.0,-1.0,630460.0,-1.0,132.0,500.0
