,Kenya,"China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Slovenia,Greece,Tunisia,Zimbabwe,Yugoslav SFR,Republic of Korea,Melanesia,Uzbekistan,Yemen,Rwanda,Portugal,Australia & New Zealand,Barbados,Guatemala,French Polynesia,Algeria,El Salvador,United Arab Emirates,Senegal,Madagascar,Mauritius,Ukraine,Israel,Fiji,Belgium,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Czechoslovakia,Egypt,Bosnia and Herzegovina,China,Nigeria,Colombia,Libya,Lebanon,Czechia,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,"China, mainland",Mali,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Sudan (former),Dominican Republic,South Sudan,Namibia,Benin,Cook Islands,Canada,Japan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Niger,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Djibouti,Kuwait,Cuba,Turkey,Kyrgyzstan,Argentina,Costa Rica,Georgia,India,Guadeloupe,Austria,Bahrain,Morocco,Bhutan,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Polynesia,Panama,Australia,Montserrat,Ghana,Finland,Netherlands,Oman,Guyana,Republic of Moldova,Belgium-Luxembourg
1990,-1.0,19218.0,-1.0,6610.0,2846.0,40400.0,-1.0,3000.0,-1.0,-1.0,417000.0,350.0,-1.0,84418.0,175000.0,100.0,251818.0,177339.0,-1.0,-1.0,7726.0,-1.0,1000.0,22826.0,125.0,1115.0,100.0,158750.0,190.0,9574.0,-1,60.0,615.0,-1.0,52900.0,-1.0,-1.0,-1.0,100000.0,4700.0,-1.0,40605.0,271000.0,-1.0,3119218.0,750000.0,7480.0,18000.0,3000.0,-1.0,3440.0,-1.0,37635.0,142206.0,-1.0,-1.0,300.0,350.0,27600.0,3100000.0,1000.0,10000.0,15367.0,-1.0,5375.0,12525.0,56000.0,-1.0,2000.0,-1.0,19000.0,-1.0,3500.0,19640.0,-1,-1.0,13191.0,5.0,22490.0,171300.0,37900.0,-1.0,32555.0,1100.0,40.0,900500.0,3000.0,1000.0,20.0,226934.0,476500.0,50000.0,-1,-1.0,6.0,1898.0,42630.0,900000.0,-1.0,96500.0,2966.0,-1.0,42000.0,70.0,3787.0,100.0,78735.0,8238.0,149.0,633676.0,150000.0,182033.0,6848.0,1200.0,21702.0,4763.0,342.0,17000.0,28000.0,-1.0,2137.0,54.0,219.0,343720.0,105.0,1231.0,19826.0,13.0,146700.0,-1.0,158100.0,5700.0,2300.0,-1.0,6200.0
1991,-1.0,24656.0,-1.0,6800.0,2574.0,34373.0,-1.0,2900.0,-1.0,-1.0,425000.0,270.0,-1.0,100000.0,180000.0,148.0,304213.0,194681.0,-1.0,-1.0,10173.0,-1.0,1000.0,21208.0,125.0,1000.0,127.0,157818.0,2000.0,11642.0,-1,70.0,605.0,-1.0,56438.0,-1.0,-1.0,-1.0,99507.0,4900.0,-1.0,47045.0,281599.0,-1.0,3224656.0,650000.0,10672.0,18500.0,3813.0,-1.0,3786.0,-1.0,33900.0,153516.0,-1.0,-1.0,242.0,325.0,27000.0,3200000.0,1089.0,12000.0,15000.0,-1.0,6105.0,12383.0,58000.0,-1.0,2100.0,-1.0,19000.0,-1.0,4100.0,19160.0,-1,-1.0,11705.0,7.0,25290.0,155700.0,21640.0,-1.0,32875.0,1200.0,50.0,731600.0,1000.0,2000.0,34.0,235593.0,560680.0,43146.0,-1,-1.0,7.0,200.0,32081.0,920000.0,-1.0,92000.0,9000.0,-1.0,42230.0,70.0,4315.0,140.0,71682.0,7300.0,256.0,761217.0,51072.0,166840.0,6535.0,1293.0,15096.0,3855.0,300.0,17753.0,31000.0,-1.0,2551.0,77.0,458.0,376608.0,134.0,1348.0,20208.0,13.0,140000.0,-1.0,168500.0,5400.0,1858.0,-1.0,8970.0
1992,3844.0,25187.0,17000.0,7000.0,2426.0,35332.0,-1.0,3328.0,-1.0,-1.0,440000.0,222.0,863.0,104600.0,190000.0,170.0,-1.0,248245.0,-1.0,8300.0,10678.0,-1.0,1017.0,25502.0,127.0,889.0,141.0,159751.0,2000.0,11300.0,-1,72.0,685.0,42038.0,55500.0,-1.0,-1.0,-1.0,73919.0,5100.0,-1.0,41600.0,234454.0,11000.0,3425187.0,600000.0,9513.0,16000.0,4000.0,-1.0,4050.0,-1.0,64050.0,125155.0,-1.0,10000.0,200.0,330.0,25900.0,3400000.0,1079.0,12000.0,14042.0,-1.0,5410.0,11578.0,54361.0,153000.0,2300.0,-1.0,19000.0,-1.0,4150.0,13335.0,-1,-1.0,12297.0,2.0,19920.0,166500.0,30000.0,112396.0,36177.0,1200.0,80.0,755300.0,1952.0,4000.0,65.0,210982.0,654440.0,43405.0,-1,-1.0,7.0,364.0,25000.0,954000.0,500.0,90800.0,8000.0,-1.0,43000.0,94.0,2747.0,150.0,94472.0,7800.0,443.0,868036.0,-1.0,181660.0,8502.0,1338.0,18451.0,4840.0,400.0,18000.0,42000.0,-1.0,3663.0,61.0,295.0,362886.0,143.0,1477.0,23550.0,14.0,135000.0,-1.0,199000.0,5100.0,1867.0,28000.0,11300.0
1993,7539.0,25744.0,20500.0,7011.0,5000.0,36000.0,-1.0,3800.0,-1.0,70000.0,350000.0,213.0,1225.0,89900.0,180000.0,200.0,-1.0,267214.0,170.0,7300.0,10678.0,-1.0,1032.0,27434.0,367.0,1021.0,170.0,169120.0,2100.0,8667.0,-1,80.0,922.0,75000.0,50600.0,170.0,-1.0,-1.0,94700.0,5295.0,-1.0,-1.0,190000.0,15704.0,4325744.0,575000.0,10000.0,15000.0,4500.0,5415.0,6041.0,-1.0,68700.0,120233.0,-1.0,12000.0,220.0,350.0,26300.0,4300000.0,1070.0,14000.0,13707.0,11.0,5705.0,21986.0,50000.0,128000.0,2500.0,-1.0,21000.0,-1.0,4100.0,12174.0,-1,-1.0,15000.0,3.0,28480.0,156100.0,32000.0,81030.0,33956.0,1300.0,66.0,733800.0,2434.0,7000.0,122.0,159885.0,689900.0,43642.0,-1,-1.0,7.0,538.0,20324.0,965000.0,500.0,90000.0,8500.0,-1.0,43500.0,100.0,4807.0,160.0,78360.0,8200.0,334.0,875527.0,-1.0,176300.0,8486.0,3385.0,14116.0,4777.0,400.0,20000.0,47000.0,33000.0,5512.0,113.0,229.0,363066.0,173.0,1500.0,25000.0,14.0,120000.0,-1.0,237000.0,6200.0,1867.0,32000.0,12200.0
1994,12469.0,20603.0,25962.0,7097.0,8869.0,39526.0,-1.0,3795.0,-1.0,69857.0,316915.0,205.0,1151.0,104400.0,165000.0,400.0,-1.0,290398.0,310.0,7000.0,7575.0,-1.0,1047.0,29001.0,302.0,1250.0,155.0,146267.0,2200.0,6242.0,-1,70.0,690.0,74000.0,60200.0,310.0,-1.0,-1.0,93014.0,6735.0,-1.0,-1.0,197000.0,14000.0,5020603.0,593000.0,11022.0,13000.0,5000.0,5400.0,6192.0,-1.0,59976.0,117000.0,-1.0,10000.0,216.0,350.0,27200.0,5000000.0,1061.0,15500.0,13550.0,23.0,5730.0,15852.0,55000.0,138000.0,2700.0,-1.0,21000.0,-1.0,4300.0,11752.0,-1,-1.0,19200.0,1.0,32350.0,164800.0,31000.0,87323.0,43290.0,1400.0,64.0,742600.0,2501.0,9000.0,81.0,223078.0,697100.0,43851.0,-1,-1.0,8.0,1606.0,3400.0,1008000.0,1000.0,80000.0,1000.0,-1.0,44000.0,105.0,5532.0,150.0,131720.0,8500.0,359.0,766715.0,-1.0,163200.0,7268.0,3400.0,18700.0,4763.0,400.0,19994.0,51000.0,34800.0,7632.0,121.0,219.0,341875.0,156.0,1600.0,26500.0,15.0,105000.0,8.0,234600.0,7500.0,2322.0,34000.0,11382.0
1995,14950.0,22178.0,26041.0,7182.0,11297.0,35600.0,-1.0,3809.0,-1.0,70782.0,1589978.0,200.0,1818.0,101500.0,150000.0,300.0,-1.0,316352.0,400.0,6500.0,7707.0,-1.0,1063.0,30673.0,639.0,2344.0,160.0,149555.0,2300.0,4612.0,-1,100.0,955.0,85500.0,65218.0,400.0,-1.0,-1.0,101485.0,7200.0,-1.0,-1.0,250551.0,18000.0,5492178.0,612000.0,12000.0,12000.0,6000.0,4993.0,7500.0,-1.0,68000.0,123311.0,-1.0,15000.0,221.0,340.0,29054.0,5470000.0,1094.0,14000.0,14000.0,25.0,5704.0,16560.0,50000.0,147000.0,2900.0,-1.0,21000.0,-1.0,4200.0,13633.0,-1,-1.0,18000.0,1.0,35050.0,169200.0,32000.0,95570.0,53468.0,1600.0,60.0,790500.0,3011.0,12000.0,54.0,262866.0,642800.0,44139.0,-1,-1.0,8.0,1955.0,10438.0,1080000.0,1000.0,84000.0,660.0,-1.0,45500.0,110.0,6669.0,110.0,101335.0,7263.0,530.0,918491.0,-1.0,195648.0,6957.0,3450.0,20900.0,4264.0,100.0,20483.0,35000.0,33000.0,8002.0,150.0,214.0,325116.0,161.0,1942.0,27662.0,15.0,100500.0,9.0,244300.0,8000.0,2761.0,50101.0,11148.0
1996,3820.0,25360.0,25999.0,7265.0,11771.0,35676.0,-1.0,3907.0,-1.0,71000.0,1043792.0,194.0,2319.0,106400.0,190000.0,250.0,-1.0,332408.0,500.0,6000.0,8922.0,-1.0,1078.0,33710.0,600.0,1500.0,180.0,145141.0,2300.0,7589.0,-1,94.0,1105.0,72100.0,71584.0,500.0,-1.0,-1.0,73611.0,7800.0,-1.0,-1.0,322545.0,24700.0,6525360.0,633000.0,15000.0,12800.0,7000.0,4999.0,5900.0,12659.0,45000.0,131484.0,-1.0,20000.0,232.0,375.0,29200.0,6500000.0,1065.0,12500.0,12000.0,25.0,5730.0,31947.0,52782.0,157000.0,3200.0,-1.0,23000.0,-1.0,4300.0,14886.0,-1,-1.0,20508.0,2.0,36550.0,166300.0,31000.0,120813.0,61381.0,1700.0,63.0,867700.0,3312.0,15000.0,127.0,214055.0,754800.0,45910.0,-1,-1.0,8.0,2103.0,13566.0,1150000.0,1000.0,90000.0,654.0,-1.0,47000.0,120.0,5875.0,130.0,200260.0,6839.0,744.0,982447.0,-1.0,186575.0,7373.0,3500.0,17200.0,4128.0,100.0,20977.0,34000.0,37000.0,9517.0,168.0,503.0,346500.0,182.0,2127.0,30398.0,16.0,265000.0,45.0,252600.0,8400.0,1141.0,26000.0,12660.0
1997,2293.0,33114.0,25243.0,7346.0,11523.0,39949.0,-1.0,3919.0,-1.0,72000.0,801832.0,188.0,2313.0,91900.0,186000.0,239.0,-1.0,322341.0,570.0,5700.0,9356.0,-1.0,1093.0,36026.0,902.0,1800.0,218.0,190702.0,2400.0,6492.0,-1,90.0,987.0,85800.0,79350.0,570.0,-1.0,-1.0,72231.0,9100.0,-1.0,-1.0,362712.0,34900.0,7033114.0,745000.0,16000.0,13000.0,8800.0,4989.0,6900.0,19544.0,60000.0,141106.0,-1.0,22000.0,240.0,375.0,28200.0,7000000.0,800.0,13500.0,9575.0,30.0,5730.0,32348.0,53340.0,209000.0,3500.0,-1.0,23000.0,-1.0,4500.0,12393.0,-1,-1.0,23900.0,2.0,42000.0,168600.0,30000.0,99985.0,62009.0,1600.0,64.0,893275.0,3805.0,17000.0,186.0,179509.0,678600.0,43939.0,-1,-1.0,8.0,4189.0,14913.0,1130000.0,1000.0,99332.0,617.0,-1.0,48000.0,130.0,5757.0,130.0,201100.0,5704.0,955.0,1445723.0,-1.0,167375.0,4798.0,3500.0,19238.0,3651.0,140.0,21300.0,37000.0,42000.0,6997.0,167.0,289.0,357187.0,220.0,2330.0,32221.0,16.0,234900.0,16.0,251200.0,10500.0,1224.0,12800.0,12134.0
1998,1768.0,33127.0,28442.0,7208.0,10345.0,38400.0,6000.0,4000.0,2000.0,73000.0,848524.0,170.0,3179.0,103100.0,189000.0,220.0,-1.0,288102.0,642.0,6000.0,9730.0,-1.0,1109.0,34818.0,900.0,10000.0,164.0,156967.0,2800.0,5578.0,-1,95.0,1076.0,106100.0,95490.0,642.0,-1.0,-1.0,62470.0,10500.0,-1.0,-1.0,410784.0,36800.0,7283127.0,709000.0,14000.0,13500.0,7000.0,4500.0,7100.0,17709.0,71438.0,152326.0,-1.0,27000.0,180.0,400.0,26609.0,7250000.0,600.0,14500.0,9409.0,40.0,5730.0,38527.0,54000.0,200000.0,3700.0,-1.0,23000.0,-1.0,5000.0,11680.0,-1,-1.0,20070.0,2.0,43500.0,160000.0,31500.0,110676.0,86577.0,1800.0,66.0,890070.0,4300.0,20025.0,109.0,232775.0,660250.0,40000.0,-1,-1.0,9.0,4713.0,15261.0,1400000.0,7500.0,126505.0,781.0,-1.0,49000.0,140.0,4585.0,136.0,203950.0,4698.0,716.0,1849559.0,-1.0,191376.0,16756.0,1824.0,23903.0,5700.0,140.0,22062.0,42000.0,29234.0,8320.0,158.0,395.0,359830.0,166.0,2553.0,30518.0,17.0,299600.0,26.0,250000.0,9000.0,1346.0,16400.0,13600.0
1999,1848.0,41175.0,36813.0,7242.0,9566.0,33379.0,11113.0,4800.0,4000.0,74000.0,1007726.0,117.0,5113.0,102300.0,185000.0,180.0,-1.0,436647.0,700.0,6500.0,10463.0,-1.0,1124.0,46262.0,900.0,18600.0,200.0,155553.0,3088.0,6555.0,-1,100.0,795.0,108500.0,102300.0,700.0,-1.0,-1.0,60030.0,12500.0,-1.0,-1.0,388095.0,36900.0,7841175.0,715000.0,17602.0,14000.0,6400.0,4800.0,10200.0,14824.0,72000.0,171215.0,-1.0,32000.0,400.0,410.0,26246.0,7800000.0,498.0,14000.0,10877.0,25.0,5800.0,8142.0,55000.0,131000.0,6133.0,-1.0,25000.0,-1.0,5500.0,20954.0,-1,-1.0,54562.0,2.0,44880.0,165100.0,24000.0,116468.0,87222.0,1900.0,68.0,924100.0,5000.0,10673.0,238.0,196320.0,705880.0,43587.0,-1,-1.0,9.0,5134.0,27844.0,1462000.0,2000.0,125700.0,698.0,-1.0,49401.0,150.0,4619.0,161.0,180830.0,4374.0,1174.0,1797197.0,-1.0,212300.0,9884.0,1200.0,22753.0,3537.0,120.0,22726.0,31000.0,40389.0,8546.0,175.0,390.0,341623.0,202.0,2797.0,41262.0,17.0,270000.0,53.0,285000.0,6800.0,1351.0,17500.0,14407.0
2000,2155.0,36452.0,30778.0,7256.0,9862.0,42999.0,6500.0,4900.0,5000.0,75000.0,727747.0,312.0,5824.0,103700.0,190000.0,300.0,-1.0,391298.0,712.0,16500.0,10862.0,-1.0,1137.0,48530.0,930.0,21600.0,220.0,174773.0,3676.0,17755.0,-1,90.0,905.0,108900.0,95000.0,712.0,17770.0,-1.0,55860.0,16000.0,-1.0,-1.0,428066.0,30000.0,9436452.0,716045.0,15856.0,14500.0,6900.0,4100.0,10800.0,12098.0,55000.0,134202.0,-1.0,40000.0,400.0,425.0,20230.0,9400000.0,1681.0,14000.0,8266.0,32.0,5800.0,8109.0,55340.0,130818.0,6133.0,-1.0,25000.0,-1.0,6000.0,14560.0,-1,10.0,33293.0,2.0,48450.0,171400.0,18000.0,116597.0,77724.0,1800.0,70.0,946762.0,5000.0,17201.0,163.0,182048.0,912990.0,37498.0,-1,-1.0,9.0,5494.0,45845.0,1480000.0,1500.0,120241.0,1096.0,-1.0,50000.0,158.0,8276.0,218.0,180170.0,3000.0,1200.0,1734630.0,-1.0,174800.0,5517.0,1096.0,22204.0,4382.0,370.0,23418.0,33000.0,35400.0,7877.0,220.0,448.0,364963.0,222.0,3064.0,43530.0,17.0,253448.0,131.0,285000.0,7700.0,4878.0,12100.0,-1.0
2001,3001.0,33584.0,38638.0,7140.0,9797.0,45261.0,10041.0,5000.0,6528.0,76000.0,580464.0,44.0,4617.0,98400.0,214000.0,400.0,-1.0,411750.0,725.0,17000.0,11975.0,-1.0,1153.0,46753.0,950.0,22077.0,213.0,159512.0,3800.0,4344.0,-1,104.0,1031.0,119800.0,108000.0,725.0,16200.0,-1.0,49040.0,19000.0,-1.0,-1.0,386687.0,24315.0,9883584.0,717323.0,45685.0,15000.0,5900.0,5325.0,11200.0,13206.0,60000.0,134839.0,-1.0,55000.0,436.0,450.0,21500.0,9850000.0,1869.0,16000.0,13346.0,30.0,5800.0,10599.0,57000.0,132474.0,6138.0,-1.0,25000.0,-1.0,6500.0,24631.0,-1,30.0,29309.0,1.0,54020.0,159400.0,20936.0,117000.0,62232.0,1700.0,75.0,979151.0,5000.0,17000.0,371.0,143740.0,857330.0,41661.0,-1,-1.0,10.0,6763.0,59341.0,1560000.0,1000.0,122000.0,1063.0,-1.0,50500.0,158.0,7889.0,262.0,177350.0,3122.0,646.0,1870890.0,-1.0,184815.0,6465.0,1260.0,21250.0,4141.0,400.0,24000.0,26000.0,36000.0,8418.0,241.0,487.0,379700.0,215.0,2606.0,41753.0,18.0,250428.0,422.0,295000.0,8000.0,3182.0,22313.0,-1.0
2002,3152.0,34871.0,45846.0,7158.0,16791.0,40496.0,46454.0,5500.0,7082.0,113074.0,635089.0,40.0,6778.0,95500.0,242000.0,500.0,-1.0,381156.0,732.0,18000.0,12593.0,-1.0,1168.0,48083.0,1108.0,24206.0,204.0,167668.0,3800.0,5263.0,-1,118.0,826.0,130600.0,110910.0,732.0,16200.0,-1.0,46350.0,13138.0,-1.0,-1.0,476670.0,31676.0,10534871.0,720000.0,53218.0,16008.0,4270.0,5149.0,12900.0,12578.0,62000.0,116916.0,-1.0,51723.0,457.0,475.0,27770.0,10500000.0,1923.0,15000.0,9405.0,30.0,5000.0,11983.0,56592.0,161530.0,7000.0,-1.0,27000.0,-1.0,7000.0,28729.0,-1,50.0,32745.0,1.0,40247.0,161000.0,15000.0,108050.0,69376.0,1850.0,80.0,1056184.0,5000.0,19096.0,538.0,166619.0,868260.0,38000.0,-1,-1.0,9.0,5892.0,61427.0,1750000.0,1000.0,123000.0,1070.0,-1.0,51321.0,245.0,8185.0,112.0,156240.0,3800.0,352.0,1784540.0,-1.0,197442.0,5904.0,3758.0,33160.0,4189.0,300.0,25016.0,27000.0,32447.0,6646.0,240.0,656.0,326850.0,205.0,2626.0,43083.0,18.0,248718.0,688.0,310000.0,7000.0,283.0,22072.0,-1.0
2003,5599.0,28723.0,31363.0,7197.0,16895.0,49000.0,12506.0,6433.0,10868.0,66908.0,1066722.0,35.0,4862.0,95000.0,247000.0,600.0,-1.0,350174.0,737.0,28000.0,12998.0,-1.0,1183.0,45810.0,1904.0,26816.0,202.0,208232.0,11818.0,5448.0,-1,132.0,1056.0,131800.0,113390.0,737.0,16200.0,-1.0,58690.0,14410.0,-1.0,-1.0,496523.0,28371.0,11528723.0,717497.0,44530.0,16903.0,3600.0,5275.0,13000.0,12627.0,62500.0,109622.0,-1.0,58369.0,500.0,448.0,27457.0,11500000.0,3420.0,15500.0,9771.0,35.0,3500.0,7232.0,59000.0,158366.0,7942.0,-1.0,27000.0,-1.0,7700.0,36307.0,-1,70.0,25222.0,1.0,37156.0,151500.0,18000.0,111413.0,74452.0,1800.0,90.0,1056181.0,5000.0,21311.0,426.0,213876.0,932630.0,36230.0,-1,-1.0,9.0,7477.0,68000.0,1790000.0,900.0,125000.0,1135.0,-1.0,51612.0,245.0,9469.0,17.0,193660.0,2800.0,256.0,1853610.0,-1.0,249125.0,6523.0,4545.0,28054.0,4292.0,350.0,27000.0,44000.0,30155.0,9226.0,260.0,680.0,360621.0,203.0,2645.0,40810.0,18.0,272882.0,690.0,315000.0,10000.0,2176.0,20228.0,-1.0
2004,5214.0,31031.0,24614.0,7227.0,17493.0,50144.0,13000.0,6500.0,11966.0,108295.0,1100514.0,104.0,6140.0,108062.0,255000.0,765.0,-1.0,410281.0,739.0,37000.0,19143.0,-1.0,1198.0,61547.0,872.0,17010.0,210.0,265307.0,10814.0,6000.0,-1,142.0,1340.0,128200.0,129100.0,739.0,17000.0,162.0,53230.0,12354.0,-1.0,-1.0,467433.0,48178.0,12031031.0,718655.0,47555.0,17805.0,7000.0,7900.0,13600.0,15563.0,63000.0,126133.0,-1.0,73543.0,600.0,445.0,25314.0,12000000.0,3838.0,16800.0,9397.0,42.0,2941.0,5886.0,57485.0,159741.0,8657.0,-1.0,27000.0,-1.0,8200.0,29196.0,-1,90.0,33563.0,1.0,36777.0,153400.0,20000.0,105000.0,91407.0,1597.0,95.0,1077025.0,5228.0,23094.0,316.0,124907.0,978890.0,27383.0,-1,-1.0,9.0,7000.0,91722.0,1700000.0,1000.0,125546.0,1204.0,28000.0,51951.0,152.0,9861.0,112.0,182340.0,4443.0,295.0,1431258.0,-1.0,237240.0,6811.0,6010.0,39102.0,4317.0,360.0,25961.0,45600.0,26969.0,7416.0,280.0,725.0,362430.0,211.0,2665.0,56319.0,19.0,269398.0,790.0,318000.0,11960.0,2005.0,20485.0,-1.0
2005,12860.0,30180.0,34430.0,7200.0,17138.0,60099.0,13600.0,7410.0,12624.0,116738.0,1058023.0,87.0,10227.0,104650.0,256000.0,942.0,-1.0,395293.0,741.0,35000.0,16810.0,-1.0,1214.0,53026.0,689.0,17690.0,194.0,248614.0,11479.0,8594.0,-1,191.0,1169.0,131500.0,134700.0,741.0,20000.0,185.0,66990.0,14178.0,-1.0,-1.0,460000.0,36123.0,12530180.0,721000.0,49315.0,19010.0,4300.0,5758.0,13600.0,14854.0,51000.0,113371.0,-1.0,77500.0,750.0,450.0,23661.0,12500000.0,4189.0,15000.0,13159.0,29.0,3101.0,8109.0,60000.0,167477.0,14178.0,-1.0,29000.0,-1.0,7000.0,27907.0,-1,110.0,50892.0,1.0,41145.0,154000.0,28000.0,100000.0,94161.0,1751.0,90.0,1060362.0,5600.0,18000.0,287.0,72155.0,959070.0,62945.0,-1,-1.0,9.0,9590.0,81815.0,1829000.0,1100.0,126071.0,1112.0,31000.0,52328.0,150.0,9451.0,110.0,190480.0,4500.0,500.0,1617264.0,-1.0,203751.0,7000.0,6121.0,38443.0,4428.0,359.0,25835.0,46000.0,28713.0,7139.0,373.0,750.0,362994.0,195.0,2685.0,47426.0,19.0,200000.0,986.0,345000.0,5527.0,966.0,32135.0,-1.0
2006,10520.0,30234.0,46132.0,7000.0,17974.0,60147.0,14838.0,7990.0,13784.0,219132.0,1185060.0,497.0,4780.0,113180.0,256000.0,1123.0,-1.0,352966.0,742.0,30000.0,17088.0,-1.0,1200.0,69210.0,614.0,35038.0,187.0,275888.0,16185.0,4986.0,-1,211.0,1517.0,145200.0,158777.0,742.0,27000.0,205.0,66550.0,14177.0,-1.0,-1.0,550000.0,43013.0,13030234.0,721500.0,49500.0,19986.0,7200.0,7500.0,16000.0,17450.0,42500.0,206419.0,16771.0,73500.0,756.0,475.0,21316.0,13000000.0,3838.0,13000.0,9325.0,50.0,3229.0,4574.0,58000.0,-1.0,18228.0,177255.0,29000.0,1801.0,7000.0,28943.0,-1,130.0,59363.0,1.0,46171.0,146800.0,35000.0,121820.0,101143.0,1803.0,91.0,1147774.0,5548.0,20000.0,549.0,156684.0,998210.0,56180.0,-1,-1.0,9.0,10548.0,62141.0,1842175.0,1200.0,126000.0,1294.0,12600.0,51000.0,158.0,10368.0,85.0,235570.0,11606.0,681.0,1681277.0,-1.0,279126.0,6500.0,10200.0,38312.0,4334.0,380.0,25858.0,49078.0,28616.0,9240.0,249.0,722.0,345152.0,188.0,2726.0,63662.0,20.0,150000.0,848.0,318000.0,4558.0,2102.0,46040.0,-1.0
2007,10850.0,26272.0,35822.0,7700.0,19143.0,78786.0,15047.0,9067.0,15569.0,139192.0,1128790.0,63.0,3650.0,106556.0,278000.0,1314.0,-1.0,414136.0,743.0,33000.0,18798.0,-1.0,1250.0,63871.0,534.0,34558.0,180.0,268055.0,17390.0,3411.0,-1,231.0,1438.0,134000.0,178600.0,743.0,24000.0,208.0,48700.0,13861.0,-1.0,-1.0,651822.0,36780.0,14026272.0,723000.0,50000.0,20979.0,7800.0,7000.0,14900.0,17579.0,47000.0,208200.0,17275.0,79000.0,814.0,475.0,18666.0,14000000.0,16804.0,15000.0,9500.0,55.0,3306.0,9951.0,60000.0,-1.0,20142.0,150257.0,33032.0,2066.0,9000.0,29118.0,-1,151.0,45601.0,2.0,42577.0,149600.0,46000.0,140558.0,124106.0,1778.0,91.0,1057533.0,5600.0,22000.0,502.0,81744.0,906140.0,75829.0,-1,-1.0,10.0,10000.0,55807.0,1759224.0,1800.0,127000.0,1109.0,11700.0,54835.0,158.0,14701.0,44.0,213760.0,8368.0,884.0,1890428.0,-1.0,184939.0,7000.0,14350.0,41735.0,4450.0,400.0,25821.0,45000.0,26833.0,8556.0,245.0,800.0,252194.0,182.0,2746.0,58271.0,20.0,110000.0,658.0,320000.0,7348.0,1883.0,16464.0,-1.0
2008,7500.0,24178.0,34760.0,7888.0,20328.0,67200.0,15193.0,9882.0,16362.0,184721.0,1092115.0,59.0,4286.0,119900.0,291000.0,1474.0,-1.0,385763.0,743.0,37000.0,19550.0,2600.0,1300.0,64873.0,345.0,45796.0,160.0,280397.0,19304.0,8242.0,-1,253.0,969.0,146000.0,177900.0,743.0,24000.0,166.0,51010.0,13571.0,38954.0,-1.0,703408.0,39890.0,14274178.0,725000.0,35509.0,21957.0,9000.0,7200.0,16300.0,16802.0,52000.0,166579.0,18327.0,121790.0,794.0,500.0,18540.0,14250000.0,17000.0,16000.0,3979.0,55.0,3389.0,10800.0,57501.0,-1.0,22063.0,151317.0,30796.0,1904.0,9270.0,32894.0,-1,234.0,46123.0,1.0,41971.0,150300.0,69500.0,141729.0,152229.0,1728.0,91.0,918140.0,5650.0,25845.0,486.0,59524.0,909810.0,33970.0,-1,-1.0,10.0,13500.0,63677.0,1796177.0,3100.0,133042.0,941.0,11000.0,57049.0,161.0,17693.0,45.0,232220.0,7640.0,824.0,2054968.0,-1.0,238682.0,7500.0,15641.0,51527.0,4326.0,398.0,25213.0,46600.0,24619.0,7869.0,250.0,775.0,325727.0,161.0,2767.0,59223.0,21.0,90000.0,616.0,335000.0,9400.0,1493.0,15839.0,-1.0
2009,3355.0,20301.0,35991.0,8002.0,20324.0,48443.0,15436.0,10691.0,23813.0,220791.0,1378727.0,80.0,4562.0,120000.0,281000.0,1619.0,-1.0,350436.0,744.0,40000.0,20777.0,3902.0,1400.0,54815.0,455.0,46531.0,150.0,318949.0,4668.0,3664.0,-1,274.0,1228.0,155300.0,202300.0,744.0,27300.0,249.0,46420.0,14453.0,36531.0,-1.0,792836.0,40310.0,14520301.0,727839.0,19145.0,22895.0,10400.0,7176.0,19400.0,14276.0,55042.0,168944.0,18181.0,139150.0,814.0,525.0,18247.0,14500000.0,18077.0,18000.0,5208.0,50.0,3408.0,10700.0,54291.0,-1.0,25987.0,171366.0,34823.0,2057.0,12000.0,37831.0,-1,752.0,25805.0,1.0,42678.0,142700.0,63811.0,154771.0,139239.0,1635.0,92.0,932191.0,5500.0,16137.0,538.0,71469.0,988240.0,35536.0,-1,-1.0,10.0,16423.0,56672.0,1837003.0,4200.0,140000.0,887.0,11500.0,59476.0,162.0,17855.0,154.0,202914.0,8974.0,845.0,1941564.0,-1.0,245661.0,7800.0,15735.0,43672.0,4336.0,368.0,25423.0,51757.0,26238.0,10804.0,304.0,799.0,323869.0,151.0,2787.0,49315.0,22.0,85000.0,895.0,370000.0,8159.0,2900.0,23794.0,-1.0
