,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1984,26038.0,,6223.0,6223.0,2962.0,5180.0,,7300.0,6909.0,,6122.0,,3524.0,,6000.0,13000.0,4121.0,2663.0,9474.0,4935.0,4000.0,,,8485.0,,8411.0,4516.0,14836.0,7316.0,6933.0,3437.0,28571.0,1631.0,5880.0,4701.0,14619.0,25805.0,10346.0,14681.0,30896.0,2857.0,10315.0,,,14101.0,10471.0,5594.0,9790.0,5998.0,,8593.0,,,10912.0,,9873.0,8693.0,,,12000.0,8621.0,16423.0,8402.0,7497.0,,5381.0,8215.0,7907.0,,3069.0,,5600.0,16171.0,,7420.0,6636.0,,10250.0,6273.0,9640.0,,5385.0,17283.0,,25128.0,4643.0,6617.0,16837.0,29905.0,7662.0,17288.0,,5302.0,11886.0,12064.0,4571.0,,,18949.0,5930.0,11132.0,5576.0,6170.0,7258.0,,5333.0,2803.0,16424.0,21500.0,17523.0,,,21429.0,,,,7022.0,5613.0,,,,2145.0,13848.0,10000.0,8499.0,24162.0,,5542.0,8140.0,,,3640.0,4587.0,,,8550.0,8639.0,
1985,25789.0,,4613.0,4613.0,3537.0,5054.0,,6112.0,5906.0,,6122.0,,11202.0,,6162.0,13333.0,5128.0,2288.0,9412.0,4795.0,4000.0,,,8657.0,,5926.0,4688.0,16071.0,7505.0,6871.0,3307.0,28571.0,3404.0,6271.0,14603.0,15544.0,21552.0,10363.0,11333.0,32894.0,2857.0,6131.0,,,13996.0,12541.0,5670.0,10040.0,5998.0,,8598.0,,,6889.0,,9450.0,9389.0,,,11429.0,7701.0,17575.0,8050.0,9233.0,,6944.0,11757.0,7349.0,,2656.0,,5128.0,16871.0,,7121.0,7636.0,,11143.0,6122.0,10033.0,,5219.0,19101.0,,25000.0,5366.0,6026.0,15731.0,35945.0,7978.0,17781.0,,4382.0,16600.0,11490.0,5385.0,,,11765.0,5930.0,12123.0,5714.0,6170.0,7460.0,,5286.0,3352.0,16022.0,21500.0,16592.0,,,21739.0,,,,6411.0,5634.0,,,,2390.0,13884.0,8125.0,8274.0,27967.0,,5116.0,12985.0,,,7199.0,5199.0,,,8136.0,8032.0,
1986,12453.0,,4124.0,4124.0,3508.0,4909.0,,6109.0,6493.0,,6154.0,,9314.0,,6444.0,19032.0,4394.0,1933.0,11667.0,4052.0,4000.0,,,8772.0,,8148.0,5000.0,9565.0,8185.0,7342.0,3287.0,20000.0,2230.0,5091.0,9900.0,14656.0,16274.0,9323.0,11167.0,31105.0,2733.0,5126.0,,,13366.0,10162.0,6494.0,10810.0,5599.0,,6841.0,,,11397.0,,8962.0,9829.0,,,10714.0,7776.0,15691.0,8014.0,8411.0,,7242.0,9781.0,5956.0,,3342.0,,5625.0,17213.0,,7204.0,6595.0,,12000.0,7233.0,10097.0,,5258.0,18824.0,,25263.0,4963.0,6515.0,16626.0,33325.0,6730.0,14633.0,,5289.0,20144.0,10765.0,6154.0,,,11765.0,5952.0,9932.0,5345.0,6250.0,7500.0,,5352.0,3813.0,15426.0,18900.0,16482.0,,,22556.0,,,,5953.0,5901.0,,,,5390.0,14265.0,10000.0,8364.0,28249.0,,6004.0,12099.0,,,7239.0,5182.0,,,10475.0,8698.0,
1987,12353.0,,5901.0,5901.0,3414.0,4636.0,,6108.0,6900.0,,6364.0,,6678.0,,6227.0,21401.0,3230.0,3162.0,7826.0,3842.0,4043.0,,,8764.0,,3930.0,5625.0,22081.0,7467.0,7043.0,3719.0,20282.0,2597.0,5167.0,7500.0,13936.0,15228.0,8400.0,11674.0,29794.0,2733.0,5907.0,,,13787.0,11079.0,6513.0,10437.0,5601.0,,10429.0,,,8257.0,,9066.0,8427.0,,,10386.0,8269.0,14276.0,7266.0,8182.0,,5992.0,6930.0,6302.0,,2398.0,,5652.0,17524.0,,7276.0,8410.0,,10667.0,7291.0,10019.0,,5791.0,18571.0,,26875.0,5965.0,6776.0,15345.0,30987.0,8016.0,16639.0,,4867.0,16039.0,10441.0,7931.0,,,12500.0,6098.0,9477.0,5428.0,6200.0,6923.0,,5417.0,2786.0,16147.0,15091.0,15531.0,,,27772.0,,,,5035.0,6013.0,,,,5478.0,13125.0,10000.0,7458.0,17548.0,,5729.0,11379.0,,,7451.0,5415.0,,,7393.0,9338.0,
1988,15000.0,,5407.0,5407.0,4560.0,4186.0,,7199.0,6443.0,,6552.0,22876.0,6597.0,,5746.0,21103.0,2317.0,1682.0,7500.0,4862.0,9657.0,,,9000.0,,8479.0,6061.0,23294.0,7492.0,6429.0,4283.0,20282.0,3180.0,5883.0,6784.0,13953.0,19447.0,10082.0,11997.0,32596.0,2727.0,7070.0,,,14565.0,11093.0,6600.0,11952.0,5860.0,3736.0,10475.0,,,7892.0,,8987.0,8383.0,,,12885.0,8588.0,9813.0,7901.0,7463.0,,6208.0,8400.0,6672.0,,2916.0,,5556.0,15951.0,,7246.0,9108.0,,11667.0,7348.0,10457.0,,5368.0,19730.0,,26667.0,5434.0,6172.0,17100.0,30842.0,7596.0,15862.0,,5067.0,22348.0,12902.0,5000.0,,,15000.0,6071.0,13185.0,6634.0,6170.0,6970.0,21545.0,5479.0,2870.0,15119.0,18500.0,15214.0,,,22024.0,,,,5251.0,5938.0,,,,5771.0,12018.0,10000.0,7719.0,26087.0,,4429.0,12597.0,,,7376.0,5503.0,,,6837.0,8952.0,
1989,19192.0,,5846.0,5846.0,4778.0,4202.0,,7175.0,9164.0,,6315.0,31777.0,7271.0,,6328.0,21154.0,3095.0,2007.0,10000.0,4460.0,7209.0,,,9143.0,,6963.0,6176.0,16000.0,7530.0,6359.0,4026.0,20282.0,5419.0,5968.0,7642.0,14130.0,17869.0,9103.0,10904.0,34901.0,2727.0,7607.0,,,16496.0,12235.0,6905.0,11514.0,5801.0,3485.0,10705.0,,,8395.0,,9177.0,5691.0,,,10000.0,8576.0,14101.0,7861.0,8405.0,,7370.0,8803.0,9333.0,,2612.0,,5714.0,16110.0,,7043.0,6617.0,,11111.0,7406.0,8815.0,,5442.0,16667.0,,28571.0,5411.0,6391.0,16386.0,30147.0,8092.0,15313.0,,5365.0,15232.0,10050.0,5385.0,,,15000.0,6118.0,11517.0,7023.0,6122.0,6992.0,57607.0,5448.0,4227.0,15748.0,13864.0,15713.0,,,24091.0,,,,5915.0,6381.0,,,,5664.0,12286.0,9667.0,7647.0,30000.0,,4493.0,14625.0,,,7578.0,5559.0,,,10910.0,6674.0,
1990,10856.0,,5611.0,5611.0,4293.0,4227.0,,7088.0,6482.0,,8382.0,23263.0,7996.0,,7243.0,20779.0,3256.0,1716.0,6364.0,4774.0,6431.0,,5000.0,9207.0,,8407.0,6571.0,19194.0,8029.0,6416.0,4172.0,20662.0,18849.0,5411.0,1993.0,13932.0,26484.0,10021.0,12311.0,27096.0,2727.0,7387.0,,,15963.0,10300.0,6897.0,10605.0,5808.0,6014.0,10235.0,,,7841.0,,8882.0,14454.0,,,15000.0,8287.0,15294.0,8270.0,7427.0,,7504.0,8845.0,9092.0,,2808.0,,5625.0,17416.0,,7284.0,6111.0,,8042.0,7463.0,13184.0,,5529.0,13058.0,,30769.0,5382.0,6585.0,15607.0,30736.0,8001.0,16860.0,,5259.0,16767.0,15008.0,4800.0,,,15000.0,5779.0,12702.0,7933.0,7052.0,7015.0,44144.0,5667.0,8673.0,15878.0,22049.0,16888.0,,,24564.0,,,,6327.0,5709.0,,,,5236.0,12431.0,9786.0,9954.0,68580.0,2703.0,6148.0,15632.0,,,6954.0,5922.0,,,5782.0,6080.0,
1991,14286.0,,6942.0,6942.0,5424.0,4293.0,,7284.0,9432.0,,6651.0,14465.0,9969.0,,6546.0,21387.0,2759.0,1928.0,8133.0,5051.0,4547.0,,5000.0,9296.0,,8684.0,6757.0,13813.0,8076.0,6400.0,3645.0,20000.0,3356.0,5021.0,4828.0,14125.0,27909.0,12739.0,12044.0,24289.0,2727.0,13043.0,,,18062.0,10833.0,6915.0,11367.0,5540.0,7041.0,8593.0,,,5635.0,,9922.0,12134.0,,,9742.0,9498.0,9882.0,9564.0,8542.0,,8000.0,10200.0,7791.0,,2595.0,,5714.0,19776.0,,7335.0,8741.0,,7765.0,7521.0,11273.0,,5717.0,15350.0,,30303.0,4925.0,6669.0,15893.0,30830.0,7513.0,16671.0,,5691.0,14634.0,9814.0,4815.0,,,15000.0,6278.0,13224.0,7425.0,6170.0,7037.0,50000.0,5578.0,5729.0,16426.0,22387.0,17382.0,,,25469.0,,,,6389.0,5999.0,,,,4811.0,12382.0,9846.0,8182.0,91780.0,2662.0,6931.0,12500.0,,,8551.0,6149.0,,,10722.0,6432.0,
1992,,,5000.0,5000.0,4287.0,4286.0,,7464.0,6906.0,,7641.0,16843.0,8879.0,,7133.0,23116.0,2632.0,2433.0,12286.0,5433.0,3766.0,,5000.0,8979.0,5719.0,7825.0,6000.0,19341.0,9430.0,5946.0,4426.0,16667.0,2918.0,6534.0,5000.0,15228.0,17321.0,11599.0,11959.0,33801.0,2667.0,8664.0,6667.0,21605.0,17657.0,14271.0,6918.0,12011.0,5485.0,8287.0,8649.0,,9820.0,8426.0,8125.0,,11383.0,10000.0,,8923.0,9037.0,20366.0,8784.0,6923.0,4416.0,8182.0,8501.0,8183.0,,2042.0,,5625.0,16571.0,,7110.0,8889.0,,7996.0,7578.0,11530.0,,5420.0,17884.0,,30000.0,5632.0,6860.0,16694.0,,7500.0,16740.0,10000.0,6271.0,14800.0,9000.0,5833.0,30417.0,16149.0,15000.0,6247.0,12954.0,6542.0,6122.0,6667.0,50000.0,5379.0,7733.0,16110.0,21609.0,14971.0,,12727.0,21177.0,,6316.0,20909.0,6393.0,5592.0,10606.0,,14578.0,5672.0,11898.0,9831.0,9380.0,77660.0,2683.0,5546.0,5001.0,,19806.0,4872.0,6402.0,,26691.0,9376.0,6704.0,12863.0
1993,,7143.0,11475.0,11475.0,4410.0,4213.0,13337.0,8561.0,9028.0,5314.0,6508.0,17143.0,14078.0,,6962.0,23500.0,2444.0,2141.0,11676.0,6380.0,3796.0,,5000.0,8926.0,6860.0,8359.0,6501.0,16208.0,9091.0,5438.0,3834.0,16667.0,3476.0,6664.0,5714.0,15125.0,23871.0,11043.0,12360.0,29189.0,3913.0,,11667.0,15097.0,17927.0,,6944.0,10815.0,5487.0,9000.0,8232.0,,12930.0,7320.0,7778.0,,13602.0,10500.0,,10417.0,8786.0,15078.0,9158.0,6850.0,7500.0,8333.0,9826.0,8246.0,,1790.0,,6798.0,15144.0,,7091.0,9474.0,12098.0,7259.0,7636.0,10867.0,,5514.0,22336.0,,29787.0,5651.0,6777.0,18092.0,,7754.0,18000.0,96700.0,6371.0,14902.0,10451.0,5227.0,20647.0,20265.0,16667.0,6050.0,11681.0,6617.0,6100.0,7377.0,42683.0,5503.0,5980.0,17257.0,6727.0,10272.0,,17297.0,22000.0,,5714.0,16087.0,6697.0,5794.0,10647.0,,14148.0,5148.0,9650.0,9818.0,9814.0,67580.0,2690.0,6871.0,13225.0,,3802.0,7955.0,6287.0,,27000.0,6775.0,6547.0,14615.0
1994,,7242.0,5381.0,5381.0,4834.0,4560.0,17355.0,7235.0,10075.0,2492.0,4319.0,15819.0,11731.0,,6575.0,23689.0,2253.0,3231.0,8966.0,6159.0,7225.0,,5000.0,8824.0,23009.0,8264.0,6634.0,21472.0,9319.0,6236.0,3657.0,18746.0,3213.0,6148.0,6579.0,18548.0,10574.0,11635.0,11043.0,22387.0,5192.0,,33333.0,18058.0,17502.0,,6895.0,9107.0,5504.0,2960.0,6812.0,,7598.0,8601.0,10162.0,,13788.0,7333.0,,10714.0,8388.0,13333.0,10538.0,7733.0,13000.0,8462.0,10158.0,6788.0,,1949.0,,5833.0,17719.0,,7138.0,9444.0,7585.0,8261.0,7693.0,9277.0,,5821.0,20553.0,,30189.0,6214.0,6979.0,18178.0,,6585.0,17368.0,20000.0,6431.0,14615.0,10747.0,6538.0,26496.0,24000.0,17857.0,6118.0,12177.0,6201.0,6127.0,7198.0,45405.0,5424.0,3475.0,17994.0,7143.0,15097.0,,12143.0,23988.0,,7652.0,33333.0,6510.0,6392.0,10759.0,,11111.0,5227.0,11523.0,10200.0,9633.0,24205.0,2696.0,6538.0,9313.0,,4000.0,7925.0,6879.0,,29600.0,8067.0,6506.0,12308.0
1995,,7692.0,5645.0,5645.0,5195.0,4625.0,15856.0,7032.0,8105.0,3499.0,5217.0,15953.0,13989.0,,6920.0,24752.0,2364.0,2246.0,9011.0,5885.0,4779.0,,5008.0,8636.0,20174.0,8436.0,6669.0,19361.0,9793.0,6441.0,4391.0,16786.0,12380.0,7035.0,7367.0,12500.0,18949.0,10748.0,13235.0,24661.0,4000.0,,35600.0,18717.0,17842.0,,6977.0,10425.0,5559.0,5314.0,8981.0,,7593.0,7453.0,8000.0,,15265.0,2667.0,,11000.0,9684.0,12836.0,9614.0,7000.0,13333.0,8571.0,9825.0,7438.0,,2607.0,,6765.0,18139.0,,7663.0,9432.0,13263.0,7032.0,7751.0,10996.0,,6390.0,20884.0,,30000.0,5920.0,6822.0,16351.0,,6500.0,15333.0,30000.0,5765.0,12143.0,11031.0,7773.0,30096.0,15044.0,18519.0,6628.0,12000.0,5598.0,6130.0,6897.0,45946.0,5625.0,5220.0,17573.0,7143.0,19506.0,,14423.0,22613.0,,11563.0,21000.0,6366.0,6216.0,10727.0,,9153.0,5082.0,9828.0,10046.0,10000.0,24336.0,2707.0,6229.0,9104.0,7895.0,3799.0,8841.0,7492.0,,32443.0,11856.0,6815.0,14964.0
1996,,5713.0,9450.0,9450.0,5367.0,4721.0,15550.0,7074.0,8510.0,10784.0,3136.0,15744.0,11122.0,,6887.0,24528.0,2500.0,2464.0,10665.0,5709.0,4784.0,,5011.0,8438.0,20098.0,8732.0,7008.0,15909.0,9741.0,5526.0,4168.0,25000.0,6591.0,6627.0,9091.0,9106.0,17956.0,9113.0,13333.0,28540.0,3535.0,,20077.0,15894.0,20352.0,,6900.0,12578.0,5413.0,7500.0,7422.0,,6850.0,6824.0,15238.0,,14456.0,3750.0,,12750.0,9397.0,6628.0,9104.0,6974.0,20000.0,8667.0,11026.0,6555.0,,2998.0,,5556.0,17919.0,,7581.0,9412.0,14040.0,7645.0,7808.0,10471.0,,6000.0,21569.0,,29841.0,6277.0,7012.0,17694.0,,3805.0,18259.0,24000.0,6348.0,14286.0,12785.0,5142.0,26786.0,24065.0,13605.0,6667.0,13288.0,6515.0,6078.0,7119.0,45946.0,5588.0,4675.0,18756.0,7143.0,16391.0,,15542.0,25250.0,,17266.0,12153.0,6269.0,6316.0,11455.0,,9324.0,5360.0,10717.0,10000.0,10000.0,26130.0,2711.0,6586.0,9829.0,8065.0,4009.0,9100.0,7411.0,,28991.0,4694.0,7303.0,13793.0
1997,,2500.0,8409.0,8409.0,5518.0,4695.0,16479.0,7310.0,10612.0,9249.0,3127.0,15288.0,16789.0,,7519.0,28000.0,2632.0,2761.0,9486.0,6453.0,5429.0,,5013.0,9032.0,22148.0,8135.0,7853.0,19156.0,10096.0,7708.0,3511.0,21326.0,10396.0,6535.0,11836.0,8902.0,18196.0,10466.0,13429.0,34600.0,3759.0,,20322.0,21647.0,18782.0,,6897.0,11047.0,5406.0,5400.0,9142.0,,11728.0,8097.0,16200.0,,13157.0,5000.0,,12284.0,8921.0,12308.0,8482.0,5606.0,19231.0,8750.0,9650.0,5920.0,,3149.0,,5882.0,18714.0,20000.0,7574.0,9432.0,16725.0,7713.0,7866.0,10125.0,,6267.0,21298.0,,30156.0,3166.0,6917.0,18014.0,,3508.0,17438.0,17500.0,7080.0,21429.0,12328.0,5584.0,30000.0,20526.0,17460.0,6445.0,12009.0,8979.0,6138.0,7500.0,45946.0,5578.0,4614.0,19971.0,7692.0,16034.0,,17661.0,25263.0,,11333.0,14170.0,5318.0,6341.0,12256.0,,10019.0,5510.0,11622.0,10063.0,10100.0,28935.0,2716.0,5975.0,14311.0,8000.0,12464.0,8295.0,7577.0,9000.0,27293.0,6544.0,6800.0,15000.0
1998,,4907.0,9815.0,9815.0,6789.0,4713.0,16331.0,7824.0,7237.0,7759.0,3845.0,15438.0,16456.0,,8484.0,20000.0,2364.0,2177.0,10848.0,6613.0,5595.0,,5015.0,8485.0,23828.0,5971.0,7598.0,19712.0,9454.0,8525.0,3459.0,21560.0,11167.0,5449.0,10465.0,9029.0,19730.0,11257.0,13721.0,27649.0,4023.0,,17835.0,19801.0,18425.0,,6920.0,10512.0,5410.0,6231.0,6999.0,,9120.0,7321.0,15942.0,,15757.0,7740.0,,13163.0,9017.0,17647.0,9155.0,6552.0,21154.0,8824.0,13013.0,6276.0,,4090.0,,6842.0,17778.0,20000.0,7552.0,10000.0,12613.0,11377.0,7923.0,10182.0,,6539.0,21748.0,,29846.0,3443.0,6415.0,17941.0,,6000.0,15000.0,20000.0,6660.0,17778.0,13184.0,5564.0,24640.0,18794.0,17822.0,6471.0,14335.0,9219.0,6155.0,7500.0,45000.0,4793.0,5832.0,17666.0,7500.0,17067.0,,10552.0,25389.0,,9855.0,21340.0,7904.0,6506.0,13826.0,56604.0,9460.0,5535.0,10048.0,10094.0,9836.0,27390.0,2727.0,5873.0,12898.0,8046.0,3818.0,8910.0,7502.0,9000.0,35323.0,6018.0,8112.0,14545.0
1999,,7597.0,9038.0,9038.0,4771.0,4815.0,14586.0,8097.0,8318.0,6696.0,4742.0,15362.0,17049.0,,8703.0,25000.0,2500.0,3353.0,11404.0,6815.0,5791.0,,5019.0,8741.0,22211.0,8935.0,7814.0,18979.0,10108.0,11019.0,4800.0,22415.0,7966.0,5303.0,6444.0,8897.0,19457.0,10561.0,13621.0,33091.0,3563.0,,10186.0,21769.0,20690.0,,6961.0,10554.0,5410.0,6474.0,7484.0,,8426.0,8464.0,18636.0,,15944.0,9167.0,,14415.0,9880.0,11875.0,9456.0,6153.0,10000.0,8583.0,12755.0,6965.0,,8309.0,,57333.0,19756.0,20000.0,7433.0,9670.0,13345.0,9000.0,7976.0,9888.0,,6698.0,23317.0,,29878.0,4824.0,6804.0,19615.0,,5994.0,13860.0,14000.0,6594.0,14106.0,14425.0,5949.0,29907.0,20332.0,18095.0,6134.0,10592.0,4785.0,6154.0,7258.0,44444.0,3678.0,5397.0,16318.0,7500.0,17647.0,,8492.0,28284.0,,9289.0,14052.0,6525.0,7191.0,13661.0,56364.0,8333.0,5178.0,9925.0,10126.0,10000.0,28421.0,2716.0,6199.0,13580.0,8000.0,9048.0,8981.0,7782.0,9000.0,33872.0,6957.0,7376.0,14375.0
2000,,4972.0,11154.0,11154.0,4075.0,4915.0,12027.0,8067.0,8235.0,6724.0,4300.0,15010.0,8321.0,,8477.0,15873.0,2632.0,2894.0,11200.0,7013.0,5326.0,,5000.0,8889.0,18803.0,8625.0,7826.0,16503.0,10762.0,10670.0,4871.0,21985.0,7999.0,5422.0,3239.0,8545.0,18634.0,10760.0,13068.0,,3855.0,,18096.0,18887.0,19820.0,,6500.0,9475.0,5410.0,6441.0,6720.0,,5533.0,5404.0,18687.0,,16512.0,15500.0,,13750.0,8926.0,11250.0,9210.0,6463.0,19286.0,8541.0,10060.0,7144.0,,10055.0,,57195.0,18404.0,20684.0,6925.0,9889.0,14141.0,7778.0,8033.0,8926.0,30000.0,7164.0,30457.0,,30303.0,5267.0,6773.0,18354.0,,6009.0,16120.0,15000.0,7188.0,14407.0,13749.0,6595.0,12504.0,19248.0,21088.0,5199.0,14106.0,7040.0,6250.0,7778.0,60000.0,4044.0,3273.0,13579.0,7654.0,18319.0,,13714.0,29241.0,14286.0,3354.0,17729.0,7780.0,6905.0,5573.0,56667.0,12191.0,5147.0,9963.0,10000.0,9502.0,28664.0,2706.0,5908.0,11560.0,10020.0,3694.0,9022.0,8152.0,9000.0,15248.0,2958.0,7293.0,16898.0
2001,,9120.0,10593.0,10593.0,3867.0,4871.0,13833.0,8047.0,7798.0,6262.0,3808.0,14733.0,16977.0,,11903.0,16667.0,2661.0,3056.0,11946.0,7112.0,5259.0,,5025.0,8750.0,16997.0,8797.0,7728.0,16992.0,10745.0,12159.0,5476.0,22520.0,6355.0,5567.0,3158.0,9600.0,17728.0,10231.0,12857.0,,4004.0,,35213.0,25902.0,20673.0,,6489.0,9895.0,5410.0,6250.0,8433.0,,12678.0,7500.0,18608.0,,15732.0,17444.0,6158.0,13534.0,9044.0,11515.0,9541.0,7040.0,18636.0,8378.0,12268.0,7349.0,,9599.0,,57115.0,17584.0,21119.0,7476.0,9889.0,16403.0,8000.0,7946.0,9957.0,20000.0,7140.0,29653.0,,30439.0,6618.0,7399.0,19289.0,,6990.0,15108.0,15385.0,6760.0,6257.0,13531.0,6328.0,24481.0,17337.0,23810.0,5217.0,16970.0,7754.0,6226.0,7813.0,56429.0,5075.0,6220.0,12871.0,7616.0,16034.0,,14016.0,27931.0,15000.0,10465.0,17920.0,7685.0,7643.0,10835.0,56154.0,13146.0,5145.0,10074.0,10202.0,10154.0,33333.0,2697.0,6258.0,13389.0,7600.0,6206.0,8780.0,7970.0,9000.0,25567.0,10052.0,7764.0,21521.0
2002,,912.0,7923.0,7923.0,3916.0,5350.0,11221.0,7911.0,5751.0,4772.0,5177.0,15126.0,13116.0,,8915.0,17778.0,2645.0,2771.0,14080.0,7401.0,5171.0,4017.0,5000.0,8767.0,19417.0,9933.0,7826.0,19218.0,10713.0,12008.0,3335.0,23167.0,6021.0,2896.0,3476.0,8372.0,19389.0,10832.0,13889.0,,3793.0,,12986.0,23056.0,20976.0,,6500.0,9830.0,5412.0,8320.0,8180.0,,7420.0,6614.0,18671.0,,18919.0,9143.0,7752.0,14291.0,8481.0,11515.0,9383.0,6897.0,12500.0,8779.0,11425.0,7233.0,,10706.0,,56875.0,19538.0,21667.0,7491.0,11429.0,18500.0,7500.0,8122.0,9061.0,20000.0,7313.0,28492.0,41282.0,30433.0,5743.0,7040.0,18831.0,,6993.0,15995.0,17241.0,7248.0,12134.0,14299.0,6802.0,22779.0,19615.0,19231.0,6186.0,15978.0,6296.0,6262.0,8462.0,50000.0,4318.0,7261.0,16511.0,7578.0,17619.0,,16786.0,27413.0,13333.0,10262.0,18526.0,7894.0,7137.0,11489.0,56286.0,11851.0,5213.0,10066.0,10241.0,9864.0,44315.0,2717.0,7540.0,13877.0,8252.0,9299.0,9173.0,7896.0,9000.0,29647.0,9920.0,8005.0,18795.0
2003,,697.0,19492.0,19492.0,3235.0,5427.0,10458.0,7683.0,8994.0,6471.0,4780.0,14902.0,14698.0,,8449.0,15957.0,2692.0,2978.0,10230.0,8072.0,5143.0,3397.0,4973.0,8571.0,6325.0,9953.0,7791.0,21521.0,10876.0,12712.0,4562.0,23131.0,3313.0,2627.0,3449.0,10749.0,18600.0,11626.0,15432.0,,4010.0,,5420.0,27671.0,22144.0,,6506.0,9611.0,5410.0,6667.0,8874.0,,7998.0,7836.0,19304.0,,18894.0,10000.0,7647.0,15756.0,9034.0,11765.0,10183.0,6715.0,25000.0,8814.0,9579.0,7233.0,,11894.0,,5789.0,18717.0,21364.0,7295.0,12362.0,14873.0,8532.0,4842.0,9029.0,23645.0,7802.0,28927.0,30192.0,30437.0,7235.0,6997.0,14182.0,,6731.0,14888.0,17500.0,6849.0,11328.0,15765.0,7342.0,18310.0,25155.0,21817.0,7000.0,18519.0,6712.0,6296.0,7410.0,50000.0,4719.0,7026.0,17993.0,7575.0,14927.0,,21232.0,27251.0,14815.0,11870.0,20488.0,7968.0,7641.0,8194.0,56111.0,15902.0,4647.0,12751.0,10298.0,10179.0,34699.0,2727.0,7431.0,13398.0,8466.0,28277.0,8834.0,8081.0,9000.0,19415.0,9880.0,8847.0,13721.0
2004,,1999.0,17263.0,17263.0,3200.0,5643.0,8479.0,7588.0,7715.0,7144.0,3526.0,28636.0,11780.0,,8822.0,19608.0,2761.0,3104.0,13023.0,7457.0,7870.0,3333.0,5000.0,8889.0,22108.0,9685.0,7995.0,17732.0,11192.0,13467.0,3284.0,22992.0,5637.0,3368.0,3719.0,9751.0,18591.0,12552.0,16129.0,,2286.0,,5505.0,27102.0,22320.0,,6501.0,11465.0,5410.0,5000.0,8870.0,,8836.0,7461.0,18435.0,,20474.0,13333.0,7721.0,15244.0,8430.0,11625.0,10168.0,6207.0,23043.0,8848.0,16151.0,7193.0,,11845.0,,6316.0,16404.0,22720.0,7293.0,14448.0,14514.0,8684.0,5520.0,9176.0,35268.0,7931.0,25291.0,28614.0,30469.0,6407.0,7392.0,15543.0,,5603.0,28372.0,24000.0,7652.0,11733.0,15254.0,12165.0,24714.0,27565.0,22215.0,7136.0,18374.0,7607.0,6262.0,8278.0,61875.0,3647.0,7937.0,17748.0,7606.0,21654.0,,26668.0,29159.0,15000.0,9673.0,21575.0,7479.0,7720.0,14511.0,62462.0,17444.0,4465.0,10981.0,10376.0,10243.0,35464.0,2763.0,6932.0,14235.0,8447.0,20585.0,9071.0,8361.0,9000.0,7266.0,13129.0,8996.0,15638.0
