,Kenya,Bolivia (Plurinational State of),"China, Hong Kong SAR",Myanmar,Burkina Faso,Malaysia,Comoros,Melanesia,Tonga,Dominican Republic,Syrian Arab Republic,Nepal,Ethiopia,Indonesia,Pakistan,Samoa,Spain,Zimbabwe,Bangladesh,Malawi,Cyprus,Papua New Guinea,Eritrea,Rwanda,Bulgaria,Vanuatu,Iran (Islamic Republic of),Guatemala,Togo,Mauritius,Kuwait,Nigeria,Madagascar,Kyrgyzstan,Saint Lucia,Argentina,Timor-Leste,Bhutan,Georgia,India,Zambia,Dominica,Niger,Morocco,Ethiopia PDR,Lebanon,Mexico,Grenada,Ecuador,Uzbekistan,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Albania,Jamaica,Solomon Islands,Occupied Palestinian Territory,Hungary,Polynesia,Sierra Leone,Saint Vincent and the Grenadines,Thailand,Peru,"China, mainland",Wallis and Futuna Islands,Turkey
1971,6667.0,-1.0,114286.0,-1.0,-1.0,-1.0,-1.0,22115.0,23418.0,-1.0,7742.0,-1.0,-1.0,-1.0,18526.0,10000.0,-1.0,5000.0,18353.0,-1.0,7692.0,8000.0,-1.0,10000.0,-1.0,75000.0,-1.0,-1.0,-1.0,172632.0,-1.0,13462.0,6667.0,-1.0,-1.0,-1.0,-1.0,42703.0,-1.0,5907.0,-1.0,-1.0,3056.0,4000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2828571.0,7500.0,-1.0,-1.0,-1.0,16049.0,-1.0,-1.0,-1.0,18618.0,-1.0,-1.0,15000.0,-1.0,-1.0,10000.0,24065.0
1972,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,29459.0,24051.0,-1.0,11908.0,-1.0,-1.0,-1.0,18957.0,10000.0,-1.0,5000.0,16504.0,-1.0,23077.0,8571.0,-1.0,10000.0,-1.0,75000.0,-1.0,-1.0,-1.0,158730.0,-1.0,13462.0,6667.0,-1.0,-1.0,-1.0,-1.0,43243.0,-1.0,6341.0,-1.0,-1.0,2437.0,6061.0,3571.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2333333.0,8000.0,-1.0,-1.0,-1.0,16218.0,-1.0,-1.0,-1.0,19024.0,-1.0,-1.0,15000.0,-1.0,-1.0,10000.0,12596.0
1973,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,27857.0,24684.0,-1.0,8130.0,-1.0,-1.0,-1.0,23769.0,10000.0,-1.0,5000.0,15513.0,-1.0,-1.0,8750.0,-1.0,10000.0,-1.0,80000.0,-1.0,-1.0,-1.0,173284.0,1203333.0,13889.0,6667.0,-1.0,-1.0,-1.0,-1.0,42632.0,-1.0,6766.0,-1.0,-1.0,5333.0,5167.0,4375.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2333333.0,8333.0,-1.0,-1.0,-1.0,16471.0,-1.0,-1.0,-1.0,19431.0,-1.0,-1.0,15000.0,-1.0,-1.0,10000.0,9523.0
1974,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,12166.0,25000.0,-1.0,4258.0,-1.0,-1.0,-1.0,68815.0,10000.0,-1.0,5000.0,14703.0,-1.0,-1.0,8372.0,-1.0,8333.0,-1.0,80000.0,-1.0,-1.0,-1.0,192258.0,1333333.0,13333.0,6667.0,-1.0,-1.0,-1.0,-1.0,43421.0,-1.0,7676.0,-1.0,-1.0,5000.0,6250.0,3750.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2444444.0,8333.0,-1.0,-1.0,-1.0,16261.0,-1.0,-1.0,-1.0,19677.0,-1.0,-1.0,15217.0,-1.0,-1.0,10000.0,14061.0
1975,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,11860.0,25625.0,-1.0,1971.0,-1.0,-1.0,-1.0,71959.0,10000.0,-1.0,5000.0,14816.0,-1.0,16000.0,8333.0,-1.0,6296.0,-1.0,85000.0,-1.0,-1.0,-1.0,153061.0,1383333.0,13462.0,6667.0,-1.0,-1.0,-1.0,-1.0,41750.0,-1.0,7712.0,-1.0,-1.0,3214.0,5000.0,6000.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2555556.0,8000.0,-1.0,-1.0,-1.0,19059.0,-1.0,-1.0,-1.0,20081.0,-1.0,-1.0,15217.0,-1.0,-1.0,10000.0,5307.0
1976,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,11944.0,26250.0,-1.0,5899.0,-1.0,-1.0,-1.0,42129.0,10000.0,-1.0,5000.0,14541.0,-1.0,17143.0,8400.0,-1.0,7222.0,-1.0,85000.0,-1.0,-1.0,-1.0,147500.0,1655000.0,13462.0,6667.0,-1.0,-1.0,-1.0,-1.0,42500.0,-1.0,6826.0,-1.0,-1.0,3529.0,6600.0,3333.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2555556.0,8000.0,-1.0,-1.0,-1.0,12110.0,-1.0,-1.0,-1.0,20400.0,-1.0,-1.0,15217.0,-1.0,-1.0,10000.0,12998.0
1977,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,14268.0,26875.0,-1.0,6232.0,-1.0,-1.0,-1.0,41667.0,10000.0,-1.0,5000.0,14181.0,-1.0,10000.0,8387.0,-1.0,7500.0,-1.0,90000.0,-1.0,-1.0,-1.0,223913.0,1480000.0,13415.0,6667.0,-1.0,-1.0,-1.0,-1.0,43750.0,-1.0,6122.0,-1.0,-1.0,5000.0,8182.0,4000.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2666667.0,8000.0,-1.0,-1.0,-1.0,12072.0,-1.0,-1.0,-1.0,20800.0,-1.0,-1.0,15217.0,-1.0,-1.0,10000.0,18396.0
1978,6667.0,-1.0,111111.0,-1.0,-1.0,-1.0,-1.0,11575.0,27500.0,-1.0,4126.0,-1.0,-1.0,-1.0,32381.0,10000.0,-1.0,5000.0,14465.0,-1.0,-1.0,8276.0,-1.0,7609.0,-1.0,90000.0,-1.0,-1.0,-1.0,141395.0,1500000.0,13571.0,6667.0,-1.0,-1.0,-1.0,-1.0,43902.0,-1.0,7088.0,-1.0,-1.0,4508.0,7200.0,4500.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2888889.0,7937.0,-1.0,-1.0,-1.0,11722.0,-1.0,-1.0,-1.0,21200.0,-1.0,-1.0,14815.0,-1.0,-1.0,10000.0,11291.0
1979,6667.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,11395.0,28125.0,-1.0,4167.0,-1.0,-1.0,-1.0,23030.0,10000.0,-1.0,5333.0,14546.0,-1.0,-1.0,8358.0,-1.0,7692.0,-1.0,90000.0,-1.0,-1.0,-1.0,129000.0,1250000.0,13793.0,6667.0,-1.0,-1.0,-1.0,-1.0,44048.0,-1.0,8831.0,-1.0,-1.0,5058.0,6000.0,3750.0,-1.0,-1.0,-1.0,-1.0,-1.0,48276.0,2700000.0,8046.0,-1.0,-1.0,-1.0,12000.0,-1.0,-1.0,-1.0,21600.0,-1.0,-1.0,14815.0,-1.0,-1.0,10000.0,7634.0
1980,6667.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,11454.0,28750.0,-1.0,3947.0,-1.0,-1.0,-1.0,32688.0,10000.0,-1.0,5333.0,14614.0,-1.0,-1.0,8358.0,-1.0,7500.0,-1.0,90000.0,-1.0,-1.0,-1.0,139200.0,1250000.0,13793.0,6667.0,-1.0,-1.0,-1.0,-1.0,45238.0,-1.0,8484.0,-1.0,-1.0,5000.0,7143.0,4118.0,-1.0,44690.0,-1.0,-1.0,-1.0,48276.0,2800000.0,8046.0,-1.0,-1.0,-1.0,14273.0,-1.0,-1.0,-1.0,22000.0,-1.0,-1.0,14815.0,-1.0,-1.0,10000.0,9756.0
1981,6667.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,11298.0,29375.0,-1.0,4762.0,-1.0,-1.0,-1.0,36433.0,8333.0,-1.0,5333.0,14601.0,-1.0,-1.0,8333.0,-1.0,7576.0,-1.0,95000.0,-1.0,-1.0,-1.0,168000.0,1100000.0,13793.0,6667.0,-1.0,-1.0,-1.0,-1.0,45882.0,-1.0,7469.0,6667.0,-1.0,5714.0,5882.0,4444.0,-1.0,24180.0,-1.0,-1.0,-1.0,48276.0,2900000.0,8182.0,-1.0,-1.0,-1.0,14909.0,-1.0,-1.0,-1.0,20069.0,-1.0,-1.0,15000.0,-1.0,-1.0,10000.0,12694.0
1982,6667.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,12975.0,30000.0,-1.0,4762.0,-1.0,-1.0,-1.0,31380.0,7500.0,-1.0,5625.0,14800.0,-1.0,-1.0,8333.0,-1.0,7576.0,-1.0,100000.0,21622.0,-1.0,-1.0,166667.0,1100000.0,14000.0,6667.0,-1.0,-1.0,-1.0,-1.0,47059.0,-1.0,7522.0,6667.0,-1.0,5714.0,5882.0,4500.0,-1.0,18839.0,-1.0,-1.0,-1.0,50000.0,3100000.0,8000.0,-1.0,-1.0,-1.0,15700.0,-1.0,-1.0,-1.0,18537.0,-1.0,-1.0,15400.0,-1.0,-1.0,10000.0,8068.0
1983,6667.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,13058.0,30625.0,-1.0,4762.0,-1.0,-1.0,-1.0,31687.0,6000.0,-1.0,5882.0,14606.0,-1.0,-1.0,8333.0,-1.0,7429.0,-1.0,100000.0,10000.0,-1.0,-1.0,185185.0,1200000.0,14333.0,13333.0,-1.0,-1.0,-1.0,-1.0,47674.0,-1.0,7097.0,6667.0,-1.0,5333.0,7027.0,4500.0,-1.0,9490.0,-1.0,-1.0,-1.0,50000.0,3300000.0,8261.0,-1.0,-1.0,-1.0,17100.0,-1.0,-1.0,-1.0,16793.0,-1.0,-1.0,15000.0,-1.0,-1.0,10000.0,5362.0
1984,6667.0,-1.0,90909.0,-1.0,-1.0,-1.0,-1.0,13016.0,31250.0,-1.0,4762.0,-1.0,-1.0,-1.0,29889.0,4615.0,-1.0,6000.0,14694.0,-1.0,-1.0,8400.0,-1.0,7500.0,-1.0,105000.0,8000.0,-1.0,-1.0,181081.0,1200000.0,14667.0,6667.0,-1.0,-1.0,-1.0,-1.0,46667.0,-1.0,7727.0,6667.0,-1.0,16667.0,7568.0,5385.0,-1.0,9614.0,-1.0,-1.0,-1.0,53871.0,3090909.0,8824.0,-1.0,-1.0,-1.0,18364.0,-1.0,-1.0,-1.0,14673.0,-1.0,-1.0,14667.0,-1.0,-1.0,10000.0,5306.0
1985,6667.0,-1.0,83333.0,-1.0,18000.0,-1.0,7333.0,10994.0,33614.0,5667.0,5000.0,30000.0,-1.0,6000.0,29392.0,4375.0,4462.0,6000.0,15814.0,6667.0,-1.0,8462.0,-1.0,7467.0,-1.0,115000.0,6842.0,6015.0,-1.0,166667.0,1200000.0,14667.0,6667.0,-1.0,5000.0,7333.0,-1.0,48889.0,-1.0,9855.0,6667.0,5600.0,26667.0,7568.0,3333.0,6250.0,13410.0,3750.0,19973.0,-1.0,59310.0,19868.0,8889.0,8000.0,-1.0,-1.0,18556.0,20000.0,-1.0,10000.0,14291.0,30000.0,30167.0,20667.0,-1.0,19444.0,10000.0,6771.0
1986,6667.0,-1.0,83333.0,-1.0,18333.0,-1.0,9375.0,10991.0,31250.0,5667.0,5111.0,32000.0,-1.0,5000.0,28972.0,3500.0,4750.0,6000.0,16410.0,7000.0,-1.0,8519.0,-1.0,7532.0,-1.0,100000.0,4713.0,5000.0,-1.0,150000.0,880000.0,13333.0,6667.0,-1.0,7250.0,7333.0,-1.0,51111.0,-1.0,9947.0,6667.0,5294.0,37500.0,7568.0,5000.0,6500.0,31674.0,3750.0,20024.0,-1.0,62231.0,20971.0,8889.0,6000.0,-1.0,-1.0,19500.0,19000.0,-1.0,10000.0,11408.0,30137.0,32250.0,15217.0,-1.0,20556.0,10000.0,8800.0
1987,6667.0,6452.0,80000.0,-1.0,18667.0,-1.0,8889.0,10991.0,31250.0,5733.0,5217.0,34921.0,-1.0,8500.0,29099.0,3636.0,6904.0,6000.0,17474.0,7000.0,-1.0,8519.0,-1.0,7500.0,-1.0,93333.0,3125.0,3500.0,-1.0,153846.0,960000.0,13333.0,6667.0,-1.0,5909.0,7333.0,-1.0,52222.0,-1.0,8645.0,7059.0,3000.0,38462.0,7568.0,5000.0,6750.0,75013.0,3750.0,19125.0,-1.0,38346.0,22621.0,8889.0,7000.0,-1.0,-1.0,21091.0,19400.0,-1.0,12000.0,10987.0,40000.0,33400.0,15217.0,-1.0,22222.0,10000.0,7427.0
1988,6667.0,6452.0,76923.0,-1.0,18667.0,-1.0,11111.0,11084.0,31250.0,5800.0,5357.0,34921.0,-1.0,6000.0,29255.0,4167.0,5385.0,7000.0,17519.0,7500.0,-1.0,8519.0,-1.0,7590.0,-1.0,93333.0,3077.0,3500.0,-1.0,156250.0,1240000.0,13333.0,10000.0,-1.0,5909.0,7333.0,-1.0,52747.0,-1.0,10608.0,7000.0,3000.0,38462.0,7949.0,3333.0,6875.0,31595.0,3750.0,18900.0,-1.0,48684.0,23718.0,8889.0,7000.0,-1.0,-1.0,20900.0,20000.0,-1.0,16000.0,10926.0,38462.0,37200.0,15217.0,-1.0,23333.0,10000.0,7505.0
1989,6667.0,6471.0,75188.0,-1.0,18667.0,-1.0,11111.0,11610.0,31250.0,5800.0,5000.0,34921.0,-1.0,6000.0,26226.0,5138.0,5000.0,7000.0,18420.0,7500.0,-1.0,8519.0,-1.0,7647.0,-1.0,116667.0,3077.0,3500.0,-1.0,150000.0,1230000.0,13333.0,10000.0,-1.0,5909.0,7333.0,-1.0,54348.0,-1.0,13088.0,7273.0,4000.0,39928.0,7692.0,5000.0,7000.0,44941.0,4063.0,21540.0,-1.0,50463.0,24265.0,9444.0,7000.0,-1.0,-1.0,23533.0,22000.0,-1.0,18462.0,11395.0,34615.0,32920.0,15217.0,-1.0,23889.0,10000.0,6064.0
1990,6909.0,6579.0,71630.0,19231.0,19819.0,-1.0,11522.0,17708.0,24000.0,5376.0,4783.0,30662.0,-1.0,10000.0,28762.0,5455.0,4255.0,7273.0,18717.0,6150.0,-1.0,13441.0,-1.0,7614.0,-1.0,137500.0,2702.0,6098.0,-1.0,158000.0,1140000.0,13333.0,12500.0,-1.0,5542.0,8790.0,10280.0,55914.0,-1.0,11312.0,7143.0,6286.0,17878.0,7692.0,5186.0,7500.0,87641.0,5000.0,30951.0,-1.0,42143.0,31088.0,10000.0,7433.0,-1.0,-1.0,23467.0,24000.0,-1.0,16949.0,10397.0,28846.0,30327.0,15000.0,-1.0,30715.0,10000.0,15306.0
1991,6125.0,6522.0,71546.0,16250.0,18656.0,-1.0,12115.0,12186.0,31386.0,6391.0,5000.0,83213.0,-1.0,10000.0,33371.0,5000.0,4651.0,7523.0,19037.0,5959.0,-1.0,8571.0,-1.0,7582.0,-1.0,142062.0,2720.0,5624.0,-1.0,159091.0,90000.0,13045.0,12200.0,-1.0,6087.0,7895.0,100000.0,57447.0,-1.0,11313.0,7106.0,4000.0,17023.0,7692.0,3448.0,6750.0,84496.0,4545.0,21000.0,-1.0,47826.0,31176.0,10556.0,7046.0,-1.0,-1.0,24906.0,23283.0,-1.0,17438.0,12494.0,32573.0,28633.0,15036.0,-1.0,30798.0,10000.0,16164.0
1992,6150.0,6471.0,68966.0,17778.0,18655.0,-1.0,12105.0,12632.0,31250.0,6378.0,5000.0,82667.0,-1.0,11111.0,34112.0,5333.0,6857.0,7611.0,20078.0,6000.0,-1.0,8596.0,-1.0,7778.0,-1.0,140000.0,2824.0,5769.0,10000.0,159091.0,96000.0,13099.0,12445.0,10000.0,5924.0,8387.0,56522.0,58947.0,-1.0,11725.0,7143.0,5333.0,18000.0,7692.0,1169.0,6911.0,49248.0,4800.0,19800.0,-1.0,56222.0,31036.0,10361.0,7004.0,-1.0,-1.0,36009.0,22894.0,-1.0,17451.0,14255.0,30435.0,27010.0,15059.0,-1.0,30677.0,10000.0,10974.0
1993,6673.0,6545.0,71426.0,16500.0,18654.0,-1.0,12095.0,12472.0,31250.0,6365.0,5000.0,78125.0,3750.0,10000.0,37009.0,5625.0,8621.0,7692.0,20225.0,6250.0,-1.0,8580.0,4000.0,8741.0,10000.0,153382.0,2725.0,5558.0,10028.0,166667.0,103333.0,13153.0,12690.0,10765.0,5909.0,8417.0,7212.0,60417.0,-1.0,14858.0,7128.0,4000.0,16885.0,7692.0,-1.0,7024.0,92034.0,4988.0,19657.0,-1.0,42466.0,30954.0,10526.0,6962.0,-1.0,-1.0,34405.0,20000.0,-1.0,17463.0,14082.0,33632.0,25365.0,15152.0,-1.0,30575.0,10000.0,9748.0
1994,7059.0,6500.0,71685.0,15227.0,18652.0,-1.0,12085.0,13426.0,31250.0,6352.0,4960.0,78725.0,4230.0,10000.0,40811.0,5333.0,8939.0,8571.0,20796.0,6000.0,-1.0,8621.0,6154.0,9258.0,9754.0,166667.0,2614.0,5527.0,10017.0,159091.0,38750.0,13207.0,12935.0,11535.0,5937.0,8520.0,22105.0,60821.0,10000.0,14076.0,7143.0,4812.0,15333.0,7692.0,-1.0,7217.0,51667.0,5056.0,19300.0,-1.0,35897.0,30853.0,10305.0,6920.0,-1.0,-1.0,35955.0,22911.0,24896.0,17476.0,14255.0,34393.0,32600.0,15113.0,-1.0,30495.0,10000.0,9597.0
1995,6667.0,6557.0,71944.0,15217.0,18651.0,-1.0,12100.0,13493.0,31250.0,6339.0,4967.0,81250.0,4473.0,10000.0,42181.0,6000.0,9675.0,8800.0,19481.0,6250.0,-1.0,8551.0,5600.0,9798.0,10000.0,166667.0,2640.0,5714.0,10006.0,166667.0,64571.0,13261.0,13179.0,12330.0,5969.0,8618.0,10000.0,61772.0,10000.0,12048.0,7143.0,4887.0,16201.0,7692.0,-1.0,7470.0,50734.0,5116.0,18200.0,-1.0,36565.0,30790.0,10289.0,6878.0,-1.0,-1.0,42973.0,23778.0,37020.0,17488.0,17027.0,37037.0,30000.0,15140.0,27778.0,30443.0,10000.0,9633.0
1996,6875.0,6452.0,72203.0,19231.0,18649.0,-1.0,12111.0,13448.0,31250.0,6326.0,4973.0,86667.0,4597.0,10000.0,36952.0,10000.0,10344.0,8125.0,19913.0,6471.0,-1.0,8500.0,5000.0,10355.0,10000.0,166667.0,2996.0,5000.0,9996.0,166667.0,62500.0,13315.0,13309.0,13151.0,6008.0,8712.0,36944.0,62702.0,10119.0,13350.0,7143.0,5000.0,15984.0,7692.0,-1.0,7683.0,103457.0,5168.0,17325.0,-1.0,37810.0,30673.0,10500.0,6836.0,-1.0,7500.0,47724.0,24750.0,16094.0,17500.0,19189.0,35462.0,29857.0,15159.0,27778.0,30342.0,10000.0,10250.0
1997,7059.0,6508.0,72462.0,21875.0,18648.0,-1.0,12174.0,13615.0,31250.0,6377.0,4980.0,75000.0,4817.0,10000.0,33214.0,10000.0,10956.0,7778.0,20346.0,6667.0,-1.0,8387.0,5600.0,10924.0,10000.0,157143.0,2547.0,5164.0,9986.0,166667.0,73333.0,13369.0,14113.0,13998.0,6046.0,8805.0,10313.0,63617.0,10305.0,12287.0,7273.0,5087.0,15781.0,7692.0,-1.0,7711.0,69529.0,5214.0,16600.0,-1.0,38923.0,31200.0,10278.0,6794.0,-1.0,7391.0,34886.0,25934.0,98973.0,17513.0,19189.0,35768.0,44600.0,15177.0,29248.0,30871.0,10000.0,9757.0
1998,7222.0,6406.0,72722.0,17143.0,18647.0,-1.0,12098.0,14026.0,31250.0,6345.0,4986.0,72626.0,4545.0,10000.0,38494.0,10000.0,11523.0,6250.0,20346.0,6471.0,-1.0,8474.0,5827.0,11504.0,10259.0,157143.0,2702.0,5146.0,9977.0,166667.0,65000.0,13423.0,15000.0,14872.0,6145.0,8895.0,10400.0,64518.0,10493.0,12969.0,7286.0,5114.0,15588.0,7692.0,-1.0,7775.0,70000.0,5254.0,17200.0,6000.0,36694.0,31395.0,10476.0,6752.0,-1.0,7143.0,34675.0,27147.0,67910.0,17529.0,19189.0,35931.0,43286.0,15201.0,40763.0,31081.0,10000.0,8768.0
