,France,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Ethiopia,Kenya,Singapore,Zambia,Lebanon,Yemen,Albania,Niger,"China, Hong Kong SAR",Slovenia,Hungary,Canada,Philippines,Spain,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Poland,Jordan,Belgium-Luxembourg,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Mexico,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,India,Congo,Martinique,Dominican Republic,Kyrgyzstan,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,New Zealand,United Arab Emirates,Bosnia and Herzegovina,Portugal,Netherlands,Guatemala,Slovakia,Puerto Rico,Romania,Norway,Dominica,Iraq,Madagascar,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Germany,Syrian Arab Republic,Latvia,Sweden,Uzbekistan,China,Finland,Morocco,Switzerland,Chile,Honduras,Zimbabwe,Ireland,Cyprus,Austria,Israel,Réunion,Japan,Denmark,Trinidad and Tobago,Grenada,United Kingdom,Mauritius,Barbados,Turkey,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Djibouti,Brunei Darussalam,Greece,Ukraine,Kuwait,South Africa,Guadeloupe,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1988,474500.0,586.0,105730.0,88930.0,2568.0,109.0,409.0,5000.0,,-1.0,,,21200.0,646.0,-1.0,-1.0,19160.0,,16375.0,54080.0,-1.0,905900.0,-1.0,-1.0,2249.0,5011.0,500.0,2000.0,14164.0,169700.0,6351.0,124000.0,,-1.0,133588.0,18182.0,650.0,73962.0,15000.0,-1.0,692000.0,-1.0,3650.0,4600.0,,-1.0,31422.0,3198000.0,2180000.0,480.0,16800.0,4167.0,,30000.0,127300.0,12000.0,,-1.0,-1.0,2155.0,128.0,72200.0,300.0,,-1.0,,,-1.0,47800.0,891200.0,740.0,-1.0,85962.0,62273.0,,10239.0,,2199160.0,-1.0,3000.0,27745.0,35977.0,-1.0,-1.0,5700.0,776.0,28558.0,25453.0,4753.0,495400.0,8000.0,138.0,50.0,270500.0,425.0,-1.0,135000.0,15110.0,12652.0,-1.0,-1.0,57400.0,,1272.0,34506.0,2722.0,480.0,,7066.0,-1.0
1989,466700.0,763.0,106232.0,89232.0,2312.0,108.0,430.0,7500.0,,-1.0,,,21500.0,685.0,-1.0,-1.0,20580.0,,16352.0,57520.0,-1.0,955300.0,-1.0,-1.0,3072.0,5011.0,560.0,2000.0,9320.0,183850.0,7320.0,111000.0,,-1.0,144545.0,18762.0,650.0,90735.0,15500.0,-1.0,707000.0,-1.0,2900.0,4600.0,,-1.0,28871.0,3412400.0,2280000.0,514.0,17000.0,6025.0,,32000.0,120900.0,12000.0,,-1.0,-1.0,1779.0,130.0,51300.0,310.0,,-1.0,,,-1.0,47787.0,904790.0,969.0,-1.0,91807.0,50800.0,,11090.0,,2300580.0,-1.0,3000.0,29326.0,52300.0,-1.0,-1.0,4500.0,935.0,28453.0,26907.0,3565.0,520900.0,8000.0,217.0,56.0,255113.0,545.0,-1.0,165000.0,13720.0,12956.0,-1.0,-1.0,62700.0,,1632.0,38143.0,4356.0,514.0,,6648.0,-1.0
1990,485860.0,671.0,124201.0,98201.0,2305.0,105.0,388.0,11000.0,,-1.0,0.0,,22000.0,802.0,-1.0,5000.0,11760.0,,15736.0,60330.0,1514.0,985000.0,-1.0,-1.0,2355.0,3898.0,387.0,12000.0,7446.0,196500.0,8338.0,121253.0,,-1.0,118190.0,16459.0,600.0,88580.0,16000.0,7000.0,717000.0,-1.0,3100.0,4600.0,,30000.0,21388.0,3320000.0,2508000.0,500.0,26000.0,8509.0,,32000.0,103800.0,12162.0,,-1.0,-1.0,1813.0,150.0,60800.0,320.0,,-1.0,,,-1.0,50270.0,910621.0,1032.0,-1.0,100882.0,38760.0,,9832.0,,2519760.0,2872.0,4000.0,28637.0,61513.0,1540.0,200.0,5000.0,918.0,27141.0,29005.0,5626.0,517600.0,8100.0,197.0,53.0,299335.0,610.0,-1.0,186000.0,12980.0,12282.0,1.0,2.0,61000.0,,1608.0,37241.0,2500.0,500.0,,5340.0,-1.0
1991,481110.0,581.0,126863.0,100863.0,2444.0,156.0,743.0,12000.0,,200.0,0.0,,22887.0,827.0,-1.0,10000.0,12020.0,,16567.0,64880.0,1672.0,1007100.0,-1.0,-1.0,3379.0,5071.0,32.0,13000.0,2972.0,198788.0,8764.0,117964.0,,-1.0,163018.0,17193.0,540.0,113743.0,16500.0,8500.0,731158.0,-1.0,3300.0,4300.0,,36873.0,22686.0,3210000.0,2760000.0,442.0,26000.0,10045.0,,32000.0,106300.0,5713.0,,-1.0,15000.0,1779.0,154.0,28060.0,310.0,,-1.0,,,-1.0,52415.0,917762.0,853.0,-1.0,130000.0,36300.0,,10858.0,,2772020.0,2541.0,4027.0,27842.0,49650.0,1569.0,192.0,5100.0,849.0,26180.0,25962.0,5704.0,520200.0,7547.0,142.0,59.0,299095.0,560.0,-1.0,195000.0,14030.0,11877.0,1.0,2.0,63800.0,,1000.0,36117.0,2300.0,442.0,,4214.0,-1.0
1992,488154.0,653.0,118092.0,98992.0,2592.0,168.0,689.0,15000.0,,489.0,0.0,,24575.0,861.0,-1.0,15000.0,8020.0,4286.0,14456.0,69930.0,1616.0,963200.0,-1.0,-1.0,3873.0,3748.0,32.0,10500.0,5473.0,190500.0,8900.0,125098.0,-1.0,-1.0,164066.0,17094.0,500.0,113940.0,17000.0,12000.0,732000.0,-1.0,4300.0,4000.0,-1.0,37174.0,22151.0,3866200.0,2800000.0,506.0,19100.0,14074.0,-1.0,35000.0,91000.0,10523.0,,-1.0,15000.0,1804.0,154.0,35000.0,320.0,,-1.0,,,-1.0,53000.0,902985.0,1555.0,-1.0,118000.0,30360.0,-1.0,10137.0,1200.0,2808020.0,2540.0,4054.0,27260.0,38213.0,1629.0,193.0,5600.0,576.0,16508.0,26278.0,5781.0,535800.0,8300.0,136.0,66.0,288518.0,540.0,-1.0,195000.0,13257.0,14661.0,1.0,2.0,70919.0,-1.0,1032.0,35266.0,2756.0,506.0,10000.0,4000.0,-1.0
1993,505161.0,550.0,123600.0,100000.0,2700.0,171.0,700.0,17000.0,6000.0,300.0,-1.0,,18000.0,861.0,-1.0,20000.0,7150.0,5025.0,14622.0,64450.0,1759.0,953500.0,-1.0,-1.0,3830.0,4941.0,48.0,13500.0,3693.0,186153.0,9000.0,124000.0,-1.0,-1.0,149296.0,,545.0,149611.0,18000.0,10000.0,735000.0,-1.0,4260.0,3300.0,-1.0,40217.0,21346.0,3790000.0,3500000.0,540.0,23600.0,5311.0,-1.0,40000.0,92000.0,12500.0,6000.0,-1.0,15000.0,1750.0,158.0,40000.0,322.0,,-1.0,,11051.0,-1.0,53000.0,941533.0,1547.0,-1.0,122000.0,43100.0,-1.0,10222.0,1000.0,3507150.0,2903.0,4081.0,25680.0,37537.0,1366.0,193.0,5100.0,615.0,16183.0,33170.0,3437.0,493200.0,6687.0,190.0,64.0,239483.0,664.0,390.0,206000.0,14107.0,14170.0,1.0,3.0,70200.0,-1.0,1112.0,35080.0,2956.0,540.0,12198.0,3000.0,-1.0
1994,517444.0,922.0,135226.0,108326.0,2800.0,167.0,650.0,19000.0,7817.0,2270.0,-1.0,,12000.0,860.0,-1.0,25000.0,6955.0,4835.0,15000.0,78250.0,1781.0,924300.0,-1.0,-1.0,5056.0,5954.0,288.0,11500.0,9200.0,181485.0,10255.0,126878.0,-1.0,-1.0,139439.0,,552.0,151655.0,19000.0,11900.0,755000.0,-1.0,4800.0,3000.0,-1.0,45735.0,21898.0,3979600.0,4200000.0,565.0,26900.0,5294.0,-1.0,48000.0,84300.0,13306.0,5544.0,-1.0,20000.0,1756.0,150.0,37000.0,323.0,,-1.0,,11000.0,100.0,52000.0,950949.0,764.0,-1.0,126600.0,56700.0,-1.0,10250.0,948.0,4206955.0,3481.0,4109.0,24494.0,62036.0,1400.0,194.0,5200.0,600.0,29949.0,33200.0,3887.0,527800.0,6700.0,165.0,66.0,254396.0,779.0,712.0,210000.0,14100.0,15875.0,1.0,3.0,75900.0,3000.0,1372.0,33580.0,3130.0,565.0,12559.0,4500.0,-1.0
1995,515516.0,774.0,131054.0,92454.0,2898.0,170.0,640.0,20000.0,4500.0,344.0,-1.0,,10000.0,860.0,-1.0,30000.0,4714.0,7484.0,14740.0,70610.0,1775.0,898500.0,-1.0,-1.0,6064.0,10787.0,256.0,13000.0,16000.0,185693.0,11005.0,123112.0,-1.0,6000.0,134177.0,,561.0,170776.0,20000.0,12000.0,760000.0,-1.0,7800.0,2800.0,-1.0,51256.0,23569.0,3663000.0,4500000.0,589.0,38600.0,1680.0,-1.0,59800.0,126000.0,13000.0,4994.0,-1.0,20000.0,1801.0,144.0,38000.0,324.0,,-1.0,,9342.0,100.0,51000.0,906235.0,937.0,-1.0,126000.0,67700.0,-1.0,10300.0,900.0,4504714.0,3548.0,4137.0,26999.0,62000.0,1443.0,194.0,7000.0,1090.0,41066.0,33610.0,3760.0,537300.0,7000.0,268.0,69.0,257000.0,1412.0,1908.0,249000.0,14600.0,14161.0,1.0,4.0,65600.0,5000.0,1736.0,34193.0,2066.0,589.0,12988.0,5000.0,-1.0
1996,528054.0,760.0,143043.0,107243.0,3073.0,180.0,429.0,22000.0,4179.0,488.0,-1.0,,7985.0,860.0,-1.0,35000.0,3000.0,8620.0,14549.0,71450.0,1821.0,923600.0,-1.0,-1.0,8435.0,9296.0,544.0,12000.0,14713.0,172800.0,12000.0,132289.0,-1.0,6000.0,145195.0,,569.0,140347.0,18000.0,11000.0,765000.0,766.0,7800.0,2700.0,-1.0,54383.0,26353.0,3648700.0,5400000.0,643.0,35800.0,995.0,-1.0,61300.0,110000.0,13500.0,4960.0,-1.0,20000.0,3995.0,146.0,35000.0,326.0,,-1.0,,8366.0,200.0,50000.0,830100.0,744.0,-1.0,135078.0,64585.0,-1.0,12800.0,844.0,5403000.0,4295.0,4166.0,31921.0,55000.0,1429.0,195.0,10000.0,1080.0,48663.0,28845.0,3780.0,548400.0,6688.0,270.0,70.0,214400.0,1670.0,1700.0,250000.0,14700.0,13283.0,1.0,5.0,69500.0,5500.0,1798.0,36201.0,3030.0,643.0,12642.0,5500.0,1441.0
1997,492800.0,520.0,146834.0,110834.0,3283.0,202.0,286.0,22000.0,4000.0,537.0,-1.0,-1.0,29600.0,868.0,-1.0,40000.0,4000.0,9223.0,15673.0,105140.0,1794.0,1034296.0,-1.0,-1.0,6007.0,11623.0,480.0,11000.0,24100.0,179627.0,15000.0,134933.0,-1.0,6000.0,178818.0,,596.0,153550.0,16000.0,12000.0,767145.0,575.0,7800.0,2600.0,-1.0,60061.0,38124.0,4350000.0,5500000.0,624.0,36000.0,965.0,-1.0,67200.0,105000.0,19320.0,5514.0,-1.0,22000.0,5284.0,152.0,34000.0,330.0,,-1.0,,7239.0,100.0,51000.0,918768.0,980.0,-1.0,144551.0,42161.0,-1.0,14400.0,800.0,5504000.0,4520.0,4197.0,29900.0,62000.0,1408.0,210.0,10000.0,1100.0,52406.0,37080.0,3600.0,532700.0,7000.0,351.0,62.0,182700.0,2223.0,444.0,262000.0,15000.0,12644.0,1.0,5.0,70800.0,7000.0,1681.0,36781.0,3030.0,624.0,14062.0,7000.0,2365.0
1998,487500.0,553.0,165149.0,129149.0,3724.0,206.0,0.0,25000.0,1800.0,73.0,-1.0,-1.0,36300.0,898.0,-1.0,50288.0,5000.0,8555.0,15553.0,89805.0,1597.0,1018500.0,-1.0,2700.0,4635.0,8206.0,456.0,10000.0,24170.0,174494.0,11000.0,165531.0,-1.0,6000.0,168833.0,,595.0,142495.0,15000.0,12000.0,770000.0,690.0,7800.0,2500.0,-1.0,66728.0,29659.0,3853480.0,5650000.0,558.0,36000.0,1460.0,-1.0,68000.0,85000.0,33810.0,3602.0,-1.0,22000.0,5700.0,160.0,35000.0,320.0,,-1.0,,5800.0,500.0,51000.0,975353.0,710.0,-1.0,159608.0,59132.0,-1.0,14400.0,897.0,5655000.0,4906.0,4228.0,28689.0,82391.0,1300.0,175.0,10100.0,1100.0,50300.0,40270.0,3400.0,506300.0,7000.0,390.0,52.0,172400.0,1878.0,345.0,300000.0,15100.0,19996.0,1.0,4.0,69300.0,13600.0,4315.0,35602.0,2383.0,558.0,15133.0,7300.0,2852.0
1999,490530.0,616.0,167640.0,131140.0,4100.0,201.0,123.0,27000.0,2055.0,1836.0,-1.0,-1.0,32300.0,929.0,-1.0,25645.0,5237.0,12105.0,16156.0,81508.0,1439.0,1045220.0,-1.0,2750.0,5335.0,8122.0,500.0,12000.0,22732.0,188553.0,18737.0,159617.0,100.0,6000.0,216057.0,,597.0,173668.0,13000.0,13500.0,780000.0,622.0,7800.0,2221.0,500.0,40000.0,37191.0,4311610.0,6000000.0,836.0,36500.0,1205.0,-1.0,93722.0,88000.0,33475.0,4511.0,-1.0,24000.0,6200.0,170.0,26250.0,330.0,,-1.0,,8400.0,200.0,52000.0,937650.0,545.0,-1.0,184166.0,49702.0,20.0,21000.0,1000.0,6005237.0,5058.0,4260.0,22130.0,82500.0,1500.0,185.0,9500.0,1140.0,53892.0,37360.0,4450.0,540500.0,7000.0,330.0,52.0,174800.0,1223.0,250.0,307000.0,15200.0,23742.0,1.0,5.0,78000.0,6000.0,4740.0,34293.0,3146.0,836.0,18859.0,7400.0,3040.0
2000,508874.0,663.0,188446.0,151946.0,4514.0,168.0,102.0,27149.0,1834.0,1543.0,-1.0,-1.0,47500.0,959.0,-1.0,42033.0,5451.0,11546.0,12433.0,62858.0,1421.0,1014592.0,-1.0,2700.0,3257.0,9770.0,450.0,13000.0,32539.0,,18774.0,174588.0,98.0,6000.0,191542.0,,600.0,203509.0,13719.0,14000.0,785000.0,583.0,6000.0,1598.0,500.0,80000.0,46731.0,4386102.0,7250000.0,900.0,36500.0,1707.0,-1.0,95000.0,77000.0,33384.0,4829.0,-1.0,20000.0,4779.0,176.0,30000.0,310.0,93300.0,-1.0,315.0,4500.0,200.0,53000.0,968833.0,516.0,-1.0,174179.0,46286.0,50.0,18700.0,1000.0,7255451.0,5131.0,4294.0,24462.0,84000.0,1480.0,170.0,9200.0,1000.0,60501.0,37774.0,4500.0,537200.0,9764.0,839.0,59.0,154500.0,1716.0,275.0,333000.0,15400.0,27730.0,1.0,5.0,88000.0,5500.0,7860.0,30701.0,3150.0,900.0,16704.0,6000.0,3154.0
2001,490936.0,670.0,186234.0,152742.0,3779.0,119.0,84.0,34050.0,1400.0,1914.0,-1.0,,35100.0,990.0,-1.0,40000.0,5650.0,9223.0,11863.0,85039.0,1475.0,994200.0,-1.0,2720.0,4296.0,9116.0,597.0,12000.0,30180.0,,15968.0,179602.0,97.0,6000.0,212719.0,,500.0,182509.0,14000.0,17800.0,790000.0,600.0,4200.0,1898.0,500.0,90000.0,46715.0,4326273.0,7600000.0,867.0,33492.0,1413.0,-1.0,96506.0,93000.0,38000.0,835.0,-1.0,26000.0,9408.0,177.0,42000.0,303.0,94600.0,-1.0,225.0,3000.0,400.0,35000.0,925189.0,354.0,-1.0,193000.0,43500.0,130.0,22800.0,1000.0,7605650.0,5240.0,4330.0,26500.0,85000.0,1450.0,180.0,6000.0,925.0,60460.0,39500.0,2650.0,554200.0,9800.0,700.0,62.0,144800.0,2399.0,300.0,350000.0,15402.0,29921.0,8.0,5.0,80000.0,5700.0,6630.0,30061.0,2880.0,867.0,18275.0,9932.0,1574.0
2002,487972.0,813.0,165499.0,135015.0,3834.0,100.0,66.0,35288.0,1100.0,1500.0,-1.0,,17300.0,1020.0,-1.0,42412.0,5104.0,10854.0,11701.0,77992.0,1495.0,1037062.0,-1.0,2576.0,3574.0,10723.0,593.0,11000.0,31508.0,,14876.0,144485.0,97.0,6000.0,228280.0,,468.0,178998.0,14353.0,15700.0,804425.0,807.0,4900.0,2063.0,500.0,150000.0,38374.0,4541095.0,9000000.0,839.0,30484.0,1726.0,-1.0,95089.0,66000.0,38782.0,1822.0,-1.0,5000.0,11977.0,177.0,54000.0,295.0,85300.0,-1.0,190.0,5615.0,200.0,30000.0,916208.0,335.0,-1.0,219000.0,53700.0,200.0,25997.0,1000.0,9005104.0,5527.0,4367.0,32661.0,86000.0,1460.0,191.0,5600.0,1060.0,60702.0,40885.0,2284.0,561600.0,9800.0,1391.0,67.0,125900.0,2214.0,156.0,345000.0,15405.0,27853.0,8.0,5.0,88000.0,5900.0,6375.0,32587.0,2857.0,839.0,20704.0,8937.0,2404.0
2003,460524.0,1021.0,152300.0,121508.0,3890.0,89.0,49.0,24486.0,984.0,520.0,306.0,,22100.0,1051.0,-1.0,46010.0,4983.0,9058.0,10162.0,73899.0,1579.0,1044762.0,-1.0,2620.0,4787.0,10452.0,641.0,11542.0,32651.0,,14398.0,142415.0,150.0,6000.0,243406.0,,470.0,190304.0,14484.0,29100.0,820563.0,800.0,6400.0,2799.0,500.0,180695.0,38912.0,4704524.0,10000000.0,823.0,30792.0,805.0,-1.0,95991.0,68000.0,39614.0,2164.0,53.0,4000.0,10249.0,175.0,67000.0,286.0,85000.0,200.0,165.0,8175.0,700.0,31000.0,921770.0,219.0,-1.0,202128.0,57400.0,264.0,22143.0,1000.0,10004983.0,5991.0,4400.0,31000.0,87000.0,1488.0,192.0,5457.0,1070.0,51163.0,39600.0,2205.0,548600.0,19400.0,1370.0,68.0,142200.0,1988.0,279.0,340000.0,6325.0,28736.0,8.0,5.0,80000.0,7000.0,6259.0,31913.0,2520.0,823.0,17540.0,18893.0,2084.0
2004,472243.0,1069.0,158228.0,127228.0,3947.0,108.0,32.0,30340.0,1800.0,450.0,322.0,,32100.0,1108.0,-1.0,47078.0,5165.0,14020.0,9702.0,76959.0,1721.0,1048325.0,-1.0,2712.0,4891.0,9254.0,606.0,15125.0,52601.0,,15875.0,136008.0,156.0,6000.0,247385.0,,600.0,204786.0,14638.0,17500.0,837997.0,737.0,2880.0,2121.0,500.0,372174.0,33100.0,4805403.0,10500000.0,868.0,31000.0,900.0,-1.0,98001.0,73000.0,40771.0,2035.0,53.0,3637.0,12915.0,175.0,87000.0,277.0,86135.0,200.0,145.0,4500.0,200.0,32000.0,995920.0,230.0,104.0,255204.0,56900.0,172.0,23300.0,1100.0,10505165.0,5528.0,4449.0,65563.0,89000.0,1495.0,200.0,5500.0,1100.0,53989.0,39190.0,4828.0,509300.0,9826.0,1400.0,53.0,152700.0,1883.0,317.0,362000.0,6471.0,31929.0,4.0,6.0,92413.0,10000.0,6400.0,32650.0,2100.0,868.0,8239.0,30264.0,1759.0
2005,468963.0,666.0,162151.0,132000.0,4004.0,95.0,14.0,29567.0,1935.0,900.0,329.0,,28900.0,1142.0,-1.0,43946.0,5176.0,14147.0,8525.0,77328.0,3386.0,993387.0,-1.0,2827.0,4777.0,12497.0,638.0,19913.0,28161.0,,15341.0,140000.0,200.0,6000.0,274546.0,,800.0,167012.0,14654.0,18300.0,856311.0,740.0,4470.0,2068.0,500.0,247748.0,30954.0,4455456.0,11000000.0,898.0,30151.0,950.0,-1.0,98516.0,74000.0,41520.0,2418.0,81.0,1761.0,13576.0,174.0,95000.0,259.0,76303.0,250.0,248.0,5432.0,200.0,30670.0,1010470.0,280.0,73.0,241662.0,51700.0,128.0,27199.0,1400.0,11005176.0,5331.0,4494.0,64977.0,90000.0,1541.0,195.0,5520.0,1065.0,56594.0,37070.0,4743.0,551600.0,10198.0,1450.0,61.0,141100.0,1659.0,285.0,372000.0,6621.0,35130.0,6.0,4.0,105032.0,12000.0,6738.0,33063.0,2760.0,898.0,7098.0,3960.0,1626.0
2006,465353.0,758.0,193354.0,162832.0,4122.0,100.0,0.0,27173.0,1935.0,1212.0,347.0,,20800.0,1176.0,6843.0,50000.0,5250.0,14834.0,8930.0,71638.0,3348.0,987331.0,-1.0,3411.0,6405.0,13000.0,600.0,16947.0,37180.0,,12627.0,125000.0,150.0,6000.0,274036.0,,800.0,160284.0,14725.0,18000.0,916998.0,745.0,4800.0,2184.0,500.0,356171.0,33503.0,4640749.0,11600000.0,647.0,30522.0,1150.0,-1.0,100000.0,71500.0,43157.0,2487.0,66.0,4362.0,13482.0,180.0,116000.0,266.0,77900.0,280.0,194.0,6000.0,700.0,31290.0,977900.0,1039.0,97.0,303362.0,55200.0,95.0,26200.0,1700.0,11605250.0,6356.0,4545.0,57087.0,93000.0,1600.0,197.0,5600.0,1495.0,59072.0,35882.0,4185.0,545400.0,10198.0,1097.0,75.0,132600.0,1561.0,439.0,390659.0,6867.0,40740.0,7.0,7.0,91673.0,17000.0,6859.0,32975.0,2500.0,647.0,8167.0,1071.0,2096.0
2007,457864.0,806.0,305251.0,271251.0,4182.0,148.0,0.0,29174.0,3500.0,1504.0,319.0,,22200.0,1211.0,2000.0,60000.0,5500.0,12516.0,7581.0,78270.0,3335.0,947612.0,-1.0,3553.0,6300.0,13500.0,700.0,20541.0,35129.0,,17361.0,115413.0,140.0,10483.0,286294.0,,1000.0,154799.0,14727.0,18500.0,943313.0,750.0,2880.0,2184.0,600.0,264631.0,34164.0,4360066.0,12000000.0,691.0,34000.0,1250.0,7800.0,99102.0,85500.0,51200.0,2604.0,66.0,6758.0,20179.0,190.0,122600.0,259.0,76400.0,300.0,275.0,4242.0,900.0,33095.0,949400.0,1490.0,130.0,311859.0,62200.0,116.0,26600.0,2000.0,12005500.0,6250.0,4600.0,63481.0,95000.0,1700.0,215.0,5500.0,1281.0,62487.0,36604.0,3804.0,543700.0,10000.0,593.0,79.0,116100.0,1133.0,418.0,428059.0,7033.0,42822.0,2.0,7.0,79516.0,14500.0,6500.0,37151.0,3480.0,691.0,13116.0,1425.0,2580.0
2008,426723.0,747.0,201707.0,168707.0,4243.0,134.0,3.0,30724.0,5000.0,2067.0,346.0,,28000.0,1245.0,6000.0,77327.0,5000.0,13217.0,7523.0,70418.0,3566.0,1002800.0,-1.0,3647.0,6011.0,13600.0,750.0,14401.0,41589.0,,62538.0,111666.0,150.0,7945.0,284709.0,,500.0,138098.0,14825.0,17400.0,970853.0,800.0,6150.0,1471.0,700.0,219743.0,44838.0,4014590.0,12500000.0,565.0,33000.0,1013.0,7900.0,101250.0,90500.0,52222.0,2900.0,77.0,1686.0,18382.0,207.0,118600.0,252.0,76100.0,400.0,164.0,4048.0,600.0,33906.0,916200.0,1500.0,155.0,316741.0,52376.0,111.0,28500.0,2200.0,12505000.0,5834.0,4670.0,63200.0,96000.0,1711.0,199.0,6383.0,1727.0,57458.0,26885.0,4830.0,544300.0,10552.0,719.0,85.0,124170.0,879.0,144.0,439641.0,7199.0,39694.0,2.0,7.0,90400.0,16100.0,8413.0,43241.0,3600.0,565.0,7640.0,2112.0,1705.0
2009,342747.0,678.0,196543.0,164543.0,4305.0,118.0,5.0,31193.0,9149.0,2285.0,402.0,,37400.0,1278.0,8675.0,66464.0,4784.0,15260.0,8418.0,108228.0,3577.0,852988.0,-1.0,3784.0,7325.0,14200.0,720.0,14806.0,39753.0,,58366.0,80116.0,149.0,19662.0,317781.0,,651.0,146061.0,14928.0,17600.0,998119.0,776.0,7000.0,2271.0,700.0,390836.0,48920.0,3827390.0,12850000.0,547.0,32000.0,994.0,8000.0,102300.0,86000.0,52589.0,2876.0,82.0,1914.0,18426.0,227.0,100496.0,244.0,69400.0,500.0,124.0,3930.0,900.0,33159.0,844976.0,351.0,180.0,346562.0,52225.0,207.0,28500.0,2400.0,12854784.0,13113.0,4743.0,69853.0,100700.0,1739.0,199.0,7154.0,1436.0,55158.0,36280.0,4508.0,549800.0,9775.0,746.0,105.0,134300.0,920.0,572.0,438038.0,11081.0,40000.0,2.0,7.0,90000.0,16000.0,11289.0,38613.0,3500.0,547.0,7854.0,5257.0,1283.0
2010,326985.0,738.0,191143.0,160584.0,4368.0,135.0,5.0,31326.0,8218.0,1592.0,366.0,,70629.0,1310.0,8995.0,69788.0,4641.0,9919.0,7873.0,79527.0,3634.0,809390.0,93.0,4008.0,7203.0,14590.0,692.0,29108.0,48200.0,,53527.0,97739.0,160.0,40026.0,340976.0,,698.0,141259.0,15000.0,78725.0,1023970.0,786.0,6557.0,2080.0,1200.0,369154.0,50443.0,4105580.0,13000000.0,451.0,30560.0,660.0,8050.0,78664.0,83300.0,56184.0,2747.0,87.0,2707.0,11590.0,250.0,89795.0,237.0,67100.0,1000.0,134.0,3159.0,200.0,35190.0,843344.0,523.0,175.0,308341.0,62428.0,235.0,24100.0,2700.0,13004641.0,13072.0,4822.0,68350.0,94300.0,1761.0,198.0,8100.0,1451.0,47573.0,28665.0,4177.0,537900.0,11131.0,1432.0,103.0,133900.0,933.0,339.0,419298.0,11294.0,43675.0,2.0,9.0,128800.0,16100.0,12810.0,38983.0,3139.0,451.0,8252.0,2978.0,473.0
2011,314041.0,782.0,171794.0,144637.0,4432.0,278.0,5.0,29170.0,4764.0,1824.0,417.0,,73635.0,1342.0,9100.0,69235.0,4500.0,15683.0,7627.0,63058.0,3519.0,868436.0,99.0,4199.0,11185.0,15268.0,709.0,32204.0,40376.0,,56345.0,94344.0,163.0,35203.0,370066.0,,705.0,116808.0,15480.0,60960.0,1048138.0,787.0,4855.0,2095.0,1600.0,385631.0,49014.0,4070815.0,13430000.0,423.0,27157.0,758.0,8340.0,54660.0,83500.0,59328.0,1514.0,92.0,2673.0,13722.0,275.0,86218.0,229.0,60800.0,1500.0,200.0,1492.0,200.0,35078.0,819194.0,399.0,176.0,340487.0,61763.0,348.0,25830.0,3000.0,13434500.0,14480.0,4904.0,75652.0,101600.0,1780.0,198.0,7500.0,1446.0,47358.0,32184.0,4104.0,542400.0,11504.0,1927.0,106.0,132400.0,906.0,499.0,424252.0,11668.0,51247.0,3.0,9.0,116000.0,19500.0,8919.0,37505.0,3118.0,423.0,9115.0,4886.0,617.0
2012,325597.0,778.0,146668.0,114682.0,4474.0,395.0,5.0,29620.0,3568.0,2113.0,502.0,,36527.0,1400.0,9400.0,76838.0,5000.0,14938.0,8280.0,64431.0,3646.0,876926.0,106.0,4110.0,10372.0,15320.0,1215.0,32170.0,39532.0,,78154.0,93661.0,165.0,39817.0,335337.0,,710.0,111950.0,16000.0,64280.0,1075000.0,785.0,4862.0,1875.0,5000.0,377172.0,53130.0,4175610.0,14000000.0,379.0,31986.0,785.0,8042.0,54970.0,92500.0,62931.0,221.0,100.0,2408.0,14643.0,300.0,112107.0,220.0,55500.0,1600.0,172.0,1393.0,447.0,34000.0,688715.0,398.0,179.0,420595.0,47672.0,172.0,33400.0,3500.0,14005000.0,13856.0,5000.0,68779.0,99000.0,1850.0,200.0,7100.0,1274.0,54016.0,32880.0,4243.0,566100.0,12566.0,2242.0,115.0,122900.0,931.0,171.0,419066.0,11924.0,42408.0,2.0,7.0,126500.0,22000.0,9250.0,37160.0,3130.0,379.0,5217.0,8789.0,1393.0
