,Kenya,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Tonga,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Melanesia,Uzbekistan,New Caledonia,Rwanda,Bahamas,Yugoslav SFR,Guatemala,French Polynesia,Algeria,Niue,Senegal,Madagascar,Tajikistan,Namibia,Haiti,Guinea,Botswana,Saudi Arabia,Dominica,Fiji,United Arab Emirates,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Saint Vincent and the Grenadines,Colombia,Libya,Sudan (former),Lebanon,Brunei Darussalam,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Mauritius,Argentina,France,Martinique,"China, mainland",Russian Federation,Mali,Thailand,Paraguay,Seychelles,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Puerto Rico,Zambia,Malaysia,Cuba,Malta,Dominican Republic,South Sudan,El Salvador,Benin,Cook Islands,Pakistan,Republic of Korea,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Portugal,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Somalia,Kuwait,Nigeria,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Bahrain,Morocco,Bhutan,Congo,Qatar,Gabon,USSR,Ecuador,Honduras,Jordan,Israel,Mexico,Viet Nam,Suriname,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Jamaica,Trinidad and Tobago,Italy,Saint Lucia,Polynesia,Panama,Sierra Leone,Samoa,Australia,Central African Republic,Ghana,Oman,Angola,Guyana,Swaziland,Turkey
1971,39216.0,103776.0,50000.0,-1.0,-1.0,33333.0,38839.0,61602.0,148570.0,61059.0,158367.0,11325.0,-1.0,-1.0,41613.0,-1.0,28811.0,121795.0,36826.0,46550.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,59140.0,151316.0,73974.0,-1.0,30000.0,73410.0,-1.0,-1.0,-1.0,44577.0,31250.0,57778.0,-1.0,200000.0,145000.0,51485.0,-1.0,-1.0,-1.0,140965.0,-1.0,-1.0,37112.0,-1.0,160345.0,122039.0,118529.0,224553.0,49231.0,-1.0,85000.0,-1.0,-1.0,-1.0,180430.0,-1.0,-1.0,90446.0,57692.0,22217.0,-1.0,21795.0,89730.0,-1.0,-1.0,80814.0,125721.0,-1.0,-1.0,-1.0,33846.0,40634.0,-1.0,-1.0,-1.0,-1.0,104700.0,47727.0,150407.0,106150.0,10101.0,152943.0,72391.0,-1.0,-1.0,73111.0,183882.0,-1.0,137016.0,79931.0,128329.0,57586.0,226681.0,53306.0,147340.0,-1.0,67401.0,74259.0,33333.0,-1.0,13953.0,50617.0,-1.0,-1.0,80000.0,-1.0,114939.0,-1.0,109091.0,-1.0,40777.0,28235.0,-1.0,41667.0,47500.0,146236.0,69750.0,70696.0,371867.0,103034.0,67333.0,92883.0,-1.0,102728.0,50000.0,-1.0,140632.0,55353.0,172070.0,-1.0,68810.0,-1.0,-1.0,50000.0,162655.0,-1.0,66383.0,30899.0,58571.0,37141.0,70536.0,168978.0
1972,40896.0,111235.0,48649.0,-1.0,-1.0,33333.0,42240.0,50052.0,157208.0,59780.0,149250.0,19213.0,-1.0,-1.0,54815.0,-1.0,29459.0,155859.0,37475.0,44122.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,158667.0,76569.0,-1.0,21050.0,98474.0,-1.0,-1.0,-1.0,44118.0,31250.0,58136.0,-1.0,200000.0,142857.0,46398.0,-1.0,-1.0,-1.0,128811.0,-1.0,-1.0,41998.0,-1.0,161017.0,119465.0,119977.0,252279.0,51163.0,-1.0,88785.0,-1.0,-1.0,-1.0,213029.0,-1.0,-1.0,64647.0,69231.0,26512.0,-1.0,21795.0,89730.0,-1.0,-1.0,80849.0,120468.0,-1.0,-1.0,-1.0,35385.0,38624.0,-1.0,-1.0,-1.0,-1.0,136125.0,45652.0,136242.0,111486.0,15479.0,203242.0,86601.0,-1.0,-1.0,74841.0,188888.0,-1.0,175623.0,85962.0,137914.0,76909.0,232469.0,53429.0,158617.0,-1.0,67982.0,78221.0,33333.0,-1.0,14504.0,50602.0,-1.0,-1.0,79487.0,-1.0,116613.0,-1.0,116667.0,-1.0,40566.0,29412.0,-1.0,41667.0,65000.0,124337.0,81191.0,119545.0,391134.0,101439.0,67097.0,106853.0,-1.0,83584.0,50000.0,-1.0,131738.0,63323.0,163808.0,-1.0,73972.0,-1.0,-1.0,50000.0,152766.0,-1.0,63243.0,33333.0,57241.0,37498.0,74783.0,178880.0
1973,41989.0,111937.0,46629.0,-1.0,-1.0,34711.0,37822.0,71361.0,111238.0,59780.0,173411.0,21429.0,-1.0,-1.0,50294.0,-1.0,30270.0,139095.0,37835.0,37059.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,59813.0,160000.0,74861.0,-1.0,45400.0,100319.0,-1.0,-1.0,-1.0,43655.0,31250.0,102613.0,-1.0,200000.0,143478.0,59046.0,-1.0,-1.0,-1.0,142887.0,-1.0,-1.0,43623.0,-1.0,163934.0,115873.0,109928.0,283044.0,49080.0,-1.0,86019.0,-1.0,-1.0,-1.0,198222.0,-1.0,-1.0,67828.0,61538.0,26255.0,-1.0,22500.0,89730.0,-1.0,-1.0,80992.0,117621.0,-1.0,-1.0,-1.0,34286.0,39604.0,-1.0,-1.0,-1.0,-1.0,139250.0,47826.0,160969.0,115369.0,29231.0,197894.0,88462.0,-1.0,-1.0,94919.0,206972.0,-1.0,149497.0,73030.0,144019.0,74642.0,262084.0,53669.0,159792.0,-1.0,69298.0,75670.0,33333.0,-1.0,14237.0,50602.0,-1.0,-1.0,80000.0,-1.0,109646.0,-1.0,107692.0,-1.0,40741.0,30588.0,-1.0,41667.0,67500.0,115875.0,84783.0,85153.0,390924.0,104193.0,66875.0,100108.0,-1.0,88653.0,45000.0,-1.0,151161.0,41093.0,167985.0,-1.0,89945.0,-1.0,-1.0,50000.0,179956.0,-1.0,64730.0,40000.0,57931.0,38547.0,76522.0,160010.0
1974,38350.0,113615.0,52247.0,-1.0,-1.0,36066.0,34524.0,73467.0,161846.0,59149.0,162504.0,24167.0,-1.0,-1.0,49701.0,-1.0,31081.0,174412.0,39004.0,34967.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,151081.0,76380.0,-1.0,46154.0,87388.0,-1.0,-1.0,-1.0,43215.0,31250.0,80871.0,-1.0,200000.0,137500.0,75892.0,-1.0,-1.0,-1.0,141439.0,-1.0,-1.0,44971.0,-1.0,166667.0,133694.0,117983.0,330191.0,51282.0,-1.0,92645.0,-1.0,-1.0,-1.0,218433.0,-1.0,-1.0,74435.0,52941.0,27335.0,-1.0,22500.0,89730.0,-1.0,-1.0,81242.0,117800.0,-1.0,-1.0,-1.0,35714.0,39891.0,-1.0,-1.0,-1.0,-1.0,141750.0,50000.0,128935.0,117992.0,31312.0,196073.0,87697.0,-1.0,-1.0,93451.0,159794.0,-1.0,135529.0,89231.0,157194.0,66249.0,250850.0,54601.0,154455.0,-1.0,70614.0,75923.0,33333.0,-1.0,14603.0,51084.0,-1.0,-1.0,81250.0,-1.0,114921.0,-1.0,107692.0,-1.0,40909.0,30000.0,-1.0,42857.0,135556.0,146872.0,75761.0,99759.0,392189.0,89880.0,64706.0,94521.0,-1.0,98078.0,50000.0,-1.0,142435.0,58924.0,174675.0,-1.0,77504.0,-1.0,-1.0,50000.0,167463.0,-1.0,64199.0,39286.0,58621.0,77058.0,71304.0,199256.0
1975,41551.0,105343.0,45294.0,-1.0,-1.0,37398.0,38010.0,60089.0,151922.0,59524.0,178195.0,27000.0,-1.0,-1.0,56364.0,-1.0,31053.0,171695.0,40968.0,33941.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,59836.0,162889.0,74580.0,-1.0,50000.0,98491.0,-1.0,-1.0,-1.0,42784.0,33333.0,54851.0,-1.0,200000.0,140000.0,66950.0,-1.0,-1.0,-1.0,142379.0,-1.0,-1.0,43710.0,-1.0,167683.0,125931.0,116883.0,305530.0,51282.0,-1.0,98028.0,-1.0,-1.0,-1.0,204111.0,-1.0,-1.0,84694.0,52941.0,27254.0,-1.0,22500.0,88496.0,-1.0,-1.0,80652.0,109474.0,-1.0,-1.0,-1.0,37143.0,39836.0,-1.0,-1.0,-1.0,-1.0,162362.0,50000.0,135037.0,109667.0,73873.0,217204.0,88050.0,-1.0,-1.0,96598.0,195836.0,-1.0,136857.0,91077.0,128782.0,67453.0,272150.0,54818.0,152404.0,-1.0,72174.0,77050.0,33333.0,-1.0,18041.0,51084.0,-1.0,-1.0,85000.0,-1.0,110323.0,-1.0,102941.0,-1.0,40708.0,31111.0,-1.0,42857.0,160417.0,146055.0,85567.0,58898.0,373787.0,96385.0,57377.0,78043.0,-1.0,105282.0,50000.0,-1.0,137328.0,39139.0,168109.0,-1.0,73532.0,-1.0,-1.0,50000.0,184268.0,-1.0,64555.0,42857.0,55556.0,79113.0,71304.0,196088.0
1976,43009.0,113652.0,44118.0,-1.0,-1.0,38710.0,47513.0,77914.0,162818.0,60690.0,188184.0,27778.0,-1.0,-1.0,47500.0,-1.0,31579.0,168086.0,37992.0,34245.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,58333.0,152128.0,74483.0,-1.0,50000.0,58408.0,-1.0,-1.0,-1.0,42373.0,35000.0,59701.0,-1.0,200000.0,133333.0,68726.0,-1.0,-1.0,-1.0,117670.0,-1.0,-1.0,42148.0,-1.0,176748.0,117674.0,117405.0,304267.0,50649.0,-1.0,97653.0,-1.0,-1.0,-1.0,217620.0,-1.0,-1.0,118141.0,52941.0,22626.0,-1.0,23171.0,89922.0,-1.0,-1.0,80201.0,108474.0,-1.0,-1.0,-1.0,36000.0,38901.0,-1.0,-1.0,-1.0,-1.0,164945.0,50000.0,126293.0,98521.0,44573.0,190202.0,82390.0,-1.0,-1.0,92926.0,191963.0,-1.0,125492.0,95799.0,120888.0,57134.0,279347.0,57882.0,154381.0,-1.0,72174.0,76759.0,33333.0,-1.0,9500.0,50588.0,-1.0,-1.0,82353.0,-1.0,128000.0,-1.0,100000.0,-1.0,40517.0,31111.0,-1.0,42857.0,128000.0,144471.0,88364.0,62090.0,378278.0,107798.0,59140.0,75894.0,-1.0,100486.0,49524.0,-1.0,137651.0,51333.0,177791.0,-1.0,73041.0,-1.0,-1.0,50000.0,195711.0,-1.0,63077.0,48000.0,57143.0,78508.0,73913.0,192561.0
1977,42637.0,107588.0,45349.0,-1.0,40000.0,40000.0,51914.0,86586.0,163334.0,58881.0,173926.0,30096.0,-1.0,-1.0,64646.0,-1.0,32632.0,168731.0,40073.0,34026.0,50000.0,187500.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,159184.0,75817.0,-1.0,50000.0,66568.0,-1.0,-1.0,-1.0,43541.0,36364.0,60735.0,-1.0,187500.0,131073.0,66876.0,-1.0,-1.0,-1.0,98948.0,-1.0,-1.0,47017.0,-1.0,177615.0,109795.0,118551.0,294595.0,52206.0,-1.0,99048.0,50000.0,-1.0,-1.0,190564.0,-1.0,-1.0,97729.0,47619.0,30930.0,-1.0,23171.0,89895.0,-1.0,-1.0,80974.0,110128.0,-1.0,-1.0,-1.0,37333.0,41149.0,-1.0,-1.0,-1.0,-1.0,155850.0,48000.0,124332.0,78070.0,98976.0,216096.0,48742.0,-1.0,-1.0,112849.0,240916.0,-1.0,142213.0,93773.0,111216.0,65217.0,292720.0,61092.0,164635.0,-1.0,70833.0,96194.0,33333.0,-1.0,9444.0,50588.0,-1.0,-1.0,82386.0,-1.0,109172.0,-1.0,106133.0,-1.0,40678.0,32222.0,44444.0,43750.0,226000.0,181349.0,86083.0,117318.0,387107.0,107883.0,60753.0,86735.0,-1.0,86786.0,48182.0,-1.0,136852.0,34286.0,164400.0,-1.0,73280.0,-1.0,-1.0,50000.0,180199.0,-1.0,61250.0,43333.0,58621.0,78620.0,71304.0,218614.0
1978,39980.0,111378.0,45349.0,-1.0,40000.0,40000.0,52857.0,74783.0,165526.0,58462.0,187382.0,31429.0,-1.0,-1.0,70968.0,-1.0,33158.0,159416.0,38967.0,32097.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,170000.0,76366.0,-1.0,50000.0,60548.0,-1.0,-1.0,-1.0,42737.0,37500.0,74766.0,-1.0,200000.0,100047.0,80484.0,-1.0,-1.0,-1.0,120739.0,-1.0,-1.0,44687.0,-1.0,177837.0,116918.0,122072.0,297778.0,52174.0,-1.0,101966.0,52632.0,-1.0,-1.0,217833.0,-1.0,-1.0,105976.0,47619.0,28235.0,-1.0,23171.0,89895.0,-1.0,-1.0,81544.0,109164.0,-1.0,-1.0,-1.0,36250.0,40938.0,-1.0,-1.0,-1.0,-1.0,242135.0,48000.0,102625.0,101939.0,105159.0,197831.0,71835.0,-1.0,-1.0,111814.0,188980.0,-1.0,143146.0,113799.0,119775.0,54426.0,278605.0,69892.0,164737.0,-1.0,71250.0,88371.0,33333.0,-1.0,12190.0,51294.0,-1.0,-1.0,82222.0,-1.0,109660.0,-1.0,102564.0,-1.0,40984.0,31579.0,48649.0,43750.0,177273.0,188863.0,82615.0,127931.0,374053.0,109679.0,62205.0,48248.0,-1.0,77581.0,46957.0,-1.0,134355.0,32381.0,151447.0,-1.0,64608.0,-1.0,-1.0,50000.0,193290.0,-1.0,63750.0,43333.0,57143.0,71333.0,69167.0,202476.0
1979,40789.0,120678.0,46703.0,-1.0,40000.0,40000.0,55166.0,88558.0,171937.0,59773.0,198296.0,34266.0,-1.0,-1.0,69677.0,-1.0,34211.0,106578.0,41090.0,32300.0,50000.0,200000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,180000.0,76202.0,-1.0,50541.0,84613.0,-1.0,-1.0,-1.0,42219.0,37500.0,74150.0,-1.0,200000.0,54950.0,76855.0,-1.0,-1.0,-1.0,152595.0,-1.0,-1.0,40272.0,-1.0,179796.0,112231.0,127464.0,310502.0,52174.0,-1.0,109953.0,55556.0,-1.0,-1.0,209269.0,-1.0,-1.0,147085.0,50000.0,27233.0,-1.0,23171.0,89895.0,-1.0,115000.0,81803.0,101157.0,23153.0,-1.0,-1.0,37500.0,42128.0,-1.0,-1.0,-1.0,-1.0,263799.0,48000.0,102127.0,100265.0,133543.0,236815.0,70588.0,-1.0,-1.0,112517.0,205156.0,-1.0,157510.0,114545.0,115349.0,61983.0,263094.0,72634.0,167849.0,-1.0,72500.0,76829.0,32727.0,-1.0,11649.0,51294.0,-1.0,-1.0,82222.0,-1.0,113562.0,-1.0,101266.0,-1.0,40976.0,31579.0,43678.0,43750.0,330000.0,189187.0,81929.0,96574.0,404558.0,109753.0,58000.0,50722.0,-1.0,77675.0,47321.0,-1.0,139600.0,30584.0,167346.0,-1.0,63437.0,-1.0,-1.0,50000.0,205297.0,-1.0,59420.0,67600.0,57143.0,73871.0,71200.0,209797.0
1980,42142.0,121981.0,46629.0,-1.0,40000.0,40000.0,56466.0,86052.0,183474.0,57736.0,199910.0,35714.0,-1.0,-1.0,69279.0,-1.0,34737.0,182931.0,40359.0,31639.0,48333.0,92000.0,-1.0,20000.0,-1.0,-1.0,-1.0,151096.0,164091.0,73928.0,-1.0,50000.0,83215.0,-1.0,-1.0,-1.0,42433.0,37500.0,78933.0,-1.0,200000.0,44146.0,83596.0,-1.0,-1.0,-1.0,128626.0,-1.0,-1.0,41226.0,-1.0,181532.0,111506.0,134073.0,300448.0,54909.0,-1.0,112411.0,55556.0,-1.0,-1.0,207292.0,-1.0,129720.0,99192.0,44815.0,30074.0,-1.0,23810.0,87944.0,-1.0,115000.0,86948.0,87400.0,22871.0,-1.0,-1.0,36471.0,45417.0,-1.0,-1.0,-1.0,-1.0,244151.0,48000.0,84375.0,101778.0,133088.0,204168.0,72876.0,-1.0,-1.0,119610.0,193810.0,-1.0,153379.0,143030.0,115202.0,65923.0,321836.0,77022.0,168696.0,-1.0,73333.0,74035.0,32727.0,-1.0,11108.0,51395.0,-1.0,-1.0,81522.0,-1.0,113733.0,-1.0,101266.0,-1.0,40968.0,31579.0,46875.0,44444.0,125000.0,187221.0,77867.0,142344.0,402552.0,107870.0,56368.0,57550.0,-1.0,95353.0,47273.0,-1.0,132725.0,29106.0,152974.0,-1.0,56569.0,-1.0,-1.0,50000.0,204687.0,-1.0,62020.0,67600.0,57143.0,76143.0,67500.0,215799.0
1981,42710.0,114389.0,48370.0,-1.0,40000.0,40000.0,56892.0,91612.0,191678.0,58621.0,206328.0,38571.0,-1.0,-1.0,84566.0,-1.0,35263.0,203927.0,42082.0,31849.0,50000.0,140000.0,-1.0,20000.0,-1.0,-1.0,-1.0,156886.0,174762.0,73689.0,-1.0,50000.0,78376.0,-1.0,-1.0,-1.0,42014.0,37500.0,63237.0,-1.0,200000.0,44824.0,84247.0,-1.0,-1.0,-1.0,124262.0,-1.0,-1.0,41799.0,-1.0,190000.0,121108.0,135276.0,282511.0,52459.0,-1.0,115638.0,56338.0,-1.0,-1.0,221472.0,-1.0,125897.0,122860.0,50000.0,31934.0,-1.0,24095.0,89143.0,-1.0,117500.0,85612.0,95894.0,22877.0,-1.0,-1.0,37647.0,44043.0,-1.0,-1.0,-1.0,-1.0,257612.0,48000.0,105714.0,98254.0,166670.0,198367.0,74000.0,-1.0,-1.0,118521.0,219844.0,-1.0,133960.0,124707.0,120858.0,62245.0,298367.0,86168.0,163854.0,-1.0,75000.0,74455.0,32727.0,-1.0,12158.0,52093.0,-1.0,-1.0,81720.0,-1.0,109938.0,-1.0,100000.0,-1.0,41290.0,33333.0,45045.0,44444.0,243200.0,184967.0,82625.0,175279.0,351106.0,106135.0,50619.0,51652.0,-1.0,98845.0,47321.0,-1.0,137989.0,28391.0,174901.0,-1.0,62084.0,-1.0,-1.0,50000.0,214565.0,-1.0,56062.0,73746.0,56115.0,72573.0,76667.0,204553.0
1982,42096.0,117569.0,46196.0,-1.0,40000.0,39231.0,56389.0,90400.0,190567.0,57724.0,178244.0,40000.0,-1.0,-1.0,88750.0,-1.0,35385.0,198818.0,41257.0,31095.0,53333.0,80000.0,-1.0,20000.0,-1.0,-1.0,-1.0,165476.0,179444.0,73830.0,-1.0,50000.0,80228.0,-1.0,-1.0,-1.0,42986.0,38462.0,65238.0,-1.0,200000.0,74346.0,62828.0,-1.0,-1.0,-1.0,168583.0,-1.0,-1.0,40759.0,-1.0,180003.0,119788.0,135921.0,288789.0,55088.0,-1.0,123601.0,56818.0,-1.0,-1.0,202349.0,-1.0,122579.0,128871.0,51939.0,32037.0,-1.0,23969.0,83124.0,-1.0,130000.0,90921.0,91193.0,23196.0,-1.0,-1.0,37647.0,45588.0,-1.0,-1.0,-1.0,-1.0,259331.0,48000.0,66806.0,99824.0,205241.0,217402.0,73958.0,-1.0,-1.0,127251.0,231379.0,-1.0,152490.0,109001.0,126057.0,72591.0,241508.0,94286.0,163061.0,-1.0,75000.0,77368.0,32727.0,-1.0,11616.0,51591.0,-1.0,-1.0,96250.0,-1.0,109576.0,-1.0,102410.0,-1.0,41231.0,33333.0,45455.0,44444.0,216667.0,176440.0,88588.0,145989.0,467502.0,119590.0,65581.0,52902.0,1590909.0,94804.0,47522.0,-1.0,139186.0,27348.0,147309.0,-1.0,50206.0,-1.0,-1.0,50000.0,185793.0,-1.0,52634.0,78663.0,56115.0,72573.0,74336.0,208858.0
1983,44881.0,116923.0,43299.0,-1.0,40000.0,41221.0,54636.0,98387.0,182446.0,57307.0,183815.0,41429.0,-1.0,-1.0,76210.0,-1.0,35897.0,185030.0,42347.0,33221.0,54839.0,43750.0,-1.0,21429.0,-1.0,-1.0,-1.0,170238.0,177647.0,68755.0,-1.0,48750.0,80221.0,-1.0,-1.0,-1.0,43119.0,38462.0,59330.0,-1.0,200000.0,60080.0,102897.0,-1.0,-1.0,-1.0,172947.0,-1.0,-1.0,47323.0,-1.0,190017.0,112924.0,136925.0,290828.0,53036.0,-1.0,122420.0,56604.0,-1.0,-1.0,191733.0,-1.0,123710.0,103759.0,91417.0,40299.0,-1.0,24451.0,81122.0,-1.0,137500.0,85975.0,80522.0,23200.0,-1.0,-1.0,36667.0,43377.0,-1.0,-1.0,-1.0,-1.0,287489.0,48000.0,208333.0,95448.0,223496.0,227145.0,75362.0,-1.0,-1.0,133977.0,213878.0,-1.0,195199.0,120311.0,115863.0,72336.0,280371.0,97018.0,164040.0,-1.0,74400.0,80769.0,35088.0,-1.0,12651.0,52273.0,-1.0,-1.0,98101.0,-1.0,106156.0,-1.0,101190.0,-1.0,41176.0,34118.0,46584.0,44737.0,284397.0,130800.0,85000.0,191917.0,435785.0,107877.0,70667.0,63339.0,993438.0,92810.0,47826.0,-1.0,125970.0,29015.0,213772.0,-1.0,62612.0,-1.0,-1.0,50000.0,190618.0,-1.0,75142.0,88496.0,56835.0,72573.0,70940.0,213080.0
1984,47863.0,108250.0,43299.0,-1.0,40625.0,41985.0,54525.0,97156.0,197472.0,58311.0,176728.0,40972.0,-1.0,-1.0,79554.0,-1.0,35897.0,207418.0,42614.0,35063.0,56250.0,146000.0,-1.0,20000.0,-1.0,-1.0,-1.0,183333.0,169375.0,68409.0,-1.0,48250.0,80183.0,-1.0,-1.0,-1.0,40783.0,38462.0,56610.0,-1.0,200000.0,105061.0,56001.0,-1.0,-1.0,-1.0,147774.0,-1.0,-1.0,46614.0,-1.0,170671.0,112513.0,132032.0,266667.0,52542.0,-1.0,114236.0,50000.0,-1.0,-1.0,193592.0,41667.0,120611.0,118570.0,93625.0,41086.0,-1.0,24428.0,73179.0,-1.0,142500.0,67242.0,96643.0,24112.0,-1.0,-1.0,36667.0,42564.0,-1.0,-1.0,-1.0,-1.0,247767.0,50000.0,216176.0,95194.0,169663.0,174571.0,75472.0,-1.0,-1.0,128042.0,236997.0,-1.0,121668.0,112438.0,143470.0,75542.0,241067.0,99676.0,162871.0,-1.0,73077.0,81166.0,35088.0,-1.0,12079.0,51209.0,-1.0,-1.0,101974.0,-1.0,112767.0,-1.0,101190.0,-1.0,49270.0,34118.0,47746.0,44000.0,183938.0,117494.0,83579.0,187364.0,416913.0,114391.0,64681.0,56801.0,1063182.0,106780.0,47244.0,-1.0,117351.0,28381.0,151682.0,-1.0,60911.0,-1.0,-1.0,50000.0,183990.0,-1.0,65000.0,108161.0,56115.0,71333.0,69231.0,217146.0
1985,51147.0,124974.0,44022.0,-1.0,46875.0,41985.0,53190.0,67659.0,205249.0,60209.0,190595.0,41667.0,-1.0,-1.0,66902.0,-1.0,36923.0,167903.0,44310.0,33592.0,57576.0,62353.0,-1.0,20000.0,-1.0,100000.0,33621.0,188372.0,173684.0,68801.0,67500.0,48889.0,80535.0,-1.0,-1.0,64064.0,40919.0,38462.0,54471.0,62774.0,71429.0,97712.0,62813.0,87871.0,96631.0,-1.0,142454.0,-1.0,57348.0,40515.0,52646.0,175567.0,111290.0,132306.0,281804.0,54167.0,-1.0,120987.0,45161.0,-1.0,-1.0,199311.0,41667.0,132127.0,186145.0,63060.0,35029.0,-1.0,24486.0,100122.0,180855.0,150000.0,66699.0,96318.0,24425.0,-1.0,232764.0,37778.0,50954.0,86472.0,128571.0,109552.0,-1.0,153931.0,48000.0,195690.0,95464.0,232389.0,211028.0,74031.0,59737.0,42593.0,111725.0,199003.0,36000.0,162641.0,111578.0,145980.0,77518.0,262386.0,123552.0,150090.0,-1.0,71481.0,87722.0,35088.0,-1.0,11718.0,51868.0,42857.0,-1.0,106667.0,-1.0,108658.0,55173.0,100000.0,166836.0,43333.0,34118.0,43855.0,45000.0,75789.0,119764.0,70083.0,153367.0,412101.0,129965.0,65527.0,55876.0,111827.0,82837.0,47287.0,44000.0,98761.0,52366.0,194551.0,41146.0,56341.0,116277.0,52308.0,50000.0,199396.0,35887.0,64706.0,113078.0,54676.0,71250.0,72340.0,160673.0
1986,52917.0,113617.0,45109.0,-1.0,47500.0,41985.0,53168.0,115186.0,182383.0,61518.0,211994.0,43056.0,-1.0,-1.0,74578.0,-1.0,35897.0,204532.0,46947.0,32774.0,60606.0,27059.0,-1.0,20000.0,-1.0,133333.0,37234.0,203409.0,181600.0,68480.0,67500.0,51111.0,76480.0,-1.0,-1.0,64064.0,40800.0,38462.0,53537.0,65033.0,28571.0,108455.0,89583.0,77326.0,105023.0,-1.0,142111.0,-1.0,61702.0,41567.0,57938.0,169017.0,119538.0,131790.0,266821.0,52500.0,-1.0,127249.0,47222.0,-1.0,-1.0,204172.0,46667.0,142110.0,184218.0,58164.0,37917.0,-1.0,24444.0,104046.0,172320.0,150000.0,68350.0,102691.0,29523.0,-1.0,233835.0,38889.0,52450.0,87799.0,135714.0,111260.0,-1.0,156511.0,48000.0,191358.0,95557.0,198859.0,196640.0,76984.0,54780.0,44444.0,114195.0,195515.0,40000.0,174345.0,117013.0,163539.0,77563.0,302803.0,128445.0,146860.0,-1.0,72000.0,88512.0,35088.0,-1.0,9822.0,52527.0,45364.0,-1.0,110959.0,-1.0,121760.0,62517.0,101176.0,172380.0,41538.0,35625.0,46076.0,45000.0,181921.0,81121.0,71052.0,161954.0,363601.0,128626.0,67500.0,53691.0,135337.0,89221.0,46970.0,46333.0,103357.0,51412.0,201171.0,42708.0,53619.0,118463.0,53846.0,50000.0,221436.0,36492.0,58824.0,117073.0,55396.0,73333.0,72340.0,224358.0
1987,56026.0,136382.0,45109.0,-1.0,48125.0,41985.0,60826.0,122703.0,195072.0,52356.0,205512.0,44444.0,-1.0,-1.0,70759.0,-1.0,35897.0,118729.0,49609.0,32880.0,63636.0,25059.0,-1.0,20000.0,-1.0,166667.0,34990.0,217720.0,170000.0,72291.0,77778.0,53333.0,72015.0,-1.0,-1.0,64143.0,40789.0,38462.0,76008.0,74916.0,26143.0,115657.0,70600.0,88419.0,104951.0,-1.0,153624.0,-1.0,74074.0,41524.0,58327.0,172702.0,119686.0,132237.0,285565.0,52542.0,-1.0,130275.0,48544.0,-1.0,-1.0,213788.0,46667.0,152516.0,188723.0,57276.0,37315.0,-1.0,24444.0,113567.0,164172.0,150000.0,81636.0,108345.0,33323.0,-1.0,235850.0,40000.0,53316.0,91102.0,121429.0,105497.0,-1.0,145667.0,48000.0,190476.0,88804.0,236868.0,230974.0,76498.0,60702.0,44444.0,113206.0,217286.0,41600.0,193126.0,123434.0,170952.0,81095.0,326218.0,124746.0,149048.0,-1.0,76383.0,84737.0,35088.0,-1.0,10000.0,53187.0,47780.0,-1.0,116429.0,-1.0,124931.0,66465.0,101163.0,142588.0,66375.0,35625.0,47059.0,46000.0,103955.0,92600.0,67780.0,214990.0,450714.0,110599.0,66537.0,67849.0,133803.0,87902.0,47015.0,33000.0,123654.0,46191.0,131603.0,43750.0,51810.0,120690.0,53846.0,50000.0,213293.0,37500.0,55882.0,116667.0,56835.0,68750.0,74043.0,205226.0
