,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,South Africa,Yemen,Rwanda,Nicaragua,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Botswana,Saudi Arabia,Belgium,Chad,Equatorial Guinea,Sri Lanka,Grenada,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Uzbekistan,Colombia,Latvia,Portugal,Kyrgyzstan,Chile,Guinea-Bissau,Kazakhstan,Estonia,"Saint Helena, Ascension and Tristan da Cunha",Saint Vincent and the Grenadines,Hungary,France,Namibia,Kenya,Poland,"China, mainland",Russian Federation,Mali,Haiti,Thailand,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,United Kingdom,Malaysia,Comoros,Armenia,Dominican Republic,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,Togo,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Sudan,Turkmenistan,Somalia,Pakistan,Morocco,Cuba,Turkey,Czechia,Argentina,Cambodia,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Czechoslovakia,Ethiopia PDR,Sweden,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Israel,Viet Nam,Tunisia,Côte d'Ivoire,Angola,Albania,Slovakia,Jamaica,Spain,Italy,Montserrat,Australia,Egypt,Lithuania,Netherlands,Sudan (former),Gambia,Nigeria,Swaziland,Belgium-Luxembourg
1989,7149.0,3559.0,-1.0,-1.0,204735.0,162169.0,5776659.0,158000.0,2430266.0,7639.0,412490.0,13554.0,-1.0,237294.0,-1.0,275000.0,249621.0,106000.0,571586.0,48241.0,183700.0,15778.0,-1.0,44520.0,198100.0,2785.0,117500.0,40705.0,100.0,24183.0,57360.0,-1.0,-1.0,100.0,90.0,3894.0,1100.0,-1,-1.0,184794.0,1800.0,11.0,130.0,200.0,-1.0,41310.0,-1,37.0,0.0,-1.0,207670.0,-1.0,0.0,-1.0,16200.0,1395.0,-1.0,-1.0,-1,0.0,3905.0,59130.0,0.0,98600.0,36411.0,5773100.0,-1.0,191090.0,23400.0,227121.0,438300.0,40.0,2500.0,172630.0,31000.0,-1.0,89185.0,0.0,-1.0,-1.0,-1,9560.0,-1,23750.0,91429.0,0.0,35000.0,35.0,55000.0,17125.0,81289.0,70543.0,-1.0,750.0,130329.0,4000.0,14098.0,3860600.0,227863.0,89251.0,91900.0,-1.0,-1.0,8000.0,2606291.0,16970.0,30158.0,729200.0,-1.0,505100.0,2180.0,10616.0,1840.0,-1,8676900.0,-1.0,-1.0,10000.0,25990.0,258060.0,0.0,1411.0,245453.0,4322850.0,123200.0,49827.0,4193.0,35110.0,39300.0,270.0,213375.0,11700.0,12000.0,-1.0,650.0,67911.0,569.0,20.0,194100.0,441544.0,-1.0,5176.0,332283.0,4048.0,354000.0,36152.0,11486.0
1990,6608.0,3231.0,-1.0,-1.0,173040.0,166274.0,6092898.0,156400.0,2184046.0,7346.0,447790.0,14500.0,-1.0,225831.0,-1.0,259000.0,230351.0,69000.0,582200.0,49070.0,131097.0,10363.0,0.0,39020.0,243622.0,1410.0,75521.0,39620.0,111.0,43341.0,64031.0,-1.0,-1.0,99.0,97.0,5376.0,1269.0,-1,-1.0,206470.0,1993.0,1.0,130.0,161.0,-1.0,48096.0,-1,39.0,0.0,-1.0,216116.0,-1.0,0.0,-1.0,16622.0,2458.0,-1.0,-1.0,-1,-1.0,3156.0,61057.0,170.0,99082.0,30282.0,6089667.0,-1.0,208653.0,22418.0,244147.0,508500.0,40.0,3896.0,138520.0,32000.0,-1.0,93986.0,-1.0,0.0,0.0,-1,8722.0,-1,21506.0,122793.0,-1.0,43500.0,35.0,28000.0,19050.0,80000.0,79103.0,0.0,750.0,122906.0,3822.0,12318.0,4748000.0,221118.0,64036.0,82000.0,-1.0,-1.0,8000.0,2668538.0,20000.0,23863.0,643753.0,-1.0,548568.0,2500.0,14408.0,1683.0,-1,8528400.0,0.0,0.0,11560.0,25402.0,261389.0,-1.0,1255.0,286810.0,4011907.0,38400.0,50563.0,1741.0,32029.0,31073.0,700.0,201390.0,11882.0,12000.0,-1.0,605.0,84005.0,577.0,22.0,239800.0,431757.0,-1.0,5535.0,294896.0,3678.0,576107.0,27433.0,11722.0
1991,7189.0,2905.0,-1.0,-1.0,170290.0,242700.0,7002022.0,170439.0,2163770.0,8497.0,563290.0,15800.0,-1.0,226217.0,-1.0,235000.0,263680.0,134000.0,608743.0,59191.0,98500.0,9445.0,0.0,48570.0,282042.0,1059.0,84500.0,36698.0,100.0,44164.0,45935.0,-1.0,-1.0,114.0,84.0,9528.0,948.0,-1,-1.0,283410.0,1800.0,0.0,130.0,100.0,-1.0,43869.0,-1,41.0,8000.0,-1.0,279256.0,-1.0,0.0,-1.0,19578.0,3265.0,-1.0,-1.0,-1,-1.0,5295.0,42411.0,270.0,94000.0,9746.0,6999117.0,-1.0,217949.0,21365.0,238510.0,414691.0,25.0,16725.0,117800.0,34000.0,-1.0,90039.0,-1.0,1734.0,0.0,-1,7938.0,-1,18237.0,151317.0,-1.0,36000.0,0.0,60000.0,7875.0,78100.0,62712.0,0.0,650.0,129645.0,3042.0,17617.0,5245000.0,205201.0,74020.0,82100.0,-1.0,-1.0,8000.0,2840996.0,14400.0,34163.0,601716.0,-1.0,542400.0,1600.0,20228.0,1480.0,-1,8838400.0,0.0,0.0,12000.0,17286.0,265970.0,-1.0,855.0,315165.0,3671600.0,25200.0,50010.0,1683.0,13139.0,36000.0,872.0,198516.0,11700.0,2000.0,-1.0,719.0,78642.0,800.0,23.0,279000.0,377095.0,-1.0,4500.0,183995.0,2718.0,644000.0,27000.0,9675.0
1992,5896.0,2593.0,125000.0,44.0,181278.0,173011.0,7278093.0,212000.0,2165870.0,8303.0,475000.0,17000.0,-1.0,223479.0,25.0,308000.0,231251.0,174000.0,610909.0,58681.0,55200.0,14103.0,0.0,40340.0,316300.0,-1.0,94500.0,39654.0,100.0,44772.0,38984.0,285300.0,164679.0,116.0,85.0,15031.0,942.0,-1,-1.0,199447.0,1800.0,0.0,130.0,350.0,233000.0,41182.0,-1,42.0,77600.0,1671480.0,237529.0,7600.0,0.0,22000.0,19469.0,1754.0,111200.0,783.0,-1,-1.0,387.0,41254.0,300.0,86000.0,5543.0,7275500.0,379500.0,249972.0,21000.0,210313.0,437322.0,12.0,26250.0,86407.0,33900.0,800.0,98836.0,143.0,1763.0,0.0,-1,4772.0,-1,16930.0,127262.0,-1.0,30500.0,0.0,60000.0,5000.0,80000.0,59751.0,0.0,670.0,146621.0,4300.0,14025.0,4510000.0,171196.0,59614.0,75300.0,-1.0,567000.0,11000.0,2841039.0,6800.0,30865.0,640848.0,-1.0,533200.0,2095.0,29000.0,1536.0,-1,8532300.0,0.0,1.0,5000.0,11433.0,265959.0,-1.0,700.0,136454.0,-1.0,21600.0,55260.0,1634.0,16756.0,41800.0,800.0,190473.0,11333.0,1300.0,-1.0,712.0,76517.0,1548.0,24.0,312000.0,366199.0,21200.0,2593.0,191136.0,3006.0,654000.0,20000.0,7142.0
1993,8469.0,2359.0,96000.0,28.0,205354.0,119928.0,5415559.0,196475.0,1257138.0,8381.0,516214.0,11106.0,266670.0,212321.0,16.0,346000.0,220888.0,121000.0,512863.0,54191.0,42200.0,16640.0,0.0,7110.0,290090.0,-1.0,86500.0,22940.0,100.0,43747.0,45393.0,275000.0,133000.0,119.0,84.0,15214.0,936.0,-1,-1.0,158400.0,1800.0,0.0,130.0,0.0,224000.0,25454.0,-1,43.0,30100.0,1700300.0,135384.0,600.0,-1.0,20300.0,19360.0,2000.0,109600.0,400.0,-1,-1.0,165.0,49481.0,400.0,91783.0,4157.0,5413200.0,309530.0,203240.0,19900.0,183635.0,235454.0,12.0,17000.0,66748.0,35700.0,204.0,103130.0,2188.0,1791.0,-1.0,-1,4064.0,-1,18456.0,152191.0,-1.0,27500.0,0.0,60000.0,25000.0,75000.0,41325.0,0.0,670.0,132269.0,4090.0,7347.0,5173000.0,141230.0,76492.0,75500.0,-1.0,579000.0,15000.0,2808716.0,3093.0,29331.0,570877.0,7571.0,306380.0,2745.0,40000.0,1402.0,-1,8269900.0,-1.0,1.0,5000.0,-1.0,-1.0,-1.0,250.0,113631.0,-1.0,5550.0,39670.0,1650.0,16010.0,35800.0,900.0,203607.0,11326.0,200.0,1276.0,705.0,32913.0,1121.0,25.0,286000.0,385319.0,4500.0,3800.0,149549.0,3296.0,363000.0,16000.0,9218.0
1994,4233.0,2049.0,83000.0,32.0,152752.0,198800.0,5912419.0,189411.0,1361664.0,7663.0,378879.0,12180.0,265797.0,212759.0,11.0,371000.0,219481.0,114000.0,601647.0,37993.0,74252.0,12273.0,0.0,6163.0,298500.0,-1.0,86000.0,15731.0,100.0,33946.0,45988.0,283000.0,83000.0,121.0,89.0,15794.0,930.0,-1,-1.0,203470.0,1800.0,0.0,135.0,0.0,214000.0,42778.0,-1,43.0,28300.0,1541700.0,89685.0,1500.0,-1.0,26500.0,19251.0,1700.0,109500.0,300.0,-1,-1.0,400.0,49621.0,600.0,77798.0,8547.0,5910370.0,169119.0,271162.0,18500.0,177626.0,381186.0,12.0,18255.0,97489.0,36500.0,940.0,141251.0,17700.0,1818.0,-1.0,-1,2852.0,-1,15413.0,186840.0,-1.0,32500.0,0.0,60000.0,22750.0,95000.0,54648.0,0.0,670.0,118391.0,4500.0,9136.0,5391400.0,185000.0,50661.0,75600.0,-1.0,559000.0,15000.0,2656792.0,4300.0,28009.0,583991.0,11047.0,488398.0,2000.0,27780.0,1467.0,-1,8862500.0,-1.0,0.0,7000.0,-1.0,-1.0,-1.0,180.0,245291.0,-1.0,3525.0,29270.0,1650.0,21494.0,30700.0,2000.0,219298.0,12300.0,200.0,1193.0,699.0,43688.0,1120.0,26.0,294000.0,316791.0,9800.0,4700.0,122663.0,4313.0,412000.0,13000.0,11107.0
1995,6010.0,1890.0,98000.0,15.0,215524.0,145418.0,5809080.0,204300.0,1354112.0,10110.0,419000.0,12538.0,269627.0,200236.0,6.0,420000.0,222000.0,117000.0,496163.0,76169.0,61200.0,12860.0,0.0,13280.0,250902.0,-1.0,95500.0,9380.0,100.0,35015.0,47142.0,270000.0,97800.0,125.0,86.0,15936.0,959.0,-1,-1.0,207500.0,1800.0,0.0,135.0,0.0,210400.0,43537.0,-1,43.0,53500.0,1494100.0,101870.0,1400.0,-1.0,33200.0,19143.0,2800.0,107400.0,200.0,-1,-1.0,400.0,54020.0,1100.0,71000.0,14087.0,5807190.0,209098.0,338224.0,16750.0,171025.0,332280.0,14.0,28985.0,123879.0,35000.0,847.0,189009.0,11000.0,1846.0,-1.0,-1,510.0,-1,8594.0,246839.0,-1.0,44000.0,0.0,60000.0,14750.0,96355.0,52663.0,0.0,550.0,121384.0,4902.0,11848.0,6478000.0,272177.0,35200.0,74800.0,-1.0,607000.0,15000.0,3001111.0,3241.0,26750.0,743007.0,10626.0,684463.0,1115.0,28250.0,1484.0,-1,10021300.0,-1.0,1600.0,12000.0,-1.0,-1.0,-1.0,200.0,352828.0,-1.0,3430.0,32161.0,1650.0,24547.0,35400.0,2661.0,204000.0,12200.0,300.0,1111.0,692.0,40519.0,3520.0,26.0,246000.0,312377.0,13200.0,4300.0,183995.0,3787.0,432000.0,10000.0,11011.0
1996,4070.0,1661.0,79000.0,10.0,370015.0,200768.0,5082481.0,219500.0,904238.0,9595.0,489000.0,14830.0,268600.0,198122.0,6.0,417000.0,267120.0,120000.0,546273.0,79573.0,97200.0,15731.0,0.0,8491.0,308900.0,-1.0,86500.0,6170.0,100.0,50308.0,49246.0,228000.0,55000.0,128.0,86.0,13834.0,1006.0,-1,-1.0,270048.0,1800.0,0.0,135.0,0.0,213441.0,59240.0,-1,43.0,81600.0,1489300.0,126527.0,1300.0,-1.0,31500.0,19034.0,2500.0,103100.0,139.0,-1,-1.0,1031.0,51764.0,1700.0,54436.0,6009.0,5080820.0,186772.0,422365.0,13900.0,162447.0,306632.0,13.0,48300.0,137286.0,35500.0,679.0,191110.0,17000.0,1873.0,-1.0,-1,1100.0,-1,12205.0,358860.0,-1.0,61000.0,0.0,60000.0,15750.0,108000.0,44762.0,0.0,550.0,133839.0,5000.0,13052.0,5125550.0,320418.0,66217.0,74900.0,-1.0,519000.0,15000.0,3152014.0,4100.0,25674.0,746225.0,6836.0,973507.0,1880.0,40600.0,1481.0,-1,10221000.0,-1.0,5250.0,9000.0,-1.0,-1.0,-1.0,200.0,380238.0,-1.0,5625.0,32271.0,1000.0,27800.0,32100.0,2980.0,246650.0,12350.0,500.0,1035.0,686.0,118647.0,950.0,27.0,303900.0,400987.0,5600.0,3900.0,247427.0,3049.0,452973.0,15000.0,11261.0
1997,3457.0,1491.0,72200.0,5.0,342030.0,276911.0,4828701.0,250600.0,790318.0,7689.0,489409.0,13343.0,270820.0,198160.0,6.0,406000.0,276028.0,130000.0,615222.0,71184.0,89677.0,20242.0,0.0,6992.0,401814.0,-1.0,175836.0,2210.0,103.0,53841.0,45279.0,218646.0,34000.0,132.0,87.0,20383.0,1000.0,-1,-1.0,386300.0,1800.0,0.0,140.0,0.0,211804.0,64659.0,-1,43.0,89200.0,1515400.0,82275.0,1600.0,-1.0,25000.0,18925.0,2800.0,102500.0,323.0,-1,-1.0,1107.0,55970.0,1700.0,59138.0,3944.0,4827210.0,144980.0,499650.0,14036.0,141077.0,110697.0,13.0,52370.0,91478.0,35700.0,502.0,172436.0,19000.0,1900.0,-1.0,-1,900.0,-1,10284.0,375217.0,-1.0,59000.0,0.0,60000.0,32500.0,181168.0,59146.0,0.0,550.0,126063.0,5714.0,14165.0,5425000.0,238358.0,44741.0,75089.0,-1.0,580000.0,15000.0,2962783.0,4956.0,24522.0,723323.0,2191.0,892369.0,2135.0,49030.0,1459.0,-1,9964000.0,-1.0,9100.0,7000.0,-1.0,-1.0,-1.0,237.0,279371.0,-1.0,3503.0,29704.0,1000.0,29010.0,37900.0,2000.0,246650.0,12500.0,800.0,931.0,680.0,159150.0,3000.0,28.0,396100.0,375432.0,6100.0,5500.0,289855.0,2506.0,423000.0,31000.0,11303.0
1998,3417.0,1457.0,75100.0,2.0,290548.0,334770.0,4694827.0,274585.0,1001121.0,7725.0,240000.0,14585.0,269545.0,197337.0,0.0,415000.0,298081.0,175000.0,496810.0,45577.0,96499.0,23259.0,0.0,7288.0,443700.0,-1.0,208298.0,3540.0,105.0,48258.0,45216.0,247347.0,28000.0,136.0,87.0,30327.0,900.0,-1,-1.0,296666.0,1800.0,0.0,140.0,0.0,155522.0,56287.0,-1,43.0,103700.0,1533600.0,65821.0,2200.0,-1.0,31584.0,18844.0,2979.0,114645.0,84.0,-1,-1.0,1030.0,53720.0,2500.0,59200.0,2443.0,4693370.0,134262.0,506482.0,14012.0,99121.0,202000.0,9.0,50330.0,73743.0,36500.0,343.0,172711.0,16700.0,1926.0,-1.0,-1,780.0,-1,12200.0,377316.0,-1.0,60500.0,0.0,60000.0,52250.0,202473.0,48369.0,0.0,550.0,117596.0,5500.0,10265.0,4323550.0,229362.0,44560.0,72600.0,-1.0,580000.0,15000.0,2925597.0,3864.0,23247.0,757366.0,4744.0,882267.0,1206.0,57130.0,1456.0,-1,10367800.0,-1.0,7600.0,6164.0,-1.0,-1.0,-1.0,157.0,316944.0,-1.0,3404.0,22925.0,1500.0,28880.0,40300.0,1838.0,244313.0,12684.0,880.0,322.0,674.0,201820.0,3000.0,28.0,438200.0,346384.0,6200.0,4600.0,176854.0,1556.0,481000.0,33000.0,10833.0
1999,2979.0,1406.0,76400.0,0.0,327938.0,211931.0,3942346.0,243836.0,860304.0,4920.0,237390.0,12939.0,273953.0,194736.0,1.0,432000.0,333584.0,250000.0,426063.0,53658.0,105200.0,24065.0,0.0,7200.0,571102.0,-1.0,200420.0,1550.0,107.0,21427.0,45305.0,247800.0,23000.0,139.0,87.0,41200.0,950.0,-1,-1.0,317353.0,1800.0,0.0,140.0,0.0,94382.0,56270.0,-1,43.0,186800.0,1519400.0,69327.0,2000.0,-1.0,34545.0,18719.0,3300.0,141300.0,115.0,-1,-1.0,171.0,59926.0,3500.0,65500.0,3179.0,3940940.0,97700.0,484381.0,14054.0,84522.0,166204.0,11.0,50000.0,78966.0,36500.0,253.0,181190.0,15000.0,1953.0,-1.0,-1,650.0,-1,9410.0,370445.0,-1.0,56500.0,1.0,60000.0,52500.0,153700.0,40289.0,0.0,550.0,121712.0,6002.0,8459.0,5432900.0,216000.0,105623.0,74170.0,-1.0,548000.0,15000.0,2985925.0,2974.0,19486.0,719830.0,7315.0,644125.0,451.0,45000.0,1463.0,-1,9742500.0,-1.0,6100.0,10000.0,-1.0,-1.0,-1.0,167.0,210189.0,-1.0,1565.0,26640.0,1000.0,15895.0,36200.0,2000.0,271371.0,11250.0,880.0,189.0,668.0,248062.0,3109.0,28.0,565100.0,286634.0,8800.0,5000.0,134005.0,535.0,515000.0,34500.0,12003.0
2000,3605.0,1358.0,82000.0,0.0,360052.0,209113.0,4304008.0,270290.0,1001473.0,5224.0,255880.0,15764.0,275500.0,189289.0,0.0,412000.0,373085.0,250000.0,468484.0,40822.0,57376.0,26501.0,0.0,6606.0,470300.0,-1.0,114655.0,1950.0,106.0,22265.0,52913.0,238608.0,22800.0,143.0,87.0,53700.0,1100.0,-1,13561.0,280000.0,1800.0,0.0,140.0,0.0,101200.0,47597.0,-1,43.0,-1.0,1446500.0,66213.0,1600.0,-1.0,33764.0,18612.0,3266.0,151800.0,65.0,-1,-1.0,58.0,63141.0,3745.0,62000.0,4170.0,4302650.0,130720.0,229873.0,14000.0,93178.0,194760.0,6.0,90000.0,89453.0,37000.0,73.0,198748.0,18000.0,1979.0,-1.0,-1,691.0,-1,8810.0,319318.0,-1.0,46000.0,1.0,50000.0,19750.0,141341.0,24604.0,0.0,600.0,115306.0,6000.0,9386.0,5282000.0,246000.0,54937.0,76078.0,-1.0,574500.0,15000.0,2930606.0,2887.0,18945.0,655060.0,8484.0,336214.0,398.0,50000.0,1451.0,-1,9593100.0,-1.0,4600.0,10000.0,-1.0,-1.0,-1.0,147.0,141826.0,-1.0,900.0,23581.0,1000.0,11140.0,33400.0,2000.0,291457.0,11457.0,990.0,117.0,662.0,110467.0,3078.0,28.0,464300.0,233731.0,8600.0,5200.0,171393.0,467.0,539000.0,28300.0,-1.0
2001,4850.0,1462.0,80000.0,0.0,346652.0,345578.0,5134352.0,257063.0,1085503.0,4060.0,466080.0,12424.0,292210.0,189522.0,4.0,403700.0,387769.0,250000.0,477717.0,47777.0,63080.0,27278.0,0.0,6300.0,533363.0,-1.0,249501.0,2565.0,105.0,31501.0,52651.0,257371.0,25600.0,146.0,87.0,46200.0,881.0,-1,17401.0,317353.0,1800.0,0.0,140.0,0.0,83345.0,40160.0,-1,43.0,-1.0,1454000.0,70155.0,1400.0,-1.0,37955.0,18526.0,3500.0,184100.0,101.0,-1,-1.0,68.0,75147.0,3500.0,73000.0,5270.0,5132890.0,153000.0,534275.0,13900.0,125594.0,297865.0,6.0,80000.0,68866.0,37000.0,50.0,199190.0,17017.0,2004.0,-1.0,-1,1130.0,-1,7602.0,356786.0,-1.0,49000.0,2.0,50000.0,40250.0,150000.0,19254.0,0.0,600.0,116072.0,6063.0,14629.0,5596000.0,199000.0,60000.0,77993.0,-1.0,515000.0,15000.0,3119023.0,2902.0,18498.0,685365.0,6977.0,392294.0,388.0,35000.0,1448.0,-1,10162800.0,-1.0,3100.0,10000.0,-1.0,-1.0,-1.0,136.0,145290.0,-1.0,900.0,25661.0,1000.0,14620.0,45200.0,2000.0,248478.0,3383.0,840.0,475.0,656.0,92918.0,3040.0,28.0,527300.0,315865.0,10200.0,5755.0,169712.0,500.0,543000.0,9600.0,-1.0
2002,3658.0,1429.0,68000.0,0.0,317624.0,412138.0,4523329.0,199772.0,978298.0,3911.0,438118.0,11799.0,296338.0,183110.0,4.0,382500.0,405107.0,180000.0,456174.0,47223.0,44556.0,27887.0,0.0,6650.0,415200.0,-1.0,275726.0,1966.0,105.0,35478.0,36416.0,269197.0,26600.0,148.0,88.0,36200.0,814.0,-1,16015.0,280000.0,1800.0,0.0,140.0,0.0,60961.0,16365.0,-1,43.0,-1.0,1423000.0,61257.0,2100.0,-1.0,40106.0,17974.0,3469.0,167844.0,107.0,-1,-1.0,60.0,68624.0,3800.0,61500.0,5170.0,4521900.0,110154.0,451282.0,13200.0,63787.0,169671.0,6.0,80000.0,72128.0,37500.0,50.0,211190.0,18002.0,2030.0,-1.0,-1,1200.0,-1,8082.0,413417.0,-1.0,29150.0,1.0,50000.0,54000.0,160000.0,16334.0,0.0,650.0,131753.0,6200.0,6200.0,5025000.0,151000.0,66000.0,77650.0,-1.0,510000.0,15000.0,2796021.0,3241.0,18054.0,721737.0,5843.0,168914.0,624.0,19200.0,1444.0,-1,8708300.0,-1.0,1600.0,10000.0,-1.0,-1.0,-1.0,126.0,73844.0,-1.0,1400.0,23396.0,1050.0,11710.0,56200.0,2000.0,282678.0,3374.0,840.0,535.0,650.0,87018.0,1995.0,29.0,409000.0,305731.0,9300.0,6196.0,144480.0,1217.0,612000.0,10700.0,-1.0
2003,4500.0,1475.0,72000.0,0.0,332432.0,443739.0,5449575.0,205360.0,947477.0,2582.0,387093.0,11969.0,335232.0,195132.0,4.0,374500.0,198299.0,220000.0,427949.0,44169.0,28477.0,28287.0,0.0,6750.0,230633.0,-1.0,184900.0,1891.0,105.0,46161.0,39236.0,284367.0,28600.0,152.0,88.0,36200.0,690.0,-1,20047.0,255000.0,1800.0,0.0,140.0,0.0,66754.0,2625.0,-1,43.0,-1.0,1394700.0,61422.0,1800.0,-1.0,40513.0,17800.0,3556.0,196500.0,109.0,-1,-1.0,300.0,86434.0,3800.0,70000.0,2997.0,5448100.0,111180.0,518030.0,13216.0,56372.0,186405.0,6.0,80000.0,67922.0,37500.0,50.0,181190.0,15176.0,2033.0,-1.0,-1,1350.0,-1,7754.0,375000.0,-1.0,28300.0,1.0,30000.0,24380.0,185000.0,13731.0,0.0,700.0,129071.0,6133.0,3259.0,4857660.0,140087.0,81000.0,77866.0,-1.0,480000.0,15000.0,2991618.0,3049.0,18056.0,637979.0,5684.0,149910.0,632.0,19200.0,1449.0,-1,8617700.0,-1.0,500.0,10000.0,-1.0,-1.0,-1.0,19.0,95547.0,-1.0,1601.0,23200.0,1100.0,12890.0,46600.0,2000.0,269730.0,3392.0,1000.0,435.0,645.0,95432.0,2216.0,28.0,224500.0,235288.0,8900.0,6053.0,158000.0,1300.0,603000.0,3500.0,-1.0
2004,7500.0,1443.0,77081.0,0.0,348729.0,521466.0,6004643.0,234181.0,1392410.0,3027.0,529257.0,11806.0,331701.0,141621.0,4.0,374161.0,334948.0,180000.0,414764.0,63914.0,41402.0,17246.0,0.0,6900.0,204199.0,-1.0,304832.0,1882.0,105.0,43557.0,40693.0,293601.0,34200.0,156.0,87.0,36200.0,641.0,-1,20407.0,300000.0,1800.0,0.0,140.0,0.0,77875.0,3407.0,-1,43.0,-1.0,1458250.0,83552.0,2600.0,-1.0,46259.0,18450.0,3653.0,219794.0,130.0,-1,-1.0,300.0,84436.0,3800.0,76515.0,3526.0,6003200.0,126972.0,567060.0,14700.0,59111.0,320000.0,6.0,80000.0,89033.0,38000.0,50.0,129661.0,14360.0,2014.0,-1.0,-1,1100.0,-1,9410.0,385000.0,-1.0,26600.0,1.0,25500.0,20000.0,200000.0,23687.0,0.0,700.0,136532.0,6099.0,2374.0,5284040.0,166673.0,100000.0,80818.0,-1.0,525000.0,16000.0,3194418.0,3063.0,16922.0,640420.0,5365.0,259105.0,625.0,25000.0,1553.0,-1,9713000.0,-1.0,500.0,10000.0,-1.0,-1.0,-1.0,21.0,134052.0,-1.0,1401.0,28397.0,1100.0,14400.0,45400.0,2000.0,257564.0,3441.0,1060.0,171.0,641.0,89832.0,1288.0,28.0,198100.0,312087.0,5800.0,4685.0,164220.0,1348.0,633000.0,2800.0,-1.0
2005,7200.0,1341.0,72132.0,0.0,311907.0,621748.0,5398041.0,237768.0,1520539.0,2680.0,586299.0,12200.0,337200.0,139950.0,4.0,364500.0,297150.0,110000.0,424619.0,88985.0,27700.0,17609.0,0.0,6952.0,327121.0,-1.0,259000.0,1870.0,105.0,38254.0,33827.0,288655.0,25600.0,82.0,88.0,36200.0,599.0,-1,19031.0,310000.0,1800.0,0.0,140.0,0.0,112163.0,3410.0,-1,43.0,-1.0,1429330.0,88167.0,2100.0,-1.0,45120.0,19100.0,3823.0,201100.0,163.0,-1,-1.0,374.0,82644.0,50.0,71000.0,6042.0,5396700.0,115724.0,552532.0,14536.0,62911.0,225000.0,6.0,110500.0,93380.0,38000.0,99.0,232190.0,13541.0,1990.0,-1.0,-1,1000.0,-1,11304.0,310000.0,-1.0,35700.0,1.0,30000.0,27000.0,130000.0,33882.0,0.0,700.0,148025.0,6221.0,1239.0,5585770.0,159527.0,129667.0,81650.0,-1.0,600000.0,16500.0,3104820.0,3284.0,16504.0,546945.0,4500.0,378906.0,704.0,25000.0,1990.0,-1,9578700.0,-1.0,400.0,10400.0,-1.0,-1.0,-1.0,58.0,159084.0,-1.0,2320.0,27863.0,1100.0,12520.0,43900.0,2000.0,285714.0,3450.0,1080.0,287.0,637.0,86827.0,1550.0,27.0,320900.0,287190.0,4300.0,4750.0,199920.0,1303.0,660000.0,5000.0,-1.0
2006,8000.0,1268.0,65807.0,0.0,330989.0,569858.0,6098568.0,215640.0,1194900.0,3160.0,239649.0,12034.0,362200.0,144930.0,4.0,373872.0,269284.0,91003.0,433709.0,62683.0,23800.0,17845.0,0.0,7100.0,341700.0,-1.0,356900.0,1796.0,105.0,43770.0,45610.0,257600.0,12300.0,106.0,90.0,36880.0,571.0,-1,15500.0,175000.0,1800.0,0.0,140.0,0.0,100391.0,6510.0,-1,43.0,-1.0,1450220.0,73464.0,900.0,-1.0,45741.0,19147.0,3872.0,196400.0,207.0,-1,-1.0,441.0,76000.0,50.0,103362.0,2669.0,6097300.0,82244.0,482474.0,14564.0,48060.0,245000.0,6.0,111000.0,91927.0,38000.0,-1.0,203190.0,12000.0,1967.0,-1.0,-1,850.0,-1,8699.0,196490.0,-1.0,54150.0,1.0,31950.0,22250.0,75000.0,18691.0,0.0,700.0,145022.0,6200.0,1012.0,5152640.0,116560.0,100000.0,82800.0,-1.0,600000.0,16500.0,3076598.0,3322.0,15727.0,589765.0,2903.0,308640.0,649.0,24000.0,1944.0,-1,10070900.0,-1.0,700.0,10700.0,-1.0,-1.0,-1.0,17.0,144747.0,-1.0,2304.0,28453.0,1100.0,13500.0,39500.0,2000.0,299197.0,3450.0,1080.0,67.0,633.0,62538.0,1950.0,26.0,335500.0,234750.0,2600.0,4050.0,174167.0,1305.0,679000.0,900.0,-1.0
