,Burundi,"China, Taiwan Province of",Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Slovenia,Senegal,Madagascar,Tajikistan,Uganda,Ukraine,Zambia,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Panama,Bosnia and Herzegovina,China,Colombia,Latvia,Kyrgyzstan,Chile,Hungary,Kazakhstan,South Africa,Argentina,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Mali,Costa Rica,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Benin,Canada,Japan,Pakistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Czechoslovakia,Nigeria,Czechia,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Paraguay,Georgia,India,El Salvador,Austria,Morocco,Bhutan,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Mexico,Viet Nam,Suriname,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Italy,Australia,Egypt,Angola,Guyana,Republic of Moldova,Turkey
1983,10000.0,15365.0,-1.0,7742.0,5000.0,9434.0,-1.0,17921.0,7415.0,4354.0,5000.0,-1.0,8378.0,4000.0,-1.0,15014.0,-1.0,-1.0,7324.0,11041.0,19606.0,20000.0,-1.0,10796.0,11111.0,-1.0,11667.0,-1.0,16042.0,-1.0,7253.0,13445.0,-1.0,-1.0,-1.0,12913.0,20571.0,-1.0,-1.0,-1.0,17104.0,-1.0,9567.0,17538.0,22000.0,-1.0,-1.0,-1.0,12911.0,-1.0,16000.0,13237.0,15648.0,15145.0,12063.0,-1.0,5000.0,-1.0,14545.0,-1.0,-1.0,20192.0,15146.0,3292.0,16000.0,-1.0,-1.0,19849.0,22785.0,-1.0,12841.0,17594.0,25702.0,8036.0,11493.0,-1.0,2100.0,-1.0,-1.0,46218.0,4000.0,7143.0,14732.0,-1.0,7348.0,16000.0,-1.0,10000.0,6000.0,12433.0,-1.0,6651.0,9428.0,14000.0,-1.0,-1.0,17580.0,6577.0,10000.0,21000.0,13158.0,14000.0,-1.0,25603.0,11022.0,26557.0,-1.0,-1.0,-1.0,18969.0
1984,8000.0,17245.0,-1.0,8090.0,5000.0,9842.0,-1.0,16496.0,7000.0,4505.0,5487.0,-1.0,8957.0,4000.0,-1.0,17947.0,-1.0,-1.0,6892.0,18441.0,19974.0,10000.0,-1.0,10000.0,12000.0,-1.0,7273.0,-1.0,13993.0,-1.0,6754.0,13193.0,-1.0,-1.0,-1.0,13309.0,18602.0,-1.0,-1.0,-1.0,16443.0,-1.0,11114.0,24055.0,20679.0,-1.0,-1.0,-1.0,13306.0,-1.0,16000.0,9951.0,16352.0,16585.0,13750.0,-1.0,5000.0,-1.0,15000.0,-1.0,-1.0,22642.0,17722.0,3518.0,15789.0,-1.0,-1.0,17454.0,23333.0,-1.0,9978.0,18930.0,16176.0,8070.0,12754.0,-1.0,2150.0,-1.0,-1.0,23333.0,6000.0,7143.0,15269.0,-1.0,7683.0,16279.0,-1.0,10000.0,6449.0,13336.0,-1.0,6127.0,13908.0,16739.0,-1.0,-1.0,17621.0,7646.0,10000.0,22000.0,13043.0,15000.0,-1.0,30403.0,18435.0,27238.0,-1.0,-1.0,-1.0,21471.0
1985,10000.0,17171.0,-1.0,8330.0,7356.0,10085.0,-1.0,18002.0,6431.0,4653.0,5290.0,-1.0,9704.0,4000.0,-1.0,21366.0,-1.0,-1.0,8634.0,17422.0,17217.0,10000.0,-1.0,-1.0,12000.0,-1.0,8000.0,-1.0,14984.0,-1.0,11092.0,14494.0,-1.0,-1.0,-1.0,13608.0,19137.0,-1.0,-1.0,-1.0,18994.0,-1.0,17348.0,19884.0,20509.0,-1.0,-1.0,-1.0,13605.0,-1.0,16000.0,15997.0,13759.0,18170.0,12879.0,-1.0,5556.0,-1.0,22500.0,-1.0,5886.0,24988.0,17101.0,3594.0,15238.0,-1.0,-1.0,23023.0,25926.0,-1.0,5190.0,22923.0,15909.0,7200.0,12848.0,-1.0,2927.0,-1.0,-1.0,33087.0,13000.0,7143.0,16311.0,-1.0,7644.0,18056.0,-1.0,10000.0,6571.0,14995.0,10475.0,6301.0,9646.0,18143.0,-1.0,-1.0,19505.0,7755.0,10000.0,6000.0,13115.0,16000.0,-1.0,30542.0,17418.0,28000.0,-1.0,-1.0,-1.0,20756.0
1986,10000.0,16050.0,-1.0,8147.0,6793.0,10214.0,-1.0,14522.0,7533.0,4804.0,5294.0,-1.0,9784.0,4000.0,-1.0,17811.0,-1.0,-1.0,7336.0,14826.0,23518.0,12000.0,-1.0,-1.0,12000.0,-1.0,7850.0,-1.0,11481.0,-1.0,9489.0,17621.0,-1.0,-1.0,-1.0,14002.0,21284.0,-1.0,-1.0,-1.0,22108.0,-1.0,12633.0,21411.0,20426.0,-1.0,-1.0,-1.0,14000.0,-1.0,16000.0,16996.0,20654.0,18799.0,12934.0,-1.0,5714.0,-1.0,6000.0,-1.0,6500.0,24969.0,17717.0,4747.0,15455.0,-1.0,15000.0,22967.0,25926.0,-1.0,10505.0,22411.0,15833.0,7247.0,12636.0,-1.0,3238.0,-1.0,23000.0,23507.0,7571.0,7143.0,15019.0,-1.0,5838.0,18400.0,-1.0,10000.0,6667.0,14873.0,10690.0,9436.0,12287.0,19402.0,-1.0,-1.0,18625.0,7953.0,6604.0,6000.0,14154.0,15000.0,-1.0,34686.0,14822.0,28937.0,-1.0,-1.0,-1.0,22222.0
1987,10000.0,20021.0,-1.0,8898.0,5675.0,8908.0,-1.0,18595.0,7626.0,4954.0,5401.0,-1.0,10549.0,4000.0,27905.0,21840.0,-1.0,-1.0,7441.0,16499.0,22571.0,21667.0,-1.0,-1.0,12000.0,-1.0,8000.0,-1.0,7986.0,-1.0,10647.0,17200.0,-1.0,-1.0,-1.0,14434.0,19801.0,-1.0,-1.0,-1.0,19163.0,-1.0,10576.0,18966.0,25975.0,-1.0,-1.0,-1.0,14428.0,-1.0,16667.0,17078.0,20093.0,33976.0,13088.0,-1.0,5769.0,-1.0,4000.0,-1.0,7107.0,27542.0,17652.0,6313.0,15455.0,-1.0,16280.0,21179.0,-1.0,-1.0,9152.0,22794.0,19335.0,7222.0,11134.0,16818.0,3302.0,-1.0,-1.0,47481.0,10818.0,7143.0,19451.0,-1.0,5823.0,18400.0,-1.0,10000.0,6400.0,13231.0,10671.0,9093.0,10073.0,18010.0,-1.0,-1.0,17599.0,8124.0,5192.0,7500.0,16209.0,12000.0,-1.0,33058.0,16499.0,28228.0,-1.0,-1.0,-1.0,22327.0
1988,10000.0,19017.0,-1.0,8161.0,6111.0,11515.0,8921.0,17124.0,7549.0,5105.0,5652.0,-1.0,10790.0,4000.0,16667.0,21818.0,-1.0,-1.0,7778.0,15868.0,16324.0,21538.0,-1.0,-1.0,12000.0,-1.0,8235.0,-1.0,10350.0,23471.0,9348.0,17021.0,-1.0,-1.0,-1.0,14346.0,18850.0,-1.0,-1.0,-1.0,15855.0,-1.0,16325.0,22638.0,24894.0,-1.0,-1.0,-1.0,14341.0,-1.0,16000.0,22500.0,20018.0,17228.0,13176.0,-1.0,5882.0,-1.0,3000.0,-1.0,6020.0,21625.0,17050.0,5533.0,15217.0,-1.0,16929.0,22847.0,-1.0,-1.0,7188.0,18155.0,19244.0,9343.0,13177.0,17392.0,3394.0,-1.0,-1.0,40300.0,10000.0,7143.0,18385.0,-1.0,8922.0,18389.0,15766.0,10000.0,6633.0,16465.0,10730.0,11629.0,7135.0,18078.0,-1.0,-1.0,16265.0,8282.0,5306.0,10000.0,16190.0,10000.0,-1.0,32595.0,15868.0,26248.0,-1.0,-1.0,-1.0,22736.0
1989,10000.0,19150.0,-1.0,8041.0,7375.0,8519.0,10729.0,19714.0,8212.0,5255.0,6135.0,-1.0,10977.0,4000.0,28750.0,20499.0,-1.0,-1.0,10110.0,18315.0,23771.0,26287.0,-1.0,-1.0,12000.0,-1.0,8951.0,-1.0,9647.0,24529.0,10345.0,7000.0,-1.0,-1.0,-1.0,12699.0,19158.0,-1.0,-1.0,-1.0,21985.0,-1.0,17864.0,16534.0,22825.0,-1.0,-1.0,-1.0,12694.0,-1.0,16000.0,22500.0,20117.0,19885.0,12353.0,-1.0,5814.0,-1.0,3000.0,24660.0,6974.0,22589.0,17922.0,5152.0,15000.0,-1.0,7904.0,25634.0,-1.0,13729.0,10017.0,21783.0,14286.0,9066.0,13383.0,19816.0,4000.0,-1.0,-1.0,59470.0,15385.0,7143.0,18966.0,-1.0,8014.0,20000.0,20693.0,-1.0,6500.0,15985.0,10492.0,11521.0,5933.0,18654.0,-1.0,-1.0,20248.0,8219.0,6364.0,10000.0,16235.0,8571.0,-1.0,34022.0,18315.0,23567.0,-1.0,-1.0,-1.0,21381.0
1990,10000.0,19436.0,-1.0,8074.0,4667.0,12190.0,12694.0,17322.0,8239.0,5405.0,6215.0,-1.0,11149.0,3750.0,30000.0,20689.0,-1.0,-1.0,6735.0,15718.0,16807.0,26288.0,-1.0,-1.0,10417.0,-1.0,9927.0,-1.0,8986.0,24266.0,8040.0,12982.0,-1.0,-1.0,-1.0,14554.0,19986.0,-1.0,-1.0,-1.0,12853.0,-1.0,19377.0,21566.0,20940.0,-1.0,8000.0,-1.0,14551.0,-1.0,16667.0,22500.0,16234.0,20998.0,12500.0,-1.0,6000.0,-1.0,3333.0,19792.0,6535.0,26096.0,15106.0,5679.0,14615.0,-1.0,11479.0,24253.0,-1.0,18025.0,8830.0,22920.0,13020.0,9068.0,12998.0,9667.0,2990.0,-1.0,-1.0,31590.0,14667.0,7493.0,19942.0,-1.0,10145.0,20000.0,19046.0,16181.0,5770.0,15288.0,10529.0,10624.0,7421.0,19873.0,-1.0,-1.0,20145.0,7873.0,5323.0,15787.0,16429.0,7000.0,-1.0,33588.0,15718.0,25773.0,-1.0,-1.0,-1.0,21892.0
1991,10000.0,20616.0,-1.0,8113.0,5000.0,10876.0,12895.0,15533.0,9024.0,5557.0,5964.0,-1.0,11369.0,3861.0,27500.0,19261.0,-1.0,-1.0,7200.0,15551.0,25780.0,26283.0,-1.0,-1.0,6336.0,-1.0,10926.0,-1.0,9491.0,23437.0,9747.0,18333.0,-1.0,7473.0,-1.0,13799.0,19244.0,-1.0,-1.0,-1.0,23002.0,-1.0,15540.0,22750.0,24318.0,-1.0,8037.0,-1.0,13795.0,-1.0,16821.0,20000.0,20364.0,16875.0,12500.0,-1.0,6034.0,-1.0,-1.0,23917.0,5747.0,24415.0,14013.0,4960.0,15000.0,-1.0,14006.0,26222.0,-1.0,15537.0,18800.0,23030.0,10952.0,9070.0,13686.0,15102.0,3098.0,-1.0,-1.0,29851.0,25000.0,7220.0,25369.0,-1.0,7825.0,20000.0,24958.0,14178.0,9901.0,15384.0,10890.0,10074.0,16544.0,18937.0,-1.0,-1.0,21218.0,7913.0,8587.0,10611.0,14915.0,6066.0,-1.0,36828.0,15551.0,28366.0,-1.0,-1.0,-1.0,22222.0
1992,8945.0,21731.0,17593.0,8143.0,5882.0,11809.0,18166.0,20352.0,8414.0,5707.0,5805.0,-1.0,11230.0,3892.0,30000.0,11336.0,-1.0,-1.0,8095.0,21141.0,-1.0,25441.0,20000.0,-1.0,6308.0,50.0,10000.0,12312.0,3075.0,26335.0,9905.0,19886.0,10000.0,7692.0,20408.0,14274.0,19451.0,8750.0,13719.0,-1.0,14300.0,11919.0,7578.0,22915.0,17415.0,-1.0,8049.0,-1.0,14269.0,7831.0,16818.0,16667.0,15431.0,13275.0,12903.0,13221.0,6061.0,-1.0,-1.0,30000.0,6581.0,23363.0,17116.0,6051.0,14800.0,-1.0,14501.0,20184.0,-1.0,17931.0,8070.0,25296.0,16667.0,9333.0,13990.0,12882.0,3002.0,-1.0,-1.0,30882.0,25000.0,8996.0,25814.0,2105.0,8947.0,26857.0,17480.0,11944.0,9988.0,16811.0,10835.0,-1.0,7619.0,16420.0,-1.0,-1.0,18388.0,8222.0,7805.0,14675.0,16476.0,4507.0,-1.0,31316.0,21141.0,26981.0,-1.0,-1.0,4767.0,20652.0
1993,8691.0,23551.0,23084.0,8146.0,14628.0,12270.0,16672.0,21242.0,8216.0,5857.0,5811.0,9296.0,11621.0,4000.0,25000.0,19341.0,-1.0,-1.0,6667.0,16168.0,-1.0,28902.0,13571.0,-1.0,6280.0,80.0,10308.0,8714.0,13090.0,22037.0,9389.0,18500.0,10361.0,7689.0,17778.0,16198.0,21363.0,12500.0,12969.0,-1.0,17175.0,11269.0,14920.0,21589.0,24561.0,-1.0,8062.0,-1.0,16194.0,7951.0,17000.0,-1.0,23000.0,16322.0,12025.0,13775.0,6000.0,-1.0,-1.0,20000.0,6667.0,25727.0,11510.0,5681.0,14815.0,-1.0,15389.0,15456.0,-1.0,16944.0,6742.0,21942.0,17966.0,9412.0,13706.0,-1.0,3002.0,11180.0,-1.0,-1.0,23926.0,7418.0,28245.0,909.0,10857.0,27143.0,23168.0,10000.0,10075.0,14565.0,10627.0,-1.0,12698.0,17613.0,19227.0,-1.0,20927.0,8801.0,7857.0,12298.0,16949.0,7998.0,12196.0,31552.0,16168.0,27534.0,-1.0,-1.0,9943.0,23551.0
1994,8000.0,21095.0,21594.0,7825.0,9595.0,13264.0,19162.0,21632.0,9561.0,6007.0,5855.0,9219.0,11123.0,3943.0,25000.0,21311.0,-1.0,-1.0,8894.0,19999.0,-1.0,28389.0,11000.0,-1.0,6253.0,111.0,11029.0,7045.0,9679.0,27575.0,10167.0,15091.0,10309.0,7661.0,13333.0,17351.0,19323.0,12500.0,10899.0,-1.0,18431.0,9667.0,12315.0,20386.0,26100.0,-1.0,8075.0,-1.0,17349.0,7267.0,16626.0,-1.0,22387.0,12655.0,12500.0,16780.0,6026.0,-1.0,-1.0,20000.0,5795.0,27444.0,16223.0,8011.0,13846.0,-1.0,17973.0,18048.0,-1.0,12110.0,9402.0,27814.0,22596.0,9444.0,13256.0,-1.0,3002.0,10217.0,-1.0,-1.0,10455.0,7591.0,25872.0,2000.0,9106.0,25000.0,22505.0,13755.0,10162.0,12682.0,10541.0,-1.0,15523.0,21520.0,22059.0,-1.0,18114.0,9432.0,7458.0,11460.0,22133.0,7927.0,14204.0,33501.0,19999.0,28828.0,-1.0,-1.0,7130.0,24138.0
1995,8360.0,23137.0,22852.0,8327.0,27319.0,11159.0,15792.0,21998.0,8331.0,6269.0,6540.0,9211.0,11371.0,3953.0,25000.0,10828.0,-1.0,-1.0,10346.0,15318.0,-1.0,27692.0,28571.0,-1.0,6225.0,117.0,10972.0,8920.0,9759.0,28235.0,10034.0,18235.0,10000.0,7617.0,17000.0,16617.0,21075.0,13333.0,4802.0,-1.0,18500.0,8845.0,9005.0,20446.0,25702.0,-1.0,8089.0,-1.0,16614.0,5959.0,16364.0,-1.0,20313.0,14416.0,12581.0,20572.0,6203.0,-1.0,-1.0,20437.0,6805.0,27828.0,17347.0,12021.0,14000.0,-1.0,16683.0,17982.0,-1.0,13913.0,9043.0,23759.0,13621.0,8072.0,16498.0,-1.0,4652.0,12912.0,-1.0,-1.0,10448.0,7953.0,30076.0,1500.0,10121.0,23333.0,22768.0,13367.0,10249.0,15160.0,10010.0,-1.0,14701.0,10939.0,20000.0,-1.0,14121.0,10363.0,6667.0,11259.0,22156.0,11791.0,14119.0,37525.0,15318.0,24344.0,-1.0,-1.0,8549.0,24194.0
1996,8297.0,19217.0,21857.0,9218.0,10710.0,11769.0,15184.0,22499.0,9077.0,6415.0,6601.0,9216.0,11915.0,3962.0,23296.0,18373.0,-1.0,-1.0,4856.0,18740.0,-1.0,27617.0,25000.0,-1.0,6198.0,227.0,11447.0,9375.0,15727.0,25446.0,8551.0,17895.0,9363.0,7857.0,14000.0,17702.0,21395.0,10000.0,6071.0,-1.0,21669.0,8437.0,11765.0,21051.0,26698.0,-1.0,8104.0,-1.0,17701.0,5821.0,16304.0,-1.0,18726.0,15648.0,12903.0,21028.0,6220.0,-1.0,-1.0,20000.0,6370.0,25345.0,18093.0,12636.0,13750.0,-1.0,29172.0,19741.0,-1.0,16535.0,5742.0,25270.0,12692.0,4829.0,14053.0,-1.0,6414.0,14234.0,-1.0,-1.0,16907.0,8026.0,28749.0,14286.0,10319.0,23333.0,20100.0,24600.0,10336.0,16337.0,10889.0,-1.0,14104.0,12600.0,20000.0,-1.0,11429.0,10317.0,9500.0,12000.0,22166.0,15480.0,17026.0,36951.0,18740.0,26103.0,-1.0,-1.0,9880.0,24390.0
1997,8274.0,23812.0,24622.0,9117.0,9514.0,11955.0,13221.0,22976.0,7368.0,6458.0,6873.0,9248.0,12125.0,3969.0,20000.0,15351.0,-1.0,-1.0,4928.0,18974.0,-1.0,27600.0,20000.0,-1.0,6170.0,200.0,11053.0,12857.0,16958.0,27073.0,8451.0,17333.0,10667.0,7466.0,18236.0,17653.0,20780.0,11133.0,10000.0,-1.0,22367.0,10445.0,16901.0,17212.0,27449.0,-1.0,8120.0,-1.0,17652.0,8808.0,16300.0,-1.0,18870.0,14479.0,11803.0,25037.0,6235.0,-1.0,-1.0,20000.0,6918.0,25837.0,17380.0,12942.0,14000.0,-1.0,28853.0,21982.0,-1.0,14851.0,9750.0,26165.0,18933.0,8704.0,14315.0,-1.0,6648.0,13655.0,-1.0,-1.0,17209.0,8339.0,28415.0,27143.0,10789.0,24444.0,22000.0,10000.0,10422.0,15671.0,5242.0,-1.0,19199.0,11365.0,20000.0,-1.0,15057.0,10620.0,8200.0,10000.0,21333.0,12768.0,19026.0,38018.0,18974.0,26223.0,-1.0,-1.0,11851.0,21053.0
1998,8000.0,21358.0,22772.0,9602.0,10308.0,12060.0,16236.0,23533.0,7323.0,6607.0,7311.0,9302.0,11923.0,3973.0,20000.0,17224.0,-1.0,-1.0,5505.0,17035.0,-1.0,31768.0,22500.0,-1.0,6143.0,383.0,11500.0,11613.0,10595.0,26054.0,9345.0,21111.0,11111.0,7692.0,17175.0,17825.0,21197.0,-1.0,3077.0,-1.0,20911.0,13359.0,16072.0,26937.0,25397.0,-1.0,8138.0,-1.0,17825.0,7866.0,16667.0,-1.0,19031.0,14309.0,11333.0,19407.0,6250.0,-1.0,-1.0,21896.0,7109.0,27922.0,14495.0,12959.0,11432.0,-1.0,28119.0,20731.0,-1.0,13387.0,5379.0,26169.0,16429.0,4829.0,14652.0,-1.0,7364.0,12529.0,-1.0,-1.0,8946.0,8539.0,26295.0,5233.0,11001.0,24000.0,25189.0,4000.0,10147.0,14377.0,7500.0,-1.0,13633.0,12691.0,21429.0,-1.0,15978.0,11337.0,9000.0,10106.0,14974.0,14327.0,16903.0,35040.0,17035.0,26207.0,-1.0,-1.0,9437.0,26087.0
1999,7778.0,21595.0,25003.0,8242.0,13310.0,12218.0,7950.0,23724.0,8603.0,6759.0,7732.0,9052.0,12013.0,4000.0,20000.0,20831.0,-1.0,-1.0,4665.0,22667.0,-1.0,30780.0,25357.0,-1.0,6115.0,260.0,12024.0,10714.0,22785.0,33392.0,9756.0,21110.0,12000.0,7212.0,21505.0,17891.0,20361.0,-1.0,7048.0,-1.0,23901.0,13000.0,14367.0,24450.0,26622.0,-1.0,8153.0,-1.0,17891.0,8269.0,16156.0,-1.0,15411.0,14486.0,11333.0,27218.0,6373.0,-1.0,-1.0,26010.0,8181.0,27698.0,17301.0,12500.0,4365.0,-1.0,27507.0,22857.0,-1.0,20412.0,8333.0,24634.0,16088.0,4830.0,14201.0,-1.0,8000.0,15315.0,-1.0,-1.0,10034.0,7997.0,26189.0,5803.0,11380.0,24000.0,27209.0,11200.0,8896.0,13343.0,9524.0,-1.0,18377.0,18130.0,21429.0,-1.0,16366.0,11402.0,8000.0,9987.0,21901.0,17143.0,14601.0,35329.0,22667.0,26367.0,-1.0,-1.0,8055.0,27500.0
2000,7273.0,19281.0,13752.0,8995.0,8519.0,12313.0,13649.0,23999.0,8442.0,6909.0,8492.0,9184.0,12335.0,3979.0,20000.0,22616.0,-1.0,-1.0,4712.0,18714.0,-1.0,30548.0,24643.0,-1.0,6087.0,525.0,12075.0,10627.0,17067.0,39916.0,9275.0,7640.0,11940.0,7046.0,9320.0,16559.0,22493.0,-1.0,2000.0,-1.0,13794.0,11343.0,16364.0,23312.0,25875.0,-1.0,8518.0,-1.0,16559.0,10138.0,15993.0,-1.0,19406.0,14542.0,11290.0,12051.0,6375.0,-1.0,-1.0,20000.0,8358.0,25483.0,19184.0,12500.0,10000.0,-1.0,26582.0,21870.0,-1.0,20122.0,6667.0,25613.0,15778.0,4830.0,14531.0,-1.0,8298.0,12463.0,-1.0,-1.0,8453.0,8000.0,25331.0,16591.0,8222.0,22727.0,21139.0,12000.0,6411.0,13135.0,9237.0,-1.0,5940.0,17061.0,20000.0,-1.0,14623.0,12031.0,7353.0,9688.0,19867.0,15000.0,8100.0,35761.0,18714.0,27199.0,2333.0,-1.0,10050.0,29667.0
2001,7500.0,19524.0,22066.0,9565.0,13053.0,12188.0,15267.0,27950.0,9152.0,7054.0,8430.0,9456.0,12181.0,3982.0,20000.0,22706.0,-1.0,-1.0,5527.0,14848.0,-1.0,29091.0,28108.0,-1.0,6060.0,540.0,11339.0,10123.0,6043.0,25696.0,9688.0,23000.0,12222.0,6867.0,16101.0,16249.0,26594.0,-1.0,5000.0,-1.0,20156.0,10938.0,16854.0,25846.0,25617.0,-1.0,8515.0,-1.0,16249.0,9409.0,16154.0,-1.0,18727.0,14919.0,11433.0,23695.0,6193.0,-1.0,-1.0,19584.0,7816.0,15298.0,20195.0,11134.0,12000.0,10000.0,27559.0,26795.0,-1.0,15861.0,10000.0,26639.0,14773.0,4830.0,14775.0,-1.0,8401.0,15894.0,-1.0,-1.0,8596.0,8049.0,26008.0,8731.0,9400.0,22243.0,20736.0,10000.0,6667.0,15013.0,9359.0,-1.0,16228.0,18900.0,18750.0,-1.0,16503.0,12381.0,8333.0,8077.0,19744.0,20000.0,16469.0,38122.0,14848.0,27922.0,2500.0,-1.0,10125.0,29412.0
2002,7500.0,21775.0,27031.0,10259.0,11119.0,12313.0,17761.0,26134.0,8393.0,13000.0,8595.0,9615.0,12360.0,3987.0,20000.0,14278.0,-1.0,-1.0,5461.0,19688.0,-1.0,26923.0,24030.0,-1.0,6032.0,230.0,10993.0,12699.0,11250.0,33603.0,9206.0,24567.0,-1.0,6662.0,21617.0,18925.0,23600.0,-1.0,6587.0,-1.0,22452.0,14955.0,17962.0,26304.0,27872.0,-1.0,8512.0,-1.0,18925.0,11665.0,15890.0,-1.0,19564.0,16193.0,11475.0,24418.0,5611.0,-1.0,-1.0,15337.0,10017.0,22814.0,18025.0,11499.0,10000.0,-1.0,30551.0,26667.0,-1.0,11077.0,14299.0,25566.0,23750.0,4830.0,14863.0,-1.0,8593.0,21289.0,-1.0,-1.0,13410.0,8000.0,22832.0,14823.0,7624.0,21739.0,25244.0,10000.0,6667.0,14235.0,9461.0,-1.0,20905.0,19963.0,19516.0,-1.0,15318.0,12963.0,9083.0,8076.0,19825.0,20000.0,16103.0,38613.0,19688.0,29904.0,2857.0,-1.0,12340.0,29412.0
2003,7442.0,22000.0,16565.0,10609.0,11510.0,10000.0,18460.0,28027.0,8615.0,10604.0,8709.0,5842.0,12749.0,3993.0,20000.0,14762.0,-1.0,7593.0,5527.0,14760.0,-1.0,26154.0,17000.0,-1.0,6008.0,250.0,11333.0,12226.0,12000.0,23482.0,11608.0,25475.0,-1.0,6309.0,11741.0,16529.0,21900.0,-1.0,6503.0,-1.0,16521.0,14052.0,13634.0,28034.0,18429.0,-1.0,8515.0,5817.0,16529.0,9846.0,16096.0,-1.0,23180.0,18045.0,11466.0,17196.0,5737.0,-1.0,-1.0,-1.0,9796.0,21679.0,15286.0,11818.0,10000.0,-1.0,31632.0,22904.0,-1.0,15717.0,11145.0,22769.0,23750.0,4750.0,15398.0,-1.0,8901.0,15500.0,-1.0,-1.0,12144.0,8922.0,28524.0,26082.0,11929.0,21235.0,25522.0,10000.0,6579.0,13063.0,9560.0,-1.0,18401.0,17477.0,17930.0,-1.0,18563.0,13267.0,10000.0,8071.0,18965.0,12107.0,11117.0,26109.0,14760.0,34589.0,3250.0,-1.0,10644.0,31481.0
2004,7500.0,20741.0,21545.0,11136.0,11545.0,13005.0,20330.0,23005.0,8399.0,7209.0,8772.0,1754.0,12801.0,3998.0,20000.0,17314.0,-1.0,6447.0,4972.0,22136.0,-1.0,26923.0,28974.0,-1.0,5987.0,100.0,10972.0,14175.0,12973.0,28446.0,14538.0,15263.0,17568.0,6045.0,25574.0,18164.0,16169.0,-1.0,10373.0,-1.0,23733.0,14625.0,16296.0,22075.0,25104.0,4200.0,8520.0,16007.0,18164.0,10000.0,17361.0,-1.0,19725.0,16316.0,11667.0,27103.0,5866.0,-1.0,-1.0,-1.0,5430.0,25939.0,11930.0,12450.0,10000.0,20000.0,29710.0,26622.0,-1.0,13086.0,18768.0,28404.0,24146.0,4830.0,14905.0,-1.0,8995.0,14333.0,-1.0,-1.0,13096.0,9093.0,19164.0,11714.0,9082.0,20465.0,25092.0,10000.0,14779.0,16251.0,9639.0,-1.0,26595.0,16610.0,20787.0,-1.0,15010.0,13379.0,10000.0,8074.0,21258.0,13333.0,15877.0,34458.0,22136.0,30266.0,3600.0,-1.0,14102.0,35714.0
2005,7778.0,21300.0,24808.0,11538.0,10993.0,13086.0,16489.0,22303.0,11641.0,8403.0,8786.0,2499.0,13006.0,4013.0,20000.0,14265.0,14148.0,5797.0,5627.0,20312.0,-1.0,26923.0,19360.0,-1.0,5966.0,-1.0,10972.0,14527.0,16371.0,26350.0,16201.0,18381.0,5789.0,5792.0,22653.0,17043.0,20000.0,-1.0,11897.0,-1.0,23178.0,20472.0,18167.0,27287.0,24837.0,4231.0,8512.0,11284.0,17043.0,10502.0,17171.0,-1.0,17991.0,15354.0,11525.0,28107.0,6131.0,-1.0,-1.0,-1.0,8048.0,27082.0,16791.0,12000.0,9131.0,20000.0,18069.0,24907.0,-1.0,15315.0,22239.0,28960.0,24067.0,4830.0,15654.0,-1.0,9401.0,20401.0,-1.0,-1.0,15450.0,9343.0,20244.0,72674.0,10734.0,20706.0,28267.0,10000.0,35292.0,17391.0,8931.0,-1.0,23922.0,19646.0,21122.0,-1.0,19450.0,14341.0,10000.0,7500.0,21267.0,17500.0,17786.0,36303.0,20312.0,34000.0,3793.0,-1.0,18108.0,33721.0
2006,7895.0,22000.0,27737.0,12400.0,11421.0,13325.0,16973.0,23796.0,13397.0,9091.0,8909.0,6032.0,12878.0,4026.0,20000.0,15004.0,15144.0,7639.0,6406.0,23023.0,-1.0,26923.0,23319.0,-1.0,5945.0,500.0,12069.0,12445.0,13708.0,26019.0,16873.0,21899.0,4906.0,5538.0,20208.0,16659.0,20000.0,-1.0,8167.0,-1.0,23679.0,16578.0,17625.0,26793.0,27173.0,4091.0,8265.0,11429.0,16659.0,9931.0,16032.0,-1.0,17040.0,15705.0,11500.0,-1.0,6226.0,27421.0,-1.0,10000.0,7844.0,28850.0,16129.0,11287.0,9050.0,15000.0,17885.0,24111.0,-1.0,20132.0,15568.0,28816.0,22619.0,4830.0,15604.0,-1.0,9603.0,18513.0,-1.0,-1.0,15267.0,8841.0,17273.0,33636.0,10628.0,20316.0,25970.0,10000.0,10974.0,17330.0,8910.0,-1.0,19434.0,11500.0,21333.0,-1.0,14962.0,13906.0,10000.0,10883.0,20523.0,20000.0,17076.0,30987.0,23023.0,30817.0,4286.0,-1.0,14319.0,39688.0
