,Australia & New Zealand,USSR,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Serbia,Lebanon,Tajikistan,South Africa,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Micronesia,United Arab Emirates,Hungary,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Lithuania,Cameroon,Netherlands,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Djibouti,Romania,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Philippines,Belgium,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Senegal,Germany,Sweden,Estonia,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Denmark,Switzerland,Mongolia,United States of America,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Yemen,Oman,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Suriname,American Samoa,Brunei Darussalam,Latvia,Ukraine,Kuwait,Montserrat,Guadeloupe,Sri Lanka,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1981,19724.0,1626000.0,271947.0,381.0,-1.0,16794.0,831.0,1018.0,-1.0,270846.0,-1.0,,-1.0,-1.0,2500.0,,65000.0,,20000.0,15400.0,-1.0,-1.0,2200.0,40000.0,,6600.0,-1.0,73800.0,4900.0,375.0,80500.0,-1.0,5990.0,-1.0,-1.0,152228.0,508320.0,510000.0,156.0,46200.0,,302300.0,0.0,,27900.0,140592.0,123412.0,,92200.0,99436.0,350.0,2930.0,,243.0,6595.0,128651.0,,950.0,1200.0,,297000.0,137000.0,800000.0,,-1.0,273610.0,4440000.0,523.0,645.0,10566.0,10920.0,,-1.0,371000.0,-1.0,31858.0,38392.0,-1.0,-1.0,207000.0,,1818.0,10242.0,2509.0,239500.0,1500.0,-1.0,6080.0,,,,-1.0,11999.0,124810.0,606.0,,140795.0,27885.0,,,4519618.0,18000.0,,,-1.0,2500.0,43700.0,25500.0,-1.0,-1.0,,9250.0,77418.0,50800.0,1072000.0,,15800.0,6400.0,-1.0,795460.0,18639.0,,54000.0,,1323.0,9022.0,-1.0,,1808.0,,5700.0,2650.0,,500.0,-1.0,-1.0,,,764.0,66.0,1820.0,20566.0,243.0,6524.0,-1.0,523.0,,128993.0,-1.0
1982,17267.0,1500000.0,282245.0,159.0,-1.0,14667.0,906.0,5915.0,-1.0,210658.0,-1.0,,-1.0,-1.0,2000.0,,71000.0,,23831.0,12100.0,-1.0,-1.0,2230.0,42000.0,,6800.0,-1.0,73220.0,4800.0,371.0,83700.0,-1.0,5124.0,-1.0,-1.0,173278.0,348614.0,550000.0,148.0,46700.0,,292114.0,0.0,,28200.0,161258.0,158554.0,,100000.0,98027.0,350.0,2600.0,,221.0,8083.0,158091.0,,3300.0,1400.0,,235000.0,149000.0,1074949.0,,-1.0,288200.0,4800000.0,521.0,580.0,9652.0,14231.0,,-1.0,375000.0,-1.0,33941.0,36489.0,-1.0,-1.0,244000.0,,1746.0,11020.0,2623.0,277600.0,2000.0,-1.0,6000.0,,,,-1.0,12205.0,127430.0,118.0,,151749.0,29829.0,,,4880336.0,20740.0,,,-1.0,3000.0,59537.0,26000.0,-1.0,-1.0,,10870.0,78106.0,30900.0,1071000.0,,7257.0,7520.0,-1.0,760000.0,11780.0,,55700.0,,1695.0,9455.0,-1.0,,1701.0,,5500.0,3120.0,40.0,761.0,-1.0,-1.0,,,1340.0,40.0,2150.0,17874.0,221.0,6231.0,-1.0,521.0,,143932.0,-1.0
1983,17533.0,1450000.0,350300.0,484.0,-1.0,14833.0,982.0,4956.0,-1.0,204893.0,-1.0,,-1.0,-1.0,2000.0,,76000.0,,23421.0,13600.0,-1.0,-1.0,2500.0,47000.0,,7000.0,-1.0,77690.0,4600.0,367.0,87000.0,-1.0,6486.0,-1.0,-1.0,180564.0,387444.0,600000.0,140.0,45100.0,,282000.0,0.0,,28000.0,141406.0,114060.0,,98300.0,92426.0,350.0,2700.0,,267.0,6412.0,118945.0,,2450.0,2000.0,,222365.0,142227.0,775518.0,,-1.0,281630.0,5000000.0,503.0,700.0,10800.0,12881.0,,-1.0,399000.0,-1.0,44566.0,12410.0,-1.0,-1.0,252000.0,,2586.0,10281.0,1994.0,284000.0,3000.0,-1.0,6000.0,,,,-1.0,12315.0,132580.0,294.0,,146249.0,37800.0,,,5070046.0,26180.0,,,-1.0,4000.0,53700.0,26500.0,-1.0,-1.0,1686.0,17924.0,67546.0,55700.0,1048000.0,,8289.0,7700.0,-1.0,680000.0,17652.0,,60600.0,,1475.0,10085.0,-1.0,,2000.0,,5300.0,3120.0,41.0,603.0,-1.0,-1.0,,,1200.0,50.0,2518.0,22810.0,267.0,6835.0,-1.0,503.0,,158268.0,-1.0
1984,17699.0,1600000.0,236100.0,332.0,-1.0,14699.0,1058.0,7154.0,-1.0,192775.0,-1.0,,-1.0,-1.0,2000.0,,70000.0,,24417.0,13000.0,-1.0,-1.0,2300.0,50000.0,,7000.0,-1.0,86540.0,4500.0,458.0,91000.0,-1.0,7135.0,-1.0,-1.0,138108.0,238159.0,675000.0,80.0,38700.0,,281000.0,0.0,,25000.0,139067.0,77558.0,,107900.0,103278.0,350.0,3000.0,,268.0,6235.0,105510.0,,3500.0,1348.0,,276433.0,141750.0,811568.0,,-1.0,262347.0,5300000.0,558.0,730.0,10960.0,13465.0,,-1.0,382000.0,-1.0,34242.0,19720.0,-1.0,-1.0,256000.0,,2095.0,11029.0,2026.0,357800.0,4000.0,-1.0,5800.0,,,,-1.0,12000.0,120190.0,310.0,,101085.0,26088.0,,,5370211.0,30858.0,,,-1.0,5000.0,41925.0,26800.0,-1.0,-1.0,1725.0,17332.0,67911.0,53700.0,1070000.0,,8364.0,8530.0,-1.0,560850.0,25989.0,,67589.0,,1560.0,10727.0,-1.0,,307.0,,6000.0,2861.0,21.0,777.0,-1.0,-1.0,,,2526.0,53.0,3111.0,26485.0,268.0,7276.0,-1.0,558.0,,168842.0,-1.0
1985,18467.0,1450000.0,295200.0,466.0,-1.0,15167.0,1133.0,11843.0,-1.0,206483.0,-1.0,,-1.0,-1.0,2000.0,,80000.0,,24657.0,15700.0,-1.0,-1.0,2020.0,55000.0,,7000.0,-1.0,78230.0,4800.0,592.0,91500.0,-1.0,11881.0,-1.0,-1.0,268399.0,141798.0,780000.0,275.0,48000.0,,308000.0,0.0,,16000.0,186469.0,38551.0,,106300.0,92703.0,350.0,3300.0,,333.0,7638.0,75554.0,,3800.0,2500.0,,300000.0,113298.0,1039275.0,,-1.0,287719.0,5500000.0,636.0,750.0,10500.0,12843.0,,-1.0,389000.0,-1.0,30404.0,22037.0,-1.0,-1.0,275000.0,,2334.0,9209.0,2074.0,410500.0,7000.0,-1.0,5580.0,,,,-1.0,11439.0,123400.0,522.0,,128508.0,24879.0,,,5571802.0,32555.0,,,-1.0,6000.0,69000.0,27000.0,-1.0,-1.0,1328.0,35216.0,69782.0,52700.0,1033000.0,,8509.0,8224.0,-1.0,630000.0,61935.0,,71209.0,,2000.0,11470.0,-1.0,,321.0,,6300.0,3522.0,34.0,709.0,-1.0,-1.0,,,7912.0,55.0,3022.0,25692.0,333.0,7996.0,-1.0,636.0,,149991.0,-1.0
1986,19089.0,1490000.0,219800.0,621.0,-1.0,15389.0,1209.0,12626.0,-1.0,200000.0,-1.0,,-1.0,-1.0,2000.0,,85000.0,,25000.0,20500.0,-1.0,-1.0,2100.0,58000.0,,7000.0,-1.0,86480.0,4575.0,501.0,93000.0,-1.0,13182.0,-1.0,-1.0,293000.0,291678.0,750000.0,200.0,51050.0,,338000.0,0.0,,33500.0,155966.0,102354.0,,110300.0,85013.0,350.0,3700.0,,394.0,5500.0,131021.0,,3500.0,1536.0,,250000.0,126496.0,1124225.0,,-1.0,280942.0,5600000.0,549.0,780.0,10000.0,15028.0,,-1.0,438000.0,-1.0,33946.0,27227.0,-1.0,-1.0,214000.0,,3523.0,9842.0,2074.0,367900.0,10000.0,-1.0,5600.0,,,,-1.0,12480.0,124480.0,660.0,,136039.0,29690.0,,,5671403.0,31698.0,,,-1.0,10000.0,64263.0,27000.0,-1.0,-1.0,1611.0,38230.0,69303.0,63200.0,1040000.0,,9755.0,8268.0,-1.0,580190.0,70420.0,,75742.0,,1525.0,13384.0,-1.0,,299.0,,8000.0,3510.0,49.0,654.0,-1.0,-1.0,,,22100.0,55.0,2176.0,22865.0,394.0,8677.0,-1.0,549.0,,125009.0,-1.0
1987,18750.0,1460000.0,271273.0,612.0,-1.0,15550.0,1088.0,10998.0,-1.0,200000.0,-1.0,,-1.0,-1.0,1800.0,,90000.0,,25447.0,24400.0,-1.0,-1.0,1890.0,61000.0,,7200.0,-1.0,82140.0,3486.0,500.0,93500.0,-1.0,13553.0,-1.0,200.0,267976.0,353036.0,800000.0,135.0,48400.0,,275000.0,0.0,,31700.0,164050.0,91832.0,,112200.0,173226.0,350.0,3200.0,,136.0,4800.0,156202.0,,3910.0,3018.0,,260000.0,136696.0,1046890.0,,50.0,354356.0,5760000.0,409.0,800.0,12000.0,18898.0,,-1.0,395000.0,-1.0,39310.0,26102.0,-1.0,-1.0,214000.0,,2125.0,9561.0,1880.0,323000.0,13000.0,-1.0,5600.0,,,,-1.0,12480.0,116800.0,517.0,,119537.0,18001.0,,,5836335.0,20813.0,,,-1.0,15000.0,67232.0,28000.0,-1.0,-1.0,1200.0,43030.0,74445.0,60700.0,1026000.0,,10000.0,7533.0,-1.0,576470.0,91381.0,,79000.0,,3235.0,13350.0,-1.0,,445.0,,9000.0,3800.0,51.0,1100.0,-1.0,-1.0,,,35640.0,60.0,2176.0,20427.0,136.0,9083.0,-1.0,409.0,,165030.0,-1.0
1988,20463.0,1470000.0,253372.0,633.0,-1.0,17763.0,979.0,11093.0,-1.0,205000.0,-1.0,,-1.0,-1.0,1600.0,,100000.0,,22478.0,21700.0,-1.0,-1.0,1370.0,63000.0,,7300.0,-1.0,84900.0,4027.0,500.0,95000.0,-1.0,8565.0,-1.0,220.0,307000.0,495676.0,800000.0,161.0,41950.0,,265000.0,0.0,,34000.0,166800.0,102575.0,,124700.0,200989.0,350.0,2700.0,,278.0,3976.0,159293.0,,4800.0,3000.0,,276661.0,113699.0,504660.0,,50.0,356424.0,5900000.0,497.0,800.0,11000.0,18071.0,,-1.0,413000.0,-1.0,44818.0,24971.0,-1.0,-1.0,244000.0,,3658.0,11229.0,1700.0,290900.0,16000.0,-1.0,5800.0,,,,-1.0,12990.0,113430.0,577.0,,148602.0,15694.0,,,5965609.0,36850.0,,,-1.0,17500.0,68001.0,28000.0,-1.0,-1.0,1100.0,43530.0,64239.0,83150.0,975300.0,,10000.0,9400.0,-1.0,591100.0,93770.0,,86800.0,,3160.0,13325.0,-1.0,,402.0,,7500.0,3890.0,52.0,1309.0,-1.0,-1.0,,,41742.0,60.0,2950.0,22854.0,278.0,9144.0,-1.0,497.0,,155296.0,-1.0
1989,20468.0,1358000.0,183700.0,673.0,-1.0,17168.0,1089.0,7801.0,-1.0,205000.0,325.0,,-1.0,-1.0,1500.0,,115000.0,,23288.0,25000.0,-1.0,-1.0,1670.0,64000.0,,7400.0,-1.0,96300.0,3850.0,429.0,98000.0,-1.0,8202.0,-1.0,275.0,324386.0,352465.0,800000.0,180.0,60500.0,,290000.0,0.0,,36500.0,162500.0,63168.0,,132900.0,212383.0,350.0,3300.0,,270.0,6158.0,76559.0,,4200.0,3000.0,,267161.0,106249.0,844975.0,,50.0,346082.0,6130000.0,480.0,818.0,11800.0,14011.0,,-1.0,437500.0,-1.0,45000.0,19559.0,-1.0,-1.0,183000.0,,1589.0,10891.0,1898.0,342800.0,19000.0,-1.0,6000.0,,,,-1.0,14218.0,108570.0,981.0,,156818.0,16060.0,,,6183105.0,32022.0,,,-1.0,21800.0,53087.0,29000.0,-1.0,-1.0,1200.0,50404.0,51435.0,86170.0,975000.0,,10000.0,8317.0,-1.0,583000.0,90542.0,,87495.0,,5125.0,14544.0,-1.0,,431.0,,7500.0,4000.0,55.0,2076.0,-1.0,-1.0,,,57710.0,60.0,3290.0,25074.0,270.0,8769.0,-1.0,480.0,,128005.0,-1.0
1990,23197.0,1360000.0,173200.0,436.0,-1.0,17997.0,1199.0,8366.0,-1.0,206000.0,58.0,,-1.0,-1.0,1200.0,,140000.0,,20152.0,25000.0,31000.0,-1.0,1920.0,65000.0,,7500.0,-1.0,121768.0,4125.0,391.0,102000.0,-1.0,8115.0,-1.0,280.0,255156.0,387547.0,1000000.0,200.0,47900.0,,267000.0,-1.0,,37000.0,163770.0,79618.0,,133700.0,216130.0,352.0,5200.0,,265.0,6963.0,95524.0,,4200.0,2399.0,,297771.0,101194.0,1484721.0,,45.0,330225.0,6740000.0,450.0,820.0,13000.0,11183.0,,30000.0,448100.0,-1.0,45000.0,23276.0,-1.0,5.0,79463.0,,2859.0,11049.0,1961.0,361800.0,22000.0,9.0,4872.0,,,,-1.0,15025.0,109578.0,1048.0,,124560.0,19741.0,,,6789729.0,33087.0,,,5000.0,37421.0,54341.0,30673.0,7930.0,400.0,1800.0,28776.0,47809.0,93756.0,931100.0,,10000.0,9445.0,-1.0,592830.0,83410.0,,105021.0,,4865.0,11149.0,2600.0,,350.0,,9000.0,3280.0,54.0,2516.0,-1.0,430.0,,,34263.0,65.0,2500.0,25830.0,265.0,8532.0,20000.0,450.0,,149274.0,-1.0
1991,17883.0,1435000.0,143435.0,353.0,-1.0,13883.0,1256.0,11924.0,-1.0,207000.0,60.0,,50.0,-1.0,1100.0,,157784.0,,20420.0,32500.0,34000.0,-1.0,1280.0,67000.0,,7600.0,-1.0,77970.0,4800.0,426.0,105690.0,-1.0,6885.0,-1.0,105.0,268201.0,463156.0,1010000.0,230.0,66808.0,,250299.0,-1.0,,30000.0,189200.0,113229.0,,147500.0,267146.0,286.0,4000.0,,260.0,10468.0,108211.0,,4250.0,4000.0,,270936.0,123345.0,799716.0,,2.0,336276.0,7415000.0,542.0,825.0,13800.0,13667.0,,40000.0,475800.0,-1.0,45000.0,24326.0,-1.0,5.0,61638.0,,2982.0,11889.0,1966.0,297670.0,18000.0,0.0,5599.0,,,,-1.0,15155.0,100282.0,1158.0,,123879.0,15433.0,,,7466203.0,35194.0,,,10000.0,30210.0,56246.0,26585.0,7960.0,600.0,1900.0,34978.0,49923.0,94453.0,889100.0,,12044.0,9788.0,-1.0,565200.0,96070.0,,108398.0,,4765.0,11128.0,3200.0,,504.0,,8500.0,3610.0,50.0,4218.0,-1.0,620.0,,,5000.0,69.0,2500.0,19087.0,260.0,8438.0,20832.0,542.0,,151534.0,-1.0
1992,19113.0,,157588.0,572.0,-1.0,15628.0,1315.0,13417.0,-1.0,208000.0,348.0,,210.0,-1.0,1000.0,,151753.0,9500.0,18823.0,32300.0,47000.0,-1.0,1580.0,70000.0,3747.0,7700.0,-1.0,86890.0,4538.0,400.0,109000.0,-1.0,9137.0,-1.0,240.0,268436.0,395493.0,1050000.0,250.0,67700.0,,270310.0,-1.0,26736.0,33000.0,155200.0,101201.0,,146300.0,273041.0,287.0,3485.0,,262.0,15960.0,99137.0,55000.0,3600.0,4500.0,12000.0,217784.0,,1057400.0,123000.0,3.0,328654.0,7600000.0,482.0,830.0,12500.0,16401.0,10000.0,50000.0,506700.0,-1.0,45000.0,21877.0,-1.0,5.0,99320.0,3000.0,2634.0,11578.0,1779.0,375000.0,16000.0,5.0,5747.0,,,,-1.0,15150.0,103885.0,1346.0,,141400.0,13245.0,8811.0,197200.0,7651519.0,37704.0,-1.0,43000.0,15000.0,16165.0,34214.0,25109.0,8760.0,550.0,2500.0,36635.0,49939.0,74328.0,898900.0,81000.0,8100.0,8600.0,500.0,921600.0,110096.0,20000.0,115424.0,60000.0,4545.0,11804.0,2700.0,-1.0,489.0,330000.0,7500.0,3329.0,57.0,4747.0,-1.0,490.0,15000.0,386800.0,9437.0,70.0,4296.0,17502.0,262.0,7297.0,21048.0,482.0,16222.0,119494.0,-1.0
1993,17017.0,,164700.0,329.0,2180.0,14017.0,1400.0,13542.0,-1.0,210000.0,364.0,-1.0,50.0,-1.0,500.0,,155000.0,8500.0,19791.0,15500.0,52000.0,-1.0,1370.0,60000.0,4124.0,7700.0,-1.0,89690.0,4671.0,583.0,111000.0,-1.0,12539.0,501.0,165.0,418000.0,376615.0,1050000.0,231.0,48900.0,,247000.0,2180.0,20874.0,47000.0,182900.0,,40300.0,141400.0,348547.0,287.0,3000.0,,262.0,15840.0,89389.0,56000.0,3000.0,5000.0,8900.0,283480.0,,1184655.0,100500.0,5.0,335700.0,9200000.0,560.0,851.0,12600.0,21241.0,20000.0,60000.0,515000.0,50.0,34000.0,20531.0,-1.0,6.0,111414.0,5000.0,2510.0,11950.0,1404.0,350000.0,13000.0,26.0,6249.0,,,54746.0,-1.0,15470.0,105270.0,890.0,,118600.0,27700.0,5227.0,171600.0,9253084.0,39200.0,-1.0,36000.0,20000.0,19200.0,45957.0,23856.0,25452.0,400.0,2300.0,32436.0,51714.0,82400.0,835500.0,114000.0,7722.0,8560.0,800.0,955900.0,128261.0,30000.0,108655.0,55000.0,5497.0,11728.0,2000.0,-1.0,675.0,328000.0,7000.0,3681.0,82.0,5100.0,-1.0,900.0,18000.0,636000.0,25407.0,70.0,4290.0,18312.0,262.0,6392.0,21000.0,560.0,20908.0,104001.0,-1.0
1994,16000.0,,131863.0,516.0,391.0,14000.0,1500.0,13046.0,3535.0,215000.0,36.0,-1.0,989.0,-1.0,175.0,,178000.0,8600.0,15307.0,19000.0,57000.0,-1.0,1729.0,65000.0,4696.0,7800.0,-1.0,96260.0,4635.0,606.0,113000.0,-1.0,15980.0,2230.0,225.0,530000.0,365963.0,1140000.0,219.0,48438.0,,290000.0,391.0,19258.0,50000.0,184500.0,,39000.0,142300.0,303436.0,286.0,2000.0,,270.0,13193.0,92971.0,45000.0,3000.0,5500.0,11000.0,262017.0,,1226736.0,90000.0,11.0,338908.0,10500000.0,581.0,874.0,12300.0,3335.0,10000.0,70000.0,536700.0,55.0,48000.0,21696.0,-1.0,6.0,100000.0,10000.0,3917.0,11398.0,1500.0,340000.0,10000.0,30.0,6941.0,,,51287.0,100.0,15820.0,104610.0,1961.0,,148800.0,27700.0,6000.0,168000.0,10543908.0,41200.0,-1.0,30000.0,30000.0,26125.0,35068.0,22000.0,25500.0,417.0,2400.0,40469.0,42179.0,83500.0,865500.0,124000.0,7700.0,7200.0,700.0,1001800.0,132304.0,20000.0,111000.0,50000.0,5847.0,10570.0,1900.0,-1.0,367.0,330000.0,7500.0,3720.0,59.0,5500.0,-1.0,960.0,15000.0,516000.0,16080.0,75.0,4290.0,25206.0,270.0,10985.0,21339.0,581.0,24080.0,98586.0,-1.0
1995,15144.0,,141900.0,527.0,1000.0,14144.0,1433.0,13000.0,3410.0,220000.0,58.0,500.0,72.0,-1.0,55.0,,187520.0,8600.0,15321.0,19000.0,41000.0,-1.0,1290.0,60000.0,6581.0,7900.0,-1.0,99400.0,5000.0,606.0,114000.0,-1.0,18597.0,1876.0,250.0,631326.0,406100.0,1250000.0,200.0,44445.0,,330000.0,1000.0,20800.0,43355.0,181700.0,,21800.0,148263.0,337348.0,295.0,1000.0,,276.0,13612.0,93747.0,33410.0,3000.0,6000.0,15400.0,310975.0,,1286120.0,95000.0,16.0,341674.0,11525000.0,635.0,900.0,14000.0,4358.0,2500.0,80000.0,508000.0,60.0,34020.0,24876.0,-1.0,7.0,124000.0,7500.0,3697.0,11413.0,1563.0,345000.0,5500.0,135.0,6806.0,,,45769.0,100.0,16445.0,97680.0,3861.0,,172000.0,27700.0,4567.0,154000.0,11576834.0,40200.0,-1.0,35000.0,40000.0,23340.0,95400.0,21777.0,25000.0,403.0,2500.0,44472.0,50544.0,94000.0,826400.0,120000.0,7300.0,7500.0,900.0,1008000.0,148734.0,20300.0,89700.0,50000.0,7160.0,10683.0,2500.0,-1.0,1428.0,450000.0,7447.0,3800.0,66.0,4800.0,-1.0,1200.0,14000.0,668700.0,23173.0,71.0,3390.0,27000.0,276.0,13144.0,22000.0,635.0,20000.0,157803.0,-1.0
1996,16523.0,,125427.0,530.0,1081.0,16523.0,1501.0,13500.0,3410.0,210000.0,32.0,498.0,435.0,-1.0,20.0,,219014.0,7000.0,16133.0,21000.0,38000.0,-1.0,1300.0,63975.0,6784.0,8000.0,-1.0,114530.0,5500.0,603.0,115000.0,-1.0,17407.0,1934.0,295.0,614381.0,310000.0,1300000.0,207.0,32675.0,,360000.0,1081.0,20488.0,40000.0,151900.0,,25000.0,139800.0,359708.0,300.0,0.0,,283.0,11828.0,101983.0,40000.0,3000.0,6500.0,20300.0,343120.0,,1065000.0,102000.0,23.0,389000.0,13300000.0,660.0,950.0,13000.0,4620.0,12100.0,90000.0,505100.0,60.0,51706.0,25979.0,-1.0,7.0,110000.0,8000.0,3452.0,11057.0,1550.0,342000.0,6000.0,100.0,8764.0,,,52768.0,150.0,17000.0,102300.0,4583.0,,124862.0,32400.0,3513.0,141000.0,13353765.0,38352.0,-1.0,48000.0,60000.0,34410.0,74184.0,22637.0,25500.0,408.0,2000.0,42390.0,52465.0,105700.0,822900.0,140000.0,11500.0,7000.0,700.0,957700.0,146654.0,33900.0,85600.0,57003.0,6273.0,11457.0,2800.0,-1.0,1450.0,500000.0,7000.0,3513.0,70.0,4300.0,-1.0,1340.0,12000.0,691100.0,22238.0,72.0,4060.0,26000.0,283.0,15092.0,24014.0,660.0,25884.0,118255.0,99165.0
1997,15876.0,,105700.0,535.0,1111.0,15876.0,1572.0,14000.0,2750.0,215133.0,87.0,538.0,700.0,4000.0,0.0,,166249.0,6200.0,16307.0,22000.0,43000.0,-1.0,1500.0,64185.0,6625.0,8000.0,-1.0,116610.0,5700.0,704.0,116000.0,-1.0,13505.0,784.0,340.0,489595.0,335000.0,1400000.0,208.0,30200.0,,398000.0,1111.0,18000.0,50000.0,171000.0,,24000.0,140229.0,332877.0,292.0,0.0,,294.0,12552.0,119053.0,53000.0,3200.0,7000.0,29400.0,413375.0,,1037687.0,125000.0,29.0,490000.0,14200000.0,646.0,960.0,13500.0,13536.0,17500.0,100000.0,485000.0,65.0,51000.0,39843.0,-1.0,7.0,110000.0,10000.0,2684.0,10431.0,1588.0,340000.0,10000.0,105.0,8488.0,,,56295.0,100.0,18000.0,110300.0,4827.0,-1.0,134845.0,32400.0,6888.0,134600.0,14263885.0,43400.0,-1.0,35000.0,80000.0,29300.0,62204.0,22670.0,25000.0,411.0,1700.0,35352.0,62385.0,102390.0,797600.0,172300.0,11500.0,6800.0,1000.0,1087300.0,121539.0,35000.0,82000.0,49036.0,8827.0,10134.0,2000.0,-1.0,1400.0,590000.0,8683.0,3440.0,70.0,4400.0,-1.0,1330.0,6300.0,682600.0,26537.0,72.0,2620.0,27000.0,294.0,14057.0,30330.0,646.0,28576.0,134353.0,112383.0
1998,16025.0,,126700.0,540.0,1115.0,16025.0,1646.0,15949.0,3695.0,215000.0,128.0,580.0,70.0,4796.0,1.0,,142800.0,5800.0,15000.0,28000.0,48000.0,-1.0,2000.0,63500.0,4790.0,8000.0,-1.0,148770.0,5687.0,779.0,117000.0,720.0,14691.0,595.0,495.0,506889.0,400000.0,1475000.0,210.0,26700.0,,450000.0,1115.0,22000.0,55000.0,167000.0,,40198.0,143400.0,408317.0,290.0,0.0,,309.0,15003.0,125583.0,26830.0,3200.0,7500.0,35800.0,430000.0,,1291000.0,136219.0,33.0,446600.0,15000000.0,565.0,950.0,16000.0,18503.0,17900.0,110000.0,445000.0,70.0,77491.0,39038.0,-1.0,7.0,116000.0,9000.0,3861.0,10649.0,1600.0,344000.0,15000.0,178.0,9125.0,,,48676.0,100.0,18000.0,66800.0,2324.0,-1.0,132824.0,32400.0,5594.0,135700.0,15077451.0,37527.0,-1.0,40000.0,100000.0,36215.0,93287.0,22592.0,25000.0,414.0,1600.0,41983.0,75451.0,115480.0,746300.0,144500.0,11500.0,6500.0,1500.0,1049500.0,135560.0,30000.0,84000.0,53349.0,7965.0,13111.0,2300.0,-1.0,1400.0,750000.0,8518.0,3374.0,70.0,1550.0,272.0,1260.0,3100.0,627100.0,32608.0,72.0,2669.0,28000.0,309.0,16299.0,30981.0,837.0,36955.0,193276.0,108412.0
1999,17920.0,,93814.0,551.0,1119.0,17920.0,1806.0,17288.0,3695.0,210000.0,103.0,624.0,857.0,5000.0,1.0,,119300.0,6800.0,14000.0,28000.0,37000.0,-1.0,2500.0,64643.0,5578.0,8000.0,-1.0,164070.0,6000.0,837.0,118000.0,730.0,15378.0,428.0,1020.0,431950.0,385000.0,1650000.0,212.0,25413.0,,563970.0,1119.0,24855.0,52000.0,157000.0,,40697.0,147100.0,418796.0,280.0,0.0,,333.0,16926.0,125791.0,32050.0,4000.0,8000.0,45900.0,476071.0,,1367430.0,162000.0,39.0,412000.0,16500000.0,937.0,960.0,18500.0,18068.0,14200.0,121112.0,455000.0,75.0,102001.0,44517.0,-1.0,7.0,145000.0,10000.0,2494.0,10946.0,1650.0,411000.0,28080.0,172.0,9292.0,,,52108.0,250.0,19000.0,47400.0,6325.0,-1.0,146378.0,36615.0,6130.0,151100.0,16576076.0,44115.0,-1.0,55300.0,126000.0,26020.0,68105.0,23000.0,25500.0,410.0,1600.0,46329.0,73576.0,108300.0,765900.0,178500.0,11500.0,7000.0,1500.0,1110760.0,133000.0,42000.0,84000.0,70734.0,8693.0,13713.0,1100.0,-1.0,1450.0,850000.0,8405.0,3309.0,75.0,1400.0,300.0,1400.0,7500.0,641100.0,28607.0,72.0,3918.0,26682.0,333.0,17347.0,15912.0,1237.0,25000.0,170660.0,108994.0
