,USSR,Cambodia,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Nigeria,Romania,Serbia,Solomon Islands,Lebanon,Papua New Guinea,Peru,Micronesia,Togo,Tunisia,Albania,Brazil,Mozambique,Democratic People's Republic of Korea,Slovenia,El Salvador,Hungary,Argentina,Colombia,New Caledonia,Tajikistan,India,Swaziland,Indonesia,Poland,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,France,Republic of Korea,New Zealand,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,Spain,"China, mainland",Nepal,Madagascar,Cyprus,Guinea-Bissau,Bosnia and Herzegovina,Cameroon,Guatemala,Slovakia,United States of America,Bhutan,Turkmenistan,Dominica,Iraq,Czechia,United Republic of Tanzania,Philippines,Belgium,Kiribati,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Germany,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Morocco,Mongolia,Chile,Honduras,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,Austria,Israel,Japan,Maldives,Belarus,Afghanistan,Switzerland,Trinidad and Tobago,Georgia,Azerbaijan,Yemen,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Latvia,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1987,70200.0,840.0,170.0,4400.0,4400.0,12241.0,22400.0,0.0,,26800.0,40100.0,2800.0,,200.0,1860.0,8400.0,7515.0,295.0,250.0,164007.0,3500.0,820.0,61000.0,8100.0,,2800.0,7715.0,3535.0,0.0,,,544998.0,0.0,165632.0,0.0,449789.0,542.0,,3000.0,58000.0,1600.0,8600.0,,3867.0,78730.0,12500.0,36665.0,31810.0,0.0,1673.0,48.0,,,5000.0,28700.0,34867.0,24200.0,163686.0,,0.0,2600.0,618881.0,167600.0,0.0,13000.0,4368.0,55000.0,,50.0,1890.0,,332000.0,0.0,,,3020.0,,40900.0,13880.0,,250.0,,60000.0,1000.0,,229078.0,2000.0,5250.0,10000.0,,167600.0,3000.0,,,100300.0,0.0,7200.0,750.0,0.0,250.0,,2200.0,21000.0,4500.0,4260.0,40600.0,280.0,,12700.0,2200.0,,,,144.0,131300.0,,62763.0,18000.0,,3500.0,,190.0,,27000.0,45.0,30000.0,,15920.0,0.0,0.0,2300.0
1988,76300.0,840.0,170.0,5100.0,5100.0,12321.0,24136.0,0.0,,38300.0,40100.0,2500.0,,200.0,2050.0,8600.0,5535.0,295.0,250.0,168792.0,3500.0,860.0,75000.0,8100.0,,2800.0,7690.0,3535.0,0.0,,,549395.0,0.0,185621.0,0.0,456006.0,533.0,,3000.0,58000.0,1700.0,8800.0,,5231.0,76895.0,12500.0,34100.0,37040.0,0.0,1500.0,51.0,,,5000.0,32500.0,35448.0,23000.0,176361.0,,0.0,2600.0,607800.0,179400.0,0.0,13300.0,4430.0,55000.0,,60.0,1890.0,,336011.0,0.0,,,3020.0,,40900.0,14040.0,,250.0,,60000.0,1300.0,,213535.0,5700.0,5280.0,10000.0,,179400.0,6000.0,,,108600.0,0.0,9000.0,1100.0,0.0,430.0,,2200.0,21370.0,4500.0,4200.0,35900.0,285.0,,12350.0,2100.0,,,,142.0,98300.0,,63710.0,18000.0,,3000.0,,360.0,,29500.0,45.0,20000.0,,15790.0,0.0,0.0,2300.0
1989,80400.0,1000.0,170.0,7400.0,7400.0,12499.0,21600.0,0.0,,37900.0,40100.0,2500.0,,200.0,2320.0,8800.0,9589.0,295.0,400.0,175821.0,3500.0,860.0,85000.0,8500.0,,2800.0,7565.0,3535.0,0.0,,,553787.0,0.0,205177.0,0.0,453090.0,525.0,,3000.0,58000.0,1700.0,9000.0,,7186.0,75400.0,12500.0,28420.0,37235.0,0.0,1500.0,52.0,,,5000.0,33100.0,35277.0,25100.0,185026.0,,0.0,2600.0,626580.0,160400.0,0.0,13900.0,4515.0,80000.0,,70.0,2240.0,,335480.0,0.0,,,3020.0,,40900.0,11748.0,,250.0,,60000.0,1200.0,,218087.0,7500.0,5140.0,12000.0,,160400.0,6000.0,,,108900.0,0.0,9300.0,1260.0,0.0,490.0,,2400.0,23610.0,4500.0,4220.0,38300.0,200.0,,11100.0,1700.0,,,,135.0,111600.0,,64090.0,18000.0,,3000.0,,360.0,,28000.0,45.0,40000.0,,17723.0,0.0,0.0,2300.0
1990,83330.0,1289.0,180.0,8000.0,8000.0,12541.0,21985.0,-1.0,,24700.0,52500.0,2412.0,,200.0,2437.0,9000.0,6134.0,295.0,650.0,173761.0,3528.0,585468.0,40000.0,8479.0,,2800.0,7161.0,4090.0,-1.0,,,555469.0,-1.0,234806.0,200.0,462688.0,522.0,220.0,3000.0,58000.0,1900.0,9200.0,,5300.0,73870.0,12058.0,28650.0,39010.0,0.0,1500.0,51.0,,,4841.0,35400.0,41468.0,24113.0,216700.0,,-1.0,2600.0,630164.0,157613.0,720.0,14300.0,4570.0,80000.0,,100.0,2730.0,,332360.0,-1.0,,-1.0,3124.0,,41000.0,28146.0,,250.0,,61960.0,8356.0,,217450.0,5000.0,5120.0,22000.0,,157613.0,6500.0,,,112149.0,-1.0,10400.0,1050.0,-1.0,800.0,,2200.0,25010.0,5000.0,3926.0,37600.0,208.0,,11737.0,800.0,,,,176.0,141700.0,,65380.0,20908.0,,3000.0,,700.0,,26000.0,45.0,30000.0,,17100.0,-1.0,-1.0,2300.0
1991,85857.0,984.0,170.0,11135.0,10261.0,16677.0,27800.0,-1.0,,36300.0,77500.0,2400.0,,200.0,2650.0,9000.0,6007.0,295.0,400.0,181063.0,3300.0,647774.0,54000.0,8746.0,,2800.0,6763.0,3460.0,-1.0,,,557649.0,-1.0,290122.0,188.0,443021.0,522.0,220.0,3000.0,58000.0,1931.0,9200.0,,5800.0,69910.0,12268.0,23061.0,39346.0,874.0,1500.0,46.0,,,5712.0,39100.0,38648.0,24035.0,228252.0,,-1.0,2600.0,651847.0,184356.0,750.0,15100.0,4570.0,64580.0,,110.0,3850.0,,336810.0,-1.0,,-1.0,3196.0,,61000.0,27828.0,,250.0,,58000.0,8988.0,,221905.0,12500.0,5120.0,30200.0,,184356.0,7500.0,,,114386.0,-1.0,11636.0,1114.0,-1.0,800.0,,2200.0,24240.0,4030.0,3818.0,36700.0,185.0,,11049.0,600.0,,,,176.0,156692.0,,69260.0,12427.0,,3000.0,,700.0,,25000.0,45.0,40000.0,,16701.0,-1.0,-1.0,2300.0
1992,,1050.0,170.0,11915.0,11057.0,17761.0,28118.0,-1.0,,28633.0,92500.0,2600.0,,200.0,2746.0,9200.0,5546.0,295.0,750.0,198599.0,3703.0,698533.0,85000.0,8550.0,262.0,3500.0,6209.0,3631.0,-1.0,,8050.0,559949.0,-1.0,294486.0,400.0,437946.0,510.0,220.0,2740.0,58000.0,1877.0,9400.0,2244.0,6400.0,67300.0,15481.0,25488.0,43980.0,859.0,1500.0,39.0,,11800.0,5714.0,44400.0,39388.0,,241895.0,-1.0,-1.0,2600.0,635433.0,181945.0,770.0,16300.0,4580.0,80000.0,3740.0,110.0,3920.0,,322110.0,-1.0,1600.0,-1.0,3604.0,,61000.0,28025.0,,250.0,,57371.0,9188.0,,218624.0,8500.0,5120.0,42200.0,7000.0,181945.0,7500.0,11935.0,-1.0,122700.0,-1.0,11569.0,1130.0,-1.0,660.0,4300.0,2210.0,24970.0,5324.0,3730.0,35500.0,203.0,4800.0,11200.0,1400.0,,13900.0,20900.0,176.0,33800.0,5000.0,73920.0,21708.0,-1.0,2839.0,19900.0,938.0,,24000.0,45.0,45000.0,5225.0,14606.0,-1.0,-1.0,2300.0
1993,,1150.0,170.0,11783.0,11783.0,18424.0,29855.0,-1.0,58500.0,22637.0,122500.0,3609.0,,200.0,3503.0,9400.0,5574.0,295.0,450.0,198652.0,3796.0,729890.0,45000.0,8050.0,275.0,3990.0,5314.0,3631.0,-1.0,,7093.0,587500.0,-1.0,316024.0,500.0,458370.0,477.0,253.0,2800.0,,2100.0,9600.0,2162.0,6500.0,65895.0,,26038.0,33710.0,-1.0,1500.0,38.0,,12350.0,5715.0,31100.0,40056.0,,289614.0,-1.0,-1.0,2600.0,651037.0,259778.0,800.0,14500.0,4585.0,75000.0,4280.0,110.0,4200.0,4000.0,350970.0,-1.0,1832.0,-1.0,3706.0,4500.0,61000.0,27825.0,,250.0,,56000.0,6680.0,,217899.0,10500.0,5120.0,57200.0,7500.0,259778.0,7500.0,12291.0,-1.0,123500.0,-1.0,11455.0,1146.0,-1.0,542.0,4019.0,2300.0,25880.0,6405.0,3610.0,34400.0,220.0,6024.0,11200.0,450.0,,14700.0,23350.0,176.0,71105.0,8000.0,66809.0,18944.0,-1.0,2000.0,22490.0,1030.0,-1.0,24502.0,45.0,70000.0,5872.0,12777.0,-1.0,-1.0,2300.0
1994,,1173.0,170.0,11847.0,11847.0,19676.0,31816.0,-1.0,58500.0,17800.0,137500.0,2600.0,,200.0,3685.0,9500.0,5477.0,305.0,480.0,202054.0,3471.0,684665.0,45000.0,8153.0,255.0,4000.0,6018.0,3669.0,-1.0,,7114.0,593400.0,-1.0,357098.0,400.0,463988.0,258.0,262.0,2300.0,,2145.0,9700.0,2130.0,6489.0,71100.0,,25545.0,44150.0,-1.0,1500.0,38.0,,11108.0,5716.0,33730.0,41699.0,,301625.0,-1.0,-1.0,3600.0,646730.0,259050.0,830.0,16000.0,3650.0,80000.0,3999.0,110.0,4270.0,3900.0,343130.0,-1.0,1900.0,-1.0,3608.0,4400.0,61000.0,29909.0,,260.0,,54970.0,6700.0,-1.0,204406.0,9000.0,5120.0,67200.0,8297.0,259050.0,7800.0,12569.0,-1.0,130200.0,-1.0,11553.0,1161.0,-1.0,660.0,4122.0,2100.0,26130.0,5693.0,3290.0,33300.0,250.0,5869.0,11200.0,800.0,,12700.0,22650.0,176.0,90100.0,18000.0,71002.0,17684.0,-1.0,2000.0,18435.0,1560.0,-1.0,23000.0,45.0,70000.0,4919.0,10074.0,-1.0,-1.0,2300.0
1995,,1200.0,170.0,13885.0,13885.0,19890.0,33164.0,-1.0,59000.0,17632.0,160540.0,2606.0,,220.0,4462.0,9500.0,6197.0,305.0,850.0,203252.0,3435.0,703786.0,55000.0,7944.0,170.0,4300.0,5051.0,3708.0,-1.0,-1.0,7057.0,605800.0,-1.0,368378.0,500.0,479515.0,260.0,266.0,2394.0,,2181.0,9720.0,1930.0,7000.0,72000.0,,25049.0,42899.0,-1.0,2344.0,38.0,,10351.0,5717.0,34700.0,46836.0,,354903.0,600.0,-1.0,5380.0,639983.0,268249.0,850.0,15900.0,3730.0,90000.0,3861.0,110.0,4410.0,3800.0,347980.0,-1.0,2100.0,,3465.0,4678.0,66000.0,30453.0,,260.0,,53000.0,6300.0,-1.0,201404.0,13732.0,5120.0,102249.0,9073.0,268249.0,8359.0,10948.0,-1.0,135500.0,-1.0,11660.0,1176.0,-1.0,503.0,4248.0,2000.0,24860.0,5972.0,3110.0,30100.0,300.0,5766.0,11200.0,785.0,,10800.0,22000.0,182.0,94821.0,18000.0,71009.0,24000.0,-1.0,2062.0,24400.0,1917.0,-1.0,19588.0,45.0,145382.0,5334.0,7858.0,-1.0,-1.0,2374.0
1996,,1184.0,170.0,13928.0,13928.0,19943.0,35000.0,-1.0,59973.0,32991.0,187709.0,2463.0,,227.0,4901.0,9550.0,5325.0,325.0,950.0,200054.0,4750.0,551270.0,75000.0,8519.0,125.0,5320.0,7383.0,3747.0,-1.0,-1.0,6948.0,664120.0,-1.0,412379.0,600.0,477956.0,260.0,275.0,2500.0,,2200.0,9777.0,2250.0,6745.0,64550.0,,23778.0,49142.0,-1.0,2725.0,38.0,,9518.0,5719.0,49096.0,48170.0,,347386.0,640.0,-1.0,6570.0,644786.0,275122.0,880.0,16500.0,3820.0,105000.0,3724.0,111.0,4480.0,4500.0,343470.0,-1.0,1800.0,,3284.0,4300.0,71000.0,30855.0,,280.0,,53098.0,5800.0,-1.0,198511.0,11517.0,4471.0,132290.0,9621.0,275122.0,9791.0,14408.0,-1.0,140300.0,-1.0,12100.0,1190.0,-1.0,670.0,3983.0,2100.0,25190.0,5683.0,3330.0,29200.0,319.0,6002.0,11200.0,1800.0,,15800.0,22000.0,183.0,108200.0,17000.0,71503.0,30000.0,-1.0,2057.0,26800.0,2100.0,-1.0,20807.0,45.0,103665.0,7707.0,7798.0,-1.0,8753.0,2395.0
1997,,1300.0,170.0,14198.0,14198.0,19997.0,36031.0,-1.0,60110.0,33280.0,258337.0,2426.0,,230.0,6552.0,9600.0,5348.0,333.0,170.0,196254.0,4250.0,585935.0,60000.0,9151.0,85.0,3500.0,5717.0,3769.0,-1.0,,6600.0,688950.0,720.0,678906.0,700.0,482565.0,471.0,240.0,2800.0,,2238.0,9830.0,2387.0,6823.0,68087.0,,20176.0,56511.0,-1.0,3673.0,38.0,,7144.0,5454.0,40543.0,46187.0,,375986.0,652.0,-1.0,18300.0,671715.0,293799.0,900.0,17020.0,3820.0,150000.0,3360.0,112.0,4550.0,3800.0,372054.0,-1.0,1750.0,,3269.0,2637.0,66000.0,30800.0,,287.0,,52558.0,6000.0,-1.0,199669.0,17907.0,3500.0,167313.0,8863.0,293799.0,9000.0,12709.0,-1.0,144700.0,180.0,13350.0,1206.0,-1.0,663.0,3979.0,2094.0,27440.0,4537.0,3050.0,28300.0,320.0,6152.0,11200.0,1790.0,-1.0,15320.0,21117.0,185.0,124700.0,16200.0,78142.0,32491.0,-1.0,1893.0,23700.0,2300.0,-1.0,21141.0,46.0,108399.0,4898.0,7980.0,-1.0,8130.0,2419.0
1998,,1400.0,170.0,14650.0,14650.0,20062.0,37000.0,-1.0,60441.0,33538.0,257582.0,2394.0,,234.0,7700.0,9650.0,5642.0,343.0,180.0,196054.0,4300.0,625153.0,65000.0,9400.0,91.0,3500.0,6436.0,3817.0,-1.0,,7000.0,704950.0,863.0,705788.0,757.0,484264.0,473.0,220.0,3000.0,,2300.0,9884.0,2164.0,6899.0,64100.0,,20934.0,50450.0,-1.0,5071.0,41.0,,6335.0,5448.0,41100.0,88925.0,,401901.0,857.0,-1.0,27841.0,674299.0,309200.0,941.0,16510.0,3920.0,160000.0,3499.0,113.0,4550.0,5300.0,348717.0,-1.0,1800.0,,3327.0,4400.0,86000.0,30793.0,,296.0,,51928.0,2746.0,-1.0,199297.0,27035.0,4500.0,156555.0,10079.0,309200.0,11114.0,9704.0,-1.0,144600.0,500.0,13690.0,1219.0,-1.0,800.0,4381.0,2050.0,26490.0,5800.0,3369.0,27500.0,350.0,6892.0,11200.0,1409.0,-1.0,17942.0,22690.0,180.0,147000.0,15500.0,78822.0,34000.0,-1.0,1758.0,19700.0,2500.0,-1.0,20640.0,47.0,95737.0,6166.0,10092.0,-1.0,6936.0,2459.0
1999,,1500.0,170.0,16484.0,16484.0,20113.0,38086.0,150.0,59267.0,33407.0,241444.0,2438.0,,240.0,7300.0,9700.0,10562.0,348.0,260.0,214054.0,4340.0,617107.0,70000.0,9683.0,94.0,3500.0,7979.0,3740.0,120.0,,6618.0,736300.0,895.0,702866.0,1500.0,489431.0,473.0,263.0,2500.0,,2312.0,9940.0,2431.0,6972.0,64300.0,,22281.0,45244.0,-1.0,5811.0,39.0,,6067.0,5500.0,41656.0,92830.0,,406395.0,912.0,-1.0,24217.0,667537.0,318300.0,965.0,17020.0,3950.0,190000.0,3805.0,214.0,4550.0,3800.0,401012.0,-1.0,1920.0,,3140.0,4117.0,91433.0,30737.0,,300.0,,52000.0,2088.0,-1.0,190411.0,57044.0,5161.0,182300.0,11178.0,318300.0,9419.0,13900.0,-1.0,144332.0,820.0,13971.0,1231.0,-1.0,900.0,4598.0,2100.0,26820.0,5757.0,3345.0,26900.0,359.0,6637.0,11200.0,1500.0,-1.0,18155.0,22000.0,190.0,146242.0,12500.0,80389.0,25000.0,-1.0,1463.0,11800.0,3000.0,-1.0,21200.0,48.0,208889.0,6190.0,8782.0,-1.0,5040.0,2486.0
2000,,1600.0,170.0,18018.0,18018.0,20159.0,44811.0,321.0,60000.0,37290.0,261948.0,2178.0,,250.0,7925.0,9800.0,9678.0,359.0,240.0,223444.0,4653.0,655880.0,69000.0,9791.0,93.0,3500.0,8918.0,3911.0,125.0,,6568.0,716200.0,932.0,766842.0,1827.0,492233.0,490.0,,2800.0,,6528.0,10050.0,2434.0,6881.0,70150.0,,24583.0,43603.0,-1.0,7267.0,41.0,,4960.0,5518.0,52247.0,93398.0,,436611.0,809.0,-1.0,24072.0,710509.0,317200.0,1000.0,16510.0,3865.0,210000.0,3115.0,214.0,4620.0,3000.0,367113.0,-1.0,1900.0,,2970.0,4300.0,141000.0,29831.0,220.0,310.0,70.0,51872.0,3490.0,-1.0,188248.0,27054.0,6000.0,187418.0,10155.0,317200.0,14977.0,13771.0,-1.0,142800.0,750.0,14366.0,1200.0,-1.0,1000.0,5030.0,2000.0,27150.0,6000.0,3322.0,26400.0,320.0,6824.0,12700.0,2500.0,,16661.0,22047.0,192.0,148437.0,23000.0,85448.0,25000.0,-1.0,1500.0,16730.0,3300.0,-1.0,23060.0,49.0,176916.0,5786.0,8357.0,-1.0,6311.0,2500.0
2001,,1700.0,170.0,18613.0,18613.0,20189.0,40569.0,619.0,65000.0,34739.0,267820.0,2071.0,,260.0,8126.0,9822.0,9366.0,368.0,200.0,223994.0,4561.0,643243.0,70000.0,12300.0,93.0,3600.0,6801.0,3952.0,130.0,,7415.0,730200.0,1800.0,774234.0,2000.0,496612.0,491.0,,2753.0,,7280.0,10082.0,1961.0,6915.0,63063.0,,24735.0,44699.0,-1.0,8277.0,39.0,,4228.0,5539.0,51452.0,96404.0,,458498.0,800.0,-1.0,18823.0,699246.0,332450.0,1011.0,16871.0,3885.0,218743.0,3132.0,213.0,4620.0,3800.0,409340.0,-1.0,1900.0,,2963.0,4100.0,196000.0,29873.0,220.0,320.0,74.0,52639.0,3490.0,-1.0,186514.0,17063.0,4500.0,174069.0,11085.0,332450.0,16225.0,9300.0,-1.0,142600.0,1800.0,14478.0,1500.0,-1.0,1300.0,5296.0,2200.0,26980.0,5481.0,3310.0,25900.0,310.0,7195.0,14700.0,1500.0,,13683.0,22889.0,197.0,152900.0,25000.0,90833.0,30000.0,-1.0,1600.0,15817.0,3400.0,-1.0,23580.0,48.0,142323.0,4242.0,6957.0,700.0,6595.0,2563.0
2002,,1800.0,170.0,19789.0,19789.0,18071.0,38422.0,802.0,63000.0,30663.0,275716.0,2093.0,,270.0,7643.0,9827.0,9506.0,376.0,250.0,218394.0,4378.0,669692.0,65000.0,12471.0,78.0,3387.0,4420.0,3850.0,135.0,,6466.0,780200.0,720.0,791411.0,2500.0,506310.0,494.0,,2800.0,,7300.0,10097.0,2122.0,6951.0,43420.0,,26145.0,40268.0,-1.0,11000.0,37.0,,4532.0,5561.0,71679.0,100492.0,,485177.0,1061.0,-1.0,23942.0,689644.0,354464.0,1061.0,16972.0,4180.0,212000.0,3041.0,212.0,4620.0,3500.0,390945.0,-1.0,1800.0,,2700.0,1000.0,236000.0,29772.0,220.0,326.0,74.0,51591.0,3996.0,-1.0,187471.0,18056.0,5205.0,185746.0,11188.0,354464.0,16635.0,6200.0,-1.0,139241.0,1990.0,15391.0,1304.0,-1.0,1450.0,5451.0,2400.0,27720.0,4573.0,2521.0,25600.0,260.0,7162.0,11200.0,2300.0,,16163.0,23774.0,200.0,178100.0,10000.0,80077.0,33000.0,-1.0,1900.0,15070.0,3650.0,-1.0,23750.0,50.0,300420.0,5865.0,10101.0,720.0,6363.0,2607.0
2003,,1794.0,170.0,21638.0,21638.0,17337.0,44415.0,795.0,64000.0,30613.0,279627.0,2041.0,,275.0,7906.0,10000.0,10289.0,385.0,350.0,152054.0,4000.0,687565.0,75000.0,12800.0,104.0,3357.0,5139.0,4075.0,137.0,,5801.0,800500.0,520.0,785958.0,5248.0,529689.0,494.0,,2800.0,,7267.0,10275.0,2950.0,6977.0,42870.0,,26775.0,38400.0,-1.0,14845.0,290.0,,4412.0,5800.0,72621.0,107007.0,,443490.0,895.0,-1.0,37050.0,685584.0,373084.0,1055.0,16829.0,5195.0,205364.0,3369.0,212.0,4620.0,3700.0,413716.0,-1.0,1600.0,,2570.0,1000.0,266000.0,29884.0,220.0,330.0,76.0,50440.0,2418.0,-1.0,186193.0,19102.0,4942.0,189983.0,11632.0,373084.0,18904.0,13600.0,-1.0,136070.0,1295.0,16435.0,1300.0,-1.0,1600.0,5004.0,2650.0,30630.0,6272.0,2143.0,25300.0,270.0,7378.0,12800.0,1800.0,,19030.0,24061.0,200.0,188893.0,10000.0,89724.0,36000.0,-1.0,2300.0,14653.0,3750.0,-1.0,22390.0,55.0,300272.0,4107.0,14395.0,750.0,5855.0,2649.0
2004,,1800.0,170.0,24585.0,24585.0,17844.0,45444.0,931.0,65121.0,35929.0,294569.0,1878.0,,280.0,7531.0,11500.0,10615.0,400.0,400.0,177055.0,4300.0,696003.0,60000.0,13700.0,105.0,3269.0,5499.0,4151.0,148.0,,5985.0,810500.0,500.0,772630.0,4644.0,556485.0,495.0,,2800.0,,7292.0,11780.0,4128.0,6992.0,41159.0,,27286.0,41983.0,-1.0,15587.0,300.0,,3975.0,5955.0,79969.0,109283.0,,677006.0,734.0,-1.0,52118.0,661007.0,408429.0,1102.0,16740.0,5510.0,211147.0,3252.0,213.0,4620.0,1100.0,408903.0,-1.0,1400.0,,2682.0,1000.0,294520.0,29847.0,220.0,340.0,76.0,50000.0,1415.0,-1.0,184584.0,19696.0,5116.0,185568.0,12238.0,408429.0,20396.0,12625.0,-1.0,139100.0,2300.0,17705.0,1295.0,6.0,1950.0,5738.0,2800.0,52835.0,5110.0,2893.0,24300.0,300.0,7212.0,17000.0,1500.0,,8772.0,24183.0,205.0,209300.0,22000.0,95910.0,38000.0,-1.0,5000.0,14709.0,3900.0,-1.0,22640.0,60.0,408250.0,3800.0,11596.0,750.0,4720.0,2762.0
2005,,1900.0,170.0,27505.0,27505.0,17912.0,52968.0,930.0,65000.0,35074.0,311550.0,2095.0,,285.0,7692.0,12000.0,10749.0,412.0,424.0,226054.0,4500.0,705511.0,120000.0,13500.0,205.0,3194.0,5495.0,4229.0,210.0,,6267.0,850800.0,837.0,788918.0,4966.0,560976.0,480.0,,2800.0,,7513.0,12285.0,4599.0,7015.0,41226.0,,27690.0,41454.0,-1.0,16458.0,350.0,,4536.0,6015.0,82332.0,112968.0,,691086.0,792.0,-1.0,59029.0,662944.0,423720.0,1123.0,16693.0,5572.0,213000.0,3764.0,214.0,4620.0,1000.0,421370.0,-1.0,1500.0,,2399.0,1000.0,167380.0,29805.0,219.0,350.0,76.0,50500.0,1335.0,-1.0,182752.0,19738.0,5160.0,192439.0,12921.0,423720.0,22321.0,11862.0,-1.0,146450.0,1806.0,18568.0,1291.0,6.0,1933.0,5837.0,2950.0,55209.0,6713.0,2971.0,23800.0,350.0,7336.0,16162.0,800.0,,17509.0,24754.0,203.0,227512.0,15000.0,75377.0,42000.0,-1.0,5500.0,14678.0,4000.0,-1.0,22790.0,63.0,528344.0,8120.0,11581.0,780.0,4115.0,2754.0
2006,,1900.0,170.0,35979.0,35979.0,17729.0,47280.0,945.0,65493.0,34770.0,322600.0,1685.0,14000.0,280.0,7665.0,10000.0,12107.0,415.0,450.0,214055.0,4500.0,715442.0,75000.0,14000.0,138.0,3110.0,3447.0,3960.0,220.0,,6194.0,867800.0,800.0,775385.0,8586.0,564185.0,480.0,,2800.0,,7544.0,10280.0,5705.0,7043.0,41185.0,,27866.0,46010.0,-1.0,18739.0,380.0,300.0,4376.0,6074.0,84404.0,113188.0,,654110.0,596.0,-1.0,66277.0,617202.0,463233.0,1147.0,16715.0,5649.0,212000.0,4760.0,213.0,4650.0,1144.0,415693.0,-1.0,1900.0,,2970.0,1400.0,325970.0,29740.0,217.0,350.0,76.0,51000.0,1286.0,-1.0,182703.0,19767.0,5201.0,212368.0,13697.0,463233.0,24190.0,,-1.0,148470.0,1857.0,19286.0,1300.0,6.0,2000.0,6916.0,3000.0,59137.0,6600.0,3058.0,23300.0,390.0,7882.0,17616.0,800.0,,16395.0,22706.0,204.0,279800.0,13200.0,74392.0,40000.0,-1.0,6000.0,14368.0,4173.0,-1.0,19950.0,65.0,658750.0,7769.0,11510.0,800.0,4221.0,3250.0
2007,,1900.0,170.0,44252.0,44252.0,17929.0,43893.0,868.0,64735.0,35265.0,332700.0,2122.0,15000.0,280.0,7660.0,10000.0,12813.0,440.0,1000.0,225055.0,4200.0,736678.0,90000.0,13000.0,174.0,3700.0,3816.0,4334.0,203.0,,6111.0,884800.0,843.0,779784.0,22588.0,614196.0,313.0,,2800.0,,7727.0,10280.0,5792.0,7000.0,40364.0,,28102.0,45666.0,-1.0,15700.0,400.0,400.0,4623.0,5900.0,75456.0,115905.0,,531728.0,607.0,-1.0,70200.0,603404.0,508350.0,1158.0,17020.0,5585.0,210410.0,4211.0,211.0,5000.0,1135.0,465337.0,-1.0,1800.0,,2800.0,1409.0,399070.0,29704.0,230.0,370.0,76.0,51500.0,1286.0,-1.0,183422.0,18300.0,5258.0,251034.0,12505.0,508350.0,11620.0,,1508.0,150062.0,1861.0,24583.0,1316.0,6.0,1868.0,8345.0,3204.0,40890.0,6700.0,2349.0,23000.0,400.0,7340.0,17402.0,1500.0,,19980.0,25890.0,250.0,305800.0,12700.0,72475.0,40599.0,20.0,6200.0,14297.0,4300.0,-1.0,21890.0,70.0,774308.0,7973.0,12443.0,850.0,5059.0,2600.0
2008,,2000.0,170.0,47479.0,47479.0,17712.0,43089.0,707.0,65000.0,35500.0,332700.0,1733.0,16000.0,300.0,7678.0,10000.0,13380.0,450.0,1500.0,202191.0,4100.0,752574.0,102000.0,15000.0,172.0,2774.0,4389.0,4392.0,212.0,,6213.0,898800.0,830.0,790627.0,22714.0,595446.0,633.0,,2800.0,,8119.0,10300.0,5620.0,7135.0,44500.0,,28753.0,44873.0,-1.0,11100.0,400.0,415.0,4759.0,6900.0,81327.0,124818.0,,405146.0,497.0,2000.0,60200.0,611101.0,598113.0,1183.0,19020.0,4025.0,215000.0,3996.0,213.0,5500.0,1114.0,470713.0,-1.0,1900.0,,2600.0,1400.0,205579.0,29668.0,193.0,380.0,76.0,52000.0,621.0,-1.0,183797.0,18400.0,5273.0,452450.0,12890.0,598113.0,12020.0,,1462.0,149227.0,2022.0,22778.0,1318.0,6.0,2000.0,8591.0,3900.0,39787.0,6500.0,3100.0,22500.0,410.0,7377.0,18000.0,1150.0,,14481.0,27727.0,250.0,324200.0,6500.0,68839.0,41193.0,20.0,7240.0,14387.0,4600.0,-1.0,22470.0,70.0,859350.0,9282.0,5178.0,900.0,4472.0,2650.0
