,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Yemen,South Africa,Lao People's Democratic Republic,Zambia,Botswana,Somalia,Suriname,Albania,Brazil,Mozambique,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Central African Republic,Bahamas,Honduras,Jamaica,Ecuador,Swaziland,Indonesia,Seychelles,Turkey,Jordan,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Spain,Democratic Republic of the Congo,Tunisia,Sudan,Mali,Congo,Martinique,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,Ghana,Philippines,"China, mainland",French Polynesia,Madagascar,Cyprus,Guinea-Bissau,Rwanda,Bosnia and Herzegovina,Portugal,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Iraq,New Zealand,India,Timor-Leste,Senegal,United Republic of Tanzania,Paraguay,Nepal,Libya,Costa Rica,Bangladesh,Italy,Saint Lucia,Benin,Occupied Palestinian Territory,Cambodia,Serbia and Montenegro,Sudan (former),Morocco,Chile,Malta,Uruguay,Zimbabwe,Lebanon,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Trinidad and Tobago,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Cook Islands,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,China,Liberia
1987,103955.0,41667.0,176039.0,26143.0,209029.0,120690.0,88840.0,11034.0,169697.0,162476.0,,48889.0,68750.0,19472.0,206861.0,55556.0,40000.0,38462.0,66154.0,65384.0,33000.0,202591.0,33333.0,206106.0,180714.0,,132454.0,172702.0,,35000.0,,50909.0,133358.0,87213.0,49412.0,70759.0,75000.0,226537.0,205360.0,52632.0,164268.0,26143.0,44444.0,55000.0,140066.0,,58182.0,193213.0,147826.0,163333.0,,24444.0,35625.0,27817.0,124715.0,142012.0,77143.0,34253.0,122736.0,112521.0,54167.0,43986.0,37391.0,165000.0,73455.0,262887.0,43333.0,,,90000.0,184211.0,82658.0,300163.0,302946.0,66375.0,71429.0,52941.0,120919.0,133929.0,,53333.0,,237721.0,,120000.0,116429.0,33382.0,129881.0,28182.0,48000.0,,47059.0,,93939.0,127647.0,132764.0,,98536.0,45263.0,285600.0,73308.0,170153.0,456699.0,133333.0,219357.0,77622.0,45333.0,,,,47015.0,60588.0,,60000.0,54387.0,38778.0,114120.0,50000.0,111972.0,200000.0,70000.0,60200.0,12597.0,100000.0,84220.0,,45334.0,35897.0
1988,248889.0,41667.0,181835.0,95000.0,198721.0,114910.0,91990.0,11250.0,163118.0,156060.0,,51111.0,67273.0,12480.0,200974.0,50000.0,41111.0,38462.0,66923.0,59319.0,44667.0,187119.0,33333.0,194801.0,158220.0,,141348.0,178243.0,,36500.0,,51304.0,97978.0,78936.0,47059.0,61435.0,75000.0,232142.0,169415.0,57895.0,141298.0,95000.0,44444.0,55556.0,214757.0,,56364.0,180160.0,150000.0,133333.0,,24444.0,35625.0,32909.0,125462.0,170060.0,77143.0,47918.0,130546.0,117713.0,54167.0,48365.0,26812.0,176667.0,75455.0,198020.0,45714.0,,,87000.0,202703.0,84619.0,304109.0,333643.0,67500.0,82471.0,53846.0,75662.0,116667.0,,56522.0,,213950.0,,113889.0,126154.0,33608.0,209695.0,29091.0,48000.0,,48235.0,,93750.0,175098.0,149068.0,,116500.0,49000.0,284512.0,83192.0,170252.0,334148.0,157143.0,187319.0,75839.0,45333.0,,,,47059.0,60588.0,,65487.0,57935.0,41667.0,117089.0,53333.0,129971.0,200000.0,70000.0,61600.0,13734.0,103704.0,85266.0,,34926.0,35897.0
1989,56989.0,41667.0,154750.0,61571.0,160341.0,99637.0,92112.0,11250.0,197472.0,60840.0,,53333.0,67500.0,19816.0,197674.0,55556.0,42222.0,38462.0,67692.0,72176.0,75500.0,201891.0,41667.0,160206.0,175659.0,,141538.0,181960.0,,37750.0,,52400.0,102060.0,73869.0,45455.0,51089.0,75000.0,229956.0,167461.0,63158.0,164750.0,61571.0,44444.0,60000.0,255922.0,,54545.0,212648.0,149606.0,160000.0,,25556.0,35000.0,35789.0,126213.0,180116.0,77143.0,58935.0,130300.0,113269.0,53636.0,47368.0,44512.0,187500.0,70000.0,243902.0,47500.0,,,85000.0,208333.0,81643.0,302533.0,340756.0,66265.0,65943.0,47945.0,155844.0,146565.0,,64583.0,,216371.0,,114667.0,121044.0,34165.0,197300.0,30000.0,48000.0,,49412.0,,76471.0,192070.0,157895.0,,106250.0,42308.0,286297.0,70648.0,155394.0,300677.0,166667.0,193551.0,76000.0,50000.0,,,,47101.0,58703.0,,63048.0,54516.0,43750.0,116800.0,53333.0,136475.0,200000.0,70000.0,12600.0,11216.0,107692.0,85979.0,,50566.0,35897.0
1990,159563.0,40721.0,125238.0,69211.0,193324.0,84771.0,92861.0,11111.0,169014.0,54901.0,,41480.0,71111.0,19338.0,215145.0,59055.0,41890.0,40672.0,66171.0,74930.0,60000.0,191901.0,41875.0,192150.0,193671.0,,136258.0,217268.0,,38254.0,,65636.0,104701.0,75191.0,53846.0,50513.0,77500.0,224633.0,213628.0,63581.0,181177.0,69211.0,45200.0,52165.0,233684.0,,63151.0,201860.0,148148.0,140575.0,,25000.0,37770.0,40538.0,128481.0,180000.0,50000.0,69323.0,145839.0,94885.0,50000.0,43836.0,45686.0,155556.0,68000.0,286364.0,48889.0,,,93078.0,232023.0,83462.0,298082.0,290429.0,68690.0,63700.0,45000.0,156627.0,145652.0,,59574.0,,216532.0,134957.0,113750.0,102900.0,29481.0,167437.0,29825.0,48802.0,,51215.0,,58824.0,150000.0,159344.0,,106659.0,46090.0,280617.0,75681.0,149232.0,499112.0,164545.0,183083.0,75053.0,67500.0,,,,47143.0,62553.0,,64267.0,63813.0,45000.0,117423.0,53864.0,126153.0,225000.0,,33333.0,10373.0,72656.0,69432.0,,51081.0,36507.0
1991,138889.0,45141.0,145724.0,52528.0,176367.0,99493.0,92530.0,11724.0,174675.0,29508.0,,27726.0,68852.0,17949.0,215726.0,65240.0,34915.0,34399.0,56162.0,71044.0,68750.0,192559.0,33559.0,175240.0,221250.0,,152415.0,194596.0,,40558.0,,81698.0,77120.0,78219.0,56897.0,58233.0,47744.0,249025.0,198405.0,64484.0,188104.0,52528.0,44971.0,59735.0,205822.0,,40934.0,201894.0,150050.0,115347.0,,25027.0,36140.0,41000.0,128738.0,194225.0,47799.0,73955.0,133891.0,101902.0,61538.0,43882.0,59608.0,186667.0,70000.0,229167.0,50000.0,,,88525.0,231577.0,70072.0,305685.0,287158.0,68701.0,64197.0,49445.0,141176.0,145385.0,,56522.0,,208028.0,140586.0,106667.0,101799.0,32684.0,174190.0,50651.0,66809.0,,57515.0,,85714.0,210755.0,160194.0,,112998.0,52073.0,260542.0,94053.0,149959.0,352827.0,166667.0,180273.0,86857.0,49976.0,,,,47535.0,57125.0,,66988.0,54557.0,46080.0,101119.0,50085.0,129653.0,225000.0,20000.0,1149.0,9065.0,103516.0,74222.0,,63903.0,33326.0
1992,,45177.0,111597.0,51272.0,177985.0,98457.0,94542.0,18730.0,180556.0,51242.0,,32941.0,72000.0,18111.0,222303.0,66087.0,35128.0,34836.0,56517.0,71945.0,143333.0,199072.0,34286.0,175891.0,180758.0,,143448.0,207496.0,,40361.0,,94196.0,97433.0,78946.0,56676.0,68007.0,49468.0,237681.0,282254.0,65822.0,179668.0,51272.0,45012.0,60000.0,244909.0,,40977.0,218662.0,150040.0,115006.0,,25052.0,36053.0,40442.0,135311.0,128333.0,47649.0,,187939.0,71317.0,64667.0,42630.0,47615.0,110000.0,68000.0,240000.0,49754.0,,5000.0,89219.0,231511.0,61755.0,313253.0,312046.0,69016.0,64556.0,50000.0,108959.0,118750.0,,53333.0,,202867.0,125926.0,107692.0,83750.0,32883.0,201847.0,50000.0,65344.0,,51111.0,39302.0,83889.0,151119.0,167197.0,,118197.0,50000.0,264464.0,97499.0,131282.0,344881.0,170909.0,194653.0,85451.0,49066.0,,125000.0,160000.0,46897.0,62717.0,,66872.0,50727.0,46232.0,114021.0,50266.0,116805.0,133333.0,31250.0,3026.0,8065.0,108820.0,63802.0,4752.0,51508.0,33426.0
1993,,45213.0,113681.0,50016.0,225823.0,97421.0,99969.0,11944.0,178495.0,58179.0,70873.0,38156.0,69091.0,18569.0,210769.0,66274.0,35342.0,35273.0,56872.0,78120.0,133000.0,234817.0,34594.0,227226.0,186012.0,,146422.0,194118.0,,40476.0,,105108.0,102857.0,73966.0,44231.0,70534.0,50000.0,239269.0,302370.0,,136428.0,50016.0,45052.0,60000.0,234031.0,,41020.0,178556.0,150106.0,115079.0,,25076.0,36028.0,32267.0,141548.0,196370.0,47489.0,,148983.0,84931.0,63889.0,40067.0,59630.0,100000.0,66154.0,230000.0,49795.0,,5000.0,85738.0,231866.0,56285.0,311641.0,358061.0,68639.0,65061.0,48338.0,277632.0,149213.0,24253.0,62866.0,,197706.0,142308.0,109091.0,88889.0,32434.0,199919.0,64173.0,63878.0,,57782.0,59185.0,70000.0,165009.0,173228.0,,121082.0,57600.0,233333.0,90555.0,119429.0,295207.0,185000.0,169811.0,84045.0,46917.0,,42857.0,140000.0,47945.0,56068.0,,69213.0,53663.0,46383.0,111095.0,49998.0,121059.0,220000.0,41667.0,8004.0,8576.0,105643.0,74318.0,17158.0,62123.0,33527.0
1994,,45249.0,170676.0,48761.0,206417.0,96384.0,101341.0,21900.0,179043.0,102289.0,69549.0,43371.0,64554.0,19697.0,230801.0,64177.0,35555.0,35710.0,57226.0,80000.0,216667.0,194279.0,35113.0,208664.0,184000.0,,164535.0,205313.0,,40909.0,,105556.0,97103.0,87520.0,74092.0,58546.0,54481.0,252977.0,217327.0,,169099.0,48761.0,45092.0,60000.0,237657.0,,41063.0,199412.0,150293.0,114765.0,,25101.0,35714.0,39846.0,140615.0,281854.0,47318.0,,155243.0,110600.0,65000.0,39971.0,62222.0,110667.0,65923.0,202643.0,49826.0,,5556.0,94185.0,203400.0,40697.0,307458.0,325234.0,69627.0,65517.0,70183.0,288973.0,98804.0,100924.0,60002.0,,185952.0,222874.0,107600.0,58235.0,32403.0,168431.0,72222.0,62412.0,197870.0,58648.0,59327.0,74634.0,172993.0,182708.0,,124638.0,55521.0,247925.0,94322.0,114803.0,307823.0,117262.0,164310.0,82639.0,53217.0,,66000.0,130000.0,48299.0,51524.0,,72186.0,53749.0,46534.0,122911.0,48937.0,124008.0,116667.0,41667.0,13344.0,9342.0,105354.0,63509.0,16114.0,64028.0,33627.0
1995,,45285.0,174848.0,52480.0,192283.0,95348.0,101225.0,19414.0,178883.0,96175.0,67885.0,48586.0,63538.0,39280.0,213605.0,57143.0,35769.0,36147.0,57581.0,78947.0,65774.0,231630.0,35634.0,194613.0,163032.0,,162327.0,192000.0,,40000.0,,102120.0,98492.0,85018.0,59674.0,101327.0,62500.0,228289.0,151411.0,,180977.0,52480.0,45133.0,60000.0,238737.0,,41106.0,192794.0,149692.0,112222.0,,25125.0,36100.0,41231.0,140922.0,246411.0,50000.0,,145825.0,118292.0,71429.0,39875.0,69792.0,111111.0,65360.0,250000.0,49847.0,,5000.0,102026.0,228494.0,44193.0,177152.0,332297.0,69923.0,64776.0,99375.0,277411.0,76545.0,108413.0,70000.0,,161728.0,224719.0,102273.0,66667.0,32949.0,147347.0,86842.0,60947.0,169549.0,59510.0,65599.0,71429.0,135000.0,174250.0,,129062.0,55969.0,250000.0,89188.0,143272.0,362275.0,117262.0,170500.0,81233.0,51400.0,,80000.0,120000.0,48649.0,63748.0,,69921.0,53836.0,46684.0,153565.0,50000.0,130737.0,133333.0,40000.0,34167.0,9374.0,106578.0,74324.0,15069.0,71747.0,33727.0
1996,,45321.0,180152.0,49886.0,163732.0,94312.0,102941.0,19414.0,180000.0,90125.0,67510.0,54076.0,58225.0,57840.0,222535.0,67214.0,35982.0,36549.0,57936.0,66850.0,66689.0,218578.0,36469.0,166326.0,67430.0,,104925.0,191981.0,,40463.0,,100638.0,98145.0,86999.0,60296.0,54927.0,50000.0,237125.0,179364.0,,191650.0,49886.0,45173.0,61111.0,248550.0,142857.0,41149.0,164484.0,149795.0,126667.0,,25149.0,36179.0,41857.0,139316.0,295511.0,46292.0,,154045.0,118027.0,73031.0,41275.0,70270.0,113636.0,64852.0,238636.0,49859.0,,5556.0,86719.0,228806.0,59241.0,169776.0,316906.0,70218.0,66291.0,103681.0,281713.0,94156.0,131505.0,91573.0,15556.0,168252.0,130081.0,102250.0,70213.0,32949.0,160401.0,86410.0,59481.0,246993.0,60497.0,67764.0,100000.0,185720.0,192485.0,,132625.0,56263.0,252495.0,94614.0,135999.0,373020.0,117262.0,165333.0,79827.0,47600.0,,60000.0,100000.0,48649.0,66244.0,,68214.0,53922.0,46635.0,152609.0,50915.0,127466.0,125000.0,45556.0,32933.0,8102.0,107792.0,64069.0,15213.0,71894.0,33828.0
1997,,45357.0,169028.0,50000.0,190738.0,93276.0,103853.0,17241.0,178754.0,93656.0,69202.0,57602.0,53767.0,67294.0,231517.0,69352.0,36196.0,36175.0,58291.0,83538.0,64191.0,233854.0,36842.0,192324.0,64834.0,,187751.0,165122.0,,40741.0,,99852.0,97902.0,126227.0,62027.0,52683.0,62447.0,195943.0,194642.0,,177531.0,50000.0,45214.0,61718.0,252098.0,166667.0,41192.0,209836.0,153395.0,112222.0,,25173.0,36255.0,45308.0,139341.0,184577.0,45391.0,,154414.0,109959.0,74092.0,43482.0,64725.0,109667.0,65365.0,228094.0,49864.0,,5275.0,101419.0,228740.0,103552.0,170276.0,337258.0,70546.0,64115.0,105324.0,253521.0,111965.0,142745.0,85714.0,24490.0,181799.0,150259.0,99012.0,127014.0,26829.0,166837.0,86324.0,58015.0,248720.0,65263.0,70909.0,115385.0,157031.0,120647.0,,132874.0,56308.0,223372.0,94626.0,143330.0,394518.0,133333.0,191429.0,78421.0,50259.0,,42000.0,100000.0,47987.0,58527.0,,76626.0,54009.0,46872.0,144613.0,51111.0,128326.0,125239.0,41667.0,34738.0,11372.0,111654.0,65297.0,14029.0,66629.0,33928.0
1998,,45393.0,159861.0,42368.0,185105.0,92240.0,94489.0,19770.0,179775.0,73855.0,67500.0,60870.0,51740.0,114903.0,221316.0,77778.0,36409.0,36364.0,58646.0,81259.0,46167.0,204702.0,37030.0,183857.0,51195.0,,203646.0,130435.0,,40644.0,,95495.0,97826.0,87123.0,59603.0,207313.0,66174.0,257780.0,189681.0,,171556.0,42368.0,45254.0,61696.0,201375.0,166667.0,41121.0,177798.0,153404.0,113688.0,,25194.0,36328.0,46414.0,138969.0,334777.0,43374.0,,139321.0,105638.0,71346.0,38445.0,46094.0,118000.0,65114.0,200994.0,49862.0,,5385.0,126795.0,227423.0,78649.0,160032.0,370091.0,70871.0,63042.0,103114.0,135714.0,101125.0,89783.0,76007.0,27273.0,203074.0,150000.0,98780.0,131773.0,32949.0,120367.0,78333.0,56550.0,249608.0,63000.0,77432.0,126316.0,215166.0,136499.0,169231.0,119490.0,56000.0,219157.0,103352.0,144268.0,337868.0,140000.0,187879.0,77015.0,49329.0,,51667.0,62643.0,47651.0,56549.0,,71316.0,54096.0,47061.0,160097.0,49703.0,108948.0,116967.0,38400.0,35416.0,14343.0,110334.0,57554.0,12583.0,49245.0,34028.0
1999,,45429.0,149028.0,43750.0,170168.0,91483.0,98266.0,19770.0,179401.0,70701.0,65004.0,60000.0,53846.0,117536.0,246034.0,72232.0,36252.0,38462.0,58343.0,79198.0,45833.0,222897.0,35897.0,168709.0,75677.0,,151614.0,135910.0,,40351.0,,89351.0,97902.0,37411.0,59598.0,198117.0,75000.0,287868.0,90483.0,,175319.0,43750.0,45295.0,60000.0,303628.0,111111.0,41667.0,198971.0,153600.0,112940.0,,25157.0,36398.0,46067.0,138910.0,265508.0,34328.0,,160771.0,110058.0,71053.0,35339.0,49213.0,133333.0,64779.0,251429.0,49855.0,,5183.0,98516.0,257995.0,107298.0,92622.0,265322.0,71179.0,62107.0,100000.0,118421.0,107646.0,52500.0,75075.0,31034.0,210450.0,149024.0,101205.0,112379.0,28249.0,162616.0,111000.0,55084.0,267396.0,63000.0,71771.0,121212.0,170939.0,121597.0,162500.0,160093.0,57143.0,232381.0,114940.0,158732.0,260559.0,186667.0,180195.0,75610.0,49352.0,,33333.0,73667.0,47333.0,57756.0,,74532.0,54184.0,47249.0,157608.0,48000.0,112520.0,109521.0,25000.0,38706.0,13873.0,111048.0,60609.0,11563.0,52263.0,34129.0
2000,,45465.0,161765.0,40960.0,188879.0,94654.0,95540.0,19917.0,180556.0,106715.0,62376.0,67386.0,61600.0,117301.0,245205.0,76316.0,35939.0,40000.0,59382.0,73207.0,53170.0,249062.0,40206.0,186605.0,71927.0,,160067.0,115507.0,,40678.0,,92308.0,98571.0,37483.0,59513.0,173505.0,75000.0,275064.0,183720.0,,183631.0,40960.0,45335.0,62367.0,231805.0,90909.0,45455.0,194467.0,153400.0,111003.0,,25193.0,36464.0,45643.0,139821.0,296739.0,46000.0,,155105.0,109514.0,71429.0,35180.0,42160.0,125215.0,64643.0,220103.0,49845.0,,5145.0,119594.0,261469.0,113644.0,92642.0,358412.0,68182.0,60000.0,96429.0,83752.0,97581.0,50000.0,76345.0,41667.0,168601.0,142857.0,101190.0,160079.0,31780.0,175916.0,108846.0,53618.0,242178.0,63000.0,67640.0,144444.0,169922.0,128120.0,160000.0,160524.0,61250.0,172789.0,110222.0,160292.0,344899.0,196721.0,176271.0,74204.0,48475.0,58824.0,30000.0,125375.0,43333.0,62201.0,,76923.0,54271.0,47059.0,159815.0,48911.0,117814.0,102076.0,18333.0,42580.0,14737.0,111875.0,57403.0,4800.0,45779.0,34229.0
2001,,45501.0,162353.0,38929.0,229250.0,97224.0,94191.0,20207.0,179892.0,130054.0,55162.0,70105.0,48600.0,113732.0,244057.0,73208.0,36000.0,39879.0,60714.0,80719.0,53030.0,205941.0,39856.0,226735.0,71048.0,,176243.0,80200.0,,40853.0,,105185.0,97766.0,50000.0,59281.0,195502.0,77273.0,318066.0,149475.0,,202889.0,38929.0,45375.0,63119.0,285207.0,62500.0,36364.0,209887.0,153404.0,111870.0,,25230.0,36526.0,45500.0,136788.0,324081.0,50000.0,,159217.0,128835.0,71429.0,35855.0,53227.0,123300.0,64122.0,192105.0,49831.0,,5000.0,102922.0,240000.0,150099.0,92995.0,336227.0,72261.0,63636.0,124528.0,125628.0,103194.0,57143.0,80026.0,46154.0,171880.0,147907.0,100760.0,167909.0,27465.0,162071.0,105263.0,52153.0,263609.0,63000.0,74241.0,137500.0,141036.0,129156.0,167059.0,160175.0,60798.0,175056.0,100025.0,163736.0,408142.0,220000.0,190859.0,72798.0,47857.0,54406.0,31429.0,157769.0,45161.0,61540.0,,76946.0,54359.0,48000.0,138261.0,50000.0,123462.0,86667.0,18333.0,57857.0,15099.0,111137.0,58351.0,9893.0,56717.0,34330.0
2002,,45537.0,154000.0,36972.0,209976.0,84895.0,93701.0,20000.0,178947.0,131308.0,51020.0,72930.0,51486.0,114018.0,262695.0,72500.0,36718.0,40432.0,59935.0,88348.0,68000.0,223571.0,40562.0,207900.0,71996.0,,136938.0,116523.0,,40741.0,,138500.0,97826.0,51866.0,59361.0,202436.0,80226.0,318878.0,152880.0,,216399.0,36972.0,45416.0,65997.0,296766.0,75000.0,41250.0,243984.0,153412.0,109873.0,,25267.0,36959.0,46471.0,131987.0,279913.0,46421.0,,156667.0,131268.0,82500.0,34138.0,54574.0,125000.0,64282.0,235751.0,49815.0,,5093.0,128081.0,237288.0,68315.0,93056.0,348740.0,74600.0,65069.0,123849.0,130435.0,88242.0,66667.0,77011.0,50000.0,168473.0,144444.0,100578.0,141154.0,27465.0,161726.0,109455.0,50687.0,244314.0,61536.0,82500.0,157895.0,144331.0,158940.0,166625.0,169476.0,61990.0,176591.0,99503.0,165083.0,292300.0,150000.0,187977.0,71240.0,52495.0,53241.0,30000.0,187685.0,41250.0,59794.0,,73044.0,54446.0,48276.0,109780.0,51842.0,124895.0,87907.0,20000.0,91317.0,14373.0,114392.0,55622.0,9610.0,57941.0,34430.0
2003,,45600.0,135778.0,35085.0,239794.0,85570.0,99355.0,20836.0,179250.0,128877.0,49791.0,76771.0,50266.0,115107.0,282091.0,74937.0,37235.0,40925.0,60218.0,104715.0,72013.0,202354.0,42125.0,236748.0,75883.0,,118508.0,116948.0,,40000.0,,136962.0,97857.0,28736.0,58571.0,256117.0,82973.0,307352.0,177443.0,,212844.0,35085.0,45462.0,67545.0,237380.0,50000.0,41071.0,223182.0,153404.0,110601.0,,23333.0,36387.0,46400.0,179468.0,241697.0,45761.0,,156961.0,134641.0,93889.0,32668.0,62364.0,117143.0,64394.0,150890.0,49809.0,,5074.0,127172.0,232018.0,114207.0,92323.0,326896.0,74040.0,66782.0,75472.0,104348.0,66525.0,74474.0,82125.0,66667.0,138507.0,145652.0,100485.0,135926.0,30203.0,164659.0,108098.0,49039.0,235950.0,60000.0,124400.0,159148.0,166992.0,163058.0,162615.0,185321.0,63079.0,218568.0,130706.0,234094.0,263253.0,158730.0,178884.0,72460.0,41667.0,61111.0,44000.0,201577.0,42424.0,98087.0,,81558.0,54769.0,47594.0,112821.0,53470.0,115843.0,85000.0,18571.0,131118.0,12817.0,115933.0,57887.0,9154.0,67388.0,34547.0
2004,,45734.0,143778.0,33262.0,182103.0,86434.0,105473.0,21084.0,175000.0,166169.0,56085.0,76996.0,50623.0,115046.0,266203.0,75000.0,37895.0,40715.0,60598.0,97692.0,70000.0,222464.0,41098.0,180545.0,75883.0,,132759.0,127348.0,132750.0,40886.0,,135615.0,97638.0,51258.0,64615.0,286433.0,83978.0,314770.0,177451.0,,222321.0,67172.0,45510.0,68520.0,173960.0,75000.0,40625.0,203965.0,153395.0,110949.0,,25541.0,36630.0,46789.0,201727.0,278371.0,45572.0,,148721.0,135690.0,125714.0,27735.0,64286.0,104333.0,64054.0,147703.0,49812.0,,5091.0,116091.0,226588.0,141919.0,92324.0,378130.0,74782.0,69113.0,34340.0,121739.0,86351.0,79787.0,60875.0,72222.0,150657.0,118351.0,100795.0,178867.0,32949.0,201236.0,109667.0,47210.0,258425.0,60662.0,171475.0,142857.0,147700.0,179487.0,159333.0,181188.0,64145.0,221381.0,143761.0,223524.0,221660.0,171429.0,185084.0,77143.0,41237.0,172100.0,46667.0,198921.0,43125.0,97387.0,22000.0,81861.0,55327.0,50794.0,125564.0,55171.0,118716.0,77524.0,21429.0,156000.0,13490.0,117553.0,54316.0,4167.0,68722.0,34682.0
2005,,45833.0,143111.0,31505.0,226415.0,85588.0,127481.0,20700.0,179147.0,159845.0,183147.0,86487.0,50268.0,127647.0,304013.0,77692.0,38622.0,41061.0,60000.0,94815.0,69987.0,221599.0,40602.0,224086.0,159163.0,,132220.0,133898.0,136500.0,40385.0,,134437.0,96957.0,39448.0,60559.0,326152.0,86677.0,358561.0,190921.0,,229581.0,66692.0,45151.0,70499.0,233936.0,75000.0,41836.0,171236.0,153400.0,101400.0,,23225.0,36711.0,48837.0,143580.0,245978.0,45355.0,,152608.0,134530.0,153846.0,26737.0,72774.0,113323.0,64074.0,161726.0,49817.0,14925.0,5083.0,101819.0,227491.0,126817.0,92347.0,281184.0,75404.0,71019.0,29811.0,129390.0,87672.0,78630.0,88750.0,77273.0,137136.0,119441.0,100276.0,159460.0,27457.0,218272.0,102400.0,49522.0,244229.0,60447.0,178261.0,154313.0,171107.0,170732.0,163529.0,180102.0,65464.0,230980.0,146559.0,197581.0,358015.0,180556.0,162745.0,76799.0,35000.0,198273.0,40909.0,192894.0,43636.0,101743.0,35000.0,81868.0,55886.0,48686.0,122311.0,56870.0,129624.0,66667.0,20000.0,170000.0,13341.0,119239.0,55642.0,3344.0,76177.0,34819.0
2006,,45455.0,172273.0,29811.0,202893.0,85929.0,127858.0,20856.0,181403.0,160000.0,178274.0,84783.0,49537.0,132854.0,354558.0,77273.0,41176.0,40680.0,62143.0,100666.0,70038.0,223753.0,41628.0,201306.0,159187.0,102843.0,170690.0,137203.0,130505.0,41169.0,,134884.0,92915.0,24407.0,60576.0,354406.0,89220.0,375319.0,197472.0,,241381.0,67556.0,44643.0,72221.0,220811.0,112500.0,42171.0,242576.0,153404.0,115000.0,,32741.0,36923.0,52038.0,165112.0,279848.0,50000.0,,160000.0,139510.0,162069.0,27035.0,80193.0,118800.0,62857.0,160027.0,49825.0,15000.0,5075.0,117839.0,226076.0,49500.0,92195.0,359361.0,76066.0,72954.0,29434.0,129178.0,77928.0,83559.0,64548.0,76923.0,133562.0,119483.0,100000.0,195130.0,36815.0,225584.0,108889.0,48183.0,237564.0,60201.0,,137377.0,160530.0,180488.0,159000.0,207097.0,65181.0,220000.0,153724.0,230019.0,291290.0,180723.0,153023.0,62840.0,33333.0,169200.0,38000.0,282447.0,43636.0,100484.0,38000.0,82633.0,56444.0,48529.0,137657.0,58568.0,129299.0,68254.0,23000.0,170079.0,14079.0,123204.0,62926.0,3818.0,84267.0,31936.0
2007,,45833.0,128889.0,28177.0,196845.0,85409.0,76210.0,21011.0,183091.0,138675.0,126014.0,127451.0,50000.0,139475.0,352572.0,78333.0,38610.0,41439.0,62398.0,97997.0,70000.0,227520.0,40909.0,194972.0,158942.0,87317.0,135593.0,108741.0,181125.0,41258.0,,141912.0,97941.0,29407.0,58824.0,388490.0,91745.0,350347.0,121817.0,,229978.0,76959.0,45704.0,77810.0,204474.0,70000.0,45122.0,187876.0,150583.0,109579.0,,27069.0,37097.0,60000.0,201914.0,283066.0,50000.0,,169244.0,132558.0,260000.0,28332.0,89103.0,117955.0,60000.0,160004.0,50000.0,15054.0,5059.0,111220.0,251781.0,92898.0,92857.0,252366.0,78431.0,74842.0,27716.0,129222.0,91329.0,84941.0,66667.0,81250.0,305882.0,119583.0,100164.0,169600.0,46241.0,243029.0,108364.0,49020.0,227932.0,59959.0,,119048.0,129364.0,182927.0,158400.0,247669.0,65912.0,220966.0,151986.0,199948.0,343697.0,180851.0,149425.0,71090.0,33981.0,99433.0,41111.0,165401.0,43590.0,100414.0,27000.0,83107.0,57002.0,48571.0,133953.0,60266.0,128636.0,66667.0,25333.0,170000.0,13930.0,122493.0,61211.0,3358.0,91763.0,35122.0
2008,,45774.0,100000.0,26602.0,186033.0,85101.0,115070.0,21166.0,185289.0,150343.0,120250.0,123077.0,47849.0,137195.0,354059.0,77419.0,37984.0,42114.0,62736.0,110641.0,81818.0,221588.0,44444.0,184187.0,158951.0,98329.0,171371.0,120000.0,133545.0,40000.0,,142332.0,98001.0,24627.0,58462.0,359331.0,94258.0,328233.0,140919.0,,229103.0,67576.0,46552.0,80706.0,203038.0,120000.0,42895.0,222271.0,153400.0,109615.0,,25000.0,36971.0,56955.0,159537.0,293616.0,44507.0,,172829.0,144160.0,350318.0,29040.0,103603.0,110000.0,60799.0,156393.0,49853.0,12606.0,5040.0,92451.0,252332.0,65430.0,88791.0,340633.0,62500.0,76704.0,26826.0,127778.0,93774.0,88512.0,72626.0,92105.0,301462.0,127423.0,100260.0,111200.0,42870.0,211816.0,108889.0,43384.0,239576.0,58182.0,,119334.0,116254.0,179775.0,162400.0,169667.0,66631.0,219904.0,145432.0,265322.0,230672.0,189474.0,146512.0,65000.0,38095.0,56714.0,38000.0,121633.0,44356.0,106197.0,17500.0,84024.0,57561.0,47945.0,164997.0,61963.0,127011.0,61041.0,25500.0,170000.0,11204.0,122445.0,52789.0,2762.0,107579.0,35344.0
