,India,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Guyana,Cameroon,Malaysia,Comoros,Tonga,Dominican Republic,Philippines,Brazil,Benin,United Republic of Tanzania,Indonesia,Pacific Islands Trust Territory,Liberia,Sri Lanka,Uganda,Sao Tome and Principe,Togo,Papua New Guinea,Melanesia,Guadeloupe,Belize,Democratic Republic of the Congo,Vanuatu,Guatemala,Thailand,American Samoa,Nigeria,Madagascar,Samoa,Saint Lucia,Suriname,Haiti,Costa Rica,Guinea,Cuba,El Salvador,Dominica,Fiji,Congo,Equatorial Guinea,Gabon,Grenada,Ecuador,Honduras,Central African Republic,Mexico,China,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Colombia,Angola,Trinidad and Tobago,Jamaica,Solomon Islands,Micronesia (Federated States of),Polynesia,Panama,Sierra Leone,Saint Vincent and the Grenadines,Martinique,Micronesia,Ghana,Nicaragua,Timor-Leste
2003,8397.0,4201.0,24214.0,-1,263.0,154965.0,36200.0,27.0,-1.0,47356.0,5693.0,170004.0,100.0,4500.0,695361.0,-1.0,2500.0,2030.0,3800.0,3820.0,5100.0,42500.0,48646.0,0.0,41.0,5710.0,1521.0,4400.0,1287.0,1.0,385000.0,4410.0,500.0,37.0,9.0,4950.0,708.0,10000.0,1500.0,170.0,220.0,38.0,1000.0,2422.0,600.0,617.0,88263.0,2000.0,72.0,49965.0,-1,15376.0,1351546.0,41704.0,200.0,984.0,1150.0,4587.0,33.0,501.0,417.0,12000.0,180.0,-1.0,33.0,497000.0,550.0,107.0
2004,9230.0,4268.0,25921.0,-1,271.0,166754.0,33400.0,28.0,-1.0,47985.0,5648.0,196005.0,100.0,3500.0,691704.0,-1.0,2500.0,1970.0,4500.0,2500.0,21700.0,38900.0,43958.0,0.0,40.0,5670.0,865.0,6700.0,1167.0,1.0,412000.0,4409.0,499.0,50.0,9.0,4800.0,708.0,9800.0,1846.0,190.0,217.0,12.0,1000.0,3000.0,200.0,763.0,89680.0,2000.0,75.0,43975.0,-1,17515.0,1407213.0,38753.0,222.0,1321.0,1124.0,4181.0,33.0,500.0,430.0,13500.0,190.0,-1.0,33.0,737000.0,800.0,113.0
2005,9250.0,4358.0,25257.0,-1,283.0,140000.0,27964.0,28.0,-1.0,31361.0,5679.0,208620.0,100.0,5000.0,748827.0,-1.0,3000.0,1880.0,5000.0,1843.0,53000.0,47800.0,53669.0,0.0,22.0,5630.0,926.0,8569.0,1069.0,1.0,441000.0,5861.0,498.0,65.0,9.0,4800.0,343.0,13869.0,2067.0,180.0,220.0,15.0,800.0,3000.0,300.0,47.0,93658.0,2000.0,79.0,36366.0,-1,16946.0,1286330.0,37099.0,241.0,915.0,550.0,4928.0,33.0,499.0,466.0,15000.0,190.0,-1.0,33.0,740000.0,580.0,118.0
2006,10175.0,4474.0,31676.0,-1,298.0,164553.0,31937.0,28.0,-1.0,47020.0,5415.0,212270.0,100.0,6900.0,769386.0,-1.0,1000.0,1560.0,8500.0,1900.0,73000.0,51100.0,56261.0,0.0,43.0,5590.0,1314.0,9083.0,1097.0,1.0,485000.0,5859.0,498.0,55.0,8.0,6000.0,450.0,13477.0,2120.0,175.0,220.0,12.0,800.0,2000.0,200.0,90.0,87561.0,2000.0,100.0,38151.0,-1,17151.0,1408854.0,35258.0,265.0,1600.0,595.0,3835.0,32.0,499.0,653.0,13940.0,200.0,-1.0,32.0,734000.0,1400.0,123.0
2007,10180.0,4699.0,31387.0,-1,322.0,212619.0,35180.0,31.0,-1.0,43322.0,5237.0,201651.0,100.0,7000.0,740006.0,-1.0,1700.0,1440.0,10006.0,2800.0,78000.0,49300.0,54628.0,0.0,25.0,5590.0,972.0,9924.0,932.0,1.0,360570.0,6465.0,530.0,81.0,7.0,8500.0,555.0,12484.0,1379.0,180.0,225.0,14.0,700.0,2500.0,100.0,226.0,85891.0,361.0,250.0,40000.0,-1,18911.0,1229908.0,39904.0,297.0,800.0,1915.0,4342.0,35.0,531.0,686.0,14000.0,190.0,-1.0,35.0,614500.0,970.0,128.0
2008,10560.0,4745.0,34003.0,-1,343.0,229203.0,27955.0,32.0,-1.0,45518.0,5149.0,202030.0,100.0,7000.0,803593.0,-1.0,4000.0,1720.0,13000.0,2000.0,111000.0,51500.0,57339.0,0.0,50.0,5510.0,1500.0,9911.0,823.0,1.0,367020.0,6465.0,491.0,100.0,6.0,8000.0,593.0,14016.0,1149.0,160.0,100.0,13.0,927.0,2000.0,200.0,400.0,94300.0,800.0,200.0,50000.0,-1,20457.0,1382441.0,44740.0,316.0,700.0,1015.0,4326.0,33.0,492.0,707.0,10500.0,200.0,-1.0,33.0,680781.0,1250.0,133.0
2009,11820.0,4510.0,36803.0,-1,365.0,235500.0,18152.0,34.0,-1.0,54994.0,5134.0,218487.0,100.0,8500.0,809583.0,-1.0,4600.0,1750.0,15000.0,2500.0,105000.0,59400.0,65458.0,0.0,39.0,5470.0,1500.0,9956.0,781.0,1.0,363510.0,8000.0,480.0,110.0,6.0,8384.0,650.0,14577.0,1387.0,180.0,100.0,5.0,800.0,1200.0,200.0,500.0,120582.0,1350.0,100.0,60000.0,-1,20920.0,1223153.0,44740.0,335.0,600.0,1108.0,4553.0,33.0,481.0,561.0,10000.0,210.0,-1.0,33.0,710638.0,1550.0,138.0
2010,12900.0,4450.0,46613.0,-1,387.0,264077.0,15654.0,36.0,-1.0,58334.0,5019.0,235389.0,100.0,8000.0,844626.0,-1.0,6700.0,1730.0,15000.0,2600.0,101500.0,39400.0,46482.0,0.0,26.0,5431.0,1700.0,10713.0,763.0,1.0,399200.0,10000.0,465.0,107.0,6.0,9117.0,665.0,15160.0,1709.0,190.0,800.0,6.0,1200.0,1200.0,100.0,500.0,132100.0,1126.0,120.0,51158.0,-1,20955.0,1301347.0,39534.0,354.0,700.0,1368.0,5376.0,33.0,466.0,611.0,19700.0,208.0,-1.0,33.0,632037.0,1540.0,143.0
2011,14400.0,4580.0,56499.0,-1,409.0,240000.0,4605.0,38.0,-1.0,54279.0,4856.0,248524.0,111.0,9500.0,712200.0,-1.0,11700.0,1630.0,18000.0,2219.0,142500.0,47600.0,55301.0,0.0,26.0,5392.0,1200.0,11594.0,524.0,1.0,391000.0,6500.0,440.0,113.0,6.0,10054.0,690.0,39600.0,1510.0,179.0,300.0,6.0,1500.0,900.0,600.0,700.0,224163.0,1499.0,124.0,43851.0,-1,22856.0,1511255.0,37202.0,372.0,400.0,499.0,6495.0,33.0,441.0,711.0,18000.0,210.0,-1.0,33.0,700020.0,1634.0,148.0
2012,13000.0,4763.0,62492.0,-1,430.0,268941.0,3645.0,40.0,-1.0,72225.0,4831.0,253211.0,122.0,9000.0,740500.0,-1.0,12000.0,1670.0,16000.0,2230.0,34500.0,38700.0,45324.0,0.0,68.0,2000.0,2000.0,11666.0,312.0,1.0,383000.0,8000.0,450.0,146.0,6.0,11188.0,700.0,8040.0,2027.0,180.0,200.0,24.0,2800.0,700.0,100.0,800.0,133323.0,1065.0,120.0,40783.0,-1,31993.0,1485882.0,41670.0,400.0,500.0,1393.0,4600.0,33.0,451.0,749.0,18000.0,215.0,-1.0,33.0,879348.0,1750.0,153.0
2013,13000.0,7325.0,71175.0,-1,450.0,275000.0,2809.0,41.0,-1.0,68021.0,4876.0,256186.0,115.0,6000.0,720900.0,-1.0,8400.0,1610.0,20000.0,2617.0,15000.0,41200.0,47923.0,0.0,66.0,2000.0,2000.0,12569.0,67.0,1.0,367000.0,9000.0,445.0,59.0,6.0,12724.0,700.0,6273.0,1425.0,185.0,270.0,23.0,5000.0,700.0,200.0,900.0,128446.0,962.0,115.0,37483.0,-1,29740.0,1448992.0,46739.0,410.0,294.0,997.0,4700.0,30.0,446.0,627.0,14850.0,220.0,-1.0,30.0,835466.0,1809.0,160.0
2014,15000.0,7164.0,81651.0,-1,469.0,269902.0,2665.0,42.0,-1.0,69633.0,5428.0,273793.0,117.0,5645.0,728400.0,-1.0,7500.0,1812.0,20979.0,3200.0,30516.0,45019.0,51528.0,0.0,75.0,2500.0,1663.0,13109.0,144.0,1.0,248000.0,8818.0,484.0,63.0,6.0,14633.0,700.0,9439.0,2188.0,366.0,297.0,20.0,5000.0,668.0,207.0,900.0,156216.0,941.0,133.0,26969.0,-1,21735.0,1434077.0,47732.0,414.0,329.0,1154.0,4825.0,32.0,485.0,641.0,15879.0,217.0,-1.0,32.0,858720.0,1870.0,163.0
