,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Lebanon,Yemen,Tunisia,Albania,Brazil,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,Spain,India,Lesotho,Ecuador,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,New Zealand,United Arab Emirates,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Malta,Uruguay,Denmark,Zimbabwe,Ireland,Egypt,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Bolivia (Plurinational State of),Western Sahara,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Croatia,Bulgaria,Myanmar,China
1971,14737.0,,12704.0,12089.0,6463.0,,8000.0,,9200.0,23892.0,,,8722.0,11216.0,5832.0,8333.0,8292.0,14444.0,,26227.0,11550.0,19281.0,20178.0,10900.0,3486.0,5726.0,,23152.0,16219.0,4982.0,38949.0,8737.0,,,20532.0,33604.0,33541.0,30974.0,27259.0,31866.0,,,,12221.0,16571.0,6231.0,,24617.0,12607.0,15189.0,8689.0,,,9229.0,37924.0,14917.0,34475.0,11000.0,,31795.0,10916.0,,12667.0,,9269.0,,1928.0,7097.0,20157.0,36750.0,37294.0,4372.0,33623.0,,,25864.0,,,,12723.0,9099.0,21643.0,13788.0,6105.0,39846.0,41250.0,42177.0,24118.0,5106.0,14451.0,11136.0,30771.0,,11270.0,42488.0,,8946.0,,37400.0,,,,,6704.0,6479.0,,,20000.0,6957.0,6875.0,,,28870.0,,12607.0
1972,12447.0,,9223.0,8070.0,6577.0,,7407.0,,11839.0,25642.0,,,9656.0,11456.0,7152.0,9059.0,7788.0,12444.0,,27616.0,14637.0,15433.0,17298.0,10496.0,3500.0,6169.0,,22293.0,14882.0,5617.0,41858.0,8737.0,,,21369.0,31178.0,39111.0,31288.0,27040.0,34851.0,,,,14263.0,16793.0,6643.0,,23517.0,12682.0,11464.0,9017.0,,,7002.0,40944.0,14815.0,32998.0,11290.0,,28863.0,14519.0,,14667.0,,9250.0,,7099.0,7422.0,20483.0,50750.0,39638.0,11973.0,31798.0,,,24484.0,,,,12605.0,4986.0,20720.0,16660.0,9243.0,39628.0,38889.0,38989.0,26750.0,6791.0,14278.0,14865.0,26799.0,,10938.0,40092.0,,6097.0,,40403.0,,,,,6941.0,6127.0,,,18889.0,6471.0,6667.0,,,32021.0,,12682.0
1973,17211.0,,13628.0,12653.0,6624.0,,6522.0,,12095.0,23187.0,,,8880.0,11011.0,6057.0,10112.0,7186.0,16111.0,,30087.0,14593.0,15553.0,15873.0,9715.0,3500.0,8520.0,,21126.0,12058.0,3075.0,44942.0,8200.0,,,20581.0,34004.0,39117.0,30093.0,29166.0,38679.0,,,,14949.0,20610.0,7046.0,,21808.0,10765.0,1735.0,9011.0,,,7030.0,42485.0,15000.0,34189.0,10938.0,,31116.0,9955.0,,11308.0,,9148.0,,7144.0,6293.0,22143.0,38000.0,40077.0,1115.0,28967.0,,,21687.0,,,,6156.0,11297.0,16813.0,17237.0,9073.0,37593.0,38000.0,37255.0,26779.0,4759.0,15034.0,8424.0,27038.0,,11250.0,39515.0,,19082.0,,39722.0,,,,,6968.0,6690.0,,,18333.0,5246.0,7500.0,,,29850.0,,10765.0
1974,16036.0,,14412.0,13777.0,6817.0,,9095.0,,11923.0,22770.0,,,13885.0,11114.0,6514.0,10000.0,7398.0,17647.0,,33037.0,11663.0,16396.0,17855.0,8947.0,3500.0,9228.0,,18409.0,12907.0,6196.0,45418.0,8000.0,,,23519.0,39246.0,37030.0,27384.0,31769.0,27721.0,,,,14444.0,24061.0,6721.0,,20263.0,14815.0,15189.0,8911.0,,,7989.0,43006.0,15200.0,38774.0,11143.0,,38129.0,10270.0,,9000.0,,9302.0,,4337.0,6306.0,24681.0,43200.0,42834.0,9405.0,39605.0,,,21736.0,,,,11957.0,6820.0,18737.0,16840.0,12650.0,41530.0,39448.0,42152.0,27439.0,4802.0,9780.0,10852.0,30077.0,,11170.0,45645.0,,14751.0,,41246.0,,,,,6963.0,6667.0,,,20000.0,9403.0,7619.0,,,34286.0,,14814.0
1975,10120.0,,14144.0,13650.0,7076.0,,11994.0,,11566.0,21532.0,,,13333.0,11002.0,8860.0,9804.0,10729.0,16471.0,,27293.0,11912.0,16111.0,20625.0,10866.0,2917.0,8776.0,,21311.0,17308.0,2223.0,33967.0,8200.0,,,23177.0,31999.0,33731.0,33206.0,27252.0,25157.0,,,,15369.0,19517.0,9386.0,,23673.0,17606.0,17260.0,9131.0,,,8603.0,40408.0,15190.0,31896.0,11143.0,,24770.0,7703.0,,10000.0,,9299.0,,5205.0,6406.0,25711.0,49000.0,39669.0,5898.0,31455.0,,,26765.0,,,,8606.0,11892.0,18217.0,18124.0,7546.0,35739.0,47461.0,41571.0,28250.0,8690.0,9000.0,7405.0,28284.0,,12000.0,38548.0,,23675.0,,36303.0,,,,,7133.0,6667.0,,,19231.0,9324.0,7727.0,,,29573.0,,17603.0
1976,18641.0,,13021.0,12266.0,7006.0,,6000.0,,11694.0,30049.0,,,7143.0,11077.0,6000.0,14286.0,12691.0,17500.0,,32822.0,15963.0,10500.0,16892.0,11392.0,2678.0,8781.0,,24149.0,18610.0,2466.0,41294.0,9846.0,,,24362.0,33990.0,30683.0,34361.0,29894.0,33691.0,,,,15109.0,22260.0,11386.0,,24418.0,20148.0,17049.0,9196.0,,,8158.0,42797.0,14636.0,39647.0,11000.0,,28151.0,10063.0,,10000.0,,9316.0,,4682.0,6701.0,26489.0,41800.0,36893.0,9034.0,32924.0,,,30657.0,,,,12800.0,7783.0,15384.0,21285.0,12237.0,32470.0,40000.0,35626.0,27503.0,6314.0,13280.0,6852.0,26189.0,,12903.0,43218.0,,12512.0,,35050.0,,,,,7914.0,7500.0,,,20000.0,8295.0,7826.0,,,33997.0,,20145.0
1977,14048.0,,9230.0,8504.0,7089.0,,6000.0,,8398.0,31234.0,,,11429.0,9129.0,4717.0,16364.0,10178.0,17500.0,,31649.0,11387.0,17446.0,20209.0,10457.0,3077.0,6796.0,,24836.0,18130.0,2601.0,43215.0,12582.0,,,18338.0,37667.0,35250.0,21916.0,27492.0,36608.0,,,,16814.0,21242.0,9628.0,,23659.0,19750.0,17012.0,8614.0,,,5864.0,43506.0,14833.0,36889.0,11290.0,,35155.0,8541.0,,10000.0,,8281.0,,3266.0,6278.0,23027.0,24496.0,40110.0,3298.0,32887.0,,,25085.0,,,,5754.0,7123.0,22672.0,28214.0,8815.0,40207.0,40000.0,49965.0,27544.0,3515.0,14000.0,5853.0,26452.0,,9677.0,38990.0,,16629.0,,43872.0,,,,,5352.0,7059.0,,,18000.0,11778.0,8333.0,,,27993.0,,19748.0
1978,17477.0,,14933.0,14384.0,7234.0,,6000.0,,6062.0,31931.0,,,11429.0,8343.0,4225.0,18182.0,16094.0,20000.0,,33915.0,15606.0,17383.0,22928.0,11548.0,3077.0,6800.0,,24376.0,18842.0,2977.0,48378.0,8648.0,,,25028.0,40188.0,40231.0,33316.0,30232.0,36519.0,,,,17048.0,20513.0,10340.0,,26456.0,22295.0,20353.0,8546.0,,,5154.0,49972.0,14938.0,40047.0,11250.0,,36064.0,8640.0,,10000.0,,8804.0,,4700.0,6318.0,27837.0,27068.0,42632.0,7057.0,36140.0,,,25704.0,,,,9640.0,5612.0,19671.0,27762.0,10083.0,40129.0,51646.0,45443.0,27127.0,5956.0,17157.0,2380.0,33923.0,,10484.0,46351.0,,18505.0,,41883.0,,,,,6896.0,7000.0,,,29756.0,13776.0,5000.0,,,31459.0,,22294.0
1979,11993.0,,15497.0,14919.0,7276.0,,6000.0,,9375.0,26427.0,,,10000.0,9326.0,4936.0,19167.0,11586.0,22667.0,,27083.0,13780.0,18484.0,17978.0,11719.0,3077.0,6732.0,,22733.0,18781.0,1068.0,47839.0,11129.0,,,22430.0,35451.0,39950.0,43410.0,25383.0,34002.0,,,,14684.0,21610.0,10782.0,,27390.0,24896.0,18402.0,8614.0,,,5711.0,45654.0,14485.0,30244.0,11143.0,,33051.0,7515.0,,12200.0,,8674.0,,2941.0,6311.0,26381.0,24848.0,39231.0,3581.0,33313.0,,,26061.0,,,,8609.0,5456.0,18752.0,28989.0,15907.0,41074.0,45811.0,48135.0,27018.0,5644.0,20308.0,1860.0,35156.0,,10461.0,46505.0,,15267.0,,41064.0,,,,,6389.0,7000.0,,,30147.0,13178.0,6667.0,,,32863.0,,24896.0
1980,12710.0,,11561.0,10942.0,7414.0,,6000.0,,15000.0,29016.0,,,8750.0,9792.0,7743.0,20833.0,10365.0,21429.0,,37835.0,12572.0,17486.0,24349.0,9167.0,3077.0,9278.0,,24309.0,19051.0,7438.0,50522.0,11550.0,,,26444.0,39243.0,44171.0,33267.0,25861.0,34358.0,,,,16594.0,25494.0,8578.0,,26762.0,21809.0,20951.0,8903.0,,,6804.0,48256.0,15824.0,40504.0,11176.0,,34952.0,8225.0,,12500.0,,8951.0,,2533.0,6491.0,28739.0,27000.0,43104.0,13116.0,33521.0,,,28751.0,,,,10278.0,3805.0,21592.0,28784.0,15226.0,38336.0,49513.0,46437.0,26659.0,8408.0,21765.0,10824.0,31530.0,,10490.0,45868.0,,12403.0,,44294.0,,,,,6412.0,6522.0,,,30156.0,8824.0,6875.0,,,32301.0,,21809.0
1981,10498.0,,13521.0,12849.0,6766.0,,6000.0,,20820.0,28035.0,,,12000.0,10649.0,6095.0,20833.0,11491.0,20714.0,,31574.0,11465.0,15667.0,13563.0,12690.0,3077.0,9375.0,,25063.0,19899.0,4046.0,47945.0,12973.0,,,24379.0,34363.0,39476.0,32824.0,27348.0,40284.0,,,,20300.0,23226.0,8380.0,,28187.0,25833.0,18986.0,9693.0,,,5508.0,47054.0,15000.0,33678.0,11429.0,,34827.0,9399.0,,12500.0,,8632.0,,5210.0,6343.0,29271.0,29803.0,40429.0,10437.0,35987.0,,,18949.0,,,,4663.0,4205.0,19880.0,36007.0,13620.0,39216.0,55167.0,46831.0,26969.0,6027.0,19130.0,9189.0,31291.0,,10791.0,45319.0,,7633.0,,43962.0,,,,,6784.0,6957.0,,,30000.0,15362.0,8824.0,,,36815.0,,25833.0
1982,13578.0,,9034.0,7905.0,7107.0,,6000.0,,26550.0,32362.0,,8215.0,12000.0,10441.0,8582.0,20992.0,5904.0,23077.0,,33252.0,17780.0,15931.0,14577.0,11535.0,3077.0,10446.0,,27124.0,20402.0,4040.0,54509.0,11544.0,,,26378.0,37918.0,42027.0,33413.0,29493.0,40695.0,,,,18458.0,23556.0,10339.0,,30797.0,28070.0,18986.0,9601.0,,,6699.0,56613.0,14815.0,42276.0,11781.0,,36842.0,8124.0,,12857.0,,8631.0,,7405.0,6879.0,30476.0,39053.0,45012.0,4161.0,37462.0,,,29580.0,,,,11404.0,11986.0,20503.0,38002.0,17407.0,42816.0,51494.0,50421.0,26318.0,5929.0,18750.0,5192.0,31709.0,,10739.0,48859.0,,14444.0,,49325.0,,,,,7258.0,6957.0,,,30000.0,17188.0,9118.0,,,40809.0,,28070.0
1983,14836.0,,16412.0,15729.0,7043.0,,6000.0,,25650.0,29596.0,,9475.0,12000.0,6366.0,4802.0,23077.0,10326.0,21538.0,,36594.0,17238.0,15795.0,17837.0,12590.0,3077.0,9967.0,,23562.0,18707.0,6267.0,45694.0,12867.0,,,18967.0,40012.0,40935.0,35305.0,29679.0,42375.0,,,,18359.0,23607.0,10135.0,,28101.0,25000.0,14260.0,8303.0,,,6529.0,47396.0,14846.0,42596.0,11233.0,,31488.0,6868.0,,13143.0,,8694.0,,6767.0,7001.0,30870.0,33318.0,43861.0,6862.0,32774.0,,,32057.0,,,,5709.0,11952.0,19193.0,39194.0,15994.0,32829.0,51498.0,47958.0,25908.0,6214.0,14214.0,17815.0,30621.0,,10992.0,46884.0,,19839.0,,46549.0,,,,,6383.0,7083.0,,,30000.0,19494.0,9143.0,,,32436.0,,24999.0
1984,12805.0,,16812.0,15788.0,6978.0,,6000.0,,17825.0,36440.0,,9091.0,12500.0,6275.0,6377.0,23077.0,10591.0,25000.0,,45312.0,20896.0,16207.0,26819.0,13232.0,3077.0,8127.0,,22594.0,20058.0,2333.0,61700.0,10101.0,,,23397.0,47344.0,54622.0,33446.0,33715.0,45530.0,,,,21864.0,27596.0,10599.0,,28678.0,27500.0,17933.0,9460.0,,,10882.0,56454.0,14444.0,46168.0,11258.0,,38014.0,9174.0,,13429.0,,8969.0,,4065.0,6727.0,37290.0,33592.0,49292.0,2354.0,40961.0,,,30505.0,,,,6609.0,10208.0,22175.0,34783.0,16757.0,51424.0,46199.0,58166.0,27223.0,5059.0,,6102.0,33890.0,,10855.0,59766.0,,20841.0,,55907.0,,,,,8025.0,7417.0,,,29600.0,19885.0,9444.0,,,40563.0,,27500.0
1985,14832.0,,16061.0,14827.0,6926.0,,6000.0,,17825.0,25913.0,,9200.0,15000.0,6667.0,8356.0,23077.0,15467.0,25000.0,,37506.0,15588.0,19803.0,25199.0,12416.0,3846.0,9076.0,,26076.0,19487.0,4930.0,55324.0,10170.0,,,18686.0,44858.0,50730.0,33377.0,32890.0,42300.0,,,,19113.0,26688.0,11020.0,,27393.0,26471.0,21345.0,10600.0,,,7605.0,50954.0,14375.0,45540.0,11351.0,,37766.0,9814.0,,13714.0,,8565.0,,4211.0,6265.0,34788.0,33469.0,49648.0,5341.0,34491.0,,,28710.0,,,,10666.0,13858.0,24247.0,34783.0,12391.0,48010.0,54299.0,50067.0,27619.0,9572.0,,3493.0,33446.0,,10860.0,53294.0,,21503.0,,49542.0,,,,,8002.0,7200.0,,,29976.0,25347.0,9722.0,,,30728.0,19610.0,26471.0
1986,16516.0,,17012.0,15602.0,7082.0,,6000.0,,16667.0,32647.0,,9200.0,16250.0,8612.0,2986.0,27692.0,18009.0,25000.0,,33947.0,18346.0,19520.0,17121.0,14337.0,3846.0,6823.0,,30170.0,21027.0,4576.0,58772.0,9862.0,,,25602.0,42987.0,47965.0,33002.0,33040.0,40144.0,,,,19226.0,26331.0,12693.0,,27340.0,22909.0,13028.0,11304.0,,,12153.0,62398.0,13000.0,38849.0,10526.0,,31300.0,7184.0,,14000.0,,7991.0,,4500.0,6398.0,33207.0,33521.0,48089.0,7207.0,36451.0,,,29077.0,,,,14415.0,14481.0,29963.0,34545.0,12351.0,47623.0,57600.0,53887.0,30364.0,8935.0,,6335.0,32067.0,,10845.0,42105.0,,37340.0,,52238.0,,,,,8227.0,7308.0,,,30025.0,21868.0,9722.0,,,36021.0,15140.0,22909.0
1987,17401.0,,15612.0,14565.0,5924.0,,6034.0,,14286.0,36053.0,,9200.0,16515.0,8651.0,8396.0,29231.0,19135.0,25000.0,,38739.0,21481.0,19531.0,22352.0,13631.0,3846.0,7081.0,,27891.0,20921.0,7310.0,52767.0,11050.0,,,22667.0,42576.0,53109.0,34881.0,33714.0,40306.0,,,,21587.0,23662.0,12280.0,,28178.0,28283.0,23255.0,9969.0,,,11281.0,52044.0,11860.0,40436.0,10526.0,,34776.0,7639.0,,14286.0,,8638.0,,3996.0,6271.0,38436.0,33500.0,46585.0,3671.0,35030.0,,,18686.0,,,,6668.0,10232.0,29524.0,34545.0,20142.0,45508.0,53125.0,62706.0,31489.0,7529.0,,13549.0,31659.0,,10845.0,47240.0,,40934.0,,50437.0,,,,,8465.0,7692.0,,,32222.0,28000.0,10000.0,,,36982.0,10935.0,28283.0
1988,13693.0,,15844.0,14801.0,7710.0,,6034.0,,13889.0,41915.0,,9200.0,15746.0,10989.0,4172.0,30769.0,12310.0,25000.0,,44879.0,23627.0,18202.0,28351.0,13799.0,3846.0,8319.0,,24603.0,21893.0,8091.0,58264.0,12008.0,,,25598.0,43033.0,53050.0,39935.0,30428.0,44230.0,,,,14987.0,27748.0,14319.0,,20434.0,30612.0,27097.0,10395.0,,,8107.0,48280.0,10760.0,46734.0,11628.0,,31327.0,10936.0,,14571.0,,8344.0,,5110.0,6393.0,34724.0,32985.0,49390.0,15378.0,34797.0,,,23644.0,,,,13821.0,9875.0,33909.0,30000.0,24661.0,46944.0,51048.0,60825.0,32097.0,5777.0,,7163.0,35037.0,,11085.0,55141.0,,63841.0,,46379.0,,,,,7794.0,7407.0,,,30018.0,15750.0,10000.0,,,38030.0,11067.0,30612.0
