,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Lebanon,Yemen,Tunisia,Albania,Brazil,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,Spain,India,Lesotho,Ecuador,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,New Zealand,United Arab Emirates,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Malta,Uruguay,Denmark,Zimbabwe,Ireland,Egypt,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Bolivia (Plurinational State of),Western Sahara,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Croatia,Bulgaria,Myanmar,China
1989,17177.0,,18259.0,17508.0,7719.0,,6034.0,,20925.0,44755.0,,9200.0,16500.0,11086.0,4850.0,30303.0,21903.0,25000.0,,47420.0,22512.0,16988.0,21787.0,15925.0,3000.0,10256.0,,24929.0,13505.0,6338.0,56491.0,10623.0,,,26546.0,47266.0,53643.0,40162.0,33272.0,38957.0,,,,16508.0,28935.0,10740.0,,26159.0,26087.0,25822.0,10448.0,,,12237.0,50200.0,7899.0,48707.0,10000.0,,35044.0,7265.0,,14857.0,,9175.0,,5319.0,6167.0,34926.0,30000.0,54534.0,937.0,39238.0,,,31532.0,,,,12500.0,10769.0,34602.0,35000.0,22350.0,50215.0,50523.0,56025.0,27778.0,7523.0,,2444.0,32876.0,,10948.0,64636.0,10138.0,64381.0,,48830.0,,,,,6470.0,7500.0,,,28667.0,27423.0,10000.0,,,43659.0,,26087.0
1990,20075.0,,17858.0,16766.0,8487.0,,6020.0,,18155.0,35775.0,,7240.0,17745.0,10512.0,9376.0,10000.0,14976.0,25000.0,,46082.0,21934.0,18490.0,21529.0,14998.0,3846.0,7955.0,,29680.0,21978.0,8831.0,54451.0,11654.0,,,17430.0,54666.0,56845.0,36320.0,35920.0,46360.0,,,,18716.0,28247.0,13500.0,,30167.0,28061.0,18727.0,9539.0,,,11771.0,54224.0,7881.0,51998.0,10256.0,,41507.0,9647.0,,17744.0,,9272.0,,4768.0,6280.0,36449.0,29987.0,53558.0,3100.0,45382.0,,,35427.0,,,,8852.0,10105.0,34797.0,36373.0,18803.0,55347.0,54586.0,59197.0,26617.0,7610.0,,5245.0,32601.0,,10537.0,57149.0,11831.0,66754.0,,52088.0,,,,,6820.0,7586.0,,,27907.0,23818.0,10250.0,,,38544.0,,28061.0
1991,14517.0,,17984.0,17094.0,9056.0,,6222.0,,18900.0,28993.0,,8230.0,16914.0,6871.0,13058.0,9231.0,11458.0,23949.0,,43600.0,24557.0,20687.0,20990.0,16965.0,3539.0,7389.0,,27548.0,22667.0,6994.0,60868.0,11333.0,,,27602.0,47880.0,60822.0,37150.0,34404.0,47050.0,,,,20423.0,30038.0,12958.0,,29689.0,25455.0,13588.0,10324.0,,,18791.0,56816.0,7883.0,48064.0,9924.0,,36650.0,5860.0,,17591.0,,9402.0,,4808.0,6130.0,38008.0,27378.0,57166.0,4107.0,41371.0,,,32886.0,,,,13800.0,8136.0,33730.0,22500.0,16796.0,53711.0,57143.0,59359.0,18738.0,11635.0,,4846.0,29611.0,,10637.0,59899.0,7181.0,67151.0,,54764.0,,,,,5511.0,7667.0,,,333.0,12593.0,10061.0,,,39159.0,,25455.0
1992,,,18973.0,18313.0,9389.0,,6228.0,,19565.0,26703.0,,7895.0,18181.0,12976.0,11956.0,13802.0,18732.0,23636.0,32604.0,35900.0,25501.0,16771.0,14846.0,17808.0,3334.0,7251.0,32976.0,29092.0,20392.0,9957.0,57107.0,10660.0,10446.0,22979.0,25444.0,40033.0,58257.0,42306.0,23531.0,48744.0,,,23548.0,18966.0,,13863.0,15124.0,33607.0,27500.0,28500.0,8416.0,,15622.0,9452.0,59887.0,7875.0,48810.0,10116.0,20982.0,27760.0,7500.0,,18539.0,,9319.0,,4865.0,6351.0,38697.0,29991.0,50650.0,4814.0,29190.0,9428.0,,28137.0,21739.0,16252.0,,4840.0,6654.0,38425.0,21365.0,24663.0,32664.0,44014.0,63341.0,22481.0,8975.0,,8556.0,33903.0,26624.0,8000.0,60050.0,6674.0,66943.0,16876.0,56697.0,20125.0,,25000.0,18537.0,6722.0,7760.0,12372.0,29503.0,32609.0,19776.0,10526.0,7548.0,32492.0,30536.0,,27500.0
1993,,2196.0,20154.0,19472.0,9925.0,33257.0,6189.0,13606.0,19605.0,24373.0,,9259.0,20000.0,12971.0,9327.0,13324.0,16395.0,24000.0,29009.0,26508.0,23105.0,20024.0,27396.0,16518.0,3255.0,6973.0,34672.0,31190.0,21651.0,11652.0,57375.0,,21857.0,18335.0,24880.0,,55395.0,37923.0,27873.0,50323.0,,,21639.0,23084.0,,14553.0,10384.0,31710.0,27667.0,30156.0,11120.0,,20560.0,15979.0,62624.0,8389.0,41442.0,10309.0,23656.0,37249.0,6750.0,37999.0,16667.0,,9303.0,,4762.0,6156.0,38443.0,30000.0,50007.0,7162.0,42072.0,10487.0,,36585.0,22361.0,10348.0,,4774.0,4705.0,36636.0,21429.0,14655.0,47265.0,51563.0,52987.0,21994.0,6252.0,,6574.0,36719.0,28386.0,10000.0,61543.0,10000.0,67130.0,11610.0,51784.0,14723.0,,25000.0,17342.0,7237.0,7742.0,16546.0,32147.0,32340.0,19828.0,8824.0,7895.0,34332.0,25789.0,,27667.0
1994,,7891.0,13001.0,11792.0,9675.0,36717.0,6154.0,9371.0,24249.0,27180.0,,9167.0,18221.0,12923.0,5923.0,23523.0,16903.0,24138.0,34975.0,36863.0,23093.0,19891.0,20951.0,16531.0,3184.0,5818.0,22131.0,28573.0,20099.0,8613.0,56406.0,,15578.0,25030.0,26000.0,,54441.0,37962.0,26026.0,53087.0,,,14978.0,26531.0,,17329.0,9730.0,30247.0,28125.0,25667.0,11536.0,,17592.0,16478.0,52082.0,8600.0,46859.0,10503.0,23605.0,34800.0,6326.0,37780.0,18881.0,,9667.0,,4706.0,6190.0,37386.0,30000.0,52684.0,7823.0,36991.0,9808.0,11113.0,36743.0,25439.0,9871.0,,14405.0,3961.0,35589.0,21667.0,24249.0,48919.0,58407.0,53624.0,20834.0,6482.0,,11601.0,36066.0,23783.0,9200.0,53218.0,12987.0,63636.0,11985.0,53718.0,16394.0,,26000.0,16493.0,7083.0,7758.0,18217.0,28493.0,32500.0,22917.0,9904.0,6427.0,29761.0,29345.0,,28125.0
1995,,6449.0,19282.0,18719.0,9939.0,34001.0,6243.0,8643.0,21843.0,31222.0,,7895.0,29514.0,12896.0,6609.0,22527.0,15064.0,24000.0,34608.0,35797.0,17709.0,21978.0,14192.0,14403.0,3115.0,6508.0,25021.0,29871.0,21433.0,6883.0,63623.0,,14985.0,27782.0,26328.0,,55433.0,43753.0,31297.0,45741.0,,,10544.0,19749.0,,16851.0,5613.0,30791.0,26000.0,23509.0,11428.0,,16373.0,10427.0,56882.0,8582.0,46495.0,10698.0,14082.0,31241.0,6422.0,38386.0,19269.0,,9677.0,,4600.0,6000.0,38011.0,29992.0,56391.0,8685.0,39539.0,12566.0,16518.0,34163.0,25372.0,12757.0,,3850.0,7778.0,36000.0,20000.0,25134.0,54182.0,53079.0,60694.0,19575.0,7098.0,,2013.0,37065.0,19017.0,8889.0,55485.0,16000.0,54761.0,11089.0,57351.0,15737.0,,25926.0,10732.0,6890.0,7813.0,14497.0,21828.0,32653.0,24000.0,9992.0,6209.0,31761.0,29597.0,,26000.0
1996,,3390.0,20525.0,19887.0,10163.0,31815.0,6283.0,10613.0,17052.0,21491.0,,9091.0,25258.0,10976.0,11857.0,13379.0,24887.0,22222.0,32389.0,28339.0,21470.0,21186.0,29945.0,18325.0,3049.0,7561.0,12980.0,31837.0,22032.0,8573.0,72195.0,,21421.0,19992.0,23487.0,,62013.0,42208.0,30419.0,49419.0,,,15351.0,20676.0,,16344.0,8217.0,31481.0,26769.0,23273.0,11896.0,,24833.0,15371.0,66141.0,8500.0,41703.0,10896.0,14440.0,39036.0,7879.0,37716.0,20000.0,,10492.0,,4780.0,6430.0,37580.0,30007.0,54673.0,10666.0,45100.0,11189.0,13923.0,34278.0,18881.0,13592.0,,15766.0,7626.0,27465.0,31111.0,23313.0,53564.0,56604.0,67530.0,26844.0,14037.0,,3756.0,40862.0,23462.0,10000.0,65179.0,18392.0,52908.0,9305.0,61387.0,13972.0,,26111.0,13530.0,7386.0,7755.0,21060.0,16716.0,29977.0,13701.0,10450.0,5787.0,28385.0,17529.0,,26769.0
1997,,4152.0,19160.0,18410.0,9862.0,35795.0,6321.0,10620.0,15966.0,30157.0,,9000.0,15895.0,9661.0,5158.0,14573.0,20281.0,20000.0,35864.0,35948.0,28662.0,19842.0,23219.0,19303.0,2982.0,7713.0,22292.0,28781.0,22393.0,8596.0,69484.0,,18809.0,23549.0,24069.0,,59905.0,37202.0,31128.0,53655.0,,,18225.0,19328.0,,16641.0,9300.0,31240.0,26640.0,9600.0,10641.0,,23728.0,8784.0,63879.0,8506.0,48258.0,10000.0,2149.0,37959.0,6633.0,38431.0,16667.0,,11046.0,,4953.0,6362.0,33073.0,30000.0,58923.0,6250.0,43204.0,7423.0,11169.0,34377.0,25714.0,7996.0,,6634.0,6162.0,36848.0,30140.0,16703.0,53986.0,42617.0,57271.0,21762.0,7208.0,,1807.0,33612.0,26654.0,12500.0,65240.0,41853.0,53033.0,11238.0,57601.0,14936.0,,26903.0,17559.0,6789.0,7879.0,19067.0,19998.0,30000.0,13485.0,8824.0,9341.0,32138.0,27800.0,,26640.0
1998,,12428.0,19613.0,18904.0,10701.0,35138.0,6356.0,10953.0,18457.0,23937.0,,7895.0,13043.0,11362.0,11646.0,19106.0,19255.0,18000.0,39929.0,35369.0,25377.0,19775.0,30819.0,19578.0,2727.0,8319.0,20114.0,29749.0,24464.0,8193.0,56147.0,,16355.0,26499.0,24161.0,,64936.0,30756.0,31749.0,57725.0,,,19989.0,15353.0,,18086.0,6187.0,32308.0,24963.0,10189.0,11333.0,,23856.0,9993.0,54823.0,8497.0,45612.0,10000.0,1950.0,37090.0,7082.0,36232.0,22222.0,,10027.0,,4815.0,6516.0,38026.0,30076.0,57373.0,5632.0,37911.0,5750.0,12450.0,22768.0,27333.0,11674.0,,8120.0,5471.0,43313.0,32745.0,26923.0,51972.0,57935.0,56266.0,24670.0,7453.0,,3285.0,26243.0,19342.0,12000.0,68625.0,18438.0,54723.0,7659.0,52857.0,13147.0,,26346.0,13851.0,7012.0,7756.0,19391.0,16480.0,20000.0,18198.0,14320.0,9135.0,33580.0,24732.0,,24963.0
1999,,7339.0,20217.0,19479.0,10015.0,29433.0,6429.0,9204.0,22239.0,24515.0,,9091.0,11032.0,11641.0,8755.0,18125.0,23450.0,13415.0,37909.0,31226.0,22727.0,19259.0,23931.0,19397.0,2601.0,6961.0,16906.0,32428.0,21449.0,13420.0,73698.0,,12112.0,25169.0,22670.0,,62499.0,44044.0,30711.0,54480.0,,,17632.0,20007.0,,14248.0,13317.0,31853.0,25000.0,21673.0,11900.0,,17607.0,11891.0,62969.0,8505.0,47268.0,10000.0,3900.0,34151.0,4098.0,39369.0,23404.0,,10017.0,,4839.0,5884.0,37115.0,29993.0,60107.0,3009.0,38435.0,14670.0,3896.0,26983.0,25641.0,12784.0,,7121.0,4723.0,30742.0,35234.0,20219.0,50476.0,54144.0,66536.0,20146.0,10875.0,,9289.0,39481.0,14559.0,12000.0,52799.0,19838.0,46525.0,17940.0,55818.0,18720.0,,24972.0,14286.0,7455.0,7941.0,17659.0,18487.0,19991.0,9086.0,20000.0,7685.0,28054.0,25670.0,,25000.0
2000,,5563.0,20080.0,19522.0,9506.0,19901.0,6410.0,9132.0,22211.0,21049.0,,9091.0,10805.0,11444.0,6478.0,15000.0,17879.0,8529.0,32633.0,27730.0,29153.0,16502.0,33749.0,19972.0,2770.0,5611.0,12586.0,29607.0,22736.0,9022.0,,,21050.0,22133.0,24308.0,,63300.0,33564.0,25396.0,55413.0,,,21357.0,24541.0,,14115.0,10236.0,32880.0,24729.0,8356.0,11928.0,,24337.0,16706.0,61104.0,8535.0,38195.0,11333.0,5333.0,35240.0,3604.0,32934.0,25714.0,68742.0,10930.0,50800.0,4722.0,7267.0,36533.0,29993.0,58550.0,1609.0,39283.0,11167.0,15239.0,35506.0,22872.0,6994.0,,2074.0,10054.0,34658.0,39815.0,24142.0,53705.0,62793.0,71854.0,20327.0,7573.0,,11324.0,40056.0,18723.0,5968.0,61784.0,18690.0,46377.0,9711.0,57553.0,20231.0,,23769.0,16649.0,7514.0,7692.0,19992.0,18628.0,19990.0,14899.0,20000.0,5197.0,32664.0,26768.0,,24729.0
2001,,9288.0,22887.0,22336.0,8752.0,32902.0,6425.0,10841.0,38856.0,29880.0,,9167.0,11571.0,11138.0,11709.0,25000.0,20827.0,19545.0,35131.0,35354.0,21504.0,13958.0,20886.0,18400.0,2741.0,5900.0,23578.0,26137.0,21345.0,8550.0,,,20107.0,18673.0,23944.0,,57473.0,42234.0,31092.0,52000.0,,,20801.0,24530.0,,16293.0,13110.0,31266.0,37571.0,23207.0,11550.0,,23136.0,10705.0,57991.0,8523.0,46553.0,12020.0,5111.0,35267.0,4583.0,39699.0,25556.0,71592.0,10814.0,46090.0,4709.0,7057.0,33805.0,29969.0,63902.0,15011.0,40830.0,15533.0,12242.0,32639.0,32581.0,13499.0,,5434.0,5600.0,42586.0,40000.0,9124.0,53321.0,54897.0,70176.0,30391.0,11143.0,,10204.0,34093.0,22518.0,10000.0,55924.0,18995.0,51153.0,21995.0,53494.0,22373.0,,23946.0,20111.0,7633.0,7540.0,18637.0,25979.0,18717.0,17945.0,20000.0,8601.0,31558.0,31859.0,,37571.0
2002,,2408.0,10923.0,10003.0,9024.0,35698.0,6432.0,14409.0,31286.0,21108.0,,9388.0,14870.0,9911.0,9204.0,47500.0,16595.0,17692.0,38844.0,28232.0,21927.0,16657.0,26962.0,21600.0,2717.0,6342.0,19598.0,22346.0,23069.0,10252.0,,,19190.0,26541.0,24956.0,,66875.0,37650.0,32072.0,56453.0,,,23477.0,26091.0,,18473.0,12718.0,29608.0,36368.0,24272.0,12844.0,,23866.0,17874.0,55374.0,8448.0,42866.0,10937.0,7273.0,32829.0,7944.0,36728.0,23636.0,75485.0,11107.0,54067.0,4791.0,7411.0,34721.0,30000.0,55462.0,7451.0,42155.0,17084.0,19990.0,33270.0,26843.0,17746.0,,8335.0,6851.0,44213.0,39190.0,21144.0,49980.0,55000.0,54705.0,30538.0,10367.0,,15431.0,33680.0,24903.0,14619.0,63124.0,19421.0,54151.0,14980.0,55658.0,22800.0,,25406.0,19721.0,7057.0,7478.0,19864.0,24957.0,20000.0,25000.0,20000.0,14482.0,33748.0,31159.0,,36368.0
2003,,1951.0,23692.0,23190.0,9248.0,29866.0,6463.0,10111.0,29838.0,17047.0,,9057.0,17971.0,7399.0,9355.0,18710.0,28964.0,20294.0,28815.0,23774.0,30072.0,15525.0,27436.0,20060.0,2701.0,6151.0,7205.0,27664.0,23932.0,9962.0,,,19296.0,17887.0,21752.0,,55999.0,38575.0,27865.0,58476.0,,,22782.0,29756.0,,19257.0,11416.0,31672.0,35058.0,23074.0,12822.0,,29186.0,11326.0,63553.0,8000.0,41559.0,18796.0,9182.0,36183.0,8098.0,37616.0,20714.0,66377.0,11508.0,53428.0,4722.0,7113.0,32958.0,30006.0,50563.0,8608.0,41479.0,14016.0,19208.0,32057.0,17745.0,11305.0,,11561.0,10614.0,43930.0,40741.0,27502.0,53187.0,50000.0,65412.0,28861.0,15619.0,,17715.0,31211.0,25498.0,8889.0,55375.0,19130.0,61262.0,13268.0,59091.0,23190.0,,19030.0,19510.0,7745.0,7420.0,19087.0,14852.0,20103.0,28497.0,19825.0,14901.0,24936.0,19400.0,,35058.0
2004,,3248.0,17128.0,16660.0,9606.0,41259.0,6487.0,10962.0,27320.0,34126.0,,8889.0,18904.0,7084.0,7054.0,24667.0,27941.0,20000.0,38977.0,42688.0,32495.0,15111.0,33472.0,19750.0,2696.0,6427.0,21464.0,32694.0,25093.0,7233.0,,,23066.0,33472.0,24886.0,,67654.0,43920.0,35218.0,60600.0,,,22791.0,28591.0,,18374.0,8451.0,37428.0,40992.0,17279.0,12379.0,,29395.0,16512.0,59917.0,8077.0,52617.0,12624.0,9231.0,42315.0,8412.0,49700.0,21333.0,78697.0,11166.0,59409.0,4620.0,7310.0,37937.0,30010.0,65639.0,4085.0,42588.0,13819.0,14407.0,32431.0,36847.0,20291.0,,11877.0,6102.0,48285.0,39828.0,29758.0,51486.0,48649.0,72216.0,27430.0,13235.0,,14499.0,33177.0,32725.0,9206.0,68822.0,19167.0,67682.0,16522.0,57584.0,22016.0,29482.0,29968.0,17966.0,7989.0,7600.0,22955.0,24552.0,20103.0,22236.0,,14610.0,35181.0,35900.0,,40992.0
2005,,10510.0,21960.0,21523.0,9829.0,36197.0,6511.0,11570.0,32234.0,22881.0,,8929.0,20000.0,6139.0,9894.0,27297.0,22576.0,24667.0,39634.0,37569.0,29891.0,16158.0,14657.0,19580.0,2685.0,5653.0,17847.0,32134.0,26168.0,8794.0,,,25437.0,27193.0,24767.0,,64361.0,47141.0,32172.0,60617.0,,,20972.0,24851.0,,17217.0,10534.0,34873.0,41444.0,11479.0,12811.0,,27141.0,5956.0,60692.0,9207.0,45876.0,13385.0,10000.0,36084.0,7091.0,42100.0,22500.0,75478.0,11102.0,53183.0,4900.0,9176.0,37946.0,30018.0,59656.0,5782.0,42077.0,15145.0,20291.0,35402.0,29618.0,16921.0,,5056.0,6061.0,47636.0,40000.0,31024.0,53853.0,53750.0,62311.0,27013.0,15085.0,,16396.0,33443.0,30704.0,14042.0,61344.0,19286.0,63435.0,13927.0,58582.0,22077.0,29479.0,26410.0,18123.0,8036.0,7345.0,24600.0,20631.0,23402.0,25000.0,,15102.0,32286.0,24870.0,,41444.0
2006,,11570.0,10721.0,10179.0,9733.0,34781.0,6536.0,14127.0,33785.0,23679.0,29474.0,9423.0,20000.0,7502.0,8213.0,27586.0,24695.0,24063.0,36155.0,36744.0,37574.0,14294.0,25447.0,19378.0,2538.0,6270.0,18399.0,29703.0,26228.0,5116.0,,,21308.0,28206.0,24131.0,,62380.0,26173.0,25898.0,58843.0,,22860.0,19736.0,27559.0,,18859.0,11685.0,32846.0,39084.0,11934.0,12783.0,,19400.0,23891.0,60216.0,10000.0,44276.0,13362.0,12000.0,35270.0,8957.0,35907.0,22878.0,74957.0,10594.0,52629.0,4900.0,7843.0,38770.0,30000.0,59086.0,9200.0,36184.0,12955.0,20037.0,34942.0,,10015.0,,11583.0,36293.0,47041.0,40000.0,33890.0,48156.0,54000.0,68078.0,16967.0,15215.0,,11334.0,32367.0,26905.0,15424.0,61931.0,20000.0,62000.0,11679.0,59399.0,22218.0,28566.0,28978.0,18811.0,8122.0,7274.0,19909.0,21659.0,23412.0,26286.0,,16105.0,36387.0,29417.0,,39084.0
2007,,8886.0,15173.0,14607.0,9894.0,31421.0,6555.0,12466.0,30000.0,15689.0,27599.0,10000.0,21016.0,8084.0,12245.0,25000.0,23488.0,24194.0,36641.0,31661.0,35417.0,15785.0,37001.0,20582.0,2511.0,6378.0,9027.0,27476.0,22042.0,2831.0,,,26655.0,22324.0,23037.0,,55770.0,31430.0,32523.0,69079.0,79508.0,12189.0,18121.0,22807.0,,18906.0,13283.0,32278.0,36077.0,15288.0,12406.0,,26578.0,18568.0,57778.0,10781.0,41948.0,12981.0,9623.0,34498.0,6839.0,37968.0,20976.0,77051.0,10644.0,48380.0,4900.0,8127.0,35548.0,30000.0,54173.0,5757.0,44843.0,17647.0,13463.0,37210.0,,24936.0,,3825.0,13775.0,47408.0,40000.0,22446.0,49156.0,53333.0,67134.0,17325.0,12218.0,,11250.0,35891.0,28472.0,15678.0,60360.0,25000.0,62222.0,14981.0,56559.0,23299.0,29190.0,29345.0,18590.0,7784.0,7692.0,24123.0,14629.0,23412.0,30330.0,,16794.0,38181.0,22465.0,,36077.0
2008,,2241.0,16538.0,15945.0,9594.0,41836.0,6586.0,13728.0,30386.0,31275.0,37238.0,10000.0,20000.0,7154.0,9845.0,25714.0,29887.0,24074.0,39933.0,44517.0,29500.0,19478.0,32524.0,19914.0,2505.0,5475.0,27126.0,33646.0,21679.0,3799.0,,,25575.0,34377.0,25333.0,,67650.0,31625.0,29998.0,60611.0,79545.0,28513.0,15799.0,25137.0,,14460.0,10310.0,34195.0,35568.0,11395.0,12658.0,,29185.0,23155.0,61793.0,11507.0,52079.0,15613.0,10000.0,42969.0,9404.0,46515.0,20000.0,60001.0,10757.0,54231.0,4900.0,8760.0,37468.0,30000.0,61004.0,1822.0,41853.0,20000.0,9056.0,36355.0,,22501.0,,6204.0,10450.0,46486.0,40000.0,31524.0,47344.0,53816.0,69124.0,19526.0,9082.0,,8648.0,38341.0,36104.0,14110.0,60787.0,29412.0,61075.0,16488.0,59535.0,25080.0,29167.0,34248.0,24572.0,7791.0,6905.0,23407.0,30264.0,20101.0,28134.0,,8885.0,42588.0,39433.0,,35568.0
2009,,11447.0,18446.0,17789.0,9477.0,34494.0,6615.0,15503.0,30778.0,22957.0,31719.0,10000.0,20625.0,7189.0,15683.0,26471.0,25984.0,21284.0,35240.0,33160.0,26974.0,24121.0,24121.0,23935.0,2529.0,6077.0,17146.0,32620.0,24519.0,5458.0,,,26795.0,30104.0,23333.0,,68347.0,30571.0,34433.0,56042.0,79870.0,27522.0,23436.0,21704.0,,20566.0,14737.0,39287.0,37006.0,17863.0,13606.0,,30937.0,17756.0,69648.0,12118.0,46005.0,12106.0,11887.0,34690.0,12843.0,44040.0,16222.0,83906.0,8996.0,58049.0,5050.0,8597.0,34198.0,30041.0,65436.0,6554.0,46459.0,26375.0,8909.0,38644.0,,21822.0,,17269.0,12630.0,39661.0,40385.0,33013.0,57231.0,54013.0,63378.0,15626.0,17616.0,,8074.0,30897.0,35174.0,18202.0,64116.0,33333.0,58880.0,11437.0,58338.0,23941.0,29143.0,34365.0,23156.0,8510.0,6526.0,25358.0,23697.0,20430.0,28892.0,,17564.0,40885.0,33224.0,,37006.0
2010,,9489.0,18362.0,17842.0,8490.0,27173.0,6667.0,16276.0,25562.0,25682.0,29022.0,10000.0,20439.0,8349.0,12826.0,29200.0,33115.0,26230.0,42776.0,33576.0,39710.0,18404.0,28259.0,21717.0,3204.0,7103.0,16306.0,31859.0,24168.0,5466.0,,,24362.0,29511.0,28384.0,,63273.0,21077.0,31578.0,58903.0,80292.0,27510.0,18894.0,25119.0,,22595.0,9850.0,39345.0,38769.0,17738.0,14038.0,,23727.0,15140.0,61299.0,13182.0,46060.0,13454.0,12629.0,37020.0,11306.0,40743.0,20122.0,91457.0,10371.0,52055.0,5469.0,8530.0,36223.0,30042.0,62981.0,4453.0,39713.0,20485.0,14010.0,32108.0,,19453.0,,13370.0,9038.0,57773.0,41140.0,30113.0,51831.0,54213.0,69966.0,13346.0,12839.0,,8277.0,27411.0,28910.0,20613.0,60145.0,29369.0,69277.0,11311.0,57025.0,19397.0,40888.0,26927.0,16904.0,8584.0,5714.0,22749.0,19655.0,20431.0,23467.0,21642.0,16767.0,32815.0,33957.0,,38769.0
2011,,9604.0,22325.0,21719.0,9235.0,38660.0,6693.0,16721.0,34641.0,31727.0,35969.0,10000.0,18044.0,6744.0,12141.0,30634.0,34439.0,20370.0,45423.0,37854.0,36439.0,17158.0,30685.0,23574.0,2946.0,8576.0,18848.0,32796.0,26612.0,10536.0,,,24992.0,31514.0,26327.0,,56796.0,25993.0,32671.0,56724.0,82143.0,26419.0,19167.0,22325.0,,15957.0,17113.0,37432.0,31996.0,18344.0,13590.0,,30067.0,12617.0,60452.0,12649.0,56064.0,19569.0,11369.0,33424.0,11414.0,48653.0,9188.0,76952.0,10625.0,48434.0,5068.0,8848.0,35208.0,30056.0,54651.0,5158.0,43625.0,18721.0,13904.0,35053.0,,26259.0,,11440.0,10083.0,60782.0,41888.0,31252.0,53912.0,54320.0,78184.0,18112.0,12954.0,,9466.0,28536.0,29531.0,16100.0,64713.0,28015.0,68352.0,19057.0,56639.0,23448.0,30413.0,31654.0,22028.0,8746.0,5917.0,24682.0,24694.0,20353.0,38927.0,21908.0,10422.0,40143.0,39500.0,,31996.0
2012,,9948.0,22885.0,22109.0,9100.0,31791.0,6786.0,17489.0,43949.0,23299.0,34450.0,10000.0,17823.0,8108.0,12369.0,28000.0,25793.0,14500.0,47157.0,36166.0,30440.0,20399.0,22133.0,25194.0,2673.0,5476.0,12910.0,38895.0,25831.0,8819.0,,,31312.0,22014.0,26284.0,,67381.0,28226.0,36018.0,66784.0,78667.0,22634.0,14476.0,31431.0,,17044.0,9123.0,36533.0,33187.0,23231.0,14188.0,,34142.0,12651.0,68996.0,12727.0,43988.0,17781.0,11909.0,36618.0,15829.0,42279.0,16154.0,78235.0,12454.0,53380.0,5041.0,8864.0,38201.0,30000.0,61934.0,6427.0,46117.0,17364.0,18022.0,35040.0,,26118.0,,6346.0,14094.0,51249.0,41388.0,18755.0,56106.0,54427.0,65394.0,13150.0,15446.0,,30189.0,28543.0,34427.0,18000.0,64715.0,27577.0,66766.0,15802.0,55110.0,24739.0,31250.0,31945.0,18259.0,9764.0,5441.0,28806.0,21064.0,20725.0,35084.0,22173.0,14050.0,41434.0,34578.0,,33187.0
2013,,14444.0,24164.0,23327.0,9207.0,36771.0,6786.0,18718.0,33481.0,31181.0,39960.0,10000.0,17735.0,7770.0,6233.0,27880.0,37441.0,15150.0,40027.0,40534.0,39102.0,21416.0,35934.0,25180.0,2726.0,8036.0,21115.0,38597.0,29070.0,10660.0,,,33133.0,29936.0,28249.0,,63079.0,23534.0,35776.0,67910.0,78125.0,29193.0,21066.0,20021.0,,17199.0,13824.0,38358.0,36502.0,15300.0,14568.0,,32762.0,17927.0,70282.0,12727.0,51480.0,12720.0,11044.0,32330.0,12331.0,45668.0,16642.0,83252.0,11414.0,55175.0,4850.0,8966.0,36901.0,30050.0,65866.0,7213.0,50041.0,15002.0,17651.0,38515.0,,29306.0,,13841.0,13631.0,60302.0,41639.0,20131.0,57303.0,54534.0,75789.0,16703.0,16694.0,,28584.0,30774.0,29352.0,18489.0,57688.0,27905.0,75013.0,12774.0,58467.0,24257.0,3205.0,34261.0,19209.0,7955.0,5429.0,27237.0,23388.0,20000.0,32895.0,22438.0,16942.0,37426.0,36910.0,,36502.0
