,"China, Taiwan Province of",Puerto Rico,United States of America,Romania,Norway,Australia,The former Yugoslav Republic of Macedonia,Slovakia,United Republic of Tanzania,Belgium,Japan,Uruguay,Republic of Moldova,Wallis and Futuna Islands,Qatar,Mauritius,Papua New Guinea,South Africa,China,Serbia and Montenegro,Serbia,Australia & New Zealand,El Salvador,Chile,Canada,Zimbabwe,New Zealand,Austria,Israel,Indonesia,Poland,Switzerland,Trinidad and Tobago,Melanesia,Greece,France,Nigeria,Bosnia and Herzegovina,Hungary,Barbados,Bolivia (Plurinational State of),Samoa,Jamaica,Kazakhstan,American Samoa,Brunei Darussalam,Mexico,Guinea,Ukraine,"China, mainland",Peru,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Thailand,Occupied Palestinian Territory,Liberia
1971,,-1.0,246612.0,-1.0,-1.0,2139.0,,,4800.0,,27200.0,1500.0,,10.0,,-1.0,9000.0,18000.0,-1.0,,,3658.0,-1.0,9000.0,26840.0,-1.0,1519.0,-1.0,-1.0,149000.0,-1.0,-1.0,-1.0,9000.0,,-1.0,122000.0,,,,31000.0,25.0,9.0,,3.0,-1.0,-1.0,140000.0,,-1.0,26765.0,25000.0,38.0,,-1.0,4250.0,-1.0,4000.0
1972,,-1.0,247757.0,-1.0,-1.0,2201.0,,,5100.0,,26000.0,1530.0,,10.0,,-1.0,9300.0,18000.0,-1.0,,,3677.0,-1.0,9000.0,31800.0,-1.0,1476.0,-1.0,-1.0,152000.0,-1.0,-1.0,-1.0,9300.0,,-1.0,112000.0,,,,32000.0,25.0,17.0,,3.0,-1.0,-1.0,105000.0,,-1.0,28030.0,25000.0,38.0,,-1.0,4500.0,-1.0,4000.0
1973,,-1.0,257336.0,-1.0,-1.0,2757.0,,,5700.0,,27100.0,1550.0,,10.0,,-1.0,9500.0,18000.0,-1.0,,,4683.0,-1.0,8700.0,28352.0,-1.0,1926.0,-1.0,-1.0,156000.0,-1.0,-1.0,-1.0,9500.0,,-1.0,125000.0,,,,32000.0,25.0,3.0,,3.0,-1.0,-1.0,95000.0,,-1.0,28540.0,23000.0,38.0,,-1.0,4800.0,-1.0,4100.0
1974,,-1.0,258813.0,-1.0,-1.0,3380.0,,,8500.0,,27500.0,1550.0,,10.0,,-1.0,10000.0,18000.0,-1.0,,,5742.0,-1.0,9000.0,29157.0,-1.0,2362.0,-1.0,-1.0,160000.0,-1.0,-1.0,-1.0,10000.0,,-1.0,58000.0,,,,32960.0,27.0,10.0,,3.0,-1.0,-1.0,105000.0,,-1.0,27201.0,28000.0,40.0,,-1.0,5000.0,-1.0,4100.0
1975,,-1.0,278460.0,-1.0,-1.0,3100.0,,,7000.0,,27400.0,1570.0,,10.0,,-1.0,10300.0,19000.0,-1.0,,,5468.0,-1.0,10000.0,31332.0,-1.0,2368.0,-1.0,-1.0,163000.0,-1.0,-1.0,-1.0,10300.0,,-1.0,97000.0,,,,33490.0,28.0,8.0,,3.0,-1.0,-1.0,110000.0,,-1.0,29542.0,38000.0,41.0,,-1.0,5200.0,-1.0,4200.0
1976,,-1.0,261050.0,-1.0,-1.0,2788.0,,,5500.0,,27300.0,1600.0,,10.0,,-1.0,10500.0,19000.0,-1.0,,,4405.0,-1.0,10000.0,30657.0,-1.0,1617.0,-1.0,-1.0,75000.0,-1.0,-1.0,-1.0,10500.0,,-1.0,89000.0,,,,33200.0,29.0,0.0,,3.0,-1.0,-1.0,115000.0,,-1.0,25563.0,38000.0,42.0,,-1.0,5400.0,-1.0,4200.0
1977,,-1.0,255264.0,-1.0,-1.0,3474.0,,,6000.0,,29200.0,1600.0,,10.0,35.0,-1.0,11000.0,20000.0,-1.0,,,5744.0,-1.0,11000.0,25884.0,-1.0,2270.0,-1.0,-1.0,80000.0,-1.0,-1.0,-1.0,11000.0,,-1.0,61000.0,,,,33000.0,30.0,1.0,,3.0,-1.0,-1.0,115000.0,,-1.0,21848.0,38000.0,43.0,,-1.0,5600.0,-1.0,4400.0
1978,,-1.0,247148.0,-1.0,-1.0,4204.0,,,6000.0,,30500.0,1700.0,,10.0,42.0,-1.0,11500.0,20000.0,-1.0,,,7161.0,-1.0,10500.0,26540.0,-1.0,2957.0,-1.0,-1.0,59000.0,-1.0,-1.0,-1.0,11500.0,,-1.0,52000.0,,,,23710.0,32.0,,,3.0,-1.0,-1.0,115000.0,,-1.0,20742.0,41000.0,45.0,,-1.0,5700.0,-1.0,4400.0
1979,,-1.0,241772.0,-1.0,-1.0,2853.0,,,6200.0,,28700.0,1700.0,,10.0,42.0,-1.0,12000.0,20000.0,-1.0,,,5669.0,-1.0,9900.0,28418.0,-1.0,2816.0,-1.0,-1.0,72500.0,-1.0,-1.0,-1.0,12000.0,,-1.0,42000.0,,,,20600.0,35.0,,,3.0,-1.0,-1.0,115000.0,,-1.0,21260.0,43000.0,48.0,,-1.0,5850.0,-1.0,4500.0
1980,,-1.0,224941.0,-1.0,-1.0,3581.0,,,6400.0,,30400.0,1700.0,,10.0,52.0,-1.0,13000.0,20000.0,-1.0,,,6111.0,-1.0,9800.0,28333.0,-1.0,2530.0,-1.0,-1.0,80000.0,-1.0,-1.0,-1.0,13000.0,,-1.0,46000.0,,,,19045.0,37.0,,,3.0,-1.0,10208.0,115000.0,,-1.0,19110.0,57000.0,50.0,,-1.0,6000.0,-1.0,4600.0
1981,,-1.0,236616.0,-1.0,-1.0,3768.0,,,6400.0,,34700.0,1700.0,,10.0,50.0,-1.0,13500.0,22000.0,-1.0,,,6597.0,-1.0,11900.0,32007.0,-1.0,2829.0,-1.0,-1.0,68000.0,-1.0,-1.0,-1.0,13500.0,,-1.0,44000.0,,,,10060.0,37.0,,,3.0,-1.0,5403.0,120000.0,,-1.0,18600.0,60000.0,50.0,,-1.0,6100.0,-1.0,4600.0
1982,,-1.0,256160.0,-1.0,-1.0,3806.0,,,6200.0,,36800.0,1700.0,,10.0,50.0,-1.0,14000.0,25000.0,-1.0,,,6210.0,-1.0,11500.0,33022.0,-1.0,2404.0,-1.0,-1.0,70000.0,-1.0,-1.0,-1.0,14000.0,,-1.0,56000.0,,2343.0,,17812.0,38.0,,,3.0,-1.0,13288.0,120000.0,,-1.0,20731.0,65000.0,51.0,,-1.0,6250.0,-1.0,4800.0
1983,,-1.0,239000.0,-1.0,-1.0,3906.0,,,6200.0,,37600.0,1700.0,,10.0,50.0,-1.0,14500.0,25000.0,-1.0,,,6106.0,-1.0,13000.0,30825.0,-1.0,2200.0,-1.0,-1.0,71000.0,-1.0,-1.0,-1.0,14500.0,,-1.0,106000.0,,2753.0,,10407.0,38.0,,,3.0,-1.0,16156.0,110000.0,,-1.0,19292.0,62000.0,51.0,,-1.0,7040.0,-1.0,5000.0
1984,,-1.0,250982.0,-1.0,-1.0,3843.0,,,6300.0,,37900.0,1700.0,,10.0,35.0,-1.0,15000.0,25000.0,-1.0,,,5843.0,-1.0,14000.0,31612.0,-1.0,2000.0,-1.0,-1.0,40000.0,-1.0,-1.0,-1.0,15000.0,,-1.0,105000.0,,3867.0,,20741.0,42.0,,,3.0,-1.0,16250.0,120000.0,,-1.0,20282.0,78000.0,55.0,,-1.0,6357.0,-1.0,5000.0
1985,,-1.0,253500.0,-1.0,-1.0,4293.0,,,6400.0,,36400.0,1700.0,,10.0,25.0,-1.0,15500.0,25000.0,-1.0,,,6193.0,-1.0,11653.0,32252.0,-1.0,1900.0,-1.0,-1.0,42000.0,-1.0,-1.0,-1.0,15500.0,,-1.0,156000.0,,4000.0,,22921.0,44.0,,,3.0,-1.0,16691.0,120000.0,,-1.0,20664.0,72000.0,57.0,,-1.0,7057.0,-1.0,5200.0
1986,,-1.0,242200.0,-1.0,-1.0,3740.0,,,6500.0,,36900.0,1800.0,,10.0,14.0,-1.0,16000.0,25000.0,-1.0,,,5510.0,-1.0,11000.0,31482.0,-1.0,1770.0,-1.0,-1.0,42000.0,-1.0,-1.0,-1.0,16000.0,,-1.0,172000.0,,4810.0,,23100.0,46.0,,,3.0,-1.0,17173.0,105000.0,,-1.0,20797.0,63000.0,59.0,,-1.0,7500.0,-1.0,5200.0
1987,,-1.0,253000.0,-1.0,-1.0,4081.0,,,6600.0,,39500.0,1850.0,,10.0,10.0,-1.0,16500.0,29000.0,-1.0,,,6155.0,-1.0,10937.0,31609.0,-1.0,2074.0,-1.0,-1.0,55000.0,-1.0,-1.0,-1.0,16500.0,,,113000.0,,5420.0,,23300.0,48.0,,,3.0,-1.0,15528.0,105000.0,,-1.0,23537.0,65000.0,61.0,,-1.0,7500.0,-1.0,5200.0
1988,,-1.0,253650.0,-1.0,-1.0,5144.0,,,6700.0,,39300.0,1700.0,,10.0,12.0,-1.0,16600.0,28000.0,-1.0,,,7677.0,-1.0,10828.0,37104.0,-1.0,2533.0,-1.0,4100.0,77000.0,-1.0,-1.0,-1.0,16600.0,,15000.0,156000.0,,6571.0,,23500.0,50.0,,,3.0,-1.0,17263.0,105000.0,,-1.0,21730.0,69000.0,63.0,,-1.0,8500.0,-1.0,5200.0
1989,,-1.0,260000.0,-1.0,-1.0,5177.0,,,6800.0,,39300.0,1800.0,,10.0,10.0,-1.0,17000.0,28000.0,-1.0,,,7538.0,-1.0,11402.0,36501.0,-1.0,2361.0,-1.0,5200.0,77000.0,-1.0,-1.0,-1.0,17000.0,,16000.0,160000.0,,9000.0,,22230.0,52.0,,,3.0,-1.0,18282.0,105000.0,,-1.0,22354.0,72000.0,65.0,,-1.0,9500.0,-1.0,5200.0
1990,-1.0,-1.0,276590.0,-1.0,-1.0,3787.0,,,6900.0,,39200.0,1600.0,,10.0,9.0,17.0,17500.0,25503.0,2000.0,,,6685.0,-1.0,11134.0,35895.0,1250.0,2898.0,-1.0,6930.0,77500.0,1300.0,-1.0,-1.0,17500.0,0.0,17000.0,150000.0,,12637.0,50.0,19459.0,50.0,0.0,,3.0,9.0,18038.0,94401.0,,2000.0,20812.0,71000.0,63.0,,-1.0,11500.0,-1.0,5000.0
1991,-1.0,-1.0,295040.0,-1.0,-1.0,3753.0,,,7000.0,,39100.0,1770.0,,10.0,11.0,18.0,18000.0,27585.0,2176.0,,,6953.0,-1.0,13625.0,33711.0,1258.0,3200.0,-1.0,6480.0,76000.0,1400.0,-1.0,-1.0,18000.0,9912.0,18882.0,155000.0,,15017.0,50.0,20355.0,48.0,15.0,,3.0,14.0,21279.0,115856.0,,2176.0,21039.0,74000.0,61.0,,-1.0,12500.0,-1.0,5078.0
1992,-1.0,-1.0,286350.0,-1.0,-1.0,4422.0,10.0,,6600.0,,37700.0,1650.0,200.0,10.0,24.0,19.0,18400.0,27544.0,3000.0,600.0,,7907.0,-1.0,11719.0,33072.0,1268.0,3485.0,-1.0,6010.0,75000.0,1138.0,-1.0,-1.0,18400.0,9528.0,18664.0,150000.0,150.0,10692.0,55.0,19475.0,45.0,9.0,-1.0,3.0,11.0,18512.0,116346.0,-1.0,3000.0,19684.0,68000.0,58.0,-1.0,-1.0,14600.0,-1.0,5140.0
1993,-1.0,-1.0,275860.0,-1.0,-1.0,5000.0,80.0,300.0,6800.0,,37300.0,1700.0,200.0,10.0,15.0,21.0,18800.0,27282.0,3549.0,150.0,,8655.0,-1.0,13540.0,31424.0,1277.0,3655.0,-1.0,5540.0,74000.0,1467.0,-1.0,-1.0,18800.0,9144.0,17828.0,160000.0,100.0,11000.0,20.0,20040.0,47.0,1.0,-1.0,3.0,20.0,18852.0,116838.0,-1.0,3549.0,22204.0,70229.0,60.0,-1.0,-1.0,17500.0,-1.0,5203.0
1994,-1.0,-1.0,300190.0,-1.0,-1.0,5300.0,20.0,250.0,6967.0,,36000.0,1619.0,300.0,10.0,27.0,19.0,19400.0,29000.0,3259.0,574.0,,10300.0,-1.0,13581.0,32051.0,1287.0,5000.0,-1.0,6210.0,91000.0,1294.0,-1.0,-1.0,19400.0,8190.0,20562.0,163036.0,80.0,11600.0,60.0,20480.0,45.0,15.0,-1.0,3.0,20.0,26203.0,117333.0,-1.0,3259.0,28127.0,69971.0,58.0,-1.0,-1.0,21359.0,408.0,5267.0
1995,,-1.0,286960.0,-1.0,-1.0,5488.0,25.0,398.0,6878.0,,33300.0,1532.0,200.0,10.0,31.0,23.0,19800.0,29037.0,3295.0,628.0,,12488.0,-1.0,13277.0,31629.0,1297.0,7000.0,-1.0,6950.0,91000.0,1500.0,-1.0,-1.0,19800.0,7735.0,22711.0,166224.0,116.0,16102.0,182.0,20080.0,42.0,2.0,-1.0,4.0,26.0,21497.0,117832.0,-1.0,3295.0,31300.0,69340.0,56.0,-1.0,-1.0,20495.0,405.0,5330.0
1996,,-1.0,284080.0,-1.0,-1.0,6472.0,25.0,441.0,6797.0,,31000.0,1512.0,200.0,10.0,65.0,24.0,20400.0,29178.0,0.0,450.0,,13640.0,-1.0,13000.0,35538.0,1307.0,7168.0,-1.0,6450.0,93000.0,1300.0,-1.0,-1.0,20400.0,7600.0,22830.0,169198.0,100.0,14637.0,182.0,20340.0,40.0,5.0,-1.0,4.0,29.0,17232.0,117404.0,-1.0,0.0,27582.0,70878.0,54.0,-1.0,-1.0,21543.0,513.0,5394.0
1997,,-1.0,284170.0,-1.0,-1.0,5434.0,24.0,500.0,6700.0,,32000.0,1465.0,200.0,10.0,72.0,20.0,21000.0,30000.0,-1.0,2000.0,,12434.0,-1.0,12000.0,33838.0,1316.0,7000.0,-1.0,4960.0,84000.0,1200.0,-1.0,-1.0,21000.0,7500.0,23587.0,162252.0,120.0,15345.0,160.0,20000.0,39.0,5.0,-1.0,5.0,29.0,19967.0,107720.0,-1.0,-1.0,34069.0,71310.0,54.0,-1.0,-1.0,27991.0,548.0,5458.0
1998,,-1.0,285180.0,-1.0,-1.0,5579.0,23.0,250.0,6800.0,,31000.0,1644.0,200.0,10.0,75.0,27.0,21500.0,30296.0,-1.0,200.0,,12492.0,-1.0,15000.0,33325.0,1322.0,6913.0,-1.0,5940.0,96000.0,1300.0,-1.0,-1.0,21500.0,7300.0,26287.0,162264.0,150.0,15989.0,160.0,18479.0,40.0,5.0,-1.0,2.0,26.0,25259.0,105000.0,-1.0,-1.0,38951.0,71821.0,52.0,-1.0,-1.0,28217.0,431.0,5523.0
1999,,-1.0,284740.0,-1.0,-1.0,4505.0,10.0,473.0,7111.0,,30000.0,1497.0,200.0,10.0,80.0,23.0,22000.0,31058.0,-1.0,500.0,,11405.0,-1.0,14720.0,32183.0,1336.0,6900.0,-1.0,5840.0,86000.0,1368.0,-1.0,-1.0,22000.0,7000.0,25530.0,162511.0,134.0,19105.0,160.0,18000.0,39.0,5.0,-1.0,6.0,30.0,29429.0,110000.0,-1.0,-1.0,43190.0,72401.0,55.0,-1.0,-1.0,27321.0,519.0,5589.0
2000,0.0,-1.0,283121.0,-1.0,-1.0,4234.0,21.0,333.0,7202.0,-1.0,29000.0,1800.0,300.0,10.0,85.0,29.0,22500.0,31000.0,0.0,1200.0,,11234.0,-1.0,15500.0,30838.0,1350.0,7000.0,-1.0,5590.0,87000.0,1344.0,-1.0,-1.0,22500.0,5000.0,24762.0,162450.0,141.0,22241.0,163.0,17000.0,40.0,5.0,-1.0,6.0,38.0,30645.0,115000.0,100.0,-1.0,45498.0,73081.0,56.0,-1.0,-1.0,22580.0,1030.0,5650.0
2001,,-1.0,280078.0,-1.0,74.0,4000.0,21.0,249.0,7305.0,-1.0,28600.0,1200.0,300.0,10.0,94.0,30.0,23000.0,30974.0,-1.0,1206.0,,10811.0,-1.0,16000.0,32477.0,1380.0,6811.0,-1.0,4800.0,82000.0,1176.0,-1.0,-1.0,23000.0,4670.0,24866.0,162440.0,143.0,25876.0,165.0,15000.0,40.0,5.0,20.0,6.0,38.0,36819.0,118000.0,150.0,-1.0,45681.0,72000.0,56.0,-1.0,-1.0,34853.0,814.0,5720.0
2002,,-1.0,268240.0,-1.0,91.0,3569.0,20.0,570.0,7000.0,-1.0,28300.0,489.0,500.0,10.0,103.0,28.0,20000.0,30786.0,1500.0,1239.0,,10276.0,-1.0,16300.0,30285.0,1409.0,6707.0,-1.0,5260.0,78000.0,900.0,-1.0,-1.0,20000.0,5670.0,31365.0,161000.0,200.0,33320.0,168.0,13000.0,41.0,5.0,20.0,6.0,41.0,44692.0,125000.0,200.0,1500.0,46079.0,75089.0,57.0,-1.0,-1.0,36032.0,860.0,5789.0
2003,,65.0,268390.0,-1.0,96.0,3522.0,19.0,500.0,7562.0,-1.0,27700.0,279.0,700.0,10.0,117.0,27.0,21000.0,33500.0,1376.0,450.0,,10160.0,-1.0,16500.0,30623.0,1434.0,6639.0,272.0,5400.0,84000.0,1046.0,-1.0,-1.0,21000.0,6470.0,31859.0,163730.0,100.0,39377.0,170.0,10975.0,40.0,5.0,20.0,6.0,44.0,43228.0,130000.0,300.0,1376.0,47419.0,76201.0,56.0,-1.0,-1.0,34617.0,828.0,5855.0
2004,,756.0,258921.0,-1.0,104.0,4061.0,19.0,1465.0,7765.0,-1.0,26900.0,300.0,600.0,10.0,90.0,57.0,22000.0,33300.0,1456.0,1500.0,,10702.0,-1.0,16700.0,26300.0,1500.0,6641.0,254.0,4900.0,84000.0,1256.0,112.0,-1.0,22000.0,7260.0,28544.0,165104.0,116.0,30284.0,175.0,11171.0,40.0,28.0,20.0,6.0,49.0,60326.0,135000.0,420.0,1456.0,45617.0,77222.0,56.0,-1.0,-1.0,38295.0,860.0,5916.0
2005,,654.0,256780.0,-1.0,117.0,3112.0,18.0,1473.0,8630.0,-1.0,25900.0,227.0,700.0,10.0,70.0,63.0,23000.0,33187.0,1500.0,2274.0,,10227.0,2560.0,15000.0,24775.0,1413.0,7115.0,286.0,4630.0,91000.0,1297.0,116.0,-1.0,23000.0,7560.0,26272.0,161500.0,116.0,26438.0,180.0,11451.0,43.0,47.0,20.0,6.0,97.0,70114.0,140000.0,500.0,1500.0,41758.0,78124.0,59.0,-1.0,-1.0,34424.0,804.0,5978.0
2006,,655.0,244028.0,-1.0,101.0,3937.0,10.0,1919.0,9560.0,-1.0,25400.0,350.0,800.0,10.0,70.0,58.0,22000.0,32500.0,3500.0,,700.0,11137.0,2918.0,13000.0,22347.0,1350.0,7200.0,470.0,4410.0,84000.0,1393.0,122.0,-1.0,22000.0,10380.0,25121.0,162000.0,120.0,31845.0,190.0,11928.0,45.0,49.0,20.0,6.0,86.0,68378.0,110000.0,500.0,3500.0,42080.0,85500.0,61.0,-1.0,-1.0,26634.0,1235.0,6000.0
2007,,660.0,243462.0,-1.0,115.0,4200.0,10.0,2135.0,10521.0,-1.0,25600.0,140.0,800.0,10.0,70.0,108.0,22500.0,33743.0,5300.0,,700.0,10410.0,2870.0,10500.0,26072.0,1400.0,6210.0,607.0,4900.0,91000.0,1490.0,139.0,594.0,22500.0,8650.0,26663.0,162500.0,120.0,31844.0,195.0,11927.0,50.0,45.0,20.0,6.0,100.0,53053.0,115000.0,500.0,5300.0,41321.0,80619.0,66.0,90.0,-1.0,34292.0,1143.0,6500.0
2008,,612.0,240340.0,1200.0,106.0,3505.0,10.0,2264.0,11601.0,-1.0,25800.0,327.0,800.0,10.0,71.0,61.0,23000.0,34061.0,6800.0,,700.0,9705.0,3186.0,11406.0,21080.0,1477.0,6200.0,820.0,5360.0,100100.0,1606.0,151.0,439.0,23000.0,11700.0,25599.0,172942.0,115.0,30544.0,197.0,11964.0,51.0,49.0,20.0,5.0,92.0,56363.0,116000.0,500.0,6800.0,44010.0,78881.0,67.0,90.0,10000.0,35365.0,946.0,6459.0
2009,,613.0,249350.0,4500.0,88.0,3494.0,12.0,1503.0,12662.0,,25500.0,121.0,900.0,10.0,81.0,14.0,23500.0,34411.0,6700.0,,1300.0,8553.0,2538.0,11458.0,20529.0,1536.0,5059.0,864.0,3220.0,104000.0,1832.0,159.0,714.0,23500.0,11890.0,16517.0,179683.0,118.0,27165.0,192.0,7614.0,59.0,417.0,20.0,5.0,98.0,61058.0,120000.0,500.0,6700.0,44822.0,77163.0,74.0,90.0,10000.0,28397.0,794.0,6467.0
2010,,614.0,236860.0,4500.0,30.0,4791.0,10.0,2017.0,14000.0,,25300.0,140.0,800.0,10.0,80.0,48.0,23000.0,34356.0,8000.0,,2100.0,9567.0,2538.0,11234.0,21470.0,1597.0,4776.0,584.0,2960.0,103300.0,1907.0,154.0,546.0,23000.0,12170.0,16792.0,185060.0,110.0,21837.0,189.0,7689.0,60.0,40.0,20.0,5.0,97.0,54394.0,125000.0,510.0,8000.0,46572.0,75000.0,75.0,90.0,11000.0,29386.0,503.0,6500.0
2011,,614.0,230550.0,4500.0,30.0,6744.0,11.0,1965.0,13089.0,,25000.0,134.0,900.0,12.0,81.0,43.0,22500.0,34000.0,9000.0,,1200.0,10302.0,2790.0,10813.0,21442.0,1657.0,3558.0,651.0,2850.0,96500.0,1985.0,164.0,421.0,22500.0,14040.0,21431.0,200000.0,118.0,26532.0,184.0,7850.0,60.0,51.0,20.0,5.0,101.0,55185.0,130000.0,600.0,9000.0,43212.0,74767.0,77.0,90.0,11500.0,30585.0,466.0,6610.0
2012,,625.0,233840.0,4248.0,30.0,5876.0,10.0,1759.0,13000.0,,25000.0,78.0,800.0,10.0,82.0,58.0,23000.0,34000.0,9500.0,,1200.0,10540.0,2895.0,13358.0,20550.0,1700.0,4664.0,692.0,3340.0,98920.0,2357.0,163.0,459.0,23000.0,12330.0,19935.0,200000.0,115.0,29370.0,183.0,7526.0,60.0,-1.0,20.0,6.0,104.0,60985.0,132000.0,700.0,9500.0,43409.0,72000.0,76.0,100.0,11200.0,30072.0,831.0,6200.0
2013,,612.0,219880.0,4819.0,21.0,4430.0,10.0,1424.0,13000.0,,24400.0,50.0,800.0,10.0,82.0,93.0,23387.0,35500.0,11000.0,,1200.0,9088.0,3028.0,9772.0,20258.0,1700.0,4658.0,699.0,4880.0,95500.0,1319.0,160.0,649.0,23387.0,22610.0,19841.0,194864.0,120.0,30790.0,176.0,7798.0,54.0,-1.0,20.0,6.0,108.0,60270.0,129415.0,600.0,11000.0,46120.0,72300.0,70.0,100.0,11262.0,30331.0,811.0,6199.0
2014,,593.0,211790.0,5268.0,30.0,4348.0,10.0,1518.0,13179.0,,24400.0,134.0,800.0,11.0,83.0,69.0,23806.0,35500.0,11301.0,,1354.0,8879.0,3038.0,9727.0,19247.0,1770.0,4531.0,716.0,4667.0,94634.0,3724.0,176.0,687.0,23806.0,11680.0,20606.0,194366.0,123.0,30310.0,170.0,7879.0,57.0,-1.0,32.0,6.0,111.0,63934.0,131615.0,650.0,11301.0,45462.0,74134.0,74.0,100.0,11300.0,29600.0,820.0,6805.0
