,Ukraine,Peru,Georgia,Belarus,Croatia,Serbia,India,Melanesia,Armenia,Brazil,Belgium,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Republic of Korea,Cyprus,Spain,New Zealand,New Caledonia,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Kyrgyzstan,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Austria,Morocco,Bhutan,Switzerland,Mexico,USSR,Romania,Azerbaijan,Jordan,Bosnia and Herzegovina,China,Uzbekistan,Yugoslav SFR,Portugal,Slovakia,Lebanon,Czechia,Yemen,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Australia,France,Egypt,Republic of Moldova,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12000.0,-1,-1.0,-1.0,-1.0,-1.0,1050.0,-1.0,-1.0,-1.0,-1.0,70.0,120.0,326.0,-1.0,-1,-1.0,0.0,63290.0,1900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1560.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3590.0,-1.0,85.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,50417.0,23300.0,-1.0
1972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16000.0,-1,-1.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,50.0,161.0,617.0,-1.0,-1,-1.0,0.0,66000.0,1800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1690.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,3690.0,-1.0,85.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,51667.0,21600.0,-1.0
1973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15000.0,-1,-1.0,-1.0,-1.0,-1.0,1150.0,-1.0,-1.0,-1.0,-1.0,50.0,161.0,926.0,-1.0,-1,-1.0,0.0,66040.0,1700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1718.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3910.0,-1.0,57.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53000.0,16400.0,-1.0
1974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,-1,-1.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,50.0,161.0,653.0,-1.0,-1,-1.0,0.0,67900.0,1600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1618.0,-1.0,-1.0,-1.0,34.0,-1.0,-1.0,-1.0,-1.0,4145.0,-1.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53333.0,16300.0,-1.0
1975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17000.0,-1,-1.0,-1.0,-1.0,-1.0,1250.0,-1.0,-1.0,0.0,-1.0,70.0,161.0,719.0,-1.0,-1,-1.0,0.0,68920.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1582.0,-1.0,-1.0,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,4363.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,54167.0,16200.0,-1.0
1976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000.0,-1,-1.0,-1.0,-1.0,-1.0,1300.0,-1.0,-1.0,2300.0,-1.0,70.0,187.0,784.0,-1.0,-1,-1.0,0.0,70540.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,918.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,4272.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,55000.0,14800.0,-1.0
1977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14000.0,-1,-1.0,-1.0,-1.0,-1.0,1350.0,-1.0,-1.0,2400.0,-1.0,65.0,187.0,756.0,-1.0,-1,-1.0,0.0,73170.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,850.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,4390.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,56000.0,14700.0,-1.0
1978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23000.0,-1,-1.0,-1.0,-1.0,-1.0,1400.0,-1.0,-1.0,2400.0,-1.0,100.0,87.0,813.0,-1.0,-1,-1.0,0.0,73410.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,838.0,-1.0,-1.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,4493.0,-1.0,70.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,55000.0,14600.0,-1.0
1979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20000.0,-1,-1.0,-1.0,-1.0,-1.0,1450.0,-1.0,-1.0,2400.0,-1.0,120.0,87.0,803.0,-1.0,-1,-1.0,0.0,72520.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,917.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,4596.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,55000.0,14500.0,-1.0
1980,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20000.0,-1,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,-1.0,2400.0,-1.0,250.0,87.0,788.0,-1.0,-1,-1.0,0.0,72800.0,2200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,795.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,4730.0,-1.0,90.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53833.0,14400.0,-1.0
1981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20000.0,-1,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0,-1.0,2400.0,-1.0,100.0,87.0,868.0,-1.0,-1,-1.0,0.0,70860.0,4800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1223.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,4848.0,-1.0,90.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53000.0,14200.0,-1.0
1982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22000.0,-1,-1.0,-1.0,-1.0,-1.0,1634.0,-1.0,-1.0,2350.0,-1.0,180.0,87.0,832.0,-1.0,-1,-1.0,0.0,72030.0,6283.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,1197.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3173.0,-1.0,90.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53000.0,14000.0,-1.0
1983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22000.0,-1,-1.0,-1.0,-1.0,-1.0,1679.0,-1.0,-1.0,2350.0,-1.0,200.0,94.0,820.0,-1.0,-1,-1.0,0.0,71220.0,6733.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,854.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,2252.0,-1.0,100.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53333.0,13730.0,-1.0
1984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17000.0,-1,-1.0,-1.0,-1.0,-1.0,1709.0,-1.0,-1.0,2350.0,-1.0,300.0,94.0,939.0,-1.0,-1,-1.0,0.0,72030.0,7468.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0,4591.0,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0,-1.0,2281.0,-1.0,135.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,53750.0,13644.0,-1.0
1985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17000.0,-1,-1.0,760.0,-1.0,-1.0,1735.0,-1.0,20600.0,2300.0,1650.0,320.0,134.0,4200.0,-1.0,-1,13600.0,0.0,72440.0,7840.0,-1.0,-1.0,9600.0,-1.0,3300.0,-1.0,-1,5280.0,4500.0,5000.0,-1,2000.0,4939.0,33300.0,3500.0,-1.0,3.0,-1.0,55000.0,-1.0,20200.0,2382.0,-1.0,170.0,-1.0,5.0,-1.0,5500.0,7800.0,-1.0,-1.0,-1.0,17250.0,-1.0,-1.0,-1.0,55000.0,-1,54583.0,13493.0,-1.0
1986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20000.0,-1,-1.0,820.0,-1.0,-1.0,1754.0,-1.0,20300.0,2300.0,1650.0,405.0,134.0,4400.0,-1.0,-1,13600.0,0.0,72840.0,11347.0,-1.0,-1.0,9600.0,-1.0,3300.0,-1.0,-1,5280.0,4500.0,5000.0,-1,2700.0,3950.0,35500.0,3000.0,-1.0,3.0,-1.0,61000.0,-1.0,20200.0,1400.0,-1.0,200.0,-1.0,5.0,-1.0,5000.0,7800.0,-1.0,-1.0,-1.0,17450.0,-1.0,-1.0,-1.0,61000.0,-1,54000.0,13299.0,-1.0
1987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22000.0,-1,-1.0,820.0,-1.0,-1.0,1762.0,-1.0,19700.0,2300.0,1650.0,410.0,147.0,4400.0,-1.0,-1,13600.0,0.0,71220.0,8951.0,-1.0,-1.0,9500.0,-1.0,3300.0,-1.0,-1,5250.0,4500.0,5000.0,-1,2200.0,2350.0,37000.0,2800.0,-1.0,3.0,-1.0,65000.0,-1.0,20000.0,1500.0,-1.0,230.0,-1.0,7.0,-1.0,4600.0,6600.0,-1.0,-1.0,-1.0,17665.0,-1.0,-1.0,-1.0,65000.0,-1,54250.0,12932.0,-1.0
1988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22000.0,-1,-1.0,860.0,-1.0,-1.0,1742.0,-1.0,19000.0,2250.0,1650.0,540.0,170.0,4800.0,-1.0,-1,13600.0,0.0,71630.0,10544.0,-1.0,-1.0,9500.0,-1.0,3300.0,-1.0,-1,5280.0,4500.0,5000.0,-1,2100.0,1400.0,40900.0,2500.0,-1.0,3.0,-1.0,77000.0,-1.0,20000.0,1700.0,-1.0,270.0,-1.0,7.0,-1.0,5800.0,6600.0,-1.0,-1.0,-1.0,15200.0,-1.0,-1.0,-1.0,77000.0,-1,54633.0,6492.0,-1.0
1989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24500.0,-1,-1.0,860.0,-1.0,-1.0,1722.0,-1.0,18200.0,2200.0,1650.0,535.0,205.0,4900.0,-1.0,-1,14233.0,0.0,72440.0,12143.0,-1.0,-1.0,9500.0,-1.0,3300.0,-1.0,-1,5140.0,4500.0,5000.0,-1,1700.0,350.0,42000.0,2500.0,-1.0,3.0,-1.0,72000.0,-1.0,20600.0,1850.0,-1.0,290.0,-1.0,0.0,-1.0,5600.0,6600.0,-1.0,-1.0,-1.0,13630.0,-1.0,-1.0,-1.0,72000.0,-1,54583.0,6324.0,-1.0
1990,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24600.0,-1,-1.0,1450.0,-1.0,720.0,1749.0,-1.0,17800.0,2300.0,1745.0,410.0,220.0,5000.0,-1.0,-1,13730.0,0.0,73250.0,15025.0,-1.0,-1.0,9164.0,-1.0,3833.0,-1.0,-1,5120.0,5000.0,5149.0,-1,800.0,500.0,43600.0,2412.0,-1.0,-1.0,-1.0,68000.0,-1.0,20000.0,1950.0,-1.0,300.0,-1.0,0.0,-1.0,6400.0,6367.0,-1.0,-1.0,-1.0,12950.0,-1.0,-1.0,200.0,68000.0,-1,54133.0,6036.0,220.0
1991,-1.0,301.0,-1.0,-1.0,-1.0,-1.0,25800.0,-1,-1.0,2000.0,-1.0,750.0,1691.0,-1.0,17100.0,2300.0,1833.0,420.0,220.0,5400.0,874.0,-1,14079.0,1035.0,73250.0,20943.0,-1.0,-1.0,9300.0,-1.0,3234.0,-1.0,-1,5120.0,4030.0,3386.0,-1,600.0,1550.0,44059.0,2400.0,-1.0,-1.0,-1.0,75167.0,-1.0,19713.0,2000.0,-1.0,330.0,-1.0,0.0,-1.0,6955.0,5800.0,-1.0,-1.0,161.0,12400.0,-1.0,-1.0,188.0,75167.0,-1,55633.0,5845.0,220.0
1992,15000.0,299.0,6000.0,3000.0,4300.0,-1.0,26400.0,-1,-1.0,1800.0,-1.0,770.0,1733.0,1537.0,16400.0,2300.0,2095.0,480.0,250.0,4900.0,859.0,-1,12483.0,1015.0,72030.0,20195.0,11500.0,100.0,12849.0,700.0,3400.0,-1.0,-1,5120.0,5324.0,5700.0,-1,1400.0,1500.0,-1.0,2600.0,2000.0,-1.0,2600.0,71000.0,1950.0,-1.0,2100.0,-1.0,440.0,-1.0,0.0,-1.0,6952.0,5200.0,-1.0,-1.0,157.0,15000.0,-1.0,10000.0,400.0,71000.0,-1,56333.0,5755.0,220.0
1993,18000.0,314.0,7500.0,4000.0,4800.0,-1.0,27500.0,-1,-1.0,2000.0,-1.0,800.0,1714.0,1527.0,16000.0,2300.0,2126.0,510.0,250.0,2322.0,-1.0,-1,10782.0,183.0,74870.0,25976.0,11700.0,100.0,-1.0,800.0,3394.0,-1.0,-1,5120.0,6405.0,6500.0,-1,450.0,1400.0,-1.0,3509.0,2300.0,-1.0,3400.0,144000.0,2000.0,-1.0,2040.0,4000.0,502.0,4500.0,0.0,-1.0,6950.0,4200.0,-1.0,-1.0,183.0,15600.0,-1.0,10900.0,500.0,144000.0,-1,56983.0,4869.0,253.0
1994,14000.0,350.0,5500.0,4193.0,3600.0,-1.0,28400.0,-1,-1.0,1550.0,-1.0,830.0,1737.0,1496.0,15800.0,2300.0,2068.0,650.0,370.0,2271.0,-1.0,-1,8174.0,177.0,76480.0,28975.0,12000.0,140.0,-1.0,1000.0,3431.0,-1.0,-1,5120.0,5693.0,5200.0,-1,800.0,1650.0,-1.0,2500.0,2400.0,-1.0,3062.0,140000.0,1938.0,-1.0,2081.0,3900.0,479.0,4400.0,0.0,-1.0,6850.0,4994.0,-1.0,-1.0,177.0,14800.0,-1.0,9600.0,400.0,140000.0,-1,57433.0,4257.0,262.0
1995,20000.0,400.0,5000.0,4064.0,4200.0,-1.0,28800.0,-1,-1.0,1600.0,-1.0,850.0,1750.0,1300.0,15500.0,2300.0,2010.0,550.0,380.0,2307.0,-1.0,-1,6188.0,185.0,78100.0,32290.0,10402.0,85.0,-1.0,1100.0,3468.0,-1.0,-1,5120.0,5972.0,7500.0,-1,785.0,1300.0,-1.0,2506.0,2600.0,-1.0,2940.0,150000.0,2073.0,-1.0,2086.0,3800.0,430.0,4678.0,0.0,-1.0,6780.0,3874.0,-1.0,500.0,185.0,14600.0,-1.0,8843.0,500.0,150000.0,-1,57550.0,4303.0,266.0
1996,20000.0,450.0,7000.0,4210.0,6600.0,-1.0,29120.0,-1,-1.0,1200.0,-1.0,880.0,1717.0,1500.0,9000.0,2300.0,1864.0,500.0,400.0,2307.0,-1.0,-1,6100.0,198.0,77700.0,35781.0,13875.0,85.0,-1.0,800.0,3505.0,-1.0,-1,4471.0,5683.0,8000.0,-1,1800.0,3523.0,-1.0,2371.0,1900.0,-1.0,2874.0,150000.0,2200.0,-1.0,2118.0,4500.0,441.0,4300.0,0.0,-1.0,6741.0,6107.0,-1.0,516.0,198.0,13550.0,-1.0,8038.0,600.0,150000.0,-1,57450.0,4300.0,275.0
1997,17000.0,650.0,6448.0,4359.0,3400.0,-1.0,29950.0,-1,-1.0,1245.0,-1.0,900.0,1700.0,1716.0,10437.0,2300.0,1850.0,511.0,400.0,2259.0,-1.0,-1,6290.0,198.0,79130.0,41763.0,12200.0,80.0,-1.0,917.0,3527.0,-1.0,-1,3500.0,4537.0,7600.0,-1,1790.0,1017.0,-1.0,2326.0,2100.0,-1.0,2600.0,160000.0,2000.0,-1.0,2134.0,3800.0,666.0,2637.0,0.0,4.0,7575.0,4421.0,-1.0,525.0,198.0,12589.0,-1.0,5521.0,700.0,160000.0,-1,57420.0,4250.0,240.0
1998,14000.0,335.0,8000.0,4926.0,4900.0,-1.0,29950.0,-1,-1.0,1264.0,-1.0,930.0,1737.0,1476.0,9500.0,2300.0,1905.0,450.0,400.0,2397.0,-1.0,-1,7312.0,200.0,79130.0,45152.0,9219.0,83.0,-1.0,938.0,3575.0,-1.0,-1,4500.0,5800.0,7600.0,-1,1409.0,40000.0,-1.0,2374.0,2128.0,-1.0,2769.0,164000.0,2228.0,-1.0,2143.0,5300.0,800.0,4400.0,0.0,28.0,7400.0,4760.0,-1.0,527.0,200.0,12871.0,-1.0,4643.0,757.0,164000.0,-1,58143.0,4200.0,220.0
1999,9000.0,76.0,7500.0,4500.0,5000.0,-1.0,30300.0,-1,-1.0,1708.0,-1.0,950.0,1749.0,1780.0,9000.0,2300.0,1744.0,439.0,410.0,2551.0,-1.0,-1,7197.0,206.0,79130.0,50161.0,13400.0,83.0,-1.0,900.0,3500.0,-1.0,-1,5161.0,5757.0,5320.0,-1,1500.0,41000.0,-1.0,2374.0,1979.0,-1.0,3100.0,165000.0,2500.0,-1.0,3063.0,3800.0,700.0,4117.0,0.0,14.0,7565.0,6000.0,-1.0,600.0,206.0,13315.0,-1.0,4400.0,1500.0,165000.0,-1,58716.0,4100.0,263.0
2000,15100.0,82.0,7163.0,4710.0,5200.0,-1.0,30200.0,-1,-1.0,1761.0,220.0,980.0,1772.0,1800.0,15000.0,2300.0,1600.0,475.0,410.0,4065.0,-1.0,-1,6407.0,148.0,78100.0,54389.0,13371.0,77.0,-1.0,1200.0,3665.0,70.0,-1,6000.0,6000.0,4800.0,-1,2500.0,43000.0,-1.0,2122.0,2065.0,-1.0,2400.0,168000.0,2457.0,-1.0,3088.0,3000.0,717.0,4300.0,0.0,17.0,7808.0,7000.0,-1.0,506.0,148.0,14519.0,4210.0,3288.0,1827.0,168000.0,-1,59000.0,4000.0,-1.0
2001,14800.0,64.0,6112.0,5000.0,3542.0,-1.0,30200.0,-1,-1.0,1576.0,220.0,1000.0,1849.0,1600.0,9000.0,2300.0,1613.0,471.0,410.0,4287.0,-1.0,-1,3703.0,74.0,82556.0,61795.0,9000.0,77.0,-1.0,1300.0,3704.0,74.0,-1,4500.0,5481.0,4800.0,-1,1500.0,46000.0,-1.0,2051.0,2147.0,-1.0,2415.0,175000.0,3000.0,-1.0,3105.0,3800.0,785.0,4100.0,0.0,28.0,7855.0,5500.0,-1.0,500.0,74.0,14622.0,4980.0,2620.0,2000.0,175000.0,-1,60496.0,3900.0,-1.0
