,Jamaica,Puerto Rico,Philippines,Panama,Trinidad and Tobago,Dominican Republic,Pakistan,Burundi,Grenada,Nepal,Kenya,Haiti,Democratic Republic of the Congo,Bangladesh,United Republic of Tanzania,Uganda,Comoros,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),India,Myanmar,Malawi,Bahamas
1961,998.0,4989.0,-1.0,1400.0,1500.0,20700.0,200.0,2300.0,750.0,6000.0,-1.0,2800.0,3100.0,4064.0,10000.0,17000.0,-1.0,-1.0,1989.0,2066000.0,31845.0,52000.0,320.0
1962,1035.0,5262.0,-1.0,1400.0,1600.0,20250.0,1000.0,2300.0,750.0,6000.0,-1.0,2850.0,3100.0,3048.0,10000.0,18000.0,-1.0,-1.0,3455.0,1367000.0,24385.0,54000.0,350.0
1963,1090.0,4989.0,-1.0,1400.0,2132.0,20750.0,1300.0,2300.0,760.0,6000.0,-1.0,2900.0,3100.0,3048.0,23344.0,21000.0,-1.0,-1.0,4535.0,1582000.0,23619.0,56000.0,380.0
1964,1010.0,5262.0,-1.0,1300.0,2268.0,20785.0,1200.0,2300.0,760.0,6000.0,-1.0,2950.0,3100.0,3048.0,4960.0,27000.0,-1.0,-1.0,4949.0,1380000.0,36556.0,62000.0,400.0
1965,870.0,4209.0,-1.0,1300.0,2404.0,21000.0,1000.0,2300.0,770.0,6500.0,-1.0,3000.0,3100.0,3048.0,6503.0,20000.0,-1.0,-1.0,5400.0,1890000.0,26854.0,70000.0,430.0
1966,1600.0,4989.0,-1.0,1300.0,2268.0,21150.0,1422.0,2300.0,780.0,6500.0,-1.0,3050.0,3100.0,3048.0,9210.0,10160.0,-1.0,-1.0,5891.0,1733000.0,29735.0,62000.0,460.0
1967,2260.0,4264.0,-1.0,1300.0,2858.0,21400.0,1016.0,2300.0,750.0,7500.0,-1.0,3100.0,3300.0,3048.0,9328.0,27000.0,-1.0,-1.0,6362.0,1129700.0,17091.0,64000.0,480.0
1968,2497.0,4400.0,-1.0,1300.0,2313.0,21500.0,1321.0,2300.0,750.0,7500.0,-1.0,3150.0,3300.0,3048.0,12944.0,27000.0,-1.0,-1.0,6915.0,1741100.0,21072.0,66000.0,500.0
1969,2038.0,4264.0,-1.0,1200.0,1905.0,23000.0,406.0,2300.0,700.0,8000.0,-1.0,3200.0,3300.0,3050.0,12268.0,50320.0,-1.0,-1.0,7372.0,1815800.0,28377.0,68000.0,520.0
1970,1996.0,3175.0,-1.0,1400.0,1814.0,25000.0,1016.0,2300.0,650.0,8000.0,-1.0,3250.0,3300.0,2677.0,16806.0,40000.0,-1.0,-1.0,7619.0,1842200.0,23470.0,70000.0,540.0
1971,1887.0,3402.0,-1.0,1400.0,3422.0,26000.0,1016.0,2300.0,520.0,8500.0,-1.0,3300.0,3300.0,2684.0,14935.0,40000.0,-1.0,-1.0,5912.0,1883300.0,25791.0,72000.0,560.0
1972,2903.0,3130.0,-1.0,1500.0,3595.0,27000.0,764.0,2300.0,650.0,8500.0,-1.0,3350.0,3500.0,2162.0,9908.0,48200.0,-1.0,-1.0,4875.0,1683000.0,30071.0,73000.0,575.0
1973,1764.0,2948.0,-1.0,1467.0,2463.0,27016.0,1727.0,2300.0,673.0,9000.0,-1.0,3500.0,3500.0,2083.0,11000.0,31300.0,-1.0,-1.0,3950.0,1927600.0,22785.0,75000.0,595.0
1974,1720.0,3447.0,-1.0,1482.0,2493.0,28369.0,813.0,2200.0,680.0,9000.0,-1.0,3600.0,3500.0,2216.0,14000.0,45900.0,-1.0,-1.0,3649.0,1408000.0,31460.0,76000.0,610.0
1975,2143.0,4309.0,-1.0,1497.0,2540.0,29454.0,813.0,2300.0,700.0,9000.0,-1.0,3700.0,3800.0,3600.0,16000.0,25500.0,-1.0,-1.0,3422.0,1834200.0,28287.0,74000.0,625.0
1976,1370.0,3856.0,-1.0,1512.0,2540.0,14512.0,1016.0,2300.0,735.0,9500.0,-1.0,3800.0,3800.0,5800.0,23000.0,36800.0,-1.0,-1.0,3328.0,2099300.0,24406.0,76000.0,640.0
1977,1038.0,4090.0,-1.0,1528.0,3000.0,15468.0,576.0,2300.0,795.0,9500.0,-1.0,3600.0,3800.0,7200.0,22000.0,40400.0,-1.0,-1.0,3468.0,1725300.0,19186.0,78000.0,655.0
1978,2062.0,4672.0,-1.0,1553.0,3675.0,16556.0,725.0,2600.0,857.0,10000.0,-1.0,3796.0,3800.0,11000.0,21000.0,42100.0,-1.0,-1.0,3423.0,1929700.0,13124.0,80000.0,459.0
1979,2454.0,5489.0,-1.0,1584.0,3600.0,14693.0,1458.0,2600.0,771.0,10000.0,-1.0,3800.0,3800.0,7500.0,19874.0,19000.0,-1.0,-1.0,3385.0,1887400.0,20164.0,75000.0,490.0
1980,2351.0,5216.0,-1.0,2004.0,3532.0,16598.0,1500.0,2630.0,901.0,10000.0,-1.0,4000.0,3800.0,7300.0,22931.0,26000.0,-1.0,-1.0,3447.0,1757000.0,20520.0,76000.0,520.0
1981,2543.0,4853.0,-1.0,2068.0,3452.0,13172.0,1500.0,2200.0,829.0,11000.0,-1.0,4100.0,3800.0,7000.0,25988.0,25000.0,-1.0,-1.0,3420.0,1957300.0,26600.0,77000.0,550.0
1982,2210.0,4323.0,-1.0,2134.0,3182.0,12426.0,1550.0,2800.0,746.0,11500.0,-1.0,4200.0,3800.0,7000.0,29045.0,28000.0,-1.0,-1.0,3750.0,2236500.0,40516.0,78000.0,580.0
1983,2104.0,4536.0,-1.0,2203.0,2500.0,10657.0,1600.0,2600.0,645.0,12000.0,-1.0,4300.0,3800.0,5700.0,32102.0,28900.0,-1.0,-1.0,4135.0,1988900.0,33581.0,80000.0,620.0
1984,2150.0,3629.0,-1.0,2273.0,1916.0,19851.0,1600.0,1800.0,647.0,13000.0,-1.0,4300.0,3800.0,5700.0,35159.0,25000.0,-1.0,-1.0,4408.0,2576000.0,37113.0,70000.0,640.0
1985,2139.0,3311.0,-1.0,2346.0,2216.0,13424.0,351.0,2500.0,630.0,10500.0,-1.0,4300.0,4000.0,5400.0,38216.0,28000.0,-1.0,-1.0,4740.0,2585200.0,48591.0,72000.0,650.0
1986,2513.0,2413.0,-1.0,2421.0,1196.0,14132.0,532.0,2400.0,668.0,12170.0,-1.0,4300.0,4000.0,4341.0,41273.0,30049.0,-1.0,-1.0,4791.0,2441000.0,51526.0,73000.0,650.0
1987,1849.0,2495.0,-1.0,2498.0,1472.0,21389.0,615.0,2500.0,560.0,13350.0,-1.0,4000.0,4000.0,4143.0,44330.0,27000.0,-1.0,-1.0,5161.0,2271500.0,36014.0,74000.0,660.0
1988,2138.0,2268.0,-1.0,2578.0,2361.0,27518.0,608.0,2500.0,565.0,9190.0,-1.0,4000.0,4200.0,3857.0,47387.0,42000.0,-1.0,-1.0,5326.0,2282300.0,41526.0,75000.0,660.0
1989,925.0,2041.0,-1.0,2097.0,1680.0,31033.0,500.0,2400.0,500.0,12260.0,51351.0,4000.0,4200.0,3335.0,50444.0,45509.0,-1.0,-1.0,5630.0,2717700.0,41503.0,65000.0,630.0
1990,1533.0,1814.0,-1.0,1615.0,2000.0,38596.0,200.0,3271.0,510.0,13300.0,81000.0,3900.0,4650.0,3195.0,53501.0,51000.0,250.0,-1.0,5863.0,2746600.0,37110.0,70000.0,600.0
1991,1623.0,2177.0,-1.0,1911.0,1807.0,47471.0,0.0,2100.0,520.0,12030.0,48600.0,3800.0,4377.0,2915.0,56558.0,50000.0,252.0,-1.0,5953.0,2416800.0,42334.0,65000.0,500.0
1992,1959.0,1497.0,-1.0,1936.0,1335.0,29692.0,0.0,2500.0,520.0,11310.0,65970.0,3000.0,4647.0,2935.0,59616.0,51000.0,255.0,-1.0,5348.0,2133000.0,62000.0,60000.0,400.0
1993,1654.0,2119.0,-1.0,1700.0,1839.0,24516.0,0.0,2400.0,550.0,16520.0,72000.0,2100.0,4932.0,2840.0,62673.0,53000.0,260.0,-1.0,6276.0,2331000.0,137000.0,58000.0,300.0
1994,1748.0,907.0,-1.0,1800.0,2095.0,21314.0,0.0,2100.0,560.0,16403.0,76590.0,1271.0,5237.0,3000.0,65730.0,55000.0,269.0,-1.0,5229.0,2692000.0,140000.0,55000.0,139.0
1995,1759.0,590.0,-1.0,1945.0,3308.0,29692.0,0.0,2500.0,570.0,19205.0,63300.0,875.0,5554.0,3000.0,68787.0,58000.0,276.0,-1.0,4357.0,2144000.0,143000.0,52601.0,140.0
1996,1932.0,454.0,-1.0,2243.0,3183.0,23150.0,0.0,2300.0,570.0,19300.0,37080.0,1623.0,5934.0,3000.0,71844.0,58000.0,280.0,-1.0,3080.0,2309000.0,142000.0,87880.0,151.0
1997,1909.0,750.0,-1.0,2154.0,2724.0,15226.0,0.0,2400.0,580.0,19940.0,54596.0,1805.0,6032.0,3000.0,74901.0,59000.0,290.0,-1.0,3001.0,2655800.0,186884.0,72850.0,149.0
1998,1615.0,1062.0,-1.0,2201.0,915.0,20078.0,0.0,2300.0,500.0,18978.0,56273.0,2001.0,6171.0,3000.0,77958.0,61000.0,290.0,-1.0,2405.0,1849700.0,173000.0,79507.0,143.0
1999,1521.0,200.0,-1.0,2108.0,2613.0,21772.0,3.0,2000.0,500.0,18335.0,70651.0,2207.0,6319.0,3000.0,81015.0,76000.0,290.0,-1.0,1939.0,2708100.0,157000.0,91569.0,130.0
