,USSR,France,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Albania,El Salvador,Saint Lucia,Chad,Colombia,Spain,Grenada,India,Honduras,Lesotho,Cabo Verde,Republic of Moldova,Mongolia,Angola,Saudi Arabia,Sao Tome and Principe,Togo,Greece,Yemen,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Cyprus,United Arab Emirates,Rwanda,Bosnia and Herzegovina,Portugal,"China, Taiwan Province of",Puerto Rico,Singapore,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Czechoslovakia,Chile,Malta,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Afghanistan,Trinidad and Tobago,Sudan,Wallis and Futuna Islands,Mauritius,Namibia,Mauritania,Russian Federation,Tunisia,Georgia,Venezuela (Bolivarian Republic of),Cook Islands,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Mozambique,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Niue,Paraguay,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,South Sudan,New Caledonia,Ecuador,Indonesia,Poland,Jordan,Ethiopia PDR,Egypt,Melanesia,Malaysia,Vanuatu,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Tonga,Peru,United States of America,"China, mainland",French Polynesia,The former Yugoslav Republic of Macedonia,New Zealand,Guinea-Bissau,Cameroon,Guatemala,Cuba,Romania,Micronesia (Federated States of),Philippines,Iraq,Swaziland,Burundi,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Sudan (former),British Virgin Islands,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Maldives,Guam,Kazakhstan,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Kuwait,Tajikistan,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Bulgaria,Montenegro,Ukraine
1994,,,90909.0,38971.0,83333.0,,64859.0,127734.0,81013.0,95912.0,73410.0,24600.0,68257.0,60369.0,45113.0,105513.0,84361.0,50000.0,88347.0,54267.0,48014.0,48837.0,28571.0,6000.0,44640.0,188860.0,59017.0,53638.0,33282.0,45500.0,45000.0,48773.0,37735.0,54217.0,92330.0,,175404.0,50164.0,32250.0,36667.0,114727.0,60561.0,40000.0,34606.0,101053.0,50154.0,33333.0,68966.0,67899.0,63132.0,141131.0,62310.0,68293.0,37157.0,46644.0,,43153.0,73943.0,179579.0,64865.0,10667.0,,52669.0,66667.0,158491.0,51111.0,65375.0,75000.0,140984.0,81499.0,76361.0,69349.0,,87816.0,65354.0,68750.0,47613.0,23730.0,65366.0,72857.0,128589.0,24517.0,104061.0,39737.0,125000.0,75243.0,211241.0,53126.0,58750.0,60200.0,110345.0,47244.0,154239.0,50000.0,67273.0,61691.0,47826.0,5805.0,70367.0,52222.0,152571.0,70289.0,,24331.0,54192.0,114000.0,58782.0,102828.0,,128846.0,81493.0,75000.0,130265.0,43829.0,74419.0,62734.0,44911.0,8258.0,59634.0,267667.0,26027.0,57573.0,,211241.0,67929.0,54873.0,61879.0,19829.0,93426.0,,93717.0,61963.0,51913.0,48515.0,74503.0,60000.0,48355.0,15000.0,41002.0,102101.0,66521.0,37500.0,26959.0,53488.0,60484.0,59105.0,77981.0,40886.0,61404.0,54348.0,29333.0,14000.0,102410.0,73410.0,,107909.0,50000.0,67983.0,111111.0,63636.0,79085.0,39172.0,,56875.0,60673.0,64093.0,36842.0,17553.0,61210.0,,55385.0,17726.0,18340.0,,13889.0
1995,,,90909.0,35588.0,123368.0,,65286.0,126087.0,81250.0,96046.0,70980.0,30000.0,68475.0,61702.0,44988.0,102300.0,84486.0,50000.0,89336.0,56318.0,48679.0,48864.0,28571.0,7455.0,44705.0,185223.0,60134.0,53846.0,33482.0,55842.0,45128.0,48802.0,30958.0,42169.0,94161.0,,178580.0,50164.0,32615.0,52174.0,105931.0,60519.0,25000.0,34610.0,90796.0,70474.0,33130.0,68821.0,67939.0,63225.0,143237.0,62337.0,71895.0,37371.0,47656.0,,43137.0,74997.0,216109.0,64460.0,11176.0,,52849.0,70423.0,163636.0,51111.0,62935.0,75758.0,219531.0,81694.0,78098.0,69337.0,,88947.0,65001.0,64286.0,47697.0,25625.0,64785.0,55000.0,131790.0,23992.0,103823.0,41089.0,118421.0,77108.0,209354.0,51949.0,62000.0,63027.0,106061.0,47244.0,152632.0,54485.0,63977.0,61998.0,45000.0,5754.0,70667.0,52651.0,139300.0,70023.0,,24615.0,46854.0,108333.0,58005.0,88644.0,,126792.0,81696.0,74133.0,132868.0,62659.0,74713.0,62850.0,45578.0,8060.0,60906.0,245545.0,20656.0,62026.0,,209354.0,67969.0,55556.0,61529.0,36459.0,91100.0,79730.0,80250.0,61975.0,51963.0,48586.0,73250.0,65000.0,55172.0,15385.0,41667.0,102998.0,66597.0,50000.0,21230.0,53654.0,59683.0,59708.0,80000.0,41332.0,63333.0,54030.0,4615.0,14403.0,103529.0,69495.0,10000.0,109545.0,50000.0,68664.0,109375.0,82358.0,72583.0,39077.0,,54125.0,63636.0,46439.0,40909.0,20625.0,61147.0,,54815.0,17595.0,3454.0,,1202.0
1996,,,90909.0,35588.0,105116.0,,65720.0,125000.0,80723.0,96136.0,73156.0,30000.0,68700.0,61630.0,44908.0,106717.0,84804.0,49021.0,90909.0,58369.0,49199.0,48889.0,40000.0,7350.0,44770.0,186350.0,60606.0,54054.0,33682.0,55168.0,45455.0,48831.0,28741.0,42169.0,120710.0,,174752.0,50164.0,32981.0,43478.0,120315.0,60472.0,25895.0,34614.0,137014.0,71450.0,32854.0,68640.0,67979.0,63135.0,89614.0,62520.0,72222.0,37947.0,47692.0,,43200.0,76009.0,175839.0,64554.0,14286.0,,53029.0,70175.0,167119.0,51111.0,69435.0,75000.0,178947.0,82030.0,79815.0,69331.0,,90078.0,63688.0,66667.0,48077.0,36533.0,64778.0,60000.0,135383.0,23454.0,103584.0,42692.0,114286.0,76677.0,207603.0,52599.0,72917.0,60406.0,123529.0,47244.0,151948.0,56142.0,58333.0,60392.0,47826.0,5703.0,70270.0,53157.0,138258.0,69931.0,,24475.0,52249.0,123810.0,57000.0,61298.0,,125185.0,81178.0,75294.0,131250.0,53467.0,72119.0,62966.0,46229.0,7861.0,62592.0,245545.0,16303.0,67494.0,,207603.0,68000.0,55151.0,61223.0,32995.0,116431.0,72004.0,100000.0,61085.0,52101.0,48812.0,71787.0,70000.0,50085.0,16162.0,43785.0,103895.0,66680.0,54286.0,16992.0,53821.0,59375.0,60286.0,77761.0,41778.0,70313.0,54167.0,4615.0,14514.0,102222.0,73348.0,12703.0,107083.0,47619.0,69335.0,109340.0,108333.0,75155.0,39286.0,,57875.0,60084.0,70368.0,33625.0,16250.0,61084.0,,54286.0,18028.0,2980.0,,2692.0
1997,,,90909.0,35588.0,106756.0,,67857.0,127732.0,81176.0,95902.0,70754.0,24374.0,68932.0,62500.0,45139.0,104559.0,85032.0,50000.0,89474.0,60421.0,50000.0,48913.0,7857.0,7530.0,44750.0,179266.0,60317.0,54263.0,33882.0,58986.0,44856.0,48859.0,13667.0,42169.0,107781.0,,156009.0,50164.0,32997.0,43478.0,120098.0,60397.0,20000.0,34618.0,134178.0,72147.0,32565.0,68470.0,67960.0,62903.0,101272.0,62534.0,71500.0,38112.0,46269.0,,43348.0,77007.0,166095.0,65000.0,15000.0,,53209.0,71429.0,128056.0,51111.0,62472.0,75000.0,187037.0,84311.0,81812.0,69626.0,,91209.0,65000.0,68750.0,47273.0,48132.0,65258.0,80000.0,136938.0,22902.0,103347.0,39929.0,125000.0,76753.0,205908.0,52800.0,64286.0,63696.0,131667.0,47244.0,151589.0,57288.0,60251.0,59459.0,45455.0,5652.0,71845.0,53562.0,135618.0,70034.0,,24786.0,47772.0,130769.0,44072.0,109400.0,,121429.0,81659.0,74659.0,128571.0,43548.0,69892.0,63082.0,46880.0,7660.0,138464.0,247440.0,20167.0,71429.0,,205908.0,68004.0,55238.0,60063.0,37337.0,95474.0,70390.0,74571.0,60870.0,52381.0,49143.0,69814.0,80000.0,50367.0,16098.0,43680.0,104792.0,66769.0,42857.0,20849.0,53988.0,59528.0,60856.0,77190.0,42180.0,71429.0,54776.0,21429.0,14631.0,115152.0,70815.0,12972.0,93923.0,47619.0,70270.0,109091.0,108333.0,70937.0,40000.0,,58875.0,56000.0,73240.0,24889.0,21273.0,61021.0,,53793.0,18682.0,8689.0,,3636.0
1998,,,91837.0,35588.0,111592.0,,66342.0,128000.0,81143.0,95833.0,69260.0,25860.0,69173.0,62483.0,45000.0,99805.0,85714.0,47921.0,102949.0,62472.0,48587.0,47880.0,,7588.0,43983.0,189138.0,60606.0,54471.0,34082.0,66390.0,44477.0,48888.0,31721.0,42169.0,127031.0,,144926.0,50164.0,33603.0,57609.0,120864.0,60332.0,25134.0,34622.0,118722.0,68382.0,32264.0,68600.0,67994.0,63462.0,94904.0,62500.0,70870.0,38078.0,46868.0,,43485.0,78002.0,174706.0,62353.0,28750.0,,53389.0,70531.0,104390.0,51111.0,51489.0,75269.0,167480.0,81453.0,83601.0,69578.0,,92340.0,66667.0,64286.0,45000.0,34632.0,64949.0,76333.0,140212.0,22334.0,103109.0,40086.0,122222.0,77083.0,204190.0,52549.0,70370.0,63178.0,148571.0,47244.0,151282.0,58256.0,60094.0,59719.0,42105.0,5601.0,73333.0,54667.0,133552.0,70000.0,,24133.0,49992.0,121286.0,32765.0,56962.0,,117931.0,81519.0,74889.0,128456.0,49001.0,67442.0,63198.0,47611.0,7458.0,144458.0,230662.0,21595.0,72100.0,,204190.0,67996.0,55676.0,60702.0,65614.0,107330.0,68792.0,71770.0,62661.0,53125.0,50000.0,68186.0,90909.0,50631.0,16190.0,43564.0,105689.0,67123.0,33333.0,22244.0,54155.0,58462.0,61424.0,76609.0,36328.0,70175.0,53191.0,25333.0,14752.0,112500.0,69339.0,15000.0,88082.0,47500.0,70636.0,108824.0,108333.0,74534.0,38060.0,,59875.0,58966.0,70588.0,23214.0,16964.0,61067.0,,53333.0,18996.0,9742.0,,10753.0
1999,,,88458.0,35588.0,102829.0,6667.0,66558.0,128813.0,81564.0,95902.0,64687.0,33333.0,68571.0,62000.0,44198.0,103284.0,85714.0,47226.0,88800.0,61462.0,48114.0,47622.0,,7610.0,43333.0,78018.0,60000.0,54679.0,34281.0,66297.0,43305.0,48917.0,38710.0,44706.0,118379.0,,180913.0,50164.0,34400.0,51304.0,120551.0,60204.0,25000.0,34626.0,130891.0,72349.0,31954.0,68533.0,68182.0,63478.0,103975.0,63438.0,71154.0,36863.0,47814.0,,43750.0,78997.0,179199.0,60000.0,17778.0,,53569.0,69606.0,97143.0,51111.0,61094.0,75069.0,158140.0,83333.0,85351.0,69531.0,,93471.0,67670.0,66667.0,45972.0,28000.0,65048.0,48600.0,143444.0,21748.0,102870.0,39918.0,128571.0,77108.0,202369.0,51923.0,75000.0,67577.0,143667.0,47244.0,150745.0,59171.0,60417.0,59604.0,45000.0,5551.0,74592.0,54355.0,133333.0,71045.0,,24200.0,98155.0,121849.0,15000.0,56653.0,,116271.0,82033.0,75189.0,128485.0,51736.0,67349.0,63314.0,50000.0,7254.0,152677.0,168586.0,28745.0,75000.0,,202369.0,67981.0,55335.0,60571.0,135699.0,71950.0,67210.0,69048.0,58993.0,53846.0,48547.0,66554.0,100000.0,50804.0,15682.0,43577.0,106586.0,67104.0,29053.0,29469.0,54324.0,58168.0,61992.0,79167.0,38400.0,72000.0,57143.0,22353.0,14874.0,113333.0,64301.0,18000.0,114571.0,47500.0,71204.0,113847.0,107843.0,75661.0,35000.0,,62375.0,57143.0,68790.0,23529.0,18529.0,60952.0,,53779.0,19492.0,8916.0,,8333.0
2000,,,90909.0,35372.0,98902.0,6766.0,67241.0,127692.0,81421.0,97561.0,61836.0,25000.0,69752.0,63261.0,43719.0,104045.0,85714.0,46503.0,88462.0,54519.0,46774.0,47356.0,,7727.0,46154.0,75447.0,61072.0,54887.0,34481.0,65439.0,42308.0,48945.0,30769.0,44706.0,106710.0,,180885.0,50164.0,34258.0,49130.0,105642.0,60000.0,26108.0,34630.0,122359.0,72469.0,31633.0,68461.0,68017.0,63560.0,96217.0,62718.0,71905.0,37838.0,46667.0,,43668.0,79995.0,167799.0,60106.0,18889.0,,53749.0,68684.0,99217.0,51111.0,63205.0,74293.0,190000.0,82261.0,86971.0,69697.0,,94601.0,68182.0,68750.0,45942.0,25313.0,58421.0,68333.0,150316.0,21142.0,102625.0,39847.0,107344.0,76937.0,200000.0,45000.0,72000.0,62931.0,145946.0,48438.0,150262.0,60072.0,58462.0,60526.0,45455.0,5500.0,76000.0,55263.0,134434.0,71821.0,,23840.0,92000.0,108471.0,22118.0,78303.0,,116667.0,81733.0,75496.0,129048.0,57168.0,67061.0,63503.0,48492.0,7048.0,154986.0,215710.0,29503.0,77778.0,,200000.0,67960.0,55263.0,60000.0,169310.0,78296.0,65643.0,63636.0,54783.0,54612.0,45902.0,64959.0,125000.0,50587.0,15217.0,43388.0,107483.0,68919.0,28800.0,30330.0,54494.0,58030.0,62560.0,79545.0,43200.0,72917.0,54167.0,58824.0,14997.0,110000.0,61307.0,11111.0,105698.0,48182.0,71265.0,118919.0,109091.0,74408.0,36257.0,,66875.0,58516.0,69565.0,21026.0,5833.0,60865.0,,58065.0,20594.0,7551.0,,23864.0
2001,,,85970.0,34932.0,110448.0,6667.0,66938.0,128571.0,80851.0,99200.0,59133.0,25000.0,70090.0,63647.0,43180.0,105755.0,85185.0,45754.0,94000.0,58571.0,46875.0,47066.0,,7714.0,45714.0,45626.0,62500.0,55096.0,34681.0,65978.0,40000.0,48974.0,40000.0,46250.0,118263.0,,187438.0,50164.0,34460.0,47826.0,111166.0,60276.0,26125.0,34634.0,134881.0,72443.0,31303.0,68380.0,68034.0,63635.0,101176.0,62500.0,72083.0,38571.0,46881.0,,43705.0,80995.0,160908.0,61017.0,21429.0,,53958.0,64346.0,93963.0,51111.0,53591.0,73330.0,163694.0,82297.0,88198.0,69900.0,,95732.0,66667.0,68499.0,46154.0,22222.0,51391.0,58897.0,154137.0,20514.0,99130.0,39568.0,96498.0,76983.0,198164.0,44545.0,72549.0,61018.0,142857.0,49231.0,150000.0,60970.0,61688.0,58541.0,42424.0,5449.0,78571.0,54167.0,133866.0,72727.0,,25725.0,102381.0,106275.0,20000.0,86723.0,,131190.0,81319.0,75807.0,129836.0,65103.0,66667.0,63602.0,48858.0,6840.0,63560.0,282794.0,22454.0,80000.0,,198164.0,67934.0,55369.0,61481.0,168510.0,82034.0,64090.0,58929.0,57325.0,55162.0,48571.0,63444.0,115385.0,52756.0,,43260.0,108380.0,67340.0,30800.0,23371.0,54666.0,57463.0,63130.0,73044.0,50000.0,72000.0,56876.0,100000.0,15117.0,108303.0,58496.0,13000.0,98556.0,47727.0,,115000.0,109091.0,74002.0,36096.0,,70625.0,58297.0,68577.0,20930.0,14583.0,60782.0,,54224.0,21569.0,18600.0,,27778.0
2002,,,84185.0,34286.0,117309.0,6667.0,67105.0,126667.0,80829.0,98555.0,69035.0,25000.0,70437.0,60870.0,42522.0,113609.0,86535.0,44983.0,103651.0,74510.0,46970.0,46809.0,,7143.0,45157.0,49586.0,62791.0,55304.0,34881.0,66097.0,40000.0,49003.0,36645.0,46250.0,100351.0,,193992.0,50164.0,34674.0,49569.0,152519.0,60194.0,26102.0,34638.0,147599.0,72475.0,30965.0,68292.0,68051.0,64063.0,95000.0,62500.0,67647.0,38396.0,46068.0,,43548.0,81998.0,21783.0,61030.0,14725.0,,54133.0,62201.0,111648.0,51111.0,55391.0,71653.0,196154.0,82339.0,89932.0,68269.0,,96863.0,67500.0,70000.0,45739.0,22222.0,55083.0,50000.0,173445.0,19862.0,102422.0,40000.0,69231.0,77025.0,200000.0,43750.0,69231.0,58765.0,148571.0,49242.0,149511.0,61870.0,62608.0,57578.0,41531.0,5399.0,79021.0,54545.0,133294.0,72296.0,,25422.0,102564.0,108253.0,21750.0,141493.0,,143947.0,81231.0,76114.0,130986.0,60243.0,66723.0,63700.0,49211.0,6630.0,59619.0,199327.0,23683.0,77194.0,,200000.0,67906.0,54872.0,60694.0,166711.0,87806.0,62550.0,57391.0,56645.0,55682.0,50289.0,62032.0,138462.0,51662.0,,43143.0,109277.0,67330.0,30769.0,24846.0,54839.0,57596.0,63700.0,70244.0,47500.0,68519.0,58216.0,85837.0,15234.0,107143.0,70000.0,12611.0,110000.0,48000.0,,119048.0,108333.0,71435.0,34091.0,,72750.0,60000.0,68581.0,21176.0,18111.0,60701.0,,59091.0,21740.0,20000.0,,15641.0
2003,,,82027.0,34332.0,104496.0,7500.0,66667.0,125000.0,81633.0,99231.0,57866.0,25000.0,70812.0,62000.0,41286.0,112533.0,84967.0,44145.0,138542.0,80698.0,47059.0,46540.0,,7895.0,44971.0,53067.0,63043.0,55231.0,35107.0,74074.0,40000.0,49018.0,34545.0,44118.0,116852.0,,199349.0,50164.0,34974.0,45914.0,99384.0,60417.0,25708.0,34604.0,148722.0,72782.0,30287.0,63750.0,68060.0,63769.0,99969.0,63636.0,68571.0,39537.0,48000.0,,43476.0,83042.0,109837.0,60526.0,19482.0,,56818.0,59906.0,144555.0,51111.0,54890.0,70689.0,199436.0,82431.0,90909.0,67547.0,,98088.0,68333.0,69324.0,45447.0,19083.0,55814.0,42600.0,148931.0,19180.0,100000.0,40000.0,83246.0,77046.0,192837.0,44231.0,75000.0,68470.0,148235.0,49254.0,150000.0,62840.0,63492.0,56518.0,40565.0,5351.0,80000.0,55667.0,132904.0,72388.0,,22975.0,102778.0,92719.0,37500.0,87625.0,,154353.0,82035.0,76613.0,131944.0,53889.0,66589.0,63811.0,49412.0,6420.0,62500.0,144112.0,25000.0,75000.0,20000.0,192837.0,66667.0,55508.0,60573.0,169868.0,100000.0,60974.0,53361.0,55950.0,56198.0,49180.0,60000.0,138462.0,55000.0,,43042.0,110412.0,67292.0,27333.0,26206.0,54783.0,57548.0,64305.0,65505.0,48000.0,69091.0,59206.0,37778.0,15412.0,107407.0,57381.0,10650.0,107363.0,49020.0,,119091.0,107692.0,77905.0,34667.0,,,58333.0,68595.0,20526.0,13514.0,60784.0,,43333.0,20267.0,20000.0,,2500.0
2004,,,79505.0,34273.0,108434.0,7000.0,67478.0,129202.0,80392.0,96429.0,62626.0,25000.0,71214.0,65686.0,40548.0,107458.0,87172.0,43242.0,62482.0,85589.0,47143.0,46478.0,,7368.0,44576.0,58205.0,63000.0,55714.0,35360.0,84000.0,40000.0,49097.0,42222.0,45539.0,119778.0,,203510.0,50164.0,34091.0,46109.0,100000.0,60541.0,25794.0,34534.0,144222.0,73372.0,29950.0,67577.0,68064.0,63796.0,94507.0,62767.0,76364.0,37553.0,47749.0,,43391.0,84127.0,146298.0,62201.0,20971.0,,55652.0,57779.0,177192.0,51111.0,60000.0,65666.0,204023.0,82904.0,95382.0,67308.0,,99407.0,68000.0,69767.0,45714.0,20000.0,55259.0,31000.0,129377.0,18468.0,103485.0,40000.0,81638.0,77026.0,189909.0,44976.0,72414.0,61069.0,152598.0,49265.0,150000.0,63878.0,64326.0,55371.0,39264.0,5306.0,79718.0,55556.0,129412.0,71965.0,,11667.0,106667.0,130199.0,83333.0,86900.0,,168559.0,80712.0,76498.0,132432.0,58697.0,66316.0,63933.0,50000.0,6209.0,63115.0,184109.0,28629.0,80000.0,22134.0,189909.0,68036.0,55102.0,60621.0,163800.0,16667.0,59360.0,47714.0,55238.0,56723.0,50532.0,60112.0,142857.0,47699.0,,42986.0,111783.0,67227.0,28000.0,29775.0,55203.0,57433.0,64943.0,59259.0,48148.0,71765.0,64000.0,60000.0,15649.0,107692.0,63127.0,12452.0,88854.0,50000.0,,119795.0,107143.0,69768.0,34558.0,,,61111.0,69565.0,20161.0,18462.0,60000.0,,50837.0,23322.0,12500.0,,4118.0
2005,,,74014.0,34241.0,113095.0,6893.0,67635.0,127273.0,80000.0,99628.0,57458.0,25000.0,71622.0,66435.0,39819.0,108132.0,85714.0,42322.0,62161.0,90257.0,46944.0,48421.0,,7895.0,43824.0,62795.0,63271.0,56944.0,35613.0,89347.0,40139.0,49140.0,20000.0,44706.0,120678.0,,207671.0,50164.0,36285.0,43420.0,41608.0,60000.0,25907.0,34664.0,128480.0,73969.0,29608.0,67489.0,68067.0,63836.0,99891.0,62726.0,81111.0,50722.0,48052.0,,43432.0,85216.0,103273.0,63336.0,36000.0,,52000.0,55556.0,168092.0,51111.0,60938.0,66813.0,209333.0,82463.0,99235.0,67722.0,,100726.0,67500.0,69767.0,44592.0,20000.0,54400.0,37521.0,175101.0,17731.0,104229.0,39655.0,80203.0,77017.0,186827.0,45531.0,73333.0,59365.0,156852.0,49265.0,145726.0,64920.0,65083.0,54182.0,38148.0,5260.0,80000.0,58621.0,132487.0,72059.0,,9622.0,106936.0,128902.0,87500.0,83333.0,,190000.0,80240.0,76569.0,129912.0,71423.0,66708.0,64119.0,49528.0,5997.0,64000.0,148760.0,29365.0,80000.0,22799.0,186827.0,68180.0,55000.0,59668.0,157083.0,95000.0,57758.0,41500.0,54521.0,57256.0,50256.0,59586.0,142857.0,45052.0,,41739.0,111636.0,67155.0,33800.0,30372.0,55401.0,57353.0,65582.0,65789.0,48760.0,72727.0,60676.0,43000.0,14685.0,100000.0,57412.0,11182.0,116774.0,50000.0,,122222.0,106667.0,77052.0,36565.0,270588.0,,56022.0,68632.0,20145.0,14286.0,60000.0,,51816.0,22773.0,9893.0,,17143.0
2006,,,70523.0,35000.0,111027.0,6854.0,67784.0,137333.0,80909.0,100180.0,65722.0,25000.0,72037.0,62000.0,37961.0,117451.0,96667.0,41390.0,66983.0,94945.0,47297.0,45708.0,,8750.0,43517.0,59441.0,63116.0,56097.0,35866.0,91311.0,40157.0,50000.0,36149.0,44706.0,117458.0,,211832.0,50164.0,37269.0,42593.0,82411.0,60744.0,26346.0,34218.0,136111.0,74566.0,29260.0,67437.0,66667.0,63866.0,94689.0,62378.0,81911.0,68236.0,48101.0,10335.0,43616.0,86307.0,83067.0,64786.0,42000.0,,53273.0,54606.0,171963.0,51111.0,75458.0,68586.0,207368.0,82439.0,103347.0,67284.0,,102045.0,67778.0,69231.0,43995.0,20000.0,54615.0,42660.0,155605.0,16972.0,105010.0,40000.0,71429.0,77008.0,183593.0,45955.0,75000.0,59528.0,160753.0,49265.0,138904.0,65965.0,65810.0,52958.0,36913.0,5215.0,80000.0,55556.0,132481.0,69130.0,,10800.0,103000.0,131592.0,83094.0,88705.0,,167778.0,81196.0,76630.0,128205.0,69957.0,66327.0,63158.0,50000.0,5783.0,66538.0,223800.0,30952.0,77500.0,23340.0,183593.0,68385.0,56096.0,59236.0,216097.0,75000.0,56165.0,40488.0,54545.0,57807.0,50000.0,59277.0,164286.0,41500.0,,42678.0,112897.0,67079.0,31481.0,32009.0,55319.0,57010.0,66222.0,65116.0,49315.0,72727.0,61108.0,55000.0,14667.0,104000.0,67191.0,12000.0,92331.0,50000.0,,121739.0,108561.0,88115.0,36971.0,261111.0,,54959.0,68714.0,20139.0,24857.0,60240.0,,51892.0,22458.0,15853.0,21429.0,14286.0
2007,,,66924.0,34036.0,110665.0,6686.0,67938.0,144286.0,82143.0,101501.0,68751.0,25348.0,72458.0,68852.0,37684.0,112889.0,90431.0,40444.0,61449.0,99689.0,47368.0,48000.0,,10750.0,41545.0,59938.0,63721.0,56757.0,36119.0,94502.0,40000.0,49121.0,43305.0,44706.0,128333.0,,215992.0,50164.0,38259.0,42857.0,82414.0,59813.0,26285.0,34014.0,138159.0,71429.0,28908.0,67417.0,69231.0,63901.0,99852.0,62215.0,82036.0,49049.0,47955.0,19464.0,43505.0,87402.0,79353.0,66364.0,42692.0,,53216.0,53769.0,169361.0,51111.0,66746.0,71429.0,205000.0,82420.0,107886.0,67683.0,,103364.0,68317.0,70246.0,43439.0,20000.0,54078.0,45147.0,153939.0,16195.0,105662.0,41667.0,77170.0,76997.0,180212.0,46616.0,71769.0,58135.0,165928.0,49554.0,132648.0,67013.0,66369.0,51706.0,35758.0,5169.0,80051.0,57500.0,129730.0,65216.0,,10836.0,105556.0,125760.0,59792.0,88273.0,,197053.0,82412.0,76676.0,123797.0,57374.0,64254.0,63765.0,50000.0,5568.0,64063.0,288986.0,31261.0,78022.0,23817.0,180212.0,67273.0,55172.0,58814.0,132894.0,78764.0,54575.0,36432.0,52924.0,58390.0,50000.0,59191.0,189286.0,32258.0,,41333.0,114286.0,66998.0,30000.0,32325.0,55948.0,56697.0,66864.0,65957.0,50000.0,72414.0,61321.0,85714.0,16684.0,113636.0,70877.0,12750.0,115268.0,50000.0,,117391.0,108821.0,89044.0,37678.0,259459.0,,54090.0,68776.0,21333.0,17333.0,60194.0,,52218.0,22173.0,17177.0,20000.0,16667.0
2008,,,63182.0,33699.0,109310.0,6809.0,68100.0,158470.0,81053.0,102350.0,74888.0,21120.0,72883.0,72100.0,37406.0,110598.0,89960.0,39480.0,65836.0,104497.0,47500.0,42646.0,,10987.0,42235.0,63713.0,64492.0,51081.0,36372.0,94365.0,43136.0,49006.0,47368.0,43167.0,114590.0,,220153.0,50164.0,39257.0,53035.0,70439.0,60185.0,26241.0,36250.0,123043.0,76180.0,28552.0,67435.0,68402.0,64064.0,99408.0,62043.0,78571.0,45996.0,47933.0,3788.0,43265.0,88500.0,79401.0,65652.0,33223.0,,53161.0,52632.0,166071.0,51111.0,57481.0,78873.0,214500.0,82399.0,120000.0,67059.0,,103977.0,68627.0,70535.0,42864.0,20000.0,53571.0,47400.0,171429.0,15405.0,110519.0,39945.0,75843.0,76985.0,176691.0,46853.0,71183.0,62033.0,175000.0,50000.0,125794.0,68065.0,68750.0,50434.0,34623.0,5120.0,80086.0,59091.0,130667.0,61424.0,,13945.0,105946.0,122502.0,78447.0,73529.0,,204436.0,81567.0,76563.0,118050.0,59162.0,62390.0,62857.0,50000.0,5352.0,63258.0,244308.0,32283.0,79726.0,24255.0,176691.0,69265.0,56763.0,58267.0,153997.0,85714.0,52964.0,28417.0,52094.0,59015.0,51364.0,59332.0,190000.0,38273.0,,42596.0,114286.0,66915.0,44521.0,33240.0,56288.0,56400.0,67507.0,65909.0,50667.0,70175.0,62307.0,93333.0,17330.0,120000.0,78218.0,12898.0,127091.0,50000.0,,117021.0,107059.0,95196.0,38037.0,257895.0,,52164.0,68841.0,23038.0,26875.0,60165.0,,50000.0,22034.0,17779.0,20000.0,10000.0
