,Bhutan,Côte d'Ivoire,Zambia,Australia,Sierra Leone,Argentina,Tunisia,Qatar,United Kingdom,Bosnia and Herzegovina,Austria,Sri Lanka,Swaziland,Jordan,Macedonia,Trinidad and Tobago,Yemen,Switzerland,Belarus,Panama,Niger,Mauritius,India,Fiji,Afghanistan,Morocco,Slovenia,Djibouti,Tanzania,Ghana,Mongolia,Maldives,Nepal,Congo,Nicaragua,Greece,Haiti,Ireland,Saudi Arabia,Burundi,Mozambique,Lebanon,Norway,Brazil,Saint Vincent and the Grenadines,Serbia,Sao Tome and Principe,South Korea,Honduras,Iceland,Tonga,Uganda,Cambodia,Madagascar,Solomon Islands,Ukraine,Mexico,Spain,Nigeria,Romania,Israel,Turkey,Namibia,Mauritania,Chile,Kuwait,Papua New Guinea,Gabon,Iraq,Rwanda,Venezuela,Liberia,Egypt,Chad,Uzbekistan,Lesotho,Zimbabwe,Sudan,Vietnam,China,"Congo, Democratic Republic of",Estonia,Italy,Bahrain,Uruguay,Cameroon,Cyprus,Sweden,Myanmar,Belgium,Guinea-Bissau,Thailand,Bulgaria,Hong Kong,Lithuania,Gambia,Togo,Denmark,Canada,Kenya,Finland,France,United States,Mali,Costa Rica,Kazakhstan,Syria,Suriname,Paraguay,Vanuatu,Senegal,Burkina Faso,Oman,Armenia,Slovakia,Dominican Republic,Libya,South Africa,Brunei Darussalam,Malaysia,Peru,Lao People's Democratic Republic,Albania,Portugal,Russian Federation,Eritrea,Angola,Philippines,Equatorial Guinea,Malawi,Benin,Central African Republic,The Netherlands,Ethiopia,Cape Verde,Montenegro,New Zealand,Iran,Germany,Guinea,Botswana,Japan,Moldova,Hungary,Azerbaijan,Colombia,Kyrgyzstan,Pakistan,Algeria,Latvia,Singapore,Bolivia,Croatia,Comoros,Poland,United Arab Emirates,Tajikistan,Georgia,Czech Republic,Bangladesh,Indonesia
0,1880.0,,,,,,,,,,,0.001081405,,0.00834024,,,,,,,,,,,,,0.014215299999999997,0.0075147666410000005,,,,0.008144925,,,,,,,,,,,0.00846569,,,,,,,,,,,,,,0.0030430490000000004,,,,,0.016745999999999997,,,,,,,,0.011271455,,,0.00842,,,,,,,,,,,,,,,0.01528615,,,,,,,,,0.000833333,,,,0.00978885,,,,,,,,,0.02732366,,,,0.016640170000000003,,,,,,,,,,0.0241936,,,,,,,,,,,,,,,,,0.00725931,0.012882,,,,,,0.012015840000000002,,,,,,,,,0.01143047,,,,0.00986905
1,1881.0,,,,,,,,,,,0.00109505,,0.00722701,,,,,,,,,,,,,0.01701323,0.0072954711469999985,,,,0.008154962,,,,,,,,,,,0.00922258,,,,,,,,,,,,,,0.0028993240000000004,,,,,0.017018969999999998,,,,,,,,0.01230641,,,0.00914,,,,,,,,,,,,,,,0.017998729999999998,,,,,,,,,0.007249800000000001,,,,0.00960478,,,,,,,,,0.02980563,,,,0.01804057,,,,,,,,,,0.03238705,,,,,,,,,,,,,,,,,0.00745903,0.0130375,,,,,,0.01262963,,,,,,,,,0.014424700000000002,,,,0.00694875
2,1882.0,,,,,,,,,,,0.0011828869999999999,,0.00796574,,,,,,,,,,,,,0.0145459,0.00670709583,,,,0.008175298000000001,,,,,,,,,,,0.00937299,,,,,,,,,,,,,,0.002447261,,,,,0.01661402,,,,,,,,0.01361054,,,0.0111,,,,,,,,,,,,,,,0.01828284,,,,,,,,,0.006979865,,,,0.008884109999999999,,,,,,,,,0.02083332,,,,0.01477069,,,,,,,,,,0.032872839999999987,,,,,,,,,,,,,,,,,0.00788561,0.0119473,,,,,,0.01307766,,0.00686274,,,,,,,0.01021204,,,,0.006952945
3,1883.0,,,,,,,,,,,0.001349403,,0.01049877,,,,,,,,,,,,,0.01472017,0.0067825811,,,,0.008947450999999999,,,,,,,,,,,0.00870723,,,,,,,,,,,,,,0.002595303,,,,,0.016976810000000002,,,,,,,,0.01388076,,,0.0123,,,,,,,,,,,,,,,0.01903964,,,,,,,,,0.006315866999999999,,,,0.00949737,,,,,,,,,0.02348394,,,,0.0141764,,,,,,,,,,0.02965332,,,,,,,,,,,,,,,,,0.00831495,0.0123469,,,,,,0.01390167,,0.007254899999999999,,,,,,,0.01135289,,,,0.00672811
4,1884.0,,,,,,,,,,,0.0012332880000000001,,0.00974026,,,,,,,,,,,,,0.02082946,0.006966521739000001,,,,0.007935273,,,,,,,,,,,0.00912976,,,,,,,,,,,,,,0.002443189,,,,,0.017194849999999998,,,,,,,,0.0141708,,,0.01153,,,,,,,,,,,,,,,0.02068156,,,,,,,,,0.007053261,,,,0.00993088,,,,,,,,,0.02703258,,,,0.01602236,,,,,,,,,,0.03799387,,,,,,,,,,,,,,,,,0.009413830000000002,0.013007399999999999,,,,,,0.01354773,,0.00764706,,,,,,,0.01160788,,,,0.0065792640000000005
5,1885.0,,,,,,,,,,,0.0008719610000000001,,0.01267806,,,,,,,,,,,,,0.01595711,0.007295362319,,,,0.008128458,,,,,,,,,,,0.00942182,,,,,,,,,,,,,,0.002557141,,,,,0.017561700000000003,,,,,,,,0.01479617,,,0.00938,,,,,,,,,,,,,,,0.01914573,,,,,,,,,0.007199997,,,,0.00999378,,,,,,,,,0.02932286,,,,0.01755883,,,,,,,,,,0.03355146,,,,,,,,,,,,,,,,,0.00980913,0.013342500000000002,,,,,,0.0139763,,0.0088,,,,,,,0.01211116,,,,0.0070853650000000015
6,1886.0,,,,,,,,,,,0.0012470749999999998,,0.008846090000000001,,,,,,,,,,,,,0.016245429999999998,0.008412655279999999,,,,0.0077413629999999985,,,,,,,,,,,0.00960912,,,,,,,,,,,,,,0.002183454,,,,,0.01682792,,,,,,,,0.01529911,,,0.01196,,,,,,,,,,,,,,,0.01871086,,,,,,,,,0.007415145,,,,0.00988471,,,,,,,,,0.02766947,,,,0.01839059,,,,,,,,,,0.03093757,,,,,,,,,,,,,,,,,0.0103596,0.0146328,,,,,,0.01471707,,0.00816327,,,,,,,0.01192828,,,,0.00810745
7,1887.0,,,,,,,,,,,0.001174682,,0.008656520000000001,,,,,,,,,,,,,0.01614521,0.008788603531,,,,0.008341089,,,,,,,,,,,0.008890650000000002,,,,,,,,,,,,,,0.002281216,,,,,0.016815149999999997,,,,,,,,0.016659510000000002,,,0.01232,,,,,,,,,,,,,,,0.02233968,,,,,,,,,0.007689225,,,,0.00954622,,,,,,,,,0.02773126,,,,0.0173601,,,,,,,,,,0.03222596,,,,,,,,,,,,,,,,,0.00986196,0.014804900000000001,,,,,,0.01371875,,0.00895833,,,,,,,0.01278346,,,,0.008113667
8,1888.0,,,,,,,,,,,0.001125994,,0.00823417,,,,,,,,,,,,,0.016172440000000003,0.007970426829,,,,0.009019794,,,,,,,,,,,0.008773580000000001,,,,,,,,,,,,,,0.0022888970000000002,,,,,0.01635261,,,,,,,,0.01689254,,,0.0101,,,,,,,,,,,,,,,0.02271528,,,,,,,,,0.0071311299999999985,,,,0.01071238,,,,,,,,,0.02822279,,,,0.01547719,,,,,,,,,,0.03086599,,,,,,,,,,,,,,,,,0.009728059999999998,0.014436700000000002,,,,,,0.0145334,,0.00745098,,,,,,,0.01159528,,,,0.007990493000000001
9,1889.0,,,,,,,,,,,0.000993267,,0.007563279999999999,,,,,,,,,,,,,0.017878889999999998,0.007590085592,,,,0.007232888000000001,,,,,,,,,,,0.00865414,,,,,,,,,,,,,,0.002338923,,,,,0.01539047,,,,,,,,0.016918759999999998,,,0.01292,,,,,,,,,,,,,,,0.02240155,,,,,,,,,0.007202081,,,,0.01048164,,,,,,,,,0.03832631,,,,0.01602035,,,,,,,,,,0.03618316,,,,,,,,,,,,,,,,,0.00957933,0.014213299999999998,,,,,,0.01288771,,0.00660714,,,,,,,0.01096582,,,,0.0077690530000000015
