,Singapore,Saint Kitts and Nevis,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Guyana,Cameroon,Nepal,Malaysia,Grenada,Melanesia,Tonga,Philippines,Martinique,United Republic of Tanzania,Cook Islands,Ethiopia,Indonesia,Maldives,Samoa,Japan,Pakistan,Zimbabwe,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Thailand,Spain,Eritrea,Wallis and Futuna Islands,Belize,Bulgaria,Vanuatu,Democratic Republic of the Congo,French Polynesia,Slovenia,Morocco,Saint Lucia,Bhutan,Cambodia,Kiribati,Costa Rica,Botswana,Guadeloupe,Dominica,Fiji,Congo,Ethiopia PDR,Equatorial Guinea,Mexico,Ecuador,Honduras,Egypt,Puerto Rico,Timor-Leste,China,Suriname,Côte d'Ivoire,Colombia,Tokelau,Jamaica,Brunei Darussalam,Trinidad and Tobago,Occupied Palestinian Territory,Hungary,Polynesia,Panama,Estonia,Saint Vincent and the Grenadines,Guinea-Bissau,Namibia,Micronesia,Ghana,"China, mainland",Nicaragua,Haiti,Swaziland,Guam
2004,104782.0,24000.0,73793.0,33425.0,55837.0,-1.0,62130.0,66123.0,103305.0,50000.0,96667.0,63466.0,129412.0,81242.0,50242.0,140321.0,20000.0,191400.0,78431.0,60484.0,45776.0,74515.0,144181.0,162906.0,99500.0,128571.0,54545.0,115930.0,-1.0,145714.0,181759.0,202072.0,26205.0,67660.0,115000.0,-1.0,82692.0,70244.0,98077.0,-1.0,67463.0,40000.0,85081.0,123092.0,97500.0,89655.0,84608.0,88770.0,133333.0,30000.0,80216.0,-1.0,51706.0,262622.0,21217.0,72175.0,51755.0,92282.0,38678.0,133333.0,100000.0,64287.0,115706.0,132820.0,172297.0,10255.0,78125.0,244746.0,-1.0,93844.0,212545.0,308249.0,80000.0,61203.0,84722.0,105789.0,50000.0,133333.0,35294.0,17391.0,68382.0,150000.0
2005,107403.0,23611.0,65296.0,33417.0,56925.0,-1.0,63939.0,65025.0,101583.0,50000.0,97222.0,62594.0,127498.0,81416.0,48500.0,138690.0,20000.0,193692.0,78827.0,60417.0,44444.0,74551.0,153957.0,161092.0,99537.0,111111.0,54167.0,143933.0,-1.0,145941.0,144133.0,205914.0,26998.0,67644.0,110000.0,-1.0,81481.0,70230.0,99184.0,-1.0,67200.0,40000.0,86536.0,121739.0,94118.0,90345.0,91475.0,88352.0,120000.0,29167.0,80000.0,-1.0,52319.0,276845.0,23396.0,72111.0,51315.0,92314.0,34615.0,133333.0,133333.0,66352.0,117585.0,132858.0,169034.0,10317.0,77576.0,218909.0,-1.0,94046.0,212609.0,196855.0,80769.0,60599.0,85135.0,102614.0,50000.0,133333.0,38235.0,18848.0,68116.0,149349.0
2006,110110.0,23243.0,72665.0,31495.0,57826.0,-1.0,65445.0,63914.0,99861.0,50000.0,95385.0,62105.0,125658.0,81571.0,46957.0,141739.0,20000.0,196156.0,78674.0,60870.0,44000.0,74587.0,141404.0,161708.0,99574.0,89639.0,53333.0,157377.0,-1.0,142857.0,148377.0,237500.0,27915.0,67631.0,100588.0,-1.0,81818.0,71722.0,99195.0,-1.0,66937.0,40033.0,83810.0,122176.0,92904.0,90734.0,95628.0,87715.0,164770.0,29600.0,80062.0,-1.0,53717.0,302414.0,22917.0,72581.0,50871.0,91837.0,43000.0,125000.0,109722.0,62500.0,116667.0,132896.0,174976.0,10428.0,81176.0,188418.0,-1.0,93917.0,212796.0,246500.0,85600.0,59167.0,84211.0,101946.0,50332.0,125000.0,38667.0,19461.0,68657.0,150000.0
2007,119702.0,24324.0,84652.0,33292.0,58195.0,-1.0,72174.0,62838.0,99607.0,50000.0,96269.0,61623.0,127994.0,81481.0,40638.0,141000.0,20000.0,198618.0,77071.0,60995.0,44610.0,74623.0,143350.0,163164.0,99611.0,71427.0,52941.0,146140.0,-1.0,145714.0,159321.0,200000.0,28877.0,68750.0,117273.0,-1.0,81901.0,71632.0,99057.0,-1.0,66674.0,39972.0,88843.0,121611.0,91111.0,82076.0,99567.0,87224.0,191096.0,29220.0,80851.0,-1.0,53878.0,298138.0,22500.0,72857.0,50422.0,94000.0,56250.0,126923.0,138462.0,70913.0,121951.0,132934.0,170591.0,10509.0,83333.0,183871.0,-1.0,93614.0,215250.0,189341.0,86154.0,56800.0,84615.0,100000.0,50000.0,126923.0,38667.0,19946.0,68732.0,147059.0
2008,123726.0,26316.0,78393.0,33253.0,56018.0,-1.0,70000.0,61809.0,97062.0,50000.0,92857.0,61162.0,128564.0,81891.0,33128.0,145677.0,20000.0,200899.0,74331.0,60640.0,46813.0,74659.0,157855.0,168527.0,99648.0,54014.0,52941.0,149489.0,-1.0,145455.0,168215.0,195137.0,29758.0,67628.0,90455.0,-1.0,82727.0,72273.0,98877.0,202353.0,66411.0,39973.0,91776.0,121068.0,88709.0,99331.0,103433.0,82500.0,245000.0,29424.0,80000.0,-1.0,55278.0,271176.0,24194.0,71302.0,49968.0,93897.0,49311.0,129394.0,137813.0,63636.0,110435.0,132972.0,176385.0,10592.0,82449.0,190175.0,-1.0,93384.0,212000.0,128824.0,147692.0,56800.0,85103.0,97009.0,50756.0,129394.0,38481.0,20395.0,68684.0,146806.0
2009,127869.0,26000.0,76934.0,32387.0,57467.0,-1.0,68000.0,60824.0,95000.0,50000.0,97043.0,60000.0,128937.0,82036.0,27795.0,149761.0,20000.0,202820.0,72400.0,59677.0,48085.0,74694.0,156675.0,170410.0,99685.0,26111.0,53679.0,142817.0,-1.0,145217.0,154936.0,181995.0,30642.0,67502.0,88571.0,-1.0,82883.0,72873.0,98645.0,190555.0,66147.0,40000.0,80333.0,120530.0,84545.0,86498.0,107073.0,86538.0,228222.0,28464.0,78902.0,-1.0,56244.0,282617.0,23529.0,70204.0,49510.0,96826.0,44151.0,130221.0,117170.0,89800.0,98818.0,133010.0,187803.0,10672.0,82394.0,195533.0,-1.0,93095.0,213750.0,199167.0,145161.0,60000.0,85139.0,92585.0,51311.0,130221.0,38681.0,21000.0,68354.0,146304.0
2010,131819.0,25000.0,76572.0,29958.0,58938.0,-1.0,66154.0,59881.0,96341.0,50488.0,82960.0,60418.0,131437.0,82176.0,21229.0,153208.0,20625.0,204199.0,70149.0,59061.0,49382.0,74804.0,150623.0,163398.0,99802.0,27767.0,52500.0,141643.0,-1.0,150000.0,150967.0,191711.0,31479.0,67378.0,90000.0,-1.0,82077.0,72381.0,97759.0,181392.0,66291.0,39641.0,109543.0,119987.0,84622.0,91096.0,110378.0,86496.0,233606.0,28099.0,78571.0,-1.0,57182.0,274131.0,25000.0,68750.0,49047.0,99249.0,40680.0,128530.0,120286.0,120000.0,81364.0,133133.0,180152.0,10748.0,82210.0,187879.0,-1.0,92610.0,208333.0,104242.0,147955.0,58000.0,84615.0,92637.0,51755.0,128530.0,56452.0,22727.0,68750.0,145367.0
2011,135520.0,24947.0,76098.0,30112.0,60966.0,-1.0,70372.0,58978.0,91658.0,50968.0,82170.0,60140.0,127874.0,82324.0,25483.0,156758.0,21335.0,204858.0,71644.0,59375.0,50621.0,74890.0,145274.0,167083.0,99891.0,19778.0,53271.0,139958.0,-1.0,145652.0,164000.0,193615.0,32238.0,67256.0,91875.0,-1.0,80645.0,72322.0,95000.0,153877.0,65987.0,39565.0,125846.0,119463.0,83548.0,94964.0,113247.0,86468.0,237460.0,27726.0,75360.0,-1.0,58333.0,266843.0,27778.0,68111.0,48579.0,101535.0,36904.0,130769.0,105000.0,120000.0,106223.0,133225.0,184323.0,10815.0,49714.0,194539.0,-1.0,91479.0,216000.0,139394.0,147147.0,58000.0,85096.0,91462.0,52186.0,130769.0,38889.0,22328.0,69758.0,144176.0
2012,140000.0,25000.0,80435.0,30201.0,97639.0,-1.0,73171.0,57692.0,87500.0,52000.0,83831.0,59756.0,128486.0,82692.0,26614.0,173469.0,22500.0,200000.0,72727.0,61069.0,52222.0,75000.0,156250.0,169555.0,100000.0,5712.0,54762.0,134146.0,-1.0,146053.0,166667.0,168000.0,33514.0,64516.0,88095.0,-1.0,82258.0,72083.0,100000.0,148393.0,65789.0,40000.0,158600.0,117742.0,81818.0,100452.0,116471.0,84375.0,250000.0,26786.0,71250.0,-1.0,60000.0,260069.0,26111.0,66875.0,47619.0,105263.0,30000.0,142857.0,111735.0,114286.0,111680.0,133333.0,177032.0,11111.0,196306.0,200000.0,-1.0,92957.0,220000.0,-1.0,144191.0,71429.0,84080.0,89683.0,53125.0,142857.0,38462.0,23077.0,71084.0,143750.0
2013,140000.0,25000.0,80435.0,29490.0,65323.0,-1.0,72000.0,57692.0,86458.0,51667.0,72444.0,59524.0,127625.0,83969.0,25973.0,163465.0,22500.0,201299.0,73239.0,60000.0,52222.0,75000.0,160354.0,169145.0,100000.0,4868.0,53659.0,134146.0,-1.0,144681.0,163871.0,180105.0,33158.0,69620.0,88095.0,-1.0,82540.0,72881.0,100000.0,150276.0,65000.0,37895.0,148187.0,118590.0,83636.0,94093.0,116374.0,86704.0,250000.0,26087.0,71875.0,-1.0,60000.0,261937.0,25263.0,66875.0,47619.0,105128.0,28947.0,142857.0,129922.0,133333.0,99931.0,133333.0,178295.0,11087.0,65850.0,196429.0,-1.0,93862.0,233333.0,-1.0,143986.0,71429.0,89744.0,90945.0,53125.0,142857.0,38462.0,23077.0,72289.0,138235.0
2014,143108.0,25025.0,75159.0,29778.0,65498.0,-1.0,73051.0,56858.0,84721.0,51326.0,100028.0,58998.0,128009.0,82823.0,24525.0,159701.0,22102.0,200758.0,73426.0,58821.0,52541.0,74941.0,143990.0,169226.0,99941.0,3547.0,52641.0,139013.0,-1.0,145283.0,162491.0,189177.0,33416.0,67492.0,91484.0,-1.0,82364.0,72892.0,98983.0,147607.0,53259.0,38954.0,154495.0,118339.0,81629.0,98305.0,118058.0,86886.0,253498.0,26843.0,72342.0,-1.0,60247.0,256563.0,23689.0,67104.0,47041.0,106297.0,32565.0,145237.0,118354.0,129620.0,108315.0,133275.0,172161.0,10985.0,53372.0,191286.0,-1.0,92495.0,160000.0,-1.0,132034.0,68464.0,86192.0,88858.0,53078.0,145237.0,39762.0,23057.0,72262.0,136761.0
