,Cuba,Jamaica,United States of America,South Africa,France,Israel,Australia & New Zealand,Australia,Iraq,New Zealand,Pakistan,French Guiana,Paraguay,South Sudan,Nepal,Ethiopia,Kenya,Libya,Bangladesh,Italy,Lao People's Democratic Republic,Lebanon,Yemen,Thailand,Albania,Uzbekistan,Brazil,Burkina Faso,Mozambique,Sudan (former),Morocco,El Salvador,Chile,Malta,Argentina,Colombia,Spain,Syrian Arab Republic,Bahamas,Cyprus,"China, Taiwan Province of",Ecuador,Réunion,Japan,Jordan,Ethiopia PDR,Egypt,Georgia,Greece,Azerbaijan,Haiti,Republic of Korea,Tunisia,Sudan,Mali,Zimbabwe,Croatia,Congo,Turkey,Swaziland,Polynesia,Bolivia (Plurinational State of),Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Peru,Djibouti,Philippines,Mexico,Cook Islands,Kuwait,"China, mainland",French Polynesia,Guadeloupe,Algeria,Venezuela (Bolivarian Republic of),Uruguay,Bosnia and Herzegovina,Portugal,Montenegro,China
2004,59700.0,14470.0,378296.0,113702.0,24304.0,92840.0,107959.0,100959.0,3000.0,7000.0,505000.0,166.0,19755.0,,91094.0,8574.0,6000.0,11379.0,1000.0,611134.0,24831.0,39500.0,11718.0,622123.0,760.0,600.0,1163213.0,253.0,300.0,10000.0,408000.0,4222.0,,90.0,430000.0,69597.0,2459820.0,23710.0,-1.0,41261.0,163959.0,29571.0,3619.0,1060000.0,42975.0,,661271.0,35400.0,91367.0,19188.0,8000.0,584353.0,24600.0,,,10044.0,15649.0,2296.0,670000.0,580.0,20.0,34535.0,,7296.0,755412.0,175435.0,2.0,19898.0,420841.0,0.0,-1.0,10849035.0,20.0,75.0,144271.0,91499.0,77303.0,1390.0,59617.0,,11012994.0
2005,23013.0,13998.0,303910.0,137113.0,19355.0,133110.0,94898.0,87898.0,27000.0,7000.0,639000.0,172.0,19400.0,,97480.0,8654.0,8000.0,10000.0,770.0,617037.0,25000.0,31500.0,13258.0,765195.0,900.0,600.0,1232599.0,251.0,300.0,19100.0,463400.0,4574.0,21400.0,86.0,390000.0,83102.0,1956923.0,23410.0,-1.0,42421.0,136863.0,32149.0,3744.0,1132000.0,45767.0,,711460.0,113400.0,126570.0,19315.0,11000.0,637961.0,33200.0,,-1.0,10348.0,8067.0,2300.0,715000.0,600.0,22.0,35379.0,,7204.0,701903.0,171319.0,2.0,20360.0,402537.0,0.0,-1.0,11306724.0,22.0,72.0,143314.0,95655.0,94400.0,1300.0,57766.0,,11443587.0
2006,18953.0,11414.0,378300.0,132950.0,26514.0,122678.0,99793.0,92348.0,33000.0,7445.0,639179.0,177.0,18720.0,,103937.0,8701.0,10000.0,10050.0,840.0,690278.0,28000.0,35300.0,19604.0,871644.0,1070.0,1000.0,1270108.0,274.0,320.0,12000.0,454000.0,4848.0,24000.0,64.0,440000.0,95397.0,2508049.0,23400.0,-1.0,41500.0,161180.0,25626.0,3700.0,841900.0,48244.0,,730900.0,48400.0,108991.0,19497.0,11500.0,620292.0,35100.0,,,10650.0,42120.0,2200.0,791255.0,621.0,23.0,36511.0,,8186.0,662000.0,187299.0,2.0,24880.0,350089.0,0.0,-1.0,12848777.0,23.0,70.0,156091.0,93018.0,88246.0,1200.0,58938.0,-1.0,13009957.0
2007,20200.0,10314.0,327494.0,135000.0,17218.0,142727.0,112333.0,104433.0,27000.0,7900.0,382842.0,188.0,19000.0,,109277.0,8754.0,12000.0,10000.0,867.0,786200.0,28500.0,34600.0,20976.0,757328.0,1000.0,1000.0,1205579.0,290.0,350.0,9600.0,355500.0,5341.0,25200.0,98.0,350000.0,81970.0,1987432.0,23330.0,-1.0,39944.0,134608.0,28058.0,3641.0,1066000.0,23419.0,,758105.0,93600.0,119077.0,20469.0,13500.0,777547.0,34500.0,,,10948.0,43136.0,2300.0,744339.0,636.0,22.0,37833.0,,5593.0,622000.0,190410.0,2.0,25281.0,469037.0,0.0,-1.0,7675357.0,22.0,61.0,156146.0,67213.0,117673.0,500.0,58400.0,-1.0,7809965.0
2008,19900.0,8921.0,478090.0,140424.0,30473.0,129028.0,102047.0,94364.0,27000.0,7683.0,595670.0,187.0,43583.0,,150738.0,8811.0,15000.0,10000.0,1558.0,765100.0,32000.0,34600.0,21605.0,647171.0,1100.0,1100.0,1079697.0,287.0,370.0,9700.0,337000.0,5821.0,20200.0,104.0,410630.0,67634.0,2227916.0,25140.0,-1.0,31195.0,155221.0,16542.0,3711.0,906100.0,27148.0,,758105.0,51600.0,104000.0,12615.0,14113.0,636413.0,36100.0,,,11240.0,50138.0,2364.0,756473.0,648.0,21.0,38580.0,,7301.0,581734.0,187165.0,2.0,22743.0,424999.0,0.0,-1.0,8792483.0,21.0,57.0,149848.0,70097.0,88450.0,6.0,66300.0,-1.0,8947704.0
2009,27200.0,8601.0,401880.0,145000.0,34411.0,129989.0,98416.0,90316.0,3675.0,8100.0,554320.0,190.0,45400.0,,172058.0,8852.0,18000.0,10086.0,2063.0,826825.0,35000.0,31000.0,22216.0,514678.0,2900.0,1200.0,1094429.0,290.0,380.0,9600.0,353000.0,5914.0,27800.0,90.0,401543.0,99690.0,2000149.0,26200.0,-1.0,30523.0,151757.0,30310.0,3765.0,1003000.0,32544.0,,809795.0,90500.0,115000.0,15170.0,14450.0,752837.0,44200.0,,,11530.0,37500.0,2400.0,846390.0,650.0,21.0,127337.0,,5320.0,400000.0,166072.0,2.0,20376.0,442083.0,0.0,-1.0,9594527.0,21.0,52.0,157155.0,70000.0,92777.0,15.0,34700.0,500.0,9746284.0
2010,23017.0,7643.0,540682.0,148769.0,27487.0,152207.0,98595.0,91002.0,3668.0,7593.0,559000.0,194.0,44224.0,,174867.0,9000.0,21207.0,10045.0,2666.0,812240.0,36500.0,33132.0,21843.0,280190.0,5037.0,1300.0,1122009.0,295.0,424.0,10000.0,472834.0,7919.0,30000.0,104.0,423737.0,110768.0,2196890.0,26000.0,676.0,41785.0,154887.0,28275.0,3837.0,786000.0,38330.0,,796867.0,48600.0,109500.0,15592.0,15093.0,614786.0,37000.0,,,11817.0,55486.0,2521.0,858699.0,660.0,20.0,122207.0,,4677.0,276138.0,221324.0,2.0,18783.0,409442.0,0.0,-1.0,11191500.0,20.0,48.0,151824.0,76671.0,121445.0,26.0,34400.0,1000.0,11346387.0
2011,23000.0,8140.0,596021.0,162206.0,36051.0,130589.0,104802.0,97871.0,3530.0,6931.0,515372.0,198.0,44224.0,,179494.0,8925.0,12708.0,10037.0,2998.0,863524.0,38000.0,34338.0,21464.0,214898.0,5800.0,1400.0,1004727.0,299.0,409.0,11066.0,753030.0,13325.0,33000.0,106.0,554640.0,114536.0,2117119.0,26800.0,720.0,52294.0,197108.0,25828.0,3319.0,928200.0,34148.0,,848069.0,53100.0,129200.0,15969.0,15737.0,680507.0,47500.0,,,12101.0,42375.0,2473.0,872251.0,677.0,21.0,124898.0,,3570.0,490222.0,236282.0,2.0,17697.0,406397.0,0.0,-1.0,13890900.0,21.0,44.0,218027.0,79889.0,93407.0,23.0,34300.0,1000.0,14088008.0
2012,18647.0,8531.0,682000.0,162003.0,40567.0,184938.0,91406.0,85109.0,3578.0,6297.0,558300.0,201.0,46313.0,13000.0,166612.0,9000.0,11080.0,10045.0,2986.0,759572.0,40000.0,33370.0,21547.0,185084.0,7120.0,1500.0,959672.0,310.0,445.0,,877111.0,8400.0,58000.0,81.0,373970.0,130583.0,1871265.0,23800.0,720.0,45544.0,188990.0,26045.0,2840.0,846300.0,35784.0,,885365.0,71100.0,160495.0,23326.0,15712.0,692186.0,47800.0,-1.0,,12500.0,51080.0,2513.0,874832.0,700.0,23.0,128089.0,,3031.0,505000.0,281061.0,2.0,16755.0,450136.0,0.0,-1.0,14468700.0,23.0,28.0,207511.0,89356.0,123700.0,16.0,34474.0,1000.0,14657690.0
2013,12786.0,8145.0,618700.0,165783.0,30156.0,160839.0,97479.0,91101.0,4437.0,6378.0,520438.0,205.0,48950.0,14000.0,146721.0,9000.0,20943.0,10053.0,3012.0,642803.0,35054.0,33129.0,21587.0,155772.0,7548.0,900.0,937819.0,311.0,426.0,,664127.0,4582.0,64000.0,79.0,370000.0,138451.0,2198926.0,29715.0,744.0,42490.0,178156.0,26198.0,2622.0,895900.0,22682.0,,936755.0,107100.0,160857.0,30825.0,19076.0,682801.0,39000.0,,,12500.0,40317.0,2530.0,942226.0,693.0,20.0,123299.0,,2085.0,534000.0,313719.0,2.0,15287.0,493643.0,0.0,-1.0,15442000.0,20.0,34.0,231233.0,130265.0,83308.0,33.0,34967.0,1000.0,15620156.0
2014,11361.0,7619.0,664059.0,169918.0,39890.0,143600.0,106835.0,100176.0,4670.0,6659.0,563607.0,209.0,48750.0,16000.0,149316.0,9017.0,17647.0,10061.0,3089.0,616973.0,36353.0,33001.0,21691.0,137726.0,13904.0,1200.0,965167.0,307.0,426.0,,1185388.0,7408.0,,86.0,386396.0,132351.0,2389681.0,28251.0,771.0,41515.0,196656.0,26351.0,2443.0,874700.0,22458.0,,956910.0,71800.0,140240.0,26506.0,19160.0,722325.0,46500.0,,,12949.0,65000.0,2670.0,1046899.0,772.0,20.0,124975.0,,1407.0,518725.0,339604.0,2.0,14045.0,492039.0,0.0,-1.0,16240000.0,20.0,33.0,227935.0,119321.0,104846.0,44.0,36188.0,1000.0,16436656.0
