,Kenya,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Saudi Arabia,China,Syrian Arab Republic,Brazil,Belgium,Bhutan,United Republic of Tanzania,Thailand,Ethiopia,Indonesia,Maldives,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Malawi,Australia & New Zealand,Melanesia,South Africa,Yemen,Rwanda,Portugal,Bahamas,Barbados,Mongolia,Guatemala,Algeria,Slovenia,Senegal,Madagascar,Tajikistan,Latvia,Haiti,Luxembourg,Botswana,Zambia,Fiji,Cabo Verde,Chad,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,Germany,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,France,Namibia,Micronesia,Poland,"China, mainland",Russian Federation,Mali,Uganda,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Cuba,Armenia,Dominican Republic,Uzbekistan,South Sudan,El Salvador,Benin,Denmark,Canada,Republic of Korea,Japan,Bermuda,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,Morocco,Niger,Guyana,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Somalia,Pakistan,Kuwait,Nigeria,Republic of Moldova,Czechia,Argentina,Ghana,Costa Rica,Georgia,India,Guadeloupe,Austria,Bahrain,Mozambique,Czechoslovakia,Ethiopia PDR,Congo,Qatar,Mexico,USSR,Romania,Honduras,Jordan,Israel,Viet Nam,Ireland,Nicaragua,Albania,Slovakia,Jamaica,Brunei Darussalam,Italy,Panama,Spain,Australia,Montserrat,Lithuania,Ukraine,Finland,Netherlands,Oman,Turkey,New Zealand,Guam,Belgium-Luxembourg
1961,1219.0,9079.0,-1.0,-1.0,46930.0,15000.0,4209079.0,36283.0,192639.0,-1.0,-1.0,13000.0,41300.0,-1.0,180000.0,1.0,-1.0,74672.0,10000.0,822.0,100000.0,6300.0,59259.0,-1,66000.0,-1.0,-1.0,88000.0,500.0,60.0,-1.0,9000.0,62900.0,-1.0,5000.0,1500.0,-1.0,-1.0,2000.0,-1.0,600.0,9000.0,-1,500.0,10000.0,-1,36593.0,13006.0,-1.0,543000.0,-1.0,-1.0,71086.0,137000.0,2537.0,120000.0,4000.0,10000.0,15500.0,25000.0,-1.0,47449.0,-1.0,123090.0,100680.0,-1.0,-1.0,-1.0,600.0,240100.0,-1.0,20.0,207900.0,4200000.0,-1.0,3190.0,8950.0,8900.0,-1.0,26200.0,57660.0,12000.0,-1.0,561.0,-1.0,6000.0,-1.0,12900.0,-1.0,-1,4500.0,180.0,15200.0,70069.0,27676.0,643600.0,48.0,35934.0,-1.0,23271.0,2845.0,3.0,17884.0,28000.0,25985.0,-1.0,72597.0,1072014.0,136500.0,4910.0,-1.0,-1.0,102600.0,200.0,350000.0,-1.0,-1.0,182500.0,25000.0,1821.0,-1.0,1200000.0,-1.0,14994.0,300.0,803.0,103500.0,18000.0,-1.0,-1.0,63952.0,800000.0,153100.0,1404.0,7250.0,27750.0,80000.0,7000.0,3500.0,-1.0,-1.0,36.0,-1,369500.0,1600.0,826600.0,59259.0,10.0,-1.0,-1.0,10900.0,215424.0,5000.0,410000.0,-1,20.0,24600.0
1962,1524.0,8034.0,-1.0,-1.0,69293.0,15000.0,4118034.0,38887.0,226620.0,-1.0,-1.0,14000.0,49700.0,-1.0,190000.0,1.0,-1.0,94470.0,9800.0,1524.0,100000.0,6500.0,59259.0,-1,74000.0,-1.0,-1.0,74400.0,600.0,80.0,-1.0,9200.0,63000.0,-1.0,5000.0,2500.0,-1.0,-1.0,2050.0,-1.0,600.0,10000.0,-1,500.0,10000.0,-1,38386.0,13000.0,-1.0,600662.0,-1.0,-1.0,67975.0,144000.0,2537.0,125000.0,5000.0,5590.0,13800.0,41000.0,-1.0,56188.0,-1.0,111270.0,127528.0,-1.0,-1.0,-1.0,900.0,223740.0,-1.0,28.0,175100.0,4110000.0,-1.0,3260.0,7000.0,11000.0,-1.0,26400.0,68760.0,12500.0,-1.0,705.0,-1.0,13984.0,-1.0,13300.0,-1.0,-1,4600.0,204.0,16300.0,102401.0,21842.0,718200.0,38.0,48795.0,-1.0,19379.0,2743.0,3.0,19990.0,47000.0,23987.0,-1.0,63385.0,1170852.0,130600.0,5499.0,-1.0,-1.0,109700.0,300.0,350000.0,-1.0,-1.0,194100.0,25808.0,1916.0,-1.0,1230000.0,-1.0,16411.0,300.0,1000.0,106807.0,18000.0,-1.0,-1.0,83761.0,498300.0,164200.0,1441.0,9000.0,27650.0,85000.0,7000.0,4000.0,-1.0,-1.0,36.0,-1,395400.0,1500.0,811000.0,59259.0,10.0,-1.0,-1.0,7700.0,209494.0,5200.0,430000.0,-1,28.0,18870.0
1963,2840.0,19960.0,-1.0,-1.0,96435.0,15000.0,3689960.0,36096.0,194754.0,-1.0,-1.0,14078.0,36600.0,-1.0,200000.0,1.0,-1.0,103546.0,8300.0,1393.0,120000.0,6700.0,69314.0,-1,76000.0,-1.0,-1.0,95400.0,700.0,90.0,-1.0,9800.0,63000.0,-1.0,5000.0,2000.0,-1.0,-1.0,2100.0,-1.0,600.0,11000.0,-1,700.0,10000.0,-1,29216.0,13000.0,-1.0,694705.0,-1.0,-1.0,70381.0,202000.0,3142.0,130000.0,2500.0,8750.0,14900.0,33000.0,-1.0,73358.0,-1.0,140100.0,150626.0,-1.0,-1.0,-1.0,801.0,230900.0,-1.0,21.0,272400.0,3670000.0,-1.0,3330.0,7500.0,13600.0,-1.0,26400.0,90720.0,13000.0,-1.0,1505.0,-1.0,11578.0,-1.0,14400.0,-1.0,-1,5000.0,288.0,17863.0,114243.0,14793.0,621500.0,60.0,52110.0,-1.0,21828.0,2540.0,5.0,15200.0,35200.0,23476.0,-1.0,60737.0,1170715.0,140300.0,6311.0,-1.0,-1.0,130000.0,300.0,350000.0,-1.0,-1.0,207100.0,24000.0,2099.0,-1.0,1260000.0,-1.0,23941.0,350.0,1000.0,149029.0,19000.0,-1.0,-1.0,96030.0,473300.0,235900.0,1324.0,9435.0,29050.0,90000.0,8000.0,3900.0,-1.0,-1.0,5.0,-1,427500.0,1700.0,873800.0,69314.0,10.0,-1.0,-1.0,7600.0,193311.0,5300.0,500000.0,-1,21.0,19680.0
1964,784.0,62976.0,-1.0,-1.0,79409.0,15000.0,3292976.0,33923.0,241119.0,-1.0,-1.0,17810.0,33700.0,-1.0,210000.0,1.0,-1.0,111171.0,10000.0,1242.0,110000.0,6900.0,60229.0,-1,76000.0,-1.0,-1.0,75900.0,800.0,90.0,-1.0,11200.0,68230.0,-1.0,5000.0,2000.0,-1.0,-1.0,2150.0,-1.0,635.0,11000.0,-1,700.0,10000.0,-1,27202.0,13955.0,-1.0,675083.0,-1.0,-1.0,75239.0,205000.0,3027.0,140000.0,2100.0,9720.0,11600.0,24000.0,-1.0,78236.0,-1.0,104100.0,131508.0,-1.0,-1.0,-1.0,586.0,208840.0,-1.0,6.0,340200.0,3230000.0,-1.0,3400.0,6500.0,14100.0,-1.0,27500.0,124010.0,13000.0,-1.0,676.0,-1.0,7977.0,-1.0,16348.0,-1.0,-1,4700.0,400.0,21638.0,94842.0,24328.0,994000.0,60.0,67679.0,-1.0,33452.0,1727.0,8.0,13199.0,67000.0,23500.0,-1.0,160864.0,1147220.0,132100.0,6574.0,-1.0,-1.0,156500.0,400.0,350000.0,-1.0,-1.0,206800.0,22000.0,2397.0,-1.0,1290000.0,-1.0,20106.0,350.0,1000.0,144908.0,20000.0,-1.0,-1.0,101501.0,499200.0,248300.0,1499.0,12015.0,27750.0,93000.0,7000.0,4200.0,-1.0,-1.0,17.0,-1,412500.0,1700.0,772430.0,60229.0,10.0,-1.0,-1.0,9000.0,217883.0,5400.0,510000.0,-1,6.0,29800.0
1965,2015.0,19292.0,-1.0,-1.0,84126.0,21500.0,3419292.0,32044.0,225496.0,-1.0,-1.0,18416.0,36700.0,-1.0,220000.0,1.0,-1.0,97104.0,16800.0,1951.0,120000.0,7100.0,70820.0,-1,83000.0,-1.0,-1.0,80000.0,900.0,110.0,-1.0,11200.0,34696.0,-1.0,5000.0,1500.0,-1.0,-1.0,2200.0,-1.0,544.0,12000.0,-1,700.0,10000.0,-1,31956.0,13000.0,-1.0,690820.0,-1.0,-1.0,96697.0,189000.0,2438.0,145000.0,8444.0,11149.0,11500.0,25875.0,-1.0,85348.0,-1.0,140400.0,144043.0,-1.0,-1.0,-1.0,971.0,198670.0,-1.0,23.0,323000.0,3400000.0,-1.0,3460.0,8800.0,15050.0,-1.0,30700.0,101945.0,13000.0,-1.0,4703.0,-1.0,5802.0,-1.0,13832.0,-1.0,-1,5300.0,601.0,17043.0,125999.0,42446.0,861196.0,60.0,83571.0,-1.0,34900.0,2428.0,10.0,15186.0,73710.0,42290.0,-1.0,67715.0,1274860.0,145200.0,7000.0,-1.0,-1.0,184900.0,500.0,350000.0,-1.0,-1.0,208900.0,19033.0,2670.0,-1.0,1320000.0,-1.0,20388.0,400.0,1000.0,117853.0,21000.0,-1.0,-1.0,102754.0,599200.0,234796.0,1189.0,9793.0,27900.0,95000.0,7000.0,4200.0,-1.0,-1.0,89.0,-1,439000.0,1500.0,781258.0,70820.0,10.0,-1.0,-1.0,6400.0,195970.0,5500.0,450000.0,-1,23.0,25230.0
1966,2032.0,18614.0,-1.0,-1.0,50995.0,29500.0,3368614.0,32206.0,277270.0,-1.0,-1.0,17843.0,47300.0,-1.0,140000.0,1.0,-1.0,108240.0,15400.0,2000.0,154000.0,7300.0,59057.0,-1,76000.0,-1.0,-1.0,50800.0,1000.0,110.0,-1.0,12600.0,40698.0,-1.0,5000.0,4800.0,-1.0,-1.0,2250.0,-1.0,1451.0,13000.0,-1,800.0,10000.0,-1,31888.0,12000.0,-1.0,724000.0,-1.0,-1.0,80212.0,204000.0,4165.0,150000.0,8887.0,17998.0,9200.0,32364.0,-1.0,87482.0,-1.0,156000.0,161653.0,-1.0,-1.0,-1.0,926.0,203780.0,-1.0,11.0,314600.0,3350000.0,-1.0,3530.0,10000.0,17000.0,-1.0,32000.0,113773.0,13500.0,-1.0,1911.0,-1.0,10863.0,-1.0,17914.0,-1.0,-1,5700.0,1100.0,17783.0,85373.0,52590.0,1034000.0,97.0,82314.0,-1.0,34303.0,3353.0,12.0,16380.0,52833.0,35941.0,-1.0,121655.0,1122545.0,150400.0,8436.0,-1.0,-1.0,202200.0,500.0,350000.0,-1.0,-1.0,208900.0,19612.0,2556.0,-1.0,1350000.0,-1.0,17819.0,400.0,2800.0,143804.0,22000.0,-1.0,-1.0,107952.0,800000.0,313600.0,1012.0,11300.0,28750.0,97000.0,7000.0,4300.0,-1.0,-1.0,41.0,-1,435000.0,1700.0,768100.0,59057.0,10.0,-1.0,-1.0,6600.0,190633.0,5500.0,470000.0,-1,11.0,24350.0
1967,3098.0,22440.0,-1.0,-1.0,77750.0,15000.0,3422440.0,44000.0,250208.0,-1.0,-1.0,26279.0,42300.0,-1.0,150000.0,1.0,-1.0,120286.0,28200.0,2000.0,178000.0,7500.0,85821.0,-1,83000.0,-1.0,-1.0,87219.0,1060.0,120.0,-1.0,13400.0,38752.0,-1.0,8500.0,4000.0,-1.0,-1.0,2300.0,-1.0,435.0,14000.0,-1,800.0,10000.0,-1,38425.0,13000.0,-1.0,615000.0,-1.0,-1.0,88513.0,216000.0,3657.0,160000.0,10311.0,28540.0,4700.0,43978.0,-1.0,97947.0,-1.0,104000.0,174250.0,-1.0,-1.0,-1.0,1500.0,194850.0,-1.0,10.0,303700.0,3400000.0,-1.0,3590.0,10000.0,18000.0,-1.0,35200.0,125617.0,14000.0,-1.0,718.0,-1.0,15477.0,-1.0,16800.0,-1.0,-1,5400.0,1500.0,21141.0,89374.0,59547.0,940700.0,54.0,90010.0,-1.0,30409.0,3048.0,17.0,15639.0,63000.0,44100.0,-1.0,110036.0,1297766.0,198100.0,8458.0,-1.0,-1.0,199100.0,700.0,350000.0,-1.0,-1.0,197000.0,15341.0,2789.0,-1.0,1629000.0,-1.0,18446.0,500.0,3000.0,142120.0,22500.0,-1.0,-1.0,160504.0,795700.0,248400.0,1104.0,5250.0,30450.0,99000.0,7000.0,4200.0,-1.0,-1.0,39.0,-1,479000.0,1900.0,968930.0,85821.0,10.0,-1.0,-1.0,7500.0,261099.0,5500.0,550000.0,-1,10.0,25115.0
1968,3500.0,25603.0,-1.0,-1.0,74416.0,15000.0,3725603.0,50100.0,272577.0,-1.0,-1.0,26026.0,61600.0,-1.0,97500.0,1.0,-1.0,105775.0,21000.0,2000.0,187000.0,7800.0,59425.0,-1,96000.0,-1.0,-1.0,61769.0,1100.0,150.0,-1.0,12700.0,29825.0,-1.0,8000.0,2500.0,-1.0,-1.0,2350.0,-1.0,708.0,14000.0,-1,700.0,10000.0,-1,34922.0,13000.0,-1.0,472000.0,-1.0,-1.0,77166.0,203000.0,6361.0,170000.0,11741.0,18180.0,6200.0,37811.0,-1.0,119589.0,-1.0,80600.0,168839.0,-1.0,-1.0,-1.0,1578.0,208170.0,-1.0,11.0,346900.0,3700000.0,-1.0,3660.0,11000.0,17100.0,-1.0,34500.0,127164.0,15000.0,-1.0,1296.0,-1.0,18197.0,-1.0,17100.0,-1.0,-1,6700.0,1700.0,24859.0,113401.0,68214.0,1029900.0,60.0,91028.0,-1.0,33172.0,2540.0,20.0,15073.0,70000.0,38709.0,-1.0,38662.0,1306611.0,198100.0,17199.0,-1.0,-1.0,212300.0,1000.0,350000.0,-1.0,-1.0,217000.0,17000.0,3282.0,-1.0,1700000.0,-1.0,25861.0,500.0,3507.0,180677.0,24000.0,-1.0,-1.0,170590.0,795500.0,147660.0,1145.0,520.0,23800.0,101000.0,9000.0,4500.0,-1.0,-1.0,30.0,-1,463300.0,5200.0,966800.0,59425.0,10.0,-1.0,-1.0,7200.0,266000.0,5500.0,525000.0,-1,11.0,22600.0
1969,3600.0,31190.0,-1.0,-1.0,91329.0,15000.0,3881190.0,47823.0,275147.0,-1.0,-1.0,40458.0,78300.0,-1.0,160000.0,2.0,-1.0,111340.0,20300.0,2100.0,267000.0,8165.0,87528.0,-1,110000.0,-1.0,-1.0,62400.0,1150.0,181.0,-1.0,13700.0,38072.0,-1.0,7000.0,4145.0,-1.0,-1.0,2400.0,-1.0,735.0,15000.0,-1,500.0,10000.0,-1,34581.0,14000.0,-1.0,587000.0,-1.0,-1.0,56251.0,211999.0,4746.0,180000.0,21354.0,24000.0,3300.0,29977.0,-1.0,116744.0,-1.0,90000.0,153626.0,-1.0,-1.0,-1.0,2270.0,196000.0,-1.0,20.0,314700.0,3850000.0,-1.0,3730.0,11000.0,18470.0,-1.0,33500.0,129605.0,15500.0,-1.0,1968.0,-1.0,18536.0,-1.0,17000.0,-1.0,-1,7200.0,1900.0,16131.0,92966.0,98867.0,1105500.0,54.0,81758.0,-1.0,24162.0,2032.0,24.0,15365.0,80000.0,27447.0,-1.0,69759.0,1282266.0,185900.0,15000.0,-1.0,-1.0,213371.0,1200.0,350000.0,-1.0,-1.0,224000.0,17000.0,2824.0,-1.0,1750000.0,-1.0,24684.0,600.0,2767.0,151197.0,25000.0,-1.0,-1.0,135127.0,847000.0,207600.0,1188.0,1274.0,35550.0,104000.0,9000.0,4700.0,-1.0,-1.0,210.0,-1,467800.0,5900.0,934200.0,87528.0,5.0,-1.0,-1.0,5300.0,283991.0,5500.0,585000.0,-1,20.0,20000.0
1970,3700.0,20632.0,-1.0,-1.0,114204.0,15000.0,2725632.0,65279.0,284603.0,-1.0,-1.0,49141.0,95700.0,-1.0,229800.0,78.0,-1.0,156217.0,11700.0,2100.0,244000.0,8165.0,85528.0,-1,113000.0,-1.0,-1.0,80346.0,1190.0,543.0,-1.0,14600.0,37848.0,-1.0,12000.0,4215.0,-1.0,-1.0,2450.0,-1.0,590.0,16000.0,-1,400.0,10000.0,-1,38218.0,16938.0,-1.0,455000.0,-1.0,-1.0,102310.0,266332.0,3686.0,200000.0,24006.0,50000.0,3960.0,35603.0,-1.0,144279.0,-1.0,120000.0,146183.0,-1.0,-1.0,-1.0,2003.0,188080.0,-1.0,14.0,364700.0,2705000.0,-1.0,3800.0,12000.0,18800.0,-1.0,37000.0,159146.0,16000.0,-1.0,4203.0,-1.0,5683.0,-1.0,18000.0,-1.0,-1,7800.0,1900.0,24493.0,100552.0,83387.0,973100.0,71.0,71567.0,-1.0,38854.0,2235.0,27.0,30699.0,80000.0,30700.0,-1.0,129980.0,1393570.0,181900.0,14750.0,-1.0,-1.0,243800.0,1500.0,350000.0,-1.0,-1.0,212700.0,17000.0,2484.0,-1.0,1800000.0,-1.0,21815.0,650.0,3000.0,149479.0,25500.0,-1.0,-1.0,138650.0,982100.0,222694.0,1232.0,1700.0,47200.0,107000.0,8000.0,4500.0,-1.0,-1.0,29.0,-1,479800.0,3504.0,889700.0,85528.0,2.0,-1.0,-1.0,5300.0,338846.0,5500.0,680000.0,-1,14.0,19400.0
