,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Bhutan,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Uganda,Iran (Islamic Republic of),Malawi,South Africa,Eritrea,Yemen,Rwanda,Portugal,Australia & New Zealand,Barbados,Mozambique,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Latvia,Haiti,Luxembourg,Belgium,Chad,Lesotho,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Sweden,Lebanon,Kyrgyzstan,Chile,Hungary,Montenegro,Kazakhstan,Estonia,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Timor-Leste,Thailand,Paraguay,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Dominican Republic,South Sudan,Namibia,Benin,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Djibouti,Somalia,Morocco,Cuba,Czechia,Argentina,Cambodia,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Niger,Czechoslovakia,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Puerto Rico,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Italy,Australia,Panama,Lithuania,Ukraine,Netherlands,Mauritania,Angola,Turkey,Swaziland,Republic of Moldova,Belgium-Luxembourg
1961,230000.0,20593.0,-1.0,-1.0,137300.0,33040.0,1505.0,1744561.0,1000.0,-1.0,80000.0,8000.0,-1.0,300000.0,-1.0,52000.0,-1.0,18000.0,100000.0,40000.0,32000.0,54000.0,-1.0,-1.0,86575.0,68629.0,447.0,-1.0,-1.0,40900.0,1037.0,-1.0,51000.0,-1.0,-1.0,37500.0,-1.0,-1.0,30000.0,1400.0,-1,2716.0,40.0,2341.0,-1.0,910.0,-1.0,800.0,2150593.0,242900.0,321.0,44181.0,-1.0,10240.0,3600.0,3000.0,-1.0,75190.0,17226.0,-1.0,-1.0,-1.0,86770.0,12000.0,55000.0,18000.0,2130000.0,-1.0,39500.0,900.0,40500.0,17600.0,2000.0,42530.0,150000.0,-1.0,42000.0,-1.0,12693.0,-1.0,19523.0,-1.0,-1.0,36188.0,31570.0,314900.0,41700.0,4300.0,44001.0,1524.0,143000.0,120.0,79912.0,895679.0,49784.0,60000.0,-1.0,-1.0,900.0,4700.0,34019.0,-1.0,33000.0,19270.0,-1.0,16376.0,-1.0,1685627.0,10479.0,1160.0,-1.0,1114.0,60700.0,2000.0,18186.0,723340.0,45000.0,134800.0,21000.0,42482.0,2209.0,26000.0,-1.0,-1.0,9247.0,-1.0,22.0,187500.0,447.0,5212.0,-1.0,-1.0,8620.0,-1.0,55000.0,134000.0,906.0,-1.0,798.0
1962,230000.0,16997.0,-1.0,-1.0,162100.0,26000.0,1918.0,1709983.0,1000.0,-1.0,85000.0,8500.0,-1.0,310000.0,-1.0,32000.0,-1.0,20700.0,100000.0,40500.0,34000.0,38000.0,-1.0,-1.0,92320.0,58350.0,890.0,-1.0,-1.0,41300.0,1000.0,-1.0,43000.0,-1.0,-1.0,38200.0,-1.0,-1.0,42000.0,1400.0,-1,2324.0,40.0,3000.0,-1.0,2000.0,-1.0,800.0,2916997.0,234100.0,683.0,47620.0,-1.0,4960.0,2340.0,3500.0,-1.0,74290.0,30954.0,-1.0,-1.0,-1.0,68100.0,12869.0,55000.0,19000.0,2900000.0,-1.0,35800.0,1100.0,53700.0,16800.0,2160.0,45360.0,175000.0,-1.0,40000.0,-1.0,15787.0,-1.0,18775.0,-1.0,-1.0,27286.0,37420.0,240900.0,39200.0,5000.0,35458.0,1575.0,125900.0,350.0,43110.0,817569.0,49784.0,64000.0,-1.0,-1.0,140.0,2885.0,34000.0,-1.0,24300.0,19000.0,-1.0,17093.0,-1.0,1804505.0,18352.0,908.0,-1.0,998.0,61600.0,2200.0,18570.0,655608.0,55000.0,78300.0,21000.0,44849.0,2295.0,28000.0,-1.0,-1.0,8929.0,-1.0,23.0,162100.0,890.0,6772.0,-1.0,-1.0,6081.0,-1.0,58000.0,122800.0,1000.0,-1.0,859.0
1963,220000.0,13949.0,-1.0,-1.0,199600.0,24568.0,1388.0,1942364.0,1000.0,-1.0,88891.0,8500.0,-1.0,290000.0,-1.0,36541.0,-1.0,19000.0,110000.0,41000.0,36000.0,38000.0,-1.0,-1.0,96320.0,60234.0,1042.0,-1.0,-1.0,48900.0,1300.0,-1.0,49550.0,-1.0,-1.0,40000.0,-1.0,-1.0,40000.0,1600.0,-1,2855.0,40.0,3000.0,-1.0,3000.0,-1.0,800.0,2213949.0,225000.0,591.0,43900.0,-1.0,6065.0,2440.0,2800.0,-1.0,64130.0,19992.0,-1.0,-1.0,-1.0,88740.0,14209.0,55000.0,27000.0,2200000.0,-1.0,40349.0,1300.0,116000.0,17600.0,3100.0,42360.0,205000.0,-1.0,42000.0,-1.0,16938.0,-1.0,19100.0,-1.0,-1.0,22181.0,40280.0,273700.0,42700.0,6100.0,38153.0,919.0,138200.0,576.0,64316.0,910557.0,47752.0,67000.0,-1.0,-1.0,300.0,4811.0,30000.0,-1.0,32600.0,20000.0,-1.0,20944.0,-1.0,1825800.0,14462.0,827.0,-1.0,1368.0,61600.0,2400.0,18482.0,677280.0,56000.0,78300.0,22659.0,49835.0,2066.0,24000.0,-1.0,-1.0,14016.0,-1.0,24.0,202900.0,1042.0,7203.0,-1.0,-1.0,5739.0,-1.0,60000.0,133000.0,454.0,-1.0,868.0
1964,245000.0,21512.0,-1.0,-1.0,217500.0,18389.0,1874.0,1950683.0,1000.0,-1.0,98744.0,9000.0,-1.0,300000.0,-1.0,44904.0,-1.0,17000.0,120000.0,41800.0,38000.0,40000.0,-1.0,-1.0,69914.0,66253.0,721.0,-1.0,-1.0,59800.0,1510.0,-1.0,51050.0,-1.0,-1.0,40200.0,-1.0,-1.0,40000.0,1600.0,-1,2476.0,45.0,2758.0,-1.0,10000.0,-1.0,800.0,2321512.0,233000.0,1074.0,42000.0,-1.0,10530.0,950.0,3000.0,-1.0,64140.0,18623.0,-1.0,-1.0,-1.0,57330.0,12000.0,55000.0,31000.0,2300000.0,-1.0,45098.0,1338.0,110200.0,19000.0,3200.0,44734.0,210000.0,-1.0,44000.0,-1.0,10626.0,-1.0,23355.0,-1.0,-1.0,16016.0,48880.0,163100.0,47900.0,8600.0,36527.0,1524.0,120200.0,680.0,83160.0,791749.0,48768.0,70000.0,-1.0,-1.0,850.0,4800.0,27000.0,-1.0,29200.0,18000.0,-1.0,17455.0,-1.0,2059400.0,12378.0,924.0,-1.0,1140.0,63200.0,2500.0,20483.0,891526.0,66000.0,87200.0,24931.0,57814.0,2309.0,27000.0,-1.0,-1.0,12790.0,-1.0,22.0,204100.0,721.0,4795.0,-1.0,-1.0,8679.0,-1.0,63000.0,140000.0,499.0,-1.0,1488.0
1965,240000.0,17270.0,-1.0,-1.0,176000.0,17030.0,1900.0,2289796.0,1000.0,-1.0,84339.0,9000.0,-1.0,315000.0,-1.0,47086.0,-1.0,15000.0,130000.0,42500.0,40000.0,45000.0,-1.0,-1.0,87451.0,51023.0,246.0,-1.0,-1.0,56900.0,1088.0,-1.0,46740.0,-1.0,-1.0,40600.0,-1.0,-1.0,42000.0,1309.0,-1,4535.0,50.0,3000.0,-1.0,8000.0,-1.0,700.0,2367270.0,181000.0,1294.0,40000.0,-1.0,10464.0,1530.0,3400.0,-1.0,58896.0,21040.0,-1.0,-1.0,-1.0,58040.0,15508.0,55000.0,50000.0,2350000.0,-1.0,49000.0,1836.0,124800.0,23600.0,3200.0,48424.0,200000.0,-1.0,41000.0,-1.0,8656.0,-1.0,22776.0,-1.0,-1.0,18800.0,57910.0,242300.0,44000.0,10800.0,37134.0,1778.0,118252.0,684.0,42813.0,750719.0,48768.0,73000.0,-1.0,-1.0,2000.0,3912.0,25000.0,-1.0,38300.0,18900.0,-1.0,21004.0,-1.0,1701700.0,16546.0,946.0,-1.0,2041.0,64800.0,2600.0,19970.0,859584.0,69000.0,77800.0,31474.0,42760.0,2268.0,29000.0,-1.0,-1.0,8359.0,-1.0,20.0,162700.0,246.0,4105.0,-1.0,-1.0,7093.0,-1.0,60010.0,140000.0,500.0,-1.0,1047.0
1966,240000.0,18353.0,-1.0,-1.0,178200.0,15717.0,1941.0,2148100.0,1000.0,-1.0,109766.0,9300.0,-1.0,320000.0,-1.0,54090.0,-1.0,22500.0,140000.0,43300.0,42000.0,50000.0,-1.0,-1.0,130900.0,60953.0,948.0,-1.0,-1.0,50700.0,935.0,-1.0,45445.0,-1.0,-1.0,41100.0,-1.0,-1.0,45000.0,2102.0,-1,2527.0,50.0,2083.0,-1.0,7000.0,-1.0,750.0,1818353.0,217000.0,214.0,35000.0,400.0,10928.0,2394.0,3430.0,-1.0,68799.0,24223.0,-1.0,-1.0,-1.0,66850.0,15699.0,55000.0,60000.0,1800000.0,-1.0,52500.0,2178.0,131800.0,19320.0,3200.0,65285.0,190000.0,-1.0,40000.0,-1.0,8466.0,-1.0,29579.0,-1.0,-1.0,18096.0,69840.0,173700.0,45400.0,11100.0,40341.0,1118.0,123800.0,1264.0,91991.0,905366.0,60960.0,75000.0,-1.0,-1.0,2400.0,3390.0,23000.0,-1.0,29800.0,25200.0,-1.0,16953.0,-1.0,1688500.0,15462.0,823.0,-1.0,2503.0,44000.0,2700.0,24225.0,1013169.0,70000.0,114100.0,36498.0,53082.0,2268.0,29000.0,-1.0,-1.0,12392.0,-1.0,40.0,167400.0,948.0,6899.0,-1.0,-1.0,7619.0,-1.0,64000.0,135000.0,517.0,-1.0,1293.0
1967,260000.0,19972.0,-1.0,-1.0,160600.0,11660.0,2825.0,2547577.0,1000.0,-1.0,141379.0,9000.0,-1.0,300000.0,-1.0,56805.0,-1.0,23000.0,156000.0,44300.0,44000.0,79000.0,-1.0,-1.0,131750.0,58047.0,1468.0,-1.0,-1.0,52600.0,745.0,-1.0,49620.0,-1.0,-1.0,42000.0,-1.0,-1.0,42000.0,2040.0,-1,2561.0,50.0,2000.0,-1.0,6000.0,-1.0,700.0,1819972.0,199000.0,335.0,38600.0,400.0,7107.0,1540.0,1620.0,-1.0,89760.0,16583.0,-1.0,-1.0,-1.0,47240.0,17267.0,55000.0,49000.0,1800000.0,-1.0,55000.0,1709.0,122600.0,22540.0,3300.0,76471.0,194000.0,-1.0,25840.0,-1.0,9500.0,-1.0,22778.0,-1.0,-1.0,26492.0,59440.0,263400.0,57800.0,14000.0,41875.0,1016.0,118468.0,756.0,77419.0,690364.0,57912.0,78000.0,-1.0,-1.0,2500.0,4674.0,22000.0,-1.0,27300.0,29000.0,-1.0,15778.0,-1.0,2007100.0,17486.0,875.0,-1.0,2181.0,45000.0,2800.0,25231.0,980170.0,72000.0,104800.0,37825.0,50486.0,2268.0,35000.0,-1.0,-1.0,13443.0,-1.0,50.0,174000.0,1468.0,7493.0,-1.0,-1.0,13299.0,-1.0,63500.0,139000.0,508.0,-1.0,2186.0
1968,270000.0,22812.0,-1.0,-1.0,154900.0,12420.0,3345.0,2419677.0,1000.0,-1.0,118622.0,9600.0,-1.0,268000.0,-1.0,55202.0,-1.0,24000.0,170000.0,45300.0,46000.0,61000.0,-1.0,-1.0,116225.0,53533.0,846.0,-1.0,-1.0,65656.0,1691.0,-1.0,55020.0,-1.0,-1.0,36000.0,-1.0,-1.0,40000.0,2374.0,-1,2480.0,50.0,2000.0,-1.0,8000.0,-1.0,700.0,1622812.0,175000.0,332.0,40300.0,400.0,4036.0,2520.0,1547.0,-1.0,65055.0,9790.0,-1.0,-1.0,-1.0,57060.0,17000.0,55000.0,36000.0,1600000.0,-1.0,55900.0,2804.0,183700.0,18000.0,3300.0,50703.0,198000.0,-1.0,29440.0,-1.0,6312.0,-1.0,20104.0,-1.0,-1.0,21900.0,41590.0,219100.0,43100.0,10614.0,36808.0,914.0,112993.0,1274.0,61120.0,790834.0,60765.0,80000.0,-1.0,-1.0,2500.0,7000.0,16000.0,-1.0,22860.0,31700.0,-1.0,11058.0,-1.0,1864700.0,21270.0,840.0,-1.0,1638.0,45000.0,2900.0,32273.0,856939.0,58000.0,43100.0,35440.0,47891.0,400.0,28000.0,-1.0,-1.0,14767.0,-1.0,50.0,165600.0,846.0,6255.0,-1.0,-1.0,5390.0,-1.0,63500.0,135000.0,408.0,-1.0,1060.0
1969,265000.0,24923.0,-1.0,-1.0,172800.0,11733.0,4476.0,2199974.0,1000.0,-1.0,109437.0,9000.0,-1.0,274000.0,-1.0,52680.0,-1.0,24000.0,116000.0,46500.0,48000.0,49000.0,-1.0,-1.0,146124.0,54048.0,2531.0,-1.0,-1.0,62514.0,1837.0,-1.0,56850.0,-1.0,-1.0,39500.0,-1.0,-1.0,37000.0,3131.0,-1,2660.0,55.0,2000.0,-1.0,9000.0,-1.0,700.0,1624923.0,191756.0,343.0,41900.0,235.0,2000.0,970.0,1699.0,-1.0,46753.0,12725.0,-1.0,-1.0,-1.0,44780.0,16000.0,70000.0,33000.0,1600000.0,-1.0,54900.0,3252.0,169800.0,17460.0,3300.0,64616.0,202000.0,-1.0,38678.0,-1.0,7336.0,-1.0,26104.0,-1.0,-1.0,25038.0,48610.0,195100.0,40100.0,9057.0,34406.0,1016.0,116379.0,1551.0,93213.0,857875.0,61979.0,74800.0,-1.0,-1.0,3000.0,4000.0,10000.0,-1.0,31900.0,34200.0,-1.0,15296.0,-1.0,2014000.0,26287.0,423.0,-1.0,1582.0,46000.0,3000.0,31757.0,834599.0,60000.0,83800.0,37895.0,45295.0,400.0,27000.0,-1.0,-1.0,12573.0,-1.0,97.0,165900.0,2531.0,5416.0,-1.0,-1.0,7053.0,-1.0,63500.0,138000.0,889.0,-1.0,1292.0
1970,278700.0,26062.0,-1.0,-1.0,150700.0,12655.0,2924.0,2211449.0,1000.0,-1.0,130004.0,10000.0,-1.0,290000.0,-1.0,54963.0,-1.0,23000.0,169000.0,47800.0,50000.0,47000.0,-1.0,-1.0,143604.0,57555.0,1121.0,-1.0,-1.0,64770.0,1541.0,-1.0,55320.0,-1.0,-1.0,40000.0,-1.0,-1.0,35000.0,3696.0,-1,2240.0,55.0,2800.0,-1.0,10000.0,-1.0,700.0,1926062.0,187981.0,255.0,38800.0,265.0,4000.0,2900.0,1586.0,-1.0,65584.0,11342.0,-1.0,-1.0,-1.0,52350.0,14727.0,80000.0,31000.0,1900000.0,-1.0,56110.0,2822.0,150500.0,34866.0,600.0,62918.0,206000.0,-1.0,42867.0,-1.0,8347.0,-1.0,25105.0,-1.0,-1.0,27821.0,51850.0,232700.0,52300.0,12983.0,32730.0,762.0,116200.0,2347.0,69367.0,789201.0,61098.0,75700.0,-1.0,-1.0,7800.0,3000.0,11000.0,-1.0,39500.0,19500.0,-1.0,12024.0,-1.0,2409000.0,29877.0,427.0,-1.0,1586.0,47000.0,3100.0,31172.0,925041.0,70000.0,72900.0,41331.0,42699.0,400.0,26000.0,-1.0,-1.0,13131.0,-1.0,143.0,161500.0,1121.0,5266.0,-1.0,-1.0,11370.0,-1.0,75000.0,138000.0,850.0,-1.0,1467.0
