,Eritrea,Fiji,Panama,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Ethiopia PDR,Botswana,Papua New Guinea,Suriname,Equatorial Guinea,Mozambique,Slovenia,Saint Lucia,Philippines,Spain,Jamaica,Ecuador,Kiribati,Indonesia,Colombia,Estonia,"China, Macao SAR",Sao Tome and Principe,Togo,Malaysia,Mexico,Vanuatu,Republic of Korea,Democratic Republic of the Congo,Bolivia (Plurinational State of),Mali,Congo,Martinique,Tonga,Iran (Islamic Republic of),Peru,Ghana,"China, mainland",French Polynesia,Cyprus,Guinea-Bissau,Cameroon,Hungary,Saint Kitts and Nevis,Lesotho,Puerto Rico,Bhutan,Dominica,Swaziland,United Republic of Tanzania,Samoa,Nepal,France,Costa Rica,China,Cambodia,Morocco,Honduras,Zimbabwe,Haiti,Malawi,"China, Taiwan Province of",Japan,Maldives,Timor-Leste,Egypt,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Melanesia,Nicaragua,Micronesia,Tunisia,Saint Vincent and the Grenadines,Tuvalu,Brunei Darussalam,Cook Islands,Guadeloupe,Tokelau,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Bulgaria,Occupied Palestinian Territory
1993,83000.0,1413.0,380.0,369346.0,55000.0,202.0,2800000.0,12000.0,9000.0,10.0,,72500.0,259700.0,320.0,20400.0,4383.0,-1.0,4105.0,16888.0,6204.0,34299.0,6702.0,6100.0,321000.0,66996.0,-1.0,,1800.0,530.0,19600.0,86800.0,28000.0,-1.0,192000.0,88500.0,-1.0,36000.0,13700.0,1064.0,,255972.0,81.0,10000.0,5394.0,0.0,56000.0,28905.0,-1.0,700.0,-1.0,3706.0,21400.0,306.0,39500.0,-1.0,2800.0,130000.0,,18000.0,10000.0,17000.0,70.0,1895.0,1200.0,40000.0,222.0,-1.0,53200.0,5900.0,50000.0,3600.0,1016.0,200000.0,2935.0,1042.0,289113.0,800.0,7780.0,,9218.0,120.0,288.0,2000.0,2868.0,300.0,1680.0,27246.0,-1.0,12720.0,-1.0,-1.0
1994,85000.0,860.0,400.0,373275.0,75000.0,69.0,3000000.0,18140.0,10000.0,10.0,,75000.0,260000.0,330.0,20800.0,4624.0,-1.0,4100.0,17122.0,7454.0,36380.0,10968.0,6200.0,329000.0,77362.0,-1.0,-1.0,1500.0,950.0,21800.0,95976.0,32000.0,-1.0,227000.0,85000.0,-1.0,38000.0,13700.0,990.0,-1.0,267500.0,65.0,13391.0,5500.0,0.0,57000.0,29546.0,-1.0,671.0,-1.0,3356.0,21800.0,360.0,40500.0,-1.0,2871.0,120000.0,,25000.0,13391.0,18000.0,73.0,1924.0,1200.0,41059.0,213.0,-1.0,86700.0,5500.0,44000.0,3500.0,1109.0,210000.0,2950.0,1044.0,292860.0,2000.0,7925.0,,9000.0,124.0,285.0,2081.0,2850.0,298.0,1725.0,24564.0,-1.0,12908.0,-1.0,-1.0
1995,82000.0,2619.0,403.0,395871.0,91000.0,68.0,3200000.0,32000.0,15156.0,10.0,,77000.0,262932.0,350.0,21300.0,4883.0,-1.0,4101.0,17486.0,8820.0,40769.0,8414.0,6378.0,330000.0,67892.0,-1.0,-1.0,2000.0,2050.0,22700.0,95563.0,32000.0,-1.0,261500.0,80000.0,,40000.0,9500.0,990.0,-1.0,240484.0,49.0,13431.0,6000.0,0.0,58000.0,30186.0,-1.0,644.0,-1.0,2585.0,22400.0,480.0,40985.0,-1.0,2915.0,110000.0,,33568.0,13431.0,19064.0,76.0,1950.0,1200.0,43054.0,212.0,-1.0,81000.0,5600.0,46069.0,3600.0,2387.0,220000.0,3000.0,1045.0,297551.0,2200.0,8150.0,,8929.0,124.0,280.0,2101.0,1890.0,294.0,1771.0,24386.0,-1.0,13470.0,-1.0,-1.0
1996,80000.0,2685.0,2627.0,428567.0,109000.0,50.0,3300000.0,34200.0,16000.0,10.0,,78000.0,265000.0,400.0,21700.0,5158.0,-1.0,4136.0,17839.0,6075.0,44611.0,10302.0,6500.0,335499.0,57742.0,-1.0,,1867.0,3100.0,19800.0,99907.0,37000.0,-1.0,296500.0,75000.0,,42000.0,11000.0,922.0,-1.0,198270.0,74.0,12000.0,5498.0,0.0,60000.0,30826.0,-1.0,617.0,-1.0,2322.0,22552.0,600.0,41500.0,-1.0,3000.0,105000.0,,23208.0,12000.0,20000.0,80.0,2000.0,1200.0,41870.0,218.0,-1.0,69900.0,5500.0,45576.0,3650.0,1352.0,230000.0,2975.0,1046.0,304685.0,2500.0,8317.0,,8821.0,126.0,290.0,2111.0,2590.0,290.0,1817.0,25486.0,-1.0,12994.0,-1.0,3292.0
1997,85000.0,2800.0,2138.0,441000.0,112000.0,20.0,3394470.0,22700.0,15566.0,10.0,,80000.0,272000.0,450.0,22200.0,5446.0,-1.0,4200.0,17056.0,6300.0,32163.0,4328.0,6642.0,342175.0,79848.0,-1.0,,1800.0,3200.0,21000.0,86676.0,38000.0,,331500.0,70000.0,,40000.0,11750.0,905.0,-1.0,219203.0,85.0,14143.0,5500.0,0.0,61000.0,31466.0,-1.0,586.0,-1.0,3500.0,22800.0,720.0,42500.0,-1.0,2969.0,102755.0,,22686.0,14143.0,21111.0,82.0,2044.0,1200.0,41936.0,232.0,-1.0,68000.0,4900.0,44000.0,3700.0,1109.0,240000.0,3100.0,1048.0,312800.0,2600.0,8505.0,,8712.0,127.0,300.0,1753.0,2610.0,284.0,1863.0,26906.0,10000.0,12587.0,-1.0,3521.0
1998,86278.0,3000.0,2738.0,443420.0,108000.0,8.0,3530200.0,26880.0,15992.0,10.0,,83000.0,276150.0,473.0,22600.0,5749.0,-1.0,4263.0,14795.0,6120.0,27418.0,5357.0,6800.0,350000.0,69522.0,-1.0,,1900.0,3000.0,20000.0,107827.0,38123.0,,366500.0,70348.0,,37460.0,13250.0,1304.0,-1.0,248072.0,95.0,13500.0,5400.0,0.0,62500.0,32106.0,-1.0,555.0,-1.0,5466.0,22900.0,840.0,43000.0,-1.0,2984.0,100000.0,,16649.0,13500.0,22000.0,85.0,2113.0,1200.0,41928.0,247.0,-1.0,72000.0,4800.0,38000.0,3750.0,984.0,245000.0,3013.0,1049.0,317273.0,2900.0,8708.0,,8467.0,129.0,320.0,2206.0,2640.0,277.0,1908.0,39217.0,10790.0,13348.0,-1.0,2540.0
1999,87000.0,3300.0,1827.0,441714.0,124000.0,14.0,3671500.0,14647.0,16402.0,10.0,,84000.0,280000.0,490.0,23100.0,5985.0,-1.0,4300.0,16154.0,8118.0,30262.0,5397.0,7200.0,357789.0,63117.0,-1.0,,2000.0,2900.0,20100.0,112538.0,38566.0,,401500.0,68000.0,,35000.0,13250.0,1609.0,-1.0,235960.0,100.0,14000.0,6000.0,0.0,65000.0,32747.0,-1.0,515.0,-1.0,752.0,24200.0,1000.0,44000.0,200.0,2997.0,100272.0,,32412.0,14000.0,23000.0,88.0,2100.0,1200.0,42000.0,279.0,-1.0,75000.0,4433.0,40000.0,3800.0,1769.0,250000.0,3026.0,1050.0,321866.0,5000.0,9154.0,,8307.0,130.0,326.0,2239.0,4221.0,268.0,1954.0,42781.0,10994.0,14293.0,-1.0,2439.0
2000,85000.0,3200.0,1871.0,423829.0,140949.0,12.0,3818300.0,19765.0,16805.0,10.0,,85000.0,287000.0,520.0,23500.0,6000.0,-1.0,4400.0,16140.0,6000.0,20928.0,5500.0,7000.0,366862.0,64000.0,-1.0,,1994.0,2800.0,16000.0,121665.0,39000.0,,436500.0,66480.0,,35769.0,14774.0,2000.0,,264394.0,115.0,14842.0,5500.0,0.0,65240.0,33387.0,-1.0,490.0,-1.0,1485.0,24269.0,1400.0,45000.0,220.0,3008.0,101718.0,,19833.0,14842.0,26000.0,91.0,2600.0,1200.0,41376.0,299.0,-1.0,75500.0,4000.0,38000.0,3833.0,1428.0,255000.0,3200.0,1052.0,329200.0,5000.0,9002.0,,8000.0,130.0,330.0,2243.0,2800.0,260.0,2002.0,25465.0,11199.0,14193.0,-1.0,2070.0
2001,90000.0,3000.0,3072.0,428036.0,147292.0,15.0,3971100.0,10625.0,17206.0,10.0,,92000.0,295000.0,850.0,24000.0,6546.0,-1.0,4168.0,16339.0,7715.0,20475.0,5075.0,7200.0,380000.0,73000.0,-1.0,,2029.0,2000.0,14200.0,120200.0,40500.0,,471500.0,65000.0,,36745.0,19320.0,2500.0,,263509.0,126.0,14500.0,5100.0,0.0,65643.0,34027.0,-1.0,466.0,,1226.0,24600.0,1000.0,45500.0,240.0,3017.0,105000.0,,25589.0,14500.0,25949.0,94.0,3800.0,1200.0,41000.0,328.0,-1.0,75300.0,3800.0,40000.0,3864.0,854.0,270000.0,2968.0,1053.0,338500.0,4900.0,8868.0,,8000.0,134.0,336.0,2223.0,2800.0,251.0,1668.0,30067.0,11405.0,14279.0,-1.0,2449.0
2002,91603.0,2810.0,2926.0,429550.0,135789.0,56.0,4129900.0,15865.0,17607.0,10.0,,93000.0,300000.0,400.0,24928.0,6811.0,-1.0,3275.0,16429.0,8000.0,19499.0,3111.0,7300.0,388000.0,64000.0,-1.0,,2100.0,600.0,13500.0,112698.0,41400.0,,506000.0,63000.0,,38000.0,21325.0,2159.0,,259332.0,150.0,15000.0,5500.0,0.0,66503.0,34667.0,-1.0,442.0,,1087.0,24936.0,500.0,46000.0,280.0,3025.0,120000.0,-1.0,25700.0,15000.0,27000.0,97.0,4100.0,1200.0,41500.0,312.0,-1.0,72800.0,3600.0,43000.0,3891.0,1156.0,285000.0,2890.0,1055.0,344210.0,6350.0,9100.0,,8700.0,136.0,340.0,2212.0,2920.0,243.0,1800.0,41910.0,11612.0,14329.0,-1.0,2381.0
2003,95000.0,2500.0,2118.0,411543.0,147547.0,77.0,4295100.0,21134.0,16312.0,10.0,,92307.0,302378.0,500.0,25877.0,7066.0,-1.0,2416.0,14016.0,7000.0,18354.0,2520.0,7547.0,370000.0,95023.0,-1.0,,2200.0,500.0,10000.0,166880.0,42500.0,,541000.0,57000.0,,39121.0,10220.0,2000.0,,251968.0,200.0,14000.0,5300.0,0.0,68000.0,35308.0,-1.0,415.0,,2736.0,25500.0,420.0,46232.0,300.0,2989.0,125000.0,,25900.0,14000.0,27239.0,99.0,4700.0,1200.0,41000.0,297.0,-1.0,60200.0,3500.0,41395.0,3883.0,1200.0,295000.0,2711.0,1056.0,347378.0,6550.0,9592.0,,8600.0,140.0,356.0,2173.0,2900.0,234.0,2045.0,39117.0,11775.0,13892.0,-1.0,2333.0
2004,98892.0,3000.0,1169.0,454198.0,191338.0,69.0,4509800.0,21400.0,14826.0,11.0,,92533.0,306000.0,550.0,26842.0,7315.0,-1.0,2160.0,16580.0,7361.0,15679.0,6870.0,7800.0,375000.0,95550.0,6689.0,,2250.0,600.0,8700.0,168971.0,43000.0,,576000.0,49465.0,,39797.0,3929.0,2039.0,,225583.0,150.0,12000.0,5100.0,0.0,68853.0,35948.0,-1.0,420.0,,2750.0,25675.0,400.0,46500.0,340.0,2989.0,125000.0,,26000.0,12000.0,27893.0,102.0,4643.0,1200.0,40000.0,329.0,-1.0,60700.0,2834.0,46414.0,3903.0,1250.0,305000.0,2592.0,1057.0,352000.0,6000.0,10050.0,-1.0,9600.0,140.0,370.0,2107.0,3168.0,226.0,2250.0,35289.0,11983.0,13659.0,-1.0,2888.0
2005,105293.0,3500.0,4890.0,458307.0,151887.0,110.0,4690200.0,16324.0,14824.0,11.0,,92879.0,290000.0,400.0,27837.0,7586.0,-1.0,2200.0,16496.0,8000.0,14351.0,10065.0,8000.0,377000.0,94103.0,3130.0,,2000.0,650.0,7000.0,185209.0,44000.0,,611000.0,50146.0,,40000.0,4022.0,2087.0,,248130.0,100.0,10000.0,5200.0,0.0,72000.0,36588.0,-1.0,425.0,,2234.0,25600.0,300.0,47000.0,400.0,2989.0,127500.0,-1.0,26200.0,10000.0,28000.0,105.0,4636.0,1200.0,40821.0,337.0,-1.0,64200.0,2000.0,45000.0,3932.0,1280.0,315000.0,2478.0,1059.0,337500.0,6500.0,10308.0,,10500.0,140.0,385.0,2032.0,3227.0,219.0,2308.0,48635.0,12213.0,13726.0,-1.0,2408.0
2006,95822.0,3700.0,1979.0,470280.0,183527.0,171.0,4877800.0,22846.0,14820.0,11.0,,93500.0,300000.0,395.0,29273.0,7806.0,-1.0,1205.0,16435.0,9500.0,17914.0,11000.0,7900.0,378000.0,94500.0,1972.0,,1600.0,800.0,6200.0,190914.0,45000.0,,645500.0,42817.0,,39287.0,3260.0,2133.0,,247927.0,128.0,15000.0,5437.0,0.0,71000.0,37208.0,-1.0,430.0,,2250.0,26400.0,336.0,46000.0,450.0,2988.0,130000.0,-1.0,26331.0,15000.0,29449.0,108.0,4500.0,1200.0,41116.0,353.0,-1.0,58400.0,2200.0,43000.0,3832.0,1380.0,320000.0,2355.0,1060.0,348700.0,11600.0,10300.0,,10700.0,142.0,403.0,1949.0,3284.0,213.0,2400.0,58969.0,12000.0,13922.0,-1.0,3335.0
2007,88721.0,3577.0,861.0,467825.0,217394.0,129.0,4950000.0,16050.0,14816.0,12.0,,94000.0,306000.0,360.0,30433.0,8300.0,-1.0,1419.0,16255.0,10000.0,17315.0,13500.0,8200.0,380000.0,100000.0,3446.0,,1200.0,900.0,6450.0,154823.0,44636.0,,680500.0,51482.0,,38000.0,2256.0,2200.0,,253282.0,125.0,16500.0,5250.0,0.0,71000.0,38243.0,-1.0,450.0,,2350.0,26745.0,400.0,48112.0,500.0,2987.0,134000.0,-1.0,16448.0,16500.0,30771.0,111.0,5100.0,1200.0,41504.0,333.0,-1.0,58200.0,2300.0,45000.0,3963.0,1500.0,330000.0,2158.0,1100.0,354213.0,14500.0,10700.0,,11200.0,150.0,419.0,1864.0,3352.0,209.0,2500.0,55387.0,13288.0,13760.0,-1.0,2280.0
2008,82029.0,3546.0,848.0,432305.0,231817.0,199.0,4860631.0,17511.0,14814.0,12.0,,90000.0,320000.0,441.0,31728.0,8400.0,31648.0,1491.0,16564.0,8187.0,16880.0,15000.0,9100.0,379000.0,77291.0,438.0,,850.0,900.0,6500.0,180034.0,45500.0,,715500.0,52031.0,,40000.0,2500.0,2192.0,,250400.0,143.0,17000.0,5479.0,0.0,71000.0,39310.0,-1.0,500.0,,2572.0,26616.0,490.0,51513.0,900.0,2986.0,135000.0,,21515.0,17000.0,31913.0,114.0,5200.0,1200.0,41003.0,353.0,-1.0,63300.0,2356.0,38674.0,4000.0,1462.0,323239.0,2141.0,1066.0,369046.0,15200.0,11610.0,,9600.0,145.0,436.0,1779.0,3300.0,206.0,2510.0,47672.0,14000.0,13853.0,-1.0,2168.0
2009,70043.0,3367.0,171.0,429501.0,221946.0,186.0,4824209.0,18078.0,14812.0,13.0,,91769.0,334000.0,621.0,32822.0,8500.0,36415.0,1500.0,16677.0,8026.0,20940.0,16000.0,9300.0,370000.0,49587.0,717.0,,470.0,957.0,6366.0,157785.0,46000.0,,750595.0,51279.0,,47250.0,3266.0,2193.0,,263200.0,149.0,18000.0,5511.0,0.0,72000.0,38000.0,-1.0,520.0,,2832.0,24100.0,550.0,54000.0,1500.0,2986.0,155000.0,,25716.0,18000.0,33028.0,117.0,5335.0,1200.0,42000.0,499.0,-1.0,62200.0,2322.0,37355.0,4296.0,1458.0,315000.0,1800.0,1063.0,383367.0,17600.0,11709.0,,9000.0,144.0,452.0,1700.0,3678.0,203.0,2409.0,49986.0,18000.0,13799.0,-1.0,1524.0
2010,65000.0,3288.0,125.0,416370.0,226300.0,180.0,4700000.0,18227.0,14809.0,13.0,,94986.0,330000.0,421.0,33895.0,8600.0,23853.0,1674.0,15480.0,6499.0,23690.0,20000.0,9123.0,365000.0,53798.0,344.0,,200.0,1050.0,2887.0,184271.0,47801.0,,800000.0,50208.0,,55000.0,3556.0,2192.0,,252728.0,155.0,19188.0,5531.0,0.0,58000.0,39500.0,-1.0,500.0,,3044.0,22713.0,611.0,55000.0,1650.0,2985.0,158084.0,,24277.0,19188.0,34135.0,120.0,5500.0,1200.0,50000.0,350.0,-1.0,60400.0,2321.0,36262.0,4517.0,1446.0,330000.0,2226.0,1060.0,381089.0,35000.0,11506.0,,8611.0,143.0,468.0,1629.0,3892.0,202.0,2382.0,54184.0,24000.0,13743.0,-1.0,620.0
2011,64417.0,3214.0,27.0,451157.0,246000.0,184.0,4985044.0,18524.0,14805.0,14.0,,96783.0,335000.0,441.0,35000.0,8831.0,21235.0,1798.0,15290.0,5731.0,27925.0,25000.0,9082.0,380000.0,76608.0,460.0,,141.0,1119.0,2802.0,174702.0,50000.0,,850000.0,50512.0,,56000.0,3824.0,2191.0,,251898.0,161.0,17000.0,5700.0,0.0,58000.0,40581.0,-1.0,499.0,,3274.0,35597.0,678.0,56957.0,1700.0,2986.0,158000.0,,26381.0,17000.0,35215.0,123.0,5387.0,1200.0,54445.0,337.0,-1.0,58400.0,2317.0,35159.0,4727.0,1566.0,334887.0,2330.0,1058.0,388214.0,14000.0,11436.0,,10418.0,143.0,483.0,1570.0,4119.0,201.0,2353.0,55000.0,30000.0,13848.0,-1.0,1012.0
2012,62000.0,3000.0,33.0,449744.0,250000.0,185.0,5200000.0,18500.0,15000.0,14.0,,99000.0,333000.0,1095.0,36000.0,9000.0,20033.0,2000.0,14904.0,6972.0,27693.0,23500.0,9000.0,400000.0,83749.0,0.0,,123.0,1150.0,2079.0,210188.0,51000.0,,865000.0,52459.0,,57000.0,4250.0,2150.0,,273604.0,170.0,50000.0,6000.0,0.0,100000.0,42000.0,-1.0,500.0,,4000.0,36478.0,750.0,59000.0,1800.0,3000.0,156000.0,,11562.0,50000.0,36500.0,125.0,5350.0,1200.0,60000.0,360.0,-1.0,62500.0,2350.0,27000.0,5000.0,2179.0,338000.0,2450.0,1000.0,387000.0,1000.0,11300.0,,9531.0,140.0,500.0,1500.0,5400.0,200.0,2300.0,55000.0,40000.0,13990.0,-1.0,800.0
2013,63000.0,3000.0,35.0,446950.0,254000.0,185.0,5200000.0,18500.0,15000.0,14.0,,99500.0,340000.0,1663.0,36000.0,9000.0,19025.0,1800.0,13506.0,6880.0,25300.0,24000.0,9200.0,420000.0,74071.0,0.0,,107.0,1100.0,2934.0,179453.0,52000.0,,860000.0,52222.0,,57500.0,4241.0,2200.0,,280898.0,170.0,50000.0,6000.0,0.0,100000.0,41500.0,-1.0,500.0,,4100.0,34824.0,750.0,60000.0,1800.0,3000.0,155000.0,,10162.0,50000.0,37000.0,130.0,5350.0,1200.0,60000.0,370.0,-1.0,63500.0,2350.0,27500.0,5000.0,2285.0,350000.0,2500.0,1100.0,395000.0,1000.0,11550.0,,10007.0,142.0,510.0,1550.0,4522.0,200.0,2350.0,55000.0,40000.0,14192.0,-1.0,825.0
2014,62607.0,3162.0,32.0,446940.0,268238.0,184.0,5329883.0,18843.0,14776.0,14.0,,100476.0,344068.0,1870.0,36237.0,9374.0,17639.0,1785.0,14163.0,7245.0,24223.0,24854.0,9355.0,432343.0,83476.0,0.0,,111.0,991.0,3541.0,187188.0,52317.0,,854587.0,52459.0,,57634.0,2783.0,2243.0,,280555.0,171.0,45574.0,5735.0,0.0,94027.0,42236.0,-1.0,497.0,,3589.0,33049.0,710.0,61283.0,1789.0,2999.0,154245.0,,11600.0,45574.0,38096.0,132.0,5359.0,1200.0,58735.0,370.0,-1.0,56300.0,2261.0,32443.0,5111.0,918.0,355183.0,2435.0,1071.0,399547.0,4551.0,11720.0,,9414.0,144.0,519.0,1448.0,3970.0,199.0,2365.0,62556.0,46571.0,13839.0,-1.0,928.0
