,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Democratic People's Republic of Korea,Zambia,Lebanon,Yemen,Tunisia,Albania,Brazil,Serbia,Slovenia,Hungary,Argentina,Colombia,Spain,India,Lesotho,Ecuador,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Germany,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Malta,Uruguay,Denmark,Zimbabwe,Ireland,Egypt,Algeria,Slovakia,Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Russian Federation,Bolivia (Plurinational State of),Sudan,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Croatia,Bulgaria,Myanmar,China
1998,,6832.0,125000.0,117000.0,9604.0,42.0,78404.0,1544.0,93488.0,3000.0,30.0,1071.0,2944.0,41600.0,480.0,13727.0,,1804.0,64041.0,22300.0,567.0,650000.0,95000.0,52.0,3220.0,20700.0,380000.0,730000.0,10856.0,5965.0,,36000.0,10680.0,17724.0,,211000.0,4880.0,250000.0,8000.0,,23000.0,15065.0,,101015.0,224903.0,195900.0,138600.0,12000.0,16739.0,0.0,120000.0,2500.0,8000.0,96.0,45193.0,475.0,10450.0,38300.0,122000.0,111800.0,188.0,,1424.0,,24000.0,595.0,70000.0,327000.0,175000.0,95000.0,8640.0,856.0,119600.0,23400.0,12000.0,0.0,165590.0,300.0,3975.0,37.0,6039.0,129240.0,369.0,29000.0,8568.0,106500.0,40300.0,2000.0,5000.0,315000.0,14400.0,8100.0,308.0,3301.0,6800.0,200000.0,9800.0,4509.0,3612000.0,7351.0,,40749.0,506600.0,87.0,7119.0,22.0,4500.0,7345.0,44571.0,0.0,138600.0
1999,,6506.0,161900.0,155000.0,8652.0,47.0,66027.0,1625.0,92678.0,10572.0,40.0,740.0,2966.0,47760.0,360.0,14968.0,,1909.0,65670.0,28800.0,670.0,580000.0,87000.0,48.0,4565.0,21000.0,437000.0,725800.0,5174.0,5303.0,,43357.0,10000.0,16702.0,,219000.0,4388.0,245000.0,6900.0,,19000.0,16185.0,,86002.0,220000.0,217700.0,112350.0,11970.0,16931.0,0.0,127000.0,3000.0,7000.0,85.0,41287.0,143.0,9405.0,35700.0,155400.0,96800.0,280.0,,1274.0,,27750.0,482.0,70000.0,302000.0,143393.0,96000.0,9000.0,1084.0,118900.0,22124.0,11000.0,0.0,180072.0,200.0,2581.0,43.0,9746.0,133177.0,513.0,27000.0,6982.0,75800.0,38400.0,52000.0,5000.0,285000.0,9920.0,7100.0,215.0,2044.0,10000.0,192000.0,18400.0,4512.0,3119000.0,7854.0,,34800.0,557900.0,83.0,5460.0,82.0,5000.0,7650.0,44093.0,0.0,112350.0
2000,,6952.0,174100.0,168000.0,7910.0,46.0,70351.0,2320.0,118980.0,4000.0,40.0,595.0,3302.0,34960.0,360.0,14299.0,,2090.0,56245.0,30800.0,363.0,580000.0,93300.0,59.0,4410.0,18800.0,406000.0,728000.0,7533.0,,,35074.0,10000.0,16142.0,,243000.0,5892.0,242000.0,6100.0,,16000.0,16375.0,,107077.0,200000.0,178534.0,80850.0,10800.0,17530.0,0.0,115400.0,2000.0,9000.0,88.0,39935.0,162.0,9405.0,28047.0,168700.0,100000.0,360.0,6000.0,1100.0,0.0,27750.0,397.0,69000.0,308000.0,143020.0,82000.0,11250.0,1226.0,122500.0,26211.0,10412.0,0.0,170080.0,300.0,2306.0,58.0,14190.0,143459.0,455.0,27000.0,4413.0,61918.0,38200.0,2000.0,6000.0,293000.0,6960.0,7100.0,242.0,3605.0,11000.0,187000.0,29889.0,4638.0,2953000.0,8163.0,,39000.0,573600.0,106.0,5110.0,82.0,2500.0,8443.0,51297.0,0.0,80850.0
2001,,7251.0,179600.0,174000.0,7742.0,46.0,61604.0,2376.0,123691.0,4500.0,44.0,978.0,3209.0,32320.0,240.0,15457.0,,2045.0,54529.0,31700.0,579.0,570000.0,79140.0,47.0,5120.0,21600.0,453100.0,720000.0,7664.0,,,26908.0,9800.0,15820.0,,229000.0,5259.0,239000.0,5600.0,,15000.0,17320.0,,120240.0,200000.0,181100.0,95970.0,11600.0,19053.0,0.0,115000.0,2000.0,11000.0,90.0,37026.0,159.0,11495.0,33089.0,181950.0,100000.0,440.0,6400.0,1200.0,0.0,27750.0,283.0,67000.0,288000.0,96804.0,79000.0,19395.0,1302.0,130800.0,26416.0,15800.0,0.0,160192.0,300.0,2618.0,44.0,11308.0,143664.0,300.0,27000.0,4169.0,63538.0,37300.0,1100.0,6000.0,262000.0,18880.0,7000.0,245.0,2034.0,10000.0,165000.0,25795.0,4818.0,2927000.0,8153.0,,31272.0,634300.0,125.0,5040.0,120.0,3500.0,8358.0,68734.0,0.0,95970.0
2002,,6000.0,178600.0,171000.0,7539.0,46.0,80658.0,2640.0,71378.0,4500.0,46.0,1182.0,3020.0,47360.0,450.0,11943.0,,2275.0,29462.0,40500.0,404.0,590000.0,84192.0,44.0,4931.0,15100.0,441700.0,680000.0,6570.0,,,32165.0,9400.0,14546.0,,234000.0,4195.0,227000.0,7600.0,,21000.0,18675.0,,108729.0,200000.0,188900.0,81375.0,11050.0,18286.0,0.0,106500.0,2000.0,10000.0,63.0,39235.0,54.0,11495.0,33100.0,176609.0,120000.0,560.0,4455.0,1300.0,0.0,27750.0,167.0,69000.0,319000.0,98400.0,83000.0,16620.0,1329.0,126700.0,22155.0,15000.0,0.0,181320.0,300.0,2630.0,43.0,12947.0,158550.0,1200.0,28000.0,4214.0,59179.0,37000.0,1020.0,6000.0,244000.0,21600.0,6400.0,403.0,1803.0,10802.0,162000.0,24900.0,4211.0,2879000.0,7933.0,,32856.0,724000.0,78.0,5895.0,56.0,4800.0,8882.0,49940.0,0.0,81375.0
2003,,6595.0,214400.0,208000.0,7112.0,54.0,94109.0,2700.0,92702.0,6800.0,48.0,1070.0,2800.0,48160.0,450.0,14219.0,,2528.0,9402.0,33000.0,499.0,793403.0,78840.0,42.0,4703.0,24000.0,409000.0,720000.0,4432.0,,,34092.0,9100.0,13157.0,,218000.0,4111.0,226000.0,6400.0,,25000.0,16610.0,,115220.0,170000.0,161900.0,82530.0,13341.0,16121.0,0.0,90000.0,2500.0,16000.0,65.0,35155.0,107.0,13585.0,32600.0,177800.0,105000.0,600.0,4500.0,1300.0,0.0,28500.0,132.0,70000.0,331000.0,101300.0,73000.0,11712.0,1212.0,120600.0,22200.0,15100.0,0.0,185928.0,200.0,1745.0,44.0,15026.0,138000.0,740.0,28000.0,4700.0,65320.0,60200.0,970.0,4000.0,240000.0,25200.0,6000.0,420.0,796.0,9500.0,151000.0,30300.0,4168.0,2842000.0,7896.0,,33500.0,654900.0,78.0,5824.0,37.0,6000.0,11144.0,58360.0,0.0,82530.0
2004,,7789.0,204500.0,198000.0,6531.0,60.0,90647.0,1023.0,106118.0,6400.0,48.0,1233.0,2761.0,40000.0,450.0,14451.0,,2549.0,16058.0,32500.0,505.0,820000.0,73980.0,37.0,4900.0,22800.0,363000.0,730000.0,7256.0,,,32396.0,10200.0,13202.0,,218000.0,3955.0,248000.0,6500.0,,24000.0,16635.0,,119460.0,163000.0,139300.0,87255.0,12998.0,17968.0,0.0,62900.0,5500.0,10000.0,62.0,35335.0,322.0,13585.0,32000.0,177800.0,95000.0,640.0,4500.0,1300.0,0.0,32250.0,89.0,70000.0,309000.0,103500.0,68000.0,10842.0,1303.0,124500.0,21007.0,14800.0,0.0,174384.0,200.0,3225.0,44.0,8591.0,135000.0,800.0,25000.0,4700.0,63900.0,58910.0,970.0,4000.0,235000.0,19200.0,5700.0,490.0,598.0,12000.0,132000.0,33200.0,3929.0,2600000.0,8000.0,,40000.0,630000.0,78.0,6300.0,31.0,6000.0,8306.0,48383.0,0.0,87255.0
2005,,3393.0,194500.0,188000.0,6293.0,62.0,74840.0,1920.0,73444.0,6400.0,50.0,1232.0,2959.0,40000.0,650.0,9127.0,,2812.0,79217.0,40303.0,415.0,820000.0,75588.0,78.0,4200.0,21000.0,324000.0,729960.0,5706.0,,,32133.0,9700.0,14241.0,,221000.0,3675.0,230000.0,6500.0,,25000.0,16136.0,,112857.0,200000.0,124536.0,90510.0,11984.0,16943.0,0.0,62900.0,5500.0,6000.0,50.0,38266.0,321.0,13585.0,30200.0,177800.0,105000.0,720.0,4500.0,1300.0,0.0,32250.0,68.0,76000.0,315000.0,102000.0,57000.0,8399.0,1500.0,130400.0,18800.0,11500.0,0.0,175096.0,200.0,4359.0,40.0,14025.0,133000.0,1000.0,25000.0,4000.0,63900.0,52514.0,1000.0,4000.0,257000.0,25960.0,6100.0,525.0,400.0,9500.0,143000.0,33200.0,4309.0,2845000.0,8000.0,,41600.0,742700.0,80.0,6285.0,33.0,5600.0,9761.0,34219.0,0.0,90510.0
2006,,3333.0,227500.0,221000.0,6580.0,63.0,76449.0,1200.0,76214.0,6200.0,49.0,1339.0,3432.0,41600.0,400.0,10030.0,18769.0,3058.0,78154.0,48391.0,441.0,820000.0,77544.0,108.0,4300.0,24500.0,382000.0,685603.0,5925.0,,,35306.0,9700.0,16674.0,,224000.0,3493.0,232000.0,6500.0,174.0,30000.0,15014.0,,118212.0,200000.0,143020.0,81144.0,12459.0,17789.0,0.0,69000.0,4500.0,6000.0,37.0,35619.0,373.0,12749.0,29800.0,177800.0,115000.0,680.0,4500.0,1300.0,0.0,32250.0,65.0,79000.0,302000.0,106300.0,70000.0,7650.0,1322.0,124600.0,,15000.0,0.0,159472.0,200.0,2781.0,44.0,15202.0,128005.0,900.0,25000.0,4000.0,71000.0,55400.0,1000.0,4000.0,253600.0,25960.0,5500.0,560.0,360.0,11800.0,135000.0,35982.0,4140.0,2900000.0,8100.0,,39200.0,696600.0,68.0,5135.0,33.0,5805.0,9735.0,33895.0,0.0,81144.0
2007,,2139.0,232500.0,226000.0,6377.0,59.0,73871.0,1000.0,83511.0,5400.0,50.0,1233.0,2986.0,28000.0,400.0,7927.0,18483.0,3173.0,85443.0,64815.0,510.0,850000.0,72312.0,98.0,3700.0,25000.0,330300.0,590000.0,3841.0,,,36048.0,9700.0,21000.0,,235000.0,3495.0,235000.0,6500.0,157.0,31000.0,16460.0,,77051.0,260000.0,152426.0,83339.0,11508.0,16919.0,0.0,68700.0,5500.0,8000.0,43.0,34042.0,127.0,12540.0,29300.0,98000.0,109000.0,640.0,4500.0,1300.0,3952.0,32250.0,43.0,79000.0,298000.0,111800.0,57000.0,12000.0,1280.0,135600.0,,16000.0,0.0,174504.0,200.0,3093.0,40.0,14289.0,119118.0,1032.0,25000.0,4000.0,71000.0,54700.0,833.0,4000.0,240000.0,25960.0,4952.0,595.0,317.0,10100.0,155000.0,43354.0,4545.0,2890000.0,8100.0,,35400.0,590700.0,79.0,6000.0,33.0,6345.0,10813.0,39026.0,0.0,83339.0
2008,,4264.0,206600.0,200000.0,6020.0,63.0,84683.0,1000.0,90627.0,5920.0,70.0,1224.0,2586.0,48000.0,400.0,7745.0,19075.0,3315.0,82631.0,59937.0,655.0,800000.0,84684.0,171.0,3494.0,29300.0,306000.0,602000.0,6069.0,,,29922.0,9800.0,16800.0,,253000.0,3160.0,242000.0,6600.0,161.0,28000.0,16493.0,,120647.0,230000.0,128019.0,65770.0,8532.0,21300.0,0.0,59900.0,5000.0,7000.0,53.0,33180.0,189.0,11077.0,29800.0,91000.0,104000.0,725.0,5000.0,1300.0,1251.0,30750.0,38.0,80000.0,291000.0,100640.0,70000.0,12000.0,1269.0,133900.0,,16000.0,0.0,174624.0,100.0,2777.0,42.0,15463.0,132034.0,1263.0,28000.0,9000.0,92300.0,58700.0,833.0,5000.0,236000.0,29370.0,4760.0,630.0,278.0,6800.0,160000.0,50953.0,4494.0,2700000.0,8100.0,,31500.0,717100.0,89.0,4600.0,32.0,9724.0,9831.0,46321.0,0.0,65770.0
2009,,4350.0,190660.0,183960.0,5887.0,72.0,78492.0,2010.0,119028.0,6100.0,90.0,908.0,3797.0,24000.0,700.0,8412.0,16833.0,3090.0,77532.0,83096.0,574.0,750000.0,74856.0,126.0,2862.0,27000.0,246000.0,608000.0,5291.0,,,25734.0,8500.0,15680.0,,210000.0,2505.0,238000.0,6700.0,146.0,29000.0,15450.0,,114063.0,220000.0,108751.0,68250.0,9866.0,22000.0,0.0,49400.0,6000.0,5000.0,55.0,30806.0,102.0,11077.0,25200.0,154000.0,105000.0,605.0,5000.0,1200.0,1479.0,28200.0,43.0,79000.0,249000.0,119075.0,50000.0,12375.0,739.0,169900.0,,15100.0,0.0,153560.0,300.0,2528.0,40.0,6809.0,112000.0,1560.0,26000.0,5000.0,92300.0,43240.0,695.0,5000.0,258400.0,23320.0,4400.0,665.0,189.0,7100.0,171000.0,51744.0,3727.0,2160000.0,8100.0,,25100.0,630700.0,71.0,4300.0,33.0,9011.0,8666.0,43925.0,0.0,68250.0
2010,,3261.0,173000.0,166000.0,5397.0,81.0,71108.0,1507.0,118639.0,5400.0,110.0,1156.0,3559.0,48000.0,800.0,8824.0,15525.0,2884.0,75549.0,128836.0,287.0,700000.0,84648.0,103.0,3166.0,22000.0,229400.0,573767.0,5490.0,,,24562.0,8600.0,16964.0,,205000.0,1889.0,222000.0,7000.0,148.0,28800.0,16703.0,,114336.0,245000.0,104288.0,53717.0,10125.0,24000.0,0.0,43200.0,5000.0,5000.0,56.0,27947.0,151.0,10137.0,28600.0,140000.0,85000.0,601.0,5500.0,1300.0,1534.0,31500.0,38.0,75000.0,245000.0,100825.0,57000.0,11038.0,494.0,122000.0,,13500.0,0.0,162071.0,300.0,3028.0,42.0,11506.0,109000.0,1169.0,27000.0,4000.0,92300.0,40000.0,740.0,4000.0,255000.0,20900.0,4400.0,700.0,182.0,4800.0,145000.0,52934.0,4149.0,2360000.0,8100.0,,25600.0,530200.0,68.0,5611.0,33.0,7314.0,7972.0,35000.0,0.0,53717.0
2011,,3375.0,190500.0,182000.0,5054.0,84.0,76406.0,1324.0,96487.0,4000.0,230.0,1275.0,3469.0,48000.0,800.0,10296.0,16161.0,2965.0,69989.0,199126.0,366.0,680000.0,92400.0,118.0,2082.0,19200.0,257300.0,549753.0,5738.0,,,23934.0,8200.0,17914.0,,248000.0,1378.0,232000.0,8500.0,142.0,33800.0,16788.0,,116928.0,256000.0,130365.0,51438.0,9080.0,18000.0,0.0,46100.0,4500.0,3000.0,55.0,27441.0,126.0,9823.0,27100.0,126000.0,80000.0,528.0,6000.0,1400.0,1596.0,31800.0,25.0,78000.0,277000.0,88364.0,70000.0,12216.0,547.0,118000.0,,14900.0,0.0,151450.0,300.0,2221.0,42.0,12903.0,114000.0,960.0,29000.0,5000.0,92300.0,40000.0,740.0,4000.0,212000.0,30800.0,4300.0,770.0,164.0,4300.0,150000.0,60835.0,4091.0,2650000.0,8100.0,,24200.0,479500.0,110.0,5946.0,36.0,7000.0,9389.0,34300.0,0.0,51438.0
2012,,3375.0,182000.0,174000.0,5117.0,84.0,76461.0,1378.0,97576.0,4000.0,240.0,1233.0,3453.0,32000.0,300.0,8841.0,18128.0,2857.0,73456.0,138932.0,545.0,720000.0,93600.0,122.0,2730.0,18000.0,249200.0,544102.0,5335.0,,,23934.0,8500.0,19382.0,,225000.0,1670.0,270000.0,8000.0,81.0,33800.0,16047.0,,117720.0,263000.0,125997.0,48881.0,8565.0,18000.0,0.0,39400.0,4600.0,3000.0,55.0,25911.0,107.0,10450.0,30400.0,126000.0,95000.0,543.0,6500.0,1500.0,1528.0,30750.0,20.0,65000.0,243000.0,98504.0,73000.0,13577.0,1104.0,113000.0,,14400.0,,157368.0,300.0,1980.0,42.0,10945.0,135000.0,960.0,32000.0,7000.0,92300.0,35000.0,722.0,4000.0,217000.0,22240.0,4800.0,840.0,120.0,9000.0,182000.0,66574.0,4136.0,2710000.0,7500.0,0.0,20500.0,689000.0,80.0,5692.0,34.0,8200.0,8876.0,35350.0,0.0,48881.0
2013,,3650.0,175000.0,167000.0,4970.0,86.0,74546.0,1723.0,114008.0,4000.0,310.0,1581.0,3480.0,48000.0,300.0,9033.0,18161.0,3050.0,70060.0,138932.0,556.0,724000.0,80640.0,124.0,2730.0,16800.0,206800.0,557459.0,5330.0,,,28742.0,8200.0,25563.0,,230000.0,1982.0,208000.0,8000.0,85.0,35600.0,16090.0,,96048.0,284400.0,106641.0,49224.0,8651.0,18000.0,0.0,37500.0,4600.0,3000.0,50.0,26478.0,116.0,5147.0,31900.0,126000.0,105000.0,549.0,6900.0,1500.0,1650.0,30750.0,17.0,70000.0,247000.0,95204.0,70000.0,12000.0,1020.0,120000.0,,14200.0,,126817.0,300.0,2352.0,40.0,10945.0,129000.0,1159.0,35000.0,11000.0,92300.0,36000.0,750.0,4000.0,220000.0,27398.0,4500.0,833.0,77.0,9000.0,162000.0,73133.0,3654.0,2800000.0,8000.0,0.0,20500.0,670000.0,70.0,5950.0,67.0,8200.0,7616.0,35350.0,0.0,49224.0
2014,,3650.0,172000.0,164000.0,4970.0,86.0,74546.0,1723.0,114008.0,4000.0,236.0,1581.0,3480.0,48000.0,300.0,9033.0,18161.0,3050.0,76362.0,138932.0,556.0,724000.0,80640.0,124.0,2730.0,17000.0,206800.0,557459.0,5330.0,,,27140.0,8200.0,25563.0,,230000.0,1982.0,208000.0,8000.0,85.0,35600.0,16090.0,,96048.0,270000.0,120750.0,49224.0,8651.0,18000.0,0.0,37500.0,4600.0,3000.0,50.0,26478.0,116.0,5147.0,38200.0,126000.0,110000.0,549.0,6900.0,1500.0,1650.0,30750.0,17.0,70000.0,245000.0,95204.0,70000.0,12000.0,1020.0,120000.0,,14200.0,,126817.0,300.0,2352.0,40.0,10945.0,129000.0,1159.0,35000.0,11000.0,92300.0,36000.0,750.0,4000.0,220000.0,27398.0,4500.0,833.0,77.0,9000.0,162000.0,73587.0,3654.0,2850000.0,8000.0,0.0,20500.0,660000.0,70.0,6442.0,67.0,8200.0,7616.0,35350.0,0.0,49224.0
