,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Marshall Islands,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Guam,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1961,2658268.0,2440.0,29954.0,14690.0,41490.0,0.0,12973.0,6878.0,34893.0,19718.0,80314.0,3098.0,21762.0,22816.0,4570.0,7519.0,566613.0,,16137.0,2889.0,268513.0,39770.0,,2014.0,4981.0,19721.0,1408.0,,0.0,6122.0,64154.0,645.0,8306.0,,367707.0,44411.0,4897.0,,51690.0,54701.0,19345.0,54636.0,71166.0,45441.0,33942.0,80030.0,54498.0,6388.0,,622.0,,193475.0,271.0,47401.0,1870.0,1690.0,,1300.0,13474.0,71995.0,28020.0,12317.0,6222.0,64161.0,99750.0,7800.0,,64532.0,27.0,0.0,18125.0,,33952.0,3.0,17087.0,15175.0,40014.0,35487.0,,15181.0,146.0,8060.0,,24700.0,3458.0,813.0,260.0,2357.0,4097.0,,,,,42350.0,23029.0,507.0,1560.0,201.0,195.0,28429.0,134883.0,148883.0,,15940.0,13927.0,4772.0,207016.0,219426.0,271.0,,396.0,1350.0,15164.0,1346.0,,892.0,308.0,94913.0,50343.0,31560.0,,452657.0,,2938.0,27339.0,0.0,49666.0,1126846.0,125970.0,49400.0,43.0,86237.0,,174414.0,267555.0,80902.0,36097.0,355041.0,1436510.0,17980.0,36.0,15825.0,,42952.0,4712982.0,2321670.0,21840.0,3127370.0,36260.0,87795.0,10651.0,6341.0,169.0,8204.0,215547.0,,380.0,657509.0,8169.0,1608.0,3405.0,13550.0,,,4147.0,313903.0,555317.0,,76407.0,,,2369071.0,31552.0,,224386.0,3.0,26120.0,49963.0,24337.0,,2333.0,4727.0,223340.0,823.0,1950.0,1839.0,123302.0,652457.0,0.0,1470.0,,12665.0,42807.0,160.0,292036.0,1822.0,2863.0,897.0,52.0,412077.0,55967.0,,630.0,69235.0,256515.0,11583.0,29689.0,54942.0,,138055.0,,,14687.0
1962,2694513.0,3002.0,29304.0,13390.0,40703.0,0.0,12988.0,6419.0,37097.0,19718.0,81719.0,2819.0,21190.0,23704.0,4816.0,9975.0,655652.0,,20398.0,3227.0,237102.0,41772.0,,2849.0,5829.0,19270.0,1494.0,,0.0,7554.0,68368.0,645.0,8682.0,,137006.0,32735.0,4563.0,,53280.0,62374.0,22180.0,64265.0,82929.0,40044.0,34157.0,79830.0,66148.0,1637.0,,451.0,,84134.0,264.0,45247.0,1749.0,1625.0,,1170.0,14449.0,72157.0,28080.0,12525.0,7518.0,66741.0,116800.0,7800.0,,58639.0,22.0,0.0,18652.0,,31179.0,4.0,25812.0,4908.0,47279.0,31744.0,,10193.0,146.0,7150.0,,28366.0,4744.0,785.0,260.0,2417.0,4769.0,,,,,50255.0,25674.0,507.0,1560.0,207.0,267.0,32280.0,111052.0,163831.0,,18600.0,15751.0,4657.0,218243.0,229125.0,156.0,,414.0,1332.0,13664.0,455.0,,861.0,423.0,93163.0,62111.0,32460.0,,406503.0,,2522.0,29724.0,0.0,51418.0,1113642.0,164250.0,57430.0,27.0,86368.0,,173966.0,269110.0,108889.0,35750.0,350567.0,1489130.0,18681.0,39.0,10634.0,,46049.0,4839602.0,2424570.0,25259.0,3332382.0,36713.0,95142.0,13222.0,9660.0,169.0,9352.0,195271.0,,570.0,840162.0,9132.0,1270.0,2935.0,13550.0,,,4420.0,314316.0,455340.0,,67047.0,,,2469817.0,29601.0,,231749.0,6.0,2435.0,69038.0,45321.0,,2333.0,4638.0,203824.0,840.0,1989.0,1637.0,165757.0,834195.0,0.0,1516.0,,18921.0,44670.0,164.0,198241.0,1912.0,2767.0,1040.0,59.0,446401.0,58717.0,,645.0,70748.0,285000.0,11882.0,30766.0,53499.0,,159708.0,,,13663.0
1963,2548144.0,3040.0,33074.0,14976.0,42459.0,0.0,14663.0,5968.0,52331.0,20368.0,86371.0,2933.0,21047.0,23935.0,4800.0,10672.0,627138.0,,23307.0,3219.0,309244.0,42675.0,,3925.0,6215.0,17430.0,1569.0,,0.0,7165.0,63628.0,667.0,7579.0,,316430.0,29349.0,4431.0,,66030.0,60656.0,21340.0,60312.0,121705.0,49501.0,35396.0,80280.0,49991.0,2944.0,,706.0,,176832.0,258.0,44802.0,1334.0,1521.0,,1378.0,15374.0,79477.0,28255.0,11897.0,11718.0,66914.0,91428.0,7540.0,,64783.0,26.0,0.0,17597.0,,41732.0,4.0,12648.0,15062.0,48600.0,32914.0,,11761.0,146.0,6110.0,,31752.0,4443.0,928.0,260.0,2474.0,5256.0,,,,,99313.0,27629.0,507.0,1625.0,196.0,111.0,34474.0,134379.0,180401.0,,23312.0,19387.0,4543.0,256772.0,241750.0,169.0,,414.0,1467.0,15230.0,852.0,,968.0,620.0,93970.0,66675.0,33360.0,,726873.0,,2873.0,28823.0,0.0,50610.0,1083058.0,111330.0,52270.0,22.0,90756.0,,185145.0,288069.0,108528.0,33928.0,340703.0,1550140.0,19164.0,39.0,12590.0,,47139.0,5037023.0,2801170.0,24518.0,3340650.0,33384.0,117752.0,11853.0,15563.0,169.0,7495.0,221413.0,,950.0,960156.0,8433.0,1460.0,2883.0,14590.0,,,4225.0,332854.0,689289.0,,79678.0,,,2845972.0,25087.0,,255534.0,7.0,9235.0,68025.0,38436.0,,2532.0,5101.0,147894.0,857.0,2054.0,1802.0,167294.0,695375.0,0.0,1680.0,,22363.0,41408.0,168.0,282095.0,2139.0,2735.0,1170.0,62.0,428759.0,64533.0,,675.0,69223.0,277655.0,12714.0,33436.0,55991.0,,147780.0,,,14213.0
1964,3250979.0,3306.0,34894.0,13273.0,42557.0,0.0,14143.0,5887.0,48229.0,21018.0,86179.0,3746.0,21580.0,25850.0,5323.0,15473.0,637629.0,,23614.0,3397.0,342660.0,43739.0,,3933.0,7326.0,20158.0,1606.0,,0.0,8822.0,68392.0,667.0,7903.0,,187640.0,28906.0,4367.0,,64575.0,54536.0,21898.0,80092.0,125129.0,48362.0,35913.0,86310.0,84139.0,1649.0,,1523.0,,71022.0,246.0,58705.0,1481.0,1430.0,,1040.0,16835.0,86242.0,28462.0,8736.0,11804.0,60686.0,112770.0,7670.0,,69356.0,22.0,0.0,19276.0,,46347.0,4.0,21657.0,8283.0,45128.0,32983.0,,13260.0,161.0,6630.0,,28366.0,4876.0,872.0,260.0,2493.0,4502.0,,,,,99575.0,32827.0,507.0,1664.0,196.0,338.0,43415.0,110769.0,138079.0,,34113.0,30179.0,4429.0,227963.0,228753.0,182.0,,432.0,1416.0,12340.0,1233.0,,867.0,780.0,103593.0,56009.0,35160.0,,161768.0,,3796.0,29083.0,0.0,55209.0,1123783.0,123830.0,57954.0,13.0,89849.0,,188444.0,274261.0,138247.0,37150.0,320290.0,1523510.0,18423.0,52.0,11299.0,,45010.0,4977961.0,3392044.0,23777.0,3418878.0,31035.0,122176.0,16347.0,18100.0,169.0,7204.0,228147.0,,1330.0,897683.0,11047.0,1399.0,3323.0,16410.0,,,5525.0,313137.0,481971.0,,78138.0,,,3450749.0,34464.0,,229273.0,,22355.0,50438.0,32114.0,,2835.0,6353.0,138955.0,875.0,2080.0,1869.0,177045.0,680064.0,0.0,1806.0,,28508.0,44845.0,172.0,340957.0,2366.0,2741.0,910.0,59.0,442260.0,62143.0,,690.0,70935.0,290955.0,12701.0,35904.0,55945.0,,153627.0,,,14604.0
1965,3081656.0,2546.0,27360.0,13234.0,33818.0,0.0,15300.0,4624.0,66362.0,20498.0,90317.0,4452.0,25090.0,25642.0,5616.0,11795.0,768873.0,,25812.0,3786.0,518970.0,46934.0,,2251.0,9009.0,21248.0,1638.0,,0.0,5771.0,58490.0,688.0,9046.0,,242720.0,36001.0,4396.0,,66060.0,39838.0,20616.0,67430.0,126185.0,57356.0,41209.0,84091.0,87407.0,5322.0,,1535.0,,128744.0,234.0,61665.0,1246.0,1430.0,,1378.0,15115.0,89937.0,21575.0,26459.0,12573.0,65461.0,127366.0,7150.0,,68105.0,20.0,0.0,18798.0,,52358.0,4.0,22063.0,12446.0,50077.0,34048.0,,14548.0,161.0,9750.0,,28796.0,5244.0,882.0,260.0,2513.0,5896.0,,,,,61787.0,34735.0,507.0,1820.0,206.0,302.0,47872.0,108444.0,161619.0,,15202.0,12951.0,4328.0,245603.0,223119.0,182.0,,432.0,1512.0,13576.0,769.0,,900.0,650.0,91063.0,83606.0,36960.0,,401219.0,,3146.0,28423.0,0.0,60291.0,1103265.0,223810.0,59888.0,16.0,91626.0,,175140.0,310787.0,161419.0,39803.0,265451.0,1604520.0,18704.0,78.0,10800.0,,41915.0,5796303.0,3327450.0,20956.0,3091066.0,25728.0,140692.0,12416.0,20407.0,195.0,7302.0,252235.0,,2052.0,873282.0,13865.0,1550.0,3250.0,14460.0,,,4381.0,343419.0,559290.0,,82730.0,,,3389115.0,34482.0,,222471.0,,8834.0,41723.0,20916.0,,3677.0,6197.0,135405.0,893.0,2314.0,2400.0,184276.0,798266.0,0.0,1806.0,,36579.0,48624.0,176.0,275007.0,2623.0,2811.0,819.0,64.0,453473.0,65646.0,,714.0,69594.0,266544.0,12831.0,40136.0,50574.0,,161207.0,,,20042.0
1966,3492571.0,1064.0,31910.0,13429.0,28872.0,0.0,16101.0,5720.0,59842.0,19458.0,92849.0,9082.0,24973.0,24260.0,5516.0,13289.0,855533.0,,19593.0,4030.0,495376.0,45416.0,,1691.0,9376.0,20731.0,1681.0,,0.0,4751.0,62035.0,688.0,7480.0,,249849.0,37196.0,3999.0,,53565.0,52896.0,22239.0,69549.0,136306.0,47885.0,45576.0,77883.0,39134.0,3909.0,,1383.0,,62875.0,238.0,51904.0,1167.0,2574.0,,1651.0,17045.0,93272.0,21610.0,24587.0,13427.0,72532.0,123431.0,7800.0,,66293.0,9.0,0.0,19434.0,,58026.0,4.0,16029.0,7777.0,50156.0,31750.0,,14394.0,146.0,9360.0,,28524.0,4229.0,962.0,260.0,2200.0,4076.0,,,,,22219.0,36216.0,507.0,1820.0,247.0,228.0,46101.0,116063.0,123967.0,,31289.0,29598.0,4201.0,252801.0,254918.0,189.0,,450.0,1546.0,18719.0,647.0,,1005.0,520.0,93492.0,94270.0,38760.0,,514320.0,,4030.0,31390.0,0.0,59275.0,1107977.0,204980.0,45938.0,29.0,95494.0,,177119.0,368572.0,158587.0,41031.0,274247.0,1514320.0,18299.0,104.0,13270.0,,39637.0,5816860.0,3913640.0,20865.0,3030830.0,23434.0,122583.0,12071.0,22148.0,195.0,6735.0,304440.0,,2926.0,983744.0,14485.0,1760.0,3236.0,16020.0,,,4810.0,307166.0,463930.0,,91261.0,10.0,,3965544.0,36711.0,,226392.0,9.0,7538.0,55547.0,37000.0,,3432.0,7674.0,118205.0,1170.0,2379.0,2058.0,152745.0,770093.0,0.0,3038.0,,32304.0,44410.0,179.0,400423.0,3129.0,3165.0,910.0,64.0,523781.0,71992.0,,720.0,72803.0,225509.0,13039.0,37678.0,54400.0,,190380.0,,,20705.0
1967,3653232.0,3496.0,38050.0,13598.0,28478.0,0.0,15480.0,4715.0,37440.0,19718.0,86200.0,9657.0,25935.0,23719.0,5562.0,14560.0,862046.0,,15977.0,4493.0,367060.0,61432.0,,2497.0,9743.0,21695.0,1662.0,,0.0,3736.0,63948.0,731.0,7250.0,,276936.0,41882.0,4188.0,,56924.0,45187.0,20539.0,65467.0,126826.0,46946.0,42329.0,91970.0,95507.0,6856.0,,4762.0,,129050.0,219.0,60673.0,1149.0,2574.0,,1430.0,17691.0,91252.0,23675.0,34143.0,14149.0,82322.0,156066.0,8060.0,,63099.0,15.0,0.0,17841.0,,42517.0,4.0,19763.0,16146.0,58922.0,30717.0,,18391.0,146.0,11050.0,,29380.0,6957.0,1042.0,260.0,1954.0,4532.0,,,,,61260.0,36022.0,442.0,1456.0,298.0,195.0,56211.0,185878.0,119713.0,,30848.0,28351.0,4099.0,288597.0,226128.0,182.0,,468.0,1578.0,19264.0,1093.0,,1029.0,455.0,111138.0,90137.0,41460.0,,351370.0,,3900.0,38234.0,0.0,64172.0,1147932.0,283730.0,42760.0,26.0,104869.0,,176346.0,404150.0,200622.0,50777.0,323372.0,1281030.0,19561.0,104.0,13285.0,,33973.0,5911646.0,3936660.0,18954.0,3461272.0,24071.0,155278.0,9863.0,17590.0,195.0,6158.0,328305.0,,5244.0,827464.0,15854.0,2246.0,4178.0,10560.0,,,4843.0,314517.0,666115.0,,88420.0,10.0,,3997333.0,36156.0,,252243.0,9.0,23658.0,46540.0,44080.0,,3521.0,8289.0,109630.0,1300.0,2834.0,2469.0,140329.0,832099.0,0.0,6442.0,,33300.0,43821.0,183.0,342736.0,3192.0,3293.0,910.0,80.0,464840.0,76372.0,,735.0,57919.0,243836.0,11856.0,44354.0,46517.0,,212855.0,,,21492.0
1968,3662267.0,2242.0,32230.0,14781.0,32116.0,0.0,17642.0,7181.0,113636.0,17118.0,92026.0,10054.0,20280.0,23476.0,5700.0,14512.0,877355.0,,13772.0,4562.0,467444.0,77689.0,,2171.0,10031.0,20902.0,1667.0,,0.0,3796.0,66006.0,774.0,6426.0,,211715.0,37319.0,4180.0,,52797.0,49613.0,21409.0,71966.0,142181.0,62550.0,43807.0,97489.0,102012.0,3475.0,,2906.0,,86588.0,216.0,51540.0,1352.0,2574.0,,1456.0,16134.0,86614.0,22410.0,35365.0,14654.0,90077.0,169062.0,8450.0,,75186.0,16.0,0.0,22531.0,,41427.0,4.0,17115.0,8800.0,53142.0,38187.0,,15628.0,146.0,7020.0,,30199.0,7159.0,961.0,260.0,1490.0,4184.0,,,,,62125.0,40145.0,403.0,2535.0,300.0,215.0,54485.0,115732.0,171078.0,,33330.0,31158.0,3995.0,310338.0,227200.0,195.0,,468.0,1850.0,20111.0,1617.0,,1028.0,390.0,124738.0,76471.0,44160.0,,550913.0,,4147.0,37806.0,0.0,64279.0,1204291.0,226670.0,57284.0,17.0,111586.0,,177638.0,485198.0,210887.0,60694.0,369853.0,1342810.0,21057.0,169.0,10688.0,,35834.0,6811543.0,3798580.0,18083.0,3303504.0,23684.0,161847.0,10448.0,23501.0,195.0,6194.0,323621.0,,7296.0,803109.0,16072.0,1784.0,4783.0,15240.0,,,4693.0,261652.0,466974.0,,89332.0,10.0,,3850120.0,42641.0,,213597.0,9.0,3892.0,30275.0,32182.0,,4005.0,7313.0,96398.0,1365.0,3016.0,2098.0,143711.0,766125.0,0.0,5811.0,,31659.0,40267.0,187.0,430816.0,4640.0,2936.0,845.0,82.0,513468.0,80982.0,,720.0,80019.0,262885.0,10049.0,48223.0,48659.0,,199541.0,,,20612.0
1969,3447296.0,3078.0,34730.0,15392.0,36877.0,0.0,16745.0,7913.0,75926.0,20847.0,94491.0,10419.0,23745.0,26355.0,5700.0,15122.0,965444.0,,16288.0,4616.0,623207.0,85028.0,,3708.0,10583.0,18018.0,1467.0,,0.0,4051.0,70389.0,731.0,6776.0,,198301.0,30038.0,4449.0,,60850.0,63931.0,29392.0,74753.0,175735.0,73292.0,40644.0,84759.0,80046.0,4412.0,,1835.0,,117470.0,222.0,49741.0,1149.0,2457.0,,1495.0,18375.0,90155.0,23395.0,10547.0,15945.0,93191.0,126485.0,9100.0,,83275.0,5.0,0.0,21732.0,,40214.0,4.0,12396.0,12259.0,57508.0,26566.0,,21062.0,146.0,7150.0,,32352.0,5286.0,1050.0,260.0,1278.0,4901.0,,,,,29219.0,42059.0,351.0,1820.0,303.0,213.0,59135.0,159560.0,167391.0,,37655.0,33946.0,3852.0,298148.0,207204.0,202.0,,486.0,2034.0,21023.0,1790.0,,849.0,364.0,118685.0,63166.0,45060.0,,425739.0,,3510.0,38884.0,0.0,54620.0,1226558.0,104250.0,58336.0,17.0,120196.0,,190455.0,547202.0,242537.0,62793.0,388420.0,1393160.0,20899.0,195.0,13941.0,,29988.0,6925068.0,3613110.0,25012.0,3380788.0,25286.0,159252.0,9074.0,22907.0,202.0,5915.0,337933.0,,3534.0,693145.0,16091.0,1462.0,5053.0,17320.0,,,3913.0,251148.0,582073.0,,103456.0,10.0,,3662851.0,37574.0,,277407.0,8.0,5287.0,46781.0,49621.0,,3482.0,4337.0,83533.0,1383.0,3068.0,3166.0,175412.0,675643.0,0.0,5356.0,,29433.0,40384.0,191.0,341414.0,4018.0,2812.0,780.0,83.0,460077.0,83162.0,,825.0,78342.0,255605.0,13325.0,59506.0,60061.0,,235035.0,,,20699.0
1970,3530376.0,3876.0,31380.0,12168.0,32524.0,0.0,16966.0,6510.0,50080.0,23967.0,92280.0,13161.0,28548.0,25122.0,5700.0,13512.0,1076986.0,,17414.0,4879.0,1140532.0,100495.0,,4352.0,10197.0,18654.0,1424.0,,0.0,2219.0,67274.0,774.0,6190.0,,259384.0,32668.0,4593.0,,73132.0,63195.0,30332.0,63299.0,123800.0,81850.0,40228.0,117800.0,73915.0,1803.0,,2280.0,,102908.0,220.0,56655.0,1193.0,2457.0,,1599.0,17958.0,97129.0,24650.0,19352.0,16874.0,85179.0,142076.0,8710.0,,83492.0,7.0,0.0,18224.0,,41684.0,2.0,11382.0,11596.0,48814.0,30920.0,,18079.0,146.0,7670.0,,30146.0,7210.0,963.0,260.0,1248.0,4059.0,,,,,100331.0,50978.0,325.0,1820.0,303.0,216.0,78752.0,148673.0,191144.0,,58589.0,54237.0,3726.0,303609.0,207828.0,208.0,,486.0,2226.0,21204.0,1333.0,,877.0,455.0,123252.0,62360.0,46860.0,,547237.0,,1950.0,38254.0,0.0,42346.0,1312972.0,248510.0,47502.0,20.0,128574.0,,182101.0,652415.0,287841.0,62201.0,373649.0,1212544.0,19909.0,234.0,10174.0,,28992.0,6893973.0,4007440.0,22971.0,3907252.0,23682.0,160762.0,11084.0,21199.0,208.0,5830.0,354418.0,,1824.0,747370.0,19165.0,1606.0,5152.0,13550.0,,,3556.0,187863.0,522709.0,,114810.0,10.0,,4064095.0,36424.0,,313817.0,8.0,2365.0,54491.0,49230.0,,3289.0,4205.0,74641.0,1335.0,2730.0,2930.0,167010.0,893007.0,0.0,3413.0,,22912.0,42679.0,195.0,442523.0,4698.0,3205.0,754.0,65.0,475172.0,84882.0,,1440.0,85685.0,258121.0,17940.0,83780.0,50525.0,,179421.0,,,21487.0
