,USSR,Finland,Vanuatu,Fiji,French Guiana,Kenya,Guyana,Papua New Guinea,Somalia,Micronesia,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Honduras,Jamaica,Swaziland,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,Pakistan,Greece,Tajikistan,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,"China, Taiwan Province of",Pacific Islands Trust Territory,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Belarus,Afghanistan,Trinidad and Tobago,Sudan,Mauritius,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Djibouti,Guadeloupe,South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Togo,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Yemen,Suriname,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Jordan,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Peru,United States of America,"China, mainland",The former Yugoslav Republic of Macedonia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Timor-Leste,Burundi,Belgium,Luxembourg,Czechia,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Switzerland,Sierra Leone,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,Mexico,Guinea,Kuwait,Mauritania,Czechoslovakia,Sri Lanka,Guam,Côte d'Ivoire,Croatia,Bulgaria,Montenegro,Ukraine
1971,10662740.0,233055.0,48.0,3.0,4.0,46010.0,30.0,20.0,14320.0,2.0,17176.0,270744.0,,4323.0,1.0,808491.0,25742.0,488507.0,10.0,16310.0,5742.0,67.0,2822.0,,20800.0,35225.0,11530.0,3733.0,10.0,63307.0,78352.0,,10842.0,29570.0,148650.0,1060.0,60384.0,211805.0,110968.0,1700.0,15414.0,275000.0,10732.0,,4180.0,,67834.0,771.0,2.0,,3.0,3334.0,28274.0,12316.0,9161.0,1038.0,3568.0,855189.0,85.0,,9160.0,0.0,0.0,3934.0,,25792.0,85.0,298030.0,903.0,37440.0,79200.0,,3117.0,112.0,,42780.0,29.0,,6.0,,,,33800.0,3736.0,1076.0,0.0,15.0,84748.0,7135.0,,275720.0,259410.0,800.0,5456.0,20535.0,332.0,,1830.0,300.0,35925.0,1602.0,30671.0,3.0,12530.0,44344.0,58700.0,,,22.0,4500.0,22.0,19663.0,66000.0,1178595.0,14519.0,5460.0,174840.0,,92.0,162.0,673363.0,49043.0,26268.0,163060.0,113.0,29459.0,1692000.0,2221195.0,,1445000.0,695.0,32335.0,23000.0,20613.0,3219.0,3030.0,241557.0,,51244.0,47012.0,73468.0,128.0,3850.0,,,,29275.0,162100.0,47047.0,34415.0,,2221966.0,31942.0,,23772.0,184781.0,12800.0,573.0,18196.0,40825.0,,123.0,121017.0,10013.0,1.0,47000.0,554138.0,3440.0,466321.0,,4789.0,168.0,5888.0,23.0,766252.0,16415.0,3.0,394511.0,4315.0,1.0,4234.0,210854.0,665.0,0.0,13901.0,,131091.0,,
1972,10860180.0,236847.0,50.0,3.0,4.0,51570.0,37.0,15.0,8490.0,2.0,17271.0,259259.0,,4169.0,1.0,821631.0,24188.0,509610.0,9.0,11205.0,6011.0,58.0,3175.0,,23200.0,34489.0,12730.0,4501.0,10.0,67094.0,77735.0,,9780.0,33000.0,148850.0,1075.0,92217.0,288758.0,95850.0,1694.0,16297.0,262000.0,10392.0,,4344.0,,64123.0,858.0,2.0,,3.0,3210.0,28410.0,17404.0,15538.0,1133.0,3342.0,857034.0,88.0,,9091.0,0.0,0.0,4382.0,,23666.0,76.0,296034.0,797.0,39060.0,75860.0,,3448.0,118.0,,43160.0,25.0,,5.0,,,,34302.0,3761.0,1083.0,0.0,15.0,83753.0,7038.0,,260737.0,249533.0,900.0,5895.0,23868.0,295.0,,1873.0,304.0,33410.0,2105.0,31275.0,3.0,17730.0,39197.0,59800.0,,,21.0,4960.0,23.0,15111.0,56000.0,1168400.0,13079.0,4807.0,153960.0,,89.0,152.0,681613.0,46307.0,26937.0,225864.0,195.0,38689.0,1696200.0,2196420.0,,1201000.0,770.0,34000.0,20000.0,15238.0,2669.0,3270.0,231120.0,,52271.0,54528.0,55595.0,164.0,4055.0,,,,33980.0,163200.0,46053.0,33930.0,,2197278.0,31777.0,,26833.0,192044.0,14800.0,576.0,23921.0,32581.0,,141.0,123023.0,6909.0,16.0,48000.0,564397.0,3560.0,452211.0,,4735.0,168.0,6000.0,23.0,737206.0,16254.0,3.0,413875.0,4305.0,1.0,2811.0,208537.0,715.0,0.0,14081.0,,129409.0,,
1973,11557460.0,237951.0,50.0,5.0,4.0,51666.0,24.0,15.0,8730.0,2.0,17532.0,277688.0,,4403.0,1.0,803930.0,24722.0,546310.0,11.0,11963.0,5836.0,108.0,3086.0,,25300.0,33323.0,12930.0,8715.0,11.0,68772.0,76230.0,,8610.0,36600.0,139800.0,2649.0,71111.0,209608.0,93548.0,1374.0,17130.0,264000.0,14847.0,,4613.0,,62978.0,957.0,2.0,,3.0,3436.0,29430.0,17202.0,16919.0,793.0,3272.0,877255.0,90.0,,8528.0,0.0,0.0,4200.0,,30308.0,85.0,294326.0,971.0,37764.0,69172.0,,3345.0,119.0,,45023.0,31.0,,17.0,,,,32926.0,4179.0,1640.0,0.0,15.0,70990.0,7132.0,,228095.0,216133.0,1100.0,5312.0,26858.0,342.0,,1925.0,318.0,36180.0,2610.0,29293.0,2.0,17730.0,44575.0,61100.0,,,19.0,6332.0,24.0,11816.0,72000.0,1146145.0,13383.0,5850.0,156020.0,,88.0,221.0,686321.0,48594.0,27748.0,184438.0,291.0,38189.0,1583700.0,2137225.0,,1339000.0,820.0,32660.0,20002.0,17244.0,2301.0,3558.0,245014.0,,55054.0,60198.0,55169.0,210.0,3730.0,,,,36094.0,164100.0,46053.0,35400.0,,2138182.0,37164.0,,33194.0,190266.0,18000.0,595.0,19196.0,42225.0,,159.0,126322.0,6619.0,17.0,49476.0,575368.0,3610.0,433735.0,,6069.0,168.0,6250.0,23.0,740953.0,16483.0,3.0,365103.0,4323.0,0.0,3412.0,187969.0,1030.0,0.0,15288.0,,147777.0,,
1974,11499351.0,224405.0,55.0,4.0,4.0,51870.0,61.0,30.0,11180.0,2.0,17445.0,284066.0,,4998.0,1.0,770115.0,26027.0,588295.0,10.0,10063.0,6839.0,102.0,2705.0,,24900.0,32112.0,12930.0,7378.0,11.0,67562.0,72908.0,,8370.0,36885.0,157700.0,2339.0,102484.0,205493.0,112104.0,1141.0,13658.0,252000.0,15418.0,,4610.0,,65386.0,1256.0,2.0,,3.0,3338.0,32210.0,17352.0,18657.0,1016.0,3255.0,884243.0,95.0,,7547.0,0.0,0.0,3850.0,,27321.0,89.0,294831.0,1055.0,34200.0,75908.0,,4050.0,124.0,,43740.0,35.0,,13.0,,,,33210.0,4514.0,2040.0,0.0,5.0,72096.0,6853.0,,229706.0,219643.0,930.0,5450.0,28248.0,340.0,,1964.0,360.0,34250.0,2770.0,33665.0,3.0,16150.0,41436.0,62800.0,,,17.0,5606.0,24.0,12937.0,60000.0,1137405.0,15022.0,4790.0,126572.0,,106.0,263.0,628633.0,48908.0,28515.0,153357.0,421.0,38278.0,1601100.0,2110070.0,,1183000.0,910.0,35374.0,20005.0,17116.0,2098.0,3156.0,260437.0,,55239.0,63863.0,60528.0,270.0,4130.0,,,,30550.0,168800.0,47038.0,35706.0,,2111326.0,37210.0,,33890.0,176691.0,16200.0,595.0,20968.0,40339.0,,159.0,96048.0,6313.0,47.0,51600.0,542309.0,3760.0,451300.0,,5073.0,168.0,6678.0,23.0,741782.0,16949.0,3.0,374027.0,4340.0,1.0,2458.0,207952.0,1195.0,0.0,20791.0,,150656.0,,
1975,11966956.0,237175.0,60.0,7.0,5.0,56360.0,54.0,22.0,13370.0,2.0,17135.0,291098.0,,4746.0,1.0,746110.0,28173.0,595550.0,11.0,14763.0,7824.0,104.0,2750.0,,25800.0,32004.0,12930.0,9376.0,10.0,69709.0,71046.0,,8040.0,45996.0,136917.0,1579.0,119652.0,207442.0,96397.0,765.0,13144.0,263000.0,6264.0,,4801.0,,69672.0,1443.0,2.0,,3.0,3454.0,37410.0,15537.0,25521.0,1263.0,3209.0,918791.0,100.0,,6910.0,0.0,0.0,3850.0,,24041.0,88.0,292942.0,1669.0,34200.0,86147.0,,3873.0,98.0,,42930.0,29.0,,16.0,,,,48460.0,5214.0,2755.0,0.0,3.0,65560.0,6892.0,,232758.0,217995.0,935.0,5640.0,27181.0,377.0,,1970.0,582.0,35800.0,2910.0,33519.0,2.0,16150.0,50616.0,64000.0,,,14.0,5760.0,24.0,13018.0,46000.0,1118764.0,16925.0,4870.0,119553.0,,104.0,380.0,576502.0,48691.0,29200.0,182405.0,425.0,39073.0,1604200.0,2102830.0,,1421000.0,990.0,32272.0,17006.0,19411.0,1935.0,2846.0,229459.0,,56350.0,64850.0,61048.0,345.0,4200.0,,,,28353.0,151700.0,47053.0,38057.0,,2104273.0,32886.0,,37556.0,207751.0,13100.0,764.0,18266.0,41512.0,,162.0,93800.0,6017.0,4.0,54300.0,545444.0,3780.0,417040.0,,5373.0,160.0,8415.0,23.0,734775.0,17585.0,3.0,379786.0,4360.0,1.0,1695.0,186109.0,1535.0,0.0,21105.0,,143789.0,,
1976,11714941.0,250146.0,60.0,12.0,9.0,57690.0,60.0,57.0,13684.0,2.0,17405.0,313100.0,,4975.0,1.0,747010.0,24484.0,593903.0,13.0,11165.0,9493.0,73.0,2176.0,,27050.0,31392.0,12800.0,8392.0,10.0,68282.0,66020.0,,9044.0,46086.0,128221.0,1579.0,103860.0,201443.0,94580.0,910.0,11510.0,255000.0,6989.0,,5086.0,,76003.0,1191.0,2.0,,3.0,3469.0,41910.0,14413.0,9227.0,1124.0,3089.0,921846.0,108.0,,7891.0,0.0,0.0,4340.0,,24853.0,76.0,300352.0,701.0,34350.0,91629.0,,3575.0,84.0,,42890.0,28.0,,13.0,,,,27326.0,5827.0,4853.0,0.0,2.0,68824.0,7300.0,,244900.0,233735.0,957.0,6110.0,25916.0,380.0,,2002.0,492.0,31825.0,3230.0,26477.0,2.0,16150.0,55782.0,62500.0,,,9.0,5400.0,25.0,11292.0,66000.0,1164400.0,17820.0,4181.0,123686.0,,138.0,250.0,561651.0,36051.0,29737.0,134599.0,420.0,39813.0,1700150.0,2085878.0,,1373000.0,1125.0,32870.0,18004.0,19651.0,1940.0,2329.0,258639.0,,55531.0,63161.0,77225.0,420.0,4220.0,,,,29837.0,124600.0,51052.0,34466.0,,2087069.0,34740.0,,36487.0,213851.0,15200.0,782.0,16143.0,34160.0,,171.0,92100.0,5963.0,2.0,55826.0,637912.0,3960.0,445272.0,,4896.0,160.0,10073.0,23.0,721690.0,17510.0,3.0,410878.0,4525.0,1.0,1480.0,188505.0,1410.0,0.0,21735.0,,144765.0,,
1977,11424215.0,226768.0,60.0,7.0,9.0,55430.0,34.0,75.0,12863.0,2.0,17160.0,297583.0,,5323.0,1.0,676844.0,29743.0,602786.0,15.0,9465.0,9592.0,82.0,2176.0,,29900.0,29799.0,12800.0,8923.0,10.0,69958.0,64519.0,,10437.0,29162.0,118157.0,1562.0,106767.0,208411.0,87494.0,1111.0,9320.0,255000.0,7065.0,,5334.0,,59821.0,1091.0,2.0,,3.0,3696.0,43260.0,13468.0,22582.0,936.0,2772.0,939506.0,125.0,,10527.0,0.0,0.0,4550.0,,24468.0,74.0,308006.0,745.0,37860.0,87693.0,,4056.0,98.0,,42930.0,26.0,,13.0,,,,41802.0,5522.0,5607.0,0.0,2.0,68801.0,7451.0,,284527.0,275062.0,1157.0,6527.0,29569.0,340.0,,2054.0,565.0,26950.0,2944.0,23160.0,3.0,16150.0,57101.0,62700.0,,,21.0,4947.0,25.0,7235.0,73000.0,1146591.0,18450.0,4723.0,134816.0,,163.0,254.0,588210.0,38493.0,29763.0,118354.0,390.0,26090.0,1601245.0,2134067.0,,1326000.0,1165.0,35704.0,19002.0,18155.0,1940.0,2821.0,313490.0,,58870.0,65049.0,79313.0,540.0,4175.0,,,,33236.0,132100.0,52046.0,34836.0,,2135159.0,33837.0,,37890.0,220738.0,14100.0,782.0,18773.0,38040.0,,186.0,108420.0,6288.0,1.0,50833.0,479643.0,3980.0,433082.0,,5317.0,160.0,9813.0,23.0,710680.0,17975.0,3.0,399410.0,4675.0,3.0,2490.0,185448.0,965.0,0.0,23023.0,,140182.0,,
1978,11998512.0,222389.0,60.0,7.0,9.0,53070.0,23.0,36.0,13641.0,2.0,18023.0,301665.0,,5559.0,1.0,605960.0,28517.0,604654.0,12.0,14565.0,7152.0,69.0,2892.0,,31400.0,29039.0,12800.0,9530.0,9.0,67643.0,68690.0,,9833.0,30440.0,112255.0,1025.0,113349.0,193443.0,93076.0,845.0,15350.0,263000.0,7246.0,,5339.0,,67298.0,1090.0,2.0,,3.0,3530.0,43450.0,12456.0,23030.0,985.0,2755.0,962141.0,125.0,,10096.0,0.0,0.0,5250.0,,24561.0,87.0,310868.0,573.0,38216.0,92811.0,,3046.0,100.0,,42025.0,35.0,,12.0,,,,53708.0,4589.0,7010.0,0.0,0.0,75230.0,8071.0,,260748.0,246183.0,702.0,7252.0,32469.0,304.0,,2167.0,564.0,17105.0,1943.0,24110.0,3.0,16771.0,58474.0,62850.0,,,35.0,5925.0,25.0,7788.0,63000.0,1219259.0,16750.0,4028.0,140862.0,,138.0,165.0,620046.0,33040.0,30721.0,105736.0,390.0,37439.0,1455445.0,2121723.0,,1343000.0,1385.0,36226.0,15002.0,16640.0,1940.0,2969.0,330845.0,,60345.0,64021.0,88783.0,645.0,4800.0,,,,29607.0,125100.0,53039.0,21595.0,,2122813.0,33829.0,,39720.0,200484.0,15100.0,782.0,16018.0,32258.0,,192.0,118849.0,9028.0,1.0,56444.0,462888.0,4050.0,423812.0,,4104.0,160.0,9358.0,23.0,740648.0,16412.0,3.0,395049.0,4975.0,6.0,2517.0,201332.0,880.0,0.0,23688.0,,133778.0,,
1979,11369166.0,229273.0,63.0,28.0,9.0,49850.0,23.0,36.0,12406.0,2.0,18423.0,304996.0,,5622.0,1.0,706860.0,27224.0,617878.0,10.0,10948.0,7079.0,49.0,2892.0,,30000.0,28321.0,12800.0,9741.0,9.0,67892.0,65995.0,,8934.0,34816.0,135609.0,770.0,122448.0,202065.0,116222.0,966.0,17200.0,270600.0,7737.0,,5108.0,,64096.0,985.0,2.0,,3.0,3908.0,46074.0,12083.0,25089.0,920.0,2584.0,885859.0,130.0,,8923.0,0.0,0.0,7070.0,,24794.0,93.0,313050.0,825.0,32045.0,99264.0,,2689.0,96.0,,41415.0,34.0,,8.0,,,,35484.0,4590.0,6297.0,0.0,0.0,71927.0,9688.0,,271247.0,260299.0,900.0,8478.0,31243.0,316.0,,2226.0,566.0,17787.0,3581.0,22915.0,4.0,18900.0,61824.0,61850.0,,,54.0,6037.0,25.0,7434.0,65000.0,1292784.0,16075.0,4616.0,153219.0,,181.0,165.0,551105.0,23871.0,31361.0,122919.0,167.0,31893.0,1434804.0,2090736.0,,1199000.0,1505.0,35439.0,14000.0,20143.0,1965.0,2977.0,331735.0,,57960.0,64774.0,93022.0,720.0,5030.0,,,,34639.0,111300.0,60026.0,19725.0,,2091721.0,30468.0,,42738.0,198219.0,15500.0,785.0,14322.0,42641.0,,201.0,100054.0,12069.0,0.0,55257.0,440344.0,4160.0,417413.0,,3961.0,160.0,9740.0,24.0,736490.0,17188.0,3.0,424730.0,5275.0,5.0,2277.0,182229.0,655.0,0.0,20030.0,,125071.0,,
1980,11352917.0,207525.0,63.0,9.0,0.0,39413.0,16.0,54.0,16250.0,2.0,17823.0,313348.0,,5343.0,0.0,779180.0,25644.0,673944.0,9.0,10065.0,7011.0,53.0,2258.0,,23000.0,27849.0,12800.0,5484.0,10.0,79720.0,60603.0,,8370.0,37928.0,127562.0,990.0,135501.0,205429.0,170301.0,1229.0,14710.0,254000.0,8476.0,,5789.0,,65936.0,1215.0,2.0,,3.0,3880.0,44506.0,12632.0,26092.0,1067.0,2835.0,873377.0,133.0,,10337.0,0.0,0.0,5950.0,,22824.0,92.0,302448.0,514.0,36270.0,109691.0,,3408.0,98.0,,38050.0,34.0,,11.0,,,,44856.0,3977.0,6806.0,0.0,0.0,84170.0,9472.0,,290841.0,280776.0,940.0,7821.0,34287.0,344.0,,2251.0,619.0,15543.0,3621.0,23050.0,4.0,18900.0,65588.0,61700.0,,,43.0,6493.0,25.0,8041.0,65000.0,1348901.0,8995.0,4276.0,141362.0,,169.0,165.0,512212.0,25174.0,32246.0,80224.0,165.0,32113.0,1497764.0,2052509.0,,1306000.0,1630.0,33245.0,14000.0,20857.0,1965.0,3324.0,358435.0,,67541.0,67214.0,106164.0,645.0,5070.0,,,,37435.0,119100.0,59026.0,20400.0,,2053724.0,36333.0,,48536.0,203103.0,15100.0,815.0,17419.0,49987.0,,204.0,103240.0,12955.0,3.0,57580.0,412797.0,4180.0,390980.0,,4949.0,67.0,9615.0,24.0,757375.0,17486.0,3.0,483681.0,5275.0,11.0,2872.0,196389.0,630.0,0.0,21652.0,,116803.0,,
1981,11306010.0,208478.0,63.0,2.0,0.0,41169.0,15.0,65.0,17070.0,2.0,17724.0,346530.0,,4771.0,0.0,762700.0,26655.0,614307.0,9.0,19138.0,5850.0,40.0,2401.0,,20000.0,26492.0,12800.0,2914.0,10.0,54563.0,61493.0,,7920.0,42756.0,143761.0,1004.0,138286.0,206056.0,133914.0,1702.0,15070.0,269000.0,8439.0,,5964.0,,55085.0,1011.0,2.0,,3.0,3558.0,32753.0,13649.0,30119.0,1121.0,2069.0,894952.0,130.0,,10125.0,0.0,0.0,4270.0,,22050.0,84.0,295286.0,509.0,39555.0,104275.0,,3408.0,98.0,,35540.0,32.0,,14.0,,,,37842.0,4699.0,6556.0,0.0,0.0,92038.0,9932.0,,270344.0,251205.0,730.0,7754.0,36203.0,330.0,,2323.0,631.0,14364.0,2527.0,24616.0,3.0,21650.0,69279.0,61600.0,,,40.0,6835.0,25.0,7947.0,69000.0,1380598.0,9320.0,4388.0,138144.0,,169.0,188.0,507309.0,23096.0,33176.0,87284.0,165.0,38836.0,1522360.0,1852373.0,,1387000.0,1900.0,37451.0,13000.0,20473.0,1965.0,3284.0,359527.0,,67650.0,63150.0,117665.0,690.0,5040.0,,,,31861.0,122300.0,55026.0,22800.0,,1853383.0,35357.0,,53360.0,189867.0,14700.0,865.0,12037.0,51553.0,,216.0,111555.0,12935.0,2.0,55220.0,383800.0,4300.0,351800.0,,4706.0,67.0,9535.0,24.0,781763.0,19315.0,4.0,467450.0,5275.0,13.0,2749.0,195266.0,700.0,0.0,23199.0,,113710.0,,
1982,11953221.0,232390.0,63.0,3.0,0.0,43948.0,18.0,44.0,13268.0,2.0,18325.0,293761.0,,4749.0,0.0,670640.0,23180.0,704700.0,8.0,27383.0,6370.0,48.0,1788.0,,32000.0,24167.0,12800.0,1818.0,12.0,58869.0,64143.0,,8880.0,46920.0,133307.0,1116.0,151124.0,192948.0,147102.0,1470.0,15950.0,255000.0,8832.0,,6080.0,,55842.0,1118.0,2.0,,4.0,3853.0,35437.0,13477.0,35112.0,1313.0,4008.0,917945.0,100.0,,10935.0,0.0,0.0,3430.0,,21593.0,79.0,285887.0,494.0,38391.0,113998.0,,3449.0,111.0,,33850.0,31.0,,10.0,,,,59368.0,3491.0,5989.0,0.0,0.0,78238.0,12351.0,,337877.0,310493.0,810.0,9192.0,36537.0,311.0,,2415.0,596.0,17065.0,2995.0,24422.0,2.0,21650.0,69520.0,61300.0,,,32.0,4770.0,24.0,7286.0,63000.0,1392188.0,13564.0,4061.0,150757.0,,142.0,329.0,532089.0,23260.0,34185.0,100808.0,225.0,32906.0,1528200.0,1891183.0,,1256179.0,1876.0,34250.0,13000.0,17404.0,1965.0,3080.0,330794.0,,67165.0,65404.0,140431.0,705.0,5070.0,,,,25463.0,129000.0,52039.0,23585.0,,1892300.0,36235.0,,47120.0,199163.0,15000.0,1165.0,16612.0,49819.0,,240.0,107474.0,12834.0,1.0,56178.0,362145.0,4460.0,358440.0,,3987.0,67.0,9458.0,24.0,711333.0,18288.0,4.0,476609.0,5375.0,20.0,2055.0,174438.0,760.0,0.0,24059.0,,104561.0,,
1983,11680991.0,256690.0,63.0,4.0,0.0,33879.0,18.0,27.0,17494.0,2.0,18148.0,323833.0,,4824.0,0.0,701260.0,23000.0,737609.0,8.0,44134.0,7628.0,49.0,3349.0,,35000.0,23854.0,12750.0,1098.0,14.0,56157.0,71982.0,,8880.0,42475.0,141360.0,1239.0,152313.0,192955.0,157125.0,1567.0,26550.0,241000.0,9435.0,,6278.0,,54045.0,1215.0,2.0,,3.0,4013.0,39530.0,13762.0,41604.0,1334.0,3454.0,872117.0,50.0,,11321.0,0.0,0.0,3010.0,,22720.0,96.0,263074.0,433.0,38575.0,104404.0,,3081.0,100.0,,32490.0,32.0,,19.0,,,,48856.0,3422.0,7044.0,0.0,0.0,79238.0,12458.0,,337235.0,293101.0,1250.0,10873.0,39409.0,354.0,,2531.0,571.0,15954.0,2637.0,24522.0,4.0,22100.0,67663.0,62100.0,,,35.0,4080.0,24.0,8119.0,81000.0,1364562.0,10866.0,4586.0,137868.0,,128.0,329.0,574601.0,24011.0,35075.0,149033.0,300.0,33487.0,1617940.0,1578331.0,,1523783.0,1690.0,21605.0,14000.0,18281.0,1965.0,3357.0,318403.0,,66065.0,64539.0,145183.0,690.0,4920.0,,,,32367.0,158000.0,51039.0,24890.0,,1579546.0,31003.0,,47000.0,193116.0,16900.0,1265.0,17429.0,48119.0,,258.0,104235.0,11761.0,0.0,56300.0,354279.0,4480.0,354440.0,,4487.0,67.0,9663.0,26.0,773937.0,14677.0,4.0,446723.0,5841.0,20.0,2061.0,169256.0,740.0,0.0,27054.0,,101210.0,,
1984,11443146.0,208596.0,64.0,1.0,0.0,47370.0,22.0,23.0,15969.0,2.0,17548.0,326581.0,,4971.0,0.0,722980.0,22040.0,754823.0,8.0,59413.0,5890.0,51.0,3429.0,,34000.0,24578.0,12750.0,1183.0,14.0,52478.0,64093.0,,9881.0,42329.0,143301.0,1485.0,152189.0,191002.0,150786.0,2356.0,21240.0,251000.0,9649.0,,6151.0,,52914.0,1514.0,2.0,,3.0,4246.0,43678.0,15588.0,30327.0,1465.0,4582.0,839329.0,60.0,,11750.0,0.0,0.0,3220.0,,21409.0,96.0,241067.0,605.0,37853.0,146373.0,,3097.0,111.0,,30738.0,32.0,,26.0,,,,70920.0,3178.0,7850.0,0.0,0.0,77110.0,11324.0,,367507.0,308093.0,985.0,9381.0,42835.0,425.0,,2405.0,538.0,18327.0,2796.0,23440.0,3.0,24100.0,70661.0,62500.0,,,32.0,3339.0,24.0,7591.0,66385.0,1354538.0,18551.0,3600.0,142325.0,,119.0,353.0,665658.0,17236.0,39875.0,174170.0,300.0,36551.0,1613880.0,1799357.0,,1300804.0,1455.0,25480.0,14000.0,20312.0,1965.0,3631.0,317301.0,,65700.0,70218.0,146401.0,745.0,5200.0,,,,42844.0,159000.0,50039.0,21866.0,,1800871.0,36998.0,,41480.0,213329.0,15000.0,1355.0,16769.0,48118.0,,270.0,103866.0,11718.0,0.0,56700.0,333736.0,4000.0,345260.0,,4910.0,67.0,9933.0,24.0,786245.0,19584.0,4.0,470539.0,5850.0,36.0,3322.0,167217.0,830.0,0.0,24534.0,,96682.0,,
1985,11539387.0,228021.0,65.0,1.0,0.0,47739.0,27.0,22.0,15053.0,2.0,17512.0,339514.0,,5083.0,0.0,694940.0,24685.0,761538.0,5.0,52539.0,6917.0,75.0,2838.0,,35000.0,25409.0,16900.0,3642.0,18.0,52307.0,57657.0,,10728.0,42346.0,137784.0,1570.0,142161.0,201435.0,143212.0,2054.0,17480.0,251000.0,10384.0,,5389.0,,52417.0,1713.0,2.0,,3.0,4487.0,55360.0,16997.0,29114.0,1492.0,4341.0,817873.0,60.0,,11018.0,0.0,0.0,3010.0,,15829.0,92.0,227561.0,779.0,39404.0,134211.0,,3115.0,116.0,,29670.0,32.0,,45.0,,,,37020.0,3126.0,11129.0,0.0,0.0,78970.0,10830.0,,336858.0,284319.0,1146.0,9600.0,41091.0,346.0,,2205.0,593.0,19170.0,3294.0,23738.0,4.0,26400.0,70744.0,62310.0,,,27.0,4863.0,24.0,16221.0,62488.0,1350794.0,17067.0,3226.0,148367.0,,115.0,353.0,603430.0,14180.0,42559.0,236184.0,375.0,39005.0,1573200.0,1900077.0,,1176934.0,1365.0,28855.0,15000.0,21047.0,1965.0,3369.0,308563.0,,67200.0,71260.0,154356.0,759.0,5300.0,,,,32318.0,189303.0,47052.0,24429.0,,1901790.0,44944.0,,63520.0,219896.0,15200.0,1384.0,14163.0,47885.0,,420.0,102738.0,10740.0,0.0,58300.0,323524.0,4180.0,346260.0,,3869.0,68.0,10023.0,25.0,781844.0,21660.0,5.0,454104.0,5925.0,35.0,3555.0,172364.0,800.0,0.0,30344.0,,102444.0,,
1986,11632756.0,239035.0,65.0,1.0,0.0,48567.0,48.0,41.0,18109.0,2.0,17676.0,385322.0,,5464.0,0.0,706700.0,26988.0,758353.0,5.0,23064.0,6613.0,60.0,3182.0,,34447.0,24492.0,18000.0,4861.0,23.0,50669.0,57414.0,,10747.0,42915.0,134102.0,1161.0,156792.0,189656.0,161064.0,1944.0,21506.0,249000.0,9508.0,,4959.0,,54388.0,2011.0,2.0,,3.0,4246.0,50480.0,17004.0,30107.0,1364.0,3713.0,784592.0,36.0,,10143.0,0.0,0.0,2800.0,,12896.0,92.0,220960.0,971.0,39042.0,132956.0,,3076.0,92.0,,28480.0,32.0,,27.0,,,,56920.0,3311.0,10277.0,0.0,0.0,81130.0,9642.0,,342149.0,319085.0,1107.0,10808.0,36912.0,435.0,,2163.0,495.0,19935.0,4013.0,23107.0,3.0,24900.0,72485.0,61400.0,,,17.0,4231.0,22.0,15872.0,74000.0,1359560.0,15602.0,4615.0,149466.0,,124.0,400.0,564517.0,15353.0,42574.0,249682.0,375.0,40048.0,1502980.0,1923360.0,,1259550.0,1090.0,20650.0,16000.0,23652.0,1965.0,4035.0,302298.0,,63835.0,73653.0,148279.0,750.0,5370.0,,,,34853.0,176577.0,46052.0,23400.0,,1925371.0,42300.0,,57120.0,206332.0,14600.0,1255.0,17105.0,45751.0,,450.0,94184.0,11850.0,0.0,58000.0,300799.0,3960.0,304260.0,,4304.0,72.0,10140.0,25.0,788104.0,19837.0,6.0,467282.0,5613.0,39.0,2810.0,173317.0,800.0,0.0,30550.0,,102105.0,,
