,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Eritrea,Spain,Estonia,Ethiopia,Finland,Fiji,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,"Macedonia, FYR",Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Sierra Leone,El Salvador,Somalia,Serbia,South Sudan,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,"Venezuela, RB",Vietnam,World,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1960,91.779,89.565,69.295,26.5,26.389,48.725,33.789,60.343999999999994,18.471,35.28,47.336999999999996,97.92299999999999,7.54000000000001,90.725,95.3,94.865,62.9,17.68,80.96,67.59899999999999,45.972,0.0,63.238,53.861000000000004,63.223,56.599,96.404,96.94,79.9,30.939,48.981,32.164,83.79700000000001,82.321,86.06299999999999,77.7,68.399,54.967,65.74600000000001,41.599,64.372,40.452,28.616,49.675,62.153999999999996,26.313000000000002,69.771,69.49,66.122,62.136,90.249,43.433,42.467,93.56700000000001,44.71,70.319,38.12,82.602,21.555999999999997,56.931000000000004,76.748,89.52799999999999,87.87100000000001,86.4,74.46300000000001,44.06399999999999,69.668,68.87899999999999,49.853,70.991,14.8,77.253,69.846,84.40700000000001,44.089,85.414,82.07600000000001,54.178000000000004,66.265,57.101000000000006,19.7,23.151999999999997,40.639,66.23100000000001,49.121,36.728,55.802,92.63799999999999,65.819,89.715,83.71,72.29,25.107,92.054,57.657,81.368,72.67699999999999,79.563,83.569,96.488,60.54,30.444000000000003,47.133,4.711,70.643,0.0,76.57600000000001,89.35799999999999,88.82700000000001,49.247,65.98,88.934,9.871,80.774,81.212,64.321,95.23100000000001,93.12,66.82300000000001,95.61,73.402,82.09100000000001,94.20700000000001,84.59,60.419,40.248000000000005,50.08,96.52,24.002,83.6,77.896,58.751000000000005,53.18899999999999,69.703,96.275,52.108000000000004,55.453,59.805,65.045,64.431,,14.725,65.791,46.269,97.4,83.26498995713591,68.75,89.25399999999999,77.0,0.0,82.648,61.655,82.68799999999999,,91.25200000000001,52.74,66.536,71.796,27.51,96.087,63.193000000000005,93.305,89.902,80.328,66.832,53.588,89.90899999999999,82.448,82.65100000000001,62.489,68.485,94.75399999999999,95.583,53.208,19.759,30.004,66.02199999999999,38.387,85.3,66.4412246958228,90.9,53.381,81.855,87.39200000000001
1961,91.492,89.20200000000001,69.057,25.616999999999997,25.783,47.853,33.359,60.96,18.059,35.186,47.636,97.885,7.446000000000001,90.14399999999999,95.204,94.72200000000001,61.218,17.663,80.314,66.47800000000001,46.28,0.0,62.941,52.878,63.151,54.772,96.208,96.90299999999999,79.249,30.331999999999997,48.32899999999999,31.34,83.292,81.089,85.512,77.477,67.682,53.673,65.671,41.412,63.825,39.937,28.303,48.552,62.088,25.583000000000002,68.859,68.203,65.53399999999999,61.728,89.941,42.696999999999996,41.696000000000005,93.35,43.678999999999995,69.752,37.393,81.67,21.625999999999998,56.441,76.203,89.064,87.669,86.25299999999999,73.85600000000001,43.547,69.48100000000001,68.232,48.77,70.95100000000001,14.707,76.682,68.96,84.025,43.665,85.179,81.96799999999999,53.76,65.611,55.568000000000005,19.197,22.015,40.144,65.5,47.588,35.787,55.254,92.435,65.48899999999999,89.70700000000001,83.08200000000001,71.469,24.213,91.98,55.961000000000006,80.709,71.803,79.685,83.40799999999999,96.04,59.556999999999995,30.073,46.336999999999996,4.672,70.15100000000001,0.0,75.78399999999999,89.029,88.77,48.41,64.786,88.639,9.931000000000001,80.434,80.498,62.318000000000005,95.051,92.565,66.363,95.51100000000001,72.759,81.666,94.104,84.367,59.97,39.98,49.001999999999995,96.429,23.475,82.525,77.499,58.147,52.602,69.445,95.976,51.473,54.067,58.838,64.656,64.33,,14.307,65.10600000000001,45.373999999999995,97.346,83.1335973737946,67.627,88.76799999999999,76.355,0.0,82.09700000000001,61.483999999999995,82.165,,91.26299999999999,52.703,66.047,70.893,26.705,95.665,62.601000000000006,93.038,89.06,80.219,66.44,53.443000000000005,89.757,82.071,83.288,62.05,67.936,94.60600000000001,95.383,52.458,19.538,29.623,65.762,37.125,84.969,65.9263618084182,90.541,53.207,81.04899999999999,87.179
1962,91.195,88.796,68.985,24.752,25.233,46.981,32.931999999999995,61.573,17.663,35.137,47.93600000000001,97.846,7.321000000000001,89.53,95.10700000000001,94.50200000000001,59.506,17.645,79.563,65.337,46.59,0.0,62.643,51.901,63.078,52.93,96.001,96.866,78.582,29.506,47.691,30.565,82.774,79.79,84.94200000000001,77.251,66.955,52.372,65.596,41.224,63.326,39.445,28.238000000000003,47.381,62.021,24.906999999999996,67.906,66.786,64.94,61.376000000000005,89.62299999999999,41.692,40.928000000000004,93.126,42.838,69.17699999999999,36.510999999999996,80.406,21.763,55.949,75.648,88.58200000000001,87.465,86.105,73.766,42.66,69.293,67.57600000000001,47.68600000000001,70.911,14.418,76.1,67.999,83.635,43.242,84.94200000000001,81.782,53.144,64.949,54.022,18.703,21.246,39.645,64.76100000000001,46.785,34.856,54.70399999999999,92.226,65.156,89.667,82.434,70.539,23.34,91.905,54.248000000000005,80.031,70.911,79.898,83.24700000000001,95.536,58.565,29.557,45.541000000000004,4.444,69.655,0.0,74.973,88.691,88.712,47.571999999999996,63.527,88.338,9.992,80.09,79.763,60.27,94.85600000000001,91.969,65.89699999999999,95.41,72.105,81.252,94.0,84.14200000000001,59.519,39.796,47.347,96.38799999999999,22.866999999999997,81.393,77.249,57.506,51.486000000000004,69.184,95.65299999999999,51.074,52.673,57.864,64.278,64.229,,13.899000000000001,64.414,44.482,97.29,82.94619830206679,66.482,88.26299999999999,75.697,0.0,81.533,61.386,81.628,,91.275,52.665,65.286,70.066,25.729,95.2,61.956,92.76100000000001,88.156,80.11,66.045,53.298,89.48899999999999,81.688,83.90700000000001,61.608999999999995,67.402,94.45299999999999,95.17399999999999,51.706,19.319000000000003,29.243000000000002,65.5,36.067,84.631,65.4824702280206,90.169,53.093999999999994,80.215,86.91799999999999
1963,90.89,88.376,68.914,23.906999999999996,24.691,46.111000000000004,32.507,62.183,17.273,35.086999999999996,48.236000000000004,97.807,7.16500000000001,88.882,95.007,94.273,57.77,17.628,78.791,64.178,46.898999999999994,0.0,62.343999999999994,50.922,63.005,51.08,95.78299999999999,96.829,77.9,28.693,47.053999999999995,29.8,82.243,78.425,84.353,77.024,66.22,51.068000000000005,65.39399999999999,41.037,62.824,38.955999999999996,28.174,46.213,61.95399999999999,24.243000000000002,66.939,65.33800000000001,64.39399999999999,61.023,89.29700000000001,40.694,40.164,92.896,42.001999999999995,68.597,35.298,79.077,21.901,55.456,75.085,88.081,87.13799999999999,85.955,73.67699999999999,41.778,69.105,66.914,46.604,70.87100000000001,14.133,75.509,67.021,83.238,42.818999999999996,84.70100000000001,81.595,52.527,64.282,52.468,18.219,20.498,39.147,64.015,46.435,33.936,54.153,91.962,64.822,89.50299999999999,81.767,69.593,22.489,91.83,52.525,79.336,70.002,80.11,83.084,94.971,57.566,29.046999999999997,44.747,4.227,69.154,0.0,74.14399999999999,88.34299999999999,88.655,46.735,62.25,88.03,10.052,79.741,79.007,58.943999999999996,94.655,91.329,64.944,95.306,71.442,80.83,93.741,83.913,58.995,39.613,45.698,96.34700000000001,22.27,80.206,76.998,56.863,50.368,68.923,95.306,50.674,51.276,56.88399999999999,63.898999999999994,64.084,,13.5,63.716,43.592,97.234,82.75696662656308,64.98899999999999,87.738,75.027,0.0,80.94,61.288000000000004,81.08,,91.286,52.628,64.517,69.22399999999999,24.776999999999997,94.68799999999999,61.306000000000004,92.473,87.189,80.0,65.649,53.152,89.215,81.29899999999999,84.507,61.167,66.863,94.296,94.955,50.95399999999999,19.101,28.866,65.238,35.023,84.286,65.0927047612399,89.78399999999999,52.98,79.288,86.42200000000001
1964,90.574,87.94200000000001,68.842,23.081,24.156,45.242,32.084,62.788999999999994,16.89,35.038000000000004,48.536,97.76700000000001,7.0120000000000005,88.199,94.905,94.036,56.013000000000005,17.611,77.99600000000001,63.0,47.21,0.0,62.043,49.941,62.931999999999995,49.224,95.554,96.682,77.197,27.893,46.417,29.045,81.70100000000001,76.993,83.745,76.796,65.476,49.76,64.803,40.85,62.318999999999996,38.468,28.109,45.048,61.887,23.590999999999998,65.956,63.858999999999995,63.878,60.669,88.961,39.702,39.404,92.65799999999999,41.168,68.009,34.102,77.682,22.04,54.961000000000006,74.512,87.561,86.323,85.803,73.587,40.900999999999996,68.915,66.318,45.525,70.831,13.853,74.906,66.028,82.83200000000001,42.397,84.45700000000001,81.405,51.909,63.608999999999995,50.907,17.744,19.768,38.65,63.26,46.086000000000006,33.028,53.6,91.682,64.485,89.338,81.08,68.628,21.659000000000002,91.75399999999999,50.793,78.622,69.07600000000001,80.321,82.73299999999999,94.339,56.559,28.541,43.955,4.02,68.64699999999999,0.0,73.297,87.986,88.596,45.9,60.953,87.714,10.113999999999999,79.387,78.23,58.415,94.445,90.64299999999999,63.977,95.2,70.768,80.4,93.471,83.682,58.145,39.43,44.056000000000004,96.305,21.683000000000003,78.96,76.744,56.216,49.248000000000005,68.66,94.931,50.273,49.873999999999995,55.898,63.516999999999996,63.92100000000001,,13.22,63.011,42.706,97.176,82.56176293070479,63.128,87.19200000000001,74.343,0.0,80.288,61.18899999999999,80.547,,91.29799999999999,52.659,63.74,68.369,23.846999999999998,94.124,60.651,92.12299999999999,86.15299999999999,79.89,65.249,53.007,88.934,80.902,85.09,60.721000000000004,66.32,94.135,94.727,50.2,18.886,28.491999999999997,64.975,33.991,83.936,64.6974160836964,89.38600000000001,52.86600000000001,77.985,85.90799999999999
1965,90.25,87.49600000000001,68.77,22.276999999999997,23.631,44.378,31.666,63.39,16.515,34.989000000000004,48.836000000000006,97.706,6.8629999999999995,87.48100000000001,94.802,93.789,54.245,17.5,77.183,61.873000000000005,47.519,0.0,61.743,48.963,62.858999999999995,47.375,95.31299999999999,96.161,76.48100000000001,27.108,45.783,28.304000000000002,81.914,75.5,83.12,76.566,64.727,48.978,64.209,40.663000000000004,61.812,37.984,28.045,43.891000000000005,61.82,22.951999999999998,64.961,62.357,63.36,60.31399999999999,88.617,38.722,38.652,92.413,40.342,67.418,32.929,76.225,22.179000000000002,54.466,73.933,87.022,85.46700000000001,85.65100000000001,73.498,40.031,68.726,66.01100000000001,44.452,70.791,13.578,74.296,65.023,82.42,41.978,84.211,81.215,51.291000000000004,62.931999999999995,49.349,17.28,19.06,38.157,62.501000000000005,45.738,32.134,52.953,91.395,64.149,89.17,80.375,67.649,20.726999999999997,91.677,49.065,77.892,66.334,80.529,82.374,93.634,55.55,28.041999999999998,43.168,3.8229999999999906,68.138,0.0,72.434,87.62100000000001,88.542,45.068999999999996,59.645,87.39200000000001,10.175,79.029,77.434,57.886,94.229,89.91,63.001000000000005,95.09200000000001,70.087,79.965,93.191,83.449,57.293,39.247,42.431999999999995,96.26299999999999,21.109,77.66199999999999,76.48899999999999,55.568999999999996,48.132,68.396,94.53,49.873999999999995,48.476000000000006,54.909,63.13399999999999,63.757,,12.946,62.303000000000004,41.827,97.118,82.3662519788176,61.231,86.62700000000001,73.649,0.0,79.62100000000001,61.091,80.036,,91.31,52.891000000000005,62.957,67.503,22.944000000000003,93.506,59.994,91.594,85.05,79.779,64.848,52.861000000000004,88.647,80.501,85.65299999999999,60.276,65.773,93.97,94.491,49.351000000000006,18.672,28.121,64.711,32.978,83.579,64.4739036328056,88.97399999999999,52.751999999999995,76.628,85.38
1966,89.915,87.035,68.69800000000001,21.491999999999997,23.112,43.516999999999996,31.25,63.988,16.145,34.939,49.136,97.605,6.71599999999999,86.725,94.697,93.53299999999999,52.766999999999996,17.239,76.348,60.731,47.83,0.0,61.441,47.983999999999995,62.786,45.531000000000006,95.06,95.56299999999999,75.748,26.358,45.148999999999994,27.573,82.085,74.794,82.475,76.334,63.968999999999994,48.216,63.61,40.477,61.302,37.501999999999995,27.980999999999998,42.74,61.753,22.381,63.952,61.16,62.838,59.958,88.26299999999999,37.749,37.903,92.16,39.52,66.82,31.775,74.703,22.318,53.97,73.344,86.463,84.56700000000001,85.49700000000001,73.408,39.167,68.535,65.702,43.383,70.751,13.308,73.675,64.003,81.999,41.559,83.961,81.023,50.677,62.248000000000005,48.132,16.825,18.37,37.666,61.735,45.39,31.296,52.303999999999995,91.098,63.81,89.0,79.649,66.653,19.284000000000002,91.6,47.336000000000006,77.14399999999999,63.302,80.736,82.008,92.935,54.535,27.548000000000002,42.383,3.6350000000000096,67.623,0.0,71.553,87.25299999999999,88.60700000000001,44.239,58.32,87.06200000000001,10.236,78.666,76.617,57.353,94.00399999999999,89.126,62.013000000000005,94.98200000000001,69.396,79.52199999999999,92.9,83.212,56.435,39.064,40.821,96.22,20.579,76.306,76.23100000000001,54.92,47.016999999999996,68.131,94.098,49.474,47.07899999999999,53.916000000000004,62.75,63.593,,12.677,61.655,40.952,97.05799999999999,82.1691422471699,59.298,86.041,72.943,0.0,78.936,60.993,79.513,,91.321,53.123000000000005,62.167,66.624,22.086,92.84299999999999,59.333,91.03200000000001,83.875,79.668,64.445,52.716,88.354,80.092,86.199,59.77,65.051,93.801,94.243,48.501000000000005,18.461,27.753,64.446,31.978,83.21600000000001,64.2749391238566,88.54899999999999,52.638000000000005,75.211,84.835
1967,89.57,86.559,68.626,20.728,22.601999999999997,42.659,30.837,64.582,15.783,34.89,49.43600000000001,97.499,6.572,85.931,94.589,93.26700000000001,51.501000000000005,16.980999999999998,75.491,59.578,48.14,0.0,61.138000000000005,47.007,62.713,43.7,94.79299999999999,94.876,75.0,25.845,44.516999999999996,26.854,82.215,74.074,81.81,76.101,63.20399999999999,47.455,63.007,40.291,60.79,37.022,27.916999999999998,41.596000000000004,61.68600000000001,21.837,62.931000000000004,60.996,62.31399999999999,59.601000000000006,87.9,36.786,37.161,91.9,38.705,66.396,30.643,73.117,22.459,53.473,72.74600000000001,85.884,83.62100000000001,85.34200000000001,73.318,38.309,68.344,65.392,42.32,70.711,13.042,73.045,62.97,81.571,41.141000000000005,83.70700000000001,80.829,50.077,61.443000000000005,47.055,16.379,17.7,37.178000000000004,60.964,45.043,30.484,51.653999999999996,90.791,63.47,87.902,78.903,65.029,17.919,91.30799999999999,45.614,76.378,60.161,80.941,81.63600000000001,92.575,53.516000000000005,27.059,41.602,3.4560000000000004,67.104,0.0,70.655,86.926,88.664,43.413000000000004,56.983999999999995,86.726,10.298,78.29899999999999,75.78,56.818999999999996,93.771,88.288,61.015,94.751,68.696,79.071,92.507,82.973,55.573,38.882,39.23,96.177,20.148,74.89399999999999,75.972,54.268,45.903999999999996,67.865,93.288,49.074,45.68600000000001,52.919,62.364,63.428999999999995,,12.412,61.165,40.082,96.99700000000001,81.9699015516065,57.335,85.43299999999999,72.22399999999999,0.0,78.235,60.894,78.98,,91.333,53.356,61.37,65.734,21.273000000000003,92.271,58.668,90.436,82.626,79.556,64.04,52.57,88.054,79.903,86.727,58.964,64.241,93.62700000000001,93.986,47.652,18.250999999999998,27.388,64.18,30.995,82.84700000000001,64.06482270266021,88.109,52.523999999999994,73.73899999999999,84.273
1968,89.214,86.068,68.554,20.2,22.099,41.805,30.426,65.171,15.427,34.841,49.736999999999995,97.389,6.431,85.09700000000001,94.48,92.991,50.232,16.725,74.613,58.412,48.451,0.0,60.833999999999996,46.03,62.64,41.882,94.51299999999999,94.088,74.185,25.338,43.886,26.146,82.344,73.34100000000001,81.125,75.866,62.431000000000004,46.693999999999996,62.398999999999994,40.105,60.273999999999994,36.544000000000004,27.853,40.46,61.619,21.302,61.896,60.831,61.785,59.242,87.73700000000001,35.832,36.423,91.74,37.894,66.013,29.761999999999997,71.467,22.6,52.975,72.14,85.28399999999999,82.62700000000001,85.185,73.227,37.457,68.152,65.081,41.262,70.671,12.78,72.404,61.924,81.134,40.724000000000004,83.45100000000001,80.634,49.476000000000006,60.563,45.98,15.943,17.048,36.691,60.185,44.70399999999999,29.684,51.003,90.475,63.129,86.709,78.137,63.153999999999996,16.629,91.006,43.898999999999994,75.593,56.93,81.145,81.258,92.198,52.493,26.575,40.825,3.285,66.581,0.0,69.74,86.59,88.484,42.589,55.636,86.381,10.318,77.92699999999999,74.921,56.283,93.529,87.39399999999999,60.006,94.495,67.987,78.613,92.094,82.73100000000001,54.707,38.7,37.66,96.133,19.723,73.425,75.711,53.615,44.793,67.597,92.375,48.674,44.298,50.988,61.975,63.265,,12.152000000000001,60.672,39.217,96.934,81.7673632965348,55.346000000000004,84.803,71.493,0.0,77.516,60.795,78.437,,91.344,53.588,60.565,64.831,20.480999999999998,91.656,57.998999999999995,89.804,81.3,79.444,63.632,52.425,87.74700000000001,79.873,87.23899999999999,58.152,63.423,93.196,93.71700000000001,46.803000000000004,18.042,27.026,63.913000000000004,30.026999999999997,82.471,63.8657098440141,87.65299999999999,52.41,72.209,83.694
1969,88.848,85.564,68.452,20.2,21.605999999999998,40.958,30.02,65.755,15.078,34.792,50.037,97.274,6.29300000000001,84.22399999999999,94.368,92.704,48.966,16.474,73.717,57.24,48.762,0.0,60.53,45.06,62.567,40.092,94.219,93.19,73.355,24.839000000000002,43.258,25.453000000000003,82.47200000000001,72.596,80.423,75.63,61.655,45.937,61.788000000000004,39.919000000000004,59.758,36.07,27.789,39.336,61.552,20.778000000000002,60.853,60.666000000000004,61.256,58.883,87.573,34.891999999999996,35.693000000000005,91.57799999999999,37.092,65.62899999999999,29.351999999999997,69.763,22.741,52.478,71.527,84.664,81.59,85.02799999999999,73.137,36.615,67.96,64.768,40.216,70.631,12.524000000000001,71.756,60.87,80.69,40.309,83.191,80.438,48.876999999999995,59.678999999999995,44.911,15.517000000000001,16.418,36.208,59.403999999999996,44.367,28.898000000000003,50.353,90.15,62.786,85.421,77.12899999999999,61.244,15.418,90.696,42.20399999999999,74.793,53.648,81.346,80.875,91.804,51.47,26.098000000000003,40.054,3.123,66.054,0.0,68.811,86.249,88.302,41.771,54.282,86.029,10.31,77.551,74.045,55.663999999999994,93.28,86.446,58.992,94.227,67.271,78.148,91.661,82.48700000000001,53.84,38.519,36.119,96.089,19.305,71.907,75.44800000000001,52.961999999999996,43.691,67.328,91.351,48.273999999999994,42.923,48.391000000000005,61.586000000000006,63.1,,11.897,60.178000000000004,38.361999999999995,96.87100000000001,81.5593962725859,53.345,84.152,70.753,0.0,76.782,60.696999999999996,77.885,,91.355,53.82,59.757,63.919,19.713,90.999,57.32899999999999,89.13799999999999,79.902,79.332,63.223,52.278999999999996,87.434,79.843,87.73200000000001,57.338,62.599,92.689,93.43799999999999,45.958,17.836,26.666999999999998,63.646,29.08,82.089,63.6597585538766,87.185,52.29600000000001,70.63,83.12
