,Somalia,Central African Republic,Mauritania,Equatorial Guinea,Bangladesh,Syria,North America,Pakistan,Switzerland,Burkina Faso,Botswana,Lebanon,Sub-Saharan Africa (IDA & IBRD),Bolivia,Portugal,Macedonia,Chile,Mongolia,Burundi,Japan,Brazil,Egypt,Moldova,United States,Lesotho,Cambodia,Tanzania,Armenia,Afghanistan,Cyprus,Sri Lanka,Vietnam,Nicaragua,United Kingdom,Philippines,Mali,Kyrgyzstan,Belgium,South Africa,Canada,France,Mauritius,Costa Rica,Netherlands,Tajikistan,Estonia,Ecuador,Albania,Cote d'Ivoire,Malaysia,South Korea,El Salvador,Italy,Malawi,Gambia,Colombia,India,Qatar,Spain,Thailand,Swaziland,Venezuela,Poland,Brunei,Indonesia,Namibia,South Sudan,Dominican Republic,Haiti,Kuwait,Slovenia,Oman,Greece,South Asia,Russia,Laos,Seychelles,Sweden,Myanmar,Cape Verde,Austria,Senegal,Togo,Cameroon,Turkmenistan,Angola,United Arab Emirates,Kosovo,Timor,Bosnia and Herzegovina,Trinidad and Tobago,Bahrain,New Zealand,Azerbaijan,Cuba,Nepal,Libya,Papua New Guinea,Belarus,Lithuania,Czech Republic,Ghana,Norway,Saudi Arabia,Madagascar,Argentina,Iceland,Israel,Paraguay,Ukraine,Benin,Guinea-Bissau,Serbia,Montenegro,Latvia,Morocco,Democratic Republic of Congo,Finland,Georgia,Uzbekistan,Jordan,Ethiopia,Niger,Denmark,Yemen,Liberia,Zambia,Congo,Fiji,Turkey,Sierra Leone,Romania,Ireland,Guinea,Uganda,Guatemala,Kenya,Honduras,Uruguay,Eritrea,Chad,Singapore,Nigeria,Slovakia,Iran,Luxembourg,Peru,Australia,Belize,Djibouti,Tunisia,Bulgaria,Rwanda,Zimbabwe,Germany,Mozambique,Malta,Kazakhstan,Hungary,Sudan,Croatia,Jamaica,Gabon,Algeria,Iraq,Guyana,China,Panama,Mexico
1960,,,,,,0.0105191791340651,0.008056634175415701,0.00563360328971163,0.00210121890868405,0.000383841816610214,,,,,0.00332179522008294,,0.00294182702941827,,,0.00108459574317854,0.00300801577985672,,,0.008352659672372541,,,,,,,0.0011816420801668902,,,0.00634304141154661,0.00184757801294488,,,0.00328698946185435,0.000924043614858621,0.0041428562224168,0.0061949382554923604,,,0.00370390179658833,,,0.0026618057024434,,,0.0026764405046028,0.00696445725264169,,0.00281759493698275,,,0.00187977699728078,0.00186601456287441,,0.00192873767604503,0.00227565765659798,,0.00272267869963478,,,,,,0.00569601681856788,,,,,0.00383061915557255,0.00217816082808564,,,,0.0035495081161014998,0.00696372970991757,,,,,,,,,,,,,,0.0025655134044959903,,,,,,,,,0.00171058688147296,0.0028113468057352196,,0.000238335632941169,0.00117862730533665,,0.006590340581104481,0.00272990152310122,,0.00057516808922293,,,,,0.0020419048937544,,0.0017143147334576102,,,,,,0.0025786362678114298,,,,,,0.0035315712187958897,,,0.0013303867427438701,,,0.00115792234486809,,0.00116788321167883,,,,,0.000557173936390821,,0.00235000499710093,0.000747283829584811,0.0019084760380047,0.00247259366341405,,,,,,,,,,,,0.00165731769505354,,,,,0.0070506342037360194,,,,0.0006433740742306619
1961,0.000230825430805572,,,,,0.009544982131970761,0.00819209564821287,0.005181789582746709,0.00221576340708487,0.000469141040844276,,,,0.000799045135171002,0.0050528749298236995,,0.0033328731733291298,,,0.00092015292472931,0.0026805546201536796,,,0.00848712941594177,,,,,,,0.0011832727272727299,,,0.0061900221427946,0.00176909144804524,,,0.00315495965049528,0.0014266900790166801,0.00411554919302452,0.00604418619886377,,,0.00408728387914001,,,0.00208452654828488,,,0.00223290965304019,0.0064975965522957105,,0.00267226814453158,,,0.00213738789785665,0.00193336534370638,,0.0017301098381861699,0.0019360765071824999,,0.0012846332438996599,,,,,,0.0055496084544845,,,,,0.0033445164422496896,0.0022067926058971497,,,,0.0034974347288458598,0.00653469667483154,,,,0.000258709587288273,,,,,,,,,,0.00237081308411625,,,,,,,,,0.00210752688172043,0.00287190019126592,,0.00121327845664445,0.00128291832332388,,0.006934044925920029,0.0024829060631988,,0.000922145140461719,,,,,0.00238318168685541,,0.00177907727411033,,,,,,0.0024638247585167103,,,,,,0.0037645429362880897,0.000687015408774168,,0.00132014208497048,,,0.00112232539755237,,0.00107523862998316,,,,,0.000633046030719906,,0.00239308362939324,0.000823817836300086,0.00217473130300519,0.00239464692482916,,,,,,,,,,,,0.00167684358853922,,,,,0.00685139677376647,,,,0.000610430217652286
1962,0.000254505422830962,,,,,0.0134700244737167,0.00835328157452294,0.0047326120806064804,0.0023041132464523104,0.0012914090041812201,,,,0.000769323886504484,0.00549372179390921,,0.0028869232447674502,,0.00394379380017441,0.0008863104241367659,0.00231501482286183,,,0.00865658568831598,,,,,,,0.00108285509325681,,,0.00621039371302834,0.00187911440536826,,,0.0031832109423184,0.00219110378912685,0.00398133450281681,0.00588795894361143,,,0.00412277525012795,,,0.0019099531205659498,,0.00135860254885641,0.00218704096621511,0.00661545611109592,,0.00273439546338678,,,0.00309134083032674,0.00256120163078173,,0.00191337856866212,0.00242690344841769,,0.00206515363170721,,,,,,0.00461109088702827,,,,,0.0031915888666601,0.00271081360717547,,,,0.0036333811032243602,0.0066114309172322,,,,0.000540123268413798,,,,,,,,,,0.0022037368852413,,,,,,,,,0.00202127659574468,0.00310040804282554,,0.00124167655464412,0.00124802984940579,,0.008110889774236392,0.00255288870677452,,0.0011565714944008101,,,,,0.00226291345681389,,0.0024351580987860898,,,,,,0.00287407105635451,,,,,,0.00371108343711083,0.000675282515424987,,0.00129021997609629,,0.000121393787439478,0.0010453078110693,,0.000987749838813669,,,,,0.000787061372621916,,0.00234152412817842,0.000957504112996009,0.00202076342513505,0.00245795601552393,,,,,,,,,,,,0.00187027027027027,,,,,0.00691081562882298,,,,0.0006517287631029019
1963,0.000290174204010705,,,,,,0.00788942979225203,0.00483766543035178,0.00225813998505335,0.0013402881041877901,,,0.00138178996727923,0.000880677003006734,0.0051416331743143,,0.0027345602099436597,,0.000434801292672836,0.000906299341898683,0.00228770098467018,,,0.00818900720325713,,,,,,,0.000897791926307234,,,0.0060821261864844,0.0019279904916636298,,,0.00311782351223389,0.002005645520725,0.0036054561664285298,0.00540970332527545,,,0.004010834481972991,,,0.00164757042616866,,0.0010596935263141201,0.00242061426340448,0.00464829209018844,,0.0028585701400251,,,0.0035132376532986,0.0037580568938915897,,0.00165935258290768,0.00241502646006588,,0.0023013091145279198,,,,,,0.004145408603891221,,,,,0.00301699969649399,0.00378332599865761,,,,0.00368216562787947,0.00639096878819272,,,,0.000792022417448087,,,,,,,,,,0.0020952706976751097,,,,,,,,,0.00201818181818182,0.0030874105552083503,,0.0011795346449877699,0.00132559596801396,,0.00866380750807619,0.00267113512840979,,0.0011668941933541599,,,,,0.0028184725007922,0.000937004362987569,0.00186723631203965,,,,,,0.0028740756165081902,,,,,,0.00338733905579399,0.000721633252860292,,0.00124281713383915,,0.000396015475066256,0.00117300751136389,0.000200951938037905,0.0009312530472940031,,,,,0.000880828319026152,,0.00261153551869747,0.0008800795704516609,0.00270450435386,0.00256997190718968,,,,,,,,,,,,0.00208289054197662,,,,0.00245788909111188,0.0082508834747511,,,,0.000661300059233591
1964,0.00033058858763108603,,,,,0.00836449155294818,0.00719636424205141,0.00502640055494082,0.00227564339481422,0.0013059484373840599,,,0.00187343345641768,,0.005344018482957171,,0.0025146445339186297,,0.000445637570220132,0.000878366095612822,0.00199065718229111,,,0.0074676290463692,,,,,,,0.000851725907866034,,,0.0058990675845807,0.00177120431483954,,,0.00311439134446166,0.00261808367071525,0.00339067237226862,0.005181892015934,,,0.00393265268418307,,,0.00178262883582136,,0.0012149647866782501,0.0031635519726395498,0.00397517543503833,,0.0028314869807291,,,0.00317080484884373,0.00356498467745676,,0.00181232444943711,0.00224306151291294,,0.00217519282385927,,,,,,0.00414391616067825,,,,,0.00281735288609562,0.00362842625444534,,,,0.0035890200269855497,0.006883950778563391,,,,0.00203685430618986,,,,,,,,,,0.0023588175684847302,,,,,,,,,0.00192354368932039,0.00300876812155053,,0.00117822177000516,0.000959740697091548,,0.00818079483163665,0.0026719000508257703,,0.00140970780943882,,,,,0.0025012360710386103,0.00172887034652374,0.0018014248153549598,,,,,,0.00268640518450226,,,,,,0.0034224652087475097,0.0007383448250417049,,0.00130320786489055,,0.0006975585450921779,0.0010002025689670499,0.000588730182027943,0.0012800875273523001,,,,,0.000978221684245117,,0.00288940528667352,0.00102730300537619,0.00276623297245026,0.00275659133709981,,,,,,,,,,,,0.00301613570541994,,,,0.00343231828287062,0.007913674573621129,,,,0.000597903272802935
1965,0.000296972835604073,,,,,0.008877956076400899,0.00669521807555559,0.00747064937624984,0.00223809867741331,0.000829792375285836,,,0.0019338365341105398,,0.00495683636874997,,0.00275342103489222,,0.0013544337766115998,0.000903118610105678,0.00345583841903155,0.00957224009349002,,0.00696880462552104,,,,,,,0.000852610094012865,,,0.005756799452487441,0.00160940885174868,,,0.00288244691527703,0.0025537302371541498,0.0029210029238136903,0.0050161303236287294,,,0.00357129033135163,,,0.000997525466238373,,0.0014028394190338201,0.00401104972375691,0.0042345864661654095,0.000738683896695399,0.00285247267348861,0.0007718120805369129,,0.0031909154308722696,0.0036179877750122298,,0.00177495720209215,0.0021478278905085204,,0.00234010638123609,,,,,,0.00452651728408963,,,,,0.00275866907122983,0.00388893100016256,,,,0.00363083260673024,0.00669825638749428,,,,0.00179520740190156,,,,,,,,,,0.0022457024703098002,,,,,,,,,0.00173260572987722,0.00329557522096344,,0.00128494448816258,0.00088822477383254,,0.00856915377616015,0.00291895975053715,,0.00137799419559005,,,,,0.00214276139410188,0.00195131079566279,0.00174137084423168,,,0.0104925303454715,,,0.0026762241789301303,,0.00117769806264307,,,,0.00355441860465116,0.000697312037397741,,0.00132690805500519,,0.00121399176954733,0.00139559059000569,0.000991863353497013,0.00122874275041777,,,,,0.00112247086580396,,0.0032272014725813598,0.00103300876921494,0.00257091915452065,0.0030325252350961998,,,0.00128771862387084,,,0.0011895359269588298,,,,,,0.00389638745533942,,,,0.0033647584550987298,,,,,0.000546044766875532
1966,0.000353568320278503,,,,,0.00774717469851206,0.007446825214030999,0.008500032363447,0.0022951032686394698,0.000900585158583984,,,0.0018987627982703901,,0.00500789487566125,,0.00260664967570958,,0.001382249730596,0.00088274883042618,0.0031583283167789,0.0084687528688153,,0.007800245398773009,,,,,,,0.000872915916996522,,,0.00558871700441142,0.0017183857223249499,,,0.0030204937620501,0.00262606232294618,0.00267472483910893,0.00489577435482758,,,0.00337028428544947,,,0.000943106774924891,,0.0012957074984423999,0.004728255221864279,0.0045033634495764,0.000709079835684082,0.00291528043728896,0.000709677419354839,,0.00316523189738671,0.00333469613740245,,0.00195307073730698,0.00199917126257494,,0.00233697902060548,,,,,,0.0037808720398414502,,,,,0.00282628091349526,0.00387873103448796,,,,0.00358461454657016,0.00668497249333666,,,,0.00133709952209709,,,,,,,,,,0.00252776646653661,,,,,,,,,0.0022266139657444,0.0031343775166202,,0.00125993881642612,0.0009713259598603679,,0.00943467336683417,0.0032223807932525,,0.0012294718792255801,,,,,0.00236191261335532,0.00172886635774804,0.0016605997592710699,,,0.011563829787234001,,,0.0025691604718437004,,0.00114538400021271,,,,0.0031439811172305297,0.000676360924683072,,0.00123436045763536,,0.00154160363086233,0.00137345487471598,0.00112046151473172,0.0011819256296026902,,,,,0.0008751484234135189,,0.00377183981969032,0.0010247009512743801,0.0023741996573127602,0.00361569399983584,,,0.00131747483989021,,,0.00132241128239176,,,,,,0.00338943702843877,,,,0.0034381738254331998,,,,,0.000535804564791921
1967,0.000387884413749704,,,,,0.008213958943260581,0.00833525111322926,0.0064597101468069,0.00216045665144275,0.0008197616634499059,,,0.00254935508364768,,0.00580191977653454,,0.00258895695230001,,0.00133260688417409,0.000839402161246249,0.00290305156020084,0.00875976059296841,,0.00875571544621098,,,,,,,0.000845136660396149,,,0.00557679279278718,0.00189018228094472,0.00184442224851955,,0.0030408094927280903,0.00270805812417437,0.00274129320678285,0.00490189872041024,,,0.00352333580585187,,,0.000991234820002727,,0.00135848345237707,0.004497029297275149,0.00449263664468574,0.000694253982686142,0.00268017388813615,0.0007906857727737971,,0.0031173758195147698,0.00300757743461612,,0.00172501302242026,0.0022407913069712004,,0.00255343436922661,,,,,,0.00345960572091225,,,,,0.00342613051765142,0.00337430980950001,,,,0.0033570536720300003,0.00592777758773538,,,,0.00134035084192059,,,,,,,,,,0.0025093243428805,,,,,,,,,,0.0030856060426391802,,0.00126641615232735,0.00104938349441154,,0.0154425144747725,0.00330800553789842,,0.0012770326082324902,,,,,0.0023092890503373102,0.00135658751324986,0.0015654003502235101,,,0.0165780141843972,,,0.00252800032129924,,0.0011684735865588,,,,0.00325957446808511,0.000826603325415677,,0.00118712684797857,,0.00174120712114633,0.00145714604983797,0.00129713766469786,0.0011369336231399402,,,,,0.00461174191465318,,0.00438128777971239,0.000844275765283338,0.00393876315244775,0.0039373412362404695,,,0.00142105263157895,,,0.0013600553184605299,,,,,,0.00325174200464535,,,0.00110778443113772,0.0029443241581202304,,,,,0.000503080691431692
1968,0.0004072265625,,,,,0.0121648811910846,0.00814493184507126,0.006088254111615,0.00197378876967522,0.00081674294257665,,,0.0028914038377523,0.0012744469474243701,0.005852643982043489,,0.00241644069407456,,0.0014142233312539,0.000796852589851411,0.00265467671167635,0.0107851761196313,,0.00856572944297082,,,,,,,0.000794457921253965,,0.0014575165150328999,0.00531332375497633,0.00201106083459025,0.00152751040421705,,0.0030238196001061103,0.00268352288748943,0.00253996911879391,0.00472089195331085,,,0.00325633492017265,,,0.0011352439786543101,,0.0011945144747777302,0.00445316331535066,0.00455582211612324,0.000655571118275608,0.00255262344769381,0.000767254038179148,,0.00238535516382723,0.00302968257419271,,0.0021246742251774097,0.0025429893656770297,,0.00235084385499212,,,,,,0.00345658419052915,,,,,0.00369910970811347,0.00336239685569628,,,,0.0032288693906491204,0.00533186927907314,,,,0.00135893177945439,,,,,,,,0.0006703782231109649,,0.00261591479043515,,,,,,,,,0.00265588235294118,0.0031693106447254504,0.0080870258650097,0.00126437765751225,0.0012752758753100898,,0.0174280147218013,0.00348439587017938,,0.0013158207502424499,,,,,0.0027786167321051,0.0012910965612665,0.00170077520640762,,,0.0227669660678643,,,0.0026178575260339997,,0.00110179621682916,,,,0.00327555555555556,0.000805796496185836,,0.00113285129943636,,0.0019224021592442598,0.0012666873641726199,0.00120934370603327,0.0010899814471242999,,,,,0.0070955585464333795,,0.00507114644939612,0.000701302226998158,0.00197309345234156,0.004042895809778331,,,0.00144268464795358,,,0.00206812666045733,,,,,,0.00344060253337898,,,0.00101508888474928,0.0025764683990104,0.0100613823102948,,,,0.00050674930131259
1969,0.000419678052543424,,,,,0.0108261689982174,0.0075800735415237595,0.00640233526054328,0.00199321916617471,0.0008412499402921651,,,0.0034928038700952897,0.00127041362146417,0.00537978743746899,,0.00215288091834044,,0.0017544913777564099,0.0007754843788318129,0.00259552993940541,0.0136384487808321,,0.00798539072458084,,,,,,,0.000807396323215049,,0.0013751479807963,0.00492079264841354,0.00223216986268223,0.00166922796022697,,0.00284714976018028,0.00253629234106458,0.0022726372951079902,0.0041994537887513304,,,0.00322892860322925,,,0.00127625033151969,,0.00118677591433636,0.0039222677839187,0.00452108180445417,0.00071546150132435,0.00232691254760207,0.000737020316027088,,0.00205492600914442,0.0029330367856327698,,0.00223568567255579,0.0027616811237944796,,0.00218547525608683,,,,,,0.00289313287281593,,,,,0.0037759646999514602,0.00331055785697841,,,,0.00321417262748166,0.00549520994394876,,,,0.00128304805274728,,,,,,,,0.000675372176591376,,0.00256109950253856,,,,,,,,,0.00249875062468766,0.0031662099101193004,0.00957099007939136,0.00123197961457182,0.0014168579425879399,,0.0190893169877408,0.00348260993348396,,0.00121421463629093,,,,,0.00232696574489962,0.00143976206826653,0.00139306094319493,,,0.018008814102564098,,,0.00234519941852062,,0.000993608976752156,,,,0.00307933789954338,0.000806870733318652,,0.00109928037099096,,0.0019563915179106298,0.00102599982662935,0.0010799654411058801,0.00107784423070028,,,,,0.010316957879631999,,0.00580931330242434,0.0006330881618738769,0.0020081354932525303,0.00358659456817279,,,0.00131423508564678,,,0.00242277054194774,,,,,,0.00471008860562723,,,0.0013675956966322101,0.0023313001287810203,0.0125009309253398,,,,0.000553577847438374
