,Kenya,Bolivia (Plurinational State of),"China, Hong Kong SAR",Serbia and Montenegro,Rwanda,Myanmar,Burkina Faso,Malaysia,Comoros,Melanesia,Tonga,Dominican Republic,Syrian Arab Republic,Samoa,Nepal,Ethiopia,Indonesia,Pakistan,Saint Vincent and the Grenadines,Greece,Zimbabwe,Bangladesh,Malawi,The former Yugoslav Republic of Macedonia,Cyprus,Papua New Guinea,Uzbekistan,Spain,Eritrea,Guyana,Bulgaria,Vanuatu,Yugoslav SFR,Iran (Islamic Republic of),Guatemala,Togo,Mauritius,Kuwait,Nigeria,Madagascar,Kyrgyzstan,Saint Lucia,Bhutan,"China, Macao SAR",Georgia,India,Zambia,Dominica,Austria,Niger,Morocco,Ethiopia PDR,Lebanon,Mexico,Grenada,Romania,Ecuador,Democratic Republic of the Congo,Sri Lanka,Azerbaijan,China,Tunisia,Côte d'Ivoire,Colombia,Albania,Jamaica,Solomon Islands,Occupied Palestinian Territory,Italy,Hungary,Polynesia,Sierra Leone,Argentina,Portugal,Thailand,Micronesia,Peru,"China, mainland",Wallis and Futuna Islands,Timor-Leste,Guam,Turkey
1998,1300.0,41.0,1022.0,-1.0,95.0,6000.0,5300.0,-1.0,56.0,524.0,250.0,938.0,1000.0,100.0,13505.0,2500.0,1000.0,42736.0,606.0,0.0,500.0,47000.0,550.0,127.0,0.0,264.0,120.0,2262.0,782.0,-1.0,761.0,110.0,-1.0,10135.0,129.0,216.0,200.0,195.0,3346.0,30.0,115.0,136.0,3298.0,-1,4407.0,890300.0,4024.0,10.0,-1,5104.0,3000.0,-1.0,325.0,2100.0,61.0,-1.0,344.0,-1.0,4550.0,215.0,58522.0,2200.0,762.0,-1.0,1000.0,853.0,150.0,910.0,-1.0,1498.0,355.0,1194.0,1405.0,0.0,2652.0,-1.0,1871.0,57500.0,5.0,156.0,-1.0,27699.0
1999,1200.0,42.0,1019.0,-1.0,99.0,5000.0,5351.0,-1.0,57.0,539.0,250.0,1000.0,1000.0,100.0,13600.0,3500.0,2000.0,44996.0,499.0,0.0,700.0,46000.0,600.0,130.0,0.0,270.0,127.0,2343.0,857.0,-1.0,771.0,109.0,-1.0,10569.0,200.0,218.0,199.0,240.0,3504.0,40.0,119.0,135.0,3382.0,-1,4490.0,907800.0,4100.0,11.0,-1,5104.0,3000.0,-1.0,320.0,2000.0,64.0,-1.0,141.0,-1.0,4650.0,220.0,59019.0,2195.0,760.0,13500.0,400.0,1611.0,160.0,1805.0,-1.0,1588.0,355.0,1300.0,1375.0,0.0,2600.0,-1.0,1497.0,58000.0,5.0,200.0,-1.0,24540.0
2000,1100.0,42.0,999.0,-1.0,102.0,4500.0,5402.0,-1.0,57.0,550.0,250.0,966.0,1000.0,100.0,14000.0,5500.0,3000.0,46926.0,500.0,0.0,600.0,46000.0,550.0,132.0,0.0,260.0,139.0,2422.0,916.0,654.0,777.0,110.0,-1.0,10501.0,350.0,219.0,200.0,250.0,3664.0,50.0,120.0,135.0,3349.0,-1,6000.0,945600.0,3200.0,6.0,-1,4900.0,3000.0,-1.0,330.0,2616.0,65.0,-1.0,150.0,-1.0,4450.0,215.0,60999.0,2200.0,758.0,14004.0,150.0,1351.0,180.0,2335.0,-1.0,2051.0,355.0,1326.0,1414.0,0.0,2700.0,-1.0,1947.0,60000.0,5.0,288.0,-1.0,29335.0
2001,1136.0,44.0,997.0,-1.0,106.0,4400.0,5453.0,-1.0,57.0,570.0,250.0,976.0,1370.0,100.0,13306.0,9000.0,3500.0,45120.0,600.0,0.0,700.0,48000.0,573.0,135.0,0.0,280.0,150.0,2500.0,970.0,965.0,1000.0,110.0,-1.0,10326.0,369.0,220.0,200.0,250.0,3822.0,45.0,150.0,140.0,3414.0,-1,4590.0,882200.0,2500.0,10.0,-1,5132.0,3000.0,-1.0,335.0,2608.0,65.0,-1.0,175.0,-1.0,4170.0,220.0,62997.0,2109.0,756.0,13800.0,100.0,1641.0,180.0,1667.0,-1.0,1989.0,355.0,1383.0,1426.0,0.0,2764.0,-1.0,1268.0,62000.0,5.0,250.0,-1.0,32210.0
2002,1167.0,45.0,993.0,-1.0,109.0,4500.0,5504.0,-1.0,59.0,595.0,248.0,1100.0,1500.0,100.0,15174.0,10027.0,4000.0,42104.0,500.0,0.0,773.0,48000.0,582.0,138.0,0.0,290.0,200.0,2600.0,990.0,950.0,806.0,110.0,-1.0,9059.0,387.0,221.0,200.0,250.0,3983.0,40.0,175.0,130.0,3461.0,-1,5817.0,738800.0,2858.0,10.0,-1,5084.0,3000.0,-1.0,330.0,2587.0,62.0,-1.0,473.0,-1.0,3940.0,241.0,63993.0,2096.0,754.0,14000.0,194.0,1347.0,195.0,2389.0,-1.0,1903.0,353.0,1437.0,1450.0,0.0,2850.0,-1.0,1456.0,63000.0,5.0,300.0,-1.0,81250.0
2003,1314.0,45.0,990.0,-1.0,113.0,4700.0,5549.0,-1.0,59.0,600.0,248.0,991.0,1750.0,100.0,15500.0,11000.0,5000.0,43619.0,600.0,0.0,781.0,48000.0,597.0,141.0,0.0,290.0,229.0,2651.0,1008.0,921.0,809.0,110.0,-1.0,11603.0,450.0,223.0,200.0,290.0,4059.0,43.0,200.0,140.0,3340.0,-1,4367.0,954700.0,3200.0,8.0,-1,5000.0,3000.0,-1.0,335.0,2643.0,63.0,-1.0,375.0,-1.0,3730.0,250.0,65990.0,2246.0,753.0,14632.0,200.0,1700.0,200.0,2048.0,-1.0,2822.0,353.0,1500.0,1446.0,0.0,2847.0,-1.0,1750.0,65000.0,5.0,350.0,-1.0,61560.0
2004,1392.0,46.0,950.0,-1.0,116.0,4800.0,5601.0,-1.0,59.0,620.0,252.0,1060.0,2000.0,100.0,15744.0,12454.0,7000.0,46109.0,610.0,0.0,790.0,77000.0,607.0,144.0,0.0,300.0,266.0,2705.0,1014.0,927.0,809.0,110.0,-1.0,11706.0,500.0,224.0,200.0,300.0,4305.0,46.0,219.0,130.0,3463.0,-1,3000.0,966100.0,3180.0,12.0,-1,5137.0,3000.0,-1.0,329.0,2652.0,63.0,-1.0,853.0,-1.0,3850.0,300.0,66950.0,2400.0,754.0,19063.0,186.0,1194.0,210.0,2221.0,-1.0,1392.0,357.0,1570.0,1467.0,0.0,2864.0,-1.0,1800.0,66000.0,5.0,342.0,-1.0,53600.0
2005,1476.0,47.0,930.0,-1.0,119.0,5100.0,5700.0,-1.0,59.0,625.0,253.0,994.0,2200.0,100.0,16000.0,11580.0,10000.0,49357.0,615.0,0.0,798.0,86000.0,617.0,146.0,0.0,310.0,304.0,2766.0,1012.0,933.0,810.0,110.0,-1.0,12071.0,403.0,225.0,200.0,270.0,4500.0,48.0,239.0,133.0,3600.0,-1,4000.0,1075100.0,3000.0,13.0,-1,5138.0,3000.0,-1.0,300.0,2622.0,63.0,-1.0,661.0,-1.0,3860.0,318.0,68930.0,2458.0,751.0,17310.0,100.0,2334.0,205.0,2008.0,-1.0,1178.0,358.0,1700.0,1460.0,0.0,2880.0,-1.0,1850.0,68000.0,5.0,351.0,-1.0,67470.0
2006,1562.0,49.0,1100.0,-1.0,122.0,5400.0,5600.0,-1.0,60.0,615.0,270.0,996.0,2000.0,100.0,15000.0,7484.0,7000.0,45121.0,620.0,4.0,808.0,98885.0,627.0,149.0,0.0,300.0,330.0,2800.0,997.0,938.0,811.0,110.0,-1.0,12624.0,350.0,227.0,200.0,260.0,4554.0,51.0,258.0,133.0,3496.0,-1,4500.0,1020000.0,3200.0,14.0,-1,5100.0,3000.0,-1.0,330.0,2646.0,63.0,-1.0,670.0,-1.0,3690.0,350.0,71100.0,2500.0,750.0,17500.0,200.0,1878.0,205.0,1293.0,-1.0,1609.0,375.0,1800.0,1500.0,0.0,2894.0,-1.0,1950.0,70000.0,5.0,360.0,-1.0,67704.0
2007,1693.0,50.0,1100.0,-1.0,153.0,6300.0,5800.0,-1.0,60.0,650.0,290.0,1080.0,2100.0,100.0,15486.0,16339.0,4000.0,47113.0,630.0,6.0,869.0,116725.0,631.0,152.0,0.0,330.0,358.0,3000.0,1023.0,944.0,812.0,120.0,-1.0,13370.0,360.0,220.0,200.0,275.0,4600.0,49.0,278.0,133.0,3941.0,-1,4200.0,1104000.0,4527.0,11.0,-1,5105.0,3000.0,-1.0,350.0,2100.0,63.0,-1.0,680.0,-1.0,4400.0,300.0,76100.0,2548.0,748.0,19000.0,150.0,2423.0,200.0,1101.0,-1.0,573.0,395.0,1800.0,1400.0,0.0,3000.0,-1.0,2200.0,75000.0,5.0,350.0,-1.0,81722.0
2008,1778.0,51.0,1000.0,-1.0,126.0,7500.0,5814.0,340.0,60.0,673.0,259.0,954.0,2900.0,100.0,16343.0,29352.0,4500.0,45062.0,550.0,7.0,783.0,139066.0,642.0,155.0,0.0,340.0,390.0,3233.0,929.0,950.0,813.0,123.0,-1.0,13369.0,382.0,252.0,200.0,300.0,4782.0,51.0,298.0,140.0,4147.0,-1,5700.0,1063000.0,3992.0,10.0,-1,5089.0,3100.0,-1.0,380.0,2702.0,64.0,-1.0,690.0,-1.0,7140.0,328.0,77000.0,2600.0,747.0,17552.0,200.0,2131.0,210.0,3657.0,-1.0,1355.0,364.0,1700.0,1444.0,0.0,2933.0,-1.0,2300.0,76000.0,5.0,355.0,-1.0,78961.0
2009,1606.0,52.0,900.0,-1.0,125.0,8000.0,5864.0,912.0,60.0,697.0,258.0,914.0,2500.0,100.0,17631.0,27122.0,6400.0,52229.0,650.0,7.0,742.0,140113.0,653.0,157.0,0.0,350.0,415.0,3500.0,875.0,956.0,814.0,127.0,-1.0,13295.0,385.0,235.0,200.0,316.0,4700.0,70.0,317.0,133.0,4351.0,-1,3100.0,1029700.0,3713.0,27.0,-1,5100.0,3379.0,-1.0,422.0,2200.0,58.0,-1.0,710.0,4000.0,7750.0,371.0,85900.0,2728.0,750.0,15650.0,300.0,1584.0,220.0,2650.0,-1.0,1542.0,363.0,1800.0,1463.0,0.0,2936.0,-1.0,2400.0,85000.0,5.0,359.0,-1.0,99881.0
2010,1482.0,1260.0,1000.0,-1.0,125.0,7000.0,5914.0,658.0,60.0,655.0,257.0,872.0,2949.0,100.0,18655.0,17905.0,9500.0,53647.0,308.0,7.0,699.0,128517.0,663.0,160.0,0.0,331.0,440.0,3700.0,817.0,962.0,800.0,124.0,-1.0,18028.0,370.0,243.0,201.0,463.0,5500.0,86.0,337.0,133.0,4500.0,-1,4113.0,1474900.0,3388.0,50.0,-1,5024.0,3784.0,-1.0,494.0,3100.0,63.0,-1.0,683.0,3949.0,7424.0,406.0,91000.0,2700.0,740.0,13834.0,286.0,1249.0,200.0,2203.0,-1.0,1655.0,362.0,1814.0,1473.0,0.0,2938.0,-1.0,2387.0,90000.0,5.0,363.0,-1.0,107000.0
2011,1352.0,2103.0,980.0,-1.0,124.0,6500.0,5964.0,680.0,60.0,661.0,256.0,828.0,3222.0,100.0,19659.0,46294.0,5000.0,53620.0,166.0,7.0,658.0,139775.0,700.0,163.0,0.0,317.0,465.0,3812.0,756.0,968.0,810.0,124.0,-1.0,21307.0,395.0,255.0,201.0,371.0,5500.0,110.0,357.0,132.0,4853.0,-1,4219.0,1699790.0,3053.0,40.0,-1,4998.0,4134.0,-1.0,555.0,4200.0,65.0,-1.0,714.0,3945.0,5267.0,448.0,94287.0,2765.0,735.0,11890.0,319.0,1053.0,220.0,2396.0,-1.0,1792.0,361.0,1829.0,1482.0,0.0,2939.0,-1.0,2444.0,93307.0,5.0,367.0,-1.0,109598.0
2012,1200.0,3298.0,1000.0,-1.0,110.0,6000.0,6000.0,650.0,61.0,600.0,230.0,500.0,4200.0,99.0,21000.0,29334.0,4000.0,65019.0,180.0,7.0,560.0,164000.0,705.0,166.0,0.0,270.0,500.0,4000.0,670.0,1015.0,820.0,125.0,-1.0,22500.0,400.0,270.0,202.0,560.0,6000.0,110.0,380.0,120.0,5500.0,-1,4250.0,1496990.0,2600.0,45.0,-1,5000.0,5250.0,-1.0,680.0,4350.0,70.0,-1.0,765.0,3830.0,5263.0,500.0,98000.0,2900.0,725.0,10313.0,360.0,1124.0,205.0,2516.0,-1.0,2070.0,334.0,1800.0,1500.0,0.0,3000.0,-1.0,2370.0,97000.0,5.0,385.0,-1.0,126959.0
2013,1200.0,3370.0,1000.0,-1.0,129.0,6200.0,6100.0,697.0,61.0,629.0,256.0,760.0,3718.0,99.0,21500.0,34838.0,5000.0,72042.0,207.0,7.0,560.0,157000.0,704.0,168.0,0.0,296.0,500.0,4000.0,632.0,991.0,827.0,125.0,-1.0,18637.0,410.0,250.0,203.0,386.0,6200.0,100.0,388.0,130.0,5000.0,-1,4500.0,1500488.0,2800.0,39.0,-1,5072.0,4854.0,-1.0,681.0,4350.0,66.0,-1.0,793.0,4030.0,5172.0,500.0,98500.0,3500.0,730.0,13523.0,311.0,1521.0,208.0,2517.0,-1.0,1810.0,360.0,1894.0,1494.0,0.0,3000.0,-1.0,2422.0,97500.0,5.0,378.0,-1.0,138472.0
2014,1213.0,3393.0,997.0,-1.0,130.0,6491.0,6126.0,703.0,61.0,669.0,256.0,902.0,3587.0,100.0,21738.0,37935.0,5726.0,74737.0,273.0,7.0,613.0,155000.0,715.0,171.0,0.0,314.0,500.0,4000.0,756.0,1003.0,800.0,126.0,-1.0,19376.0,400.0,251.0,202.0,367.0,6366.0,98.0,400.0,131.0,5285.0,-1,4000.0,1504000.0,2985.0,36.0,-1,5145.0,3717.0,-1.0,512.0,3619.0,65.0,-1.0,821.0,3958.0,5130.0,500.0,100399.0,3688.0,728.0,18208.0,350.0,1445.0,229.0,2559.0,-1.0,2710.0,361.0,1985.0,1501.0,0.0,2970.0,-1.0,2476.0,99402.0,5.0,380.0,-1.0,34611.0
