,Slovakia,Romania,Norway,Australia,Belgium,Luxembourg,Czechia,Italy,Germany,Croatia,Latvia,Slovenia,Brazil,Australia & New Zealand,Serbia,Switzerland,Chile,Canada,Belgium-Luxembourg,Spain,Kyrgyzstan,Austria,Poland,Turkey,Belarus,Denmark,Estonia,Greece,Czechoslovakia,France,Bosnia and Herzegovina,Hungary,Russian Federation,Bulgaria,Tunisia,Mexico,"China, mainland",Sweden,United Kingdom,Algeria,Lithuania,Portugal,Netherlands,China
1988,,-1.0,-1.0,199000.0,,,,14900.0,99220.0,,,,-1.0,199000.0,,55100.0,-1.0,-1.0,37201.0,136000.0,,-1.0,1731133.0,-1.0,,-1.0,,-1.0,41300.0,507000.0,,261.0,,-1.0,7000.0,1555.0,5922.0,-1.0,29000.0,-1.0,,40000.0,,5922.0
1989,,-1.0,-1.0,159826.0,,,,14600.0,156752.0,,,,-1.0,159826.0,,64000.0,-1.0,2400.0,40269.0,189000.0,,-1.0,2403794.0,-1.0,,-1.0,,-1.0,91000.0,586406.0,,1457.0,,-1.0,15500.0,336.0,8672.0,-1.0,40000.0,-1.0,,61900.0,,8672.0
1990,,-1.0,-1.0,183241.0,,,,10480.0,388854.0,,,,-1.0,183241.0,,55500.0,-1.0,2835.0,51393.0,106000.0,,-1.0,2720713.0,-1.0,,-1.0,,-1.0,134000.0,623517.0,,8267.0,,-1.0,34000.0,481.0,10098.0,-1.0,52000.0,20.0,,60549.0,11200.0,10098.0
1991,,-1.0,-1.0,175155.0,,,,4000.0,716544.0,,,,-1.0,175155.0,,45500.0,-1.0,2400.0,59953.0,151800.0,,-1.0,2449064.0,-1.0,,-1.0,,-1.0,170900.0,720203.0,,32635.0,,-1.0,44200.0,209.0,31003.0,-1.0,58000.0,40.0,,63500.0,15716.0,31003.0
1992,,-1.0,-1.0,278120.0,,,,409.0,890239.0,-1.0,8600.0,83.0,-1.0,278120.0,,34500.0,-1.0,2800.0,55731.0,124100.0,-1.0,-1.0,1710529.0,-1.0,75000.0,-1.0,-1.0,-1.0,109000.0,832321.0,-1.0,57604.0,-1.0,22000.0,41100.0,730.0,44100.0,-1.0,49170.0,60.0,-1.0,60000.0,13110.0,44100.0
1993,26286.0,-1.0,-1.0,262000.0,,,59934.0,0.0,1147000.0,-1.0,13600.0,132.0,-1.0,262000.0,,31800.0,-1.0,31100.0,64904.0,47200.0,-1.0,-1.0,1894446.0,-1.0,75400.0,-1.0,-1.0,-1.0,,756554.0,-1.0,61000.0,-1.0,21800.0,23500.0,458.0,61451.0,243000.0,31363.0,70.0,39300.0,78000.0,11300.0,61451.0
1994,27644.0,-1.0,-1.0,182000.0,,,56086.0,1226.0,1124900.0,-1.0,5600.0,808.0,-1.0,182000.0,,31100.0,-1.0,40700.0,62531.0,50800.0,-1.0,-1.0,1631083.0,-1.0,65400.0,-1.0,-1.0,-1.0,,803000.0,-1.0,150000.0,-1.0,22200.0,10000.0,29.0,70563.0,244600.0,33000.0,80.0,50600.0,85388.0,8700.0,70563.0
1995,27430.0,-1.0,-1.0,468513.0,,,63786.0,0.0,1643200.0,-1.0,4900.0,1367.0,-1.0,468513.0,,33927.0,-1.0,39900.0,70014.0,22800.0,-1.0,86859.0,2048148.0,-1.0,113000.0,-1.0,-1.0,-1.0,,843100.0,-1.0,219000.0,-1.0,21900.0,9000.0,278.0,95700.0,223900.0,42000.0,90.0,46600.0,48268.0,14000.0,95700.0
1996,26356.0,-1.0,-1.0,673774.0,,,52058.0,0.0,2127513.0,-1.0,3400.0,1172.0,-1.0,673774.0,,40700.0,-1.0,35200.0,82502.0,84000.0,-1.0,76434.0,2130301.0,-1.0,161000.0,-1.0,-1.0,-1.0,,1043900.0,-1.0,244000.0,-1.0,13000.0,15000.0,3.0,122180.0,312900.0,41000.0,100.0,77600.0,55768.0,19600.0,122180.0
1997,32790.0,-1.0,-1.0,633000.0,,,57146.0,0.0,2620531.0,-1.0,7500.0,1530.0,-1.0,633000.0,,46200.0,-1.0,31000.0,76600.0,61554.0,-1.0,105803.0,1840675.0,-1.0,186000.0,70239.0,-1.0,-1.0,,1029600.0,-1.0,382602.0,-1.0,23300.0,9000.0,408.0,170425.0,320800.0,43000.0,119.0,114100.0,39004.0,16400.0,170425.0
1998,38151.0,-1.0,13700.0,708000.0,,,79137.0,0.0,2814118.0,-1.0,12600.0,1638.0,-1.0,708000.0,,52100.0,-1.0,85300.0,79627.0,49600.0,-1.0,127808.0,2058374.0,-1.0,180000.0,141883.0,-1.0,-1.0,,1229000.0,-1.0,364024.0,-1.0,20500.0,9000.0,199.0,193578.0,307400.0,57000.0,246.0,94900.0,17289.0,19400.0,193578.0
1999,19206.0,-1.0,3700.0,764000.0,,,107433.0,0.0,2373914.0,-1.0,11900.0,2543.0,-1.0,764000.0,,44700.0,-1.0,126200.0,49600.0,31000.0,-1.0,120006.0,2096914.0,-1.0,203600.0,251299.0,-1.0,-1.0,,1212800.0,-1.0,253840.0,-1.0,15000.0,7000.0,225.0,245312.0,154200.0,82000.0,6.0,85100.0,33067.0,10900.0,245312.0
2000,19252.0,-1.0,5500.0,841000.0,55800.0,19843.0,138468.0,0.0,2799805.0,-1.0,13519.0,2890.0,-1.0,841000.0,,66100.0,-1.0,89700.0,,95035.0,-1.0,134819.0,1900959.0,-1.0,311000.0,244032.0,-1.0,-1.0,,1261640.0,-1.0,235592.0,-1.0,13895.0,3000.0,1641.0,365040.0,185100.0,96000.0,11.0,130900.0,40293.0,36000.0,365040.0
2001,33374.0,-1.0,1900.0,860000.0,32800.0,16645.0,191771.0,0.0,3395000.0,-1.0,28900.0,4282.0,-1.0,860000.0,,73500.0,-1.0,31200.0,,88748.0,-1.0,156957.0,2697862.0,-1.0,427000.0,168952.0,9000.0,-1.0,,1122066.0,-1.0,393920.0,-1.0,9989.0,3000.0,1738.0,644380.0,172500.0,65000.0,6.0,143800.0,16188.0,21300.0,644380.0
2002,48700.0,-1.0,881.0,327000.0,50400.0,23044.0,199932.0,0.0,3068295.0,-1.0,40900.0,6567.0,-1.0,327000.0,,92600.0,-1.0,26000.0,,96597.0,-1.0,172480.0,3047740.0,-1.0,798000.0,121551.0,12858.0,-1.0,,1491000.0,-1.0,358913.0,-1.0,23398.0,1000.0,1545.0,979765.0,167400.0,65000.0,0.0,145300.0,25403.0,23767.0,979765.0
2003,31136.0,19473.0,0.0,826000.0,46840.0,19992.0,161860.0,0.0,2480365.0,-1.0,33000.0,5501.0,-1.0,826000.0,,67900.0,-1.0,64400.0,,87600.0,198.0,168637.0,2811596.0,-1.0,890223.0,145803.0,9927.0,-1.0,,1281792.0,-1.0,278618.0,-1.0,18288.0,7000.0,695.0,1060200.0,202700.0,60770.0,0.0,214200.0,11275.0,21100.0,1060200.0
2004,65828.0,100997.0,911.0,610055.0,37573.0,23086.0,305396.0,-1.0,3289780.0,-1.0,42100.0,8893.0,-1.0,610055.0,,82900.0,42998.0,80000.0,,26054.0,24.0,235685.0,3723271.0,95000.0,1216027.0,159500.0,15970.0,-1.0,,1833600.0,-1.0,622296.0,-1.0,27643.0,8000.0,1425.0,750000.0,270200.0,62200.0,0.0,263400.0,16659.0,19300.0,750000.0
2005,52366.0,94142.0,1389.0,676000.0,48823.0,18530.0,255186.0,-1.0,2675900.0,-1.0,31800.0,7846.0,278333.0,676000.0,,68400.0,50782.0,43200.0,,52130.0,19.0,198468.0,3903000.0,110000.0,1121305.0,151600.0,14982.0,-1.0,,1809386.0,-1.0,567738.0,-1.0,22643.0,5000.0,1711.0,555000.0,271500.0,52900.0,0.0,201100.0,8252.0,19900.0,555000.0
2006,30434.0,71285.0,1384.0,199254.0,46105.0,19678.0,131353.0,-1.0,2237100.0,7287.0,22200.0,10946.0,208898.0,199254.0,125000.0,64600.0,46139.0,26900.0,,114317.0,0.0,110060.0,3196957.0,77642.0,977829.0,156300.0,5383.0,-1.0,,1694300.0,-1.0,440281.0,-1.0,25700.0,5600.0,4913.0,273000.0,255900.0,60700.0,0.0,110400.0,40100.0,20500.0,273000.0
2007,35863.0,81768.0,1380.0,450000.0,37678.0,17666.0,205513.0,-1.0,2061470.0,9546.0,37900.0,12032.0,183871.0,450000.0,125000.0,58700.0,92721.0,47000.0,,133750.0,0.0,209021.0,4147061.0,86476.0,1241380.0,149900.0,15385.0,-1.0,,1450380.0,-1.0,380229.0,-1.0,12700.0,10500.0,5520.0,450000.0,276100.0,65000.0,0.0,227600.0,25200.0,20000.0,450000.0
2008,47218.0,100818.0,1375.0,362818.0,40840.0,21618.0,255568.0,-1.0,2381470.0,12532.0,35200.0,13260.0,184604.0,362818.0,126482.0,58854.0,92721.0,37900.0,,136246.0,189.0,250677.0,4459610.0,93723.0,1818650.0,185300.0,21800.0,-1.0,,1821830.0,-1.0,503369.0,-1.0,20504.0,15200.0,958.0,412000.0,274100.0,81303.0,0.0,311000.0,41500.0,19100.0,412000.0
2009,33927.0,97251.0,1371.0,545000.0,45117.0,25415.0,222711.0,-1.0,2514391.0,12585.0,33300.0,13532.0,122212.0,545000.0,129136.0,56295.0,81123.0,30000.0,,138491.0,0.0,254451.0,5234000.0,98716.0,1788305.0,229300.0,22571.0,-1.0,,2015602.0,47909.0,360719.0,508460.0,17227.0,25000.0,992.0,346300.0,252700.0,65000.0,0.0,426000.0,35300.0,16977.0,346300.0
2010,24751.0,123120.0,1366.0,502000.0,43765.0,25523.0,171200.0,-1.0,2156963.0,33563.0,26400.0,14067.0,124277.0,502000.0,113365.0,58332.0,128951.0,66000.0,,144991.0,425.0,230500.0,4575809.0,93270.0,1253848.0,177400.0,8979.0,9600.0,,2060658.0,27853.0,366823.0,249147.0,26300.0,20800.0,1398.0,350000.0,158700.0,70000.0,3.0,258400.0,25900.0,14164.0,350000.0
2011,33435.0,144800.0,1362.0,355078.0,29542.0,22298.0,196918.0,-1.0,2004300.0,35149.0,21400.0,14767.0,90469.0,355078.0,141469.0,62044.0,113666.0,31800.0,,207218.0,1453.0,228073.0,4235328.0,103797.0,1312362.0,138000.0,13593.0,11900.0,,1987365.0,40870.0,345731.0,522580.0,26522.0,24100.0,472.0,621000.0,107200.0,60000.0,3.0,237000.0,20460.0,10482.0,621000.0
2012,33643.0,133931.0,1357.0,284614.0,41558.0,23422.0,190370.0,-1.0,2294800.0,54356.0,48800.0,15917.0,86466.0,284614.0,54530.0,55147.0,80505.0,35600.0,,217300.0,500.0,220103.0,3349225.0,105000.0,1818405.0,114600.0,24800.0,12100.0,,2300503.0,37836.0,345090.0,464268.0,26514.0,26100.0,1132.0,500000.0,140400.0,49000.0,3.0,434800.0,17019.0,12099.0,500000.0
2013,39485.0,245027.0,1353.0,171211.0,42977.0,25746.0,214207.0,-1.0,2609000.0,47855.0,36600.0,12641.0,62531.0,171211.0,69916.0,50424.0,116368.0,29600.0,,394800.0,1238.0,224141.0,4273027.0,118000.0,1272709.0,74428.0,8800.0,19800.0,,2030563.0,46843.0,459050.0,581542.0,38808.0,30730.0,9966.0,437000.0,111700.0,45000.0,0.0,453800.0,46909.0,9931.0,437000.0
2014,49389.0,275219.0,1348.0,125641.0,51788.0,30073.0,243889.0,-1.0,2972200.0,61316.0,26900.0,20068.0,51832.0,125641.0,91691.0,50477.0,103684.0,33800.0,,449674.0,259.0,302598.0,5246647.0,110000.0,2076376.0,95900.0,25200.0,43560.0,,2023275.0,33480.0,486450.0,654135.0,60361.0,31590.0,11645.0,385000.0,226400.0,49909.0,0.0,395200.0,47161.0,9430.0,385000.0
