,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Belarus,Croatia,Serbia,India,Armenia,Syrian Arab Republic,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Yugoslav SFR,Belgium,Netherlands,Greece,New Zealand,Guyana,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Algeria,Slovenia,Morocco,Republic of Moldova,Kyrgyzstan,Cyprus,Argentina,Luxembourg,Georgia,Germany,Austria,Czechoslovakia,Sweden,Switzerland,Mexico,USSR,Romania,Azerbaijan,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Lebanon,Czechia,Occupied Palestinian Territory,Italy,Hungary,Montenegro,Kazakhstan,Chile,Israel,Suriname,Australia,France,Micronesia,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Norway,Guam,Belgium-Luxembourg
1995,20300.0,400.0,305.0,37.0,-1.0,1372.0,-1.0,1630.0,-1.0,8000.0,800.0,2654.0,1064.0,530.0,3190.0,500.0,-1.0,-1.0,400.0,9750.0,353.0,-1.0,8348.0,1898.0,21075.0,17000.0,6840.0,2510.0,61.0,800.0,3000.0,1200.0,310.0,1290.0,-1.0,4000.0,7389.0,8400.0,-1.0,123.0,3645.0,40.0,-1.0,13375.0,-1.0,27800.0,180.0,2000.0,-1.0,330.0,4415.0,150.0,-1.0,900.0,3334.0,1680.0,5300.0,2500.0,-1.0,24771.0,8200.0,-1.0,4400.0,3265.0,169.0,-1.0,1545.0,14650.0,-1,-1.0,10800.0,-1.0,26000.0,20167.0,292.0,-1,1000.0
1996,20700.0,456.0,310.0,44.0,-1.0,1500.0,-1.0,1700.0,1500.0,7707.0,600.0,2823.0,986.0,500.0,3390.0,600.0,-1.0,-1.0,400.0,9800.0,339.0,-1.0,8275.0,1894.0,22170.0,20364.0,8471.0,2520.0,63.0,1200.0,1600.0,1400.0,290.0,1287.0,-1.0,4000.0,7389.0,8400.0,-1.0,184.0,3645.0,50.0,-1.0,12995.0,-1.0,27600.0,220.0,1282.0,1000.0,370.0,4500.0,142.0,-1.0,1000.0,3573.0,1690.0,5527.0,2200.0,-1.0,27121.0,7300.0,-1.0,4400.0,3615.0,189.0,-1.0,1555.0,14770.0,-1,-1.0,11800.0,1000.0,25000.0,20767.0,236.0,-1,1000.0
1997,21400.0,392.0,310.0,44.0,-1.0,800.0,-1.0,1766.0,1100.0,7780.0,500.0,89.0,767.0,489.0,3500.0,770.0,-1.0,-1.0,300.0,8600.0,340.0,-1.0,8018.0,1920.0,22920.0,23552.0,6830.0,2320.0,93.0,900.0,2961.0,1500.0,265.0,1261.0,-1.0,3000.0,6614.0,8400.0,-1.0,184.0,350.0,70.0,-1.0,12302.0,-1.0,29500.0,298.0,3400.0,1500.0,420.0,4500.0,100.0,1000.0,1150.0,3672.0,1900.0,4800.0,2000.0,-1.0,25321.0,7700.0,-1.0,5400.0,4027.0,120.0,-1.0,1580.0,14000.0,-1,-1.0,12000.0,1500.0,24800.0,21227.0,207.0,-1,1000.0
1998,17500.0,398.0,310.0,39.0,-1.0,1000.0,-1.0,1843.0,1000.0,9000.0,500.0,101.0,842.0,484.0,3650.0,832.0,-1.0,-1.0,300.0,8700.0,400.0,-1.0,8259.0,2050.0,23180.0,23937.0,7173.0,2230.0,93.0,1400.0,3004.0,1550.0,265.0,1300.0,-1.0,3000.0,6614.0,8400.0,-1.0,300.0,500.0,50.0,-1.0,11955.0,900.0,28600.0,189.0,4000.0,2000.0,460.0,3800.0,270.0,900.0,1200.0,3827.0,1785.0,5900.0,2200.0,-1.0,26954.0,6100.0,-1.0,3600.0,3900.0,193.0,-1.0,1650.0,11980.0,-1,-1.0,13438.0,2000.0,24500.0,22811.0,218.0,-1,1100.0
1999,17200.0,391.0,320.0,65.0,-1.0,900.0,-1.0,2698.0,1000.0,11000.0,500.0,130.0,865.0,1000.0,3750.0,877.0,-1.0,-1.0,300.0,9000.0,400.0,140.0,8135.0,1820.0,23473.0,24288.0,6830.0,2270.0,93.0,1316.0,2900.0,1700.0,270.0,1287.0,-1.0,3000.0,6614.0,8400.0,-1.0,195.0,400.0,71.0,-1.0,12000.0,1100.0,28900.0,189.0,2900.0,2000.0,510.0,3500.0,150.0,600.0,1200.0,3997.0,1430.0,6100.0,2300.0,-1.0,26410.0,4270.0,-1.0,3500.0,5288.0,212.0,-1.0,1420.0,12087.0,-1,500.0,11884.0,2000.0,25000.0,23810.0,300.0,-1,1000.0
2000,16900.0,398.0,325.0,64.0,-1.0,800.0,-1.0,2828.0,1000.0,12047.0,500.0,163.0,860.0,1100.0,3820.0,968.0,-1.0,1000.0,300.0,9200.0,535.0,180.0,6973.0,1915.0,24869.0,25244.0,6000.0,2260.0,92.0,1300.0,2511.0,1600.0,260.0,1296.0,100.0,2975.0,6614.0,8400.0,-1.0,200.0,500.0,71.0,-1.0,10446.0,1100.0,28777.0,190.0,2400.0,2000.0,550.0,3500.0,190.0,600.0,1095.0,5733.0,1380.0,7596.0,2300.0,-1.0,26958.0,5250.0,-1.0,5300.0,5832.0,350.0,-1.0,1380.0,12049.0,-1,500.0,12114.0,2000.0,25000.0,21300.0,300.0,-1,-1.0
2001,16500.0,1003.0,326.0,70.0,-1.0,700.0,-1.0,2885.0,500.0,11361.0,470.0,134.0,1044.0,1200.0,3920.0,914.0,-1.0,1100.0,500.0,9000.0,543.0,230.0,9704.0,1873.0,27559.0,25302.0,6209.0,2850.0,92.0,1310.0,2569.0,1900.0,265.0,1305.0,100.0,2690.0,6614.0,8400.0,-1.0,195.0,400.0,1.0,-1.0,10393.0,900.0,27830.0,190.0,2600.0,3000.0,640.0,3400.0,400.0,800.0,1073.0,5801.0,1060.0,7589.0,2100.0,15.0,27320.0,4300.0,-1.0,4430.0,6210.0,400.0,-1.0,1330.0,12051.0,-1,500.0,12315.0,3000.0,26000.0,21800.0,310.0,-1,-1.0
2002,15600.0,981.0,326.0,78.0,-1.0,800.0,-1.0,2917.0,650.0,10000.0,430.0,113.0,1095.0,1426.0,3970.0,897.0,-1.0,1200.0,500.0,9400.0,550.0,200.0,6751.0,1870.0,29433.0,25500.0,5137.0,3110.0,107.0,1040.0,2661.0,1655.0,265.0,1350.0,119.0,2000.0,5720.0,8400.0,-1.0,188.0,400.0,0.0,-1.0,11653.0,983.0,28661.0,190.0,2700.0,3500.0,690.0,4800.0,260.0,1000.0,1100.0,5875.0,1080.0,8112.0,1160.0,56.0,28804.0,1098.0,-1.0,4242.0,6550.0,314.0,-1.0,1320.0,12160.0,-1,900.0,11867.0,3500.0,28000.0,22400.0,312.0,-1,-1.0
2003,14900.0,841.0,326.0,79.0,600.0,750.0,-1.0,2986.0,700.0,11500.0,380.0,60.0,1085.0,1305.0,3990.0,1168.0,-1.0,1204.0,386.0,9400.0,550.0,160.0,9665.0,2200.0,29433.0,29548.0,9200.0,2360.0,107.0,1260.0,2251.0,1900.0,237.0,1328.0,120.0,4000.0,5366.0,8400.0,-1.0,188.0,444.0,0.0,-1.0,9861.0,1024.0,28727.0,190.0,3500.0,3700.0,900.0,4500.0,250.0,1017.0,1200.0,5960.0,1070.0,7542.0,1150.0,11.0,28558.0,1913.0,-1.0,3739.0,6990.0,241.0,-1.0,1650.0,12175.0,-1,688.0,11040.0,3700.0,26000.0,24000.0,294.0,-1,-1.0
2004,14200.0,846.0,330.0,83.0,580.0,800.0,-1.0,3049.0,1100.0,8500.0,390.0,68.0,1072.0,2372.0,4180.0,1173.0,-1.0,1252.0,555.0,9847.0,550.0,140.0,11145.0,2195.0,31677.0,31341.0,10000.0,2393.0,107.0,1270.0,2122.0,2000.0,224.0,1333.0,120.0,1700.0,5504.0,8400.0,-1.0,200.0,446.0,0.0,-1.0,9612.0,1051.0,25855.0,190.0,4200.0,3900.0,690.0,2500.0,360.0,863.0,1300.0,6237.0,1060.0,7700.0,1165.0,102.0,28331.0,2059.0,-1.0,3769.0,7200.0,300.0,-1.0,1645.0,12166.0,-1,687.0,10879.0,3900.0,26000.0,25000.0,294.0,-1,-1.0
2005,13600.0,500.0,339.0,83.0,194.0,850.0,-1.0,3107.0,1200.0,12000.0,400.0,70.0,1311.0,2896.0,4380.0,1181.0,-1.0,1215.0,606.0,9391.0,524.0,146.0,11234.0,2144.0,32027.0,33329.0,6800.0,2385.0,107.0,2200.0,2081.0,2000.0,235.0,1347.0,120.0,3100.0,5528.0,8400.0,-1.0,139.0,442.0,0.0,-1.0,8702.0,1115.0,23515.0,190.0,4800.0,4500.0,700.0,3000.0,156.0,899.0,1400.0,6277.0,1130.0,7800.0,1090.0,123.0,27888.0,2090.0,-1.0,5200.0,7100.0,365.0,-1.0,1620.0,12127.0,-1,842.0,9548.0,4500.0,28000.0,26800.0,278.0,-1,-1.0
2006,13200.0,397.0,350.0,84.0,160.0,850.0,7700.0,3122.0,1200.0,13000.0,400.0,79.0,1625.0,3171.0,4490.0,978.0,-1.0,1246.0,610.0,9591.0,550.0,144.0,11339.0,2150.0,32901.0,33500.0,-1.0,2440.0,107.0,1400.0,2097.0,2000.0,270.0,1350.0,120.0,1400.0,5561.0,8400.0,-1.0,160.0,448.0,0.0,-1.0,7240.0,1662.0,23626.0,190.0,5000.0,5000.0,1000.0,7214.0,80.0,759.0,1200.0,6350.0,1130.0,7850.0,750.0,181.0,28876.0,1197.0,700.0,1900.0,7600.0,330.0,-1.0,1600.0,11830.0,-1,2475.0,9674.0,5000.0,28000.0,30331.0,271.0,-1,-1.0
2007,13000.0,350.0,352.0,60.0,177.0,1300.0,9500.0,3163.0,1041.0,14000.0,447.0,60.0,1188.0,3484.0,4490.0,1003.0,-1.0,1256.0,700.0,9654.0,520.0,141.0,12092.0,2320.0,33051.0,30000.0,-1.0,2508.0,92.0,1435.0,2148.0,2000.0,232.0,1400.0,120.0,1600.0,5443.0,8400.0,-1.0,170.0,460.0,0.0,-1.0,7688.0,1535.0,23644.0,130.0,5800.0,5500.0,800.0,7500.0,130.0,737.0,950.0,5539.0,1160.0,8100.0,785.0,187.0,28868.0,1711.0,616.0,1700.0,9900.0,300.0,-1.0,1800.0,11148.0,-1,1515.0,10289.0,5500.0,27000.0,34400.0,275.0,-1,-1.0
2008,12600.0,341.0,362.0,42.0,300.0,1300.0,9000.0,3187.0,952.0,22000.0,447.0,78.0,1358.0,4065.0,4490.0,995.0,-1.0,1224.0,700.0,8200.0,550.0,125.0,11800.0,2291.0,33431.0,28176.0,-1.0,2582.0,92.0,1477.0,2121.0,3000.0,162.0,1482.0,4.0,1100.0,5449.0,8400.0,-1.0,190.0,454.0,0.0,-1.0,7628.0,1511.0,24071.0,130.0,5500.0,6000.0,850.0,7000.0,175.0,224.0,1000.0,5561.0,1160.0,8500.0,862.0,229.0,28900.0,1795.0,689.0,1700.0,10100.0,350.0,-1.0,1741.0,10664.0,-1,1141.0,9903.0,6000.0,16000.0,35800.0,280.0,-1,-1.0
2009,12600.0,338.0,371.0,38.0,300.0,1182.0,8934.0,3199.0,997.0,25000.0,456.0,72.0,1464.0,4153.0,4450.0,993.0,-1.0,1212.0,707.0,10500.0,597.0,120.0,13688.0,2997.0,34524.0,37749.0,-1.0,2754.0,110.0,1558.0,2208.0,4700.0,321.0,1576.0,4.0,1100.0,5440.0,8400.0,-1.0,350.0,466.0,0.0,-1.0,6846.0,1617.0,24304.0,130.0,5688.0,7000.0,980.0,8000.0,220.0,128.0,1300.0,5655.0,1200.0,7510.0,842.0,180.0,29726.0,1928.0,700.0,1700.0,12500.0,350.0,-1.0,2400.0,9949.0,-1,1123.0,10625.0,7000.0,16000.0,37900.0,279.0,-1,-1.0
2010,12600.0,276.0,378.0,5.0,400.0,1059.0,7400.0,3235.0,1003.0,27521.0,500.0,60.0,1362.0,4232.0,4470.0,993.0,-1.0,1200.0,710.0,9800.0,616.0,110.0,14961.0,2650.0,34411.0,46836.0,-1.0,2850.0,114.0,2041.0,2191.0,3000.0,249.0,1800.0,4.0,854.0,5389.0,11000.0,-1.0,294.0,486.0,12.0,-1.0,6930.0,1641.0,24290.0,130.0,5000.0,7261.0,1013.0,8300.0,136.0,71.0,1406.0,5653.0,747.0,6173.0,835.0,101.0,30020.0,2414.0,754.0,1700.0,13143.0,407.0,12.0,2034.0,9567.0,-1,1102.0,12031.0,7261.0,16000.0,42054.0,243.0,-1,-1.0
2011,12500.0,275.0,385.0,5.0,600.0,762.0,9100.0,3271.0,1085.0,28022.0,550.0,120.0,1506.0,4435.0,4440.0,993.0,-1.0,1200.0,708.0,9800.0,584.0,45.0,13957.0,2337.0,34730.0,35230.0,-1.0,2879.0,124.0,2096.0,2393.0,2000.0,244.0,1782.0,4.0,809.0,5338.0,15000.0,-1.0,251.0,498.0,0.0,-1.0,6853.0,1654.0,24967.0,130.0,6000.0,7394.0,1100.0,8275.0,210.0,120.0,1400.0,5659.0,365.0,6242.0,1074.0,156.0,30207.0,2270.0,721.0,1800.0,13174.0,358.0,20.0,1753.0,9643.0,-1,1100.0,11555.0,7394.0,16000.0,45246.0,221.0,-1,-1.0
2012,12500.0,250.0,391.0,4.0,500.0,984.0,7400.0,3300.0,1236.0,29674.0,609.0,120.0,1490.0,4051.0,4440.0,1003.0,-1.0,1100.0,700.0,11000.0,619.0,20.0,6989.0,2617.0,34961.0,36609.0,-1.0,3575.0,136.0,1437.0,2377.0,1500.0,221.0,1800.0,4.0,1503.0,5181.0,14500.0,-1.0,260.0,530.0,12.0,-1.0,6829.0,1672.0,24972.0,130.0,4150.0,7641.0,850.0,11395.0,199.0,84.0,1582.0,5744.0,99.0,6357.0,1108.0,182.0,29736.0,2310.0,700.0,1700.0,13642.0,413.0,23.0,1998.0,9594.0,-1,1100.0,11610.0,7641.0,16000.0,48331.0,211.0,-1,-1.0
2013,12400.0,223.0,398.0,2.0,400.0,1091.0,3705.0,3300.0,1364.0,29536.0,659.0,188.0,1541.0,4383.0,4460.0,1065.0,-1.0,1100.0,734.0,11800.0,620.0,250.0,7605.0,3639.0,36462.0,36457.0,-1.0,3503.0,148.0,1640.0,2344.0,1500.0,225.0,2044.0,4.0,1667.0,5207.0,12069.0,-1.0,269.0,547.0,15.0,-1.0,7079.0,1701.0,25358.0,130.0,5600.0,8057.0,950.0,11724.0,249.0,142.0,1679.0,6020.0,162.0,6063.0,1050.0,180.0,30581.0,2390.0,700.0,1700.0,16243.0,411.0,24.0,3019.0,9173.0,-1,1100.0,10879.0,8057.0,16000.0,76459.0,191.0,-1,-1.0
2014,11300.0,222.0,405.0,1.0,400.0,790.0,3705.0,3500.0,1442.0,29471.0,688.0,251.0,1425.0,4558.0,4460.0,1102.0,-1.0,1300.0,800.0,13410.0,662.0,140.0,6256.0,2805.0,36300.0,41095.0,-1.0,2736.0,158.0,1765.0,2453.0,1500.0,203.0,1805.0,4.0,1683.0,5192.0,11500.0,-1.0,278.0,561.0,45.0,-1.0,6446.0,1692.0,25594.0,130.0,5000.0,8476.0,900.0,13152.0,222.0,164.0,1877.0,6043.0,145.0,5763.0,1016.0,188.0,29766.0,2480.0,700.0,1400.0,16933.0,410.0,24.0,2143.0,8200.0,-1,1200.0,10766.0,8476.0,16600.0,79042.0,190.0,-1,-1.0
