,Kenya,"China, Taiwan Province of",Belarus,Croatia,Syrian Arab Republic,United Republic of Tanzania,Nepal,Denmark,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Norway,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Portugal,Poland,"China, mainland",Russian Federation,Italy,India,Luxembourg,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Tajikistan,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,Germany,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Slovakia,Swaziland,Republic of Moldova,Turkey
1996,2830.0,71826.0,12500.0,72291.0,40600.0,-1.0,6600.0,607.0,30878.0,9640.0,180.0,28678.0,1393.0,31329.0,-1.0,29961.0,6565.0,1700.0,4000.0,167100.0,26245.0,-1.0,9690.0,650.0,3193.0,9700.0,47068.0,55000.0,2471826.0,77000.0,-1.0,30200.0,40562.0,1500.0,12357.0,150000.0,114437.0,-1.0,9000.0,1304.0,17722.0,110606.0,2400000.0,166000.0,181084.0,62000.0,-1.0,7200.0,5819.0,-1.0,619000.0,285.0,-1.0,10300.0,9400.0,19800.0,5220.0,102300.0,37280.0,10000.0,1000.0,147000.0,2900.0,90016.0,863000.0,116735.0,77324.0,-1.0,31924.0,68000.0,1709.0,20000.0,39000.0,54359.0,48000.0,-1.0,557.0,-1.0,77764.0,662993.0,10246.0,2642.0,10000.0,14500.0,6000.0,351048.0,39239.0,28429.0,7500.0,8000.0,3000.0,19421.0,2319.0,64200.0,195000.0
1997,4267.0,62203.0,14000.0,47117.0,28000.0,60.0,8000.0,533.0,17633.0,8104.0,230.0,36006.0,1012.0,34187.0,-1.0,24267.0,4411.0,1800.0,3600.0,154800.0,17558.0,-1.0,10024.0,654.0,3174.0,12000.0,34793.0,62767.0,2956203.0,73000.0,-1.0,30800.0,40031.0,3000.0,8140.0,158800.0,122795.0,-1.0,8000.0,1193.0,17928.0,126770.0,2894000.0,170000.0,114437.0,65000.0,-1.0,4300.0,5694.0,-1.0,471000.0,300.0,-1.0,9200.0,7100.0,12100.0,3770.0,136200.0,38661.0,8200.0,1100.0,158456.0,2500.0,112589.0,840000.0,110292.0,78442.0,-1.0,38550.0,69690.0,1559.0,18500.0,32200.0,76731.0,46500.0,-1.0,519.0,-1.0,78183.0,491577.0,7546.0,2437.0,9700.0,11000.0,8000.0,195700.0,44756.0,31687.0,9500.0,5000.0,1600.0,16239.0,2700.0,61494.0,200000.0
1998,5218.0,36503.0,18500.0,83143.0,34931.0,150.0,7650.0,500.0,19760.0,8258.0,170.0,39006.0,1076.0,34655.0,-1.0,20666.0,5771.0,1784.0,1850.0,72900.0,20300.0,-1.0,13911.0,658.0,3185.0,15500.0,22203.0,58639.0,3161503.0,69000.0,-1.0,31400.0,35700.0,1500.0,5607.0,139800.0,103777.0,-1.0,3400.0,847.0,14878.0,107132.0,3125000.0,105000.0,148849.0,66000.0,-1.0,4300.0,5876.0,-1.0,481000.0,306.0,-1.0,8000.0,11100.0,6400.0,3860.0,95600.0,40215.0,8000.0,1400.0,146546.0,2300.0,61788.0,507000.0,118314.0,80656.0,-1.0,18588.0,78228.0,1700.0,21334.0,47800.0,49496.0,40900.0,-1.0,519.0,-1.0,61383.0,404370.0,11411.0,3171.0,13000.0,12000.0,9000.0,205700.0,37011.0,32355.0,6000.0,3800.0,1300.0,22219.0,3000.0,47000.0,200000.0
1999,4298.0,39857.0,13700.0,38030.0,41019.0,134.0,8200.0,550.0,28089.0,10000.0,200.0,43670.0,862.0,30665.0,-1.0,25321.0,4178.0,1900.0,1876.0,83400.0,16300.0,-1.0,9089.0,660.0,3223.0,17421.0,20452.0,26961.0,3919857.0,62000.0,11300.0,32000.0,39300.0,4000.0,6727.0,186700.0,97831.0,-1.0,6500.0,885.0,17948.0,90749.0,3880000.0,115000.0,189300.0,74000.0,-1.0,1700.0,6102.0,-1.0,382000.0,317.0,-1.0,6300.0,7691.0,9300.0,3510.0,23200.0,42046.0,6500.0,1100.0,160250.0,2000.0,66174.0,666875.0,133321.0,59000.0,-1.0,16568.0,78000.0,1600.0,22550.0,54900.0,44870.0,51400.0,-1.0,388.0,-1.0,78610.0,361300.0,6855.0,3796.0,15000.0,12100.0,9500.0,185000.0,47282.0,28665.0,2200.0,5200.0,3000.0,15201.0,2956.0,38110.0,195000.0
2000,3571.0,41952.0,23400.0,39857.0,39246.0,120.0,8100.0,600.0,23421.0,11000.0,180.0,51723.0,1177.0,26155.0,-1.0,26353.0,6345.0,1800.0,2137.0,123000.0,24124.0,2400.0,8377.0,670.0,3800.0,18085.0,17502.0,26750.0,3941952.0,49500.0,12781.0,32500.0,25700.0,5000.0,12688.0,172000.0,91285.0,-1.0,7370.0,1070.0,15538.0,106915.0,3900000.0,135000.0,179833.0,78000.0,950.0,4473.0,7177.0,-1.0,362000.0,320.0,-1.0,6000.0,11800.0,5300.0,2990.0,26600.0,46062.0,6000.0,1220.0,168045.0,2000.0,61785.0,819000.0,142606.0,63794.0,-1.0,18280.0,74581.0,1542.0,19080.0,60300.0,57323.0,39300.0,-1.0,600.0,-1.0,79888.0,549627.0,7700.0,3053.0,15400.0,12100.0,12000.0,203571.0,32911.0,24155.0,2100.0,4800.0,-1.0,13521.0,2700.0,41240.0,195000.0
2001,5136.0,34852.0,28300.0,39631.0,35855.0,137.0,8800.0,496.0,13300.0,12600.0,190.0,57874.0,1132.0,33300.0,-1.0,24848.0,6005.0,1819.0,2424.0,137800.0,20900.0,300.0,8553.0,683.0,2818.0,18511.0,16180.0,32008.0,4060852.0,33500.0,12610.0,33157.0,34200.0,5700.0,16006.0,210500.0,89824.0,-1.0,5500.0,2334.0,11453.0,131888.0,4026000.0,125000.0,172000.0,80000.0,255.0,4480.0,6578.0,-1.0,338000.0,338.0,-1.0,2200.0,10500.0,14800.0,2920.0,29100.0,44902.0,4200.0,1100.0,149734.0,2000.0,73150.0,590760.0,143119.0,63100.0,-1.0,23056.0,106243.0,1500.0,15265.0,40900.0,75300.0,63100.0,-1.0,400.0,-1.0,74581.0,557200.0,8000.0,2912.0,15000.0,17004.0,12000.0,271579.0,38235.0,31300.0,3000.0,5000.0,-1.0,10693.0,1800.0,59212.0,200000.0
2002,4885.0,34419.0,43000.0,20543.0,36700.0,150.0,8500.0,422.0,23840.0,13100.0,196.0,75572.0,1739.0,27200.0,-1.0,30422.0,5419.0,1841.0,2903.0,94700.0,25270.0,600.0,7010.0,693.0,1681.0,17573.0,19763.0,20002.0,4397419.0,59000.0,13186.0,33000.0,24900.0,4400.0,19464.0,215000.0,49316.0,-1.0,6420.0,2453.0,16445.0,102892.0,4363000.0,152000.0,177000.0,90000.0,915.0,4485.0,7134.0,-1.0,205371.0,330.0,-1.0,1500.0,10000.0,12600.0,2876.0,29000.0,43853.0,4000.0,1100.0,210900.0,1700.0,48891.0,667601.0,145000.0,65800.0,-1.0,3977.0,105554.0,1528.0,9816.0,45800.0,43418.0,43100.0,-1.0,495.0,-1.0,73292.0,220638.0,8300.0,7662.0,15200.0,15300.0,20000.0,246376.0,38728.0,25500.0,1200.0,6000.0,-1.0,8631.0,1300.0,31567.0,200000.0
2003,6250.0,34724.0,22500.0,42826.0,31000.0,300.0,9400.0,304.0,15313.0,9000.0,200.0,77438.0,1339.0,35213.0,-1.0,32529.0,7695.0,1863.0,957.0,135200.0,23730.0,550.0,10557.0,703.0,1382.0,20915.0,15523.0,88308.0,4434724.0,70000.0,14195.0,33610.0,20100.0,4000.0,7887.0,255000.0,45430.0,-1.0,4968.0,129.0,16781.0,109563.0,4400000.0,160000.0,128000.0,100000.0,503.0,4480.0,7208.0,-1.0,577431.0,363.0,-1.0,900.0,9100.0,15100.0,3470.0,22600.0,54436.0,4000.0,600.0,230314.0,2030.0,46364.0,728288.0,147000.0,64273.0,-1.0,4085.0,151362.0,1550.0,19760.0,47873.0,69499.0,53900.0,0.0,495.0,-1.0,74671.0,909648.0,8400.0,4560.0,15000.0,14000.0,20000.0,250192.0,58336.0,33183.0,1457.0,6369.0,-1.0,6718.0,800.0,50800.0,210000.0
2004,8000.0,35321.0,35900.0,68110.0,32500.0,450.0,9363.0,309.0,25967.0,13900.0,193.0,71983.0,1649.0,26580.0,-1.0,38321.0,9976.0,1891.0,1055.0,173300.0,25390.0,275.0,10380.0,711.0,3121.0,14715.0,17148.0,167834.0,4835321.0,65000.0,13117.0,32300.0,26300.0,5000.0,9807.0,250000.0,66995.0,-1.0,7831.0,913.0,16406.0,132613.0,4800000.0,178000.0,179334.0,140000.0,860.0,1090.0,7162.0,-1.0,567155.0,340.0,-1.0,1500.0,11000.0,13600.0,3257.0,27100.0,32039.0,4000.0,723.0,145631.0,2143.0,49165.0,294744.0,160609.0,60699.0,-1.0,6167.0,127413.0,1510.0,14759.0,77837.0,69579.0,47800.0,185.0,300.0,-1.0,79762.0,475767.0,4992.0,5386.0,13500.0,19000.0,21000.0,229486.0,67540.0,24437.0,1512.0,5204.0,-1.0,5800.0,1097.0,55556.0,210000.0
2005,10000.0,29202.0,46536.0,35863.0,34800.0,600.0,9425.0,309.0,25254.0,10319.0,187.0,75963.0,1319.0,34592.0,-1.0,46216.0,4331.0,1921.0,2445.0,165900.0,34640.0,400.0,5849.0,719.0,3437.0,21510.0,18000.0,95971.0,5229202.0,58000.0,15122.0,35965.0,25500.0,5000.0,6491.0,250000.0,35956.0,-1.0,8000.0,507.0,16392.0,91387.0,5200000.0,168600.0,185404.0,146244.0,530.0,1104.0,7418.0,-1.0,311757.0,396.0,-1.0,2000.0,15400.0,14300.0,2815.0,26800.0,40000.0,1000.0,830.0,251812.0,1830.0,17950.0,431820.0,193232.0,59946.0,-1.0,4460.0,127500.0,1520.0,18965.0,40114.0,61572.0,61000.0,1079.0,311.0,-1.0,76053.0,622357.0,8292.0,4686.0,15000.0,16000.0,25000.0,214342.0,53608.0,32762.0,1696.0,5500.0,-1.0,4983.0,1400.0,41424.0,220000.0
2006,13184.0,26297.0,66876.0,49868.0,42000.0,800.0,9489.0,309.0,29745.0,11090.0,207.0,64419.0,1521.0,20871.0,-1.0,65651.0,5393.0,1900.0,1521.0,127100.0,33922.0,400.0,8678.0,726.0,2963.0,18867.0,15423.0,123234.0,5326297.0,56734.0,15062.0,38500.0,24800.0,6400.0,8390.0,244000.0,64584.0,5541.0,4850.0,282.0,19711.0,93638.0,5300000.0,89300.0,180488.0,160000.0,530.0,1115.0,6900.0,0.0,-1.0,418.0,556227.0,2200.0,15000.0,14100.0,3673.0,21400.0,53000.0,3000.0,835.0,178705.0,1850.0,21001.0,645371.0,219047.0,60449.0,-1.0,5090.0,155000.0,1547.0,12800.0,51523.0,80285.0,80300.0,1349.0,320.0,-1.0,73396.0,598753.0,8400.0,4855.0,15500.0,18000.0,28000.0,234034.0,38956.0,19021.0,5514.0,4300.0,-1.0,5996.0,1100.0,75882.0,214416.0
2007,13616.0,25830.0,35925.0,64238.0,46400.0,1100.0,9536.0,300.0,27773.0,13170.0,212.0,64816.0,1366.0,25441.0,-1.0,42631.0,6261.0,2000.0,250.0,109600.0,34073.0,500.0,9994.0,750.0,4421.0,19562.0,16706.0,138707.0,4825830.0,59000.0,15994.0,41000.0,24500.0,8500.0,8805.0,250000.0,30772.0,6076.0,4820.0,48.0,16175.0,53467.0,4800000.0,183000.0,178293.0,169315.0,577.0,1124.0,8700.0,0.0,-1.0,445.0,680566.0,1600.0,11226.0,13800.0,3055.0,21900.0,49337.0,5000.0,895.0,191100.0,2350.0,23020.0,367319.0,253060.0,73053.0,-1.0,5858.0,108000.0,1572.0,16300.0,65290.0,68359.0,79272.0,1039.0,300.0,-1.0,70024.0,372631.0,8700.0,2944.0,12000.0,20000.0,31000.0,248947.0,52798.0,23091.0,692.0,5500.0,-1.0,6994.0,1200.0,14015.0,240874.0
2008,11463.0,23001.0,62271.0,48614.0,47700.0,1300.0,9564.0,303.0,32826.0,14000.0,221.0,66748.0,1482.0,24100.0,-1.0,58837.0,4174.0,2036.0,246.0,135500.0,25028.0,100.0,5174.0,734.0,2121.0,20513.0,15392.0,132623.0,5223001.0,65000.0,10355.0,42000.0,25000.0,12000.0,8667.0,234000.0,55971.0,5943.0,3870.0,114.0,17817.0,113578.0,5200000.0,135000.0,183955.0,180457.0,78.0,1133.0,8868.0,0.0,-1.0,472.0,606767.0,2700.0,12077.0,25000.0,2470.0,26000.0,34500.0,7000.0,802.0,198904.0,2100.0,14298.0,493055.0,269139.0,66881.0,-1.0,5942.0,136000.0,1600.0,12600.0,31363.0,63429.0,65556.0,414.0,300.0,-1.0,68408.0,475290.0,8800.0,3388.0,11500.0,22000.0,30000.0,161048.0,62645.0,22000.0,1398.0,5571.0,-1.0,6996.0,1250.0,56157.0,248185.0
2009,8469.0,22899.0,80914.0,38369.0,44438.0,1800.0,9604.0,291.0,35610.0,13500.0,226.0,63619.0,1521.0,18113.0,-1.0,74406.0,4101.0,2070.0,92.0,136700.0,26993.0,300.0,10238.0,734.0,2132.0,20679.0,13981.0,155767.0,5372899.0,70000.0,11210.0,43000.0,23800.0,7000.0,3700.0,296000.0,51487.0,10243.0,4880.0,69.0,18382.0,120718.0,5350000.0,138000.0,189303.0,190992.0,173.0,914.0,8170.0,0.0,-1.0,471.0,662631.0,2200.0,10344.0,12900.0,2609.0,20900.0,34600.0,9024.0,752.0,232780.0,1900.0,17246.0,568442.0,269139.0,57470.0,-1.0,8894.0,155000.0,1700.0,6300.0,73102.0,71732.0,73737.0,434.0,335.0,-1.0,68492.0,533691.0,9000.0,2724.0,13000.0,23791.0,33500.0,231401.0,61563.0,16213.0,2581.0,5633.0,-1.0,6738.0,1300.0,31400.0,245782.0
2010,5127.0,24826.0,77668.0,40901.0,26254.0,2200.0,9825.0,264.0,38431.0,15100.0,232.0,62884.0,1637.0,20702.0,-1.0,90226.0,6879.0,2102.0,30.0,154500.0,19784.0,180.0,5663.0,734.0,2943.0,20373.0,7376.0,157562.0,5484853.0,78000.0,13179.0,44000.0,22086.0,11500.0,551.0,311443.0,70854.0,6921.0,4880.0,251.0,15819.0,83798.0,5460027.0,120000.0,207497.0,200000.0,134.0,904.0,8022.0,-1.0,-1.0,450.0,426846.0,2300.0,4014.0,13200.0,2992.0,20900.0,31697.0,9582.0,689.0,218968.0,1902.0,33688.0,257096.0,269139.0,56232.0,-1.0,4470.0,157085.0,1750.0,6700.0,49260.0,78268.0,78751.0,357.0,360.0,-1.0,70202.0,624884.0,9017.0,2291.0,12000.0,26083.0,35190.0,247597.0,61019.0,18800.0,1009.0,5327.0,-1.0,4517.0,1350.0,53816.0,240806.0
2011,2446.0,23656.0,81950.0,36919.0,29435.0,2600.0,10521.0,256.0,35448.0,14700.0,238.0,57440.0,1165.0,17749.0,-1.0,105549.0,4921.0,2130.0,69.0,134700.0,21321.0,180.0,12799.0,734.0,3089.0,22065.0,12666.0,157504.0,5823001.0,83814.0,12099.0,47038.0,22937.0,12000.0,1024.0,316339.0,37338.0,12145.0,5450.0,266.0,17390.0,91772.0,5799345.0,137000.0,191989.0,210000.0,156.0,901.0,8015.0,-1.0,-1.0,515.0,581874.0,2700.0,12376.0,12936.0,2513.0,22500.0,34067.0,9514.0,698.0,230877.0,1841.0,32371.0,281499.0,288719.0,56223.0,-1.0,6261.0,161573.0,1770.0,7200.0,58741.0,103245.0,64709.0,580.0,540.0,-1.0,70677.0,573596.0,9017.0,3376.0,12000.0,29600.0,39685.0,175584.0,63634.0,15908.0,1300.0,5275.0,-1.0,4288.0,1405.0,34981.0,268696.0
2012,2448.0,22744.0,83310.0,15047.0,28225.0,3100.0,11301.0,288.0,35444.0,15700.0,250.0,57137.0,1099.0,18054.0,-1.0,105490.0,6844.0,2200.0,63.0,147200.0,30703.0,300.0,5204.0,725.0,3378.0,24717.0,15520.0,111005.0,5965662.0,93000.0,11074.0,52500.0,24362.0,12000.0,3059.0,315172.0,43270.0,8769.0,5930.0,202.0,17158.0,102498.0,5942918.0,130000.0,172247.0,215000.0,86.0,913.0,6955.0,-1.0,-1.0,650.0,297446.0,3200.0,18704.0,5597.0,2241.0,22300.0,28700.0,10394.0,847.0,210700.0,1901.0,22949.0,266000.0,297700.0,55701.0,-1.0,4060.0,161942.0,1800.0,10700.0,35567.0,71915.0,74757.0,696.0,290.0,-1.0,65379.0,424068.0,8896.0,4071.0,12000.0,34910.0,41305.0,198970.0,59560.0,16153.0,1000.0,5127.0,-1.0,2054.0,1500.0,49309.0,297026.0
2013,2300.0,21582.0,21775.0,39262.0,30014.0,3538.0,10236.0,365.0,38902.0,22700.0,250.0,56101.0,1526.0,17057.0,-1.0,128786.0,8835.0,2150.0,233.0,183550.0,21600.0,200.0,6564.0,741.0,2243.0,25327.0,13616.0,226898.0,6113859.0,100000.0,12581.0,53798.0,24340.0,13500.0,2724.0,313994.0,48000.0,2619.0,4890.0,298.0,15394.0,102402.0,6092277.0,142000.0,210398.0,220000.0,157.0,923.0,9133.0,-1.0,-1.0,582.0,568840.0,3300.0,15747.0,12375.0,3917.0,21800.0,38000.0,11835.0,742.0,172400.0,1821.0,37639.0,193800.0,314500.0,55241.0,-1.0,7485.0,166345.0,1817.0,8700.0,48536.0,89155.0,109363.0,250.0,260.0,-1.0,63194.0,512459.0,8958.0,4508.0,10500.0,36300.0,43709.0,170960.0,74926.0,15235.0,1100.0,5224.0,-1.0,2514.0,1549.0,55568.0,305393.0
2014,2163.0,15271.0,7444.0,8080.0,30525.0,3970.0,9752.0,319.0,33101.0,23250.0,252.0,58408.0,1388.0,17703.0,-1.0,107191.0,7289.0,2185.0,109.0,163180.0,23973.0,200.0,10266.0,753.0,2198.0,25632.0,14224.0,74075.0,6256906.0,120000.0,19171.0,50751.0,24230.0,13000.0,2340.0,296439.0,45120.0,5743.0,4955.0,64.0,24177.0,106057.0,6241635.0,140000.0,214880.0,225000.0,139.0,907.0,7651.0,-1.0,-1.0,591.0,401452.0,3500.0,21657.0,11656.0,3698.0,22300.0,42190.0,11408.0,885.0,232765.0,1926.0,24640.0,231800.0,328944.0,54304.0,-1.0,6116.0,171232.0,1762.0,13300.0,56343.0,71570.0,92872.0,344.0,250.0,-1.0,71172.0,495287.0,9020.0,4495.0,13000.0,33180.0,46114.0,194000.0,76907.0,15777.0,1100.0,5496.0,-1.0,2373.0,1383.0,72771.0,265490.0
