,Bhutan,Eritrea,Dominica,Madagascar,Pakistan,Samoa,Nepal,Ethiopia,Kenya,Bangladesh,Zambia,Solomon Islands,Mauritius,Papua New Guinea,Comoros,Tunisia,Albania,Tonga,Occupied Palestinian Territory,Burkina Faso,Niger,"China, Hong Kong SAR",Morocco,Saint Lucia,Argentina,Colombia,Spain,Lebanon,Malawi,India,Syrian Arab Republic,Jamaica,Ecuador,Indonesia,Ethiopia PDR,Thailand,Melanesia,Togo,Malaysia,Georgia,Mexico,Vanuatu,Timor-Leste,Nigeria,Polynesia,Zimbabwe,Hungary,Turkey,Dominican Republic,Kyrgyzstan,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Peru,Iran (Islamic Republic of),Wallis and Futuna Islands,Guatemala,Kuwait,"China, mainland",Sierra Leone,Sri Lanka,Cyprus,Uzbekistan,Côte d'Ivoire,Rwanda,Bulgaria,Myanmar,China
1977,43750.0,,,6667.0,41667.0,10000.0,,,6667.0,14181.0,,,223913.0,8387.0,,8000.0,,26875.0,,,5000.0,111111.0,8182.0,,,,,,,6122.0,6232.0,12072.0,,,4000.0,15217.0,14268.0,,,,,90000.0,,13415.0,20800.0,5000.0,,18396.0,,,,,,,,10000.0,,1480000.0,,,48276.0,10000.0,,,7500.0,,,2666667.0
1978,43902.0,,,6667.0,32381.0,10000.0,,,6667.0,14465.0,,,141395.0,8276.0,,7937.0,,27500.0,,,4508.0,111111.0,7200.0,,,,,,,7088.0,4126.0,11722.0,,,4500.0,14815.0,11575.0,,,,,90000.0,,13571.0,21200.0,5000.0,,11291.0,,,,,,,,10000.0,,1500000.0,,,48276.0,,,,7609.0,,,2888889.0
1979,44048.0,,,6667.0,23030.0,10000.0,,,6667.0,14546.0,,,129000.0,8358.0,,8046.0,,28125.0,,,5058.0,100000.0,6000.0,,,,,,,8831.0,4167.0,12000.0,,,3750.0,14815.0,11395.0,,,,,90000.0,,13793.0,21600.0,5333.0,,7634.0,,,,,,,,10000.0,,1250000.0,,,48276.0,,,,7692.0,,,2700000.0
1980,45238.0,,,6667.0,32688.0,10000.0,,,6667.0,14614.0,,,139200.0,8358.0,,8046.0,,28750.0,,,5000.0,100000.0,7143.0,,,,,,,8484.0,3947.0,14273.0,,,4118.0,14815.0,11454.0,,,,44690.0,90000.0,,13793.0,22000.0,5333.0,,9756.0,,,,,,,,10000.0,,1250000.0,,,48276.0,,,,7500.0,,,2800000.0
1981,45882.0,,,6667.0,36433.0,8333.0,,,6667.0,14601.0,6667.0,,168000.0,8333.0,,8182.0,,29375.0,,,5714.0,100000.0,5882.0,,,,,,,7469.0,4762.0,14909.0,,,4444.0,15000.0,11298.0,,,,24180.0,95000.0,,13793.0,20069.0,5333.0,,12694.0,,,,,,,,10000.0,,1100000.0,,,48276.0,,,,7576.0,,,2900000.0
1982,47059.0,,,6667.0,31380.0,7500.0,,,6667.0,14800.0,6667.0,,166667.0,8333.0,,8000.0,,30000.0,,,5714.0,100000.0,5882.0,,,,,,,7522.0,4762.0,15700.0,,,4500.0,15400.0,12975.0,,,,18839.0,100000.0,,14000.0,18537.0,5625.0,,8068.0,,,,,,,21622.0,10000.0,,1100000.0,,,50000.0,,,,7576.0,,,3100000.0
1983,47674.0,,,13333.0,31687.0,6000.0,,,6667.0,14606.0,6667.0,,185185.0,8333.0,,8261.0,,30625.0,,,5333.0,100000.0,7027.0,,,,,,,7097.0,4762.0,17100.0,,,4500.0,15000.0,13058.0,,,,9490.0,100000.0,,14333.0,16793.0,5882.0,,5362.0,,,,,,,10000.0,10000.0,,1200000.0,,,50000.0,,,,7429.0,,,3300000.0
1984,46667.0,,,6667.0,29889.0,4615.0,,,6667.0,14694.0,6667.0,,181081.0,8400.0,,8824.0,,31250.0,,,16667.0,90909.0,7568.0,,,,,,,7727.0,4762.0,18364.0,,,5385.0,14667.0,13016.0,,,,9614.0,105000.0,,14667.0,14673.0,6000.0,,5306.0,,,,,,,8000.0,10000.0,,1200000.0,,,53871.0,,,,7500.0,,,3090909.0
1985,48889.0,,5600.0,6667.0,29392.0,4375.0,30000.0,,6667.0,15814.0,6667.0,20000.0,166667.0,8462.0,7333.0,8889.0,,33614.0,,18000.0,26667.0,83333.0,7568.0,5000.0,7333.0,,4462.0,6250.0,6667.0,9855.0,5000.0,18556.0,19973.0,6000.0,3333.0,20667.0,10994.0,,,,13410.0,115000.0,,14667.0,14291.0,6000.0,10000.0,6771.0,5667.0,,,3750.0,30167.0,,6842.0,10000.0,6015.0,1200000.0,19444.0,30000.0,59310.0,,,8000.0,7467.0,,,19868.0
1986,51111.0,,5294.0,6667.0,28972.0,3500.0,32000.0,,6667.0,16410.0,6667.0,19000.0,150000.0,8519.0,9375.0,8889.0,,31250.0,,18333.0,37500.0,83333.0,7568.0,7250.0,7333.0,,4750.0,6500.0,7000.0,9947.0,5111.0,19500.0,20024.0,5000.0,5000.0,15217.0,10991.0,,,,31674.0,100000.0,,13333.0,11408.0,6000.0,10000.0,8800.0,5667.0,,,3750.0,32250.0,,4713.0,10000.0,5000.0,880000.0,20556.0,30137.0,62231.0,,,6000.0,7532.0,,,20971.0
1987,52222.0,,3000.0,6667.0,29099.0,3636.0,34921.0,,6667.0,17474.0,7059.0,19400.0,153846.0,8519.0,8889.0,8889.0,,31250.0,,18667.0,38462.0,80000.0,7568.0,5909.0,7333.0,,6904.0,6750.0,7000.0,8645.0,5217.0,21091.0,19125.0,8500.0,5000.0,15217.0,10991.0,,,,75013.0,93333.0,,13333.0,10987.0,6000.0,12000.0,7427.0,5733.0,,6452.0,3750.0,33400.0,,3125.0,10000.0,3500.0,960000.0,22222.0,40000.0,38346.0,,,7000.0,7500.0,,,22621.0
1988,52747.0,,3000.0,10000.0,29255.0,4167.0,34921.0,,6667.0,17519.0,7000.0,20000.0,156250.0,8519.0,11111.0,8889.0,,31250.0,,18667.0,38462.0,76923.0,7949.0,5909.0,7333.0,,5385.0,6875.0,7500.0,10608.0,5357.0,20900.0,18900.0,6000.0,3333.0,15217.0,11084.0,,,,31595.0,93333.0,,13333.0,10926.0,7000.0,16000.0,7505.0,5800.0,,6452.0,3750.0,37200.0,,3077.0,10000.0,3500.0,1240000.0,23333.0,38462.0,48684.0,,,7000.0,7590.0,,,23718.0
1989,54348.0,,4000.0,10000.0,26226.0,5138.0,34921.0,,6667.0,18420.0,7273.0,22000.0,150000.0,8519.0,11111.0,9444.0,,31250.0,,18667.0,39928.0,75188.0,7692.0,5909.0,7333.0,,5000.0,7000.0,7500.0,13088.0,5000.0,23533.0,21540.0,6000.0,5000.0,15217.0,11610.0,,,,44941.0,116667.0,,13333.0,11395.0,7000.0,18462.0,6064.0,5800.0,,6471.0,4063.0,32920.0,,3077.0,10000.0,3500.0,1230000.0,23889.0,34615.0,50463.0,,,7000.0,7647.0,,,24265.0
1990,55914.0,,6286.0,12500.0,28762.0,5455.0,30662.0,,6909.0,18717.0,7143.0,24000.0,158000.0,13441.0,11522.0,10000.0,,24000.0,,19819.0,17878.0,71630.0,7692.0,5542.0,8790.0,,4255.0,7500.0,6150.0,11312.0,4783.0,23467.0,30951.0,10000.0,5186.0,15000.0,17708.0,,,,87641.0,137500.0,10280.0,13333.0,10397.0,7273.0,16949.0,15306.0,5376.0,,6579.0,5000.0,30327.0,,2702.0,10000.0,6098.0,1140000.0,30715.0,28846.0,42143.0,,,7433.0,7614.0,,19231.0,31088.0
1991,57447.0,,4000.0,12200.0,33371.0,5000.0,83213.0,,6125.0,19037.0,7106.0,23283.0,159091.0,8571.0,12115.0,10556.0,,31386.0,,18656.0,17023.0,71546.0,7692.0,6087.0,7895.0,,4651.0,6750.0,5959.0,11313.0,5000.0,24906.0,21000.0,10000.0,3448.0,15036.0,12186.0,,,,84496.0,142062.0,100000.0,13045.0,12494.0,7523.0,17438.0,16164.0,6391.0,,6522.0,4545.0,28633.0,,2720.0,10000.0,5624.0,90000.0,30798.0,32573.0,47826.0,,,7046.0,7582.0,,16250.0,31176.0
1992,58947.0,,5333.0,12445.0,34112.0,5333.0,82667.0,,6150.0,20078.0,7143.0,22894.0,159091.0,8596.0,12105.0,10361.0,,31250.0,,18655.0,18000.0,68966.0,7692.0,5924.0,8387.0,,6857.0,6911.0,6000.0,11725.0,5000.0,36009.0,19800.0,11111.0,1169.0,15059.0,12632.0,10000.0,,,49248.0,140000.0,56522.0,13099.0,14255.0,7611.0,17451.0,10974.0,6378.0,10000.0,6471.0,4800.0,27010.0,,2824.0,10000.0,5769.0,96000.0,30677.0,30435.0,56222.0,,,7004.0,7778.0,,17778.0,31036.0
1993,60417.0,4000.0,4000.0,12690.0,37009.0,5625.0,78125.0,3750.0,6673.0,20225.0,7128.0,20000.0,166667.0,8580.0,12095.0,10526.0,,31250.0,,18654.0,16885.0,71426.0,7692.0,5909.0,8417.0,,8621.0,7024.0,6250.0,14858.0,5000.0,34405.0,19657.0,10000.0,,15152.0,12472.0,10028.0,,,92034.0,153382.0,7212.0,13153.0,14082.0,7692.0,17463.0,9748.0,6365.0,10765.0,6545.0,4988.0,25365.0,,2725.0,10000.0,5558.0,103333.0,30575.0,33632.0,42466.0,,,6962.0,8741.0,10000.0,16500.0,30954.0
1994,60821.0,6154.0,4812.0,12935.0,40811.0,5333.0,78725.0,4230.0,7059.0,20796.0,7143.0,22911.0,159091.0,8621.0,12085.0,10305.0,,31250.0,24896.0,18652.0,15333.0,71685.0,7692.0,5937.0,8520.0,,8939.0,7217.0,6000.0,14076.0,4960.0,35955.0,19300.0,10000.0,,15113.0,13426.0,10017.0,,10000.0,51667.0,166667.0,22105.0,13207.0,14255.0,8571.0,17476.0,9597.0,6352.0,11535.0,6500.0,5056.0,32600.0,,2614.0,10000.0,5527.0,38750.0,30495.0,34393.0,35897.0,,,6920.0,9258.0,9754.0,15227.0,30853.0
1995,61772.0,5600.0,4887.0,13179.0,42181.0,6000.0,81250.0,4473.0,6667.0,19481.0,7143.0,23778.0,166667.0,8551.0,12100.0,10289.0,,31250.0,37020.0,18651.0,16201.0,71944.0,7692.0,5969.0,8618.0,,9675.0,7470.0,6250.0,12048.0,4967.0,42973.0,18200.0,10000.0,,15140.0,13493.0,10006.0,,10000.0,50734.0,166667.0,10000.0,13261.0,17027.0,8800.0,17488.0,9633.0,6339.0,12330.0,6557.0,5116.0,30000.0,27778.0,2640.0,10000.0,5714.0,64571.0,30443.0,37037.0,36565.0,,,6878.0,9798.0,10000.0,15217.0,30790.0
1996,62702.0,5000.0,5000.0,13309.0,36952.0,10000.0,86667.0,4597.0,6875.0,19913.0,7143.0,24750.0,166667.0,8500.0,12111.0,10500.0,7500.0,31250.0,16094.0,18649.0,15984.0,72203.0,7692.0,6008.0,8712.0,,10344.0,7683.0,6471.0,13350.0,4973.0,47724.0,17325.0,10000.0,,15159.0,13448.0,9996.0,,10119.0,103457.0,166667.0,36944.0,13315.0,19189.0,8125.0,17500.0,10250.0,6326.0,13151.0,6452.0,5168.0,29857.0,27778.0,2996.0,10000.0,5000.0,62500.0,30342.0,35462.0,37810.0,,,6836.0,10355.0,10000.0,19231.0,30673.0
1997,63617.0,5600.0,5087.0,14113.0,33214.0,10000.0,75000.0,4817.0,7059.0,20346.0,7273.0,25934.0,166667.0,8387.0,12174.0,10278.0,7391.0,31250.0,98973.0,18648.0,15781.0,72462.0,7692.0,6046.0,8805.0,,10956.0,7711.0,6667.0,12287.0,4980.0,34886.0,16600.0,10000.0,,15177.0,13615.0,9986.0,,10305.0,69529.0,157143.0,10313.0,13369.0,19189.0,7778.0,17513.0,9757.0,6377.0,13998.0,6508.0,5214.0,44600.0,29248.0,2547.0,10000.0,5164.0,73333.0,30871.0,35768.0,38923.0,,,6794.0,10924.0,10000.0,21875.0,31200.0
1998,64518.0,5827.0,5114.0,15000.0,38494.0,10000.0,72626.0,4545.0,7222.0,20346.0,7286.0,27147.0,166667.0,8474.0,12098.0,10476.0,7143.0,31250.0,67910.0,18647.0,15588.0,72722.0,7692.0,6145.0,8895.0,,11523.0,7775.0,6471.0,12969.0,4986.0,34675.0,17200.0,10000.0,,15201.0,14026.0,9977.0,,10493.0,70000.0,157143.0,10400.0,13423.0,19189.0,6250.0,17529.0,8768.0,6345.0,14872.0,6406.0,5254.0,43286.0,40763.0,2702.0,10000.0,5146.0,65000.0,31081.0,35931.0,36694.0,,6000.0,6752.0,11504.0,10259.0,17143.0,31395.0
1999,65409.0,6108.0,5500.0,13333.0,40319.0,10000.0,68000.0,3889.0,7059.0,19942.0,7321.0,29091.0,166188.0,8438.0,12128.0,10186.0,7273.0,31250.0,145565.0,18645.0,16013.0,72981.0,7692.0,6124.0,8985.0,93103.0,9764.0,7619.0,6667.0,16319.0,4991.0,56329.0,14100.0,10000.0,,15294.0,14121.0,9969.0,,10684.0,69972.0,157047.0,12500.0,13477.0,19189.0,7778.0,17540.0,9703.0,6250.0,15773.0,6462.0,5287.0,31188.0,28623.0,3438.0,10000.0,5000.0,75000.0,30526.0,37143.0,37805.0,,6402.0,6710.0,12092.0,10383.0,15152.0,30836.0
2000,66294.0,6393.0,5000.0,14286.0,42804.0,10000.0,70518.0,4783.0,6875.0,20297.0,7111.0,30000.0,166290.0,8125.0,12067.0,10117.0,7500.0,31250.0,121615.0,18644.0,15980.0,73240.0,7692.0,6124.0,9066.0,93239.0,9920.0,7765.0,6471.0,17341.0,4997.0,56292.0,13636.0,10000.0,,15000.0,14203.0,9963.0,,10000.0,69263.0,157057.0,15993.0,13530.0,19189.0,8069.0,17551.0,13101.0,6384.0,16703.0,6364.0,5316.0,25000.0,27461.0,3485.0,10000.0,5000.0,73529.0,30000.0,36096.0,40455.0,,6620.0,6668.0,12686.0,10549.0,13846.0,30293.0
2001,66566.0,6677.0,5127.0,14244.0,43619.0,10000.0,69775.0,6667.0,7483.0,20793.0,7143.0,30000.0,166385.0,8485.0,12050.0,10045.0,6667.0,31250.0,80144.0,18642.0,15927.0,73499.0,7692.0,6087.0,9147.0,93243.0,10038.0,7791.0,6677.0,14795.0,5002.0,60331.0,9722.0,10000.0,,15093.0,14358.0,9957.0,,11226.0,68534.0,157143.0,12500.0,13584.0,19189.0,8118.0,17562.0,8090.0,6403.0,17660.0,6471.0,5340.0,27273.0,33634.0,3151.0,10000.0,5074.0,73529.0,29524.0,36145.0,40096.0,,6843.0,6626.0,13288.0,10000.0,13333.0,29806.0
2002,67377.0,6959.0,5150.0,13333.0,46715.0,10000.0,72499.0,6662.0,7818.0,19444.0,7275.0,30000.0,166667.0,8529.0,12041.0,9979.0,6878.0,30973.0,73735.0,18641.0,15888.0,73758.0,7692.0,5909.0,9355.0,93333.0,10152.0,7765.0,6745.0,18586.0,5000.0,58565.0,9854.0,10000.0,,15000.0,14439.0,9953.0,,11634.0,69644.0,156956.0,12000.0,13638.0,19070.0,8169.0,17573.0,11982.0,6667.0,18648.0,6522.0,5361.0,25000.0,17170.0,4027.0,10000.0,5060.0,75758.0,28636.0,36100.0,39798.0,,6667.0,6584.0,13897.0,11403.0,14063.0,28911.0
2003,65768.0,7237.0,5333.0,14386.0,47453.0,10000.0,70455.0,6875.0,8180.0,19444.0,7111.0,30769.0,166667.0,8529.0,12022.0,9895.0,6891.0,30949.0,59535.0,18646.0,15870.0,74018.0,7692.0,6087.0,9312.0,93257.0,10443.0,7971.0,6826.0,15068.0,5000.0,74236.0,9868.0,10000.0,,15119.0,14563.0,9958.0,,12126.0,69405.0,157143.0,13359.0,13520.0,19059.0,8222.0,23595.0,15033.0,6381.0,19666.0,6429.0,5382.0,28571.0,29167.0,4674.0,10000.0,5000.0,85294.0,28341.0,35714.0,37677.0,,7366.0,6553.0,14513.0,12114.0,15161.0,28606.0
2004,67527.0,7449.0,5230.0,14581.0,23129.0,10000.0,70478.0,7269.0,8563.0,28829.0,7280.0,32308.0,166667.0,8824.0,12014.0,9600.0,6925.0,30926.0,97412.0,18660.0,15860.0,74281.0,7692.0,5909.0,9507.0,92809.0,10551.0,7981.0,6918.0,19033.0,5000.0,56321.0,9660.0,10000.0,,15134.0,15048.0,9974.0,,12000.0,69111.0,157084.0,12927.0,13594.0,19151.0,7900.0,15890.0,12823.0,6503.0,20715.0,6479.0,5406.0,28372.0,27692.0,5069.0,10000.0,5000.0,85714.0,27500.0,36512.0,54225.0,,7674.0,6684.0,15136.0,13674.0,15484.0,27748.0
2005,68793.0,7694.0,5254.0,14687.0,16865.0,10000.0,69565.0,7093.0,8957.0,30799.0,6977.0,31538.0,166728.0,8986.0,12006.0,9837.0,6989.0,30911.0,88458.0,18689.0,15833.0,74543.0,7692.0,6162.0,9536.0,92026.0,10676.0,7500.0,7162.0,20982.0,4889.0,64298.0,9692.0,10000.0,,15149.0,14985.0,9991.0,,13653.0,69163.0,156974.0,12522.0,13846.0,19165.0,8402.0,14436.0,17228.0,6341.0,21798.0,6528.0,5428.0,27955.0,26429.0,5366.0,10000.0,5142.0,81818.0,27921.0,37778.0,54366.0,,7982.0,6748.0,15767.0,14757.0,17000.0,28158.0
2006,69922.0,7939.0,5272.0,15757.0,18889.0,10000.0,69767.0,6318.0,10066.0,34907.0,7111.0,31538.0,166667.0,8571.0,12000.0,9615.0,6667.0,31765.0,45210.0,18667.0,15692.0,74804.0,7692.0,6240.0,9677.0,92105.0,11200.0,7857.0,7291.0,20429.0,5000.0,72298.0,9710.0,10000.0,,15165.0,14573.0,10011.0,,14737.0,69183.0,157143.0,12148.0,13786.0,19737.0,8552.0,22790.0,19565.0,6336.0,22915.0,6712.0,5447.0,26957.0,26000.0,5323.0,10000.0,5000.0,78788.0,28000.0,37521.0,55075.0,,8287.0,7009.0,16405.0,15872.0,18000.0,28274.0
2007,71017.0,8181.0,5500.0,16175.0,18025.0,10000.0,70389.0,7870.0,10584.0,37798.0,7544.0,30769.0,166667.0,8919.0,11979.0,9820.0,7500.0,32222.0,29196.0,18710.0,15708.0,75065.0,7692.0,6319.0,9333.0,95000.0,11538.0,8644.0,7425.0,19732.0,5000.0,72982.0,9714.0,10000.0,,15000.0,14673.0,10000.0,,15778.0,66667.0,150000.0,11793.0,13939.0,20256.0,8693.0,9424.0,25289.0,6545.0,24068.0,6757.0,5465.0,28000.0,27500.0,5393.0,10000.0,5000.0,83333.0,28302.0,37500.0,64706.0,,8583.0,6662.0,17050.0,17052.0,20323.0,28559.0
2008,72109.0,8420.0,5290.0,16988.0,20012.0,10000.0,70698.0,7662.0,11110.0,41654.0,7827.0,30000.0,166667.0,8947.0,11982.0,9630.0,6667.0,30718.0,92817.0,18696.0,15658.0,75325.0,7750.0,6087.0,9763.0,91222.0,10979.0,8837.0,7558.0,18391.0,5000.0,67224.0,9718.0,10000.0,,15246.0,14697.0,10071.0,85000.0,19000.0,68382.0,153915.0,11457.0,13904.0,19230.0,8837.0,17052.0,22442.0,6302.0,25258.0,6800.0,5482.0,27500.0,28395.0,5605.0,10000.0,5321.0,85714.0,28148.0,37778.0,71400.0,,8867.0,6591.0,17702.0,18462.0,23438.0,28379.0
2009,73214.0,8658.0,5290.0,17297.0,23621.0,10000.0,70918.0,12804.0,11620.0,40072.0,8073.0,31429.0,166667.0,8974.0,11991.0,9742.0,7500.0,30407.0,88333.0,18704.0,15692.0,75584.0,8085.0,6758.0,10048.0,82350.0,10806.0,10224.0,7685.0,19033.0,5000.0,74019.0,9861.0,10000.0,,15318.0,14882.0,10217.0,114000.0,15500.0,68750.0,156777.0,11140.0,13056.0,19120.0,8982.0,17148.0,26749.0,6256.0,26487.0,6842.0,5498.0,28261.0,29268.0,5168.0,10000.0,5529.0,85680.0,30357.0,37500.0,77500.0,,9136.0,6523.0,18361.0,19409.0,23529.0,30549.0
2010,71429.0,8894.0,5263.0,17575.0,27271.0,10000.0,71155.0,12205.0,12104.0,36895.0,8330.0,30769.0,167162.0,8444.0,11991.0,9310.0,7782.0,30072.0,85403.0,18711.0,15457.0,76923.0,8463.0,7077.0,10248.0,72260.0,10597.0,11514.0,7804.0,20327.0,5395.0,62139.0,9604.0,10000.0,,15392.0,14100.0,10112.0,98844.0,16944.0,67391.0,156247.0,11041.0,15278.0,19002.0,9127.0,17243.0,29076.0,6204.0,27757.0,6032.0,5515.0,78974.0,27909.0,5372.0,10000.0,5696.0,89095.0,31034.0,38343.0,77977.0,,9386.0,6460.0,19025.0,20513.0,20896.0,31239.0
2011,75809.0,9129.0,5333.0,18333.0,26992.0,10000.0,71395.0,11584.0,12556.0,37167.0,8585.0,31429.0,167385.0,8201.0,11991.0,9705.0,7984.0,29720.0,76671.0,18716.0,15380.0,76563.0,8773.0,7419.0,10456.0,63688.0,10240.0,12898.0,8235.0,21890.0,5641.0,59830.0,9089.0,10000.0,,15461.0,14229.0,10200.0,97143.0,17666.0,67742.0,156375.0,11041.0,14865.0,18879.0,9268.0,17338.0,29071.0,6147.0,29069.0,5646.0,5909.0,79048.0,27889.0,5906.0,10000.0,5892.0,78682.0,31820.0,38818.0,77251.0,,9612.0,6404.0,19693.0,20781.0,20313.0,32014.0
