,Ukraine,Burundi,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,Armenia,Ethiopia,Greece,Tunisia,Zimbabwe,Republic of Korea,Spain,New Zealand,Niger,Bulgaria,Australia & New Zealand,United States of America,Mongolia,Togo,Slovenia,Czechoslovakia,Senegal,Madagascar,Czechia,Argentina,Luxembourg,Georgia,Botswana,Austria,Chad,Morocco,Bhutan,Poland,Congo,Qatar,Mexico,Switzerland,Romania,Italy,USSR,Bosnia and Herzegovina,Russian Federation,China,Ireland,Uzbekistan,Gambia,Latvia,Slovakia,United Republic of Tanzania,Yemen,Occupied Palestinian Territory,South Africa,Guinea-Bissau,Kazakhstan,Sierra Leone,Hungary,France,Thailand,Lithuania,Finland,"China, mainland",Oman,Mali,Eritrea,Republic of Moldova,Ethiopia PDR
1974,-1.0,-1.0,1100.0,-1.0,3500.0,-1.0,-1.0,57204.0,-1.0,-1.0,-1.0,-1.0,25000.0,-1.0,500.0,-1.0,2500.0,-1.0,91117.0,2500.0,-1,4000.0,11000.0,-1.0,505.0,8700.0,-1,-1.0,26400.0,-1.0,-1.0,-1.0,-1.0,18000.0,85400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1188.0,10000.0,-1,-1.0,3500.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,5000.0,-1.0,-1.0,1300.0,12431.0,-1.0,1400.0,-1.0,-1.0,-1.0,2100.0,-1.0,-1.0,-1,1686000.0
1975,-1.0,-1.0,1100.0,-1.0,1750.0,-1.0,-1.0,57498.0,-1.0,-1.0,-1.0,-1.0,27000.0,-1.0,934.0,-1.0,2500.0,-1.0,23720.0,2500.0,-1,4000.0,11000.0,-1.0,416.0,8100.0,-1,-1.0,29300.0,-1.0,-1.0,-1.0,-1.0,19000.0,47900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,847.0,7000.0,-1,-1.0,1750.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1300.0,7902.0,-1.0,1600.0,-1.0,-1.0,-1.0,2100.0,-1.0,-1.0,-1,1217600.0
1976,-1.0,-1.0,1150.0,-1.0,1400.0,-1.0,-1.0,56053.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,1578.0,-1.0,2500.0,-1.0,21784.0,2500.0,-1,2000.0,11000.0,-1.0,613.0,9300.0,-1,-1.0,28900.0,-1.0,-1.0,1200.0,-1.0,20000.0,54400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,740.0,6000.0,-1,-1.0,1400.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1300.0,4818.0,-1.0,2000.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,1440400.0
1977,-1.0,-1.0,1100.0,-1.0,700.0,-1.0,-1.0,49777.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,1844.0,-1.0,2600.0,-1.0,10876.0,2600.0,-1,1700.0,12000.0,-1.0,315.0,7071.0,-1,-1.0,30200.0,-1.0,-1.0,2000.0,-1.0,21000.0,52900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,779.0,5000.0,-1,-1.0,700.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1400.0,5708.0,-1.0,3600.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,1337100.0
1978,-1.0,-1.0,820.0,-1.0,350.0,-1.0,-1.0,51396.0,-1.0,-1.0,-1.0,-1.0,32000.0,-1.0,830.0,-1.0,2600.0,-1.0,50905.0,2600.0,-1,1800.0,10500.0,-1.0,334.0,6328.0,-1,-1.0,29300.0,-1.0,-1.0,2000.0,-1.0,30000.0,73500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,623.0,4000.0,-1,-1.0,350.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1400.0,5652.0,-1.0,3200.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,1304000.0
1979,-1.0,-1.0,925.0,-1.0,350.0,-1.0,-1.0,50586.0,-1.0,-1.0,-1.0,-1.0,32000.0,-1.0,895.0,-1.0,2600.0,-1.0,8600.0,2600.0,-1,2000.0,8000.0,-1.0,369.0,5610.0,-1,-1.0,19200.0,-1.0,-1.0,2000.0,-1.0,40000.0,50200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,615.0,3000.0,-1,-1.0,350.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1400.0,11480.0,-1.0,2800.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,1392600.0
1980,-1.0,-1.0,780.0,-1.0,350.0,-1.0,-1.0,59376.0,-1.0,-1.0,-1.0,-1.0,33000.0,200.0,725.0,-1.0,1320.0,-1.0,9100.0,1320.0,-1,5400.0,7000.0,-1.0,478.0,6000.0,-1,-1.0,19500.0,-1.0,-1.0,2000.0,-1.0,55000.0,58000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,770.0,3000.0,-1,-1.0,350.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,8300.0,-1.0,-1.0,1500.0,6266.0,-1.0,3200.0,-1.0,-1.0,-1.0,2000.0,-1.0,-1.0,-1,1513340.0
1981,-1.0,-1.0,1780.0,-1.0,350.0,-1.0,-1.0,47571.0,-1.0,-1.0,-1.0,-1.0,33000.0,200.0,629.0,-1.0,2257.0,-1.0,13673.0,2257.0,-1,4200.0,7000.0,-1.0,791.0,6000.0,-1,-1.0,19300.0,-1.0,-1.0,2000.0,-1.0,70000.0,49000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,632.0,4000.0,-1,-1.0,350.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,7484.0,-1.0,4800.0,-1.0,-1.0,-1.0,833.0,-1.0,-1.0,-1,1364140.0
1982,-1.0,-1.0,1800.0,-1.0,451.0,-1.0,-1.0,48262.0,-1.0,-1.0,-1.0,-1.0,34000.0,200.0,2226.0,-1.0,806.0,-1.0,19084.0,806.0,-1,7400.0,7000.0,-1.0,570.0,6000.0,-1,-1.0,12300.0,-1.0,-1.0,2000.0,-1.0,65000.0,33000.0,-1.0,-1.0,-1.0,-1.0,435.0,-1.0,300.0,1566.0,4000.0,-1,-1.0,451.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,5163.0,-1.0,5600.0,-1.0,-1.0,-1.0,833.0,-1.0,-1.0,-1,1331550.0
1983,-1.0,-1.0,911.0,-1.0,171.0,-1.0,-1.0,47000.0,-1.0,-1.0,-1.0,-1.0,34400.0,200.0,2022.0,-1.0,855.0,-1.0,12173.0,855.0,-1,14400.0,7000.0,-1.0,388.0,6000.0,-1,-1.0,9000.0,-1.0,-1.0,2000.0,-1.0,83923.0,43000.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,800.0,2098.0,6000.0,-1,-1.0,171.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,4520.0,-1.0,4000.0,-1.0,-1.0,-1.0,833.0,350.0,-1.0,-1,1399830.0
1984,-1.0,-1.0,2556.0,-1.0,145.0,-1.0,-1.0,48000.0,-1.0,-1.0,-1.0,-1.0,30000.0,200.0,2008.0,-1.0,1368.0,-1.0,8063.0,1368.0,-1,15600.0,7000.0,-1.0,313.0,7000.0,-1,-1.0,10200.0,-1.0,-1.0,2000.0,-1.0,48555.0,23000.0,-1.0,-1.0,-1.0,-1.0,60.0,-1.0,4800.0,3339.0,5000.0,-1,-1.0,145.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,8701.0,-1.0,4400.0,-1.0,-1.0,-1.0,833.0,700.0,-1.0,-1,1317940.0
1985,-1.0,-1.0,1967.0,-1.0,155.0,-1.0,-1.0,50853.0,-1.0,-1.0,-1.0,-1.0,30000.0,200.0,994.0,-1.0,1167.0,-1.0,10279.0,1167.0,-1,12000.0,7000.0,-1.0,113.0,7638.0,-1,-1.0,9300.0,-1.0,-1.0,2000.0,-1.0,126448.0,18000.0,-1.0,-1.0,-1.0,-1.0,601.0,-1.0,600.0,1036.0,5000.0,-1,-1.0,155.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,3594.0,-1.0,4400.0,-1.0,-1.0,-1.0,833.0,2300.0,-1.0,-1,1345090.0
1986,-1.0,-1.0,1760.0,-1.0,338.0,-1.0,-1.0,51999.0,-1.0,-1.0,-1.0,-1.0,15000.0,200.0,1375.0,-1.0,1553.0,-1.0,8149.0,1553.0,-1,12400.0,7377.0,-1.0,255.0,5198.0,-1,-1.0,9400.0,-1.0,-1.0,2000.0,-1.0,56750.0,20000.0,-1.0,-1.0,-1.0,-1.0,415.0,-1.0,200.0,796.0,4000.0,-1,-1.0,338.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,3728.0,-1.0,4400.0,-1.0,-1.0,-1.0,850.0,2100.0,-1.0,-1,1296240.0
1987,-1.0,-1.0,1940.0,-1.0,511.0,-1.0,-1.0,49686.0,-1.0,-1.0,-1.0,-1.0,18000.0,200.0,3205.0,-1.0,2560.0,-1.0,20800.0,2560.0,-1,8600.0,5936.0,-1.0,302.0,5557.0,-1,-1.0,6800.0,-1.0,-1.0,2000.0,-1.0,69856.0,18000.0,-1.0,-1.0,-1.0,-1.0,795.0,-1.0,1500.0,1230.0,4000.0,-1,-1.0,511.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,13200.0,-1.0,-1.0,1500.0,7427.0,-1.0,4400.0,-1.0,-1.0,-1.0,900.0,2500.0,-1.0,-1,1298330.0
1988,-1.0,-1.0,1648.0,-1.0,449.0,-1.0,-1.0,30045.0,-1.0,-1.0,-1.0,-1.0,18000.0,200.0,1054.0,-1.0,2178.0,-1.0,20231.0,2178.0,-1,7464.0,5000.0,-1.0,915.0,5000.0,-1,-1.0,10000.0,-1.0,-1.0,2000.0,-1.0,108743.0,16000.0,1370.0,-1.0,-1.0,-1.0,613.0,-1.0,1500.0,465.0,4000.0,-1,-1.0,449.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,16600.0,-1.0,-1.0,1500.0,2911.0,-1.0,5400.0,-1.0,-1.0,-1.0,920.0,1300.0,-1.0,-1,1253390.0
1989,-1.0,-1.0,1585.0,-1.0,157.0,-1.0,-1.0,38048.0,-1.0,-1.0,-1.0,-1.0,18000.0,200.0,1255.0,-1.0,2000.0,-1.0,26153.0,2000.0,-1,6586.0,7700.0,-1.0,17419.0,2396.0,-1,-1.0,7500.0,-1.0,-1.0,2000.0,-1.0,107724.0,14000.0,1370.0,-1.0,-1.0,-1.0,892.0,-1.0,1500.0,481.0,4000.0,-1,-1.0,157.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,16600.0,-1.0,-1.0,1500.0,4122.0,-1.0,5600.0,-1.0,-1.0,-1.0,950.0,1000.0,-1.0,-1,1461240.0
1990,-1.0,-1.0,1410.0,-1.0,205.0,-1.0,-1.0,38050.0,-1.0,-1.0,-1.0,-1.0,18059.0,125.0,1650.0,0.0,2295.0,1500.0,30097.0,2295.0,-1,4181.0,6560.0,-1.0,17431.0,1659.0,-1,-1.0,16000.0,-1.0,-1.0,2200.0,-1.0,80366.0,11500.0,1370.0,-1.0,-1.0,-1.0,803.0,-1.0,1244.0,452.0,3967.0,-1,-1.0,205.0,-1.0,-1.0,500.0,-1,-1.0,-1.0,-1,-1.0,15203.0,-1.0,-1.0,1500.0,3563.0,-1.0,5600.0,-1.0,-1.0,-1.0,1000.0,650.0,-1.0,-1,1226960.0
1991,-1.0,-1.0,1459.0,-1.0,65.0,-1.0,-1.0,36726.0,-1.0,-1.0,-1.0,-1.0,22928.0,120.0,1634.0,10380.0,2193.0,1700.0,32069.0,2193.0,-1,3200.0,4100.0,-1.0,17480.0,3447.0,-1,-1.0,25000.0,-1.0,-1.0,2500.0,-1.0,143958.0,14500.0,1370.0,-1.0,-1.0,-1.0,653.0,-1.0,3836.0,1726.0,0.0,-1,-1.0,65.0,-1.0,-1.0,540.0,-1,-1.0,-1.0,-1,-1.0,10883.0,-1.0,-1.0,1500.0,2244.0,-1.0,5266.0,-1.0,-1.0,-1.0,1032.0,350.0,-1.0,-1,1279060.0
1992,4000.0,-1.0,1215.0,-1.0,136.0,-1.0,-1.0,33537.0,-1.0,-1.0,-1.0,-1.0,25000.0,120.0,1682.0,10851.0,1840.0,1800.0,26267.0,1840.0,-1,3300.0,5200.0,51.0,18000.0,3387.0,-1,-1.0,53000.0,-1.0,-1.0,2900.0,-1.0,123811.0,15800.0,1370.0,-1.0,-1.0,-1.0,488.0,-1.0,5293.0,2664.0,-1.0,-1,32000.0,136.0,-1.0,-1.0,600.0,-1,-1.0,-1.0,-1,-1.0,13201.0,-1.0,85000.0,1500.0,4695.0,-1.0,9020.0,-1.0,-1.0,-1.0,1033.0,356.0,-1.0,-1,1368330.0
1993,3000.0,-1.0,1310.0,-1.0,123.0,-1.0,-1.0,33215.0,-1.0,-1.0,1385930.0,-1.0,26542.0,120.0,740.0,11317.0,1537.0,2100.0,19083.0,1537.0,-1,2618.0,8682.0,56.0,-1.0,3385.0,-1,4167.0,26000.0,-1.0,-1.0,3500.0,-1.0,111385.0,19500.0,1370.0,-1.0,3000.0,-1.0,626.0,-1.0,2211.0,2994.0,-1.0,-1,30000.0,123.0,-1.0,-1.0,700.0,-1,200.0,-1.0,-1,-1.0,16446.0,-1.0,57000.0,1425.0,2251.0,-1.0,10000.0,-1.0,-1.0,-1.0,1043.0,406.0,23100.0,-1,-1.0
1994,26000.0,-1.0,1300.0,-1.0,127.0,-1.0,-1.0,34976.0,-1.0,-1.0,1425140.0,-1.0,27000.0,120.0,839.0,11910.0,1770.0,2300.0,11808.0,1770.0,-1,2745.0,9031.0,228.0,-1.0,3318.0,-1,4000.0,26000.0,-1.0,-1.0,3417.0,-1.0,129236.0,9200.0,1370.0,-1.0,3030.0,-1.0,784.0,-1.0,1400.0,2991.0,-1.0,-1,26539.0,127.0,-1.0,-1.0,800.0,-1,411.0,18000.0,-1,-1.0,33000.0,-1.0,8000.0,4000.0,6000.0,-1.0,12000.0,-1.0,-1.0,-1.0,1022.0,300.0,31200.0,-1,-1.0
1995,22000.0,-1.0,1249.0,-1.0,178.0,500.0,-1.0,33000.0,-1.0,-1.0,1899070.0,-1.0,30000.0,136.0,1342.0,12928.0,1647.0,2700.0,11267.0,1647.0,-1,2523.0,5124.0,97.0,-1.0,6281.0,-1,4100.0,15000.0,-1.0,-1.0,3232.0,-1.0,101373.0,1400.0,1370.0,-1.0,3050.0,-1.0,812.0,-1.0,1000.0,3716.0,-1.0,-1,25000.0,178.0,-1.0,-1.0,900.0,-1,422.0,16346.0,-1,-1.0,40614.0,-1.0,71600.0,2700.0,1000.0,-1.0,12056.0,-1.0,-1.0,-1.0,1020.0,325.0,30162.0,-1,-1.0
1996,9200.0,-1.0,1262.0,6166.0,149.0,2000.0,-1.0,33000.0,-1.0,-1.0,2162890.0,-1.0,32178.0,136.0,2285.0,13937.0,3000.0,2800.0,15550.0,3000.0,-1,2354.0,11136.0,81.0,-1.0,7872.0,-1,4000.0,15000.0,-1.0,-1.0,3069.0,20265.0,93300.0,3400.0,1370.0,-1.0,3070.0,-1.0,1372.0,-1.0,2400.0,3325.0,-1.0,-1,31000.0,149.0,-1.0,-1.0,1000.0,-1,443.0,16667.0,-1,20.0,39370.0,-1.0,55000.0,3300.0,0.0,-1.0,12500.0,-1.0,900.0,-1.0,1040.0,217.0,21590.0,-1,-1.0
1997,21100.0,-1.0,1262.0,8122.0,199.0,3500.0,-1.0,36000.0,-1.0,-1.0,2238890.0,-1.0,34386.0,136.0,1723.0,14938.0,2986.0,2900.0,13000.0,2986.0,-1,2174.0,6756.0,53.0,-1.0,5000.0,-1,4100.0,15000.0,-1.0,-1.0,2890.0,25594.0,113412.0,7200.0,1370.0,-1.0,3091.0,-1.0,2844.0,-1.0,2400.0,11000.0,-1.0,-1,27000.0,199.0,-1.0,-1.0,1100.0,-1,400.0,16988.0,-1,40.0,42990.0,-1.0,30200.0,3800.0,0.0,-1.0,13000.0,-1.0,1900.0,-1.0,1050.0,294.0,18392.0,-1,-1.0
1998,30300.0,-1.0,1261.0,7706.0,239.0,2000.0,-1.0,39000.0,-1.0,-1.0,1806920.0,-1.0,37000.0,136.0,2144.0,15930.0,2963.0,3140.0,17868.0,2963.0,-1,2000.0,6911.0,52.0,-1.0,3001.0,-1,4000.0,15000.0,-1.0,-1.0,2900.0,25594.0,181225.0,5100.0,1370.0,-1.0,3112.0,-1.0,1791.0,-1.0,3500.0,8000.0,-1.0,-1,25000.0,239.0,-1.0,-1.0,1200.0,-1,496.0,17308.0,-1,80.0,50000.0,-1.0,20900.0,2800.0,0.0,-1.0,13500.0,-1.0,2900.0,-1.0,984.0,331.0,27316.0,-1,-1.0
1999,24400.0,-1.0,1400.0,7731.0,140.0,1000.0,-1.0,41000.0,-1.0,-1.0,2151260.0,-1.0,38288.0,136.0,1819.0,16913.0,3500.0,2566.0,9500.0,3500.0,-1,2016.0,4433.0,51.0,-1.0,4469.0,-1,3900.0,20000.0,-1.0,-1.0,3143.0,23060.0,199251.0,4600.0,1370.0,-1.0,3133.0,200.0,3210.0,-1.0,2050.0,6196.0,-1.0,-1,30000.0,8140.0,-1.0,2000.0,1250.0,-1,800.0,17625.0,-1,94.0,44264.0,-1.0,62600.0,2600.0,0.0,-1.0,16000.0,-1.0,1200.0,8000.0,962.0,336.0,30921.0,-1,-1.0
