,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Peru,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Cyprus,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Somalia,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1982,2100.0,5000.0,1680.0,,63.0,57607.0,84144.0,145323.0,-1.0,,1521.0,680.0,9220.0,9372.0,270.0,1000.0,1831.0,344.0,317451.0,120000.0,87500.0,57607.0,,-1.0,73000.0,2700.0,4462.0,126560.0,5282300.0,2264.0,5510.0,2.0,767000.0,292857.0,,19000.0,33000.0,23783.0,2743.0,17611.0,18786.0,7875.0,,39300.0,13243.0,349400.0,458000.0,,126885.0,19460.0,1100.0,37133.0,19596.0,1300.0,700.0,3696.0,,151400.0,111100.0,3916000.0,1219.0,35000.0,18758.0,141000.0,648.0,270.0,15000.0,1560470.0,125400.0,43791.0,200.0,31740.0,481.0,58000.0,11000.0,,,13000.0,,26000.0,1380.0,1004023.0,1940.0,90000.0,-1.0,35438.0,,3998832.0,70658.0,,455000.0,42000.0,300.0,1220.0,111377.0,,7000.0,170000.0,,82832.0,25900.0,147.0,46600.0,1500.0,35.0,3200.0,-1.0,,11436.0,119100.0,1500.0,-1.0,50000.0,,18702.0,35600.0,192.0,6900.0,79005.0,84500.0,15000.0,5638.0,53152.0,1300.0,7222.0,573032.0,-1.0,2900.0
1983,2300.0,7000.0,1700.0,,175.0,23322.0,87987.0,146550.0,-1.0,,3000.0,544.0,8728.0,10980.0,825.0,1000.0,1544.0,257.0,283665.0,110000.0,73700.0,23322.0,,-1.0,77700.0,2700.0,5049.0,125000.0,7085000.0,2596.0,5104.0,5.0,808000.0,235714.0,,20000.0,31000.0,20000.0,2875.0,15916.0,17931.0,9830.0,,42000.0,14113.0,366700.0,591000.0,,93328.0,21577.0,1000.0,37970.0,20400.0,1500.0,497.0,4000.0,,113800.0,91100.0,3950650.0,1270.0,22000.0,16200.0,120000.0,679.0,230.0,15000.0,1494800.0,94000.0,33730.0,300.0,31150.0,356.0,58000.0,12000.0,,,14000.0,369.0,26000.0,1170.0,549000.0,1910.0,99000.0,-1.0,33595.0,,4013196.0,82316.0,,405000.0,31580.0,300.0,1169.0,31652.0,,7500.0,102900.0,,62546.0,23100.0,168.0,49400.0,1500.0,,3000.0,-1.0,,7000.0,126400.0,1700.0,-1.0,50400.0,,5189.0,40523.0,64.0,7357.0,170433.0,76500.0,11400.0,6800.0,54063.0,1500.0,6183.0,549959.0,-1.0,3000.0
1984,2300.0,3000.0,1700.0,,133.0,47241.0,69100.0,172084.0,-1.0,,7000.0,600.0,8900.0,13273.0,590.0,1000.0,1627.0,485.0,248632.0,100000.0,30000.0,47241.0,,-1.0,79053.0,3707.0,4967.0,81000.0,6436000.0,2533.0,5942.0,25.0,941000.0,335714.0,,19000.0,50000.0,21000.0,2833.0,23080.0,7000.0,9188.0,,45000.0,12094.0,375610.0,546000.0,,53709.0,22327.0,1000.0,48435.0,19600.0,1750.0,550.0,4400.0,,105100.0,167000.0,4815000.0,1665.0,30000.0,15080.0,99209.0,782.0,200.0,15000.0,1998400.0,77600.0,39955.0,400.0,31500.0,790.0,59000.0,12000.0,,,14000.0,330.0,33335.0,810.0,503770.0,2420.0,102000.0,-1.0,57505.0,,4901993.0,83000.0,,378000.0,35390.0,300.0,1169.0,24914.0,,8000.0,103400.0,,86993.0,21500.0,210.0,51300.0,1700.0,,4700.0,-1.0,,1951.0,165800.0,1600.0,-1.0,47500.0,,14708.0,41839.0,85.0,9850.0,104889.0,81600.0,15000.0,6300.0,54989.0,1750.0,5336.0,531569.0,-1.0,3000.0
1985,2000.0,5000.0,1700.0,,210.0,42374.0,63054.0,171378.0,-1.0,,8500.0,600.0,5162.0,14517.0,800.0,1000.0,1733.0,449.0,339234.0,100000.0,54500.0,42374.0,,-1.0,111506.0,5859.0,6178.0,60055.0,5121300.0,3216.0,7679.0,150.0,928000.0,342857.0,,18000.0,52000.0,23000.0,2910.0,31486.0,6500.0,10500.0,,45000.0,16340.0,395000.0,621000.0,,85057.0,23088.0,2500.0,42505.0,19447.0,1750.0,177.0,4800.0,,75800.0,140000.0,6663557.0,2400.0,27000.0,17355.0,96492.0,805.0,180.0,15000.0,1870000.0,207500.0,41333.0,400.0,31500.0,1445.0,59000.0,13000.0,,,14000.0,1686.0,32228.0,800.0,601246.0,2165.0,93000.0,-1.0,66082.0,,6752662.0,123464.0,,286000.0,29040.0,300.0,1200.0,70938.0,,9000.0,119400.0,,89105.0,22300.0,300.0,50500.0,1700.0,,5000.0,-1.0,,2000.0,202400.0,1700.0,-1.0,59000.0,,15222.0,44183.0,45.0,5169.0,114155.0,74100.0,13600.0,5879.0,55931.0,1750.0,4313.0,666592.0,-1.0,3000.0
1986,3000.0,4300.0,1800.0,,175.0,43471.0,74973.0,169187.0,-1.0,,9000.0,1400.0,5010.0,18184.0,200.0,1000.0,1637.0,467.0,214549.0,101000.0,60000.0,43471.0,,-1.0,104250.0,5100.0,5500.0,111289.0,5875400.0,2132.0,11120.0,300.0,1127000.0,378571.0,,20000.0,53000.0,21000.0,2975.0,34802.0,4800.0,11580.0,,47000.0,20174.0,405000.0,896000.0,,107015.0,22688.0,3150.0,46585.0,19600.0,1750.0,632.0,5200.0,,110350.0,189300.0,5882000.0,1500.0,29000.0,17200.0,97680.0,1140.0,150.0,15000.0,1677000.0,123900.0,42221.0,100.0,32615.0,1841.0,58701.0,14000.0,,,14000.0,544.0,34522.0,840.0,842564.0,2250.0,118000.0,-1.0,60329.0,,5959150.0,152211.0,,379000.0,24960.0,300.0,1200.0,60710.0,,9300.0,165900.0,657.0,77150.0,23000.0,350.0,46600.0,1650.0,,2500.0,-1.0,,2000.0,210600.0,1700.0,261.0,50000.0,109.0,15025.0,24320.0,112.0,9419.0,99343.0,70000.0,25900.0,6563.0,56889.0,1750.0,6015.0,560132.0,-1.0,3200.0
1987,2000.0,4000.0,1700.0,,100.0,47968.0,52104.0,161539.0,-1.0,,9000.0,1700.0,6310.0,47426.0,60.0,1000.0,1600.0,485.0,192973.0,105000.0,40530.0,47968.0,,-1.0,92739.0,5950.0,3413.0,87758.0,5853600.0,2870.0,12859.0,300.0,937000.0,500000.0,,18000.0,50000.0,23000.0,2800.0,31654.0,6800.0,11995.0,,43000.0,32188.0,423000.0,687000.0,,100680.0,23800.0,4251.0,44120.0,23270.0,1700.0,684.0,5700.0,,119950.0,190700.0,6171000.0,1100.0,20000.0,16670.0,97517.0,2194.0,150.0,15000.0,1640000.0,137300.0,43001.0,200.0,32500.0,1800.0,60000.0,14400.0,,,14000.0,172.0,34167.0,400.0,963123.0,1645.0,122000.0,-1.0,52595.0,,6282700.0,114817.0,,432000.0,34600.0,300.0,1000.0,75747.0,,12000.0,162600.0,990.0,111700.0,21100.0,400.0,46100.0,529.0,,3100.0,-1.0,,2000.0,230000.0,1700.0,87.0,80000.0,68.0,17385.0,43582.0,112.0,10170.0,82130.0,60000.0,21000.0,4631.0,57863.0,1700.0,8243.0,543973.0,-1.0,4000.0
1988,4000.0,6000.0,1700.0,,275.0,39000.0,77582.0,163541.0,-1.0,,10000.0,1500.0,4505.0,33400.0,200.0,1000.0,1544.0,528.0,164884.0,110000.0,12921.0,39000.0,,-1.0,99273.0,6300.0,2654.0,97430.0,9658000.0,1598.0,6060.0,300.0,1036000.0,391571.0,,13000.0,50000.0,32000.0,2975.0,25237.0,5700.0,11000.0,,40000.0,28621.0,440000.0,1016000.0,,171759.0,24626.0,4722.0,33090.0,22700.0,1600.0,695.0,5700.0,,98360.0,229600.0,5692784.0,1400.0,14064.0,15000.0,98000.0,1866.0,140.0,15000.0,1805700.0,261200.0,39920.0,400.0,30200.0,4228.0,53900.0,14400.0,,,14200.0,170.0,48519.0,320.0,722898.0,1685.0,134000.0,-1.0,71609.0,,5776119.0,164200.0,,587000.0,65010.0,300.0,1000.0,132211.0,,14000.0,140500.0,993.0,83335.0,19000.0,410.0,31800.0,941.0,,2900.0,-1.0,,1610.0,213900.0,1700.0,88.0,60000.0,73.0,16700.0,44550.0,112.0,28117.0,107766.0,44001.0,18700.0,6100.0,58854.0,1600.0,6865.0,519475.0,-1.0,4000.0
1989,4000.0,3000.0,1750.0,,454.0,33132.0,81655.0,161493.0,140.0,,11459.0,1600.0,5921.0,30104.0,500.0,1000.0,1998.0,410.0,150183.0,110000.0,25522.0,33132.0,,-1.0,151741.0,8550.0,2473.0,103294.0,8100000.0,2431.0,12884.0,300.0,1088000.0,271714.0,,13000.0,53000.0,28535.0,3204.0,27550.0,4700.0,9000.0,,38000.0,28686.0,480000.0,1017000.0,,156983.0,25482.0,5033.0,35274.0,21500.0,1700.0,712.0,5000.0,,129899.0,200000.0,5362540.0,1700.0,16070.0,9800.0,74766.0,1587.0,120.0,15000.0,1810000.0,188100.0,37590.0,300.0,32300.0,5037.0,55000.0,13900.0,,,14300.0,180.0,45496.0,200.0,844225.0,1505.0,145823.0,-1.0,69229.0,,5426510.0,130549.0,,218000.0,23320.0,300.0,1000.0,98865.0,,14300.0,62300.0,1628.0,63970.0,20000.0,420.0,37300.0,1013.0,0.0,1850.0,-1.0,,3510.0,205800.0,3448.0,88.0,50000.0,36.0,16650.0,41725.0,129.0,11308.0,115233.0,58624.0,20100.0,7400.0,59862.0,1700.0,7935.0,438183.0,-1.0,4000.0
1990,4000.0,4000.0,1800.0,,284.0,24647.0,89416.0,161114.0,114.0,,6215.0,1500.0,6410.0,25086.0,540.0,899.0,2028.0,571.0,138325.0,113000.0,17533.0,24647.0,,-1.0,108423.0,4760.0,1929.0,79520.0,7514700.0,1861.0,10066.0,350.0,1142000.0,234700.0,0.0,14000.0,52000.0,26255.0,2983.0,26485.0,5000.0,5993.0,,35000.0,17528.0,528400.0,1166000.0,,179933.0,25868.0,6500.0,29489.0,22200.0,1600.0,583.0,5500.0,,74530.0,113000.0,6368485.0,2100.0,18171.0,8276.0,87622.0,1409.0,100.0,12488.0,1634200.0,129900.0,34875.0,400.0,30400.0,5000.0,60000.0,13600.0,,,14400.0,240.0,41724.0,120.0,702584.0,1755.0,158000.0,750.0,63931.0,,6433465.0,134235.0,,123000.0,14760.0,80.0,1000.0,119094.0,,14800.0,37100.0,1877.0,64980.0,20500.0,450.0,40100.0,1090.0,4000.0,1900.0,1200.0,,11960.0,213200.0,2007.0,90.0,63000.0,25.0,12288.0,40896.0,149.0,4958.0,99258.0,78107.0,20100.0,6000.0,60888.0,1600.0,10760.0,458509.0,-1.0,3000.0
1991,4300.0,4000.0,1750.0,,185.0,36291.0,96100.0,156913.0,158.0,,16831.0,1600.0,5626.0,28188.0,800.0,847.0,1467.0,414.0,140548.0,115000.0,45794.0,36291.0,,-1.0,230417.0,5383.0,1587.0,62980.0,7094600.0,2386.0,5795.0,200.0,1142000.0,310600.0,4.0,15000.0,53000.0,27395.0,2782.0,21843.0,5200.0,7267.0,,30000.0,18161.0,531200.0,1361000.0,,183969.0,26767.0,8663.0,23905.0,22500.0,1500.0,524.0,3800.0,,84160.0,67000.0,6303000.0,500.0,14795.0,7000.0,95000.0,1251.0,80.0,14000.0,2235000.0,131300.0,31377.0,430.0,29500.0,3000.0,70000.0,13900.0,,,14500.0,190.0,35780.0,60.0,724416.0,1380.0,144000.0,730.0,74141.0,,6386816.0,98800.0,,180000.0,20480.0,84.0,1028.0,107040.0,,16000.0,57500.0,2014.0,83816.0,20500.0,470.0,30000.0,2832.0,4500.0,1700.0,750.0,,11408.0,235800.0,1652.0,90.0,60000.0,26.0,12248.0,34035.0,152.0,4778.0,115300.0,104155.0,21100.0,4300.0,61930.0,1500.0,17010.0,472050.0,-1.0,3213.0
1992,,4000.0,1760.0,,188.0,32000.0,101148.0,137000.0,87.0,,11000.0,1600.0,6759.0,20504.0,350.0,856.0,1123.0,428.0,172172.0,87100.0,57100.0,32000.0,,-1.0,223764.0,4228.0,852.0,71250.0,8565000.0,4109.0,6144.0,0.0,1297000.0,221400.0,0.0,17500.0,54000.0,30350.0,2804.0,32066.0,5200.0,6881.0,180.0,23185.0,19247.0,547600.0,1297000.0,,127487.0,27696.0,9337.0,7073.0,26703.0,1442.0,,3000.0,900.0,54869.0,100000.0,5953000.0,1250.0,15705.0,6000.0,90000.0,1288.0,60.0,13000.0,1943000.0,132800.0,34010.0,450.0,22500.0,3254.0,65000.0,14200.0,,,14000.0,196.0,42583.0,4.0,578498.0,1190.0,147000.0,710.0,73694.0,14500.0,6028579.0,143400.0,-1.0,380000.0,34840.0,84.0,1046.0,34032.0,2.0,14700.0,25500.0,3610.0,75579.0,23500.0,480.0,30900.0,3077.0,4000.0,1000.0,500.0,40.0,9660.0,226700.0,1652.0,95.0,67000.0,36.0,10416.0,38900.0,150.0,3822.0,119121.0,138769.0,19200.0,3240.0,62991.0,1442.0,15380.0,378351.0,-1.0,3363.0
1993,,4889.0,1700.0,3360.0,184.0,45035.0,95903.0,136000.0,106.0,7925.0,13095.0,2000.0,5279.0,34301.0,126.0,842.0,1244.0,450.0,151544.0,84000.0,26089.0,45035.0,,-1.0,190000.0,8952.0,1048.0,72000.0,7830000.0,4381.0,4535.0,-1.0,1122000.0,233400.0,0.0,17000.0,,106025.0,2726.0,34682.0,5332.0,4368.0,219.0,23000.0,16980.0,593450.0,1323000.0,,148556.0,28653.0,9500.0,518.0,29500.0,1400.0,,2000.0,1200.0,76724.0,140000.0,8420000.0,1750.0,18139.0,8000.0,99000.0,1196.0,40.0,14000.0,1539000.0,150700.0,34030.0,750.0,32000.0,3607.0,70000.0,13900.0,,,14300.0,198.0,39966.0,4.0,627633.0,868.0,153000.0,729.0,73822.0,13800.0,8496462.0,206320.0,,428000.0,34380.0,84.0,1064.0,66795.0,5.0,15300.0,55040.0,3255.0,76462.0,25600.0,494.0,23500.0,2977.0,4000.0,2000.0,500.0,30.0,20264.0,259300.0,1652.0,91.0,70000.0,15.0,10575.0,40159.0,160.0,6285.0,82600.0,128000.0,19607.0,5450.0,64070.0,1400.0,8221.0,432649.0,-1.0,3500.0
1994,,5000.0,1750.0,1510.0,239.0,23319.0,105776.0,150000.0,17.0,8144.0,13000.0,2700.0,4636.0,34740.0,550.0,875.0,2305.0,477.0,160230.0,74000.0,67433.0,23319.0,-1.0,-1.0,207212.0,9176.0,857.0,79200.0,8062000.0,4457.0,6244.0,-1.0,1079000.0,208100.0,0.0,20000.0,,116946.0,2864.0,38574.0,5232.0,3368.0,183.0,23702.0,16774.0,598230.0,1453000.0,,215160.0,29646.0,9808.0,774.0,28800.0,1000.0,,2953.0,1500.0,80804.0,176300.0,9682200.0,1800.0,18410.0,16200.0,117000.0,1380.0,40.0,15000.0,1926600.0,174600.0,36574.0,2000.0,28000.0,4000.0,69671.0,9938.0,,,14500.0,200.0,40095.0,62.0,678040.0,1181.0,142000.0,749.0,77626.0,17700.0,9762783.0,202974.0,-1.0,714000.0,30070.0,84.0,1073.0,66361.0,31.0,15606.0,30654.0,3328.0,80583.0,24460.0,540.0,34900.0,4604.0,4000.0,2800.0,750.0,30.0,56164.0,294400.0,1652.0,67.0,70000.0,22.0,10613.0,41924.0,169.0,641.0,80136.0,125751.0,39800.0,5630.0,65167.0,1000.0,7277.0,431353.0,-1.0,3800.0
1995,,6750.0,1763.0,1500.0,250.0,38421.0,112840.0,146400.0,207.0,9000.0,11000.0,2400.0,8443.0,36119.0,951.0,878.0,3506.0,513.0,170129.0,102000.0,111000.0,38421.0,-1.0,-1.0,292581.0,7661.0,420.0,85536.0,7579000.0,4140.0,4222.0,-1.0,1085000.0,237817.0,0.0,15000.0,,130642.0,2891.0,35088.0,5258.0,2811.0,214.0,23563.0,17214.0,402284.0,1579000.0,,157112.0,26632.0,9000.0,1058.0,30400.0,800.0,,3000.0,1600.0,75178.0,168200.0,10235000.0,1170.0,17000.0,8300.0,117000.0,1486.0,30.0,14239.0,1570100.0,117288.0,36200.0,4000.0,30000.0,4710.0,72000.0,12639.0,,,15000.0,201.0,40215.0,65.0,790617.0,1049.0,144000.0,769.0,103343.0,14200.0,10327225.0,180532.0,-1.0,738000.0,14240.0,84.0,1100.0,52300.0,58.0,15918.0,31728.0,3093.0,92225.0,24300.0,540.0,26100.0,3811.0,4025.0,2520.0,200.0,30.0,23595.0,334600.0,2346.0,144.0,70000.0,18.0,9611.0,32275.0,308.0,1204.0,91453.0,132081.0,37200.0,5912.0,66284.0,800.0,12668.0,500687.0,-1.0,4200.0
1996,,6200.0,1769.0,1700.0,273.0,38500.0,117347.0,146703.0,138.0,10000.0,17000.0,3300.0,11857.0,34755.0,551.0,877.0,6188.0,463.0,154183.0,117000.0,196000.0,38500.0,-1.0,-1.0,304989.0,9085.0,266.0,90600.0,8643000.0,4010.0,7862.0,-1.0,1297000.0,462390.0,0.0,16000.0,,124981.0,2919.0,55420.0,4500.0,2965.0,194.0,22980.0,10837.0,387515.0,2278000.0,,134129.0,22518.0,7538.0,1146.0,31589.0,622.0,,3312.0,1000.0,45822.0,161630.0,10139026.0,1300.0,16645.0,7220.0,171238.0,1426.0,55.0,13646.0,1660700.0,215857.0,33497.0,6000.0,36200.0,6000.0,74000.0,10000.0,,,15300.0,203.0,40340.0,-1.0,646394.0,767.0,125000.0,791.0,84787.0,11700.0,10218944.0,220534.0,-1.0,815000.0,18610.0,84.0,1200.0,80250.0,35.0,16236.0,40327.0,3078.0,79918.0,23000.0,540.0,29600.0,3335.0,4016.0,2518.0,200.0,30.0,39750.0,357700.0,2346.0,33.0,80000.0,13.0,11895.0,29281.0,175.0,1110.0,112317.0,145091.0,35800.0,5120.0,67419.0,622.0,8013.0,592671.0,42.0,4340.0
1997,,7000.0,1750.0,2000.0,240.0,39300.0,112417.0,126497.0,253.0,7776.0,11432.0,3098.0,12000.0,45859.0,1039.0,700.0,5816.0,290.0,141255.0,126214.0,87900.0,39300.0,-1.0,-1.0,352462.0,6328.0,136.0,97800.0,7370000.0,3553.0,12287.0,-1.0,1210000.0,280856.0,0.0,17000.0,,125988.0,2690.0,34236.0,3500.0,2855.0,259.0,25000.0,10929.0,399728.0,2531000.0,,144330.0,22502.0,7800.0,1764.0,24105.0,443.0,,3394.0,1200.0,78101.0,153648.0,9648000.0,1350.0,18000.0,5049.0,90000.0,1426.0,70.0,13299.0,1605400.0,157876.0,25836.0,7000.0,35800.0,8000.0,72000.0,11000.0,,,16000.0,204.0,39525.0,-1.0,544825.0,863.0,134000.0,814.0,102341.0,9000.0,9732185.0,152128.0,-1.0,1104000.0,44600.0,84.0,1200.0,156290.0,165.0,16600.0,70850.0,2383.0,84185.0,24100.0,600.0,30400.0,3302.0,4009.0,2400.0,300.0,30.0,37625.0,351300.0,2000.0,89.0,82000.0,30.0,13088.0,31084.0,282.0,1534.0,137200.0,158076.0,37900.0,5258.0,67421.0,443.0,10135.0,559233.0,69.0,4455.0
1998,,6612.0,1750.0,2170.0,248.0,38600.0,104025.0,135316.0,91.0,6958.0,15792.0,3300.0,15000.0,56934.0,121.0,1000.0,10424.0,200.0,193154.0,143000.0,112136.0,38600.0,-1.0,-1.0,471150.0,2308.0,340.0,101700.0,8981600.0,3386.0,2753.0,-1.0,1217000.0,627695.0,0.0,18000.0,,132351.0,2998.0,27158.0,3000.0,2682.0,387.0,20000.0,13773.0,412346.0,2534000.0,,152141.0,19525.0,7528.0,6280.0,29257.0,305.0,,3399.0,800.0,73457.0,212490.0,11886000.0,2150.0,17612.0,4882.0,129000.0,1472.0,50.0,12708.0,1797800.0,108442.0,24718.0,12500.0,34000.0,8247.0,73000.0,9000.0,,,18000.0,206.0,39000.0,-1.0,579067.0,551.0,140000.0,806.0,99160.0,9000.0,11954325.0,214807.0,-1.0,776000.0,45080.0,84.0,1500.0,59700.0,239.0,19000.0,101378.0,4135.0,68325.0,27400.0,681.0,24800.0,4669.0,4003.0,2300.0,200.0,25.0,43664.0,386000.0,2100.0,90.0,90000.0,25.0,11617.0,29805.0,218.0,2260.0,130603.0,173682.0,35400.0,6257.0,68867.0,305.0,9667.0,539782.0,79.0,4585.0
1999,,9244.0,1800.0,2214.0,250.0,43500.0,99100.0,137516.0,98.0,8532.0,30768.0,3300.0,12950.0,50855.0,217.0,1000.0,8688.0,260.0,179421.0,147001.0,103733.0,43500.0,-1.0,-1.0,371852.0,6439.0,300.0,110000.0,5258100.0,3446.0,14799.0,-1.0,1157000.0,340207.0,0.0,11319.0,,180771.0,3050.0,35375.0,2500.0,2000.0,452.0,21000.0,12360.0,396000.0,2894000.0,,278058.0,22954.0,7600.0,5299.0,34684.0,305.0,,3419.0,500.0,122958.0,193000.0,12639000.0,2000.0,19000.0,4706.0,184364.0,1497.0,40.0,10000.0,1737000.0,163260.0,25948.0,13000.0,34500.0,6800.0,74000.0,9883.0,,,18904.0,210.0,42000.0,-1.0,1014250.0,341.0,137000.0,817.0,101943.0,11000.0,12706157.0,282754.0,-1.0,1047000.0,42430.0,84.0,1050.0,113250.0,218.0,18700.0,131543.0,4749.0,67157.0,22900.0,765.0,26400.0,4400.0,3997.0,2570.0,159.0,100.0,97416.0,318100.0,2141.0,50.0,75000.0,25.0,12231.0,28382.0,227.0,1570.0,131626.0,190790.0,29010.0,6540.0,70344.0,305.0,10000.0,561679.0,74.0,4662.0
2000,,7490.0,2000.0,1300.0,258.0,35100.0,91400.0,131897.0,115.0,11929.0,30000.0,3300.0,13201.0,51971.0,1230.0,1000.0,9458.0,254.0,184487.0,124290.0,113216.0,35100.0,-1.0,-1.0,358791.0,4504.0,188.0,104500.0,6480300.0,2766.0,6211.0,-1.0,1292000.0,419600.0,0.0,12750.0,,187169.0,3258.0,25976.0,1937.0,3000.0,489.0,21000.0,8918.0,382000.0,2901000.0,,193073.0,23184.0,7700.0,2268.0,28106.0,307.0,,3444.0,340.0,138000.0,209000.0,14436628.0,1100.0,20584.0,7032.0,196702.0,1510.0,28.0,15000.0,1481210.0,136128.0,26827.0,15000.0,35030.0,4055.0,52000.0,8764.0,,-1.0,20000.0,210.0,32000.0,-1.0,1061540.0,408.0,139000.0,829.0,121159.0,10000.0,14515755.0,169146.0,,947000.0,38820.0,110.0,1100.0,190890.0,130.0,19600.0,122281.0,3894.0,79127.0,23840.0,853.0,26700.0,4000.0,3991.0,2256.0,250.0,567.0,97004.0,355300.0,2256.0,60.0,78000.0,24.0,12708.0,22045.0,250.0,1603.0,142216.0,199661.0,14704.0,7070.0,71853.0,307.0,8000.0,633805.0,19.0,4800.0
2001,,8913.0,2200.0,1369.0,264.0,36600.0,101100.0,107252.0,119.0,15210.0,21974.0,1900.0,16779.0,41420.0,147.0,1000.0,7327.0,265.0,201748.0,109175.0,82000.0,36600.0,-1.0,-1.0,448089.0,3204.0,162.0,121900.0,7027500.0,4436.0,9702.0,-1.0,1245000.0,394800.0,0.0,27055.0,,205066.0,3464.0,38248.0,1336.0,2000.0,617.0,21000.0,9620.0,368495.0,2683000.0,,139832.0,23416.0,7000.0,2780.0,29574.0,846.0,,3480.0,400.0,151069.0,258000.0,14415748.0,1750.0,21011.0,9635.0,197631.0,1529.0,30.0,10000.0,1939880.0,222319.0,26151.0,16000.0,35240.0,4100.0,206800.0,8800.0,,-1.0,20637.0,210.0,27000.0,-1.0,887356.0,323.0,146000.0,840.0,125377.0,11000.0,14471835.0,301092.0,,990000.0,44550.0,84.0,1100.0,168749.0,152.0,16300.0,155183.0,4621.0,56087.0,29040.0,944.0,23100.0,3876.0,3985.0,3240.0,398.0,348.0,100806.0,363100.0,1466.0,30.0,72000.0,25.0,12210.0,27601.0,255.0,1502.0,119520.0,209946.0,30000.0,6460.0,73394.0,846.0,6000.0,731094.0,20.0,4533.0
2002,,9738.0,2450.0,1188.0,270.0,27568.0,90300.0,112149.0,139.0,13285.0,21000.0,1992.0,16377.0,60000.0,137.0,1000.0,4977.0,207.0,195284.0,101074.0,149600.0,27568.0,-1.0,-1.0,379968.0,1994.0,115.0,127800.0,4121100.0,3015.0,6739.0,-1.0,1259000.0,361900.0,0.0,31447.0,,191037.0,3720.0,35680.0,1320.0,1000.0,529.0,20000.0,11212.0,355480.0,2855000.0,,191548.0,23650.0,6200.0,3436.0,20485.0,850.0,,3486.0,162.0,71526.0,520000.0,14817644.0,1300.0,21528.0,10414.0,210712.0,1533.0,35.0,26000.0,1506150.0,133730.0,26246.0,18000.0,35455.0,4200.0,346790.0,9200.0,,-1.0,22000.0,211.0,34000.0,-1.0,260723.0,284.0,148000.0,860.0,146214.0,6910.0,14895099.0,323642.0,,1267000.0,40340.0,76.0,1200.0,58378.0,513.0,16200.0,157874.0,4616.0,77455.0,23225.0,1035.0,24000.0,3919.0,4000.0,4182.0,118.0,200.0,86234.0,400400.0,690.0,30.0,90000.0,25.0,12701.0,26630.0,255.0,1521.0,74643.0,224647.0,58400.0,5730.0,61207.0,850.0,7000.0,756622.0,27.0,4428.0
2003,,18483.0,2500.0,1200.0,276.0,43633.0,114700.0,76070.0,82.0,29284.0,21000.0,1798.0,16019.0,60000.0,578.0,1200.0,5105.0,308.0,187719.0,87463.0,185600.0,43633.0,-1.0,5.0,414868.0,2050.0,90.0,133600.0,8126500.0,3121.0,11078.0,-1.0,1378000.0,220900.0,0.0,64075.0,,195869.0,3976.0,38248.0,1581.0,1000.0,390.0,22000.0,7177.0,359640.0,3037000.0,,214727.0,23700.0,6000.0,2496.0,16200.0,848.0,,3587.0,200.0,92937.0,439000.0,13420000.0,1200.0,20000.0,10275.0,218027.0,1540.0,34.0,14469.0,1879750.0,66934.0,26125.0,21000.0,35610.0,4100.0,339225.0,9400.0,,-1.0,24000.0,213.0,34240.0,-1.0,440709.0,893.0,220000.0,870.0,124979.0,7220.0,13493462.0,358121.0,,790000.0,21110.0,76.0,1250.0,86494.0,596.0,17000.0,190112.0,3842.0,73462.0,25100.0,1128.0,22000.0,3971.0,3970.0,4180.0,45.0,72.0,134091.0,406200.0,690.0,63.0,85000.0,25.0,13096.0,30644.0,260.0,1179.0,91616.0,240378.0,70500.0,6580.0,63226.0,848.0,7000.0,877700.0,24.0,4276.0
