,Kenya,Cameroon,Serbia and Montenegro,Myanmar,Serbia,Malaysia,Grenada,Melanesia,Zambia,South Sudan,Martinique,Lao People's Democratic Republic,Benin,United Republic of Tanzania,Nepal,Ethiopia,Maldives,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Zimbabwe,Bangladesh,Malawi,Togo,Peru,Papua New Guinea,Uzbekistan,Spain,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Djibouti,Algeria,Slovenia,Morocco,Nigeria,Madagascar,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,Uganda,India,Cabo Verde,Niger,Czechoslovakia,Bhutan,Syrian Arab Republic,Mexico,Romania,Senegal,Central African Republic,Bosnia and Herzegovina,China,Tunisia,Côte d'Ivoire,Yugoslav SFR,Jamaica,Czechia,Viet Nam,South Africa,Hungary,Kazakhstan,Sierra Leone,Argentina,Réunion,Egypt,Ghana,"China, mainland",Sudan (former),Mali,Thailand,Turkey
1998,9811.0,15290.0,16719.0,5908.0,-1.0,9823.0,60000.0,9250.0,10000.0,-1.0,74286.0,27605.0,10714.0,10269.0,8075.0,3916.0,7336.0,55995.0,43994.0,15406.0,22000.0,7982.0,5481.0,3785.0,74074.0,9250.0,22011.0,29478.0,20191.0,-1.0,19147.0,38462.0,-1.0,8000.0,19913.0,39947.0,98805.0,15585.0,9435.0,35000.0,-1.0,-1.0,9688.0,9000.0,11706.0,128571.0,6858.0,-1.0,22127.0,-1.0,16176.0,9049.0,73736.0,9091.0,77469.0,61366.0,25000.0,12502.0,-1.0,79574.0,5826.0,15306.0,12566.0,95379.0,16970.0,24491.0,10789.0,140000.0,31379.0,20469.0,61366.0,9671.0,5455.0,16493.0,25667.0
1999,9808.0,20685.0,16119.0,6387.0,-1.0,9714.0,60000.0,11429.0,10369.0,-1.0,74054.0,32143.0,10769.0,10859.0,8061.0,3964.0,7366.0,40858.0,51183.0,13300.0,19417.0,8122.0,5588.0,3766.0,77333.0,11429.0,22623.0,30145.0,20334.0,-1.0,19356.0,39241.0,-1.0,8355.0,20000.0,39540.0,99277.0,15594.0,9490.0,20000.0,-1.0,-1.0,9794.0,9024.0,10976.0,142857.0,7084.0,-1.0,23095.0,10000.0,15800.0,9145.0,67078.0,9356.0,96424.0,63235.0,25000.0,12522.0,-1.0,87164.0,5117.0,15284.0,12325.0,71547.0,16667.0,24619.0,10667.0,137833.0,31448.0,25000.0,63235.0,9610.0,5556.0,17241.0,25410.0
2000,9804.0,13432.0,15418.0,5670.0,-1.0,9601.0,60000.0,10000.0,11000.0,-1.0,71636.0,31234.0,11629.0,11429.0,6728.0,4035.0,7500.0,46368.0,45477.0,20661.0,15789.0,8161.0,5932.0,3700.0,79487.0,10000.0,23248.0,25754.0,32792.0,-1.0,19563.0,39043.0,-1.0,8718.0,20063.0,39186.0,100000.0,15599.0,9546.0,23324.0,-1.0,-1.0,9796.0,9048.0,11760.0,132656.0,7313.0,-1.0,25576.0,9839.0,15841.0,9246.0,60000.0,9107.0,71030.0,60571.0,25000.0,12601.0,-1.0,82644.0,4600.0,15300.0,12115.0,78678.0,15000.0,24747.0,10679.0,150385.0,31448.0,30769.0,60571.0,9615.0,5603.0,20396.0,25000.0
2001,10200.0,13640.0,19854.0,5697.0,-1.0,9485.0,60000.0,12500.0,10923.0,-1.0,65183.0,32051.0,11718.0,11637.0,8059.0,4067.0,7500.0,46746.0,45096.0,19135.0,15542.0,8065.0,6149.0,3571.0,78571.0,12500.0,23885.0,28872.0,33190.0,-1.0,19770.0,38876.0,-1.0,9615.0,20270.0,37143.0,100000.0,15609.0,9602.0,23454.0,-1.0,-1.0,9899.0,9153.0,12148.0,131920.0,7549.0,-1.0,28282.0,10000.0,15944.0,9303.0,88476.0,9480.0,75000.0,61354.0,25000.0,14215.0,-1.0,89239.0,6462.0,15290.0,11668.0,92244.0,16448.0,24187.0,10630.0,142182.0,31448.0,36000.0,61354.0,9620.0,5455.0,20363.0,22222.0
2002,10332.0,14894.0,19661.0,6398.0,-1.0,9366.0,60000.0,11111.0,11250.0,-1.0,61442.0,32019.0,11814.0,11504.0,6956.0,4101.0,7494.0,45122.0,44760.0,17523.0,8025.0,8001.0,6398.0,3787.0,78947.0,11111.0,24536.0,24537.0,36892.0,-1.0,19977.0,38824.0,-1.0,9174.0,20000.0,38625.0,100000.0,15567.0,9658.0,23585.0,-1.0,-1.0,9550.0,9200.0,10824.0,133333.0,7254.0,-1.0,31157.0,10000.0,16053.0,9387.0,88476.0,9530.0,80964.0,61972.0,25000.0,18349.0,-1.0,90509.0,7227.0,15294.0,11501.0,94877.0,16659.0,27271.0,10323.0,113750.0,31448.0,41667.0,61972.0,9620.0,5538.0,20848.0,24164.0
2003,10466.0,14925.0,22309.0,6647.0,-1.0,9241.0,60000.0,17143.0,11291.0,-1.0,55659.0,32118.0,12052.0,12768.0,8000.0,4111.0,7539.0,46061.0,44551.0,17278.0,8125.0,8081.0,6778.0,3842.0,80252.0,17143.0,25375.0,26775.0,36744.0,-1.0,20261.0,38369.0,-1.0,9032.0,20000.0,38526.0,100000.0,15610.0,9716.0,23672.0,-1.0,-1.0,9346.0,9249.0,15959.0,130769.0,7807.0,-1.0,34167.0,10000.0,16143.0,9453.0,80126.0,9629.0,81388.0,63889.0,25000.0,22214.0,-1.0,94192.0,6871.0,15281.0,11405.0,68238.0,16941.0,29907.0,10555.0,111867.0,31448.0,47826.0,63889.0,9620.0,5539.0,21090.0,24121.0
2004,10604.0,12797.0,24377.0,6760.0,-1.0,9109.0,60000.0,12000.0,11503.0,-1.0,50114.0,34444.0,10985.0,13696.0,8011.0,4088.0,7500.0,42683.0,44528.0,18569.0,7945.0,8556.0,7081.0,3892.0,69307.0,12000.0,26405.0,29408.0,36752.0,-1.0,20625.0,38083.0,-1.0,8571.0,20342.0,38482.0,105683.0,15668.0,9709.0,23738.0,-1.0,-1.0,9238.0,9301.0,16075.0,130933.0,8431.0,-1.0,35977.0,10000.0,16056.0,9512.0,54973.0,9786.0,81836.0,64136.0,24823.0,27645.0,-1.0,92385.0,8614.0,15392.0,11383.0,99861.0,17287.0,24849.0,10326.0,113961.0,31448.0,54545.0,64136.0,9653.0,5572.0,21658.0,24129.0
2005,10741.0,22505.0,22853.0,7723.0,-1.0,8974.0,60000.0,12500.0,11707.0,-1.0,44570.0,39167.0,13431.0,14656.0,8006.0,4058.0,7143.0,42500.0,44507.0,19044.0,7598.0,11991.0,7680.0,3989.0,76270.0,12500.0,27450.0,26905.0,36757.0,-1.0,20988.0,37797.0,-1.0,10260.0,20000.0,38984.0,107489.0,15610.0,9764.0,23773.0,-1.0,-1.0,9091.0,9353.0,15492.0,133333.0,9412.0,-1.0,45800.0,10000.0,16111.0,9571.0,80083.0,9956.0,82281.0,65753.0,24644.0,35436.0,-1.0,106555.0,8554.0,15183.0,11372.0,87419.0,17654.0,22000.0,10577.0,112308.0,31448.0,65000.0,65753.0,9625.0,5213.0,21864.0,24151.0
2006,10876.0,26417.0,-1.0,8368.0,20000.0,8837.0,60000.0,13333.0,11911.0,-1.0,39025.0,38000.0,14569.0,15640.0,7658.0,3391.0,7526.0,45454.0,44491.0,15995.0,7288.0,10910.0,7621.0,3990.0,76321.0,13333.0,28512.0,27613.0,36761.0,-1.0,21352.0,37500.0,-1.0,11538.0,20507.0,39093.0,100000.0,15806.0,9706.0,23813.0,-1.0,-1.0,9375.0,9439.0,16281.0,137500.0,11000.0,-1.0,45652.0,10000.0,16077.0,9578.0,80110.0,9091.0,83004.0,64474.0,23333.0,37500.0,-1.0,100869.0,8061.0,15077.0,11374.0,74352.0,18038.0,22727.0,10323.0,109333.0,31448.0,65000.0,64474.0,9620.0,5600.0,22177.0,24143.0
2007,11009.0,19990.0,-1.0,8732.0,23333.0,8697.0,60000.0,15000.0,12116.0,-1.0,33480.0,36923.0,17195.0,16637.0,7785.0,3333.0,7582.0,45791.0,41176.0,18084.0,9952.0,10881.0,8579.0,4167.0,76744.0,15000.0,29592.0,29277.0,36000.0,-1.0,21715.0,36782.0,-1.0,12382.0,20554.0,39202.0,100000.0,15865.0,9714.0,25000.0,-1.0,-1.0,9391.0,9497.0,16013.0,138889.0,11250.0,-1.0,44583.0,10000.0,16216.0,10645.0,62500.0,10604.0,83480.0,62500.0,25625.0,37916.0,-1.0,100091.0,7222.0,14980.0,11000.0,61395.0,18431.0,22500.0,10313.0,88947.0,31448.0,64800.0,62500.0,9704.0,5586.0,22535.0,24237.0
2008,11138.0,19988.0,-1.0,8799.0,23333.0,8554.0,60000.0,20000.0,12438.0,-1.0,33132.0,35000.0,19244.0,17639.0,7791.0,3706.0,7143.0,44538.0,42696.0,25434.0,10214.0,12474.0,7054.0,4000.0,75000.0,20000.0,30690.0,28664.0,35185.0,-1.0,22079.0,36264.0,-1.0,13195.0,20000.0,39314.0,119584.0,15152.0,9945.0,20000.0,-1.0,-1.0,9167.0,9556.0,16300.0,132856.0,10000.0,-1.0,46288.0,10000.0,16766.0,9581.0,65658.0,11004.0,83949.0,61463.0,25454.0,38775.0,-1.0,101483.0,9232.0,14888.0,11000.0,78925.0,18828.0,23077.0,10676.0,113816.0,31448.0,65031.0,61463.0,9740.0,6429.0,22912.0,24315.0
2009,11263.0,20435.0,-1.0,9568.0,23333.0,8408.0,60000.0,20000.0,12557.0,-1.0,33461.0,35922.0,13923.0,18638.0,12561.0,3648.0,7143.0,44573.0,42700.0,24960.0,10482.0,12248.0,4973.0,4200.0,89811.0,20000.0,31807.0,29820.0,34483.0,-1.0,22444.0,36170.0,-1.0,13991.0,23934.0,39430.0,129470.0,16364.0,10045.0,20000.0,-1.0,-1.0,9200.0,9615.0,15679.0,130651.0,10441.0,-1.0,48054.0,10000.0,17111.0,9486.0,81398.0,11425.0,84416.0,61905.0,26429.0,40476.0,-1.0,120468.0,7027.0,14797.0,11000.0,101226.0,19222.0,23000.0,10851.0,113816.0,32425.0,65023.0,61905.0,9748.0,6549.0,23204.0,24334.0
2010,11381.0,21503.0,-1.0,10083.0,23333.0,8259.0,60000.0,16667.0,12759.0,-1.0,33791.0,36615.0,16312.0,19624.0,13937.0,3586.0,8196.0,44609.0,42710.0,26997.0,10743.0,12565.0,5106.0,3797.0,93065.0,16667.0,31250.0,28583.0,39016.0,-1.0,22808.0,36379.0,-1.0,14767.0,27195.0,39548.0,140297.0,16765.0,10148.0,25714.0,-1.0,-1.0,9284.0,9675.0,15445.0,129139.0,10089.0,-1.0,49357.0,10883.0,17405.0,9382.0,76201.0,11864.0,84880.0,61628.0,25217.0,45238.0,-1.0,117710.0,6921.0,14712.0,14735.0,89869.0,19608.0,29975.0,10988.0,114110.0,33630.0,65484.0,61628.0,9769.0,7305.0,22128.0,25000.0
2011,11492.0,22448.0,-1.0,10252.0,23333.0,8108.0,60000.0,16667.0,12953.0,-1.0,34120.0,37149.0,19543.0,20589.0,14163.0,2879.0,8684.0,44645.0,42723.0,21677.0,10994.0,16780.0,4726.0,4053.0,109628.0,16667.0,34195.0,30452.0,42301.0,-1.0,23173.0,36335.0,-1.0,16000.0,30511.0,39668.0,151628.0,16857.0,10247.0,25000.0,-1.0,-1.0,9278.0,9734.0,15859.0,120536.0,10529.0,-1.0,50568.0,11400.0,17686.0,9273.0,72091.0,12316.0,85344.0,64521.0,25143.0,48310.0,-1.0,144020.0,8033.0,14638.0,18750.0,86633.0,19979.0,34616.0,11134.0,102413.0,34603.0,65185.0,64521.0,9789.0,8511.0,24761.0,24047.0
2012,12000.0,23026.0,-1.0,10491.0,22222.0,7333.0,60000.0,17631.0,13333.0,20000.0,34449.0,37097.0,19245.0,22059.0,7692.0,2857.0,10000.0,44681.0,42500.0,23132.0,11494.0,12974.0,4972.0,4211.0,110008.0,17631.0,37500.0,31950.0,46875.0,-1.0,24000.0,36083.0,36957.0,16667.0,35000.0,40000.0,200000.0,17222.0,10526.0,25000.0,-1.0,-1.0,9231.0,10000.0,16432.0,121739.0,11966.0,-1.0,52500.0,13571.0,18462.0,8661.0,72001.0,15000.0,87500.0,67442.0,25143.0,49286.0,-1.0,147322.0,9577.0,14219.0,19412.0,91083.0,21053.0,50000.0,12000.0,98682.0,37143.0,71429.0,67442.0,-1.0,8000.0,26431.0,23571.0
2013,12000.0,23640.0,-1.0,10655.0,2222.0,7929.0,60000.0,18360.0,13333.0,20000.0,34778.0,38478.0,19245.0,22059.0,40994.0,2857.0,9306.0,44716.0,43467.0,23132.0,11494.0,10914.0,4972.0,4178.0,115197.0,18360.0,37500.0,27862.0,44699.0,-1.0,23876.0,35868.0,38000.0,17008.0,35366.0,39821.0,171426.0,17143.0,10526.0,24225.0,-1.0,-1.0,9256.0,9862.0,19252.0,127447.0,88513.0,-1.0,50000.0,12381.0,18462.0,9135.0,71796.0,13226.0,86057.0,68182.0,25185.0,47917.0,-1.0,136216.0,6631.0,14531.0,19573.0,60000.0,20538.0,44022.0,11383.0,96249.0,35032.0,73463.0,68182.0,-1.0,7678.0,27730.0,23605.0
2014,11782.0,24253.0,-1.0,11036.0,2353.0,8121.0,60000.0,18895.0,13474.0,18571.0,35108.0,39310.0,27058.0,23034.0,41838.0,18482.0,10000.0,44752.0,44343.0,23247.0,11383.0,12247.0,6444.0,4153.0,124796.0,18895.0,37500.0,28934.0,44444.0,-1.0,24230.0,35653.0,33333.0,17626.0,36449.0,39839.0,159493.0,17000.0,10463.0,25000.0,-1.0,-1.0,9262.0,9845.0,19252.0,128642.0,88515.0,-1.0,51605.0,11391.0,18275.0,9284.0,71591.0,12712.0,90000.0,67530.0,25229.0,46589.0,-1.0,136315.0,7950.0,14484.0,18323.0,84378.0,21053.0,37799.0,11104.0,93817.0,30863.0,73798.0,67530.0,-1.0,7558.0,36867.0,23823.0
