,Kenya,Peru,Serbia and Montenegro,Cameroon,Nepal,Malaysia,Grenada,Melanesia,Zambia,South Sudan,Martinique,Lao People's Democratic Republic,Benin,United Republic of Tanzania,Myanmar,Ethiopia,Indonesia,Maldives,The former Yugoslav Republic of Macedonia,Greece,Pakistan,Zimbabwe,Uganda,Bangladesh,Malawi,Togo,Uzbekistan,Papua New Guinea,Japan,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Djibouti,Algeria,Slovenia,Morocco,Nigeria,Madagascar,Kyrgyzstan,French Guiana,Ethiopia PDR,Cambodia,"China, Macao SAR",India,Cabo Verde,Niger,Czechoslovakia,Bhutan,Syrian Arab Republic,Mexico,Romania,Senegal,Spain,Central African Republic,Bosnia and Herzegovina,China,Tunisia,Côte d'Ivoire,Serbia,Yugoslav SFR,Slovakia,Jamaica,Czechia,Viet Nam,South Africa,Hungary,Kazakhstan,Sierra Leone,Argentina,Réunion,Portugal,Egypt,Ghana,"China, mainland",Sudan (former),Mali,Timor-Leste,Thailand,Turkey
1961,3200.0,-1.0,-1.0,5000.0,-1.0,700.0,-1.0,0.0,-1.0,-1.0,-1.0,500.0,1000.0,4500.0,35000.0,-1.0,-1,2.0,-1.0,290.0,23100.0,-1.0,3700.0,70800.0,-1.0,6000.0,-1.0,-1.0,-1,1000.0,-1.0,900.0,3000.0,-1.0,-1.0,-1.0,-1.0,850.0,20000.0,2100.0,-1.0,-1.0,210000.0,-1.0,-1,616000.0,90.0,700.0,1700.0,-1.0,-1.0,23443.0,11000.0,500.0,8500.0,-1.0,-1.0,19000.0,-1.0,-1.0,-1.0,3020.0,-1.0,1170.0,-1.0,20000.0,4600.0,6000.0,-1.0,1000.0,1300.0,-1.0,-1,7500.0,4500.0,19000.0,-1.0,-1.0,-1.0,23760.0,5000.0
1962,3200.0,-1.0,-1.0,5000.0,-1.0,500.0,-1.0,0.0,-1.0,-1.0,-1.0,500.0,1000.0,4600.0,50182.0,-1.0,-1,2.0,-1.0,290.0,25500.0,-1.0,3700.0,70000.0,-1.0,6000.0,-1.0,-1.0,-1,1400.0,-1.0,900.0,3100.0,-1.0,-1.0,-1.0,-1.0,850.0,20300.0,2200.0,-1.0,-1.0,215000.0,-1.0,-1,637000.0,80.0,700.0,1700.0,-1.0,-1.0,22374.0,11000.0,500.0,9700.0,-1.0,-1.0,19000.0,-1.0,-1.0,-1.0,3700.0,-1.0,1170.0,-1.0,20000.0,4700.0,6000.0,-1.0,1000.0,1300.0,-1.0,-1,7500.0,4500.0,19000.0,-1.0,-1.0,-1.0,28368.0,5000.0
1963,3200.0,-1.0,-1.0,5000.0,-1.0,900.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,4700.0,46135.0,-1.0,-1,2.0,-1.0,340.0,21000.0,-1.0,3800.0,73200.0,-1.0,6000.0,-1.0,-1.0,-1,900.0,-1.0,900.0,3100.0,-1.0,-1.0,-1.0,-1.0,850.0,20600.0,2200.0,-1.0,-1.0,220000.0,-1.0,-1,748000.0,80.0,730.0,1700.0,-1.0,-1.0,24045.0,11000.0,500.0,10200.0,-1.0,-1.0,18000.0,-1.0,-1.0,-1.0,5050.0,-1.0,1170.0,-1.0,20000.0,4800.0,8000.0,-1.0,1000.0,1300.0,-1.0,-1,7600.0,4500.0,18000.0,-1.0,-1.0,-1.0,27296.0,5000.0
1964,3300.0,-1.0,-1.0,5800.0,-1.0,400.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,4800.0,42897.0,-1.0,-1,2.0,-1.0,290.0,20600.0,-1.0,3800.0,78500.0,-1.0,6000.0,-1.0,-1.0,-1,1000.0,-1.0,900.0,3200.0,-1.0,-1.0,-1.0,-1.0,850.0,20900.0,2300.0,-1.0,-1.0,221000.0,-1.0,-1,716000.0,80.0,930.0,1729.0,-1.0,-1.0,25179.0,11000.0,500.0,9900.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,6060.0,-1.0,1170.0,-1.0,22000.0,4900.0,9000.0,-1.0,1000.0,1500.0,-1.0,-1,7800.0,4500.0,20000.0,-1.0,-1.0,-1.0,24336.0,5000.0
1965,3400.0,-1.0,-1.0,5800.0,-1.0,400.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,4900.0,54633.0,-1.0,-1,2.0,-1.0,310.0,29100.0,-1.0,3900.0,78500.0,-1.0,6000.0,-1.0,-1.0,-1,1100.0,-1.0,900.0,3250.0,-1.0,-1.0,-1.0,-1.0,850.0,21200.0,2300.0,-1.0,-1.0,224500.0,-1.0,-1,634000.0,80.0,1100.0,1394.0,-1.0,-1.0,23496.0,11000.0,500.0,8500.0,-1.0,-1.0,20500.0,-1.0,-1.0,-1.0,4630.0,-1.0,1170.0,-1.0,22000.0,5000.0,8000.0,-1.0,1000.0,1500.0,-1.0,-1,9000.0,4500.0,20500.0,-1.0,-1.0,-1.0,24896.0,5000.0
1966,3400.0,-1.0,-1.0,5800.0,-1.0,900.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,5000.0,55443.0,-1.0,-1,2.0,-1.0,260.0,18600.0,-1.0,3900.0,77700.0,-1.0,6000.0,-1.0,-1.0,-1,1100.0,-1.0,900.0,3300.0,-1.0,-1.0,-1.0,-1.0,850.0,21500.0,2400.0,-1.0,-1.0,228000.0,-1.0,-1,721000.0,80.0,700.0,1639.0,-1.0,-1.0,24384.0,8700.0,500.0,7800.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,2280.0,-1.0,1170.0,-1.0,22500.0,5000.0,10000.0,-1.0,1000.0,1500.0,-1.0,-1,9600.0,5670.0,20000.0,-1.0,-1.0,-1.0,33680.0,4800.0
1967,3000.0,-1.0,-1.0,6600.0,-1.0,1250.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,5000.0,40874.0,-1.0,-1,2.0,-1.0,210.0,17800.0,-1.0,4000.0,80500.0,-1.0,6000.0,-1.0,-1.0,-1,1400.0,-1.0,920.0,3300.0,-1.0,-1.0,-1.0,-1.0,850.0,21800.0,2400.0,-1.0,-1.0,230000.0,-1.0,-1,788000.0,80.0,783.0,1835.0,-1.0,-1.0,20586.0,11300.0,500.0,9600.0,-1.0,-1.0,20000.0,-1.0,-1.0,-1.0,5530.0,-1.0,1170.0,-1.0,22500.0,5100.0,10000.0,-1.0,1000.0,1700.0,-1.0,-1,10000.0,8500.0,20000.0,-1.0,-1.0,-1.0,29648.0,5000.0
1968,3000.0,-1.0,-1.0,6600.0,-1.0,1250.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,5100.0,43707.0,-1.0,-1,2.0,-1.0,180.0,24300.0,-1.0,4100.0,86200.0,-1.0,6000.0,-1.0,-1.0,-1,1200.0,-1.0,920.0,3400.0,-1.0,-1.0,-1.0,-1.0,850.0,22100.0,2500.0,-1.0,-1.0,233200.0,-1.0,-1,663000.0,80.0,842.0,2009.0,-1.0,-1.0,21382.0,10200.0,500.0,7400.0,-1.0,-1.0,21000.0,-1.0,-1.0,-1.0,6910.0,-1.0,1170.0,-1.0,23000.0,5200.0,10000.0,-1.0,1000.0,1700.0,-1.0,-1,10000.0,8903.0,21000.0,-1.0,-1.0,-1.0,27568.0,5000.0
1969,3300.0,-1.0,-1.0,6600.0,-1.0,1600.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,5100.0,44516.0,-1.0,-1,2.0,-1.0,230.0,29500.0,-1.0,4100.0,87400.0,-1.0,6000.0,-1.0,-1.0,-1,900.0,-1.0,920.0,3500.0,-1.0,-1.0,-1.0,-1.0,850.0,22400.0,2500.0,-1.0,-1.0,236500.0,-1.0,-1,682000.0,80.0,786.0,2129.0,-1.0,-1.0,19672.0,11700.0,500.0,7100.0,-1.0,-1.0,22000.0,-1.0,-1.0,-1.0,5861.0,-1.0,1170.0,-1.0,23000.0,5300.0,9270.0,-1.0,1000.0,1720.0,-1.0,-1,10000.0,8900.0,22000.0,-1.0,-1.0,-1.0,30304.0,5000.0
1970,3300.0,-1.0,-1.0,7500.0,-1.0,1600.0,-1.0,0.0,-1.0,-1.0,-1.0,1000.0,1000.0,5200.0,61918.0,-1.0,-1,2.0,-1.0,200.0,29900.0,-1.0,4000.0,89000.0,-1.0,6000.0,-1.0,-1.0,-1,1000.0,-1.0,940.0,3300.0,-1.0,-1.0,-1.0,-1.0,850.0,22700.0,2600.0,-1.0,-1.0,239900.0,-1.0,-1,783400.0,80.0,400.0,2075.0,-1.0,-1.0,18768.0,12900.0,500.0,7700.0,-1.0,-1.0,20500.0,-1.0,-1.0,-1.0,4550.0,-1.0,1160.0,-1.0,24000.0,5400.0,8346.0,-1.0,950.0,1520.0,-1.0,-1,10000.0,8900.0,20500.0,-1.0,-1.0,-1.0,40368.0,6000.0
1971,3300.0,-1.0,-1.0,8300.0,-1.0,1600.0,-1.0,0.0,-1.0,-1.0,-1.0,1100.0,1000.0,5200.0,54228.0,-1.0,-1,2.0,-1.0,200.0,28300.0,-1.0,3900.0,88600.0,-1.0,6000.0,-1.0,-1.0,-1,700.0,-1.0,940.0,3300.0,-1.0,-1.0,-1.0,-1.0,850.0,23000.0,2600.0,-1.0,-1.0,243200.0,-1.0,-1,753100.0,80.0,940.0,1604.0,-1.0,-1.0,18113.0,12100.0,500.0,10300.0,-1.0,-1.0,22000.0,-1.0,-1.0,-1.0,4999.0,-1.0,1300.0,-1.0,25000.0,5400.0,8000.0,-1.0,909.0,2600.0,-1.0,-1,10000.0,10100.0,22000.0,-1.0,-1.0,-1.0,33376.0,5000.0
1972,3300.0,-1.0,-1.0,8300.0,-1.0,1300.0,-1.0,0.0,-1.0,-1.0,-1.0,1100.0,1000.0,5200.0,48509.0,-1.0,-1,2.0,-1.0,400.0,36221.0,-1.0,3900.0,82335.0,-1.0,5500.0,-1.0,-1.0,-1,800.0,-1.0,940.0,3500.0,-1.0,-1.0,-1.0,-1.0,850.0,23300.0,2700.0,-1.0,-1.0,246500.0,-1.0,-1,682400.0,80.0,360.0,1499.0,-1.0,-1.0,24949.0,18800.0,500.0,9700.0,-1.0,-1.0,21000.0,-1.0,-1.0,-1.0,6464.0,-1.0,1280.0,-1.0,25000.0,5500.0,8229.0,-1.0,900.0,3337.0,-1.0,-1,10000.0,11300.0,21000.0,-1.0,-1.0,-1.0,44176.0,6000.0
1973,3300.0,-1.0,-1.0,8300.0,-1.0,1100.0,-1.0,0.0,-1.0,-1.0,-1.0,1100.0,1000.0,5300.0,59894.0,-1.0,-1,2.0,-1.0,335.0,32001.0,-1.0,4000.0,77662.0,-1.0,5000.0,-1.0,-1.0,-1,700.0,-1.0,940.0,3600.0,-1.0,-1.0,-1.0,-1.0,850.0,23600.0,2700.0,-1.0,-1.0,248000.0,-1.0,-1,738800.0,80.0,416.0,1808.0,-1.0,-1.0,27466.0,16100.0,500.0,13400.0,-1.0,-1.0,21500.0,-1.0,-1.0,-1.0,7948.0,-1.0,1300.0,-1.0,26000.0,5500.0,8504.0,-1.0,900.0,5000.0,-1.0,-1,11000.0,15000.0,21500.0,-1.0,-1.0,-1.0,33232.0,7000.0
1974,3600.0,-1.0,-1.0,8300.0,-1.0,1100.0,-1.0,0.0,-1.0,-1.0,-1.0,1100.0,1000.0,5300.0,48646.0,-1.0,-1,2.0,-1.0,209.0,31970.0,-1.0,4000.0,66822.0,-1.0,5000.0,-1.0,-1.0,-1,700.0,-1.0,960.0,3800.0,-1.0,-1.0,-1.0,-1.0,850.0,23900.0,2800.0,-1.0,-1.0,250000.0,-1.0,-1,685600.0,80.0,332.0,1911.0,-1.0,-1.0,26932.0,19900.0,500.0,11800.0,-1.0,-1.0,22000.0,-1.0,-1.0,-1.0,5672.0,-1.0,1370.0,-1.0,26000.0,5600.0,8747.0,-1.0,900.0,2990.0,-1.0,-1,11000.0,13000.0,22000.0,-1.0,-1.0,-1.0,31536.0,7000.0
