,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Botswana,Somalia,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,New Caledonia,India,Malta,Lesotho,Ecuador,Swaziland,Madagascar,Poland,Canada,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Mali,United Arab Emirates,Montenegro,Lebanon,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Burundi,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Uganda,Sweden,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Oman,Serbia and Montenegro,New Zealand,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Ireland,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
1971,64035008.0,,7235380.0,7137852.0,5977609.0,,4066.0,,121403.0,2500900.0,,100.0,200.0,600.0,850000.0,138477.0,2268926.0,4176.0,13000.0,320.0,135000.0,,1273000.0,4294640.0,46900.0,15.0,18240496.0,1130.0,95030.0,75960.0,174.0,,2060500.0,7853503.0,8779000.0,243944.0,212702.0,14000.0,1091600.0,,15.0,,976600.0,1099756.0,3947000.0,86649.0,569628.0,11500.0,,1500.0,,,48294.0,1252000.0,614180.0,1930000.0,5096656.0,,19297168.0,3655600.0,25614000.0,81606.0,138535.0,1372.0,,,142048.0,31067.0,,273849.0,6500.0,,2892.0,948250.0,,78308.0,8300.0,,228400.0,,53490.0,125900.0,3910000.0,10.0,2177684.0,4000.0,245455.0,,25615036.0,173000.0,,,121403.0,2006000.0,333000.0,727410.0,821.0,339600.0,120567.0,22005.0,,300.0,2148070.0,1036.0,112950.0,166300.0,,2350000.0,94930.0,,400.0,30100.0,,1097425.0,,,45406.0,1200.0,,97528.0,,514800.0,59910.0,51500.0,1407.0,,,,2010000.0,310.0,,90934.0,,1013194.0,64233.0,-1.0
1972,58492000.0,,7710678.0,7604082.0,5797000.0,,3813.0,,113766.0,2523400.0,,100.0,200.0,800.0,950000.0,150000.0,2319955.0,4738.0,9000.0,288.0,125000.0,,1317000.0,4965100.0,60700.0,20.0,19138896.0,1044.0,106392.0,56054.0,372.0,,2047700.0,8639797.0,8708000.0,223667.0,222877.0,13000.0,1113400.0,,20.0,,885000.0,1192462.0,3938000.0,62735.0,523420.0,11500.0,,1500.0,,,50504.0,1354000.0,686665.0,1925000.0,5469000.0,,19142576.0,3587500.0,26276000.0,80268.0,134910.0,2554.0,,,156221.0,34111.0,,274404.0,6700.0,,3459.0,1910000.0,,91302.0,8500.0,,239183.0,,109737.0,127259.0,3804000.0,10.0,2315879.0,3000.0,268034.0,,26276672.0,178600.0,,,120983.0,1998400.0,314000.0,711820.0,800.0,185000.0,134781.0,22303.0,,400.0,2471160.0,672.0,108675.0,113700.0,,2897100.0,97500.0,,400.0,38721.0,,1127412.0,,,44000.0,1200.0,,106596.0,,511300.0,64310.0,32200.0,1442.0,,,,2017000.0,360.0,,67986.0,,960772.0,48925.0,-1.0
1973,63155008.0,,9055957.0,8948257.0,5970649.0,,2669.0,,100000.0,2359100.0,,100.0,250.0,3500.0,950000.0,165700.0,1839391.0,3000.0,6000.0,825.0,115000.0,,1294038.0,3957900.0,56500.0,20.0,19463600.0,912.0,75000.0,46504.0,487.0,,1961700.0,9575012.0,8465000.0,113392.0,211923.0,13000.0,806000.0,,20.0,,845000.0,1230071.0,3961000.0,43218.0,524867.0,10500.0,,1500.0,,,50125.0,1475769.0,640456.0,1697000.0,5690000.0,,21912608.0,3152700.0,26412000.0,84281.0,136095.0,3300.0,,,137879.0,27950.0,,266287.0,6900.0,,5189.0,1156000.0,,55372.0,7246.0,,259438.0,,148949.0,120132.0,3590200.0,10.0,2299046.0,3000.0,290405.0,,26412386.0,187700.0,,,104100.0,2039300.0,307000.0,533790.0,800.0,283202.0,122877.0,21588.0,,300.0,2346900.0,386.0,100610.0,74900.0,,2300000.0,91170.0,,400.0,31165.0,,1146412.0,,,68713.0,1800.0,,107700.0,,442100.0,68860.0,20300.0,1483.0,,,,2025000.0,300.0,,58478.0,,933928.0,48721.0,-1.0
1974,59676000.0,,8374955.0,8307541.0,6112691.0,,5400.0,,105000.0,2396700.0,,435.0,270.0,3500.0,950000.0,160000.0,2471150.0,2000.0,6000.0,1620.0,105000.0,,1324849.0,4233000.0,45100.0,20.0,18583008.0,968.0,76592.0,56261.0,386.0,,2002200.0,8938000.0,8808000.0,246196.0,198483.0,13000.0,816000.0,,20.0,,916000.0,1266604.0,4146000.0,36477.0,577000.0,12000.0,,1500.0,,,52006.0,1537220.0,774149.0,1843000.0,5892000.0,,26453120.0,3164400.0,27034000.0,86957.0,137825.0,3406.0,,,130095.0,43441.0,,269131.0,7100.0,,14175.0,1633325.0,,46000.0,7863.0,,273925.0,,132681.0,123437.0,3712300.0,15.0,2359547.0,4000.0,338062.0,,27034304.0,217200.0,,,176000.0,1917000.0,305000.0,571010.0,600.0,429678.0,110571.0,26819.0,,260.0,2200950.0,304.0,111630.0,82800.0,,2277600.0,88720.0,,400.0,83257.0,,1233432.0,,,91094.0,1800.0,,67414.0,,464400.0,73575.0,30300.0,1575.0,,,,1865000.0,300.0,,57021.0,,904000.0,54126.0,-1.0
1975,61985008.0,,8612858.0,8555202.0,5812310.0,,5400.0,,104000.0,2344674.0,,1144.0,270.0,3500.0,950000.0,160000.0,2931508.0,1400.0,3000.0,1400.0,95000.0,,1250873.0,5270600.0,30100.0,24.0,18010304.0,1061.0,55118.0,70233.0,301.0,,1842100.0,9478739.0,9309000.0,118532.0,190323.0,13000.0,765100.0,,24.0,,925000.0,1176024.0,3875900.0,43710.0,585592.0,11000.0,,1500.0,,,52000.0,1692267.0,778237.0,1614800.0,5993000.0,,28124848.0,2661200.0,27633008.0,26756.0,133640.0,2734.0,,,106932.0,38601.0,,269567.0,7300.0,,15644.0,1407650.0,,56000.0,8000.0,,290823.0,,200500.0,126037.0,3544500.0,20.0,2257525.0,6000.0,301085.0,,27634276.0,218800.0,,,248267.0,1691100.0,316000.0,686190.0,600.0,455717.0,101806.0,31417.0,,300.0,2222780.0,1268.0,104490.0,89600.0,,2350000.0,89788.0,,400.0,62101.0,,1035432.0,,,71655.0,1800.0,,57656.0,,468523.0,76860.0,25200.0,1450.0,,,,1839000.0,310.0,,44575.0,,912000.0,85309.0,-1.0
1976,59500000.0,,9060001.0,8956259.0,6110599.0,,5400.0,,119704.0,2394100.0,,800.0,270.0,3500.0,1000000.0,190000.0,3539891.0,3150.0,5000.0,900.0,90000.0,,1325285.0,6794900.0,32800.0,25.0,20453808.0,1118.0,55872.0,76471.0,95.0,174.0,1832193.0,11251700.0,9282500.0,136946.0,211899.0,13000.0,536800.0,,25.0,,931000.0,1275988.0,4275000.0,36721.0,586000.0,10000.0,,1500.0,,,37000.0,1590259.0,894140.0,1723300.0,5759310.0,,28702736.0,2772100.0,28380000.0,28763.0,133925.0,3602.0,,750.0,130501.0,36663.0,,289328.0,7500.0,,20138.0,1499300.0,,49000.0,7345.0,,328574.0,,296600.0,150102.0,3544000.0,30.0,2393376.0,4975.0,395061.0,,28380502.0,219700.0,,,291536.0,1921600.0,324000.0,697570.0,600.0,508072.0,126516.0,33325.0,,440.0,2295100.0,502.0,108220.0,89100.0,,2350000.0,90990.0,,400.0,73746.0,,1231000.0,,,72788.0,1200.0,,103742.0,,537229.0,80815.0,24200.0,1382.0,,,,1959000.0,420.0,,50384.0,,918100.0,86669.0,-1.0
1977,62030000.0,,10051101.0,9954865.0,6390069.0,,5500.0,,120000.0,2269340.0,,1585.0,300.0,3500.0,953000.0,200000.0,3153333.0,3000.0,5000.0,1200.0,85000.0,,1311219.0,4153000.0,33600.0,27.0,20921504.0,1003.0,41676.0,40900.0,400.0,324.0,1833867.0,10115400.0,9365000.0,126452.0,193782.0,13000.0,548400.0,,27.0,,939000.0,1280803.0,4125000.0,26515.0,509304.0,10000.0,,1500.0,12.0,,45000.0,1527718.0,708863.0,1603700.0,5450710.0,,26986496.0,2715000.0,28037008.0,27425.0,115124.0,4313.0,,2506.0,126409.0,44800.0,,285158.0,7800.0,,20987.0,857600.0,,28500.0,7500.0,,348280.0,,201839.0,160047.0,2796438.0,42.0,2330285.0,6293.0,374014.0,,28037566.0,127400.0,,,265911.0,2029400.0,351000.0,628010.0,600.0,321428.0,116008.0,42217.0,,200.0,1907170.0,558.0,103880.0,86000.0,,2345000.0,89280.0,,400.0,71599.0,,1076230.0,,,79326.0,600.0,,96236.0,,262704.0,85165.0,28800.0,1411.0,,,,1828000.0,400.0,,48400.0,,910300.0,86979.0,-1.0
1978,62898000.0,,10339877.0,10248895.0,6360000.0,,5400.0,,119000.0,2284395.0,,1600.0,300.0,3500.0,946000.0,200000.0,2811189.0,3000.0,5000.0,895.0,85000.0,,1324270.0,4868600.0,29700.0,27.0,21455696.0,1063.0,42610.0,26878.0,400.0,260.0,1852302.0,10575100.0,9296000.0,134570.0,194479.0,17000.0,492800.0,,27.0,,993800.0,1270062.0,4166600.0,17091.0,579710.0,10000.0,,1500.0,165.0,,45000.0,1555375.0,759526.0,1715414.0,5442000.0,,22862960.0,2751947.0,29183008.0,16054.0,103610.0,5288.0,,2000.0,120650.0,52400.0,,286038.0,8000.0,,20508.0,1495650.0,,52000.0,5000.0,,367240.0,,266180.0,188938.0,3472000.0,48.0,2305177.0,6600.0,287375.0,,29184159.0,115600.0,,,247427.0,1753600.0,415000.0,579590.0,1000.0,219143.0,121891.0,45135.0,,200.0,1864300.0,1151.0,86940.0,112000.0,,2348000.0,88860.0,,400.0,59912.0,,1258417.0,,,75000.0,600.0,,90982.0,,359522.0,87655.0,31500.0,1499.0,,,,1895000.0,340.0,,49412.0,,934800.0,91354.0,-1.0
1979,57662000.0,,11239870.0,11152714.0,6687100.0,,4900.0,,117000.0,2105423.0,,2100.0,300.0,3500.0,1024000.0,197000.0,3830544.0,3000.0,4000.0,900.0,85000.0,,1135350.0,4911800.0,30750.0,58.0,22641200.0,1227.0,35307.0,30366.0,400.0,82.0,1549071.0,10523100.0,9380000.0,98957.0,197743.0,15000.0,511300.0,,58.0,,990500.0,1091551.0,4087000.0,13090.0,587231.0,10000.0,,1500.0,350.0,,45000.0,1445075.0,584226.0,1524400.0,5351698.0,,25274512.0,2551000.0,29320000.0,11371.0,96229.0,3951.0,,1786.0,140716.0,36120.0,,270188.0,8200.0,,16692.0,1077800.0,,54500.0,6000.0,,356180.0,,264000.0,264753.0,3452300.0,55.0,2339502.0,3000.0,243128.0,,29320977.0,99100.0,,,241126.0,1656400.0,423000.0,560470.0,900.0,319510.0,114284.0,36868.0,,400.0,1945510.0,977.0,85580.0,149000.0,,2162000.0,86040.0,,400.0,71949.0,,1370760.0,,,81000.0,302.0,,87156.0,,285600.0,98070.0,47000.0,1110.0,,,,1903000.0,400.0,,48846.0,,957563.0,82662.0,-1.0
1980,61450000.0,,11369003.0,11283051.0,6923700.0,,5100.0,,100000.0,2244404.0,,2400.0,300.0,3500.0,853000.0,196800.0,3122107.0,3000.0,3000.0,1000.0,85000.0,,1275598.0,5113400.0,37600.0,235.0,22171696.0,1248.0,28952.0,32100.0,400.0,200.0,1608623.0,11208400.0,8956000.0,133182.0,196499.0,12000.0,536190.0,,235.0,,1012000.0,1188671.0,4590000.0,27868.0,556995.0,10000.0,,1500.0,376.0,,15000.0,1449056.0,723804.0,1516000.0,5953700.0,,28783600.0,2698700.0,29190000.0,9632.0,82129.0,3081.0,,1914.0,142239.0,39773.0,,268753.0,8500.0,,15521.0,1373975.0,,64000.0,8414.0,,366860.0,,272000.0,433221.0,3408100.0,54.0,2374806.0,8000.0,287861.0,,29191137.0,124300.0,,,190716.0,1714700.0,408000.0,545740.0,900.0,227346.0,139271.0,38461.0,,400.0,2071250.0,1137.0,97630.0,191100.0,,2032000.0,90400.0,,600.0,67226.0,,1440909.0,,,73000.0,718.0,,85952.0,,354575.0,100370.0,49200.0,1090.0,,,,1627000.0,400.0,,53000.0,,967689.0,82114.0,-1.0
1981,59204000.0,,11966243.0,11885000.0,6983700.0,,5200.0,,99900.0,2111246.0,,3600.0,500.0,3500.0,783000.0,193000.0,1920142.0,3000.0,5500.0,1700.0,85000.0,,1150656.0,5972300.0,39000.0,186.0,22278800.0,1239.0,19932.0,37187.0,400.0,182.0,1417734.0,12426600.0,9288000.0,99150.0,173113.0,9500.0,552200.0,,186.0,,1064000.0,1083429.0,4742000.0,19692.0,587830.0,10000.0,,1500.0,375.0,,17000.0,1254974.0,859760.0,1386000.0,6268885.0,,32635008.0,2635400.0,28278000.0,8696.0,114106.0,1351.0,,1914.0,131635.0,31500.0,,274286.0,8500.0,,12639.0,1192500.0,,51000.0,11102.0,,391790.0,,215700.0,591216.0,3258713.0,56.0,2306455.0,4000.0,223511.0,,28279019.0,107600.0,,,183575.0,1647000.0,409700.0,432160.0,1100.0,295850.0,150192.0,36845.0,,720.0,1813170.0,1019.0,103890.0,224400.0,,2000000.0,86880.0,,700.0,73502.0,,1491000.0,,,76381.0,302.0,,81243.0,,343511.0,95955.0,79900.0,1052.0,,,,1812000.0,450.0,,49300.0,,1032351.0,105196.0,-1.0
