,Australia & New Zealand,USSR,Syrian Arab Republic,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Singapore,Serbia,Lebanon,Tajikistan,South Africa,Tunisia,Albania,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Venezuela (Bolivarian Republic of),Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Slovakia,France,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Micronesia,United Arab Emirates,Hungary,Republic of Moldova,Martinique,Dominican Republic,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Lithuania,Cameroon,Netherlands,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,United States of America,Romania,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Libya,Timor-Leste,Philippines,Belgium,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Germany,Sweden,Estonia,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Denmark,Switzerland,Mongolia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Yemen,Oman,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Suriname,American Samoa,Brunei Darussalam,Latvia,Ukraine,Kuwait,Montserrat,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1981,131056.0,84688.0,116466.0,66842.0,,120907.0,97765.0,74307.0,,75160.0,,,,,217391.0,,203125.0,,166667.0,171111.0,,,275000.0,114286.0,,100000.0,,201970.0,150769.0,1250000.0,61923.0,,103993.0,,,41143.0,147510.0,145714.0,53793.0,510497.0,128425.0,156292.0,,,225000.0,562368.0,144901.0,,368800.0,211521.0,50000.0,252586.0,,,233865.0,115413.0,,316667.0,300000.0,,298193.0,95804.0,137931.0,,,382297.0,120000.0,116222.0,93478.0,242897.0,142745.0,,,1952632.0,,59172.0,254589.0,,131568.0,90000.0,,95684.0,867966.0,109087.0,83232.0,60000.0,,46061.0,,,,,49338.0,236607.0,86571.0,315825.0,577329.0,,,120455.0,225000.0,,,,83333.0,124572.0,265625.0,,,,49731.0,150853.0,234101.0,422047.0,,596226.0,771084.0,,209899.0,,2168675.0,,129706.0,155820.0,,,33794.0,,285000.0,63855.0,,100000.0,,,,,144151.0,11379.0,214118.0,83943.0,,,116222.0,,316470.0,
1982,124492.0,87464.0,115324.0,66250.0,,113963.0,90600.0,118775.0,,70212.0,,,,,222222.0,,202857.0,,158873.0,145783.0,,,278750.0,105000.0,,100000.0,,205559.0,150000.0,1236667.0,62000.0,,96497.0,,,37000.0,109075.0,146667.0,82222.0,598718.0,104372.0,159155.0,,,225600.0,620223.0,186886.0,,400000.0,222839.0,50000.0,260000.0,,110500.0,203602.0,151588.0,,264000.0,311111.0,,238870.0,101361.0,176438.0,,,395390.0,117073.0,115778.0,62366.0,240698.0,163200.0,,,2083333.0,,55315.0,276014.0,,128814.0,110909.0,,97000.0,1001818.0,109292.0,85415.0,74074.0,,46154.0,,,,,47769.0,236332.0,19032.0,347968.0,705177.0,,,117497.0,319077.0,,,,85714.0,159190.0,268041.0,,,,51762.0,147956.0,139189.0,430120.0,,659727.0,752000.0,,91106.0,,2330544.0,,142437.0,157321.0,,,33817.0,,275000.0,67826.0,100000.0,95125.0,,,,,134000.0,10000.0,215000.0,87020.0,110500.0,,115778.0,,338664.0,
1983,134456.0,83622.0,132689.0,94902.0,,123711.0,98200.0,107041.0,,76356.0,,,,,222222.0,,200000.0,,156140.0,160000.0,,,250000.0,117500.0,,100000.0,,237729.0,148387.0,1223333.0,62143.0,,102464.0,,,41000.0,128408.0,141176.0,87500.0,601333.0,107132.0,156667.0,,,224000.0,565624.0,156870.0,,409583.0,228607.0,50000.0,257143.0,,157059.0,123545.0,126794.0,,245000.0,333333.0,,174336.0,94128.0,172637.0,,,374508.0,119048.0,111778.0,59322.0,248276.0,155380.0,,,2347059.0,,57750.0,217719.0,,128302.0,114545.0,,107750.0,1049082.0,79760.0,82140.0,92308.0,,46154.0,,,,,47004.0,238068.0,117600.0,359865.0,851351.0,,,119388.0,412934.0,,,,88889.0,175548.0,270408.0,,,1873333.0,81104.0,147835.0,327647.0,429508.0,,720783.0,712963.0,,127176.0,,2589744.0,,131696.0,152572.0,,,33223.0,,265000.0,67826.0,102500.0,80400.0,,,,,109091.0,10000.0,193692.0,106093.0,157059.0,,111778.0,,353435.0,
1984,133075.0,91429.0,118643.0,97647.0,,120484.0,105800.0,115761.0,,71832.0,,,,,222222.0,,233333.0,,162780.0,160494.0,,,230000.0,125000.0,,100000.0,,246764.0,150000.0,1526667.0,62759.0,,107943.0,,,33022.0,83142.0,168750.0,80000.0,530137.0,105297.0,167262.0,,,225225.0,515063.0,108792.0,,539500.0,242779.0,50000.0,272727.0,,157647.0,154332.0,98607.0,,250000.0,337000.0,,165232.0,94061.0,166746.0,,,334626.0,125000.0,111600.0,48667.0,234188.0,163808.0,,,2247059.0,,40930.0,245274.0,,133803.0,111304.0,,95227.0,1378625.0,81040.0,98976.0,100000.0,,48333.0,,,,,45627.0,242221.0,81579.0,290307.0,631671.0,,,125272.0,344397.0,,,,83333.0,167165.0,268000.0,,,1916667.0,67440.0,148116.0,256938.0,447699.0,,836400.0,782569.0,,185239.0,,3003956.0,,138053.0,302169.0,,,73095.0,,240000.0,59729.0,105000.0,93614.0,,,,,407419.0,10600.0,207400.0,114159.0,157647.0,,111600.0,,356583.0,
1985,137813.0,90062.0,117143.0,97083.0,,124320.0,103000.0,126528.0,,78564.0,,,,,222222.0,,200000.0,,164380.0,172527.0,,,183636.0,137500.0,,100000.0,,240412.0,150000.0,1973333.0,63103.0,,153303.0,,,40198.0,49632.0,180139.0,85938.0,578313.0,109534.0,174603.0,,,225352.0,575522.0,55782.0,,625294.0,232222.0,50000.0,275000.0,,166500.0,203138.0,44799.0,,230303.0,333333.0,,213660.0,74158.0,157887.0,,,323316.0,127907.0,115636.0,48387.0,391791.0,136338.0,,,2288235.0,,43981.0,253882.0,,135138.0,119565.0,,101478.0,1136914.0,82960.0,90468.0,155556.0,,50270.0,,,,,43428.0,234333.0,88475.0,354505.0,644534.0,,,128241.0,490286.0,,,,85714.0,246429.0,245455.0,,,1897143.0,123133.0,159721.0,258333.0,441453.0,,895684.0,874894.0,,222868.0,,3096043.0,,145985.0,306684.0,,,72955.0,,252000.0,68521.0,85000.0,95811.0,,,,,694035.0,11000.0,302200.0,118396.0,166500.0,,115636.0,,326849.0,
1986,136839.0,87647.0,112143.0,97031.0,,122232.0,115143.0,126260.0,,75472.0,,,,,222222.0,,193182.0,,166667.0,186364.0,,,175000.0,136471.0,,100000.0,,245891.0,147581.0,1670000.0,63265.0,,129872.0,,,41857.0,100509.0,187500.0,80000.0,658710.0,113722.0,178836.0,,,223333.0,584799.0,138036.0,,551500.0,212798.0,50000.0,272059.0,,179091.0,157143.0,110894.0,,233333.0,341333.0,,191175.0,79258.0,143343.0,,,331926.0,130233.0,119348.0,48750.0,373134.0,135509.0,,,1990909.0,,43599.0,288116.0,,129738.0,112632.0,,110094.0,955534.0,82960.0,90896.0,200000.0,,46667.0,,,,,44099.0,238057.0,89189.0,353165.0,655408.0,,,130529.0,471696.0,,,,100000.0,294649.0,245455.0,,,1790000.0,133206.0,158443.0,277193.0,456140.0,,975500.0,843673.0,,224268.0,,3336652.0,,131466.0,309099.0,,,72927.0,,320000.0,65000.0,98000.0,96176.0,,,,,1207650.0,11000.0,272000.0,99543.0,179091.0,,119348.0,,288238.0,
1987,134989.0,83429.0,125392.0,149268.0,,122248.0,98909.0,117878.0,,75472.0,,,,,200000.0,,195652.0,,169647.0,190625.0,,,171818.0,135556.0,,100000.0,,216557.0,166000.0,1666667.0,63176.0,,131074.0,,200000.0,42357.0,113102.0,200000.0,75000.0,484000.0,114252.0,155896.0,,,223239.0,656200.0,123630.0,,374000.0,293803.0,50000.0,273504.0,,170000.0,148607.0,103823.0,,244375.0,335333.0,,195592.0,80258.0,143008.0,,100000.0,445171.0,132414.0,113611.0,44444.0,427046.0,163761.0,,,1975000.0,,45419.0,298309.0,,129938.0,118889.0,,85000.0,919327.0,75200.0,83409.0,236364.0,,46667.0,,,,,42740.0,233600.0,89138.0,337675.0,397373.0,,,132712.0,290279.0,,,,120000.0,357237.0,229508.0,,,2000000.0,134050.0,159616.0,221533.0,460090.0,,1000000.0,738529.0,,270358.0,,3744076.0,,151878.0,278706.0,,,72951.0,,360000.0,66087.0,102000.0,101852.0,,,,,1350000.0,10000.0,310857.0,79113.0,170000.0,,113611.0,,322639.0,
1988,152823.0,84000.0,118954.0,150714.0,,143135.0,44500.0,115673.0,,76493.0,,,,,200000.0,,208333.0,,149853.0,185470.0,,,171250.0,131250.0,,100000.0,,239695.0,175087.0,1666667.0,63333.0,,117813.0,,220000.0,34111.0,150776.0,200000.0,84737.0,524375.0,114586.0,166040.0,,,226667.0,667200.0,137518.0,,593810.0,305594.0,50000.0,275510.0,,173750.0,225909.0,106801.0,,240000.0,333333.0,,160560.0,68763.0,123106.0,,100000.0,432081.0,134091.0,110444.0,44444.0,410448.0,158796.0,,,2950000.0,,39560.0,310199.0,,122890.0,135556.0,,114313.0,1090194.0,65385.0,87555.0,266667.0,,44615.0,,,,,42520.0,241649.0,90156.0,334388.0,294447.0,,,134300.0,503415.0,,,,116667.0,525916.0,224000.0,,,1833333.0,144139.0,155958.0,363100.0,451528.0,,1000000.0,870370.0,,227321.0,,3807018.0,,166316.0,283511.0,,,70526.0,,288462.0,62742.0,104000.0,170000.0,,,,,1268754.0,10000.0,295000.0,101573.0,173750.0,,110444.0,,334401.0,
1989,128649.0,76292.0,124122.0,149556.0,,116789.0,36300.0,110184.0,,76493.0,162500.0,,,,200000.0,,230000.0,,155253.0,192308.0,,,185556.0,128000.0,,100000.0,,281332.0,175000.0,1430000.0,64052.0,,113759.0,,250000.0,31297.0,112415.0,200000.0,85714.0,756250.0,112423.0,168409.0,,,228125.0,650000.0,84767.0,,699474.0,310139.0,50000.0,272727.0,,180000.0,358023.0,69561.0,,233333.0,333333.0,,171907.0,64566.0,139488.0,,100000.0,387333.0,137753.0,106667.0,43053.0,429091.0,128071.0,,,3645833.0,,31744.0,261484.0,,116020.0,96316.0,,88278.0,1122784.0,75920.0,92399.0,292308.0,,42857.0,,,,,41212.0,242182.0,166271.0,340835.0,308846.0,,,137857.0,524092.0,,,,145333.0,503672.0,224806.0,,,2000000.0,153671.0,150131.0,402664.0,466507.0,,1000000.0,934494.0,,223175.0,,3660879.0,,167484.0,264436.0,,,71833.0,,300000.0,64516.0,110000.0,177436.0,,,,,1225265.0,10000.0,346316.0,110947.0,180000.0,,106667.0,,279670.0,
1990,147003.0,89474.0,115467.0,96889.0,,130130.0,37121.0,113514.0,,76296.0,72500.0,,,,200000.0,,269231.0,,143943.0,145773.0,281818.0,,160000.0,133415.0,,100000.0,,397415.0,171875.0,977500.0,64151.0,,114943.0,,200000.0,48840.0,125762.0,222222.0,90909.0,684286.0,110949.0,186975.0,,,270864.0,562784.0,109111.0,,703684.0,310934.0,49577.0,266667.0,,265000.0,437925.0,114400.0,,182609.0,77387.0,,191912.0,63211.0,160648.0,,112500.0,363444.0,149778.0,104651.0,42051.0,456140.0,108362.0,,11111.0,4481000.0,,32143.0,327370.0,,126836.0,87083.0,,119125.0,1331205.0,75423.0,86246.0,314286.0,5000.0,43153.0,,,,,41934.0,250579.0,163750.0,389615.0,445621.0,,,149781.0,612722.0,,,200000.0,149684.0,510724.0,235946.0,214324.0,133333.0,1800000.0,122451.0,149825.0,424235.0,460941.0,,1020408.0,963776.0,,274646.0,,3889667.0,,153470.0,205322.0,236364.0,,63636.0,,333333.0,61887.0,108000.0,174722.0,,100000.0,,,1348937.0,10000.0,294118.0,110385.0,265000.0,40000.0,104651.0,,319234.0,
1991,138843.0,84661.0,116443.0,88250.0,,121995.0,38061.0,118411.0,,77020.0,60000.0,,95470.0,,200000.0,,292138.0,,141467.0,219595.0,272000.0,,160000.0,124234.0,,100000.0,,286128.0,174545.0,1065000.0,64888.0,,111408.0,,150000.0,48072.0,136479.0,240476.0,92000.0,742311.0,110301.0,161036.0,,,200000.0,727692.0,144739.0,,702381.0,317426.0,37630.0,266667.0,,260000.0,484630.0,156896.0,,236111.0,95238.0,,181289.0,79577.0,129513.0,,53638.0,415412.0,161880.0,108400.0,41949.0,460000.0,136944.0,,11111.0,4325455.0,,32143.0,348011.0,,133934.0,70147.0,,119280.0,1238438.0,69513.0,97998.0,276923.0,,46814.0,,,,,42702.0,238483.0,150390.0,395527.0,425152.0,,,161760.0,570405.0,,,200000.0,151050.0,547140.0,226823.0,215135.0,133333.0,1747005.0,137709.0,145761.0,429332.0,453622.0,,1147062.0,932190.0,,263856.0,,3899209.0,,144394.0,207612.0,246154.0,,77538.0,,303571.0,63894.0,100000.0,190860.0,,100000.0,,,1000000.0,9949.0,346267.0,83277.0,260000.0,40702.0,108400.0,,273626.0,
1992,156110.0,,121222.0,95333.0,,142852.0,38676.0,123318.0,,76471.0,183158.0,,87500.0,,200000.0,,281545.0,67857.0,144792.0,208339.0,268571.0,,158000.0,134615.0,134784.0,100000.0,,318629.0,165770.0,1000000.0,66061.0,,134368.0,,150000.0,48768.0,122092.0,269231.0,89286.0,677000.0,111065.0,170371.0,,219327.0,216693.0,739048.0,132237.0,,731500.0,343491.0,37788.0,267420.0,,261589.0,560000.0,128299.0,64706.0,200000.0,95745.0,48000.0,145373.0,,165864.0,68715.0,56744.0,448063.0,176744.0,105888.0,41500.0,431034.0,156051.0,100000.0,11111.0,4606364.0,,73795.0,306401.0,,151256.0,107828.0,27273.0,109750.0,1286444.0,68863.0,87209.0,266667.0,7143.0,47417.0,,,,,42809.0,251538.0,149556.0,431624.0,444463.0,176220.0,159032.0,176554.0,580955.0,,148276.0,200000.0,161650.0,581871.0,227310.0,194667.0,120785.0,1923077.0,131781.0,152160.0,350108.0,473105.0,62308.0,1012500.0,945055.0,71429.0,249707.0,66667.0,4197236.0,100000.0,141149.0,221463.0,225000.0,,79737.0,66000.0,277778.0,62811.0,95000.0,282560.0,,100000.0,59265.0,63339.0,1348143.0,10000.0,390545.0,83462.0,261589.0,40804.0,105888.0,57362.0,301676.0,
1993,145072.0,,113586.0,96765.0,346032.0,131863.0,40000.0,120160.0,,76364.0,191579.0,,102986.0,,200000.0,,284404.0,77273.0,141364.0,206667.0,281081.0,,171250.0,113208.0,142207.0,100000.0,,330715.0,165711.0,1457500.0,66467.0,,151804.0,80806.0,150000.0,78072.0,115395.0,275049.0,87366.0,611250.0,92772.0,164667.0,346032.0,179330.0,235000.0,870952.0,,122121.0,758991.0,398613.0,37945.0,272727.0,,261572.0,710314.0,110493.0,65882.0,230769.0,94340.0,59333.0,191528.0,,156734.0,67450.0,59851.0,473952.0,170370.0,105713.0,41967.0,434483.0,168847.0,100000.0,10909.0,5150000.0,100000.0,59223.0,322308.0,,142949.0,146597.0,50000.0,109130.0,1195000.0,68223.0,85366.0,236364.0,3939.0,48069.0,,,118806.0,,42829.0,266169.0,150847.0,399058.0,461667.0,261350.0,165000.0,170328.0,788732.0,,120000.0,200000.0,174545.0,454570.0,227314.0,231803.0,100000.0,1533333.0,133481.0,163033.0,390521.0,454076.0,87692.0,1103143.0,961798.0,80000.0,275534.0,150000.0,4244336.0,110000.0,144278.0,220038.0,222222.0,,79412.0,63077.0,233333.0,65150.0,91111.0,283333.0,,100000.0,69231.0,115636.0,1351436.0,10031.0,377088.0,88936.0,261572.0,40385.0,105713.0,62449.0,229077.0,
1994,148837.0,,107275.0,97358.0,64098.0,140000.0,41667.0,121584.0,220938.0,89583.0,180000.0,,186604.0,,183148.0,,323636.0,66154.0,127558.0,211111.0,271429.0,,180104.0,118182.0,161931.0,100000.0,,347133.0,170498.0,1212000.0,66864.0,,158061.0,79643.0,150000.0,93254.0,107406.0,285000.0,85872.0,605475.0,118501.0,170588.0,64098.0,187335.0,239521.0,878571.0,,115899.0,768359.0,348377.0,38103.0,266667.0,,261558.0,666313.0,101897.0,64286.0,223046.0,94828.0,39286.0,191435.0,,171843.0,64286.0,62957.0,484154.0,169355.0,105579.0,42281.0,492000.0,83375.0,40000.0,10938.0,5367000.0,91667.0,35907.0,363417.0,,142200.0,133333.0,100000.0,130567.0,1442785.0,67600.0,85000.0,200000.0,15789.0,49579.0,,,109261.0,90909.0,43366.0,267135.0,149695.0,433566.0,595128.0,300000.0,160000.0,169275.0,824000.0,,100000.0,200000.0,200962.0,456615.0,234292.0,231818.0,97615.0,1587061.0,133122.0,151125.0,405340.0,480833.0,82667.0,1150306.0,900000.0,70000.0,275289.0,100000.0,4302326.0,100000.0,133493.0,205243.0,237500.0,,33670.0,63462.0,273377.0,67636.0,98333.0,279188.0,,100000.0,62500.0,95556.0,530693.0,10000.0,377102.0,91260.0,261558.0,40678.0,105579.0,74298.0,205645.0,
1995,142868.0,,125575.0,97593.0,142857.0,138667.0,38730.0,130000.0,211744.0,88000.0,72500.0,142857.0,72000.0,,145554.0,,313055.0,66154.0,137232.0,190000.0,273333.0,,215000.0,120000.0,225377.0,100000.0,,348405.0,178571.0,1212000.0,67059.0,,160319.0,79830.0,166667.0,110934.0,123061.0,284091.0,76923.0,634929.0,148018.0,173684.0,142857.0,189091.0,243665.0,825909.0,,104256.0,885152.0,394651.0,38261.0,250000.0,,261548.0,613153.0,100200.0,66820.0,221653.0,95238.0,32083.0,220378.0,,186643.0,59375.0,66063.0,515579.0,174621.0,105833.0,42857.0,466667.0,86813.0,64103.0,11111.0,6350000.0,100000.0,26315.0,421627.0,,141633.0,206667.0,37500.0,121621.0,1375060.0,66998.0,86499.0,137500.0,16875.0,50200.0,,,100503.0,90909.0,43505.0,256109.0,150233.0,448969.0,664167.0,268647.0,158763.0,174554.0,586006.0,,116667.0,200000.0,375241.0,648098.0,229236.0,227273.0,90406.0,1666667.0,142997.0,159798.0,456311.0,486118.0,75949.0,1216667.0,882353.0,75000.0,275944.0,78077.0,4485000.0,125000.0,148548.0,204655.0,250000.0,,72857.0,81818.0,275807.0,67324.0,94286.0,266667.0,,100000.0,56000.0,85664.0,421327.0,10103.0,398824.0,90000.0,261548.0,40000.0,105833.0,66667.0,192490.0,
1996,149394.0,,121502.0,101923.0,159577.0,149394.0,39500.0,122727.0,207437.0,87500.0,80000.0,146974.0,96667.0,,120540.0,,364598.0,58333.0,138153.0,195648.0,271429.0,,210228.0,119223.0,227651.0,100000.0,,374526.0,157143.0,861429.0,66860.0,,163446.0,80583.0,173529.0,109609.0,114000.0,282609.0,82908.0,816875.0,141047.0,180000.0,159577.0,201847.0,250000.0,759500.0,,117869.0,956879.0,500220.0,38418.0,,,261540.0,563238.0,298983.0,160000.0,222935.0,95588.0,40600.0,191206.0,,154348.0,68000.0,69170.0,572059.0,177333.0,101538.0,43182.0,448276.0,105239.0,67222.0,10976.0,6313750.0,100000.0,50588.0,541229.0,,146258.0,137500.0,40000.0,123286.0,1163895.0,66422.0,90000.0,120000.0,16667.0,51553.0,,,118874.0,93750.0,41975.0,269211.0,149771.0,326607.0,726808.0,278810.0,153261.0,177343.0,647838.0,,137143.0,200000.0,318022.0,977391.0,229026.0,232877.0,83280.0,1518120.0,131238.0,179123.0,547668.0,484059.0,84848.0,1277778.0,875000.0,58333.0,267568.0,121071.0,4280000.0,116333.0,139091.0,192879.0,254545.0,,85294.0,98039.0,241379.0,67701.0,100000.0,268750.0,,100000.0,54545.0,93965.0,526967.0,10130.0,369091.0,88534.0,261540.0,42759.0,101538.0,68116.0,153658.0,320094.0
1997,158443.0,,125833.0,100943.0,162656.0,158443.0,44040.0,116667.0,211538.0,90668.0,79091.0,151434.0,125000.0,80000.0,,,791662.0,51667.0,139101.0,183333.0,286667.0,,214286.0,118783.0,239170.0,100000.0,,399623.0,150000.0,2346667.0,67052.0,,154167.0,82526.0,178947.0,92640.0,119643.0,285714.0,81802.0,1006667.0,134775.0,180909.0,162656.0,180000.0,250000.0,855000.0,,110855.0,1087047.0,502532.0,38576.0,,,261533.0,346740.0,181566.0,70667.0,228571.0,94595.0,52500.0,230292.0,,154879.0,83333.0,72276.0,671233.0,167059.0,107667.0,42332.0,750000.0,113177.0,97222.0,11111.0,6928571.0,92857.0,44259.0,697776.0,,167071.0,183333.0,60627.0,111833.0,1354675.0,65876.0,87179.0,166667.0,16935.0,51622.0,,,125267.0,90909.0,44444.0,257713.0,149907.0,351067.0,925714.0,347879.0,162169.0,167150.0,682390.0,,109375.0,200000.0,266364.0,513234.0,228816.0,228311.0,76075.0,1449928.0,133404.0,189678.0,578475.0,498500.0,107688.0,1310757.0,871795.0,100000.0,226203.0,116667.0,4100000.0,125733.0,169750.0,189067.0,222222.0,,140000.0,111321.0,280094.0,67690.0,100000.0,314286.0,,100000.0,42000.0,96814.0,436464.0,10152.0,349333.0,86959.0,261533.0,50550.0,107667.0,71440.0,159944.0,378012.0
1998,140694.0,,124216.0,100000.0,161154.0,140694.0,47029.0,127490.0,217353.0,91229.0,58182.0,155902.0,2222.0,79886.0,66667.0,,446250.0,44615.0,136364.0,215385.0,282353.0,,200000.0,119811.0,221759.0,100000.0,,462019.0,142171.0,2596667.0,66857.0,288000.0,156788.0,81507.0,198000.0,92328.0,137931.0,286408.0,80619.0,1335000.0,133928.0,173077.0,161154.0,200000.0,250000.0,878947.0,,114851.0,1161134.0,517250.0,38733.0,,,261525.0,372283.0,244135.0,62395.0,200000.0,93750.0,67547.0,254936.0,,174459.0,79660.0,75382.0,626367.0,157895.0,102727.0,41733.0,842105.0,109941.0,81364.0,11000.0,6357143.0,100000.0,60801.0,648472.0,,161935.0,193333.0,60000.0,128700.0,1252824.0,65317.0,86000.0,187500.0,13798.0,52001.0,,,113596.0,90909.0,40000.0,222667.0,149935.0,371952.0,952941.0,309061.0,165488.0,158042.0,666554.0,,133333.0,200000.0,311929.0,555610.0,228612.0,227273.0,68095.0,1387195.0,151563.0,192821.0,656136.0,466438.0,90313.0,1352941.0,928571.0,150000.0,243332.0,75000.0,4200000.0,118553.0,136154.0,171162.0,230000.0,,215385.0,138889.0,283927.0,67942.0,100000.0,281818.0,66341.0,100000.0,51667.0,94223.0,459268.0,10171.0,333625.0,85033.0,261525.0,44298.0,87188.0,123183.0,168564.0,354056.0
1999,194783.0,,137820.0,100182.0,159574.0,194783.0,51600.0,128249.0,191235.0,77206.0,93636.0,160377.0,124203.0,79365.0,66667.0,,426071.0,40000.0,140253.0,208767.0,284615.0,,208333.0,117822.0,268173.0,100000.0,,422425.0,133333.0,2790000.0,66292.0,280769.0,163075.0,79259.0,204000.0,89763.0,142593.0,284483.0,79388.0,1233571.0,132724.0,192547.0,159574.0,217507.0,247619.0,826316.0,,107097.0,1177742.0,544457.0,38891.0,,,261515.0,448966.0,230809.0,94265.0,222222.0,94118.0,91800.0,257211.0,,170929.0,82653.0,78489.0,588571.0,157143.0,104111.0,41019.0,973684.0,115598.0,88750.0,11554.0,6408451.0,107143.0,84951.0,796369.0,,166157.0,290000.0,83333.0,124700.0,1152211.0,62264.0,72423.0,312000.0,14098.0,51622.0,,,110868.0,92593.0,42222.0,237000.0,150595.0,443301.0,1031408.0,336813.0,169775.0,157325.0,838688.0,,138250.0,214286.0,349262.0,727618.0,230000.0,231818.0,67425.0,1324310.0,186060.0,210397.0,585405.0,478688.0,168396.0,1420008.0,1076923.0,150000.0,494240.0,84000.0,4200000.0,117890.0,170451.0,176033.0,200000.0,,219697.0,141667.0,287706.0,68388.0,93750.0,280000.0,54545.0,100000.0,107143.0,92082.0,381427.0,10189.0,356182.0,83163.0,261515.0,43419.0,85310.0,178571.0,164873.0,370098.0
2000,149848.0,,134604.0,72500.0,137500.0,149848.0,52528.0,63337.0,150786.0,120881.0,68125.0,164863.0,99524.0,79800.0,47608.0,,407862.0,33333.0,140650.0,208622.0,272727.0,200000.0,200000.0,116364.0,197500.0,100000.0,,399568.0,128710.0,2770000.0,66111.0,279617.0,151212.0,79365.0,164384.0,96730.0,131852.0,285156.0,78058.0,,131545.0,192392.0,137500.0,223536.0,250000.0,820000.0,,124167.0,1236241.0,623917.0,39049.0,,,261503.0,461566.0,313821.0,56857.0,221271.0,94444.0,124500.0,262810.0,,172051.0,107684.0,81595.0,598592.0,200000.0,104546.0,40200.0,600000.0,123645.0,71667.0,11557.0,6212121.0,100000.0,104114.0,744991.0,,174305.0,180000.0,120000.0,129741.0,1209900.0,64802.0,79188.0,314286.0,16667.0,52029.0,3007215.0,,105411.0,92857.0,44924.0,287851.0,493125.0,500927.0,981732.0,386552.0,178571.0,199997.0,768868.0,,120000.0,214286.0,290667.0,1007489.0,227273.0,226244.0,61790.0,1066667.0,170994.0,198937.0,650785.0,504276.0,143636.0,1438737.0,1046250.0,173333.0,499258.0,83667.0,4483146.0,96988.0,169811.0,94520.0,250000.0,,220588.0,208392.0,291567.0,70000.0,93750.0,283019.0,49231.0,100000.0,38800.0,95484.0,493594.0,10210.0,370000.0,78499.0,261503.0,41962.0,82165.0,220000.0,138270.0,412098.0
2001,88509.0,,163389.0,72500.0,147210.0,88509.0,69589.0,60345.0,105647.0,117700.0,150769.0,169360.0,85079.0,79906.0,38396.0,,392109.0,56667.0,141008.0,209286.0,278261.0,188101.0,199961.0,116071.0,162564.0,100000.0,,395928.0,103636.0,3496667.0,65949.0,271429.0,163520.0,80000.0,164474.0,89447.0,128302.0,294915.0,76683.0,,137861.0,200145.0,147210.0,229828.0,250000.0,815000.0,,115806.0,1373082.0,647895.0,39206.0,,,261487.0,685171.0,346681.0,50784.0,220208.0,94737.0,170000.0,249774.0,,164400.0,114286.0,84701.0,611111.0,217391.0,104442.0,39285.0,636364.0,138032.0,66667.0,11701.0,6439394.0,100000.0,109002.0,755786.0,,161562.0,162651.0,133333.0,130750.0,1247000.0,64768.0,72563.0,150000.0,20909.0,55184.0,3246753.0,,116177.0,91667.0,43210.0,296351.0,273962.0,617647.0,936508.0,308575.0,184706.0,217354.0,812727.0,,195500.0,214286.0,557055.0,812560.0,226087.0,295000.0,52071.0,1232818.0,183876.0,205691.0,639037.0,496959.0,150000.0,1531803.0,1040118.0,173333.0,574327.0,115942.0,4307229.0,91429.0,157518.0,166899.0,263636.0,,221429.0,213750.0,295252.0,67946.0,93750.0,281818.0,43750.0,100000.0,47000.0,68628.0,598148.0,10235.0,369565.0,79354.0,261487.0,40069.0,76042.0,197742.0,156260.0,422435.0
