,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Uganda,Bangladesh,Malawi,Melanesia,Yemen,Rwanda,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Mauritius,American Samoa,Senegal,Madagascar,Tajikistan,Ukraine,Algeria,Bhutan,Guinea,Israel,Zambia,Fiji,Belgium,Chad,United Arab Emirates,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Colombia,Libya,Sweden,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Saint Vincent and the Grenadines,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Mali,Haiti,Paraguay,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,El Salvador,Benin,Canada,Japan,Pakistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Guyana,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Turkey,Czechia,Argentina,Cambodia,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Viet Nam,Tunisia,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Jamaica,Solomon Islands,Trinidad and Tobago,Italy,Singapore,Polynesia,Sierra Leone,Samoa,Australia,Panama,Ghana,Oman,Angola,Nigeria,Swaziland,Republic of Moldova,Belgium-Luxembourg
1989,4000.0,7740.0,-1,-1.0,37123.0,2000.0,63258.0,14200.0,287001.0,8088.0,22841.0,7300.0,-1.0,183794.0,-1.0,84000.0,57161.0,3690.0,45777.0,89740.0,183.0,2752.0,2400.0,2083.0,5062.0,49506.0,2700.0,4500.0,775.0,-1.0,-1.0,4750.0,-1.0,-1.0,2800.0,95.0,2000.0,380.0,5031.0,91.0,-1.0,140.0,91.0,670.0,9300.0,866.0,-1.0,558.0,-1.0,100.0,1805740.0,-1.0,20530.0,465.0,-1.0,1954.0,-1.0,-1.0,3460.0,12127.0,-1.0,-1.0,25000.0,30.0,11446.0,4000.0,4000.0,29430.0,1798000.0,-1.0,550.0,565.0,2200.0,1060.0,2500.0,40000.0,-1.0,1407.0,-1.0,12507.0,6849.0,-1.0,27011.0,544.0,512.0,30600.0,30550.0,43216.0,3175.0,-1.0,9081.0,125.0,25700.0,481.0,100.0,72712.0,274460.0,14594.0,5400.0,56716.0,300.0,3521.0,47142.0,284768.0,-1.0,51896.0,11500.0,-1.0,850.0,-1.0,377000.0,-1.0,256.0,1400.0,5483.0,5500.0,400.0,30985.0,29560.0,113000.0,34400.0,920.0,7317.0,3065.0,40.0,28000.0,5350.0,10000.0,1120.0,27000.0,-1.0,1175.0,92.0,36.0,95165.0,6.0,40.0,600.0,40.0,4581.0,1130.0,4000.0,264.0,4500.0,21220.0,38.0,-1.0,439.0
1990,4227.0,7600.0,-1,-1.0,30400.0,1969.0,63200.0,12800.0,274098.0,11665.0,20574.0,7610.0,-1.0,235866.0,-1.0,78796.0,60103.0,4280.0,45070.0,100110.0,324.0,3706.0,2500.0,2262.0,5513.0,45559.0,2853.0,9908.0,631.0,-1.0,0.0,3650.0,-1.0,-1.0,2900.0,100.0,1969.0,208.0,5071.0,220.0,-1.0,122.0,82.0,670.0,8920.0,845.0,-1.0,625.0,-1.0,65.0,1600200.0,-1.0,19910.0,480.0,0.0,1515.0,-1.0,-1.0,4480.0,8672.0,-1.0,-1.0,25000.0,35.0,10785.0,3937.0,4500.0,27527.0,1592600.0,-1.0,541.0,540.0,4300.0,1060.0,2375.0,35593.0,-1.0,210.0,-1.0,10168.0,5502.0,-1.0,14830.0,562.0,432.0,29342.0,30000.0,40911.0,5125.0,-1.0,9009.0,101.0,21093.0,450.0,100.0,52897.0,296760.0,16922.0,5590.0,63095.0,317.0,3276.0,53171.0,320236.0,-1.0,43931.0,15600.0,0.0,938.0,-1.0,413100.0,0.0,235.0,1378.0,5835.0,5600.0,300.0,31329.0,21722.0,107000.0,16800.0,1040.0,7200.0,3422.0,9.0,26478.0,5395.0,12000.0,840.0,24000.0,-1.0,1175.0,104.0,48.0,87707.0,6.0,45.0,600.0,45.0,5063.0,1083.0,4000.0,409.0,3926.0,22000.0,76.0,-1.0,444.0
1991,5306.0,7546.0,-1,-1.0,34200.0,1647.0,67936.0,14400.0,287266.0,10213.0,31475.0,7290.0,-1.0,214838.0,-1.0,81693.0,71647.0,7000.0,38019.0,117200.0,278.0,3805.0,2600.0,2465.0,5399.0,45102.0,2768.0,6344.0,622.0,-1.0,0.0,2769.0,-1.0,-1.0,2710.0,105.0,4015.0,83.0,3096.0,178.0,-1.0,159.0,78.0,630.0,7993.0,893.0,-1.0,630.0,-1.0,52.0,1812216.0,-1.0,22633.0,490.0,0.0,1500.0,-1.0,-1.0,4710.0,12159.0,-1.0,-1.0,22000.0,50.0,11595.0,5110.0,5500.0,27710.0,1804670.0,-1.0,595.0,500.0,4359.0,1065.0,2227.0,44295.0,-1.0,2488.0,-1.0,10678.0,2900.0,-1.0,18450.0,560.0,465.0,30374.0,28924.0,43914.0,1100.0,-1.0,8998.0,63.0,23745.0,497.0,101.0,53413.0,309060.0,18189.0,5590.0,62220.0,72.0,3142.0,48172.0,281701.0,-1.0,57732.0,17400.0,0.0,819.0,-1.0,410800.0,0.0,216.0,308.0,6000.0,5600.0,329.0,30671.0,16851.0,105000.0,9900.0,1400.0,7365.0,1699.0,9.0,37700.0,5531.0,15000.0,630.0,11000.0,-1.0,1175.0,100.0,48.0,84580.0,7.0,43.0,600.0,43.0,4902.0,1360.0,3500.0,320.0,4555.0,18960.0,100.0,-1.0,453.0
1992,5257.0,7072.0,-1,8377.0,42900.0,1794.0,95045.0,17810.0,344872.0,10474.0,37274.0,6520.0,-1.0,166847.0,22497.0,94000.0,86875.0,8500.0,36790.0,130800.0,312.0,3965.0,2628.0,2190.0,5191.0,-1.0,2775.0,8170.0,810.0,-1.0,0.0,2312.0,4700.0,8566.0,4570.0,110.0,3870.0,49.0,5274.0,212.0,-1.0,158.0,62.0,660.0,8388.0,720.0,16200.0,750.0,2600.0,25.0,2099972.0,9610.0,15496.0,500.0,0.0,1550.0,20800.0,-1.0,5240.0,12846.0,-1.0,2600.0,24000.0,60.0,11058.0,4984.0,5330.0,22572.0,2092900.0,3420.0,563.0,460.0,4419.0,955.0,2314.0,41000.0,10525.0,2000.0,-1.0,11366.0,3800.0,639.0,22150.0,565.0,680.0,26651.0,27464.0,53843.0,2300.0,1100.0,9120.0,70.0,23994.0,469.0,101.0,51153.0,317460.0,19332.0,6500.0,74000.0,100.0,3200.0,44673.0,331158.0,-1.0,70836.0,17500.0,0.0,1008.0,3100.0,427000.0,0.0,196.0,412.0,3232.0,2801.0,350.0,29604.0,14546.0,-1.0,6500.0,2200.0,7534.0,2987.0,4.0,31400.0,4223.0,18000.0,900.0,12846.0,-1.0,1175.0,100.0,45.0,65104.0,6.0,38.0,600.0,38.0,4722.0,1440.0,3200.0,300.0,3500.0,19318.0,80.0,28109.0,430.0
1993,5694.0,7521.0,-1,7635.0,41018.0,1931.0,90853.0,11800.0,372912.0,7098.0,37274.0,6660.0,5600.0,167932.0,21609.0,77000.0,93340.0,7000.0,36148.0,129800.0,350.0,3737.0,2700.0,1956.0,4920.0,-1.0,2846.0,8907.0,746.0,-1.0,-1.0,2755.0,4930.0,9000.0,6310.0,113.0,3736.0,0.0,12946.0,250.0,-1.0,156.0,61.0,685.0,9429.0,750.0,16000.0,600.0,2644.0,20.0,2096521.0,10600.0,19138.0,498.0,-1.0,2800.0,22200.0,-1.0,6244.0,8933.0,-1.0,2600.0,24000.0,55.0,10817.0,4846.0,6000.0,18462.0,2089000.0,4090.0,558.0,449.0,4524.0,975.0,1847.0,42000.0,12185.0,2190.0,-1.0,10333.0,3000.0,676.0,18930.0,570.0,435.0,31469.0,27349.0,58214.0,2350.0,1100.0,9042.0,64.0,20300.0,440.0,101.0,38857.0,302060.0,17123.0,7000.0,42000.0,200.0,-1.0,40340.0,339856.0,0.0,68549.0,16800.0,-1.0,1064.0,2608.0,418500.0,-1.0,195.0,773.0,3829.0,-1.0,360.0,35500.0,35995.0,-1.0,9371.0,2010.0,4018.0,3062.0,4.0,23500.0,4827.0,20000.0,697.0,13017.0,12100.0,1180.0,100.0,42.0,61878.0,6.0,40.0,570.0,40.0,4480.0,1100.0,3500.0,250.0,4100.0,18461.0,71.0,31206.0,418.0
1994,2000.0,6849.0,-1,6659.0,37766.0,1400.0,51667.0,12000.0,320185.0,7253.0,39474.0,6742.0,5500.0,182293.0,14569.0,71000.0,74080.0,7500.0,36229.0,79207.0,318.0,3562.0,2800.0,1787.0,3314.0,-1.0,2908.0,7105.0,696.0,-1.0,-1.0,5093.0,4268.0,7000.0,3660.0,115.0,3612.0,0.0,6350.0,218.0,-1.0,155.0,61.0,692.0,9521.0,760.0,10600.0,820.0,1700.0,10.0,1496599.0,9800.0,14563.0,550.0,-1.0,3108.0,18900.0,387.0,5190.0,7975.0,-1.0,2100.0,15962.0,55.0,10281.0,4677.0,8805.0,25053.0,1489750.0,2420.0,850.0,420.0,4536.0,990.0,3600.0,42500.0,12267.0,2500.0,-1.0,6871.0,4100.0,200.0,15940.0,580.0,535.0,26080.0,26662.0,57394.0,2300.0,1000.0,9760.0,75.0,17943.0,301.0,101.0,26775.0,271570.0,11509.0,7200.0,45200.0,250.0,-1.0,36375.0,227113.0,-1.0,49378.0,14000.0,-1.0,1042.0,1700.0,384800.0,-1.0,190.0,1300.0,3143.0,-1.0,340.0,36059.0,28431.0,-1.0,9992.0,1410.0,6364.0,3070.0,3.0,24500.0,4296.0,19412.0,628.0,6423.0,12200.0,1164.0,100.0,20.0,54112.0,3.0,42.0,600.0,42.0,3013.0,1094.0,4528.0,230.0,3919.0,18238.0,72.0,28430.0,390.0
1995,705.0,4988.0,-1,6798.0,31187.0,1000.0,56306.0,13842.0,293425.0,7410.0,35104.0,6028.0,5000.0,216148.0,10894.0,69000.0,82110.0,7525.0,36000.0,105738.0,230.0,4046.0,2827.0,2011.0,3051.0,-1.0,2700.0,8210.0,673.0,-1.0,-1.0,3478.0,3377.0,5700.0,2650.0,117.0,3497.0,0.0,3073.0,130.0,-1.0,154.0,57.0,722.0,8577.0,780.0,7846.0,806.0,1970.0,20.0,1474988.0,8300.0,13579.0,600.0,-1.0,6200.0,8500.0,225.0,3854.0,7051.0,-1.0,1700.0,13996.0,50.0,9725.0,4515.0,8841.0,18554.0,1470000.0,1270.0,815.0,410.0,4526.0,1005.0,4000.0,42000.0,10798.0,3000.0,-1.0,9889.0,3576.0,100.0,19383.0,840.0,537.0,26893.0,26358.0,47443.0,2400.0,600.0,8287.0,75.0,17398.0,150.0,100.0,14254.0,268360.0,13704.0,6904.0,42300.0,262.0,-1.0,38356.0,209919.0,-1.0,49833.0,13380.0,-1.0,547.0,1190.0,381000.0,-1.0,147.0,1262.0,2500.0,-1.0,329.0,32230.0,16630.0,-1.0,9623.0,670.0,9638.0,4043.0,2.0,27700.0,4700.0,20781.0,1325.0,6177.0,7500.0,1141.0,100.0,21.0,49717.0,3.0,42.0,662.0,42.0,2901.0,1094.0,2800.0,235.0,3950.0,17647.0,65.0,20156.0,373.0
1996,705.0,4090.0,-1,7735.0,28733.0,879.0,54218.0,12800.0,314279.0,7220.0,39571.0,6130.0,5037.0,222164.0,11734.0,68000.0,86377.0,7525.0,36229.0,113823.0,300.0,4206.0,2818.0,2288.0,3060.0,-1.0,2700.0,7920.0,618.0,-1.0,-1.0,4192.0,2443.0,4000.0,3800.0,118.0,3389.0,13.0,3653.0,200.0,-1.0,151.0,62.0,724.0,8195.0,798.0,8676.0,700.0,1600.0,20.0,1857090.0,7700.0,16563.0,610.0,-1.0,9516.0,8600.0,266.0,3224.0,6199.0,-1.0,1300.0,14000.0,70.0,9491.0,4269.0,10631.0,18568.0,1853000.0,820.0,200.0,390.0,5000.0,1020.0,6500.0,42439.0,9321.0,2000.0,-1.0,10431.0,3414.0,19.0,19681.0,561.0,714.0,25701.0,26100.0,46104.0,2300.0,1200.0,8733.0,80.0,18000.0,0.0,100.0,27863.0,296660.0,17569.0,7367.0,45800.0,248.0,-1.0,41532.0,236620.0,-1.0,55970.0,11850.0,-1.0,470.0,700.0,394000.0,-1.0,100.0,1311.0,4250.0,-1.0,302.0,29900.0,23093.0,-1.0,9472.0,680.0,6542.0,2062.0,2.0,23900.0,3464.0,21175.0,2092.0,6727.0,704.0,1198.0,100.0,22.0,47876.0,1.0,42.0,509.0,42.0,3060.0,1094.0,3861.0,240.0,3950.0,22041.0,14.0,16300.0,384.0
1997,650.0,4061.0,-1,7274.0,33590.0,800.0,51105.0,11800.0,338059.0,7500.0,42003.0,5670.0,5046.0,219262.0,19296.0,67000.0,97750.0,7525.0,34875.0,114764.0,297.0,5024.0,2786.0,2506.0,3200.0,-1.0,2700.0,8323.0,441.0,-1.0,-1.0,4192.0,3352.0,3500.0,6170.0,119.0,3289.0,12.0,2792.0,197.0,-1.0,149.0,60.0,655.0,7830.0,800.0,8294.0,635.0,1800.0,20.0,2357061.0,8000.0,13621.0,620.0,-1.0,9193.0,12400.0,212.0,3500.0,6245.0,-1.0,1400.0,15000.0,70.0,9127.0,4124.0,13956.0,16766.0,2353000.0,550.0,187.0,400.0,7825.0,1030.0,5800.0,42728.0,8401.0,1700.0,-1.0,10148.0,3492.0,34.0,18824.0,561.0,733.0,28108.0,25662.0,48996.0,2300.0,1076.0,8580.0,70.0,16589.0,0.0,100.0,41589.0,337880.0,20727.0,7600.0,49700.0,234.0,-1.0,46353.0,288976.0,-1.0,69677.0,14944.0,-1.0,286.0,200.0,428000.0,-1.0,99.0,2800.0,6613.0,-1.0,280.0,27161.0,21569.0,-1.0,12787.0,1000.0,5157.0,2355.0,2.0,26300.0,5554.0,20000.0,3737.0,7525.0,649.0,1175.0,100.0,21.0,48194.0,0.0,41.0,300.0,41.0,3200.0,1094.0,3440.0,250.0,3950.0,26653.0,17.0,17292.0,376.0
1998,300.0,4255.0,-1,7445.0,37637.0,814.0,48489.0,13200.0,353679.0,6580.0,42100.0,5790.0,4879.0,174079.0,24984.0,66000.0,99000.0,7525.0,32823.0,114051.0,260.0,5447.0,2768.0,2595.0,2900.0,-1.0,3524.0,8873.0,463.0,-1.0,-1.0,1800.0,4657.0,3600.0,7330.0,121.0,3194.0,10.0,2813.0,160.0,-1.0,144.0,53.0,711.0,6690.0,820.0,8545.0,662.0,2935.0,20.0,1365375.0,9000.0,17280.0,630.0,-1.0,11300.0,12554.0,109.0,4205.0,6423.0,-1.0,5100.0,14400.0,70.0,9052.0,4000.0,13983.0,19288.0,1361120.0,700.0,230.0,423.0,7800.0,1030.0,4800.0,43000.0,8894.0,2000.0,-1.0,11739.0,3522.0,100.0,30672.0,580.0,930.0,27666.0,25300.0,53422.0,2400.0,1100.0,7435.0,80.0,14658.0,0.0,100.0,33611.0,290400.0,21091.0,7842.0,51000.0,230.0,-1.0,48968.0,274617.0,-1.0,77001.0,13761.0,-1.0,400.0,2925.0,464000.0,-1.0,102.0,3700.0,8600.0,-1.0,400.0,25793.0,31978.0,-1.0,13500.0,1765.0,10554.0,2954.0,2.0,32400.0,4200.0,20000.0,1541.0,7064.0,959.0,1175.0,100.0,31.0,47475.0,0.0,40.0,141.0,40.0,2900.0,1094.0,4060.0,270.0,3400.0,31303.0,16.0,21753.0,377.0
1999,367.0,4169.0,-1,6490.0,29950.0,898.0,47306.0,16163.0,341591.0,4295.0,46500.0,4422.0,4600.0,167271.0,24696.0,65000.0,91242.0,13500.0,31565.0,116400.0,330.0,5209.0,2796.0,2194.0,2800.0,-1.0,2800.0,7637.0,403.0,-1.0,-1.0,1665.0,4879.0,4200.0,5670.0,122.0,3106.0,9.0,8022.0,230.0,-1.0,145.0,54.0,696.0,4790.0,830.0,4446.0,750.0,2360.0,20.0,1377869.0,6700.0,13750.0,660.0,-1.0,11800.0,12163.0,328.0,3959.0,8036.0,-1.0,4800.0,13900.0,60.0,9361.0,4000.0,14000.0,20868.0,1373700.0,1620.0,698.0,422.0,6911.0,1050.0,6300.0,43346.0,8779.0,3400.0,-1.0,8328.0,4546.0,820.0,12260.0,600.0,917.0,25266.0,24757.0,57300.0,2400.0,1600.0,6397.0,74.0,14185.0,0.0,100.0,26047.0,261900.0,23113.0,7700.0,51300.0,238.0,-1.0,45785.0,258701.0,-1.0,68201.0,8292.0,-1.0,103.0,1808.0,508100.0,-1.0,108.0,7000.0,3270.0,-1.0,463.0,24886.0,25983.0,-1.0,10900.0,1735.0,10885.0,3150.0,2.0,32500.0,3700.0,20000.0,697.0,6700.0,835.0,1175.0,100.0,40.0,40211.0,0.0,40.0,60.0,40.0,2800.0,1094.0,3950.0,270.0,3400.0,35000.0,90.0,18608.0,382.0
2000,705.0,4147.0,-1,5678.0,33185.0,1000.0,44042.0,18100.0,309989.0,6700.0,44000.0,4283.0,4700.0,168300.0,22785.0,61000.0,90769.0,14115.0,31161.0,118752.0,400.0,5347.0,2848.0,2118.0,3185.0,-1.0,9000.0,8374.0,397.0,-1.0,-1.0,2807.0,3702.0,3600.0,6450.0,123.0,3023.0,8.0,9000.0,300.0,400.0,145.0,52.0,681.0,4480.0,830.0,8177.0,750.0,3204.0,20.0,1441537.0,6700.0,14692.0,682.0,-1.0,8726.0,14465.0,283.0,3508.0,5764.0,-1.0,8900.0,15600.0,65.0,9282.0,4000.0,14160.0,14057.0,1437390.0,1840.0,372.0,400.0,3235.0,1060.0,4900.0,44000.0,9858.0,3400.0,-1.0,9129.0,4576.0,2528.0,13250.0,580.0,1007.0,23800.0,23991.0,56400.0,2400.0,1600.0,5362.0,76.0,14078.0,0.0,100.0,28523.0,189970.0,19685.0,7958.0,31363.0,250.0,-1.0,45323.0,236569.0,-1.0,59612.0,9669.0,-1.0,117.0,1801.0,433400.0,-1.0,111.0,6200.0,4570.0,-1.0,600.0,24300.0,22674.0,-1.0,11300.0,4174.0,11214.0,3069.0,2.0,24400.0,3231.0,20000.0,934.0,5700.0,1134.0,1180.0,100.0,60.0,38788.0,0.0,40.0,40.0,40.0,3185.0,1100.0,3950.0,270.0,3401.0,37000.0,194.0,23537.0,-1.0
2001,705.0,4254.0,-1,5500.0,33185.0,1073.0,40903.0,16500.0,302559.0,5060.0,34500.0,4226.0,4605.0,262000.0,20100.0,61600.0,67108.0,12831.0,29959.0,114097.0,450.0,5528.0,2899.0,2020.0,3000.0,-1.0,10500.0,8793.0,386.0,-1.0,-1.0,1813.0,3096.0,2700.0,6300.0,124.0,2945.0,7.0,10800.0,350.0,400.0,145.0,49.0,680.0,3630.0,850.0,6288.0,600.0,3123.0,20.0,1343694.0,6700.0,13378.0,700.0,-1.0,9110.0,9652.0,383.0,2509.0,5314.0,-1.0,8000.0,15000.0,70.0,8939.0,4000.0,14500.0,12591.0,1339440.0,840.0,761.0,400.0,6983.0,1062.0,4600.0,43992.0,11706.0,3261.0,-1.0,8863.0,4624.0,1088.0,13000.0,600.0,1010.0,23724.0,23400.0,45600.0,1880.0,1600.0,3367.0,77.0,13010.0,0.0,101.0,45487.0,175024.0,19629.0,8000.0,31166.0,275.0,-1.0,40820.0,195770.0,-1.0,56829.0,8540.0,-1.0,117.0,1053.0,260000.0,-1.0,111.0,299.0,5948.0,-1.0,578.0,23900.0,20324.0,-1.0,9200.0,2830.0,11555.0,2662.0,2.0,24400.0,3513.0,20000.0,1325.0,4100.0,1245.0,1181.0,100.0,80.0,38773.0,0.0,40.0,37.0,40.0,3000.0,1160.0,3950.0,267.0,3500.0,28000.0,200.0,16930.0,-1.0
2002,966.0,2862.0,-1,5489.0,29140.0,1107.0,40659.0,15811.0,344080.0,5476.0,34000.0,3813.0,4500.0,256081.0,20600.0,59534.0,55388.0,18000.0,30352.0,122033.0,370.0,5431.0,2900.0,1902.0,3000.0,-1.0,24000.0,9232.0,379.0,-1.0,-1.0,1902.0,3153.0,1700.0,5410.0,125.0,2871.0,7.0,11600.0,270.0,400.0,145.0,48.0,679.0,3150.0,866.0,1563.0,497.0,3299.0,20.0,1330662.0,6700.0,13511.0,710.0,-1.0,8800.0,2582.0,311.0,2270.0,5477.0,-1.0,7384.0,14700.0,72.0,8901.0,4000.0,15000.0,10296.0,1327800.0,350.0,977.0,389.0,5347.0,1062.0,3500.0,45000.0,11264.0,3386.0,-1.0,10000.0,4789.0,890.0,10000.0,636.0,1078.0,18939.0,23000.0,49400.0,1930.0,1600.0,3221.0,77.0,13627.0,0.0,102.0,39366.0,172928.0,21000.0,8042.0,32780.0,280.0,-1.0,33942.0,191000.0,-1.0,65988.0,8530.0,-1.0,63.0,994.0,350000.0,-1.0,115.0,1000.0,4120.0,-1.0,670.0,21000.0,12447.0,-1.0,8613.0,4163.0,4123.0,2964.0,2.0,26600.0,2914.0,20000.0,1325.0,2300.0,1100.0,1181.0,100.0,100.0,37901.0,0.0,40.0,42.0,40.0,3000.0,1180.0,3950.0,267.0,3391.0,28000.0,175.0,9240.0,-1.0
2003,970.0,2196.0,-1,5748.0,20640.0,1124.0,41721.0,15482.0,392619.0,4772.0,30820.0,3597.0,4500.0,256926.0,19158.0,57300.0,47293.0,17377.0,30756.0,127521.0,450.0,5515.0,2903.0,1966.0,2306.0,-1.0,35000.0,9388.0,378.0,-1.0,-1.0,1208.0,795.0,1400.0,5360.0,126.0,2786.0,7.0,15000.0,350.0,376.0,145.0,12.0,704.0,3110.0,900.0,2095.0,601.0,3104.0,20.0,1266696.0,6700.0,16131.0,704.0,-1.0,8983.0,3600.0,305.0,2700.0,5299.0,-1.0,7405.0,13600.0,75.0,8786.0,4000.0,15653.0,10299.0,1264500.0,160.0,824.0,387.0,6894.0,788.0,672.0,44285.0,8766.0,3380.0,-1.0,13000.0,4700.0,526.0,9000.0,651.0,1005.0,15994.0,22507.0,46600.0,1770.0,1600.0,3621.0,100.0,13747.0,0.0,102.0,41404.0,166388.0,14326.0,7400.0,37074.0,270.0,-1.0,22156.0,183043.0,-1.0,65702.0,6406.0,-1.0,63.0,770.0,330000.0,-1.0,116.0,1361.0,2435.0,-1.0,710.0,18000.0,12218.0,-1.0,7111.0,4233.0,4135.0,2900.0,2.0,23000.0,2000.0,19409.0,1555.0,1642.0,1080.0,1186.0,100.0,110.0,36690.0,0.0,40.0,50.0,40.0,2306.0,1200.0,3950.0,270.0,3315.0,26000.0,149.0,5350.0,-1.0
2004,1150.0,2196.0,-1,5394.0,22260.0,1119.0,33772.0,16085.0,462265.0,5720.0,33167.0,3398.0,4500.0,200973.0,17716.0,55930.0,55584.0,17897.0,30352.0,136012.0,320.0,7935.0,2800.0,1788.0,1536.0,-1.0,48000.0,9500.0,348.0,-1.0,-1.0,2076.0,1540.0,1500.0,5498.0,126.0,2692.0,6.0,23000.0,220.0,376.0,145.0,21.0,697.0,3480.0,894.0,2649.0,543.0,2751.0,20.0,1267796.0,6700.0,16122.0,698.0,-1.0,9390.0,5329.0,850.0,2970.0,6068.0,-1.0,6856.0,19000.0,80.0,8354.0,4002.0,16500.0,17255.0,1265600.0,220.0,824.0,420.0,8268.0,818.0,586.0,44659.0,7855.0,3400.0,-1.0,12100.0,4448.0,480.0,9000.0,667.0,874.0,15700.0,21538.0,45600.0,1770.0,1600.0,2151.0,78.0,13150.0,0.0,103.0,47149.0,165134.0,10893.0,8500.0,30502.0,250.0,-1.0,27646.0,192710.0,-1.0,77597.0,1708.0,-1.0,65.0,779.0,369700.0,-1.0,100.0,1000.0,1727.0,-1.0,700.0,14900.0,11510.0,-1.0,7471.0,4338.0,4147.0,2900.0,2.0,16300.0,2000.0,20000.0,1743.0,1900.0,935.0,1183.0,100.0,120.0,33760.0,0.0,40.0,55.0,40.0,1536.0,1250.0,3950.0,270.0,3313.0,25000.0,177.0,5700.0,-1.0
2005,1400.0,1112.0,-1,5131.0,25900.0,1100.0,29589.0,16272.0,493761.0,5360.0,39238.0,3003.0,4336.0,198212.0,18488.0,54369.0,51167.0,18104.0,29947.0,141527.0,350.0,8116.0,2922.0,1618.0,1417.0,-1.0,62500.0,9656.0,287.0,-1.0,-1.0,2055.0,1178.0,620.0,4900.0,127.0,2635.0,6.0,26000.0,250.0,325.0,146.0,18.0,682.0,3040.0,900.0,2780.0,546.0,2903.0,22.0,1364312.0,7200.0,17581.0,699.0,-1.0,9000.0,5488.0,874.0,3090.0,6553.0,-1.0,7600.0,9000.0,85.0,8367.0,4039.0,18500.0,14875.0,1363200.0,120.0,656.0,425.0,7800.0,850.0,657.0,46000.0,7413.0,3320.0,-1.0,13000.0,4459.0,210.0,8004.0,683.0,1116.0,16000.0,19100.0,50500.0,2400.0,1700.0,2507.0,78.0,12944.0,0.0,103.0,40869.0,120225.0,13799.0,8235.0,30497.0,264.0,-1.0,20313.0,185342.0,-1.0,83169.0,8177.0,-1.0,55.0,500.0,366500.0,-1.0,98.0,505.0,823.0,-1.0,699.0,14300.0,8580.0,-1.0,3220.0,4001.0,4159.0,2592.0,2.0,16800.0,2240.0,19701.0,1855.0,1500.0,933.0,1176.0,100.0,130.0,34372.0,0.0,40.0,60.0,40.0,1417.0,1300.0,5500.0,260.0,3289.0,25000.0,190.0,4700.0,-1.0
2006,1500.0,877.0,-1,4940.0,25900.0,1000.0,26323.0,15870.0,495706.0,5660.0,40000.0,2733.0,4178.0,172234.0,17438.0,23381.0,38865.0,9593.0,31721.0,136527.0,520.0,9299.0,2950.0,791.0,1450.0,-1.0,58000.0,9500.0,249.0,-1.0,-1.0,2100.0,1160.0,480.0,5092.0,128.0,2728.0,0.0,45000.0,400.0,77.0,148.0,20.0,622.0,2510.0,887.0,1841.0,571.0,2425.0,22.0,1338877.0,7000.0,10680.0,703.0,-1.0,8640.0,5576.0,632.0,2770.0,5904.0,194.0,6900.0,6000.0,90.0,7347.0,4070.0,12179.0,16819.0,1338000.0,10.0,850.0,430.0,8000.0,852.0,520.0,45141.0,-1.0,3449.0,6821.0,10650.0,3357.0,80.0,6921.0,707.0,814.0,15896.0,18500.0,56360.0,2400.0,1650.0,3540.0,78.0,10123.0,0.0,104.0,27369.0,137190.0,11874.0,8507.0,32120.0,279.0,-1.0,27033.0,146166.0,-1.0,78255.0,8768.0,-1.0,63.0,200.0,372800.0,-1.0,196.0,824.0,820.0,-1.0,680.0,14000.0,9780.0,-1.0,1408.0,4050.0,4350.0,2635.0,2.0,26700.0,2680.0,20600.0,1890.0,1800.0,920.0,1192.0,120.0,170.0,28000.0,0.0,40.0,64.0,40.0,1450.0,1400.0,5749.0,263.0,3245.0,23000.0,203.0,3500.0,-1.0
