,Israel,Swaziland,Bahrain,Jordan,Saudi Arabia,Iraq,Oman,Egypt,Pakistan,Namibia,Sudan,Mexico,Yemen,Kenya,Libya,United Arab Emirates,Qatar,Mauritania,Turkey,Somalia,Syrian Arab Republic,Tunisia,Benin,Iran (Islamic Republic of),Albania,Peru,China,United States of America,Niger,Sudan (former),Morocco,Kuwait,"China, mainland",Algeria,Chad,Colombia,Spain,Cameroon,Occupied Palestinian Territory
1997,78710.0,,200583.0,52217.0,61170.0,48077.0,61667.0,264585.0,71570.0,25000.0,,26803.0,13009.0,32287.0,51240.0,78889.0,89268.0,29907.0,26667.0,39829.0,25000.0,35185.0,27587.0,45592.0,,20244.0,54286.0,116443.0,33114.0,100000.0,26302.0,74854.0,54286.0,31392.0,25514.0,,136701.0,31522.0,103283.0
1998,65183.0,,200000.0,56280.0,60868.0,63403.0,66479.0,289588.0,95582.0,24901.0,,36596.0,13038.0,31884.0,50000.0,49080.0,119949.0,30233.0,26250.0,40361.0,25000.0,34333.0,27672.0,42162.0,,17534.0,178000.0,113687.0,33248.0,109890.0,19231.0,74529.0,178000.0,39526.0,25288.0,,128274.0,31579.0,124484.0
1999,83782.0,33333.0,202096.0,43984.0,50229.0,84889.0,79437.0,321317.0,75407.0,24928.0,,41799.0,12868.0,31332.0,49630.0,31466.0,119978.0,40000.0,27381.0,40899.0,30000.0,33226.0,27756.0,51240.0,,44559.0,191667.0,101563.0,33429.0,92166.0,16417.0,75181.0,191667.0,42707.0,25062.0,30000.0,144095.0,31747.0,100289.0
2000,56676.0,33562.0,200583.0,50038.0,51586.0,84727.0,78864.0,347357.0,77934.0,24953.0,,44351.0,13112.0,30303.0,50000.0,40878.0,83459.0,44000.0,24000.0,41667.0,30238.0,33217.0,27841.0,47074.0,,25513.0,208333.0,81240.0,33519.0,94949.0,24342.0,75222.0,208333.0,36518.0,24836.0,120000.0,49297.0,34000.0,104674.0
2001,53917.0,35000.0,200583.0,53561.0,58799.0,89360.0,87858.0,377879.0,80322.0,24976.0,,46533.0,13660.0,30140.0,50000.0,40878.0,86471.0,25000.0,26627.0,42308.0,37811.0,28169.0,28312.0,47743.0,,23095.0,195000.0,90126.0,33478.0,94286.0,9643.0,81851.0,195000.0,36433.0,24610.0,120000.0,43598.0,34286.0,101032.0
2002,71253.0,33333.0,86826.0,60867.0,59262.0,85320.0,70451.0,367847.0,80266.0,24997.0,,41792.0,13853.0,29633.0,55120.0,40879.0,101470.0,30000.0,27273.0,42628.0,33557.0,30203.0,28374.0,47772.0,,28837.0,185714.0,113048.0,33724.0,94286.0,10061.0,93163.0,185714.0,34629.0,24384.0,30000.0,45170.0,34545.0,119127.0
2003,53506.0,33082.0,83832.0,34242.0,62515.0,85517.0,64929.0,341374.0,57069.0,25035.0,,37745.0,14115.0,29045.0,71429.0,40878.0,113245.0,20921.0,27273.0,43636.0,44444.0,29243.0,28205.0,45581.0,,28140.0,171429.0,77182.0,33801.0,98816.0,16397.0,117119.0,171429.0,38216.0,24083.0,50000.0,46859.0,34002.0,76828.0
2004,55673.0,32836.0,84848.0,66146.0,63259.0,82017.0,65012.0,337750.0,76156.0,25015.0,,35646.0,20799.0,28472.0,53571.0,40860.0,113888.0,30000.0,29825.0,43338.0,94663.0,30500.0,28296.0,42476.0,25217.0,29884.0,185714.0,70099.0,33869.0,97524.0,21094.0,110345.0,185714.0,32360.0,23705.0,40000.0,49342.0,33913.0,147067.0
2005,55086.0,32601.0,85714.0,50650.0,64380.0,80806.0,78887.0,320799.0,60565.0,25000.0,,45926.0,21774.0,28192.0,54324.0,40878.0,137424.0,27500.0,30508.0,42000.0,125952.0,28271.0,28750.0,41730.0,26360.0,32093.0,166667.0,68803.0,34043.0,97641.0,13689.0,79000.0,166667.0,34907.0,23923.0,46667.0,48824.0,34271.0,113817.0
2006,55213.0,31111.0,64977.0,60442.0,64109.0,42597.0,82525.0,371358.0,50331.0,24970.0,,47808.0,36366.0,27738.0,53571.0,40864.0,149335.0,25000.0,32762.0,44444.0,271667.0,30682.0,27839.0,41667.0,26333.0,31259.0,156250.0,70581.0,33898.0,95238.0,12808.0,72727.0,156250.0,31818.0,23774.0,43333.0,53434.0,33333.0,41197.0
2007,55189.0,32285.0,63240.0,41526.0,63091.0,41034.0,78138.0,360410.0,61854.0,24945.0,,46779.0,37797.0,27234.0,53571.0,40878.0,149335.0,25000.0,35393.0,45226.0,96369.0,31132.0,28049.0,52105.0,25000.0,23000.0,152941.0,68937.0,33333.0,95238.0,20582.0,50000.0,152941.0,32959.0,23766.0,40000.0,52632.0,34538.0,47226.0
2008,48859.0,32249.0,87867.0,45431.0,62799.0,43302.0,85159.0,360088.0,62448.0,24667.0,,48375.0,38164.0,26778.0,53571.0,40878.0,149722.0,24000.0,35844.0,45977.0,99857.0,36896.0,28916.0,65326.0,52574.0,53250.0,150000.0,82185.0,33855.0,95266.0,19491.0,45714.0,150000.0,34114.0,22622.0,100000.0,53536.0,34669.0,50025.0
2009,61134.0,32177.0,85344.0,58040.0,61223.0,49951.0,82471.0,344079.0,58641.0,25091.0,,51087.0,38445.0,26280.0,54280.0,40806.0,93049.0,24186.0,35911.0,46642.0,109404.0,35294.0,26940.0,65326.0,67497.0,45270.0,140000.0,79307.0,34358.0,117516.0,21687.0,63977.0,140000.0,37341.0,21990.0,40000.0,53434.0,35059.0,57741.0
2010,61236.0,31579.0,78527.0,65814.0,63922.0,46152.0,88159.0,322554.0,58147.0,25000.0,,62689.0,38682.0,25817.0,54143.0,41809.0,87043.0,25112.0,35800.0,47220.0,117871.0,35031.0,26324.0,65326.0,84762.0,32404.0,141782.0,84429.0,34508.0,119048.0,14866.0,63977.0,141782.0,40023.0,21391.0,100000.0,54375.0,33088.0,53649.0
2011,67287.0,32000.0,57710.0,63386.0,64613.0,50246.0,85495.0,329773.0,59858.0,25236.0,,68937.0,37699.0,25320.0,53788.0,58107.0,87473.0,23893.0,35369.0,47770.0,109645.0,35294.0,25615.0,68746.0,99336.0,36442.0,139525.0,90500.0,33559.0,119075.0,18900.0,87342.0,139525.0,44710.0,20838.0,100000.0,55096.0,36500.0,47708.0
2012,117926.0,33000.0,48276.0,56614.0,65738.0,46837.0,86799.0,363627.0,58550.0,25806.0,119048.0,63552.0,37380.0,24719.0,53743.0,57942.0,88183.0,23307.0,37065.0,49057.0,108907.0,39001.0,21667.0,70880.0,27421.0,15952.0,131272.0,79228.0,34000.0,,17860.0,88226.0,131272.0,48136.0,20000.0,30000.0,64796.0,40000.0,42502.0
2013,124436.0,32305.0,40979.0,55674.0,69799.0,33225.0,90190.0,350307.0,58754.0,25494.0,119048.0,67738.0,36924.0,24444.0,53697.0,78899.0,119977.0,22722.0,146784.0,49057.0,109755.0,43046.0,24071.0,74578.0,272222.0,21943.0,126999.0,83391.0,33559.0,,19504.0,119923.0,126999.0,51501.0,20000.0,30000.0,48844.0,38321.0,37295.0
2014,103779.0,31983.0,34937.0,43942.0,71476.0,27302.0,90578.0,332682.0,58939.0,25385.0,119945.0,52395.0,36359.0,23848.0,53651.0,89586.0,120009.0,22136.0,162318.0,49213.0,80598.0,40862.0,24948.0,77027.0,261935.0,29077.0,122726.0,74870.0,33723.0,,17699.0,129004.0,122726.0,56499.0,19749.0,30000.0,57143.0,37374.0,32355.0
