,Slovakia,USSR,Bhutan,Sweden,Belarus,Denmark,Sri Lanka,Mexico,Czechoslovakia,Ethiopia,Turkey,France,Czechia,Romania,Italy,Hungary,Germany,Russian Federation,Bulgaria,Iran (Islamic Republic of),Kazakhstan,China,United States of America,Australia & New Zealand,Serbia,"China, mainland",Nepal,Canada,Australia,United Kingdom,Lithuania,Kyrgyzstan,Myanmar,Ukraine
1961,,216300.0,1800.0,15020.0,,12000.0,1422.0,,2980.0,,,15990.0,,4800.0,2600.0,-1.0,5368.0,,1000.0,,,-1.0,11400.0,809.0,,-1.0,120000.0,48887.0,809.0,,,,2792.0,
1962,,284900.0,1900.0,18180.0,,15000.0,1472.0,,11570.0,,,12900.0,,5300.0,2600.0,-1.0,14920.0,,1000.0,,,-1.0,7500.0,405.0,,-1.0,120000.0,36422.0,405.0,,,,2347.0,
1963,,270000.0,1900.0,21700.0,,7143.0,2893.0,,10482.0,,,11138.0,,5700.0,2500.0,-1.0,9793.0,,1000.0,,,-1.0,5000.0,809.0,,-1.0,120000.0,50991.0,809.0,,,,4047.0,
1964,,275000.0,1950.0,21900.0,,3776.0,2083.0,,4579.0,,,8574.0,,6400.0,2000.0,-1.0,2939.0,,1500.0,,,-1.0,7000.0,405.0,,-1.0,107950.0,30756.0,405.0,,,,3441.0,
1965,,276000.0,1950.0,8700.0,,6526.0,1910.0,,2077.0,,,7795.0,,900.0,1700.0,-1.0,2137.0,,1300.0,,,-1.0,6000.0,405.0,,-1.0,108680.0,63132.0,405.0,,,,5133.0,
1966,,261000.0,2000.0,6322.0,,9084.0,1499.0,,2162.0,,,7040.0,,900.0,1600.0,-1.0,4875.0,,1400.0,,,-1.0,6000.0,405.0,,-1.0,96000.0,81181.0,405.0,,,,4669.0,
1967,,235000.0,2100.0,3972.0,,10710.0,2393.0,,2448.0,,,7133.0,,1700.0,1100.0,-1.0,3814.0,,1300.0,,,-1.0,6000.0,405.0,,-1.0,98000.0,89436.0,405.0,,,,4966.0,
1968,,234000.0,2100.0,3448.0,,11738.0,1702.0,,1689.0,,,5930.0,,1800.0,1100.0,-1.0,3726.0,,1400.0,,,-1.0,5000.0,405.0,,-1.0,97000.0,215700.0,405.0,,,,5006.0,
1969,,224000.0,2200.0,2324.0,,9228.0,1477.0,,1568.0,,,5700.0,,4000.0,800.0,-1.0,4653.0,,1000.0,,,-1.0,4800.0,405.0,,-1.0,101000.0,108052.0,405.0,,,,4725.0,
1970,,221000.0,2200.0,1638.0,,5270.0,1386.0,,1181.0,,,5800.0,,4700.0,700.0,-1.0,2258.0,,900.0,,,-1.0,12300.0,405.0,,-1.0,103000.0,80938.0,405.0,,,,5261.0,
1971,,259000.0,2250.0,1545.0,,3807.0,2174.0,,804.0,,,5500.0,,3500.0,401.0,-1.0,2759.0,,500.0,,,-1.0,13800.0,809.0,,-1.0,105505.0,83485.0,809.0,,,,6541.0,
1972,,249000.0,2250.0,983.0,,2535.0,3375.0,,773.0,,,2900.0,,5000.0,238.0,-1.0,4006.0,,800.0,,,-1.0,14700.0,405.0,,-1.0,111355.0,72842.0,405.0,,,,6498.0,
1973,,246000.0,2300.0,821.0,,7343.0,3312.0,,1360.0,,,2500.0,,4400.0,151.0,-1.0,3469.0,,700.0,,,-1.0,15600.0,410.0,,-1.0,112264.0,135568.0,410.0,,,,6439.0,
1974,,257000.0,2350.0,2057.0,,16018.0,2660.0,,2755.0,,,2200.0,,5800.0,196.0,-1.0,4204.0,,500.0,,,-1.0,16400.0,319.0,,-1.0,113919.0,141638.0,319.0,,,,6927.0,
1975,,256000.0,2400.0,1537.0,,1899.0,3611.0,,1572.0,,,1320.0,,5800.0,199.0,-1.0,3522.0,,400.0,,,-1.0,16700.0,233.0,,-1.0,111996.0,65963.0,233.0,,,,7636.0,
1976,,252000.0,2500.0,900.0,,685.0,4392.0,,1282.0,,,1500.0,,800.0,150.0,-1.0,2891.0,,400.0,,,-1.0,16800.0,716.0,,-1.0,112991.0,35207.0,716.0,,,,8507.0,
1977,,267000.0,2550.0,1462.0,,2223.0,3440.0,,2681.0,,,1540.0,,3100.0,150.0,-1.0,4209.0,,800.0,,,-1.0,17000.0,1786.0,,-1.0,107746.0,73654.0,1786.0,,,,9504.0,
1978,,271000.0,2600.0,1500.0,,2334.0,2447.0,,2971.0,,,1577.0,,4200.0,121.0,-1.0,4488.0,,200.0,,,-1.0,17200.0,1749.0,,-1.0,133060.0,97933.0,1749.0,,,,9833.0,
1979,,268000.0,2700.0,2295.0,,536.0,2260.0,,7080.0,,,1400.0,,4800.0,168.0,-1.0,5799.0,,150.0,,,-1.0,15600.0,1275.0,,-1.0,143980.0,64000.0,1275.0,,,,10332.0,
1980,,274000.0,2800.0,2127.0,,325.0,1815.0,6.0,5678.0,,,1600.0,,3300.0,71.0,-1.0,4654.0,,600.0,,,-1.0,14000.0,588.0,,-1.0,118130.0,92700.0,588.0,,,,12131.0,
1981,,261000.0,2900.0,2000.0,,339.0,1600.0,5.0,4052.0,,20.0,1700.0,,2400.0,50.0,-1.0,4549.0,,600.0,,,-1.0,12300.0,332.0,,-1.0,122280.0,88600.0,332.0,,,,12376.0,
1982,,262000.0,2906.0,1000.0,,376.0,1415.0,,5417.0,,20.0,500.0,,1500.0,20.0,-1.0,4474.0,,600.0,,,-1.0,10700.0,332.0,,-1.0,113900.0,63500.0,332.0,,,,14210.0,
1983,,274000.0,3500.0,700.0,,457.0,1520.0,,5060.0,,40.0,600.0,,1600.0,15.0,-1.0,6093.0,,200.0,,,-1.0,11200.0,391.0,,-1.0,110340.0,95100.0,391.0,,,,15949.0,
1984,,268000.0,4963.0,800.0,,150.0,1420.0,,6527.0,,60.0,600.0,,1600.0,20.0,-1.0,8188.0,,700.0,,,-1.0,11700.0,359.0,,-1.0,110700.0,140500.0,359.0,,,,21463.0,
1985,,265000.0,4800.0,900.0,,569.0,1110.0,9.0,5491.0,,100.0,600.0,,1600.0,18.0,-1.0,5764.0,,0.0,234.0,,-1.0,12100.0,402.0,,-1.0,127820.0,137400.0,402.0,,,,22658.0,
1986,,249000.0,5000.0,900.0,,0.0,1683.0,75.0,6827.0,,100.0,500.0,,1600.0,20.0,-1.0,5483.0,,200.0,84.0,,-1.0,12600.0,1335.0,,-1.0,137920.0,184100.0,1335.0,,,,20456.0,
1987,,255000.0,5500.0,0.0,,211.0,1542.0,56.0,6396.0,,100.0,500.0,,1600.0,20.0,-1.0,5364.0,,400.0,75.0,,-1.0,8300.0,498.0,,-1.0,142890.0,113400.0,498.0,,,,18975.0,
1988,,255000.0,4120.0,0.0,,0.0,1790.0,26.0,6472.0,,180.0,500.0,,5000.0,18.0,-1.0,4806.0,,700.0,0.0,,2000.0,8200.0,319.0,,2000.0,151490.0,170500.0,319.0,,,,17124.0,
1989,,225000.0,4080.0,-1.0,,,940.0,21.0,7955.0,,0.0,500.0,,5500.0,20.0,-1.0,6308.0,,2500.0,,,4500.0,8100.0,731.0,,4500.0,154860.0,199900.0,731.0,,,,16284.0,
1990,,265000.0,4400.0,-1.0,,4.0,1260.0,11.0,9780.0,,0.0,568.0,,6000.0,24.0,12300.0,15362.0,,1000.0,0.0,,8500.0,8050.0,383.0,,8500.0,153660.0,230700.0,383.0,-1.0,,,15400.0,
1991,,228000.0,4600.0,-1.0,,8.0,1325.0,54.0,8608.0,,0.0,505.0,,6500.0,25.0,16000.0,4881.0,,800.0,0.0,,10000.0,7320.0,730.0,,10000.0,156310.0,112877.0,730.0,-1.0,,,15952.0,
1992,,,4700.0,-1.0,,0.0,793.0,31.0,3900.0,,0.0,636.0,,7000.0,20.0,19000.0,9842.0,177010.0,1500.0,0.0,37200.0,17000.0,5990.0,324.0,,17000.0,154570.0,110200.0,324.0,-1.0,1000.0,129.0,13324.0,-1.0
1993,1500.0,,4650.0,-1.0,,2.0,1080.0,0.0,,-1.0,0.0,1531.0,5500.0,8000.0,20.0,12600.0,6721.0,106400.0,1000.0,0.0,38800.0,35000.0,6640.0,316.0,,35000.0,165240.0,186200.0,316.0,-1.0,837.0,24.0,13106.0,-1.0
1994,2077.0,,4393.0,-1.0,-1.0,8.0,1128.0,4.0,,4000.0,0.0,565.0,6000.0,5600.0,0.0,6300.0,10162.0,120010.0,700.0,0.0,29700.0,30000.0,5420.0,0.0,,30000.0,177486.0,323600.0,0.0,-1.0,737.0,30.0,14200.0,-1.0
1995,3444.0,,4202.0,-1.0,-1.0,155.0,850.0,35.0,,2500.0,0.0,465.0,6404.0,11565.0,-1.0,7200.0,4235.0,247010.0,500.0,0.0,32700.0,30000.0,8900.0,0.0,,30000.0,184460.0,261000.0,0.0,-1.0,912.0,24.0,15800.0,-1.0
1996,3040.0,,4058.0,-1.0,-1.0,120.0,872.0,12.0,,3513.0,0.0,511.0,7012.0,5309.0,-1.0,12800.0,8481.0,184860.0,480.0,0.0,47300.0,25000.0,7530.0,0.0,,25000.0,185000.0,233000.0,0.0,-1.0,1200.0,48.0,17800.0,-1.0
1997,2555.0,,3442.0,-1.0,-1.0,19.0,419.0,16.0,,3527.0,0.0,490.0,18000.0,7398.0,-1.0,9300.0,6961.0,117070.0,350.0,0.0,38500.0,30000.0,29460.0,0.0,,30000.0,182110.0,292200.0,0.0,-1.0,1000.0,50.0,17979.0,10000.0
1998,6063.0,,3475.0,-1.0,,22.0,325.0,32.0,,3552.0,0.0,546.0,38000.0,11114.0,-1.0,12900.0,8081.0,121330.0,300.0,0.0,6100.0,33000.0,38690.0,0.0,,33000.0,179216.0,279100.0,0.0,-1.0,775.0,32.0,20253.0,15000.0
1999,6283.0,,3742.0,-1.0,,9.0,300.0,33.0,,3586.0,0.0,717.0,39423.0,10370.0,-1.0,10500.0,10482.0,89000.0,650.0,0.0,11700.0,40000.0,23800.0,0.0,,40000.0,190429.0,273000.0,0.0,-1.0,778.0,555.0,28919.0,13533.0
2000,2984.0,,5000.0,-1.0,,16.0,300.0,10.0,,3628.0,0.0,853.0,15512.0,2200.0,-1.0,11500.0,7441.0,126280.0,500.0,0.0,10000.0,40000.0,17483.0,0.0,,40000.0,189629.0,207900.0,0.0,-1.0,954.0,3290.0,40762.0,18000.0
2001,2521.0,,7000.0,-1.0,,23.0,190.0,8.0,,3675.0,0.0,1108.0,21009.0,6679.0,-1.0,12900.0,3121.0,53170.0,600.0,0.0,3320.0,30000.0,17887.0,0.0,,30000.0,188455.0,157800.0,0.0,-1.0,948.0,3728.0,51967.0,15000.0
2002,4636.0,,8000.0,-1.0,,23.0,260.0,8.0,,3726.0,0.0,1320.0,35797.0,12930.0,-1.0,8600.0,3281.0,67210.0,1000.0,0.0,2956.0,25000.0,70821.0,0.0,,25000.0,187820.0,254800.0,0.0,-1.0,957.0,2366.0,55604.0,51000.0
2003,12524.0,,3500.0,-1.0,,20.0,360.0,33.0,,3780.0,0.0,1393.0,67457.0,29985.0,-1.0,16938.0,3700.0,121350.0,950.0,0.0,7587.0,23763.0,43302.0,0.0,,23763.0,186720.0,327700.0,0.0,-1.0,1000.0,2011.0,64369.0,134000.0
2004,4112.0,,1821.0,-1.0,,23.0,220.0,50.0,,3835.0,0.0,1130.0,41289.0,16674.0,-1.0,10894.0,2900.0,93390.0,800.0,0.0,4962.0,26000.0,27802.0,0.0,,26000.0,186741.0,284500.0,0.0,-1.0,1200.0,2205.0,80000.0,181000.0
