,Cuba,Puerto Rico,Ghana,Haiti,Trinidad and Tobago,Fiji,Dominica,Panama,Togo,United Republic of Tanzania,Burundi,Samoa,Belize,Ethiopia,Kenya,Guyana,Costa Rica,Solomon Islands,Germany,Papua New Guinea,Comoros,Benin,Cayman Islands,Niue,Brazil,Burkina Faso,Sudan (former),South Sudan,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Gabon,Jamaica,Japan,Antigua and Barbuda,Ethiopia PDR,Sao Tome and Principe,Grenada,Wallis and Futuna Islands,Melanesia,Nicaragua,Polynesia,Democratic Republic of the Congo,Nigeria,Mali,Mauritania,Congo,Barbados,Martinique,Dominican Republic,Portugal,Tonga,Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Philippines,Guinea,Guadeloupe,Côte d'Ivoire,Rwanda,Cameroon,Liberia,Saint Kitts and Nevis
2003,109121.0,3269.0,3812800.0,191000.0,14.0,3800.0,8885.0,22746.0,614962.0,7623.0,9912.0,2590.0,470.0,222465.0,8007.0,2000.0,13874.0,30500.0,,290000.0,4000.0,2010699.0,19.0,122.0,233506.0,35487.0,137000.0,,600.0,246498.0,290194.0,8262.0,330000.0,172000.0,152238.0,177300.0,64.0,,1500.0,412.0,485.0,332562.0,1000.0,9598.0,85320.0,29697000.0,31020.0,2600.0,10972.0,1220.0,7370.0,24664.0,2075.0,5010.0,,1955.0,52485.0,1390.0,27884.0,24218.0,8800.0,4836961.0,9000.0,280326.0,20500.0,5.0
2004,141983.0,3274.0,3892259.0,199000.0,13.0,981.0,9389.0,23847.0,636305.0,7900.0,9912.0,2612.0,26.0,192611.0,7701.0,1700.0,20665.0,31000.0,,280000.0,4027.0,2257254.0,18.0,124.0,235630.0,89695.0,137000.0,,574.0,251941.0,310205.0,8274.0,350000.0,170000.0,136167.0,197900.0,70.0,,1553.0,420.0,496.0,320255.0,1000.0,8987.0,84860.0,31776000.0,12425.0,2605.0,11356.0,603.0,2082.0,16351.0,2147.0,4955.0,,2200.0,69878.0,800.0,28526.0,24826.0,2440.0,4996019.0,10000.0,286494.0,20653.0,5.0
2005,137055.0,2504.0,3923000.0,220000.0,13.0,2946.0,9957.0,27593.0,585427.0,7950.0,9912.0,2625.0,124.0,172413.0,7238.0,1500.0,20338.0,32000.0,,290000.0,4091.0,2083785.0,20.0,126.0,237314.0,18322.0,138000.0,,456.0,250000.0,279732.0,8288.0,362143.0,169000.0,107295.0,204100.0,79.0,,1600.0,452.0,511.0,333234.0,1000.0,9035.0,84900.0,34000000.0,47751.0,2604.0,11800.0,818.0,1934.0,16020.0,2203.0,4916.0,,2150.0,76857.0,858.0,29256.0,25434.0,5830.0,5160307.0,11000.0,343270.0,20900.0,5.0
2006,116000.0,2550.0,4288000.0,220000.0,2.0,2572.0,10603.0,26122.0,621055.0,8200.0,9912.0,2650.0,97.0,227151.0,8001.0,1300.0,49639.0,30000.0,,297000.0,4200.0,2239757.0,20.0,128.0,240000.0,22157.0,137000.0,,429.0,275000.0,260685.0,8000.0,370000.0,170000.0,123005.0,192200.0,85.0,,1667.0,468.0,530.0,337572.0,1000.0,8761.0,85940.0,36720000.0,77750.0,2800.0,12100.0,794.0,1800.0,25056.0,2500.0,4600.0,,2250.0,87243.0,853.0,30074.0,26057.0,3000.0,5568989.0,12928.0,366808.0,21000.0,14.0
2007,234000.0,2600.0,4375990.0,230000.0,3.0,2245.0,11636.0,25615.0,618212.0,8500.0,9901.0,2692.0,111.0,288264.0,6905.0,1250.0,25608.0,32000.0,,310000.0,4261.0,1921554.0,18.0,130.0,250000.0,19684.0,138501.0,,471.0,320000.0,261188.0,8000.0,376949.0,180000.0,113124.0,190400.0,91.0,,1696.0,485.0,560.0,352245.0,1000.0,8902.0,86990.0,31136000.0,85280.0,2810.0,12500.0,647.0,900.0,28578.0,2650.0,4700.0,,2500.0,88622.0,820.0,29265.0,26696.0,4815.0,5502340.0,13700.0,383212.0,21300.0,15.0
2008,241800.0,2358.0,4894850.0,235000.0,13.0,4031.0,11870.0,23760.0,648248.0,8944.0,9901.0,2755.0,91.0,228243.0,6123.0,1213.0,25242.0,34000.0,,314000.0,4358.0,2527342.0,23.0,134.0,246078.0,42295.0,141058.0,,504.0,325000.0,265752.0,10000.0,386674.0,185000.0,102284.0,181200.0,97.0,,1756.0,505.0,546.0,362031.0,1000.0,9101.0,88050.0,35017000.0,67110.0,2854.0,12900.0,280.0,2000.0,28920.0,2700.0,4789.0,,2300.0,91686.0,877.0,24185.0,27350.0,6600.0,5945375.0,14492.0,399615.0,20500.0,19.0
2009,334716.0,2005.0,5777850.0,292663.0,28.0,1222.0,12282.0,26093.0,704414.0,9385.0,9900.0,2953.0,65.0,406000.0,3984.0,1082.0,28674.0,35000.0,,322000.0,4462.0,2370863.0,24.0,137.0,246008.0,80868.0,140047.0,,508.0,330000.0,380843.0,8525.0,394203.0,188000.0,124516.0,167100.0,103.0,,2200.0,520.0,546.0,366747.0,1000.0,9274.0,89123.0,29091980.0,65433.0,2836.0,13500.0,824.0,467.0,27505.0,2458.0,4745.0,,2800.0,90855.0,892.0,22567.0,93199.0,6000.0,5313381.0,15205.0,466749.0,20075.0,18.0
2010,395461.0,1866.0,5960486.0,340000.0,18.0,1700.0,13200.0,21768.0,710481.0,9750.0,9917.0,3037.0,91.0,339740.0,8035.0,799.0,29580.0,35000.0,,325000.0,4851.0,2624010.0,26.0,141.0,246707.0,97630.0,140600.0,,473.0,359076.0,393763.0,8000.0,435000.0,190000.0,136785.0,173400.0,109.0,,2300.0,529.0,560.0,369700.0,1000.0,9350.0,90229.0,37328180.0,90138.0,2850.0,13651.0,807.0,128.0,27703.0,2348.0,4706.0,,2024.0,93979.0,907.0,21906.0,102686.0,5217.0,5392370.0,20663.0,499564.0,19500.0,27.0
2011,349692.0,1744.0,6295453.0,327098.0,78.0,5933.0,13000.0,22402.0,727749.0,9800.0,9898.0,3074.0,95.0,315242.0,9635.0,258.0,29580.0,35000.0,,340000.0,4510.0,2734861.0,28.0,145.0,246122.0,99730.0,141153.0,,474.0,400000.0,396613.0,8000.0,447314.0,195000.0,134620.0,165900.0,115.0,,2350.0,541.0,529.0,388933.0,1000.0,9339.0,91334.0,33134172.0,89635.0,2864.0,14268.0,243.0,137.0,28196.0,2279.0,4670.0,,2207.0,104295.0,922.0,17844.0,77855.0,4235.0,5531865.0,18725.0,517069.0,21000.0,37.0
2012,366182.0,1632.0,6638867.0,298438.0,33.0,5894.0,14000.0,23567.0,864408.0,10000.0,6309.0,3089.0,44.0,1117733.0,10143.0,293.0,29580.0,44000.0,,345000.0,4216.0,2810745.0,31.0,150.0,246000.0,113345.0,,43000.0,546.0,420000.0,344820.0,6000.0,460000.0,200000.0,145059.0,166100.0,125.0,,1950.0,550.0,500.0,400894.0,1000.0,9639.0,95196.0,32318900.0,82949.0,3000.0,14213.0,348.0,137.0,28584.0,1900.0,5000.0,150000.0,2436.0,70501.0,900.0,15799.0,121638.0,3698.0,5674696.0,42469.0,537802.0,21500.0,40.0
2013,377771.0,1519.0,7074574.0,424839.0,15.0,4796.0,13500.0,19895.0,661200.0,10000.0,5000.0,3139.0,115.0,1193538.0,13569.0,826.0,25150.0,45000.0,,350000.0,4330.0,2958753.0,44.0,155.0,245000.0,91577.0,,48800.0,594.0,430000.0,365556.0,6000.0,470000.0,210000.0,138834.0,159800.0,128.0,,2000.0,570.0,500.0,405796.0,1000.0,10045.0,97709.0,35618420.0,79173.0,3000.0,15072.0,749.0,212.0,26734.0,2000.0,5250.0,160000.0,2827.0,50487.0,1000.0,14770.0,130780.0,3343.0,5731719.0,78681.0,556647.0,21500.0,52.0
2014,399369.0,1407.0,7119000.0,476667.0,103.0,3083.0,13875.0,19079.0,786394.0,9981.0,9786.0,3190.0,104.0,1448835.0,20028.0,785.0,23940.0,45476.0,,355035.0,4441.0,3220654.0,34.0,156.0,247000.0,43953.0,,51000.0,502.0,443558.0,307551.0,5929.0,478764.0,212278.0,135302.0,164800.0,132.0,,2101.0,580.0,525.0,409522.0,1000.0,9412.0,100406.0,45004340.0,81874.0,2879.0,14986.0,567.0,272.0,25181.0,2243.0,4553.0,165000.0,2890.0,50617.0,988.0,15245.0,136125.0,3055.0,5808972.0,54718.0,579326.0,21437.0,60.0
