,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Brazil,Australia,United Republic of Tanzania,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Uzbekistan,Portugal,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,United Arab Emirates,Madagascar,Luxembourg,Israel,Belgium,Turkmenistan,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Liechtenstein,Viet Nam,"China, mainland",Russian Federation,Italy,India,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Czechoslovakia,Serbia,Tajikistan,Armenia,Germany,Namibia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Kuwait,Czechia,Argentina,Paraguay,Georgia,Cuba,Austria,Bahrain,Morocco,Ethiopia PDR,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Réunion,Thailand,Lithuania,Netherlands,Turkey,Republic of Moldova,Belgium-Luxembourg
1961,1831.0,-1.0,-1.0,16000.0,-1.0,242826.0,450942.0,534975.0,-1.0,-1.0,-1.0,1420137.0,-1.0,5599.0,-1.0,1063000.0,540305.0,950000.0,500.0,1845000.0,-1.0,-1.0,1850.0,-1.0,63300.0,-1.0,-1.0,117800.0,115000.0,-1.0,106000.0,-1.0,71831.0,5125.0,4500.0,7100.0,90000.0,-1.0,-1.0,853000.0,591296.0,-1.0,-1.0,-1,130.0,-1.0,70000.0,-1.0,8467000.0,70000.0,-1.0,9000.0,56456.0,18700.0,-1.0,61789.0,-1.0,-1.0,-1.0,482500.0,-1.0,-1.0,38663.0,174500.0,225000.0,45000.0,-1.0,130810.0,3298000.0,5330.0,579260.0,2952820.0,420000.0,24700.0,-1.0,-1.0,2174000.0,8000.0,-1.0,-1.0,171000.0,80.0,357000.0,-1.0,-1.0,72756.0,2235000.0,751700.0,258.0,-1.0,78400.0,247000.0,43412.0,-1.0,7491000.0,516553.0,200.0,650.0,-1,9008.0,3189000.0,-1.0,27500.0
1962,2200.0,-1.0,-1.0,17000.0,-1.0,254903.0,400601.0,637978.0,-1.0,-1.0,-1.0,1596070.0,-1.0,7500.0,-1.0,2091000.0,644536.0,1130000.0,500.0,1668000.0,-1.0,-1.0,1850.0,-1.0,72500.0,-1.0,-1.0,112600.0,114657.0,-1.0,120172.0,-1.0,86200.0,2922.0,5000.0,6900.0,85000.0,-1.0,-1.0,972000.0,551045.0,-1.0,-1.0,-1,100.0,-1.0,84000.0,-1.0,10966000.0,75000.0,-1.0,9000.0,61900.0,18700.0,-1.0,42642.0,-1.0,-1.0,-1.0,530300.0,-1.0,-1.0,41927.0,194200.0,225000.0,45000.0,-1.0,127000.0,3870000.0,6558.0,1053197.0,2937915.0,440000.0,12900.0,-1.0,-1.0,2460000.0,11000.0,-1.0,-1.0,129000.0,80.0,304000.0,-1.0,-1.0,70487.0,2972000.0,1032100.0,178.0,-1.0,79000.0,275400.0,48800.0,-1.0,11505000.0,543864.0,200.0,650.0,-1,8278.0,3382000.0,-1.0,30000.0
1963,2129.0,-1.0,-1.0,17000.0,-1.0,159210.0,506802.0,478990.0,-1.0,-1.0,-1.0,1118190.0,-1.0,6439.0,-1.0,1787000.0,485910.0,1220000.0,1000.0,1696000.0,-1.0,-1.0,2000.0,-1.0,59200.0,-1.0,-1.0,122700.0,127900.0,-1.0,105412.0,-1.0,87129.0,3827.0,5500.0,5800.0,90000.0,-1.0,-1.0,803000.0,736482.0,-1.0,-1.0,-1,70.0,-1.0,85000.0,-1.0,8698000.0,80000.0,-1.0,10000.0,59570.0,19200.0,-1.0,65600.0,-1.0,-1.0,-1.0,814600.0,-1.0,-1.0,48434.0,176700.0,225000.0,45000.0,-1.0,63000.0,4108000.0,6920.0,1158328.0,3440949.0,460000.0,20300.0,-1.0,-1.0,2678000.0,11000.0,-1.0,-1.0,234000.0,100.0,392000.0,-1.0,-1.0,81650.0,2572000.0,936500.0,167.0,-1.0,58700.0,278200.0,20160.0,-1.0,8775000.0,626547.0,200.0,650.0,-1,6673.0,2693000.0,-1.0,30200.0
1964,3559.0,-1.0,-1.0,18000.0,-1.0,230278.0,403069.0,665300.0,-1.0,-1.0,-1.0,1331198.0,200.0,10936.0,-1.0,1874000.0,673330.0,1250000.0,1000.0,1416000.0,-1.0,-1.0,2000.0,-1.0,83300.0,-1.0,-1.0,129500.0,119266.0,-1.0,91042.0,-1.0,103559.0,2985.0,6000.0,5400.0,100000.0,-1.0,-1.0,852000.0,926543.0,-1.0,-1.0,-1,110.0,-1.0,100000.0,-1.0,10358000.0,90000.0,-1.0,10000.0,55723.0,19200.0,-1.0,100317.0,-1.0,-1.0,-1.0,970000.0,-1.0,-1.0,54247.0,207400.0,265000.0,45000.0,-1.0,95250.0,5513000.0,8030.0,906744.0,3155186.0,480000.0,17100.0,-1.0,-1.0,2544000.0,11500.0,-1.0,-1.0,403404.0,100.0,401000.0,-1.0,-1.0,86905.0,2629000.0,897500.0,139.0,-1.0,76900.0,255300.0,38678.0,-1.0,9588000.0,620763.0,200.0,650.0,-1,6239.0,2790000.0,-1.0,32700.0
1965,3392.0,-1.0,-1.0,19000.0,-1.0,205674.0,550892.0,690531.0,-1.0,-1.0,-1.0,1480983.0,200.0,18563.0,-1.0,2019000.0,699205.0,1120000.0,1000.0,1902000.0,-1.0,-1.0,2000.0,-1.0,80300.0,-1.0,-1.0,125900.0,131600.0,-1.0,90047.0,-1.0,103392.0,4267.0,6500.0,5000.0,83800.0,-1.0,-1.0,630000.0,426982.0,-1.0,-1.0,-1,100.0,-1.0,100000.0,-1.0,10675000.0,100000.0,-1.0,10000.0,55369.0,19800.0,-1.0,39152.0,-1.0,-1.0,-1.0,680000.0,-1.0,-1.0,57158.0,224700.0,287000.0,45000.0,-1.0,127000.0,4376000.0,8674.0,1333909.0,3947430.0,500000.0,20200.0,-1.0,-1.0,2342000.0,12000.0,-1.0,-1.0,197107.0,100.0,507000.0,-1.0,-1.0,97879.0,3723000.0,921300.0,477.0,-1.0,79200.0,239700.0,42900.0,-1.0,10521000.0,807212.0,200.0,650.0,-1,6164.0,3350000.0,-1.0,27000.0
1966,3784.0,-1.0,-1.0,19000.0,-1.0,202000.0,522640.0,591459.0,-1.0,-1.0,-1.0,1479638.0,300.0,22631.0,-1.0,1287000.0,600459.0,1230000.0,1500.0,931300.0,-1.0,-1.0,2400.0,-1.0,76000.0,-1.0,-1.0,110100.0,160088.0,-1.0,118014.0,-1.0,101784.0,3454.0,7000.0,6000.0,75988.0,-1.0,-1.0,836000.0,568868.0,-1.0,-1.0,-1,80.0,-1.0,98000.0,-1.0,10150000.0,110000.0,-1.0,10000.0,55938.0,20900.0,-1.0,58871.0,-1.0,-1.0,-1.0,649200.0,-1.0,-1.0,55581.0,230300.0,315000.0,65000.0,393.0,142240.0,4958300.0,9000.0,1081041.0,3387706.0,520000.0,21000.0,-1.0,-1.0,2777000.0,12000.0,-1.0,-1.0,206510.0,40.0,362000.0,-1.0,-1.0,105892.0,3378000.0,954100.0,409.0,-1.0,79690.0,166400.0,54100.0,-1.0,9612413.0,767760.0,200.0,650.0,-1,5110.0,3100000.0,-1.0,29000.0
1967,4858.0,-1.0,-1.0,20000.0,-1.0,213526.0,500791.0,694748.0,-1.0,-1.0,-1.0,1352835.0,300.0,25083.0,-1.0,1388000.0,704728.0,1160000.0,1500.0,889000.0,-1.0,-1.0,2300.0,-1.0,82000.0,-1.0,-1.0,125800.0,141300.0,-1.0,117000.0,-1.0,94858.0,4368.0,7500.0,6000.0,88321.0,-1.0,-1.0,863000.0,791467.0,-1.0,-1.0,-1,60.0,-1.0,90000.0,-1.0,11692000.0,115000.0,-1.0,11000.0,53879.0,22000.0,-1.0,93380.0,-1.0,-1.0,-1.0,819300.0,-1.0,-1.0,60830.0,264100.0,372000.0,68000.0,491.0,147320.0,3730900.0,9980.0,923282.0,2777979.0,550000.0,22500.0,-1.0,-1.0,3624000.0,13500.0,-1.0,-1.0,368502.0,40.0,238000.0,-1.0,-1.0,102609.0,3441000.0,910200.0,492.0,-1.0,71676.0,148600.0,48500.0,-1.0,9565882.0,803960.0,200.0,650.0,-1,6460.0,3500000.0,-1.0,28200.0
1968,6801.0,-1.0,-1.0,22000.0,-1.0,212571.0,539036.0,638611.0,-1.0,-1.0,-1.0,1714201.0,300.0,27537.0,-1.0,1642000.0,651056.0,1270000.0,1500.0,1399000.0,-1.0,-1.0,2550.0,-1.0,71900.0,-1.0,-1.0,134400.0,119000.0,-1.0,117000.0,-1.0,106801.0,3759.0,8000.0,6300.0,83609.0,-1.0,-1.0,943000.0,835334.0,-1.0,-1.0,-1,120.0,-1.0,100000.0,-1.0,10320000.0,120000.0,-1.0,10900.0,55862.0,23100.0,-1.0,110734.0,-1.0,-1.0,-1.0,816500.0,-1.0,-1.0,55152.0,269000.0,375000.0,70000.0,614.0,168656.0,3841000.0,12445.0,1335915.0,3219596.0,520000.0,22700.0,3.0,-1.0,2590000.0,12000.0,-1.0,-1.0,352008.0,40.0,310000.0,-1.0,-1.0,110506.0,4472000.0,1167105.0,936.0,-1.0,30500.0,139100.0,57800.0,-1.0,10227603.0,918835.0,200.0,650.0,-1,5682.0,3725000.0,-1.0,26500.0
1969,6879.0,-1.0,-1.0,22000.0,-1.0,248234.0,483443.0,553411.0,419.0,-1.0,-1.0,1683194.0,300.0,37407.0,-1.0,1173120.0,568807.0,1499220.0,2000.0,1237000.0,-1.0,-1.0,2680.0,-1.0,80400.0,-1.0,-1.0,105200.0,114000.0,-1.0,110000.0,-1.0,101879.0,4368.0,8500.0,6500.0,76640.0,-1.0,-1.0,709000.0,938971.0,-1.0,-1.0,-1,90.0,-1.0,95000.0,-1.0,11163000.0,125000.0,-1.0,11600.0,65982.0,24200.0,-1.0,117121.0,-1.0,-1.0,-1.0,802800.0,-1.0,-1.0,56344.0,244000.0,379000.0,73000.0,741.0,203200.0,3985600.0,15396.0,1285294.0,3535759.0,603000.0,24100.0,5.0,-1.0,2354000.0,12000.0,-1.0,-1.0,321900.0,50.0,160000.0,3000.0,-1.0,118158.0,4181000.0,1189364.0,1285.0,-1.0,14234.0,130000.0,59700.0,-1.0,7919224.0,922660.0,210.0,1300.0,-1,4713.0,3635000.0,-1.0,27500.0
1970,11156.0,-1.0,-1.0,24000.0,-1.0,206574.0,598016.0,757668.0,839.0,-1.0,-1.0,1558359.0,300.0,34145.0,-1.0,1632064.0,774418.0,1101166.0,2000.0,1275000.0,-1.0,-1.0,2585.0,-1.0,60700.0,-1.0,-1.0,165364.0,137000.0,-1.0,108000.0,-1.0,96156.0,3556.0,9000.0,6500.0,101753.0,-1.0,-1.0,668000.0,742601.0,-1.0,-1.0,-1,120.0,-1.0,85000.0,-1.0,10724000.0,130000.0,-1.0,12100.0,56243.0,10000.0,-1.0,137547.0,-1.0,-1.0,-1.0,1335000.0,-1.0,-1.0,65543.0,234200.0,364000.0,75000.0,685.0,182880.0,4139700.0,16750.0,1039812.0,2815279.0,630000.0,24100.0,9.0,-1.0,2668000.0,12000.0,-1.0,-1.0,439950.0,50.0,202600.0,3000.0,-1.0,178467.0,4011000.0,759877.0,1203.0,-1.0,26280.0,90000.0,65000.0,-1.0,11617697.0,682783.0,210.0,1300.0,-1,4927.0,3850000.0,-1.0,43000.0
1971,20227.0,-1.0,-1.0,26000.0,-1.0,208864.0,502295.0,548000.0,1258.0,-1.0,-1.0,1465272.0,500.0,33620.0,-1.0,1300000.0,565750.0,1096000.0,2500.0,1295000.0,-1.0,10.0,3280.0,-1.0,66600.0,-1.0,-1.0,115400.0,135000.0,-1.0,128000.0,-1.0,124227.0,5000.0,9500.0,7450.0,115023.0,-1.0,-1.0,910000.0,745340.0,-1.0,-1.0,-1,70.0,-1.0,104000.0,-1.0,10026000.0,135000.0,-1.0,13200.0,62824.0,30000.0,-1.0,129852.0,-1.0,-1.0,-1.0,1084900.0,-1.0,-1.0,70209.0,242400.0,293000.0,78024.0,788.0,184912.0,4017600.0,17750.0,1058953.0,3623658.0,650000.0,25100.0,9.0,-1.0,2886000.0,12400.0,-1.0,-1.0,250000.0,60.0,275600.0,3000.0,-1.0,182280.0,4467000.0,1111200.0,2026.0,-1.0,18647.0,154000.0,52000.0,-1.0,9580758.0,835287.0,210.0,1700.0,-1,4280.0,3853000.0,-1.0,24500.0
1972,22745.0,-1.0,-1.0,28795.0,-1.0,207515.0,564200.0,826956.0,1677.0,-1.0,-1.0,1368000.0,800.0,48057.0,-1.0,1187000.0,841092.0,1139648.0,2500.0,761000.0,-1.0,20.0,3000.0,-1.0,81400.0,-1.0,-1.0,130900.0,140000.0,-1.0,164000.0,-1.0,123745.0,5000.0,10000.0,8360.0,109396.0,-1.0,-1.0,1037000.0,844390.0,-1.0,-1.0,-1,70.0,-1.0,101000.0,-1.0,9458400.0,138000.0,-1.0,18000.0,58932.0,35000.0,-1.0,152814.0,-1.0,-1.0,-1.0,1006600.0,-1.0,-1.0,56425.0,268700.0,360000.0,120000.0,854.0,167640.0,4565800.0,14136.0,933204.0,2339300.0,779000.0,22100.0,11.0,-1.0,2600000.0,12800.0,-1.0,-1.0,369000.0,60.0,264000.0,3000.0,-1.0,190976.0,2786000.0,1055200.0,1148.0,-1.0,18155.0,162000.0,57000.0,-1.0,8997215.0,821811.0,210.0,2000.0,-1,3700.0,3434000.0,-1.0,30100.0
1973,18066.0,-1.0,-1.0,34973.0,-1.0,147049.0,495384.0,603200.0,2097.0,-1.0,-1.0,1407180.0,900.0,56862.0,-1.0,1557252.0,628200.0,1449814.0,3000.0,794000.0,-1.0,45.0,2780.0,-1.0,77900.0,-1.0,-1.0,169000.0,142000.0,-1.0,166000.0,-1.0,133066.0,5000.0,11000.0,10962.0,107490.0,-1.0,-1.0,953000.0,1016000.0,-1.0,-1.0,-1,110.0,-1.0,115000.0,-1.0,11842000.0,140000.0,-1.0,16500.0,61569.0,35000.0,-1.0,197852.0,-1.0,-1.0,-1.0,1444100.0,-1.0,-1.0,59881.0,271000.0,385000.0,170000.0,1155.0,96520.0,6508500.0,25000.0,1298938.0,3808659.0,804000.0,28300.0,11.0,-1.0,2610000.0,12160.0,-1.0,-1.0,341912.0,60.0,282400.0,3000.0,-1.0,217619.0,4583000.0,1576300.0,693.0,-1.0,22244.0,160000.0,61000.0,-1.0,12543626.0,845888.0,210.0,2100.0,-1,3200.0,3344000.0,-1.0,34500.0
1974,18544.0,-1.0,-1.0,30682.0,-1.0,249598.0,563510.0,552200.0,2516.0,-1.0,-1.0,1558450.0,1000.0,59199.0,-1.0,1948000.0,576200.0,1080261.0,3000.0,837000.0,-1.0,60.0,3710.0,-1.0,74600.0,-1.0,-1.0,99500.0,140000.0,-1.0,227000.0,-1.0,122544.0,5000.0,12000.0,15272.0,118533.0,-1.0,-1.0,808000.0,689716.0,-1.0,-1.0,-1,70.0,-1.0,104000.0,-1.0,11809000.0,90000.0,-1.0,16870.0,64159.0,31000.0,-1.0,137622.0,-1.0,-1.0,-1.0,918700.0,-1.0,-1.0,72430.0,294900.0,407000.0,220000.0,1457.0,147320.0,5859600.0,24000.0,1090137.0,3809067.0,908000.0,28400.0,12.0,-1.0,3528000.0,13380.0,-1.0,-1.0,236719.0,70.0,290000.0,3000.0,-1.0,237744.0,4608000.0,1087180.0,794.0,-1.0,17831.0,180000.0,62000.0,-1.0,11524000.0,739099.0,210.0,2700.0,-1,3100.0,3346800.0,-1.0,27500.0
1975,16475.0,-1.0,-1.0,61262.0,-1.0,281044.0,580586.0,727800.0,2935.0,-1.0,-1.0,1503870.0,1100.0,49878.0,-1.0,1302500.0,752042.0,1029366.0,3500.0,587000.0,-1.0,80.0,10010.0,-1.0,75500.0,-1.0,-1.0,108900.0,154282.0,-1.0,225000.0,-1.0,139475.0,6000.0,14000.0,12452.0,90000.0,-1.0,-1.0,767000.0,813121.0,-1.0,-1.0,-1,100.0,-1.0,123000.0,-1.0,10916600.0,95000.0,-1.0,17700.0,63118.0,40000.0,-1.0,208829.0,-1.0,-1.0,-1.0,1247500.0,-1.0,-1.0,76774.0,284200.0,420000.0,270000.0,2077.0,172720.0,5202100.0,24242.0,885439.0,3961111.0,910000.0,28772.0,11.0,-1.0,3100000.0,14050.0,-1.0,-1.0,384943.0,70.0,257000.0,3000.0,-1.0,247072.0,5400000.0,1181948.0,636.0,-1.0,11100.0,171000.0,64000.0,-1.0,10000000.0,874159.0,200.0,2700.0,-1,2600.0,3247000.0,-1.0,29000.0
1976,15861.0,-1.0,-1.0,41665.0,-1.0,319417.0,628020.0,711900.0,3355.0,-1.0,-1.0,1454170.0,1300.0,66488.0,-1.0,1318000.0,738908.0,1204412.0,3500.0,518000.0,-1.0,100.0,11610.0,-1.0,77500.0,-1.0,-1.0,155700.0,133196.0,-1.0,307598.0,-1.0,132861.0,4500.0,15000.0,13879.0,85000.0,-1.0,-1.0,841000.0,741809.0,-1.0,-1.0,-1,100.0,-1.0,117000.0,-1.0,10546800.0,95400.0,-1.0,20755.0,63703.0,42000.0,-1.0,209241.0,-1.0,-1.0,-1.0,1169000.0,-1.0,-1.0,80682.0,304100.0,471000.0,320000.0,2880.0,167640.0,4174900.0,27008.0,1206956.0,3990077.0,910000.0,29601.0,12.0,-1.0,3760000.0,14410.0,-1.0,-1.0,413048.0,70.0,249500.0,3000.0,-1.0,282669.0,5442000.0,1535700.0,649.0,-1.0,13688.0,139000.0,67000.0,-1.0,11100000.0,890369.0,210.0,2800.0,-1,1900.0,3080000.0,-1.0,25150.0
1977,13724.0,-1.0,-1.0,42329.0,-1.0,352981.0,659690.0,728384.0,3774.0,-1.0,-1.0,1424900.0,1500.0,57962.0,-1.0,949017.0,758384.0,1217000.0,4000.0,370000.0,-1.0,124.0,13245.0,-1.0,70000.0,-1.0,-1.0,168600.0,104918.0,-1.0,248000.0,-1.0,104724.0,5500.0,16416.0,15824.0,80000.0,-1.0,-1.0,940000.0,919656.0,-1.0,-1.0,-1,90.0,-1.0,91000.0,-1.0,10113700.0,150630.0,-1.0,21000.0,55009.0,47000.0,-1.0,238283.0,-1.0,-1.0,-1.0,1402500.0,-1.0,-1.0,63781.0,326500.0,430000.0,360000.0,4359.0,155448.0,3575000.0,30000.0,868017.0,3898850.0,917000.0,29222.0,21.0,-1.0,3400000.0,14120.0,-1.0,-1.0,369348.0,79.0,242600.0,3000.0,260.0,299808.0,4255000.0,1459100.0,427.0,-1.0,33802.0,110000.0,64000.0,-1.0,7773000.0,736412.0,220.0,7000.0,-1,1800.0,3180000.0,-1.0,26410.0
1978,17530.0,-1.0,-1.0,55877.0,70.0,345776.0,666594.0,693600.0,4194.0,-1.0,-1.0,1487400.0,1577.0,55555.0,-1.0,925000.0,728600.0,1080000.0,5000.0,263000.0,-1.0,193.0,12100.0,-1.0,76300.0,-1.0,-1.0,102700.0,77308.0,-1.0,274000.0,-1.0,121530.0,4000.0,16615.0,14512.0,130000.0,-1.0,-1.0,955000.0,785523.0,-1.0,-1.0,-1,60.0,-1.0,104000.0,-1.0,11182700.0,166000.0,-1.0,25115.0,51160.0,45000.0,-1.0,228913.0,-1.0,-1.0,-1.0,985100.0,-1.0,-1.0,84290.0,327700.0,440000.0,423820.0,4473.0,182880.0,4688000.0,35000.0,1100292.0,4142840.0,924000.0,28686.0,20.0,-1.0,2800000.0,15530.0,-1.0,-1.0,479000.0,90.0,230000.0,3000.0,260.0,427113.0,5498000.0,1320649.0,399.0,-1.0,45358.0,105086.0,72000.0,-1.0,8711000.0,907528.0,240.0,9000.0,-1,1600.0,3496000.0,-1.0,16450.0
1979,43448.0,-1.0,-1.0,62375.0,96.0,286922.0,703814.0,716400.0,4613.0,-1.0,-1.0,1388940.0,1636.0,53934.0,-1.0,2000000.0,756400.0,1313000.0,6000.0,386000.0,-1.0,199.0,7970.0,-1.0,72200.0,-1.0,-1.0,144700.0,108943.0,-1.0,242311.0,-1.0,169148.0,4500.0,17790.0,16000.0,135000.0,-1.0,-1.0,1050000.0,838639.0,-1.0,-1.0,-1,90.0,-1.0,125700.0,-1.0,13038900.0,182160.0,-1.0,24555.0,50767.0,49000.0,-1.0,206215.0,-1.0,-1.0,-1.0,1104400.0,-1.0,-1.0,73313.0,352000.0,442000.0,300000.0,5172.0,203200.0,7638300.0,40000.0,1010262.0,4525940.0,924000.0,29222.0,12.0,-1.0,3452505.0,16300.0,-1.0,-1.0,395000.0,100.0,238900.0,3000.0,262.0,411467.0,6087000.0,1486220.0,391.0,-1.0,22996.0,129000.0,66000.0,-1.0,12480000.0,971479.0,260.0,14600.0,-1,1300.0,3500000.0,-1.0,14100.0
1980,49932.0,-1.0,-1.0,56699.0,96.0,355704.0,445961.0,865300.0,5032.0,-1.0,-1.0,1521010.0,1938.0,56764.0,-1.0,1440000.0,902217.0,1574000.0,8000.0,407000.0,-1.0,21.0,8920.0,-1.0,76400.0,-1.0,-1.0,109800.0,80313.0,-1.0,299131.0,-1.0,159932.0,4000.0,18025.0,14152.0,140000.0,-1.0,-1.0,1050000.0,898198.0,-1.0,-1.0,-1,70.0,-1.0,110000.0,-1.0,13244500.0,195850.0,-1.0,24175.0,56496.0,55000.0,-1.0,221344.0,-1.0,-1.0,-1.0,625700.0,-1.0,-1.0,74854.0,323200.0,459000.0,159000.0,5477.0,208280.0,6721400.0,36917.0,951548.0,5075760.0,1100000.0,26193.0,20.0,-1.0,3086772.0,18000.0,-1.0,-1.0,439000.0,100.0,200000.0,3000.0,260.0,443516.0,6627000.0,1236600.0,420.0,-1.0,18188.0,135000.0,68000.0,-1.0,10321000.0,1101580.0,270.0,21000.0,-1,1200.0,3600000.0,-1.0,11460.0
1981,68818.0,-1.0,-1.0,60537.0,78.0,409413.0,663149.0,743400.0,5452.0,-1.0,-1.0,1602190.0,2623.0,71724.0,-1.0,1270000.0,782600.0,1313000.0,7000.0,400000.0,-1.0,25.0,8070.0,-1.0,83700.0,-1.0,-1.0,111600.0,135000.0,-1.0,297977.0,-1.0,216818.0,3500.0,20800.0,26640.0,150000.0,-1.0,-1.0,1100000.0,627881.0,-1.0,-1.0,-1,50.0,-1.0,148000.0,-1.0,10906000.0,208000.0,-1.0,23570.0,55034.0,64641.0,-1.0,139468.0,-1.0,-1.0,-1.0,966500.0,-1.0,-1.0,73026.0,309900.0,455000.0,201000.0,6031.0,213360.0,5402503.0,39200.0,1126246.0,4044390.0,1372180.0,26229.0,18.0,-1.0,2929914.0,18000.0,-1.0,-1.0,350000.0,100.0,259000.0,3000.0,270.0,598991.0,7208000.0,1754729.0,455.0,-1.0,25773.0,105000.0,70300.0,-1.0,8610000.0,1031340.0,270.0,18200.0,-1,1100.0,3700000.0,-1.0,17280.0
1982,54737.0,-1.0,-1.0,44166.0,99.0,422999.0,688928.0,884922.0,5871.0,-1.0,-1.0,1569140.0,2500.0,94809.0,-1.0,1471000.0,934272.0,1780000.0,5000.0,255000.0,-1.0,34.0,8420.0,-1.0,86400.0,-1.0,-1.0,238500.0,113993.0,-1.0,305664.0,-1.0,240737.0,3600.0,21200.0,14704.0,161000.0,-1.0,-1.0,1150000.0,1046508.0,-1.0,-1.0,-1,130.0,-1.0,186000.0,-1.0,11448600.0,250000.0,-1.0,23315.0,49418.0,68265.0,-1.0,274863.0,-1.0,-1.0,-1.0,2079400.0,-1.0,-1.0,74118.0,338300.0,444000.0,250000.0,7240.0,201168.0,6028000.0,49350.0,1246212.0,5946690.0,1420653.0,26095.0,16.0,-1.0,3571000.0,19020.0,-1.0,-1.0,700000.0,100.0,170000.0,3000.0,250.0,612135.0,7837000.0,2192242.0,478.0,-1.0,26795.0,91000.0,79900.0,-1.0,11540000.0,1176090.0,270.0,14500.0,-1,900.0,3650000.0,-1.0,37600.0
1983,84316.0,-1.0,-1.0,42316.0,194.0,388837.0,577480.0,768067.0,6290.0,-1.0,-1.0,1680690.0,2322.0,131111.0,-1.0,1214000.0,835667.0,1611000.0,5000.0,315000.0,-1.0,64.0,9045.0,-1.0,93700.0,-1.0,-1.0,209000.0,105165.0,-1.0,344000.0,-1.0,331416.0,4000.0,15360.0,20770.0,172000.0,-1.0,-1.0,1000000.0,978817.0,-1.0,-1.0,-1,130.0,-1.0,247100.0,-1.0,12974700.0,237020.0,-1.0,22805.0,45467.0,72057.0,-1.0,316915.0,-1.0,-1.0,-1.0,1760500.0,-1.0,-1.0,84791.0,323700.0,434000.0,260000.0,7447.0,210000.0,5119100.0,67600.0,1000230.0,5009000.0,1421065.0,26405.0,14.0,-1.0,3504470.0,20923.0,-1.0,-1.0,528000.0,100.0,199200.0,3000.0,260.0,599545.0,6443000.0,1711129.0,450.0,-1.0,25800.0,105000.0,82000.0,-1.0,9930000.0,1244790.0,300.0,16939.0,-1,900.0,3400000.0,-1.0,28000.0
1984,70798.0,-1.0,-1.0,76777.0,239.0,400155.0,603172.0,840866.0,6710.0,-1.0,-1.0,1710810.0,2600.0,124676.0,-1.0,1210000.0,889816.0,1416280.0,5000.0,415000.0,-1.0,63.0,9500.0,-1.0,91800.0,-1.0,-1.0,153400.0,116794.0,-1.0,357000.0,-1.0,364798.0,3400.0,11715.0,19196.0,160000.0,-1.0,-1.0,900000.0,800496.0,-1.0,-1.0,-1,80.0,-1.0,294000.0,-1.0,10751200.0,270390.0,-1.0,19958.0,35600.0,82037.0,-1.0,234191.0,-1.0,-1.0,-1.0,1079100.0,-1.0,-1.0,94208.0,310400.0,418000.0,460000.0,8889.0,198500.0,5632200.0,48950.0,1119707.0,4725000.0,1409205.0,26900.0,12.0,-1.0,2638509.0,22388.0,-1.0,-1.0,360000.0,100.0,229900.0,3000.0,146.0,539223.0,8144000.0,1751576.0,438.0,-1.0,8616.0,112000.0,70000.0,-1.0,9334000.0,1225330.0,300.0,19000.0,-1,700.0,3300000.0,-1.0,27530.0
1985,85587.0,-1.0,-1.0,80073.0,633.0,486417.0,712182.0,889638.0,7129.0,-1.0,-1.0,1680468.0,2194.0,149912.0,-1.0,1383000.0,967518.0,962254.0,5000.0,469000.0,-1.0,97.0,9700.0,-1.0,80500.0,-1.0,-1.0,162300.0,120000.0,-1.0,395000.0,-1.0,446997.0,3400.0,15950.0,20000.0,170000.0,-1.0,-1.0,1000000.0,465959.0,-1.0,-1.0,-1,60.0,-1.0,361410.0,-1.0,9583700.0,275660.0,-1.0,17935.0,51613.0,80924.0,-1.0,36369.0,-1.0,-1.0,-1.0,815000.0,-1.0,-1.0,76636.0,311300.0,408000.0,440000.0,9339.0,210000.0,5450240.0,77880.0,905384.0,5095000.0,1511654.0,28600.0,12.0,-1.0,2252870.0,23060.0,-1.0,-1.0,170000.0,100.0,261800.0,3000.0,128.0,592750.0,5751000.0,823800.0,213.0,-1.0,26200.0,120000.0,80400.0,-1.0,8970000.0,1148690.0,270.0,22000.0,-1,600.0,3300000.0,-1.0,16760.0
