,Paraguay,Saint Kitts and Nevis,Kenya,Timor-Leste,Peru,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Burkina Faso,Malaysia,India,Melanesia,Armenia,Dominican Republic,Philippines,South Sudan,Brazil,Australia & New Zealand,Thailand,Ethiopia,Indonesia,Pakistan,Liberia,Spain,Zambia,Zimbabwe,Iran (Islamic Republic of),Malawi,Venezuela (Bolivarian Republic of),Cyprus,Papua New Guinea,Antigua and Barbuda,New Zealand,Yemen,Guyana,Seychelles,Bahamas,Bangladesh,French Polynesia,Algeria,United Arab Emirates,Senegal,Madagascar,Turkey,French Guiana,Suriname,Kiribati,Costa Rica,Guinea,Cuba,Guadeloupe,Fiji,Rwanda,Morocco,Mexico,Ecuador,Egypt,Israel,Réunion,Vanuatu,China,Tunisia,Côte d'Ivoire,Colombia,Polynesia,Sudan (former),Tonga,Jamaica,United Republic of Tanzania,Saint Lucia,Samoa,Australia,France,Jordan,Micronesia,Tuvalu,"China, mainland",Nauru,Haiti,Wallis and Futuna Islands,Barbados
2005,2470.0,240.0,3806.0,197.0,18500.0,48994.0,2571.0,168.0,1200.0,1550.0,26506.0,355100.0,411.0,510.0,3317.0,356771.0,-1.0,35820.0,1212.0,442860.0,4138.0,202657.0,62256.0,590.0,2800.0,15196.0,158.0,1.0,273.0,3276.0,87.0,235.0,650.0,453.0,621.0,900.0,37.0,545.0,40000.0,190.0,-1,-1,1037.0,45000.0,-1,110.0,-1.0,78.0,760.0,7317.0,226.0,209.0,0.0,1293.0,61.0,45000.0,1557.0,1444.0,1902.0,797.0,176.0,668994.0,10354.0,33176.0,42973.0,4660.0,8040.0,350.0,5228.0,19006.0,444.0,3300.0,759.0,-1,116.0,140.0,66.0,620000.0,63.0,199.0,586.0,175.0
2006,2477.0,245.0,3755.0,197.0,19200.0,48794.0,2526.0,172.0,1200.0,1581.0,22799.0,369400.0,405.0,500.0,1100.0,338902.0,-1.0,44363.0,1285.0,458236.0,4402.0,193720.0,62940.0,580.0,3138.0,15680.0,161.0,0.0,276.0,2908.0,88.0,225.0,700.0,500.0,600.0,950.0,38.0,566.0,99700.0,195.0,-1,-1,1100.0,48000.0,-1,120.0,-1.0,79.0,1100.0,7300.0,144.0,208.0,0.0,1350.0,62.0,32500.0,1600.0,1461.0,1932.0,798.0,180.0,673794.0,10513.0,34278.0,45769.0,4865.0,8487.0,362.0,5091.0,18987.0,450.0,3461.0,785.0,-1,121.0,144.0,67.0,625000.0,65.0,202.0,607.0,180.0
2007,2486.0,250.0,3621.0,197.0,19600.0,48123.0,2556.0,176.0,1230.0,1600.0,19200.0,389600.0,420.0,500.0,1350.0,359427.0,-1.0,46866.0,1301.0,472452.0,4661.0,206002.0,63803.0,600.0,2847.0,16204.0,170.0,0.0,280.0,2872.0,88.0,240.0,800.0,492.0,598.0,1000.0,34.0,594.0,99640.0,200.0,-1,-1,1043.0,55000.0,-1,120.0,-1.0,80.0,1100.0,7431.0,135.0,203.0,0.0,1389.0,62.0,35000.0,1480.0,1500.0,2002.0,807.0,180.0,678123.0,10668.0,34432.0,46254.0,4896.0,8933.0,382.0,4954.0,18963.0,455.0,3429.0,809.0,-1,200.0,147.0,69.0,630000.0,67.0,199.0,641.0,180.0
2008,2496.0,250.0,3820.0,197.0,19000.0,47220.0,2580.0,181.0,1250.0,1637.0,18342.0,382600.0,424.0,500.0,1627.0,365000.0,-1.0,48752.0,1292.0,473452.0,4922.0,231468.0,62679.0,560.0,3000.0,16724.0,165.0,0.0,284.0,2842.0,70.0,245.0,850.0,450.0,613.0,1100.0,40.0,626.0,92320.0,195.0,-1,-1,1081.0,56346.0,-1,120.0,-1.0,81.0,963.0,7500.0,329.0,200.0,0.0,1541.0,63.0,38400.0,1650.0,1500.0,2035.0,816.0,179.0,692220.0,10820.0,35500.0,46000.0,4881.0,9378.0,388.0,4817.0,18799.0,458.0,3397.0,842.0,-1,202.0,151.0,70.0,645000.0,70.0,198.0,651.0,190.0
2009,2500.0,255.0,3060.0,197.0,18500.0,46590.0,2613.0,185.0,1200.0,1669.0,17155.0,432000.0,434.0,500.0,1827.0,370000.0,-1.0,50795.0,1296.0,464105.0,5500.0,238791.0,62550.0,585.0,3159.0,17304.0,167.0,0.0,287.0,2812.0,71.0,250.0,889.0,423.0,626.0,1150.0,41.0,654.0,101840.0,199.0,-1,-1,1125.0,55609.0,-1,119.0,-1.0,82.0,1010.0,7653.0,294.0,198.0,0.0,1623.0,64.0,39100.0,1700.0,3450.0,2068.0,825.0,184.0,696590.0,10975.0,34857.0,48502.0,4856.0,9823.0,397.0,4683.0,18909.0,466.0,3339.0,873.0,-1,196.0,154.0,72.0,650000.0,72.0,196.0,665.0,215.0
2010,2518.0,230.0,3600.0,197.0,19290.0,43010.0,2700.0,189.0,1200.0,1701.0,17000.0,453000.0,446.0,500.0,1948.0,366726.0,-1.0,62177.0,1323.0,458161.0,5395.0,202119.0,62088.0,586.0,3177.0,18000.0,169.0,0.0,291.0,3000.0,70.0,258.0,950.0,410.0,651.0,1221.0,45.0,610.0,106471.0,201.0,-1,-1,1192.0,55889.0,-1,124.0,14.0,83.0,1025.0,7806.0,379.0,195.0,0.0,1701.0,65.0,39782.0,13632.0,3500.0,2102.0,834.0,187.0,793010.0,11134.0,35108.0,51786.0,4832.0,10266.0,382.0,4544.0,18500.0,472.0,3346.0,913.0,-1,207.0,158.0,74.0,750000.0,74.0,194.0,640.0,216.0
2011,2530.0,230.0,3600.0,198.0,19665.0,42158.0,2800.0,193.0,1100.0,1729.0,17000.0,443000.0,438.0,500.0,1931.0,380000.0,-1.0,61631.0,1409.0,463323.0,5592.0,252715.0,66948.0,600.0,5768.0,18221.0,171.0,0.0,294.0,2822.0,65.0,250.0,950.0,409.0,713.0,1196.0,43.0,641.0,97000.0,200.0,-1,-1,1292.0,55793.0,-1,123.0,15.0,84.0,1027.0,8000.0,448.0,192.0,0.0,1779.0,66.0,41194.0,9540.0,3500.0,2138.0,843.0,189.0,992158.0,11293.0,36841.0,51557.0,4845.0,10709.0,391.0,4412.0,19245.0,476.0,3330.0,1000.0,-1,217.0,161.0,75.0,950000.0,77.0,191.0,655.0,219.0
2012,2550.0,252.0,3700.0,198.0,19956.0,41854.0,2700.0,198.0,1150.0,1740.0,16500.0,463000.0,491.0,600.0,1920.0,380000.0,9500.0,57848.0,1455.0,458973.0,5500.0,235731.0,65692.0,588.0,3160.0,19000.0,170.0,0.0,298.0,3000.0,73.0,300.0,941.0,455.0,698.0,1236.0,45.0,660.0,99000.0,200.0,-1,-1,1350.0,54900.0,-1,125.0,89.0,86.0,1013.0,8200.0,500.0,140.0,0.0,1857.0,66.0,44300.0,7897.0,3228.0,2181.0,853.0,191.0,1021854.0,11550.0,36942.0,52923.0,5228.0,-1.0,405.0,4100.0,20000.0,481.0,3700.0,1000.0,-1,220.0,165.0,77.0,980000.0,79.0,185.0,648.0,210.0
2013,2556.0,252.0,3850.0,198.0,20775.0,41078.0,2750.0,202.0,1150.0,1760.0,16930.0,483000.0,483.0,600.0,1930.0,380000.0,10000.0,57277.0,1682.0,452167.0,5974.0,203178.0,66600.0,587.0,3155.0,19000.0,170.0,0.0,301.0,2769.0,85.0,290.0,913.0,482.0,708.0,1282.0,45.0,680.0,100000.0,200.0,-1,-1,1750.0,54900.0,-1,127.0,76.0,87.0,1033.0,8227.0,520.0,182.0,0.0,1935.0,67.0,43990.0,7980.0,3195.0,2130.0,862.0,193.0,1041078.0,11606.0,37452.0,54288.0,4844.0,-1.0,394.0,4100.0,20000.0,486.0,3320.0,1200.0,-1,223.0,168.0,79.0,1000000.0,81.0,190.0,649.0,222.0
2014,2560.0,254.0,4000.0,198.0,21466.0,40303.0,2732.0,215.0,1134.0,1757.0,14136.0,529350.0,483.0,300.0,1941.0,380000.0,11000.0,56825.0,1670.0,450000.0,6282.0,150715.0,64581.0,586.0,5074.0,19600.0,180.0,0.0,305.0,2770.0,87.0,288.0,920.0,503.0,718.0,1328.0,46.0,700.0,102000.0,200.0,-1,-1,1918.0,55663.0,-1,128.0,67.0,88.0,1073.0,8190.0,500.0,120.0,-1.0,2013.0,68.0,45161.0,9153.0,3314.0,2246.0,872.0,195.0,1090303.0,11588.0,37970.0,55652.0,4972.0,-1.0,400.0,4317.0,19657.0,490.0,3414.0,1167.0,-1,225.0,173.0,80.0,1050000.0,85.0,181.0,663.0,220.0
