,Slovakia,Romania,Eritrea,USSR,Australia & New Zealand,Australia,Iraq,Mexico,Pakistan,Belgium,Nepal,Ethiopia,Kenya,Czechia,Bangladesh,Italy,Germany,Turkmenistan,Croatia,Tajikistan,Tunisia,Sweden,Estonia,Uzbekistan,Brazil,Armenia,Morocco,Switzerland,Chile,Argentina,Afghanistan,Spain,Kyrgyzstan,India,Austria,Ecuador,Japan,Poland,Canada,Belgium-Luxembourg,Turkey,Belarus,Denmark,Ethiopia PDR,Egypt,Greece,Azerbaijan,France,New Zealand,Lithuania,Hungary,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,"China, mainland",Czechoslovakia,Cyprus,Peru,United Kingdom,Uruguay,Bosnia and Herzegovina,Bulgaria,Netherlands,China
1973,,84500.0,,1470000.0,23777.0,17777.0,1071.0,9843.0,9000.0,,25000.0,,240.0,,30000.0,2575.0,3847.0,,,,2000.0,,,,16339.0,,1900.0,-1.0,1000.0,441100.0,50800.0,1069.0,,1725600.0,-1.0,,,77300.0,586786.0,6647.0,11000.0,,46.0,125000.0,17643.0,,,33100.0,6000.0,,21100.0,,201.0,,1284.0,3000.0,,687956.0,,,45000.0,29551.0,,75.0,,47880.0,,7017.0,4955.0,45000.0
1974,,82500.0,,1410000.0,38261.0,35562.0,1077.0,4890.0,10250.0,,25000.0,,240.0,,40000.0,1994.0,2198.0,,,,1500.0,,,,11654.0,,1900.0,-1.0,1000.0,389600.0,50400.0,1217.0,,2038200.0,-1.0,,,73900.0,586790.0,9066.0,14000.0,,149.0,54400.0,19744.0,,,38400.0,2699.0,,14894.0,,178.0,,920.0,3000.0,,671364.0,,,46000.0,28424.0,,75.0,,42421.0,,6576.0,7388.0,46000.0
1975,,83100.0,,1403000.0,22534.0,15654.0,2300.0,15974.0,7937.0,,20000.0,,250.0,,50000.0,2567.0,1951.0,,,,2000.0,,,,7804.0,,2400.0,-1.0,1200.0,500600.0,56400.0,1500.0,,2070700.0,-1.0,,,79069.0,566552.0,9291.0,13000.0,,133.0,88500.0,22684.0,,,48000.0,6880.0,,19368.0,,60.0,,629.0,3000.0,,611471.0,,,48000.0,30906.0,,85.0,,69761.0,,5878.0,5126.0,48000.0
1976,,84900.0,,1361000.0,20235.0,15299.0,894.0,8371.0,7916.0,,20000.0,,250.0,,55000.0,5199.0,1395.0,,,,1800.0,,,,7085.0,,700.0,-1.0,1200.0,446400.0,56400.0,1884.0,,2118700.0,-1.0,,,86545.0,323744.0,8999.0,11000.0,,106.0,49600.0,19950.0,,,63000.0,4936.0,,19013.0,,53.0,,568.0,3000.0,,386500.0,,,50000.0,30047.0,,60.0,,98011.0,,6621.0,5337.0,50000.0
1977,,80400.0,,1362000.0,48246.0,43837.0,981.0,12233.0,7929.0,,18000.0,,250.0,,60000.0,10232.0,559.0,,,,2000.0,,,,9039.0,,200.0,-1.0,1000.0,674000.0,56400.0,1898.0,,1888400.0,-1.0,,,62346.0,598000.0,9987.0,9250.0,,71.0,36400.0,24638.0,,,57195.0,4409.0,,14648.0,,30.0,,569.0,3000.0,,501400.0,,,51000.0,32834.0,,41.0,,73879.0,,4353.0,5711.0,51000.0
1978,,75400.0,,1339000.0,18709.0,13085.0,875.0,8644.0,10269.0,,18000.0,,250.0,,65000.0,2608.0,472.0,,,,2600.0,,,,6077.0,,0.0,-1.0,1000.0,884000.0,56400.0,1856.0,,2009900.0,-1.0,,,83922.0,526084.0,8548.0,4850.0,,41.0,37900.0,25211.0,,,49723.0,5624.0,,8787.0,,20.0,,383.0,3000.0,,278000.0,,,52800.0,31738.0,,36.0,,87964.0,,4804.0,5170.0,52800.0
1979,,83600.0,,1212000.0,20705.0,17205.0,2850.0,7097.0,12525.0,,15000.0,,250.0,,70000.0,1745.0,286.0,,,,2000.0,,,,15000.0,,0.0,-1.0,1000.0,817000.0,55700.0,913.0,,2091500.0,-1.0,,,100905.0,930764.0,7288.0,8500.0,,50.0,42720.0,28781.0,,,50438.0,3500.0,,14851.0,,13.0,,412.0,3000.0,,355300.0,,,60000.0,31224.0,,39.0,,69073.0,,4526.0,3603.0,60000.0
1980,,82200.0,,1266000.0,11398.0,9956.0,2275.0,4667.0,10280.0,,14000.0,,250.0,,70000.0,1562.0,0.0,,,,2000.0,,,,370.0,,,-1.0,1000.0,978000.0,54300.0,11.0,,1613600.0,-1.0,,,82144.0,554400.0,7257.0,8700.0,,134.0,56560.0,28406.0,,,49000.0,1442.0,,8761.0,,25.0,,310.0,3000.0,,268300.0,,,80000.0,30417.0,,114.0,,71993.0,,5625.0,4058.0,80000.0
1981,,83000.0,,1057000.0,8070.0,6570.0,800.0,2721.0,10712.0,,14000.0,,250.0,,75000.0,1397.0,,,,,2100.0,,,,27304.0,,,-1.0,1000.0,726000.0,53900.0,26.0,,1673300.0,-1.0,,,58668.0,465500.0,6352.0,7500.0,,119.0,60400.0,21900.0,,,44000.0,1500.0,,9000.0,,48.0,,291.0,3000.0,,233500.0,,,100000.0,28003.0,,158.0,,36658.0,,6236.0,2905.0,100000.0
1982,,80400.0,,1126000.0,6372.0,4930.0,575.0,844.0,9806.0,,18000.0,,250.0,,75000.0,1039.0,,,,,2100.0,,,,19722.0,,,-1.0,1000.0,818000.0,51400.0,,,1820200.0,-1.0,,,42092.0,631300.0,7678.0,1898.0,,25.0,75100.0,15695.0,,,44000.0,1442.0,,6209.0,,55.0,,201.0,3000.0,,297400.0,,,120000.0,27532.0,,109.0,,18215.0,,6120.0,5210.0,120000.0
1983,,75400.0,,1177000.0,5742.0,5302.0,500.0,950.0,8414.0,,24000.0,,250.0,,73000.0,480.0,,,,,2100.0,,,,19874.0,,,-1.0,1000.0,864000.0,50000.0,,,1404000.0,-1.0,,,47527.0,429300.0,7313.0,5000.0,,90.0,93360.0,16185.0,,,40800.0,440.0,,7128.0,,30.0,,296.0,3000.0,,234700.0,,,125000.0,30089.0,,93.0,,7304.0,,5618.0,3389.0,125000.0
1984,,50100.0,,1071000.0,5918.0,5626.0,625.0,835.0,8728.0,,34000.0,,250.0,,77618.0,447.0,,,,,2300.0,,,,29827.0,,,-1.0,1000.0,804400.0,48600.0,3.0,,1487000.0,-1.0,50.0,,44476.0,720400.0,9662.0,7600.0,,70.0,83060.0,18400.0,,,45800.0,292.0,,5895.0,,,,288.0,3000.0,,217700.0,,,128000.0,28906.0,,83.0,2000.0,13912.0,,6034.0,4294.0,128000.0
1985,,76900.0,,1105000.0,10275.0,10150.0,500.0,584.0,9419.0,,28000.0,,400.0,,67680.0,564.0,,,,,2400.0,,,,21197.0,,,-1.0,1000.0,603000.0,47100.0,,,1395200.0,-1.0,38.0,,43053.0,740400.0,10610.0,7700.0,,100.0,107270.0,16380.0,,,58900.0,125.0,,6955.0,,,,303.0,3000.0,,236300.0,,,132000.0,28059.0,,,3000.0,13167.0,,5853.0,4650.0,132000.0
1986,,76400.0,,1053000.0,7463.0,7338.0,550.0,632.0,10491.0,,42000.0,,600.0,,68337.0,642.0,,,,,2400.0,,,,24297.0,,,-1.0,1000.0,688000.0,45700.0,15.0,,1423700.0,-1.0,34.0,,36486.0,755400.0,7639.0,5400.0,,90.0,76580.0,18060.0,,,47000.0,125.0,,12152.0,,,,474.0,3000.0,,276400.0,,,136000.0,24343.0,,,6000.0,10620.0,,4525.0,3271.0,136000.0
1987,,75800.0,,1069000.0,8545.0,8443.0,550.0,416.0,9856.0,,42000.0,,700.0,,74146.0,367.0,,,,,2500.0,,,,15031.0,,,-1.0,1000.0,744500.0,44300.0,,,1155300.0,-1.0,35.0,,27713.0,591300.0,9835.0,5062.0,,80.0,70000.0,14700.0,,,51300.0,102.0,,17552.0,,,,674.0,1505.0,,187400.0,,,492000.0,22861.0,,,8000.0,8388.0,,3864.0,4000.0,492000.0
1988,,74300.0,,1039000.0,3100.0,3000.0,600.0,14.0,8853.0,,42000.0,,800.0,,75202.0,392.0,,,,,2600.0,,,,27000.0,,,-1.0,1000.0,655200.0,42900.0,,,1150700.0,-1.0,50.0,,31258.0,501200.0,10649.0,4900.0,,90.0,54540.0,17220.0,,,55200.0,100.0,,10527.0,,,,222.0,3144.0,,91500.0,,,580000.0,24401.0,,,15000.0,3544.0,,3138.0,4000.0,580000.0
1989,,78600.0,,965000.0,3581.0,3431.0,750.0,142.0,9235.0,,35000.0,,900.0,,76305.0,517.0,,,,,2700.0,,,,30000.0,,,-1.0,1000.0,560400.0,41400.0,,,1198900.0,-1.0,80.0,,34289.0,596900.0,11486.0,4340.0,,70.0,50340.0,17220.0,,,59000.0,150.0,,8724.0,,,,122.0,3000.0,,66000.0,,,445000.0,25990.0,,,17400.0,7000.0,,2165.0,6000.0,445000.0
1990,,49900.0,,850000.0,1968.0,1839.0,800.0,159.0,8683.0,,30000.0,,1000.0,,77077.0,530.0,0.0,,,,2784.0,0.0,,,30000.0,,0.0,-1.0,1003.0,565300.0,40000.0,20.0,,1124400.0,-1.0,34.0,0.0,29630.0,694000.0,11722.0,2800.0,,100.0,69810.0,13020.0,-1.0,,60927.0,129.0,,8578.0,,0.0,-1.0,35.0,1500.0,,102400.0,,,595000.0,25402.0,0.0,0.0,33700.0,4181.0,,2806.0,5535.0,595000.0
1991,,47600.0,,680000.0,4499.0,4299.0,550.0,60.0,8202.0,,25000.0,,1100.0,,77403.0,800.0,8000.0,,,,2800.0,0.0,,,30000.0,,0.0,-1.0,1040.0,572600.0,38600.0,1010.0,,1099100.0,-1.0,29.0,0.0,9672.0,499000.0,9675.0,2144.0,,110.0,74000.0,18480.0,-1.0,,42281.0,200.0,,12240.0,,0.0,-1.0,65.0,602.0,,138400.0,,,570000.0,17206.0,0.0,0.0,91900.0,6603.0,,2007.0,4500.0,570000.0
1992,,25800.0,,,7014.0,6764.0,613.0,50.0,8751.0,,22520.0,,900.0,,75118.0,1548.0,77600.0,-1.0,,-1.0,2900.0,0.0,783.0,5600.0,30000.0,127.0,0.0,-1.0,1029.0,416400.0,35274.0,0.0,-1.0,886200.0,-1.0,50.0,0.0,5505.0,252900.0,7142.0,1176.0,125000.0,600.0,75000.0,16000.0,-1.0,-1.0,41124.0,250.0,21200.0,5823.0,327240.0,0.0,-1.0,,600.0,12700.0,66770.0,7600.0,158407.0,636222.0,11433.0,0.0,0.0,144500.0,6600.0,,251.0,2593.0,636222.0
1993,1276.0,37700.0,4200.0,,3675.0,3375.0,575.0,110.0,8338.0,,20000.0,75000.0,959.0,7571.0,74867.0,827.0,30100.0,-1.0,,-1.0,3000.0,-1.0,400.0,5000.0,17000.0,-1.0,-1.0,-1.0,1027.0,206500.0,39000.0,0.0,-1.0,895000.0,-1.0,59.0,-1.0,4003.0,505800.0,9218.0,745.0,96000.0,350.0,,13000.0,-1.0,-1.0,49351.0,300.0,4500.0,2211.0,262890.0,-1.0,-1.0,,838.0,9100.0,77300.0,600.0,128000.0,605000.0,,0.0,0.0,161000.0,2700.0,,1.0,3800.0,605000.0
1994,1189.0,11000.0,2900.0,,8450.0,8100.0,570.0,8.0,7606.0,,20866.0,90000.0,956.0,10118.0,74526.0,1120.0,28000.0,-1.0,-1.0,-1.0,3200.0,-1.0,300.0,5400.0,16000.0,-1.0,-1.0,-1.0,1032.0,141970.0,32353.0,72.0,-1.0,953000.0,-1.0,41.0,-1.0,8120.0,720300.0,11107.0,1335.0,83000.0,889.0,,15000.0,-1.0,-1.0,49491.0,350.0,9800.0,2000.0,134770.0,-1.0,-1.0,,885.0,5900.0,69200.0,1500.0,80000.0,667830.0,,0.0,0.0,73000.0,2500.0,,2.0,4700.0,667830.0
1995,1111.0,6594.0,2404.0,,8600.0,8200.0,580.0,10.0,7727.0,,22000.0,112720.0,952.0,4214.0,73202.0,3520.0,54000.0,-1.0,-1.0,-1.0,3054.0,4000.0,200.0,4400.0,12000.0,-1.0,-1.0,-1.0,1044.0,152835.0,30252.0,11000.0,-1.0,948000.0,-1.0,58.0,-1.0,13742.0,860000.0,11011.0,650.0,98000.0,1195.0,,15714.0,-1.0,-1.0,54016.0,400.0,13200.0,1000.0,177270.0,-1.0,-1.0,,900.0,5600.0,59490.0,1400.0,96000.0,621060.0,,0.0,0.0,62000.0,1500.0,-1.0,346.0,4300.0,621060.0
1996,1035.0,7313.0,3000.0,,14024.0,13600.0,570.0,5.0,8306.0,,18000.0,177640.0,953.0,5899.0,70400.0,1500.0,86000.0,,-1.0,,2972.0,7400.0,139.0,2900.0,11000.0,-1.0,-1.0,-1.0,1059.0,192700.0,28333.0,19871.0,-1.0,843000.0,-1.0,74.0,-1.0,5859.0,575000.0,11261.0,355.0,79000.0,3438.0,,14000.0,-1.0,,44168.0,424.0,5600.0,965.0,153460.0,-1.0,-1.0,,1283.0,4000.0,37230.0,1300.0,53000.0,644630.0,,0.0,0.0,54000.0,3300.0,,179.0,3900.0,644630.0
1997,932.0,9400.0,2600.0,,8500.0,8000.0,580.0,2.0,8346.0,,16972.0,134640.0,951.0,4000.0,69890.0,3000.0,95027.0,,-1.0,,2887.0,9500.0,323.0,3000.0,11000.0,-1.0,-1.0,-1.0,1075.0,88740.0,26927.0,22000.0,-1.0,827000.0,-1.0,75.0,-1.0,3724.0,736500.0,11303.0,355.0,72200.0,3461.0,,15000.0,-1.0,,45201.0,500.0,6100.0,402.0,95130.0,-1.0,-1.0,,1870.0,1600.0,59100.0,1600.0,32000.0,601740.0,,0.0,233.0,76000.0,3300.0,,11.0,4300.0,601740.0
1998,322.0,2700.0,2400.0,,9580.0,9080.0,585.0,3.0,7974.0,,15000.0,96240.0,949.0,4365.0,69820.0,3000.0,111048.0,,,,2800.0,14100.0,84.0,3000.0,9000.0,-1.0,-1.0,-1.0,1037.0,107075.0,21925.0,32599.0,-1.0,819000.0,-1.0,80.0,-1.0,2373.0,857900.0,10833.0,320.0,75000.0,3871.0,,15500.0,-1.0,,43928.0,500.0,6200.0,1061.0,77600.0,-1.0,-1.0,,744.0,1000.0,133140.0,2200.0,26000.0,571910.0,,0.0,497.0,101000.0,2000.0,,58.0,3500.0,571910.0
1999,4235.0,2000.0,1304.0,,10610.0,10110.0,590.0,10.0,7717.0,,14000.0,91440.0,947.0,7543.0,64345.0,3000.0,199778.0,,,,2711.0,34172.0,115.0,3000.0,6000.0,-1.0,-1.0,-1.0,1069.0,101545.0,18528.0,25000.0,-1.0,749400.0,-1.0,81.0,-1.0,3109.0,707000.0,12003.0,385.0,76400.0,10698.0,,16000.0,-1.0,,49766.0,500.0,8800.0,1749.0,65480.0,-1.0,-1.0,,600.0,1400.0,154190.0,2000.0,21000.0,552000.0,,0.0,588.0,213000.0,2500.0,,100.0,3800.0,552000.0
2000,2305.0,1347.0,1154.0,,10700.0,10200.0,570.0,160.0,7249.0,13700.0,10000.0,74120.0,800.0,10032.0,4500.0,3000.0,102500.0,,,,2609.0,10660.0,65.0,3000.0,5000.0,-1.0,-1.0,-1.0,1100.0,67875.0,17525.0,20526.0,-1.0,593100.0,-1.0,83.0,-1.0,506.0,590900.0,,320.0,82000.0,5029.0,,16000.0,-1.0,,54525.0,500.0,8600.0,1008.0,87630.0,-1.0,-1.0,,746.0,1400.0,209225.0,1600.0,20000.0,497870.0,,0.0,659.0,74000.0,2728.0,,150.0,4400.0,497870.0
2001,1060.0,1220.0,848.0,,10700.0,10200.0,550.0,660.0,4729.0,17700.0,12000.0,130520.0,942.0,9840.0,4500.0,3000.0,33000.0,,,,2457.0,4437.0,101.0,3000.0,5000.0,-1.0,-1.0,-1.0,1102.0,28135.0,16168.0,11145.0,-1.0,579900.0,5200.0,86.0,-1.0,953.0,661700.0,,290.0,80000.0,1422.0,,16000.0,-1.0,,67849.0,500.0,10200.0,782.0,108340.0,-1.0,-1.0,,700.0,1030.0,233911.0,1400.0,23000.0,402200.0,,0.0,532.0,31000.0,2550.0,,200.0,4755.0,402200.0
2002,1119.0,2204.0,1236.0,,9500.0,9000.0,500.0,1000.0,6200.0,16300.0,12700.0,98596.0,945.0,8228.0,4450.0,3000.0,10300.0,,,,2360.0,3191.0,107.0,3000.0,5000.0,-1.0,-1.0,-1.0,1110.0,19540.0,14900.0,11145.0,-1.0,535800.0,4200.0,85.0,-1.0,621.0,633400.0,,250.0,68000.0,221.0,,8936.0,-1.0,,67417.0,500.0,9500.0,397.0,75490.0,-1.0,-1.0,,800.0,643.0,284497.0,2100.0,25000.0,453000.0,,0.0,1404.0,13000.0,2707.0,,196.0,4096.0,453000.0
2003,1635.0,1561.0,340.0,,8200.0,7000.0,470.0,1350.0,5946.0,20232.0,16500.0,142500.0,947.0,8673.0,4450.0,3000.0,16200.0,,,,2273.0,3727.0,109.0,3000.0,5753.0,-1.0,-1.0,-1.0,1150.0,13800.0,13690.0,11145.0,179.0,450100.0,4684.0,90.0,-1.0,740.0,728400.0,,250.0,72000.0,117.0,,13010.0,-1.0,,76508.0,1200.0,9400.0,816.0,62800.0,-1.0,-1.0,,826.0,917.0,237958.0,1800.0,28000.0,449000.0,,0.0,1583.0,34000.0,2600.0,,158.0,4553.0,449000.0
2004,1615.0,1407.0,655.0,,9200.0,8000.0,472.0,2900.0,6172.0,20529.0,13000.0,142899.0,949.0,2153.0,4450.0,3000.0,12900.0,,,,2295.0,5764.0,130.0,3000.0,11171.0,-1.0,-1.0,-1.0,1200.0,28800.0,12750.0,6000.0,486.0,476500.0,4890.0,95.0,-1.0,774.0,518000.0,,220.0,77081.0,120.0,,17138.0,-1.0,,80526.0,1200.0,5800.0,1160.0,74500.0,-1.0,-1.0,,834.0,1068.0,206797.0,2100.0,14000.0,500000.0,,0.0,1159.0,31000.0,2715.0,,125.0,4485.0,500000.0
2005,2850.0,65.0,330.0,,11130.0,10000.0,454.0,1400.0,5448.0,19288.0,13130.0,250702.0,951.0,7335.0,4769.0,3000.0,14000.0,,,,2161.0,9854.0,163.0,3000.0,21914.0,-1.0,-1.0,-1.0,1250.0,37180.0,16588.0,6000.0,521.0,448700.0,5367.0,100.0,-1.0,1016.0,732600.0,,176.0,72132.0,0.0,,15000.0,-1.0,,78644.0,1130.0,4300.0,2009.0,61410.0,-1.0,-1.0,,839.0,1100.0,386480.0,1600.0,25000.0,490000.0,,0.0,1010.0,48000.0,2795.0,,120.0,4600.0,490000.0
2006,4474.0,290.0,893.0,,11250.0,10000.0,400.0,8500.0,5816.0,16168.0,13500.0,215107.0,954.0,7869.0,13585.0,3000.0,13900.0,,,,2028.0,8690.0,207.0,3000.0,18679.0,-1.0,-1.0,-1.0,1280.0,46690.0,1840.0,8476.0,285.0,436800.0,4804.0,106.0,-1.0,1391.0,785200.0,,146.0,65807.0,120.0,,16000.0,-1.0,,74641.0,1250.0,1400.0,1865.0,84000.0,-1.0,-1.0,,883.0,5100.0,310397.0,600.0,51400.0,485000.0,,0.0,1500.0,36000.0,2764.0,,170.0,4400.0,485000.0
2007,1726.0,473.0,788.0,,9264.0,8000.0,412.0,10300.0,5241.0,14297.0,11980.0,174108.0,956.0,2640.0,14075.0,3000.0,6300.0,,,,1896.0,4321.0,136.0,3000.0,16223.0,-1.0,-1.0,-1.0,1150.0,28400.0,2000.0,6250.0,246.0,426000.0,2012.0,130.0,-1.0,1759.0,524000.0,,81.0,65476.0,100.0,,16000.0,-1.0,,76200.0,1264.0,500.0,1713.0,74000.0,-1.0,-1.0,,898.0,4500.0,141237.0,500.0,24100.0,339900.0,,0.0,1600.0,12500.0,2790.0,,157.0,3500.0,339900.0
2008,880.0,313.0,258.0,,9355.0,8000.0,392.0,7300.0,4647.0,11986.0,9832.0,152129.0,958.0,1171.0,8823.0,3000.0,4200.0,,,,2200.0,3500.0,200.0,3000.0,12245.0,-1.0,-1.0,-1.0,1334.0,9450.0,3160.0,5048.0,2.0,468000.0,677.0,137.0,-1.0,1341.0,625200.0,,67.0,74181.0,586.0,,8443.0,-1.0,,67904.0,1355.0,200.0,673.0,57380.0,-1.0,-1.0,,912.0,12800.0,137595.0,200.0,19100.0,337800.0,,0.0,1133.0,16078.0,2700.0,,165.0,2618.0,337800.0
2009,1444.0,838.0,1612.0,,9337.0,8000.0,373.0,2600.0,5432.0,11227.0,8618.0,140801.0,960.0,2631.0,11176.0,3000.0,4100.0,,,,1578.0,9900.0,236.0,3000.0,13037.0,-1.0,-1.0,136.0,1512.0,17370.0,1780.0,2637.0,25.0,407900.0,535.0,141.0,-1.0,1624.0,623300.0,,20.0,48086.0,934.0,,5369.0,-1.0,,66178.0,1337.0,200.0,910.0,80700.0,-1.0,-1.0,,931.0,58400.0,127070.0,200.0,46800.0,336930.0,,0.0,1342.0,28000.0,3259.0,,180.0,2163.0,336930.0
