,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Iceland,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,"China, Macao SAR",Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,Slovakia,Pacific Islands Trust Territory,Bermuda,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Tunisia,Paraguay,Venezuela (Bolivarian Republic of),Cook Islands,Guadeloupe,Tokelau,Faroe Islands,South Africa,Myanmar,Eritrea,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,United Arab Emirates,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Slovenia,Spain,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Saint Pierre and Miquelon,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Cuba,Lesotho,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Qatar,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Oman,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,7894000.0,49800.0,1400.0,1806.0,9410.0,940.0,124400.0,4119.0,6954.0,136008.0,2700.0,2233.0,70000.0,23000.0,15768.0,2476670.0,,1555.0,2200.0,109657.0,343800.0,1390.0,8703.0,5199.0,19327.0,1310.0,,3300.0,44366.0,473400.0,95.0,,1240.0,,51300.0,331422.0,145480.0,,10700.0,155650.0,58900.0,5900.0,325506.0,9865.0,39000.0,2100.0,642000.0,49656.0,8984.0,,124559.0,,125539.0,459.0,,1090.0,65.0,819.0,,2070.0,289895.0,747000.0,60550.0,3439.0,3800.0,159335.0,1211945.0,9550.0,,173467.0,4.0,0.0,4320.0,,81020.0,2608.0,31734.0,9254.0,30000.0,44030.0,252075.0,5570.0,720.0,1050.0,,15000.0,29000.0,695.0,542.0,622.0,6202.0,,,,9500.0,104100.0,76990.0,468.0,4120.0,10.0,97.0,68000.0,13453.0,,1.0,47587.0,38884.0,8764.0,21150.0,231760.0,80.0,,5040.0,,7500.0,34200.0,6200.0,,387.0,300.0,815300.0,25690.0,200.0,48500.0,,398320.0,,3620.0,309340.0,162.0,95384.0,2030959.0,2669400.0,70500.0,139.0,307400.0,,157392.0,48150.0,347100.0,163431.0,1618200.0,2360500.0,117260.0,,3150.0,9160.0,,363860.0,611688.0,10619000.0,920.0,1033100.0,6000.0,439714.0,154077.0,8700.0,129978.0,300.0,306700.0,,31044.0,248920.0,998.0,7800.0,136100.0,4371.0,,,83.0,34400.0,2.0,238890.0,51637.0,1020000.0,9.0,,10871275.0,23000.0,,77140.0,28080.0,29.0,36938.0,17500.0,,41000.0,105303.0,318990.0,1011.0,17960.0,32610.0,246200.0,20000.0,268000.0,,4900.0,0.0,367000.0,2017.0,169200.0,133100.0,3070.0,607.0,920.0,61585.0,91800.0,3.0,4200.0,33600.0,85547.0,93.0,556200.0,16378.0,,28712.0,,,49550.0
1972,7960000.0,47500.0,1400.0,1680.0,6730.0,940.0,130400.0,4168.0,6975.0,139523.0,2700.0,2243.0,66400.0,22000.0,15300.0,2443904.0,,1555.0,2200.0,99782.0,347800.0,1050.0,8353.0,5070.0,21232.0,294.0,,2800.0,38553.0,473400.0,100.0,,1140.0,,52400.0,319914.0,141980.0,,9800.0,122050.0,63200.0,7776.0,315185.0,8906.0,39970.0,2400.0,612000.0,44889.0,9406.0,,126314.0,,129384.0,465.0,,1150.0,64.0,799.0,,2115.0,301965.0,816000.0,63135.0,10314.0,4200.0,143469.0,1149620.0,9100.0,,168588.0,18.0,0.0,4760.0,,80200.0,2523.0,29438.0,9366.0,36000.0,50200.0,237596.0,5573.0,790.0,1000.0,,15200.0,26000.0,684.0,542.0,622.0,5202.0,,,,9500.0,106400.0,77443.0,339.0,4065.0,11.0,94.0,50000.0,12158.0,,1.0,49051.0,40698.0,9100.0,23970.0,339480.0,85.0,,5200.0,,7800.0,34400.0,6200.0,,360.0,300.0,815500.0,20007.0,175.0,48500.0,,405539.0,,3680.0,313040.0,163.0,84080.0,2081223.0,2656000.0,70800.0,160.0,313000.0,,158308.0,45000.0,310000.0,147644.0,1663800.0,2230800.0,115360.0,,3130.0,9360.0,,362583.0,556860.0,11570000.0,940.0,1037600.0,6500.0,457960.0,148873.0,7800.0,128265.0,300.0,312600.0,,28751.0,262120.0,2000.0,6900.0,123000.0,4391.0,,,83.0,42275.0,3.0,195180.0,44111.0,901500.0,8.0,,11807771.0,21000.0,,76520.0,20080.0,82.0,36142.0,18200.0,,44000.0,100943.0,297020.0,1025.0,16600.0,40748.0,206050.0,20000.0,247000.0,,5100.0,0.0,383100.0,1920.0,174240.0,148490.0,2820.0,608.0,915.0,71853.0,91850.0,1.0,4590.0,34000.0,77474.0,93.0,570000.0,16491.0,,29592.0,,,49500.0
1973,8017000.0,45800.0,1450.0,1640.0,4743.0,1000.0,136400.0,4326.0,7031.0,141915.0,2710.0,2335.0,67200.0,20000.0,13300.0,2467059.0,,1856.0,2185.0,106460.0,355400.0,650.0,9488.0,5002.0,19375.0,880.0,,3400.0,44473.0,453400.0,52.0,,1080.0,,56104.0,303605.0,147500.0,,9000.0,124250.0,64200.0,8301.0,316564.0,8936.0,45000.0,2500.0,615000.0,45161.0,8995.0,,127962.0,,126357.0,485.0,,1200.0,56.0,606.0,,2170.0,281275.0,931000.0,63439.0,15600.0,4078.0,143258.0,1130959.0,9250.0,,155338.0,46.0,0.0,5960.0,,67690.0,2202.0,31753.0,8949.0,75000.0,53470.0,227170.0,5632.0,780.0,1040.0,,15000.0,25000.0,630.0,542.0,671.0,5702.0,,,,9500.0,91870.0,63790.0,444.0,4065.0,12.0,83.0,53000.0,14764.0,,1.0,46388.0,36900.0,9300.0,24300.0,443577.0,87.0,,5280.0,,8000.0,34450.0,6200.0,,358.0,340.0,815500.0,25670.0,165.0,49000.0,,413283.0,,3680.0,324250.0,164.0,84272.0,2089292.0,2678400.0,70000.0,106.0,307500.0,,158819.0,47302.0,318000.0,138400.0,1702000.0,2197200.0,117590.0,,3250.0,9500.0,,357661.0,576873.0,11545000.0,945.0,1066800.0,6000.0,473618.0,156686.0,8900.0,130678.0,350.0,298100.0,,29275.0,269630.0,3500.0,6900.0,138100.0,4403.0,,,83.0,31478.0,4.0,183215.0,47713.0,903000.0,9.0,,11772335.0,19000.0,,77420.0,20080.0,106.0,38020.0,18400.0,,48000.0,84193.0,270260.0,1200.0,20090.0,49569.0,179110.0,20000.0,234000.0,,5500.0,0.0,390000.0,1236.0,180200.0,152860.0,3501.0,608.0,835.0,70225.0,105280.0,1.0,2470.0,35000.0,145564.0,95.0,612200.0,16794.0,,27157.0,,,49500.0
1974,7983000.0,47500.0,1450.0,1749.0,4446.0,1000.0,141600.0,3400.0,7056.0,148630.0,2810.0,2418.0,67575.0,19000.0,15500.0,2362297.0,,1966.0,2120.0,115363.0,349300.0,1000.0,8456.0,4810.0,19828.0,1000.0,,4000.0,41991.0,423400.0,213.0,,1140.0,,56124.0,277139.0,152000.0,,8400.0,136950.0,63600.0,8414.0,320865.0,5820.0,50000.0,2700.0,642000.0,46544.0,7626.0,,136124.0,,128419.0,489.0,,1250.0,54.0,330.0,,2225.0,287330.0,1036000.0,65631.0,15929.0,4700.0,140636.0,1102486.0,9800.0,,152551.0,82.0,0.0,6420.0,,94270.0,2414.0,33200.0,8711.0,75000.0,59700.0,209622.0,5705.0,780.0,1070.0,,16600.0,24000.0,632.0,542.0,592.0,6102.0,,,,10000.0,103277.0,73958.0,423.0,3910.0,12.0,69.0,58000.0,17691.0,,1.0,42820.0,34364.0,9730.0,24479.0,485381.0,81.0,,5390.0,,8600.0,34500.0,6300.0,,433.0,872.0,815500.0,32435.0,300.0,50000.0,,411154.0,,3710.0,348288.0,167.0,93143.0,2117290.0,2683900.0,70200.0,61.0,319000.0,,165292.0,50824.0,314200.0,123549.0,1745700.0,1800400.0,113049.0,,3350.0,9640.0,,358175.0,614100.0,11311000.0,950.0,1130600.0,6000.0,572585.0,142012.0,12300.0,137553.0,350.0,310361.0,,29726.0,317960.0,3000.0,7200.0,123400.0,4448.0,,,49.0,38346.0,4.0,182657.0,39943.0,1013000.0,9.0,,11520922.0,16830.0,,74824.0,20077.0,611.0,40181.0,18900.0,,49200.0,82304.0,250240.0,1419.0,21900.0,45369.0,182820.0,20000.0,226000.0,,5600.0,0.0,395000.0,813.0,185220.0,158205.0,3080.0,603.0,964.0,67501.0,106430.0,2.0,4780.0,34500.0,226373.0,98.0,678400.0,17490.0,,31391.0,,,49800.0
1975,7912000.0,48500.0,1480.0,1715.0,4468.0,1305.0,149200.0,3400.0,7056.0,152627.0,3215.0,2518.0,67950.0,19000.0,15500.0,2402545.0,,2168.0,2034.0,106338.0,374000.0,700.0,9302.0,4707.0,21277.0,1100.0,,4300.0,37492.0,403400.0,182.0,,1150.0,,57441.0,250307.0,160500.0,,7900.0,130360.0,61200.0,9452.0,313786.0,6935.0,55000.0,2700.0,607000.0,42025.0,6288.0,,147960.0,,124622.0,400.0,,1310.0,52.0,164.0,,2301.0,298895.0,882100.0,66446.0,18963.0,4112.0,160421.0,989644.0,10150.0,,136600.0,122.0,0.0,6900.0,,72530.0,2158.0,31234.0,3660.0,77000.0,70080.0,183263.0,4963.0,780.0,1110.0,,17000.0,24811.0,619.0,542.0,658.0,6698.0,,,,10000.0,110044.0,68511.0,381.0,3100.0,13.0,77.0,61000.0,15975.0,,1.0,47149.0,37847.0,9000.0,28754.0,486947.0,100.0,,5490.0,19.0,7600.0,37560.0,6300.0,,418.0,665.0,815300.0,36000.0,250.0,52000.0,,388652.0,,3309.0,326260.0,170.0,79802.0,1823942.0,2580864.0,74200.0,68.0,331000.0,,168940.0,52241.0,287900.0,146547.0,1787700.0,1960800.0,108230.0,,3550.0,9808.0,,339458.0,558870.0,11223000.0,965.0,1205500.0,5000.0,535400.0,151161.0,13600.0,141944.0,370.0,304989.0,,22890.0,354500.0,5224.0,5693.0,138100.0,4878.0,,,40.0,40550.0,4.0,179834.0,40580.0,1203500.0,9.0,,11406513.0,17000.0,,84512.0,19568.0,459.0,39750.0,18117.0,,51320.0,69101.0,251560.0,1604.0,22410.0,47469.0,171650.0,21000.0,204000.0,,5905.0,0.0,382100.0,1173.0,178190.0,168240.0,2864.0,603.0,922.0,70476.0,107510.0,1.0,4910.0,34500.0,216114.0,98.0,684000.0,17855.0,,30002.0,,,49950.0
1976,7087000.0,52700.0,1500.0,1765.0,3619.0,1280.0,156555.0,3400.0,7057.0,154105.0,3320.0,2594.0,72330.0,18500.0,15500.0,2448257.0,,1599.0,2073.0,106800.0,368600.0,800.0,10019.0,4640.0,19399.0,1172.0,,4700.0,39299.0,383400.0,201.0,,1190.0,,65200.0,240094.0,164000.0,,7000.0,115729.0,57300.0,9886.0,307722.0,7313.0,67500.0,3000.0,517000.0,45557.0,8595.0,,155890.0,,134568.0,424.0,,1384.0,50.0,181.0,,2405.0,328995.0,772857.0,66280.0,13895.0,4154.0,167479.0,1014510.0,8400.0,,157750.0,117.0,0.0,9420.0,,69440.0,2355.0,34665.0,3160.0,77000.0,69490.0,150286.0,5417.0,780.0,1110.0,,19800.0,24500.0,632.0,542.0,824.0,7108.0,,,,10000.0,120651.0,69062.0,381.0,2850.0,13.0,95.0,61000.0,16784.0,,2.0,43713.0,33694.0,9071.0,29445.0,691868.0,120.0,,5570.0,25.0,10539.0,41700.0,6500.0,,461.0,662.0,815500.0,29500.0,100.0,54000.0,,395017.0,,3430.0,329400.0,172.0,80905.0,1723383.0,2466018.0,74700.0,81.0,333250.0,,169711.0,57300.0,281300.0,136418.0,1826200.0,1899200.0,90068.0,,3550.0,9879.0,,340878.0,604546.0,10625000.0,980.0,1265700.0,5000.0,483100.0,160883.0,15700.0,144938.0,380.0,300900.0,,25944.0,403430.0,7667.0,8103.0,140100.0,5290.0,,,35.0,28860.0,8.0,174809.0,47349.0,1124238.0,9.0,,10775386.0,16500.0,,80227.0,16488.0,883.0,40848.0,18711.0,,55740.0,73312.0,246610.0,1337.0,22115.0,60323.0,167610.0,21000.0,222000.0,,6261.0,0.0,508770.0,952.0,186190.0,171310.0,3290.0,603.0,927.0,69966.0,108600.0,2.0,5090.0,31200.0,199842.0,100.0,714500.0,18350.0,,29049.0,,,50000.0
1977,7067000.0,46400.0,1500.0,1725.0,3440.0,1280.0,163555.0,3400.0,7289.0,156610.0,3325.0,2622.0,76800.0,18500.0,15500.0,2506023.0,,1515.0,2296.0,112100.0,361900.0,800.0,10408.0,4588.0,21373.0,1300.0,,5700.0,42703.0,383500.0,0.0,,1300.0,,69630.0,234401.0,168500.0,,6100.0,122651.0,58134.0,12830.0,315000.0,5950.0,63130.0,2700.0,468000.0,47454.0,8857.0,,162164.0,,144023.0,427.0,,1420.0,50.0,214.0,,2575.0,317080.0,660842.0,65387.0,16562.0,5200.0,147967.0,987192.0,9100.0,,160318.0,78.0,0.0,12500.0,,87060.0,2647.0,37925.0,4660.0,80000.0,74910.0,135763.0,6477.0,800.0,1100.0,,19000.0,24000.0,590.0,542.0,749.0,8908.0,,,,11380.0,130824.0,78979.0,381.0,2800.0,14.0,95.0,63000.0,18210.0,,4.0,44520.0,34112.0,9171.0,26291.0,842389.0,130.0,,5650.0,37.0,12400.0,45050.0,6500.0,,483.0,674.0,815500.0,27020.0,150.0,57500.0,,406847.0,,3620.0,344450.0,175.0,72071.0,1761791.0,2436627.0,76300.0,50.0,345250.0,,172459.0,57593.0,298500.0,127651.0,1862700.0,1778500.0,110078.0,,3350.0,9700.0,,339809.0,596839.0,11498000.0,1000.0,1239600.0,8000.0,415670.0,170319.0,17800.0,153643.0,600.0,306100.0,,26054.0,454230.0,5888.0,7150.0,142100.0,5290.0,,,30.0,21208.0,8.0,186569.0,53419.0,1041300.0,10.0,,11633913.0,16500.0,,80227.0,25077.0,1175.0,38470.0,18386.0,,63120.0,60198.0,239160.0,1308.0,23315.0,69817.0,168760.0,21000.0,232000.0,,6639.0,75.0,723620.0,1171.0,180170.0,168605.0,2338.0,603.0,924.0,68084.0,111750.0,10.0,5200.0,32400.0,126616.0,102.0,730000.0,18204.0,,33815.0,,,50100.0
1978,7042000.0,44300.0,1500.0,1694.0,3293.0,1375.0,166912.0,3200.0,7405.0,156810.0,3330.0,2665.0,76400.0,18500.0,15500.0,2476552.0,,1881.0,2344.0,110770.0,372600.0,1000.0,10290.0,4462.0,26529.0,1420.0,,6500.0,36582.0,383500.0,410.0,,1420.0,,64410.0,219593.0,165783.0,,5700.0,116173.0,61519.0,14587.0,298000.0,5710.0,57000.0,2000.0,485000.0,44751.0,6120.0,,173748.0,,138393.0,425.0,,1470.0,60.0,201.0,,2825.0,384180.0,682806.0,63850.0,16185.0,5772.0,161870.0,933928.0,8700.0,,196743.0,76.0,0.0,13400.0,,91820.0,2524.0,34422.0,6660.0,80000.0,72940.0,119313.0,6517.0,820.0,1090.0,,18200.0,24000.0,567.0,542.0,782.0,9754.0,,,,9700.0,135765.0,74107.0,414.0,2650.0,14.0,95.0,63000.0,18399.0,,6.0,46604.0,36314.0,9146.0,30436.0,1066153.0,140.0,,5730.0,109.0,14700.0,48060.0,7300.0,,405.0,735.0,815500.0,30012.0,80.0,60000.0,,375097.0,,3630.0,354200.0,178.0,58210.0,1757967.0,2359618.0,78300.0,82.0,344600.0,,172638.0,53800.0,277300.0,112883.0,1883400.0,1637800.0,105950.0,,3300.0,9521.0,,338533.0,604696.0,12076000.0,1015.0,1261600.0,6500.0,360800.0,161536.0,18900.0,160042.0,800.0,305400.0,,23082.0,463880.0,6919.0,11100.0,163300.0,5400.0,,,30.0,19596.0,12.0,173446.0,41197.0,1041300.0,8.0,,12195393.0,15500.0,,84228.0,33677.0,731.0,34495.0,19081.0,,67550.0,56902.0,238740.0,1269.0,22820.0,61050.0,170900.0,21000.0,214100.0,,4500.0,75.0,841530.0,1385.0,180260.0,188105.0,2720.0,598.0,982.0,80860.0,112879.0,9.0,5200.0,34400.0,97880.0,105.0,778046.0,18239.0,,36887.0,,,50100.0
1979,6959000.0,42700.0,1500.0,1695.0,3118.0,1280.0,168800.0,2700.0,7521.0,156829.0,3430.0,2677.0,106600.0,18000.0,15500.0,2426147.0,,2011.0,2376.0,113128.0,382102.0,800.0,8487.0,4289.0,21665.0,1450.0,,7300.0,37572.0,363500.0,299.0,,1420.0,,63200.0,212747.0,180828.0,,5600.0,105081.0,41231.0,14330.0,296000.0,6130.0,75403.0,2000.0,482000.0,41780.0,7492.0,,183199.0,,125889.0,425.0,,1490.0,79.0,154.0,,2485.0,385790.0,695597.0,64100.0,14000.0,6782.0,169577.0,873990.0,8800.0,,196398.0,75.0,0.0,14630.0,,81930.0,2377.0,31724.0,7050.0,83000.0,77220.0,98975.0,5977.0,780.0,1080.0,,17900.0,24000.0,628.0,542.0,568.0,10132.0,,,,10000.0,141498.0,76721.0,454.0,2450.0,14.0,95.0,62000.0,17804.0,,6.0,43422.0,34935.0,9353.0,38252.0,806625.0,140.0,,5810.0,180.0,16500.0,50750.0,7300.0,,471.0,725.0,884742.0,32664.0,60.0,61500.0,,358217.0,,3700.0,349200.0,176.0,50784.0,1818731.0,2440611.0,80200.0,113.0,369250.0,,172668.0,53400.0,275400.0,95074.0,1899900.0,1688200.0,103020.0,,2200.0,8903.0,,337805.0,558288.0,11234000.0,1030.0,1388500.0,8000.0,360000.0,166178.0,14866.0,152495.0,1000.0,293647.0,,20000.0,484720.0,6025.0,11700.0,147700.0,5500.0,,,30.0,9807.0,10.0,169775.0,40550.0,580000.0,8.0,,11333035.0,14500.0,,91690.0,40077.0,438.0,36100.0,19900.0,,70300.0,58048.0,234520.0,1332.0,21610.0,67219.0,164700.0,22000.0,203500.0,,3500.0,75.0,962300.0,1102.0,169300.0,195930.0,2660.0,525.0,939.0,98991.0,91205.0,9.0,2570.0,34400.0,74030.0,107.0,807170.0,17693.0,,38982.0,,,50100.0
1980,6929000.0,40900.0,1600.0,1680.0,4750.0,1200.0,160500.0,2000.0,7537.0,158259.0,3540.0,2730.0,102400.0,18000.0,16300.0,2300186.0,,2043.0,2399.0,106910.0,364400.0,1000.0,8322.0,2664.0,18399.0,3350.0,,7400.0,39262.0,363500.0,520.0,,1550.0,,65200.0,195196.0,181800.0,,5625.0,93011.0,36581.0,18851.0,287000.0,6681.0,92460.0,2000.0,480000.0,40740.0,8327.0,,197728.0,,131713.0,405.0,,1550.0,83.0,160.0,,2620.0,395210.0,696700.0,64830.0,14500.0,8027.0,168837.0,819108.0,8600.0,,172213.0,73.0,0.0,28700.0,,89760.0,2533.0,33634.0,7050.0,88000.0,76010.0,84164.0,5047.0,790.0,1070.0,,17900.0,24664.0,627.0,542.0,732.0,11094.0,,,,10700.0,151500.0,70340.0,520.0,2450.0,15.0,95.0,62000.0,19140.0,,7.0,45307.0,36985.0,9300.0,55881.0,1133516.0,145.0,,5970.0,65.0,17930.0,54250.0,7400.0,,597.0,725.0,885000.0,25030.0,60.0,64000.0,,358918.0,,3720.0,339210.0,182.0,59777.0,1792979.0,2343734.0,86200.0,93.0,380750.0,,175866.0,50650.0,228800.0,92520.0,1977100.0,1780500.0,99554.0,,2200.0,8665.0,,311363.0,508395.0,10464000.0,1045.0,1244300.0,9000.0,364300.0,172100.0,13800.0,121458.0,1200.0,286434.0,,20395.0,489520.0,4525.0,10900.0,152900.0,5600.0,,,30.0,9890.0,10.0,162383.0,41600.0,557000.0,8.0,,10548224.0,14000.0,,87025.0,38077.0,744.0,34988.0,20277.0,,73500.0,52569.0,233990.0,1347.0,20415.0,76832.0,169070.0,22000.0,206000.0,,1836.0,85.0,986800.0,1047.0,183250.0,202075.0,3160.0,641.0,851.0,85244.0,89700.0,17.0,2020.0,38000.0,69878.0,110.0,604000.0,17753.0,,34995.0,,,50200.0
1981,6843000.0,36900.0,1800.0,1650.0,4954.0,1125.0,143400.0,2450.0,7563.0,160946.0,3750.0,2791.0,108300.0,18000.0,16600.0,2342949.0,,2458.0,2452.0,110520.0,379500.0,860.0,8297.0,2813.0,19037.0,3550.0,,4700.0,35600.0,363500.0,515.0,,1600.0,,62300.0,198303.0,184600.0,,5625.0,88211.0,32897.0,22195.0,291000.0,5470.0,98751.0,2000.0,460000.0,41015.0,7859.0,,215086.0,,124225.0,403.0,,1610.0,64.0,118.0,,2655.0,411625.0,639625.0,63180.0,15000.0,8502.0,170035.0,778642.0,8700.0,,179976.0,71.0,0.0,36600.0,,90920.0,2114.0,36222.0,9040.0,93000.0,82900.0,75189.0,5495.0,830.0,1070.0,,17700.0,24600.0,761.0,542.0,812.0,12105.0,,,,9000.0,190600.0,76337.0,590.0,2845.0,15.0,95.0,74000.0,24159.0,,7.0,44348.0,36051.0,10866.0,50739.0,1258169.0,145.0,,6100.0,165.0,20000.0,56800.0,7400.0,,916.0,725.0,885500.0,30350.0,55.0,66500.0,,346917.0,,3760.0,326532.0,184.0,61277.0,1740719.0,2257679.0,89200.0,98.0,391250.0,,179023.0,52850.0,211000.0,91118.0,2034400.0,2229600.0,102180.0,,2030.0,8337.0,,332670.0,545870.0,9936000.0,1045.0,1261300.0,6500.0,395700.0,164947.0,15600.0,117516.0,1200.0,298789.0,,20350.0,427047.0,5375.0,7863.0,158100.0,5660.0,,,30.0,9896.0,10.0,154403.0,36000.0,685000.0,7.0,,10011244.0,13900.0,,87729.0,28512.0,402.0,36280.0,19821.0,,70500.0,49639.0,233210.0,1403.0,21510.0,73583.0,162900.0,22000.0,192300.0,,4030.0,80.0,892390.0,657.0,180300.0,217070.0,3030.0,671.0,668.0,73063.0,90600.0,19.0,2380.0,40000.0,78110.0,111.0,609266.0,17585.0,,36481.0,,,50200.0
1982,6858000.0,39100.0,1900.0,1510.0,5120.0,1125.0,206000.0,2900.0,7674.0,161761.0,3860.0,2836.0,183500.0,20000.0,15600.0,2407109.0,,2310.0,2465.0,113393.0,346700.0,950.0,9221.0,2180.0,16046.0,1220.0,,7500.0,37607.0,363500.0,1315.0,,1600.0,,62102.0,198402.0,186600.0,,5680.0,84141.0,22860.0,16889.0,282000.0,5370.0,116460.0,2000.0,486600.0,40594.0,8134.0,,215730.0,,130859.0,402.0,,1670.0,76.0,115.0,,2675.0,441565.0,770786.0,65710.0,15000.0,8627.0,173890.0,768466.0,8700.0,,180191.0,71.0,0.0,20800.0,,78410.0,1850.0,34521.0,8535.0,95000.0,73740.0,63833.0,4770.0,830.0,1070.0,,17600.0,24300.0,740.0,542.0,649.0,12966.0,,,,9720.0,191780.0,73755.0,670.0,2905.0,15.0,95.0,69000.0,24890.0,,7.0,45674.0,36453.0,10600.0,59683.0,1099717.0,150.0,,6113.0,213.0,21376.0,57430.0,7800.0,,496.0,705.0,915500.0,38480.0,50.0,66000.0,,342682.0,,3872.0,280220.0,185.0,60524.0,1605925.0,2177748.0,98200.0,63.0,404750.0,,180327.0,52550.0,210200.0,80646.0,2093100.0,2309900.0,102280.0,,2390.0,7967.0,,329590.0,562243.0,9693000.0,1020.0,1310500.0,6500.0,444098.0,165952.0,16400.0,122400.0,1400.0,310878.0,,20600.0,427431.0,5025.0,7910.0,160100.0,5770.0,,,30.0,10872.0,10.0,149373.0,37400.0,731000.0,7.0,,9756883.0,14400.0,,87960.0,40212.0,439.0,36080.0,20414.0,,65500.0,45654.0,236010.0,1430.0,21310.0,72145.0,157920.0,22000.0,192000.0,,6272.0,80.0,816620.0,749.0,180300.0,202789.0,3200.0,691.0,584.0,76147.0,91440.0,20.0,2480.0,41100.0,81590.0,96.0,634130.0,17380.0,,40324.0,,,50250.0
1983,6882000.0,45300.0,1950.0,1270.0,6470.0,1135.0,193000.0,3500.0,7985.0,165235.0,3970.0,2769.0,159400.0,20000.0,15500.0,2328853.0,,2160.0,2472.0,113027.0,347100.0,1000.0,9493.0,2282.0,17639.0,1237.0,,9600.0,35514.0,373500.0,678.0,,1550.0,,64100.0,191676.0,194100.0,,6980.0,77531.0,30102.0,20000.0,274000.0,5550.0,115249.0,2000.0,466000.0,40360.0,8682.0,,212387.0,,138761.0,431.0,,1600.0,72.0,75.0,,2615.0,470710.0,851680.0,74200.0,15000.0,8121.0,176155.0,732499.0,9100.0,,176988.0,68.0,0.0,17800.0,,68160.0,1968.0,30445.0,8035.0,99351.0,76790.0,50710.0,4440.0,750.0,1070.0,,17000.0,23700.0,699.0,542.0,806.0,13076.0,,,,9500.0,193090.0,75923.0,750.0,2920.0,15.0,97.0,73000.0,24825.0,,5.0,47140.0,37647.0,10500.0,66815.0,1028617.0,150.0,,6360.0,266.0,21240.0,58350.0,7800.0,,563.0,674.0,915500.0,32100.0,55.0,69000.0,,343358.0,,3630.0,252230.0,181.0,53477.0,1575286.0,2219880.0,104200.0,132.0,407750.0,,185270.0,52150.0,220000.0,72378.0,2155400.0,2078000.0,101538.0,,2910.0,7802.0,,283839.0,546673.0,9733000.0,990.0,1253300.0,8000.0,312067.0,163333.0,13750.0,123017.0,1500.0,319167.0,,19200.0,376652.0,5200.0,7485.0,159100.0,5880.0,,,30.0,8705.0,10.0,147611.0,33500.0,859000.0,7.0,,9783765.0,15475.0,,87960.0,40812.0,616.0,33690.0,21000.0,,63500.0,40594.0,235560.0,1441.0,20920.0,64270.0,151940.0,22000.0,195000.0,,7564.0,75.0,732760.0,795.0,185300.0,136002.0,3250.0,691.0,596.0,78924.0,92410.0,40.0,2600.0,41500.0,76590.0,99.0,648252.0,17344.0,,40818.0,,,50500.0
